Input Number, Run_Number, Result@ 100, Y, X2, Reaction1, Reaction2
INVAR-23, Run: 050, P, 32, 0, 89, 57
INVAR-23, Run: 051, P, 67, 0, 124, 57
INVAR-23, Run: 052, P, 56, 0, 113, 57
INVAR-23, Run: 053, P, 35, 0, 92, 57
INVAR-23, Run: 054, P, 45, 0, 102, 57
INVAR-23, Run: 055, P, 43, 0, 100, 57
INVAR-23, Run: 056, P, 48, 0, 105, 57
INVAR-23, Run: 057, P, 29, 0, 86, 57
INVAR-23, Run: 058, P, 41, 0, 98, 57
INVAR-23, Run: 059, P, 44, 0, 101, 57
INVAR-23, Run: 060, P, 39, 0, 96, 57
INVAR-23, Run: 061, P, 52, 0, 109, 57
INVAR-23, Run: 062, P, 27, 0, 84, 57
INVAR-23, Run: 063, P, 44, 0, 101, 57
INVAR-23, Run: 064, P, 54, 0, 111, 57
INVAR-23, Run: 065, P, 40, 0, 97, 57
INVAR-23, Run: 066, P, 51, 0, 108, 57
INVAR-23, Run: 067, P, 58, 0, 115, 57
INVAR-23, Run: 068, P, 40, 0, 97, 57
INVAR-23, Run: 069, P, 48, 0, 105, 57
INVAR-23, Run: 070, P, 58, 0, 115, 57
INVAR-23, Run: 071, P, 50, 0, 107, 57
INVAR-23, Run: 072, P, 37, 0, 94, 57
INVAR-23, Run: 073, P, 64, 0, 121, 57
INVAR-23, Run: 074, P, 39, 0, 96, 57
INVAR-23, Run: 075, P, 36, 0, 93, 57
INVAR-23, Run: 076, P, 44, 0, 101, 57
INVAR-23, Run: 077, P, 67, 0, 124, 57
INVAR-23, Run: 078, P, 38, 0, 95, 57
INVAR-23, Run: 079, P, 43, 0, 100, 57
INVAR-23, Run: 080, P, 53, 0, 110, 57
INVAR-23, Run: 081, P, 43, 0, 100, 57
INVAR-23, Run: 082, P, 36, 0, 93, 57
INVAR-23, Run: 083, P, 42, 0, 99, 57
INVAR-23, Run: 084, P, 47, 0, 104, 57
INVAR-23, Run: 085, P, 24, 0, 81, 57
INVAR-23, Run: 086, P, 40, 0, 97, 57
INVAR-23, Run: 087, P, 40, 0, 97, 57
INVAR-23, Run: 088, P, 55, 0, 112, 57
INVAR-23, Run: 089, P, 57, 0, 114, 57
INVAR-23, Run: 090, P, 73, 0, 130, 57
INVAR-23, Run: 091, P, 34, 0, 91, 57
INVAR-23, Run: 092, P, 38, 0, 95, 57
INVAR-23, Run: 093, P, 33, 0, 90, 57
INVAR-23, Run: 094, P, 42, 0, 99, 57
INVAR-23, Run: 095, P, 48, 0, 105, 57
INVAR-23, Run: 096, P, 43, 0, 100, 57
INVAR-23, Run: 097, P, 45, 0, 102, 57
INVAR-23, Run: 098, P, 57, 0, 114, 57
INVAR-23, Run: 099, P, 33, 0, 90, 57
INVAR-23, Run: 100, P, 37, 0, 94, 57
INVAR-24, Run: 001, P, 0, 53, 112, 112
INVAR-24, Run: 002, P, 0, 53, 112, 112
INVAR-24, Run: 003, P, 0, 73, 92, 92
INVAR-24, Run: 004, P, 0, 83, 82, 82
INVAR-24, Run: 005, P, 0, 48, 117, 117
INVAR-24, Run: 006, P, 0, 70, 95, 95
INVAR-24, Run: 007, P, 0, 67, 98, 98
INVAR-24, Run: 008, P, 1, 57, 109, 108
INVAR-24, Run: 009, P, 0, 71, 94, 94
INVAR-24, Run: 010, P, 0, 76, 89, 89
INVAR-24, Run: 011, P, 0, 74, 91, 91
INVAR-24, Run: 012, P, 0, 59, 106, 106
INVAR-24, Run: 013, P, 0, 46, 119, 119
INVAR-24, Run: 014, P, 0, 57, 108, 108
INVAR-24, Run: 015, P, 0, 73, 92, 92
INVAR-24, Run: 016, P, 0, 62, 103, 103
INVAR-24, Run: 017, P, 0, 56, 109, 109
INVAR-24, Run: 018, P, 0, 77, 88, 88
INVAR-24, Run: 019, P, 0, 69, 96, 96
INVAR-24, Run: 020, P, 0, 71, 94, 94
INVAR-24, Run: 021, P, 0, 75, 90, 90
INVAR-24, Run: 022, P, 0, 48, 117, 117
INVAR-24, Run: 023, P, 0, 56, 109, 109
INVAR-24, Run: 024, P, 0, 61, 104, 104
INVAR-24, Run: 025, P, 0, 49, 116, 116
INVAR-24, Run: 026, P, 0, 49, 116, 116
INVAR-24, Run: 027, P, 0, 55, 110, 110
INVAR-24, Run: 028, P, 0, 58, 107, 107
INVAR-24, Run: 029, P, 0, 59, 106, 106
INVAR-24, Run: 030, P, 0, 40, 125, 125
INVAR-24, Run: 031, P, 0, 61, 104, 104
INVAR-24, Run: 032, P, 0, 79, 86, 86
INVAR-24, Run: 033, P, 0, 48, 117, 117
INVAR-24, Run: 034, P, 0, 79, 86, 86
INVAR-24, Run: 035, P, 0, 71, 94, 94
INVAR-24, Run: 036, P, 0, 66, 99, 99
INVAR-24, Run: 037, P, 0, 50, 115, 115
INVAR-24, Run: 038, P, 0, 58, 107, 107
INVAR-24, Run: 039, P, 0, 58, 107, 107
INVAR-24, Run: 040, P, 0, 57, 108, 108
INVAR-24, Run: 041, P, 0, 68, 97, 97
INVAR-24, Run: 042, P, 0, 67, 98, 98
INVAR-24, Run: 043, P, 0, 64, 101, 101
INVAR-24, Run: 044, P, 0, 60, 105, 105
INVAR-24, Run: 045, P, 0, 66, 99, 99
INVAR-24, Run: 046, P, 0, 72, 93, 93
INVAR-24, Run: 047, P, 0, 72, 93, 93
INVAR-24, Run: 048, P, 0, 56, 109, 109
INVAR-24, Run: 049, P, 0, 63, 102, 102
INVAR-24, Run: 050, P, 0, 68, 97, 97
INVAR-24, Run: 051, P, 0, 71, 94, 94
INVAR-24, Run: 052, P, 0, 64, 101, 101
INVAR-24, Run: 053, P, 0, 61, 104, 104
INVAR-24, Run: 054, P, 0, 87, 78, 78
INVAR-24, Run: 055, P, 0, 67, 98, 98
INVAR-24, Run: 056, P, 0, 72, 93, 93
INVAR-24, Run: 057, P, 0, 69, 96, 96
INVAR-24, Run: 058, P, 0, 74, 91, 91
INVAR-24, Run: 059, P, 0, 84, 81, 81
INVAR-24, Run: 060, P, 0, 49, 116, 116
INVAR-24, Run: 061, P, 0, 39, 126, 126
INVAR-24, Run: 062, P, 0, 65, 100, 100
INVAR-24, Run: 063, P, 0, 54, 111, 111
INVAR-24, Run: 064, P, 0, 61, 104, 104
INVAR-24, Run: 065, P, 0, 71, 94, 94
INVAR-24, Run: 066, P, 0, 63, 102, 102
INVAR-24, Run: 067, P, 0, 83, 82, 82
INVAR-24, Run: 068, P, 1, 57, 109, 108
INVAR-24, Run: 069, P, 0, 70, 95, 95
INVAR-24, Run: 070, P, 1, 68, 98, 97
INVAR-24, Run: 071, P, 0, 62, 103, 103
INVAR-24, Run: 072, P, 0, 62, 103, 103
INVAR-24, Run: 073, P, 0, 60, 105, 105
INVAR-24, Run: 074, P, 0, 69, 96, 96
INVAR-24, Run: 075, P, 0, 64, 101, 101
INVAR-24, Run: 076, P, 0, 61, 104, 104
INVAR-24, Run: 077, P, 0, 68, 97, 97
INVAR-24, Run: 078, P, 0, 59, 106, 106
INVAR-24, Run: 079, P, 0, 46, 119, 119
INVAR-24, Run: 080, P, 0, 62, 103, 103
INVAR-24, Run: 081, P, 0, 75, 90, 90
INVAR-24, Run: 082, P, 0, 64, 101, 101
INVAR-24, Run: 083, P, 0, 68, 97, 97
INVAR-24, Run: 084, P, 0, 68, 97, 97
INVAR-24, Run: 085, P, 0, 48, 117, 117
INVAR-24, Run: 086, P, 0, 79, 86, 86
INVAR-24, Run: 087, P, 0, 56, 109, 109
INVAR-24, Run: 088, P, 0, 57, 108, 108
INVAR-24, Run: 089, P, 0, 78, 87, 87
INVAR-24, Run: 090, P, 0, 75, 90, 90
INVAR-24, Run: 091, P, 0, 49, 116, 116
INVAR-24, Run: 092, P, 0, 51, 114, 114
INVAR-24, Run: 093, P, 0, 66, 99, 99
INVAR-24, Run: 094, P, 0, 72, 93, 93
INVAR-24, Run: 095, P, 0, 76, 89, 89
INVAR-24, Run: 096, P, 0, 81, 84, 84
INVAR-24, Run: 097, P, 0, 76, 89, 89
INVAR-24, Run: 098, P, 0, 71, 94, 94
INVAR-24, Run: 099, P, 0, 69, 96, 96
INVAR-24, Run: 100, P, 0, 56, 109, 109
INVAR-25, Run: 001, P, 112, 0, 112, 0
INVAR-25, Run: 002, P, 93, 0, 93, 0
INVAR-25, Run: 003, P, 115, 0, 115, 0
INVAR-25, Run: 004, P, 98, 0, 98, 0
INVAR-25, Run: 005, P, 91, 0, 91, 0
INVAR-25, Run: 006, P, 84, 0, 84, 0
INVAR-25, Run: 007, P, 88, 0, 88, 0
INVAR-25, Run: 008, P, 107, 0, 107, 0
INVAR-25, Run: 009, P, 117, 0, 117, 0
INVAR-25, Run: 010, P, 95, 0, 95, 0
INVAR-25, Run: 011, P, 108, 0, 108, 0
INVAR-25, Run: 012, P, 100, 0, 100, 0
INVAR-25, Run: 013, P, 107, 0, 107, 0
INVAR-25, Run: 014, P, 110, 0, 110, 0
INVAR-25, Run: 015, P, 108, 0, 108, 0
INVAR-25, Run: 016, P, 81, 0, 81, 0
INVAR-25, Run: 017, P, 88, 0, 88, 0
INVAR-25, Run: 018, P, 124, 0, 124, 0
INVAR-25, Run: 019, P, 94, 0, 94, 0
INVAR-25, Run: 020, P, 92, 0, 92, 0
INVAR-25, Run: 021, P, 94, 0, 94, 0
INVAR-25, Run: 022, P, 102, 0, 102, 0
INVAR-25, Run: 023, P, 86, 0, 86, 0
INVAR-25, Run: 024, P, 103, 0, 103, 0
INVAR-25, Run: 025, P, 99, 0, 99, 0
INVAR-25, Run: 026, P, 119, 0, 119, 0
INVAR-25, Run: 027, P, 105, 0, 105, 0
INVAR-25, Run: 028, P, 106, 0, 106, 0
INVAR-25, Run: 029, P, 99, 0, 99, 0
INVAR-25, Run: 030, P, 106, 0, 106, 0
INVAR-25, Run: 031, P, 110, 0, 110, 0
INVAR-25, Run: 032, P, 101, 0, 101, 0
INVAR-25, Run: 033, P, 98, 0, 98, 0
INVAR-25, Run: 034, P, 90, 0, 90, 0
INVAR-25, Run: 035, P, 118, 0, 118, 0
INVAR-25, Run: 036, P, 113, 0, 113, 0
INVAR-25, Run: 037, P, 107, 0, 107, 0
INVAR-25, Run: 038, P, 109, 0, 109, 0
INVAR-25, Run: 039, P, 135, 0, 135, 0
INVAR-25, Run: 040, P, 88, 0, 88, 0
INVAR-25, Run: 041, P, 100, 0, 100, 0
INVAR-25, Run: 042, P, 123, 0, 123, 0
INVAR-25, Run: 043, P, 108, 0, 108, 0
INVAR-25, Run: 044, P, 99, 0, 99, 0
INVAR-25, Run: 045, P, 109, 0, 109, 0
INVAR-25, Run: 046, P, 108, 0, 108, 0
INVAR-25, Run: 047, P, 118, 0, 118, 0
INVAR-25, Run: 048, P, 97, 0, 97, 0
INVAR-25, Run: 049, P, 124, 0, 124, 0
INVAR-25, Run: 050, P, 106, 0, 106, 0
INVAR-25, Run: 051, P, 107, 0, 107, 0
INVAR-25, Run: 052, P, 116, 0, 116, 0
INVAR-25, Run: 053, P, 111, 0, 111, 0
INVAR-25, Run: 054, P, 87, 0, 87, 0
INVAR-25, Run: 055, P, 107, 0, 107, 0
INVAR-25, Run: 056, P, 97, 0, 97, 0
INVAR-25, Run: 057, P, 120, 0, 120, 0
INVAR-25, Run: 058, P, 104, 0, 104, 0
INVAR-25, Run: 059, P, 110, 0, 110, 0
INVAR-25, Run: 060, P, 101, 0, 101, 0
INVAR-25, Run: 061, P, 97, 0, 97, 0
INVAR-25, Run: 062, P, 101, 0, 101, 0
INVAR-25, Run: 063, P, 101, 0, 101, 0
INVAR-25, Run: 064, P, 94, 0, 94, 0
INVAR-25, Run: 065, P, 90, 0, 90, 0
INVAR-25, Run: 066, P, 93, 0, 93, 0
INVAR-25, Run: 067, P, 96, 0, 96, 0
INVAR-25, Run: 068, P, 107, 0, 107, 0
INVAR-25, Run: 069, P, 91, 0, 91, 0
INVAR-25, Run: 070, P, 111, 0, 111, 0
INVAR-25, Run: 071, P, 109, 0, 109, 0
INVAR-25, Run: 072, P, 98, 0, 98, 0
INVAR-25, Run: 073, P, 102, 0, 102, 0
INVAR-25, Run: 074, P, 103, 0, 103, 0
INVAR-25, Run: 075, P, 81, 0, 81, 0
INVAR-25, Run: 076, P, 91, 0, 91, 0
INVAR-25, Run: 077, P, 92, 0, 92, 0
INVAR-25, Run: 078, P, 99, 0, 99, 0
INVAR-25, Run: 079, P, 99, 0, 99, 0
INVAR-25, Run: 080, P, 97, 0, 97, 0
INVAR-25, Run: 081, P, 97, 0, 97, 0
INVAR-25, Run: 082, P, 115, 0, 115, 0
INVAR-25, Run: 083, P, 109, 0, 109, 0
INVAR-25, Run: 084, P, 92, 0, 92, 0
INVAR-25, Run: 085, P, 84, 0, 84, 0
INVAR-25, Run: 086, P, 86, 0, 86, 0
INVAR-25, Run: 087, P, 88, 0, 88, 0
INVAR-25, Run: 088, P, 104, 0, 104, 0
INVAR-25, Run: 089, P, 117, 0, 117, 0
INVAR-25, Run: 090, P, 96, 0, 96, 0
INVAR-25, Run: 091, P, 101, 0, 101, 0
INVAR-25, Run: 092, P, 91, 0, 91, 0
INVAR-25, Run: 093, P, 85, 0, 85, 0
INVAR-25, Run: 094, P, 92, 0, 92, 0
INVAR-25, Run: 095, P, 96, 0, 96, 0
INVAR-25, Run: 096, P, 105, 0, 105, 0
INVAR-25, Run: 097, P, 122, 0, 122, 0
INVAR-25, Run: 098, P, 101, 0, 101, 0
INVAR-25, Run: 099, P, 112, 0, 112, 0
INVAR-25, Run: 100, P, 84, 0, 84, 0
INVAR-26, Run: 001, P, 105, 0, 105, 0
INVAR-26, Run: 002, P, 89, 0, 89, 0
INVAR-26, Run: 003, P, 100, 0, 100, 0
INVAR-26, Run: 004, P, 90, 0, 90, 0
INVAR-26, Run: 005, P, 101, 0, 101, 0
INVAR-26, Run: 006, P, 86, 0, 86, 0
INVAR-26, Run: 007, P, 107, 0, 107, 0
INVAR-26, Run: 008, P, 99, 0, 99, 0
INVAR-26, Run: 009, P, 88, 0, 88, 0
INVAR-26, Run: 010, P, 109, 0, 109, 0
INVAR-26, Run: 011, P, 73, 0, 73, 0
INVAR-26, Run: 012, P, 102, 0, 102, 0
INVAR-26, Run: 013, P, 81, 0, 81, 0
INVAR-26, Run: 014, P, 94, 0, 94, 0
INVAR-26, Run: 015, P, 113, 0, 113, 0
INVAR-26, Run: 016, P, 99, 0, 99, 0
INVAR-26, Run: 017, P, 101, 0, 101, 0
INVAR-26, Run: 018, P, 105, 0, 105, 0
INVAR-26, Run: 019, P, 99, 0, 99, 0
INVAR-26, Run: 020, P, 92, 0, 92, 0
INVAR-26, Run: 021, P, 104, 0, 104, 0
INVAR-26, Run: 022, P, 96, 0, 96, 0
INVAR-26, Run: 023, P, 108, 0, 108, 0
INVAR-26, Run: 024, P, 112, 0, 112, 0
INVAR-26, Run: 025, P, 113, 0, 113, 0
INVAR-26, Run: 026, P, 91, 0, 91, 0
INVAR-26, Run: 027, P, 108, 0, 108, 0
INVAR-26, Run: 028, P, 117, 0, 117, 0
INVAR-26, Run: 029, P, 94, 0, 94, 0
INVAR-26, Run: 030, P, 89, 0, 89, 0
INVAR-26, Run: 031, P, 107, 0, 107, 0
INVAR-26, Run: 032, P, 93, 0, 93, 0
INVAR-26, Run: 033, P, 86, 0, 86, 0
INVAR-26, Run: 034, P, 95, 0, 95, 0
INVAR-26, Run: 035, P, 88, 0, 88, 0
INVAR-26, Run: 036, P, 89, 0, 89, 0
INVAR-26, Run: 037, P, 97, 0, 97, 0
INVAR-26, Run: 038, P, 106, 0, 106, 0
INVAR-26, Run: 039, P, 99, 0, 99, 0
INVAR-26, Run: 040, P, 86, 0, 86, 0
INVAR-26, Run: 041, P, 120, 0, 120, 0
INVAR-26, Run: 042, P, 93, 0, 93, 0
INVAR-26, Run: 043, P, 103, 0, 103, 0
INVAR-26, Run: 044, P, 105, 0, 105, 0
INVAR-26, Run: 045, P, 79, 0, 79, 0
INVAR-26, Run: 046, P, 94, 0, 94, 0
INVAR-26, Run: 047, P, 93, 0, 93, 0
INVAR-26, Run: 048, P, 106, 0, 106, 0
INVAR-26, Run: 049, P, 107, 0, 107, 0
INVAR-26, Run: 050, P, 112, 0, 112, 0
INVAR-26, Run: 051, P, 104, 0, 104, 0
INVAR-26, Run: 052, P, 109, 0, 109, 0
INVAR-26, Run: 053, P, 104, 0, 104, 0
INVAR-26, Run: 054, P, 95, 0, 95, 0
INVAR-26, Run: 055, P, 97, 0, 97, 0
INVAR-26, Run: 056, P, 114, 0, 114, 0
INVAR-26, Run: 057, P, 100, 0, 100, 0
INVAR-26, Run: 058, P, 103, 0, 103, 0
INVAR-26, Run: 059, P, 95, 0, 95, 0
INVAR-26, Run: 060, P, 103, 0, 103, 0
INVAR-26, Run: 061, P, 95, 0, 95, 0
INVAR-26, Run: 062, P, 102, 0, 102, 0
INVAR-26, Run: 063, P, 91, 0, 91, 0
INVAR-26, Run: 064, P, 99, 0, 99, 0
INVAR-26, Run: 065, P, 116, 0, 116, 0
INVAR-26, Run: 066, P, 103, 0, 103, 0
INVAR-26, Run: 067, P, 89, 0, 89, 0
INVAR-26, Run: 068, P, 104, 0, 104, 0
INVAR-26, Run: 069, P, 101, 0, 101, 0
INVAR-26, Run: 070, P, 84, 0, 84, 0
INVAR-26, Run: 071, P, 109, 0, 109, 0
INVAR-26, Run: 072, P, 94, 0, 94, 0
INVAR-26, Run: 073, P, 86, 0, 86, 0
INVAR-26, Run: 074, P, 112, 0, 112, 0
INVAR-26, Run: 075, P, 101, 0, 101, 0
INVAR-26, Run: 076, P, 111, 0, 111, 0
INVAR-26, Run: 077, P, 99, 0, 99, 0
INVAR-26, Run: 078, P, 98, 0, 98, 0
INVAR-26, Run: 079, P, 84, 0, 84, 0
INVAR-26, Run: 080, P, 101, 0, 101, 0
INVAR-26, Run: 081, P, 102, 0, 102, 0
INVAR-26, Run: 082, P, 88, 0, 88, 0
INVAR-26, Run: 083, P, 94, 0, 94, 0
INVAR-26, Run: 084, P, 112, 0, 112, 0
INVAR-26, Run: 085, P, 101, 0, 101, 0
INVAR-26, Run: 086, P, 87, 0, 87, 0
INVAR-26, Run: 087, P, 98, 0, 98, 0
INVAR-26, Run: 088, P, 81, 0, 81, 0
INVAR-26, Run: 089, P, 104, 0, 104, 0
INVAR-26, Run: 090, P, 106, 0, 106, 0
INVAR-26, Run: 091, P, 109, 0, 109, 0
INVAR-26, Run: 092, P, 92, 0, 92, 0
INVAR-26, Run: 093, P, 106, 0, 106, 0
INVAR-26, Run: 094, P, 101, 0, 101, 0
INVAR-26, Run: 095, P, 85, 0, 85, 0
INVAR-26, Run: 096, P, 117, 0, 117, 0
INVAR-26, Run: 097, P, 104, 0, 104, 0
INVAR-26, Run: 098, P, 85, 0, 85, 0
INVAR-26, Run: 099, P, 105, 0, 105, 0
INVAR-26, Run: 100, P, 95, 0, 95, 0
INVAR-27, Run: 001, P, 121, 0, 121, 0
INVAR-27, Run: 002, P, 99, 0, 99, 0
INVAR-27, Run: 003, P, 114, 0, 114, 0
INVAR-27, Run: 004, P, 93, 0, 93, 0
INVAR-27, Run: 005, P, 117, 0, 117, 0
INVAR-27, Run: 006, P, 97, 0, 97, 0
INVAR-27, Run: 007, P, 88, 0, 88, 0
INVAR-27, Run: 008, P, 100, 0, 100, 0
INVAR-27, Run: 009, P, 119, 0, 119, 0
INVAR-27, Run: 010, P, 94, 0, 94, 0
INVAR-27, Run: 011, P, 94, 0, 94, 0
INVAR-27, Run: 012, P, 100, 0, 100, 0
INVAR-27, Run: 013, P, 99, 0, 99, 0
INVAR-27, Run: 014, P, 93, 0, 93, 0
INVAR-27, Run: 015, P, 98, 0, 98, 0
INVAR-27, Run: 016, P, 99, 0, 99, 0
INVAR-27, Run: 017, P, 96, 0, 96, 0
INVAR-27, Run: 018, P, 102, 0, 102, 0
INVAR-27, Run: 019, P, 99, 0, 99, 0
INVAR-27, Run: 020, P, 80, 0, 80, 0
INVAR-27, Run: 021, P, 103, 0, 103, 0
INVAR-27, Run: 022, P, 95, 0, 95, 0
INVAR-27, Run: 023, P, 91, 0, 91, 0
INVAR-27, Run: 024, P, 83, 0, 83, 0
INVAR-27, Run: 025, P, 96, 0, 96, 0
INVAR-27, Run: 026, P, 92, 0, 92, 0
INVAR-27, Run: 027, P, 101, 0, 101, 0
INVAR-27, Run: 028, P, 114, 0, 114, 0
INVAR-27, Run: 029, P, 96, 0, 96, 0
INVAR-27, Run: 030, P, 98, 0, 98, 0
INVAR-27, Run: 031, P, 95, 0, 95, 0
INVAR-27, Run: 032, P, 84, 0, 84, 0
INVAR-27, Run: 033, P, 89, 0, 89, 0
INVAR-27, Run: 034, P, 100, 0, 100, 0
INVAR-27, Run: 035, P, 112, 0, 112, 0
INVAR-27, Run: 036, P, 92, 0, 92, 0
INVAR-27, Run: 037, P, 92, 0, 92, 0
INVAR-27, Run: 038, P, 121, 0, 121, 0
INVAR-27, Run: 039, P, 91, 0, 91, 0
INVAR-27, Run: 040, P, 98, 0, 98, 0
INVAR-27, Run: 041, P, 118, 0, 118, 0
INVAR-27, Run: 042, P, 106, 0, 106, 0
INVAR-27, Run: 043, P, 105, 0, 105, 0
INVAR-27, Run: 044, P, 112, 0, 112, 0
INVAR-27, Run: 045, P, 107, 0, 107, 0
INVAR-27, Run: 046, P, 103, 0, 103, 0
INVAR-27, Run: 047, P, 93, 0, 93, 0
INVAR-27, Run: 048, P, 87, 0, 87, 0
INVAR-27, Run: 049, P, 99, 0, 99, 0
INVAR-27, Run: 050, P, 87, 0, 87, 0
INVAR-27, Run: 051, P, 100, 0, 100, 0
INVAR-27, Run: 052, P, 100, 0, 100, 0
INVAR-27, Run: 053, P, 96, 0, 96, 0
INVAR-27, Run: 054, P, 123, 0, 123, 0
INVAR-27, Run: 055, P, 95, 0, 95, 0
INVAR-27, Run: 056, P, 112, 0, 112, 0
INVAR-27, Run: 057, P, 94, 0, 94, 0
INVAR-27, Run: 058, P, 108, 0, 108, 0
INVAR-27, Run: 059, P, 104, 0, 104, 0
INVAR-27, Run: 060, P, 110, 0, 110, 0
INVAR-27, Run: 061, P, 96, 0, 96, 0
INVAR-27, Run: 062, P, 107, 0, 107, 0
INVAR-27, Run: 063, P, 100, 0, 100, 0
INVAR-27, Run: 064, P, 117, 0, 117, 0
INVAR-27, Run: 065, P, 94, 0, 94, 0
INVAR-27, Run: 066, P, 113, 0, 113, 0
INVAR-27, Run: 067, P, 99, 0, 99, 0
INVAR-27, Run: 068, P, 105, 0, 105, 0
INVAR-27, Run: 069, P, 103, 0, 103, 0
INVAR-27, Run: 070, P, 119, 0, 119, 0
INVAR-27, Run: 071, P, 105, 0, 105, 0
INVAR-27, Run: 072, P, 86, 0, 86, 0
INVAR-27, Run: 073, P, 95, 0, 95, 0
INVAR-27, Run: 074, P, 104, 0, 104, 0
INVAR-27, Run: 075, P, 110, 0, 110, 0
INVAR-27, Run: 076, P, 95, 0, 95, 0
INVAR-27, Run: 077, P, 94, 0, 94, 0
INVAR-27, Run: 078, P, 66, 0, 66, 0
INVAR-27, Run: 079, P, 106, 0, 106, 0
INVAR-27, Run: 080, P, 87, 0, 87, 0
INVAR-27, Run: 081, P, 98, 0, 98, 0
INVAR-27, Run: 082, P, 98, 0, 98, 0
INVAR-27, Run: 083, P, 98, 0, 98, 0
INVAR-27, Run: 084, P, 91, 0, 91, 0
INVAR-27, Run: 085, P, 122, 0, 122, 0
INVAR-27, Run: 086, P, 111, 0, 111, 0
INVAR-27, Run: 087, P, 109, 0, 109, 0
INVAR-27, Run: 088, P, 108, 0, 108, 0
INVAR-27, Run: 089, P, 121, 0, 121, 0
INVAR-27, Run: 090, P, 88, 0, 88, 0
INVAR-27, Run: 091, P, 121, 0, 121, 0
INVAR-27, Run: 092, P, 115, 0, 115, 0
INVAR-27, Run: 093, P, 94, 0, 94, 0
INVAR-27, Run: 094, P, 87, 0, 87, 0
INVAR-27, Run: 095, P, 92, 0, 92, 0
INVAR-27, Run: 096, P, 96, 0, 96, 0
INVAR-27, Run: 097, P, 94, 0, 94, 0
INVAR-27, Run: 098, P, 108, 0, 108, 0
INVAR-27, Run: 099, P, 89, 0, 89, 0
INVAR-27, Run: 100, P, 105, 0, 105, 0
INVAR-28, Run: 001, P, 104, 0, 104, 0
INVAR-28, Run: 002, P, 104, 0, 104, 0
INVAR-28, Run: 003, P, 107, 0, 107, 0
INVAR-28, Run: 004, P, 95, 0, 95, 0
INVAR-28, Run: 005, P, 85, 0, 85, 0
INVAR-28, Run: 006, P, 104, 0, 104, 0
INVAR-28, Run: 007, P, 97, 0, 97, 0
INVAR-28, Run: 008, P, 114, 0, 114, 0
INVAR-28, Run: 009, P, 100, 0, 100, 0
INVAR-28, Run: 010, P, 78, 0, 78, 0
INVAR-28, Run: 011, P, 106, 0, 106, 0
INVAR-28, Run: 012, P, 102, 0, 102, 0
INVAR-28, Run: 013, P, 100, 0, 100, 0
INVAR-28, Run: 014, P, 99, 0, 99, 0
INVAR-28, Run: 015, P, 86, 0, 86, 0
INVAR-28, Run: 016, P, 99, 0, 99, 0
INVAR-28, Run: 017, P, 101, 0, 101, 0
INVAR-28, Run: 018, P, 109, 0, 109, 0
INVAR-28, Run: 019, P, 103, 0, 103, 0
INVAR-28, Run: 020, P, 101, 0, 101, 0
INVAR-28, Run: 021, P, 98, 0, 98, 0
INVAR-28, Run: 022, P, 91, 0, 91, 0
INVAR-28, Run: 023, P, 104, 0, 104, 0
INVAR-28, Run: 024, P, 94, 0, 94, 0
INVAR-28, Run: 025, P, 104, 0, 104, 0
INVAR-28, Run: 026, P, 98, 0, 98, 0
INVAR-28, Run: 027, P, 118, 0, 118, 0
INVAR-28, Run: 028, P, 89, 0, 89, 0
INVAR-28, Run: 029, P, 106, 0, 106, 0
INVAR-28, Run: 030, P, 103, 0, 103, 0
INVAR-28, Run: 031, P, 114, 0, 114, 0
INVAR-28, Run: 032, P, 93, 0, 93, 0
INVAR-28, Run: 033, P, 104, 0, 104, 0
INVAR-28, Run: 034, P, 99, 0, 99, 0
INVAR-28, Run: 035, P, 85, 0, 85, 0
INVAR-28, Run: 036, P, 109, 0, 109, 0
INVAR-28, Run: 037, P, 110, 0, 110, 0
INVAR-28, Run: 038, P, 103, 0, 103, 0
INVAR-28, Run: 039, P, 90, 0, 90, 0
INVAR-28, Run: 040, P, 89, 0, 89, 0
INVAR-28, Run: 041, P, 96, 0, 96, 0
INVAR-28, Run: 042, P, 99, 0, 99, 0
INVAR-28, Run: 043, P, 87, 0, 87, 0
INVAR-28, Run: 044, P, 100, 0, 100, 0
INVAR-28, Run: 045, P, 96, 0, 96, 0
INVAR-28, Run: 046, P, 102, 0, 102, 0
INVAR-28, Run: 047, P, 104, 0, 104, 0
INVAR-28, Run: 048, P, 132, 0, 132, 0
INVAR-28, Run: 049, P, 94, 0, 94, 0
INVAR-28, Run: 050, P, 99, 0, 99, 0
INVAR-28, Run: 051, P, 102, 0, 102, 0
INVAR-28, Run: 052, P, 87, 0, 87, 0
INVAR-28, Run: 053, P, 94, 0, 94, 0
INVAR-28, Run: 054, P, 106, 0, 106, 0
INVAR-28, Run: 055, P, 107, 0, 107, 0
INVAR-28, Run: 056, P, 94, 0, 94, 0
INVAR-28, Run: 057, P, 95, 0, 95, 0
INVAR-28, Run: 058, P, 90, 0, 90, 0
INVAR-28, Run: 059, P, 107, 0, 107, 0
INVAR-28, Run: 060, P, 107, 0, 107, 0
INVAR-28, Run: 061, P, 86, 0, 86, 0
INVAR-28, Run: 062, P, 104, 0, 104, 0
INVAR-28, Run: 063, P, 108, 0, 108, 0
INVAR-28, Run: 064, P, 89, 0, 89, 0
INVAR-28, Run: 065, P, 86, 0, 86, 0
INVAR-28, Run: 066, P, 108, 0, 108, 0
