Input Number, Run_Number, Result@ 100, Y, X2, Reaction1, Reaction2
INVAR-14, Run: 016, P, 26, 0, 112, 86
INVAR-14, Run: 017, P, 13, 0, 99, 86
INVAR-14, Run: 018, P, 26, 0, 112, 86
INVAR-14, Run: 019, P, 23, 0, 109, 86
INVAR-14, Run: 020, P, 10, 0, 96, 86
INVAR-14, Run: 021, P, 6, 0, 92, 86
INVAR-14, Run: 022, P, 16, 0, 102, 86
INVAR-14, Run: 023, P, 9, 0, 95, 86
INVAR-14, Run: 024, P, 0, 0, 86, 86
INVAR-14, Run: 025, P, 5, 0, 91, 86
INVAR-14, Run: 026, P, 6, 0, 92, 86
INVAR-14, Run: 027, P, 13, 0, 99, 86
INVAR-14, Run: 028, P, 17, 0, 103, 86
INVAR-14, Run: 029, P, 21, 0, 107, 86
INVAR-14, Run: 030, P, 8, 0, 94, 86
INVAR-14, Run: 031, P, 18, 0, 104, 86
INVAR-14, Run: 032, P, 14, 0, 100, 86
INVAR-14, Run: 033, P, 13, 0, 99, 86
INVAR-14, Run: 034, P, 13, 0, 99, 86
INVAR-14, Run: 035, P, 28, 0, 114, 86
INVAR-14, Run: 036, P, 1, 0, 87, 86
INVAR-14, Run: 037, P, 21, 0, 107, 86
INVAR-14, Run: 038, P, 8, 0, 94, 86
INVAR-14, Run: 039, P, 15, 0, 101, 86
INVAR-14, Run: 040, P, 6, 0, 92, 86
INVAR-14, Run: 041, P, 4, 0, 90, 86
INVAR-14, Run: 042, P, 20, 0, 106, 86
INVAR-14, Run: 043, P, 33, 0, 119, 86
INVAR-14, Run: 044, P, 11, 0, 97, 86
INVAR-14, Run: 045, P, 5, 0, 91, 86
INVAR-14, Run: 046, P, 7, 0, 93, 86
INVAR-14, Run: 047, P, 24, 0, 110, 86
INVAR-14, Run: 048, P, 21, 0, 107, 86
INVAR-14, Run: 049, P, 15, 0, 101, 86
INVAR-14, Run: 050, P, 25, 0, 111, 86
INVAR-14, Run: 051, P, 10, 0, 96, 86
INVAR-14, Run: 052, P, 11, 0, 97, 86
INVAR-14, Run: 053, P, 6, 0, 92, 86
INVAR-14, Run: 054, P, 23, 0, 109, 86
INVAR-14, Run: 055, P, 0, 6, 80, 80
INVAR-14, Run: 056, P, 11, 0, 97, 86
INVAR-14, Run: 057, P, 3, 0, 89, 86
INVAR-14, Run: 058, P, 6, 0, 92, 86
INVAR-14, Run: 059, P, 22, 0, 108, 86
INVAR-14, Run: 060, P, 1, 0, 87, 86
INVAR-14, Run: 061, P, 0, 13, 73, 73
INVAR-14, Run: 062, P, 3, 0, 89, 86
INVAR-14, Run: 063, P, 9, 0, 95, 86
INVAR-14, Run: 064, P, 15, 0, 101, 86
INVAR-14, Run: 065, P, 28, 0, 114, 86
INVAR-14, Run: 066, P, 7, 0, 93, 86
INVAR-14, Run: 067, P, 6, 0, 92, 86
INVAR-14, Run: 068, P, 28, 0, 114, 86
INVAR-14, Run: 069, P, 14, 0, 100, 86
INVAR-14, Run: 070, P, 27, 0, 113, 86
INVAR-14, Run: 071, P, 14, 0, 100, 86
INVAR-14, Run: 072, P, 31, 0, 117, 86
INVAR-14, Run: 073, P, 3, 0, 89, 86
INVAR-14, Run: 074, P, 0, 4, 82, 82
INVAR-14, Run: 075, P, 15, 0, 101, 86
INVAR-14, Run: 076, P, 10, 0, 96, 86
INVAR-14, Run: 077, P, 14, 0, 100, 86
INVAR-14, Run: 078, P, 38, 0, 124, 86
INVAR-14, Run: 079, P, 8, 0, 94, 86
INVAR-14, Run: 080, P, 35, 0, 121, 86
INVAR-14, Run: 081, P, 21, 0, 107, 86
INVAR-14, Run: 082, P, 9, 0, 95, 86
INVAR-14, Run: 083, P, 9, 0, 95, 86
INVAR-14, Run: 084, P, 11, 0, 97, 86
INVAR-14, Run: 085, P, 0, 3, 83, 83
INVAR-14, Run: 086, P, 11, 0, 97, 86
INVAR-14, Run: 087, P, 3, 0, 89, 86
INVAR-14, Run: 088, P, 5, 0, 91, 86
INVAR-14, Run: 089, P, 12, 0, 98, 86
INVAR-14, Run: 090, P, 29, 0, 115, 86
INVAR-14, Run: 091, P, 31, 0, 117, 86
INVAR-14, Run: 092, P, 0, 4, 82, 82
INVAR-14, Run: 093, P, 25, 0, 111, 86
INVAR-14, Run: 094, P, 2, 0, 88, 86
INVAR-14, Run: 095, P, 15, 0, 101, 86
INVAR-14, Run: 096, P, 27, 0, 113, 86
INVAR-14, Run: 097, P, 17, 0, 103, 86
INVAR-14, Run: 098, P, 12, 0, 98, 86
INVAR-14, Run: 099, P, 0, 2, 84, 84
INVAR-14, Run: 100, P, 13, 0, 99, 86
INVAR-15, Run: 001, P, 0, 58, 104, 104
INVAR-15, Run: 002, P, 1, 57, 106, 105
INVAR-15, Run: 003, P, 0, 44, 118, 118
INVAR-15, Run: 004, P, 0, 57, 105, 105
INVAR-15, Run: 005, P, 0, 65, 97, 97
INVAR-15, Run: 006, P, 0, 57, 105, 105
INVAR-15, Run: 007, P, 0, 67, 95, 95
INVAR-15, Run: 008, P, 0, 60, 102, 102
INVAR-15, Run: 009, P, 0, 58, 104, 104
INVAR-15, Run: 010, P, 0, 73, 89, 89
INVAR-15, Run: 011, P, 0, 50, 112, 112
INVAR-15, Run: 012, P, 0, 64, 98, 98
INVAR-15, Run: 013, P, 0, 64, 98, 98
INVAR-15, Run: 014, P, 0, 65, 97, 97
INVAR-15, Run: 015, P, 0, 56, 106, 106
INVAR-15, Run: 016, P, 0, 44, 118, 118
INVAR-15, Run: 017, P, 0, 73, 89, 89
INVAR-15, Run: 018, P, 0, 54, 108, 108
INVAR-15, Run: 019, P, 0, 45, 117, 117
INVAR-15, Run: 020, P, 0, 56, 106, 106
INVAR-15, Run: 021, P, 0, 73, 89, 89
INVAR-15, Run: 022, P, 0, 57, 105, 105
INVAR-15, Run: 023, P, 0, 47, 115, 115
INVAR-15, Run: 024, P, 0, 57, 105, 105
INVAR-15, Run: 025, P, 0, 64, 98, 98
INVAR-15, Run: 026, P, 0, 72, 90, 90
INVAR-15, Run: 027, P, 0, 53, 109, 109
INVAR-15, Run: 028, P, 0, 54, 108, 108
INVAR-15, Run: 029, P, 0, 66, 96, 96
INVAR-15, Run: 030, P, 0, 74, 88, 88
INVAR-15, Run: 031, P, 0, 62, 100, 100
INVAR-15, Run: 032, P, 0, 74, 88, 88
INVAR-15, Run: 033, P, 0, 56, 106, 106
INVAR-15, Run: 034, P, 0, 70, 92, 92
INVAR-15, Run: 035, P, 0, 71, 91, 91
INVAR-15, Run: 036, P, 0, 65, 97, 97
INVAR-15, Run: 037, P, 0, 55, 107, 107
INVAR-15, Run: 038, P, 0, 81, 81, 81
INVAR-15, Run: 039, P, 0, 67, 95, 95
INVAR-15, Run: 040, P, 0, 44, 118, 118
INVAR-15, Run: 041, P, 0, 78, 84, 84
INVAR-15, Run: 042, P, 0, 66, 96, 96
INVAR-15, Run: 043, P, 0, 74, 88, 88
INVAR-15, Run: 044, P, 0, 67, 95, 95
INVAR-15, Run: 045, P, 0, 78, 84, 84
INVAR-15, Run: 046, P, 0, 61, 101, 101
INVAR-15, Run: 047, P, 0, 67, 95, 95
INVAR-15, Run: 048, P, 0, 69, 93, 93
INVAR-15, Run: 049, P, 0, 64, 98, 98
INVAR-15, Run: 050, P, 0, 70, 92, 92
INVAR-15, Run: 051, P, 0, 35, 127, 127
INVAR-15, Run: 052, P, 0, 52, 110, 110
INVAR-15, Run: 053, P, 0, 75, 87, 87
INVAR-15, Run: 054, P, 0, 50, 112, 112
INVAR-15, Run: 055, P, 0, 52, 110, 110
INVAR-15, Run: 056, P, 0, 65, 97, 97
INVAR-15, Run: 057, P, 0, 82, 80, 80
INVAR-15, Run: 058, P, 0, 57, 105, 105
INVAR-15, Run: 059, P, 0, 49, 113, 113
INVAR-15, Run: 060, P, 0, 52, 110, 110
INVAR-15, Run: 061, P, 0, 61, 101, 101
INVAR-15, Run: 062, P, 0, 65, 97, 97
INVAR-15, Run: 063, P, 0, 74, 88, 88
INVAR-15, Run: 064, P, 0, 56, 106, 106
INVAR-15, Run: 065, P, 0, 72, 90, 90
INVAR-15, Run: 066, P, 0, 70, 92, 92
INVAR-15, Run: 067, P, 0, 61, 101, 101
INVAR-15, Run: 068, P, 0, 63, 99, 99
INVAR-15, Run: 069, P, 0, 52, 110, 110
INVAR-15, Run: 070, P, 0, 62, 100, 100
INVAR-15, Run: 071, P, 0, 35, 127, 127
INVAR-15, Run: 072, P, 0, 44, 118, 118
INVAR-15, Run: 073, P, 0, 52, 110, 110
INVAR-15, Run: 074, P, 0, 65, 97, 97
INVAR-15, Run: 075, P, 0, 67, 95, 95
INVAR-15, Run: 076, P, 0, 66, 96, 96
INVAR-15, Run: 077, P, 0, 48, 114, 114
INVAR-15, Run: 078, P, 0, 81, 81, 81
INVAR-15, Run: 079, P, 0, 38, 124, 124
INVAR-15, Run: 080, P, 0, 57, 105, 105
INVAR-15, Run: 081, P, 0, 78, 84, 84
INVAR-15, Run: 082, P, 0, 49, 113, 113
INVAR-15, Run: 083, P, 0, 53, 109, 109
INVAR-15, Run: 084, P, 0, 55, 107, 107
INVAR-15, Run: 085, P, 0, 56, 106, 106
INVAR-15, Run: 086, P, 0, 59, 103, 103
INVAR-15, Run: 087, P, 0, 54, 108, 108
INVAR-15, Run: 088, P, 0, 71, 91, 91
INVAR-15, Run: 089, P, 0, 69, 93, 93
INVAR-15, Run: 090, P, 0, 69, 93, 93
INVAR-15, Run: 091, P, 1, 72, 91, 90
INVAR-15, Run: 092, P, 0, 72, 90, 90
INVAR-15, Run: 093, P, 0, 65, 97, 97
INVAR-15, Run: 094, P, 0, 50, 112, 112
INVAR-15, Run: 095, P, 0, 66, 96, 96
INVAR-15, Run: 096, P, 0, 59, 103, 103
INVAR-15, Run: 097, P, 0, 68, 94, 94
INVAR-15, Run: 098, P, 0, 69, 93, 93
INVAR-15, Run: 099, P, 0, 67, 95, 95
INVAR-15, Run: 100, P, 0, 62, 100, 100
INVAR-16, Run: 001, P, 91, 0, 106, 15
INVAR-16, Run: 002, P, 102, 0, 117, 15
INVAR-16, Run: 003, P, 98, 0, 113, 15
INVAR-16, Run: 004, P, 83, 0, 98, 15
INVAR-16, Run: 005, P, 89, 0, 104, 15
INVAR-16, Run: 006, P, 94, 0, 109, 15
INVAR-16, Run: 007, P, 102, 0, 117, 15
INVAR-16, Run: 008, P, 75, 0, 90, 15
INVAR-16, Run: 009, P, 90, 0, 105, 15
INVAR-16, Run: 010, P, 82, 0, 97, 15
INVAR-16, Run: 011, P, 86, 0, 101, 15
INVAR-16, Run: 012, P, 85, 0, 100, 15
INVAR-16, Run: 013, P, 82, 0, 97, 15
INVAR-16, Run: 014, P, 78, 0, 93, 15
INVAR-16, Run: 015, P, 65, 0, 80, 15
INVAR-16, Run: 016, P, 84, 0, 99, 15
INVAR-16, Run: 017, P, 94, 0, 109, 15
INVAR-16, Run: 018, P, 88, 0, 103, 15
INVAR-16, Run: 019, P, 85, 0, 100, 15
INVAR-16, Run: 020, P, 88, 0, 103, 15
INVAR-16, Run: 021, P, 92, 0, 107, 15
INVAR-16, Run: 022, P, 84, 0, 99, 15
INVAR-16, Run: 023, P, 78, 0, 93, 15
INVAR-16, Run: 024, P, 94, 0, 109, 15
INVAR-16, Run: 025, P, 70, 0, 85, 15
INVAR-16, Run: 026, P, 81, 0, 96, 15
INVAR-16, Run: 027, P, 85, 0, 100, 15
INVAR-16, Run: 028, P, 92, 0, 107, 15
INVAR-16, Run: 029, P, 82, 0, 97, 15
INVAR-16, Run: 030, P, 57, 0, 72, 15
INVAR-16, Run: 031, P, 79, 0, 94, 15
INVAR-16, Run: 032, P, 85, 0, 100, 15
INVAR-16, Run: 033, P, 76, 0, 91, 15
INVAR-16, Run: 034, P, 82, 0, 97, 15
INVAR-16, Run: 035, P, 83, 0, 98, 15
INVAR-16, Run: 036, P, 81, 0, 96, 15
INVAR-16, Run: 037, P, 87, 0, 102, 15
INVAR-16, Run: 038, P, 71, 0, 86, 15
INVAR-16, Run: 039, P, 104, 0, 119, 15
INVAR-16, Run: 040, P, 84, 0, 99, 15
INVAR-16, Run: 041, P, 79, 0, 94, 15
INVAR-16, Run: 042, P, 81, 0, 96, 15
INVAR-16, Run: 043, P, 97, 0, 112, 15
INVAR-16, Run: 044, P, 84, 0, 99, 15
INVAR-16, Run: 045, P, 75, 0, 90, 15
INVAR-16, Run: 046, P, 93, 0, 108, 15
INVAR-16, Run: 047, P, 82, 0, 97, 15
INVAR-16, Run: 048, P, 77, 0, 92, 15
INVAR-16, Run: 049, P, 74, 0, 89, 15
INVAR-16, Run: 050, P, 99, 0, 114, 15
INVAR-16, Run: 051, P, 99, 0, 114, 15
INVAR-16, Run: 052, P, 99, 0, 114, 15
INVAR-16, Run: 053, P, 85, 0, 100, 15
INVAR-16, Run: 054, P, 92, 0, 107, 15
INVAR-16, Run: 055, P, 89, 0, 104, 15
INVAR-16, Run: 056, P, 72, 0, 87, 15
INVAR-16, Run: 057, P, 75, 0, 90, 15
INVAR-16, Run: 058, P, 84, 0, 99, 15
INVAR-16, Run: 059, P, 95, 0, 110, 15
INVAR-16, Run: 060, P, 75, 0, 90, 15
INVAR-16, Run: 061, P, 71, 0, 86, 15
INVAR-16, Run: 062, P, 84, 0, 99, 15
INVAR-16, Run: 063, P, 77, 0, 92, 15
INVAR-16, Run: 064, P, 94, 0, 109, 15
INVAR-16, Run: 065, P, 100, 0, 115, 15
INVAR-16, Run: 066, P, 74, 0, 89, 15
INVAR-16, Run: 067, P, 98, 0, 113, 15
INVAR-16, Run: 068, P, 85, 0, 100, 15
INVAR-16, Run: 069, P, 77, 0, 92, 15
INVAR-16, Run: 070, P, 92, 0, 107, 15
INVAR-16, Run: 071, P, 89, 0, 104, 15
INVAR-16, Run: 072, P, 91, 0, 106, 15
INVAR-16, Run: 073, P, 86, 0, 101, 15
INVAR-16, Run: 074, P, 90, 0, 105, 15
INVAR-16, Run: 075, P, 70, 0, 85, 15
INVAR-16, Run: 076, P, 80, 0, 95, 15
INVAR-16, Run: 077, P, 75, 0, 90, 15
INVAR-16, Run: 078, P, 78, 0, 93, 15
INVAR-16, Run: 079, P, 84, 0, 99, 15
INVAR-16, Run: 080, P, 82, 0, 97, 15
INVAR-16, Run: 081, P, 76, 0, 91, 15
INVAR-16, Run: 082, P, 90, 0, 105, 15
INVAR-16, Run: 083, P, 86, 0, 101, 15
INVAR-16, Run: 084, P, 71, 0, 86, 15
INVAR-16, Run: 085, P, 76, 0, 91, 15
INVAR-16, Run: 086, P, 91, 0, 106, 15
INVAR-16, Run: 087, P, 79, 0, 94, 15
INVAR-16, Run: 088, P, 70, 0, 85, 15
INVAR-16, Run: 089, P, 90, 0, 105, 15
INVAR-16, Run: 090, P, 86, 0, 101, 15
INVAR-16, Run: 091, P, 90, 0, 105, 15
INVAR-16, Run: 092, P, 92, 0, 107, 15
INVAR-16, Run: 093, P, 106, 0, 121, 15
INVAR-16, Run: 094, P, 85, 0, 100, 15
INVAR-16, Run: 095, P, 98, 0, 113, 15
INVAR-16, Run: 096, P, 86, 0, 101, 15
INVAR-16, Run: 097, P, 79, 0, 94, 15
INVAR-16, Run: 098, P, 79, 0, 94, 15
INVAR-16, Run: 099, P, 73, 0, 88, 15
INVAR-16, Run: 100, P, 79, 0, 94, 15
INVAR-17, Run: 001, P, 47, 0, 112, 65
INVAR-17, Run: 002, P, 21, 0, 86, 65
INVAR-17, Run: 003, P, 31, 0, 96, 65
INVAR-17, Run: 004, P, 30, 0, 95, 65
INVAR-17, Run: 005, P, 49, 0, 114, 65
INVAR-17, Run: 006, P, 36, 0, 101, 65
INVAR-17, Run: 007, P, 24, 0, 89, 65
INVAR-17, Run: 008, P, 30, 0, 95, 65
INVAR-17, Run: 009, P, 24, 0, 89, 65
INVAR-17, Run: 010, P, 30, 0, 95, 65
INVAR-17, Run: 011, P, 31, 0, 96, 65
INVAR-17, Run: 012, P, 26, 0, 91, 65
INVAR-17, Run: 013, P, 36, 0, 101, 65
INVAR-17, Run: 014, P, 26, 0, 91, 65
INVAR-17, Run: 015, P, 37, 0, 102, 65
INVAR-17, Run: 016, P, 33, 0, 98, 65
INVAR-17, Run: 017, P, 41, 0, 106, 65
INVAR-17, Run: 018, P, 18, 0, 83, 65
INVAR-17, Run: 019, P, 27, 0, 92, 65
INVAR-17, Run: 020, P, 30, 0, 95, 65
INVAR-17, Run: 021, P, 42, 0, 107, 65
INVAR-17, Run: 022, P, 38, 0, 103, 65
INVAR-17, Run: 023, P, 30, 0, 95, 65
INVAR-17, Run: 024, P, 31, 0, 96, 65
INVAR-17, Run: 025, P, 66, 0, 131, 65
INVAR-17, Run: 026, P, 32, 0, 97, 65
INVAR-17, Run: 027, P, 49, 0, 114, 65
INVAR-17, Run: 028, P, 25, 0, 90, 65
INVAR-17, Run: 029, P, 39, 0, 104, 65
INVAR-17, Run: 030, P, 30, 0, 95, 65
INVAR-17, Run: 031, P, 39, 0, 104, 65
INVAR-17, Run: 032, P, 45, 0, 110, 65
INVAR-17, Run: 033, P, 38, 0, 103, 65
INVAR-17, Run: 034, P, 35, 0, 100, 65
INVAR-17, Run: 035, P, 40, 0, 105, 65
INVAR-17, Run: 036, P, 26, 0, 91, 65
INVAR-17, Run: 037, P, 44, 0, 109, 65
INVAR-17, Run: 038, P, 52, 0, 117, 65
INVAR-17, Run: 039, P, 34, 0, 99, 65
INVAR-17, Run: 040, P, 29, 0, 94, 65
INVAR-17, Run: 041, P, 44, 0, 109, 65
INVAR-17, Run: 042, P, 28, 0, 93, 65
INVAR-17, Run: 043, P, 41, 0, 106, 65
INVAR-17, Run: 044, P, 25, 0, 90, 65
INVAR-17, Run: 045, P, 26, 0, 91, 65
INVAR-17, Run: 046, P, 38, 0, 103, 65
INVAR-17, Run: 047, P, 47, 0, 112, 65
INVAR-17, Run: 048, P, 43, 0, 108, 65
INVAR-17, Run: 049, P, 23, 0, 88, 65
INVAR-17, Run: 050, P, 23, 0, 88, 65
INVAR-17, Run: 051, P, 19, 0, 84, 65
INVAR-17, Run: 052, P, 22, 0, 87, 65
INVAR-17, Run: 053, P, 35, 0, 100, 65
INVAR-17, Run: 054, P, 29, 0, 94, 65
INVAR-17, Run: 055, P, 42, 0, 107, 65
INVAR-17, Run: 056, P, 32, 0, 97, 65
INVAR-17, Run: 057, P, 47, 0, 112, 65
INVAR-17, Run: 058, P, 48, 0, 113, 65
INVAR-17, Run: 059, P, 38, 0, 103, 65
INVAR-17, Run: 060, P, 37, 0, 102, 65
INVAR-17, Run: 061, P, 35, 0, 100, 65
INVAR-17, Run: 062, P, 59, 0, 124, 65
INVAR-17, Run: 063, P, 48, 0, 113, 65
INVAR-17, Run: 064, P, 10, 0, 75, 65
INVAR-17, Run: 065, P, 49, 0, 114, 65
INVAR-17, Run: 066, P, 27, 0, 92, 65
INVAR-17, Run: 067, P, 15, 0, 80, 65
INVAR-17, Run: 068, P, 30, 0, 95, 65
INVAR-17, Run: 069, P, 29, 0, 94, 65
INVAR-17, Run: 070, P, 31, 0, 96, 65
INVAR-17, Run: 071, P, 50, 0, 115, 65
INVAR-17, Run: 072, P, 39, 0, 104, 65
INVAR-17, Run: 073, P, 34, 0, 99, 65
INVAR-17, Run: 074, P, 47, 0, 112, 65
INVAR-17, Run: 075, P, 64, 0, 129, 65
INVAR-17, Run: 076, P, 35, 0, 100, 65
INVAR-17, Run: 077, P, 32, 0, 97, 65
INVAR-17, Run: 078, P, 38, 0, 103, 65
INVAR-17, Run: 079, P, 24, 0, 89, 65
INVAR-17, Run: 080, P, 34, 0, 99, 65
INVAR-17, Run: 081, P, 42, 0, 107, 65
INVAR-17, Run: 082, P, 49, 0, 114, 65
INVAR-17, Run: 083, P, 21, 0, 86, 65
INVAR-17, Run: 084, P, 35, 0, 100, 65
INVAR-17, Run: 085, P, 47, 0, 112, 65
INVAR-17, Run: 086, P, 33, 0, 98, 65
INVAR-17, Run: 087, P, 24, 0, 89, 65
INVAR-17, Run: 088, P, 40, 0, 105, 65
INVAR-17, Run: 089, P, 45, 0, 110, 65
INVAR-17, Run: 090, P, 22, 0, 87, 65
INVAR-17, Run: 091, P, 40, 0, 105, 65
INVAR-17, Run: 092, P, 28, 0, 93, 65
INVAR-17, Run: 093, P, 29, 0, 94, 65
INVAR-17, Run: 094, P, 42, 0, 107, 65
INVAR-17, Run: 095, P, 26, 0, 91, 65
INVAR-17, Run: 096, P, 19, 0, 84, 65
INVAR-17, Run: 097, P, 34, 0, 99, 65
INVAR-17, Run: 098, P, 39, 0, 104, 65
INVAR-17, Run: 099, P, 34, 0, 99, 65
INVAR-17, Run: 100, P, 27, 0, 92, 65
INVAR-18, Run: 001, P, 0, 76, 89, 89
INVAR-18, Run: 002, P, 0, 64, 101, 101
INVAR-18, Run: 003, P, 0, 81, 84, 84
INVAR-18, Run: 004, P, 0, 52, 113, 113
INVAR-18, Run: 005, P, 0, 62, 103, 103
INVAR-18, Run: 006, P, 0, 65, 100, 100
INVAR-18, Run: 007, P, 0, 78, 87, 87
INVAR-18, Run: 008, P, 0, 61, 104, 104
INVAR-18, Run: 009, P, 0, 59, 106, 106
INVAR-18, Run: 010, P, 0, 87, 78, 78
INVAR-18, Run: 011, P, 0, 45, 120, 120
INVAR-18, Run: 012, P, 0, 66, 99, 99
INVAR-18, Run: 013, P, 0, 73, 92, 92
INVAR-18, Run: 014, P, 0, 51, 114, 114
INVAR-18, Run: 015, P, 0, 58, 107, 107
INVAR-18, Run: 016, P, 0, 66, 99, 99
INVAR-18, Run: 017, P, 0, 74, 91, 91
INVAR-18, Run: 018, P, 0, 57, 108, 108
INVAR-18, Run: 019, P, 0, 79, 86, 86
INVAR-18, Run: 020, P, 0, 70, 95, 95
INVAR-18, Run: 021, P, 0, 64, 101, 101
INVAR-18, Run: 022, P, 0, 60, 105, 105
INVAR-18, Run: 023, P, 0, 48, 117, 117
INVAR-18, Run: 024, P, 0, 67, 98, 98
INVAR-18, Run: 025, P, 0, 69, 96, 96
INVAR-18, Run: 026, P, 0, 70, 95, 95
INVAR-18, Run: 027, P, 0, 71, 94, 94
INVAR-18, Run: 028, P, 0, 67, 98, 98
INVAR-18, Run: 029, P, 0, 53, 112, 112
INVAR-18, Run: 030, P, 0, 85, 80, 80
INVAR-18, Run: 031, P, 0, 68, 97, 97
INVAR-18, Run: 032, P, 0, 76, 89, 89
INVAR-18, Run: 033, P, 0, 68, 97, 97
INVAR-18, Run: 034, P, 0, 59, 106, 106
INVAR-18, Run: 035, P, 0, 68, 97, 97
INVAR-18, Run: 036, P, 0, 58, 107, 107
INVAR-18, Run: 037, P, 0, 58, 107, 107
INVAR-18, Run: 038, P, 0, 56, 109, 109
INVAR-18, Run: 039, P, 0, 55, 110, 110
INVAR-18, Run: 040, P, 0, 73, 92, 92
INVAR-18, Run: 041, P, 0, 64, 101, 101
INVAR-18, Run: 042, P, 0, 81, 84, 84
INVAR-18, Run: 043, P, 0, 60, 105, 105
INVAR-18, Run: 044, P, 0, 62, 103, 103
INVAR-18, Run: 045, P, 0, 64, 101, 101
INVAR-18, Run: 046, P, 0, 71, 94, 94
INVAR-18, Run: 047, P, 0, 71, 94, 94
INVAR-18, Run: 048, P, 0, 71, 94, 94
INVAR-18, Run: 049, P, 0, 63, 102, 102
INVAR-18, Run: 050, P, 0, 63, 102, 102
INVAR-18, Run: 051, P, 0, 61, 104, 104
INVAR-18, Run: 052, P, 0, 80, 85, 85
INVAR-18, Run: 053, P, 0, 70, 95, 95
INVAR-18, Run: 054, P, 0, 78, 87, 87
INVAR-18, Run: 055, P, 0, 56, 109, 109
INVAR-18, Run: 056, P, 0, 61, 104, 104
INVAR-18, Run: 057, P, 0, 57, 108, 108
INVAR-18, Run: 058, P, 0, 61, 104, 104
INVAR-18, Run: 059, P, 0, 60, 105, 105
INVAR-18, Run: 060, P, 0, 67, 98, 98
INVAR-18, Run: 061, P, 0, 70, 95, 95
INVAR-18, Run: 062, P, 0, 56, 109, 109
INVAR-18, Run: 063, P, 0, 78, 87, 87
INVAR-18, Run: 064, P, 0, 58, 107, 107
INVAR-18, Run: 065, P, 0, 67, 98, 98
INVAR-18, Run: 066, P, 0, 59, 106, 106
INVAR-18, Run: 067, P, 0, 50, 115, 115
INVAR-18, Run: 068, P, 0, 54, 111, 111
INVAR-18, Run: 069, P, 0, 75, 90, 90
INVAR-18, Run: 070, P, 0, 69, 96, 96
INVAR-18, Run: 071, P, 0, 46, 119, 119
INVAR-18, Run: 072, P, 0, 50, 115, 115
INVAR-18, Run: 073, P, 0, 76, 89, 89
INVAR-18, Run: 074, P, 0, 66, 99, 99
INVAR-18, Run: 075, P, 0, 79, 86, 86
INVAR-18, Run: 076, P, 0, 82, 83, 83
INVAR-18, Run: 077, P, 0, 38, 127, 127
INVAR-18, Run: 078, P, 0, 68, 97, 97
INVAR-18, Run: 079, P, 0, 63, 102, 102
INVAR-18, Run: 080, P, 0, 79, 86, 86
INVAR-18, Run: 081, P, 0, 63, 102, 102
INVAR-18, Run: 082, P, 0, 50, 115, 115
INVAR-18, Run: 083, P, 0, 72, 93, 93
INVAR-18, Run: 084, P, 0, 67, 98, 98
INVAR-18, Run: 085, P, 0, 62, 103, 103
INVAR-18, Run: 086, P, 0, 62, 103, 103
INVAR-18, Run: 087, P, 0, 61, 104, 104
INVAR-18, Run: 088, P, 0, 73, 92, 92
INVAR-18, Run: 089, P, 0, 49, 116, 116
INVAR-18, Run: 090, P, 0, 80, 85, 85
INVAR-18, Run: 091, P, 0, 95, 70, 70
INVAR-18, Run: 092, P, 0, 60, 105, 105
INVAR-18, Run: 093, P, 0, 39, 126, 126
INVAR-18, Run: 094, P, 0, 79, 86, 86
INVAR-18, Run: 095, P, 0, 71, 94, 94
INVAR-18, Run: 096, P, 0, 69, 96, 96
INVAR-18, Run: 097, P, 0, 57, 108, 108
INVAR-18, Run: 098, P, 0, 53, 112, 112
INVAR-18, Run: 099, P, 0, 70, 95, 95
INVAR-18, Run: 100, P, 0, 76, 89, 89
INVAR-19, Run: 001, P, 97, 0, 97, 0
INVAR-19, Run: 002, P, 94, 0, 94, 0
INVAR-19, Run: 003, P, 101, 0, 101, 0
INVAR-19, Run: 004, P, 91, 0, 91, 0
INVAR-19, Run: 005, P, 98, 0, 98, 0
INVAR-19, Run: 006, P, 93, 0, 93, 0
INVAR-19, Run: 007, P, 128, 0, 128, 0
INVAR-19, Run: 008, P, 112, 0, 112, 0
INVAR-19, Run: 009, P, 101, 0, 101, 0
INVAR-19, Run: 010, P, 118, 0, 118, 0
INVAR-19, Run: 011, P, 101, 0, 101, 0
INVAR-19, Run: 012, P, 116, 0, 116, 0
INVAR-19, Run: 013, P, 105, 0, 105, 0
INVAR-19, Run: 014, P, 94, 0, 94, 0
INVAR-19, Run: 015, P, 81, 0, 81, 0
INVAR-19, Run: 016, P, 100, 0, 100, 0
INVAR-19, Run: 017, P, 91, 0, 91, 0
INVAR-19, Run: 018, P, 89, 0, 89, 0
INVAR-19, Run: 019, P, 85, 0, 85, 0
INVAR-19, Run: 020, P, 100, 0, 100, 0
INVAR-19, Run: 021, P, 98, 0, 98, 0
INVAR-19, Run: 022, P, 101, 0, 101, 0
INVAR-19, Run: 023, P, 89, 0, 89, 0
INVAR-19, Run: 024, P, 94, 0, 94, 0
INVAR-19, Run: 025, P, 109, 0, 109, 0
INVAR-19, Run: 026, P, 126, 0, 126, 0
INVAR-19, Run: 027, P, 119, 0, 119, 0
INVAR-19, Run: 028, P, 87, 0, 87, 0
INVAR-19, Run: 029, P, 91, 0, 91, 0
INVAR-19, Run: 030, P, 106, 0, 106, 0
INVAR-19, Run: 031, P, 106, 0, 106, 0
INVAR-19, Run: 032, P, 97, 0, 97, 0
