Input Number, Run_Number, Result@ 100, U, X1, X2, NEW_REACTION, Reaction1, Reaction2, Reaction3, Reaction4
INVAR-1, Run: 062, F, 0, 260, 0, 111, 45, 166, 31, 41
INVAR-1, Run: 063, F, 0, 244, 0, 103, 23, 135, 9, 18
INVAR-1, Run: 064, F, 0, 270, 0, 116, 14, 140, 0, 10
INVAR-1, Run: 065, F, 0, 222, 0, 92, 25, 133, 11, 27
INVAR-1, Run: 066, F, 0, 278, 0, 120, 16, 145, 2, 11
INVAR-1, Run: 067, F, 0, 254, 0, 108, 35, 176, 21, 54
INVAR-1, Run: 068, F, 0, 238, 0, 100, 42, 162, 28, 48
INVAR-1, Run: 069, F, 0, 268, 0, 115, 18, 158, 4, 29
INVAR-1, Run: 070, F, 0, 248, 0, 105, 19, 138, 5, 19
INVAR-1, Run: 071, F, 0, 216, 0, 89, 24, 124, 10, 21
INVAR-1, Run: 072, F, 0, 236, 0, 99, 27, 149, 13, 36
INVAR-1, Run: 073, F, 0, 218, 0, 90, 23, 128, 9, 24
INVAR-1, Run: 074, F, 0, 262, 0, 112, 14, 137, 0, 11
INVAR-1, Run: 075, F, 0, 0, 212, 87, 149, 35, 347, 146
INVAR-1, Run: 076, F, 0, 238, 0, 100, 14, 123, 0, 9
INVAR-1, Run: 077, F, 0, 274, 0, 118, 24, 159, 10, 27
INVAR-1, Run: 078, F, 0, 236, 0, 99, 15, 132, 1, 19
INVAR-1, Run: 079, F, 0, 230, 0, 96, 23, 131, 9, 21
INVAR-1, Run: 080, F, 0, 196, 0, 79, 31, 127, 17, 34
INVAR-1, Run: 081, F, 0, 246, 0, 104, 21, 135, 7, 17
INVAR-1, Run: 082, F, 0, 232, 0, 97, 24, 141, 10, 30
INVAR-1, Run: 083, F, 0, 192, 0, 77, 15, 100, 1, 9
INVAR-1, Run: 084, F, 0, 244, 0, 103, 21, 133, 7, 16
INVAR-1, Run: 085, F, 0, 226, 0, 94, 23, 135, 9, 27
INVAR-1, Run: 086, F, 0, 252, 0, 107, 17, 130, 3, 9
INVAR-1, Run: 087, F, 0, 236, 0, 99, 29, 143, 15, 30
INVAR-1, Run: 088, F, 0, 250, 0, 106, 22, 137, 8, 17
INVAR-1, Run: 089, F, 0, 194, 0, 78, 22, 113, 8, 21
INVAR-1, Run: 090, F, 0, 254, 0, 108, 32, 160, 18, 38
INVAR-1, Run: 091, F, 0, 274, 0, 118, 21, 156, 7, 24
INVAR-1, Run: 092, F, 0, 232, 0, 97, 23, 147, 9, 36
INVAR-1, Run: 093, F, 0, 240, 0, 101, 19, 126, 5, 11
INVAR-1, Run: 094, F, 0, 256, 0, 109, 18, 144, 4, 21
INVAR-1, Run: 095, F, 0, 246, 0, 104, 21, 140, 7, 22
INVAR-1, Run: 096, F, 0, 254, 0, 108, 31, 160, 17, 38
INVAR-1, Run: 097, F, 0, 214, 0, 88, 25, 125, 11, 23
INVAR-1, Run: 098, F, 0, 202, 0, 82, 20, 114, 6, 18
INVAR-1, Run: 099, F, 0, 288, 0, 125, 17, 152, 3, 13
INVAR-1, Run: 100, F, 0, 212, 0, 87, 16, 113, 2, 12
INVAR-10, Run: 001, F, 0, 188, 0, 88, 10, 99, 5, 6
INVAR-10, Run: 002, F, 0, 204, 0, 96, 7, 107, 2, 6
INVAR-10, Run: 003, F, 0, 226, 0, 107, 11, 122, 6, 10
INVAR-10, Run: 004, F, 0, 0, 224, 106, 121, 9, 340, 122
INVAR-10, Run: 005, F, 0, 202, 0, 95, 5, 102, 0, 2
INVAR-10, Run: 006, F, 0, 0, 220, 104, 84, 7, 299, 118
INVAR-10, Run: 007, F, 0, 224, 0, 106, 13, 125, 8, 14
INVAR-10, Run: 008, F, 0, 194, 0, 91, 8, 100, 3, 4
INVAR-10, Run: 009, F, 0, 170, 0, 79, 8, 89, 3, 5
INVAR-10, Run: 010, F, 0, 244, 0, 116, 5, 121, 0, 0
INVAR-10, Run: 011, F, 0, 200, 0, 94, 6, 105, 1, 6
INVAR-10, Run: 012, F, 0, 212, 0, 100, 5, 107, 0, 2
INVAR-10, Run: 013, F, 0, 206, 0, 97, 7, 106, 2, 4
INVAR-10, Run: 014, F, 0, 0, 206, 97, 92, 5, 293, 109
INVAR-10, Run: 015, F, 0, 188, 0, 88, 7, 97, 2, 4
INVAR-10, Run: 016, F, 0, 230, 0, 109, 5, 120, 0, 6
INVAR-10, Run: 017, F, 0, 0, 228, 108, 145, 22, 368, 137
INVAR-10, Run: 018, F, 0, 208, 0, 98, 10, 109, 5, 6
INVAR-10, Run: 019, F, 0, 232, 0, 110, 5, 120, 0, 5
INVAR-10, Run: 020, F, 0, 180, 0, 84, 6, 93, 1, 4
INVAR-10, Run: 021, F, 0, 200, 0, 94, 9, 105, 4, 6
INVAR-10, Run: 022, F, 0, 224, 0, 106, 8, 113, 3, 2
INVAR-10, Run: 023, F, 0, 238, 0, 113, 8, 126, 3, 8
INVAR-10, Run: 024, F, 0, 184, 0, 86, 9, 97, 4, 6
INVAR-10, Run: 025, F, 0, 202, 0, 95, 8, 109, 3, 9
INVAR-10, Run: 026, F, 1, 0, 209, 99, 111, 1, 315, 107
INVAR-10, Run: 027, F, 0, 192, 0, 90, 14, 113, 9, 18
INVAR-10, Run: 028, F, 0, 194, 0, 91, 6, 101, 1, 5
INVAR-10, Run: 029, F, 0, 228, 0, 108, 7, 116, 2, 3
INVAR-10, Run: 030, F, 0, 180, 0, 84, 6, 97, 1, 8
INVAR-10, Run: 031, F, 0, 236, 0, 112, 6, 129, 1, 12
INVAR-10, Run: 032, F, 0, 170, 0, 79, 8, 87, 3, 3
INVAR-10, Run: 033, F, 0, 0, 162, 75, 102, 15, 259, 97
INVAR-10, Run: 034, F, 0, 222, 0, 105, 6, 112, 1, 2
INVAR-10, Run: 035, F, 0, 220, 0, 104, 6, 115, 1, 6
INVAR-10, Run: 036, F, 0, 228, 0, 108, 8, 121, 3, 8
INVAR-10, Run: 037, F, 0, 0, 210, 99, 105, 5, 310, 111
INVAR-10, Run: 038, F, 0, 0, 220, 104, 118, 12, 333, 123
INVAR-10, Run: 039, F, 0, 196, 0, 92, 5, 100, 0, 3
INVAR-10, Run: 040, F, 0, 160, 0, 74, 7, 82, 2, 3
INVAR-10, Run: 041, F, 0, 238, 0, 113, 9, 123, 4, 5
INVAR-10, Run: 042, F, 0, 0, 202, 95, 89, 1, 286, 103
INVAR-10, Run: 043, F, 0, 210, 0, 99, 5, 104, 0, 0
INVAR-10, Run: 044, F, 0, 216, 0, 102, 6, 111, 1, 4
INVAR-10, Run: 045, F, 0, 200, 0, 94, 14, 115, 9, 16
INVAR-10, Run: 046, F, 0, 238, 0, 113, 6, 121, 1, 3
INVAR-10, Run: 047, F, 0, 194, 0, 91, 10, 108, 5, 12
INVAR-10, Run: 048, F, 0, 226, 0, 107, 6, 115, 1, 3
INVAR-10, Run: 049, F, 0, 190, 0, 89, 7, 99, 2, 5
INVAR-10, Run: 050, F, 0, 208, 0, 98, 7, 109, 2, 6
INVAR-10, Run: 051, F, 0, 210, 0, 99, 9, 111, 4, 7
INVAR-10, Run: 052, F, 0, 228, 0, 108, 6, 116, 1, 3
INVAR-10, Run: 053, F, 0, 0, 214, 101, 99, 8, 308, 116
INVAR-10, Run: 054, F, 0, 0, 212, 100, 105, 2, 312, 109
INVAR-10, Run: 055, F, 0, 0, 190, 89, 109, 8, 294, 104
INVAR-10, Run: 056, F, 0, 216, 0, 102, 5, 110, 0, 3
INVAR-10, Run: 057, F, 0, 220, 0, 104, 5, 111, 0, 2
INVAR-10, Run: 058, F, 0, 0, 204, 96, 117, 19, 316, 122
INVAR-10, Run: 059, F, 0, 230, 0, 109, 8, 117, 3, 3
INVAR-10, Run: 060, F, 0, 0, 208, 98, 121, 3, 324, 108
INVAR-10, Run: 061, F, 0, 218, 0, 103, 5, 110, 0, 2
INVAR-10, Run: 062, F, 0, 194, 0, 91, 6, 109, 1, 13
INVAR-10, Run: 063, F, 0, 238, 0, 113, 6, 122, 1, 4
INVAR-10, Run: 064, F, 0, 210, 0, 99, 8, 111, 3, 7
INVAR-10, Run: 065, F, 0, 204, 0, 96, 6, 106, 1, 5
INVAR-10, Run: 066, F, 0, 192, 0, 90, 6, 99, 1, 4
INVAR-10, Run: 067, F, 0, 224, 0, 106, 5, 116, 0, 5
INVAR-10, Run: 068, F, 0, 0, 206, 97, 88, 5, 289, 109
INVAR-10, Run: 069, F, 0, 206, 0, 97, 6, 107, 1, 5
INVAR-10, Run: 070, F, 0, 242, 0, 115, 9, 129, 4, 9
INVAR-10, Run: 071, F, 0, 238, 0, 113, 6, 120, 1, 2
INVAR-10, Run: 072, F, 0, 182, 0, 85, 7, 93, 2, 3
INVAR-10, Run: 073, F, 0, 240, 0, 114, 7, 123, 2, 4
INVAR-10, Run: 074, F, 0, 234, 0, 111, 5, 118, 0, 2
INVAR-10, Run: 075, F, 0, 194, 0, 91, 6, 102, 1, 6
INVAR-10, Run: 076, F, 0, 190, 0, 89, 6, 95, 1, 1
INVAR-10, Run: 077, F, 0, 228, 0, 108, 22, 134, 17, 21
INVAR-10, Run: 078, F, 0, 208, 0, 98, 5, 107, 0, 4
INVAR-10, Run: 079, F, 0, 214, 0, 101, 9, 117, 4, 11
INVAR-10, Run: 080, F, 0, 224, 0, 106, 5, 116, 0, 5
INVAR-10, Run: 081, F, 0, 240, 0, 114, 8, 125, 3, 6
INVAR-10, Run: 082, F, 0, 0, 236, 112, 134, 1, 365, 120
INVAR-10, Run: 083, F, 0, 222, 0, 105, 8, 114, 3, 4
INVAR-10, Run: 084, F, 0, 206, 0, 97, 5, 106, 0, 4
INVAR-10, Run: 085, F, 0, 214, 0, 101, 8, 117, 3, 11
INVAR-10, Run: 086, F, 0, 0, 230, 109, 110, 6, 335, 122
INVAR-10, Run: 087, F, 0, 0, 226, 107, 126, 17, 347, 131
INVAR-10, Run: 088, F, 0, 0, 214, 101, 112, 13, 321, 121
INVAR-10, Run: 089, F, 0, 0, 190, 89, 71, 3, 256, 99
INVAR-10, Run: 090, F, 0, 0, 194, 91, 132, 9, 321, 107
INVAR-10, Run: 091, F, 0, 194, 0, 91, 6, 99, 1, 3
INVAR-10, Run: 092, F, 0, 218, 0, 103, 6, 109, 1, 1
INVAR-10, Run: 093, F, 0, 196, 0, 92, 5, 102, 0, 5
INVAR-10, Run: 094, F, 0, 224, 0, 106, 5, 114, 0, 3
INVAR-10, Run: 095, F, 0, 206, 0, 97, 6, 104, 1, 2
INVAR-10, Run: 096, F, 0, 252, 0, 120, 5, 126, 0, 1
INVAR-10, Run: 097, F, 0, 194, 0, 91, 5, 97, 0, 1
INVAR-10, Run: 098, F, 0, 0, 220, 104, 133, 5, 348, 116
INVAR-10, Run: 099, F, 0, 0, 206, 97, 94, 2, 295, 106
INVAR-10, Run: 100, F, 0, 0, 202, 95, 79, 3, 276, 105
INVAR-11, Run: 001, F, 0, 213, 0, 100, 0, 100, 0, 0
INVAR-11, Run: 002, F, 0, 211, 0, 99, 0, 99, 0, 0
INVAR-11, Run: 003, F, 0, 191, 0, 89, 0, 89, 0, 0
INVAR-11, Run: 004, F, 0, 209, 0, 98, 0, 98, 0, 0
INVAR-11, Run: 005, F, 0, 203, 0, 95, 0, 95, 0, 0
INVAR-11, Run: 006, F, 0, 269, 0, 128, 0, 128, 0, 0
INVAR-11, Run: 007, F, 0, 153, 0, 70, 0, 70, 0, 0
INVAR-11, Run: 008, F, 0, 187, 0, 87, 0, 87, 0, 0
INVAR-11, Run: 009, F, 0, 211, 0, 99, 0, 99, 0, 0
INVAR-11, Run: 010, F, 0, 195, 0, 91, 0, 91, 0, 0
INVAR-11, Run: 011, F, 0, 223, 0, 105, 0, 105, 0, 0
INVAR-11, Run: 012, F, 0, 249, 0, 118, 0, 118, 0, 0
INVAR-11, Run: 013, F, 0, 209, 0, 98, 0, 98, 0, 0
INVAR-11, Run: 014, F, 0, 229, 0, 108, 0, 108, 0, 0
INVAR-11, Run: 015, F, 0, 219, 0, 103, 0, 103, 0, 0
INVAR-11, Run: 016, F, 0, 183, 0, 85, 0, 85, 0, 0
INVAR-11, Run: 017, F, 0, 189, 0, 88, 0, 88, 0, 0
INVAR-11, Run: 018, F, 0, 209, 0, 98, 0, 98, 0, 0
INVAR-11, Run: 019, F, 0, 223, 0, 105, 0, 105, 0, 0
INVAR-11, Run: 020, F, 0, 243, 0, 115, 0, 115, 0, 0
INVAR-11, Run: 021, F, 0, 215, 0, 101, 0, 101, 0, 0
INVAR-11, Run: 022, F, 0, 207, 0, 97, 0, 97, 0, 0
INVAR-11, Run: 023, F, 0, 219, 0, 103, 0, 103, 0, 0
INVAR-11, Run: 024, F, 0, 205, 0, 96, 0, 96, 0, 0
INVAR-11, Run: 025, F, 0, 237, 0, 112, 0, 112, 0, 0
INVAR-11, Run: 026, F, 0, 211, 0, 99, 0, 99, 0, 0
INVAR-11, Run: 027, F, 0, 189, 0, 88, 0, 88, 0, 0
INVAR-11, Run: 028, F, 0, 225, 0, 106, 0, 106, 0, 0
INVAR-11, Run: 029, F, 0, 207, 0, 97, 0, 97, 0, 0
INVAR-11, Run: 030, F, 0, 201, 0, 94, 0, 94, 0, 0
INVAR-11, Run: 031, F, 0, 183, 0, 85, 0, 85, 0, 0
INVAR-11, Run: 032, F, 0, 247, 0, 117, 0, 117, 0, 0
INVAR-11, Run: 033, F, 0, 205, 0, 96, 0, 96, 0, 0
INVAR-11, Run: 034, F, 0, 217, 0, 102, 0, 102, 0, 0
INVAR-11, Run: 035, F, 0, 229, 0, 108, 0, 108, 0, 0
INVAR-11, Run: 036, F, 0, 243, 0, 115, 0, 115, 0, 0
INVAR-11, Run: 037, F, 0, 231, 0, 109, 0, 109, 0, 0
INVAR-11, Run: 038, F, 0, 229, 0, 108, 0, 108, 0, 0
INVAR-11, Run: 039, F, 0, 209, 0, 98, 0, 98, 0, 0
INVAR-11, Run: 040, F, 0, 197, 0, 92, 0, 92, 0, 0
INVAR-11, Run: 041, F, 0, 205, 0, 96, 0, 96, 0, 0
INVAR-11, Run: 042, F, 0, 211, 0, 99, 0, 99, 0, 0
INVAR-11, Run: 043, F, 0, 199, 0, 93, 0, 93, 0, 0
INVAR-11, Run: 044, F, 0, 223, 0, 105, 0, 105, 0, 0
INVAR-11, Run: 045, F, 0, 195, 0, 91, 0, 91, 0, 0
INVAR-11, Run: 046, F, 0, 185, 0, 86, 0, 86, 0, 0
INVAR-11, Run: 047, F, 0, 177, 0, 82, 0, 82, 0, 0
INVAR-11, Run: 048, F, 0, 203, 0, 95, 0, 95, 0, 0
INVAR-11, Run: 049, F, 0, 251, 0, 119, 0, 119, 0, 0
INVAR-11, Run: 050, F, 0, 203, 0, 95, 0, 95, 0, 0
INVAR-11, Run: 051, F, 0, 223, 0, 105, 0, 105, 0, 0
INVAR-11, Run: 052, F, 0, 223, 0, 105, 0, 105, 0, 0
INVAR-11, Run: 053, F, 0, 195, 0, 91, 0, 91, 0, 0
INVAR-11, Run: 054, F, 0, 217, 0, 102, 0, 102, 0, 0
INVAR-11, Run: 055, F, 0, 189, 0, 88, 0, 88, 0, 0
INVAR-11, Run: 056, F, 0, 197, 0, 92, 0, 92, 0, 0
INVAR-11, Run: 057, F, 0, 205, 0, 96, 0, 96, 0, 0
INVAR-11, Run: 058, F, 0, 195, 0, 91, 0, 91, 0, 0
INVAR-11, Run: 059, F, 0, 185, 0, 86, 0, 86, 0, 0
INVAR-11, Run: 060, F, 0, 181, 0, 84, 0, 84, 0, 0
INVAR-11, Run: 061, F, 0, 203, 0, 95, 0, 95, 0, 0
INVAR-11, Run: 062, F, 0, 207, 0, 97, 0, 97, 0, 0
INVAR-11, Run: 063, F, 0, 241, 0, 114, 0, 114, 0, 0
INVAR-11, Run: 064, F, 0, 247, 0, 117, 0, 117, 0, 0
INVAR-11, Run: 065, F, 0, 229, 0, 108, 0, 108, 0, 0
INVAR-11, Run: 066, F, 0, 213, 0, 100, 0, 100, 0, 0
INVAR-11, Run: 067, F, 0, 203, 0, 95, 0, 95, 0, 0
INVAR-11, Run: 068, F, 0, 195, 0, 91, 0, 91, 0, 0
INVAR-11, Run: 069, F, 0, 253, 0, 120, 0, 120, 0, 0
INVAR-11, Run: 070, F, 0, 207, 0, 97, 0, 97, 0, 0
INVAR-11, Run: 071, F, 0, 237, 0, 112, 0, 112, 0, 0
INVAR-11, Run: 072, F, 0, 199, 0, 93, 0, 93, 0, 0
INVAR-11, Run: 073, F, 0, 181, 0, 84, 0, 84, 0, 0
INVAR-11, Run: 074, F, 0, 203, 0, 95, 0, 95, 0, 0
INVAR-11, Run: 075, F, 1, 196, 0, 92, 0, 91, 0, 0
INVAR-11, Run: 076, F, 0, 235, 0, 111, 0, 111, 0, 0
INVAR-11, Run: 077, F, 0, 181, 0, 84, 0, 84, 0, 0
INVAR-11, Run: 078, F, 0, 267, 0, 127, 0, 127, 0, 0
INVAR-11, Run: 079, F, 0, 213, 0, 100, 0, 100, 0, 0
INVAR-11, Run: 080, F, 0, 237, 0, 112, 0, 112, 0, 0
INVAR-11, Run: 081, F, 0, 213, 0, 100, 0, 100, 0, 0
INVAR-11, Run: 082, F, 0, 227, 0, 107, 0, 107, 0, 0
INVAR-11, Run: 083, F, 0, 209, 0, 98, 0, 98, 0, 0
INVAR-11, Run: 084, F, 0, 181, 0, 84, 0, 84, 0, 0
INVAR-11, Run: 085, F, 0, 219, 0, 103, 0, 103, 0, 0
INVAR-11, Run: 086, F, 0, 235, 0, 111, 0, 111, 0, 0
INVAR-11, Run: 087, F, 0, 227, 0, 107, 0, 107, 0, 0
INVAR-11, Run: 088, F, 0, 225, 0, 106, 0, 106, 0, 0
INVAR-11, Run: 089, F, 0, 233, 0, 110, 0, 110, 0, 0
INVAR-11, Run: 090, F, 0, 241, 0, 114, 0, 114, 0, 0
INVAR-11, Run: 091, F, 0, 215, 0, 101, 0, 101, 0, 0
INVAR-11, Run: 092, F, 0, 219, 0, 103, 0, 103, 0, 0
INVAR-11, Run: 093, F, 0, 219, 0, 103, 0, 103, 0, 0
INVAR-11, Run: 094, F, 0, 223, 0, 105, 0, 105, 0, 0
INVAR-11, Run: 095, F, 0, 235, 0, 111, 0, 111, 0, 0
INVAR-11, Run: 096, F, 0, 245, 0, 116, 0, 116, 0, 0
INVAR-11, Run: 097, F, 0, 199, 0, 93, 0, 93, 0, 0
INVAR-11, Run: 098, F, 0, 221, 0, 104, 0, 104, 0, 0
INVAR-11, Run: 099, F, 0, 227, 0, 107, 0, 107, 0, 0
INVAR-11, Run: 100, F, 0, 227, 0, 107, 0, 107, 0, 0
INVAR-12, Run: 001, F, 0, 191, 0, 92, 0, 92, 0, 0
INVAR-12, Run: 002, F, 0, 197, 0, 95, 0, 95, 0, 0
INVAR-12, Run: 003, F, 0, 199, 0, 96, 0, 96, 0, 0
INVAR-12, Run: 004, F, 0, 193, 0, 93, 0, 93, 0, 0
INVAR-12, Run: 005, F, 0, 209, 0, 101, 0, 101, 0, 0
INVAR-12, Run: 006, F, 0, 225, 0, 109, 0, 109, 0, 0
INVAR-12, Run: 007, F, 0, 225, 0, 109, 0, 109, 0, 0
INVAR-12, Run: 008, F, 0, 197, 0, 95, 0, 95, 0, 0
INVAR-12, Run: 009, F, 0, 221, 0, 107, 0, 107, 0, 0
INVAR-12, Run: 010, F, 0, 193, 0, 93, 0, 93, 0, 0
INVAR-12, Run: 011, F, 0, 249, 0, 121, 0, 121, 0, 0
INVAR-12, Run: 012, F, 0, 207, 0, 100, 0, 100, 0, 0
INVAR-12, Run: 013, F, 0, 199, 0, 96, 0, 96, 0, 0
INVAR-12, Run: 014, F, 0, 189, 0, 91, 0, 91, 0, 0
INVAR-12, Run: 015, F, 0, 201, 0, 97, 0, 97, 0, 0
INVAR-12, Run: 016, F, 0, 223, 0, 108, 0, 108, 0, 0
INVAR-12, Run: 017, F, 0, 199, 0, 96, 0, 96, 0, 0
INVAR-12, Run: 018, F, 0, 213, 0, 103, 0, 103, 0, 0
INVAR-12, Run: 019, F, 0, 207, 0, 100, 0, 100, 0, 0
INVAR-12, Run: 020, F, 0, 201, 0, 97, 0, 97, 0, 0
INVAR-12, Run: 021, F, 0, 209, 0, 101, 0, 101, 0, 0
INVAR-12, Run: 022, F, 0, 175, 0, 84, 0, 84, 0, 0
INVAR-12, Run: 023, F, 0, 219, 0, 106, 0, 106, 0, 0
INVAR-12, Run: 024, F, 0, 211, 0, 102, 0, 102, 0, 0
INVAR-12, Run: 025, F, 0, 185, 0, 89, 0, 89, 0, 0
INVAR-12, Run: 026, F, 0, 241, 0, 117, 0, 117, 0, 0
INVAR-12, Run: 027, F, 0, 169, 0, 81, 0, 81, 0, 0
INVAR-12, Run: 028, F, 0, 179, 0, 86, 0, 86, 0, 0
INVAR-12, Run: 029, F, 0, 221, 0, 107, 0, 107, 0, 0
INVAR-12, Run: 030, F, 0, 213, 0, 103, 0, 103, 0, 0
INVAR-12, Run: 031, F, 0, 191, 0, 92, 0, 92, 0, 0
INVAR-12, Run: 032, F, 0, 227, 0, 110, 0, 110, 0, 0
INVAR-12, Run: 033, F, 0, 183, 0, 88, 0, 88, 0, 0
INVAR-12, Run: 034, F, 0, 203, 0, 98, 0, 98, 0, 0
INVAR-12, Run: 035, F, 0, 223, 0, 108, 0, 108, 0, 0
INVAR-12, Run: 036, F, 0, 203, 0, 98, 0, 98, 0, 0
INVAR-12, Run: 037, F, 0, 195, 0, 94, 0, 94, 0, 0
INVAR-12, Run: 038, F, 0, 227, 0, 110, 0, 110, 0, 0
INVAR-12, Run: 039, F, 0, 221, 0, 107, 0, 107, 0, 0
INVAR-12, Run: 040, F, 0, 227, 0, 110, 0, 110, 0, 0
INVAR-12, Run: 041, F, 0, 233, 0, 113, 0, 113, 0, 0
INVAR-12, Run: 042, F, 0, 205, 0, 99, 0, 99, 0, 0
INVAR-12, Run: 043, F, 0, 201, 0, 97, 0, 97, 0, 0
INVAR-12, Run: 044, F, 0, 221, 0, 107, 0, 107, 0, 0
INVAR-12, Run: 045, F, 0, 185, 0, 89, 0, 89, 0, 0
INVAR-12, Run: 046, F, 0, 211, 0, 102, 0, 102, 0, 0
INVAR-12, Run: 047, F, 0, 215, 0, 104, 0, 104, 0, 0
INVAR-12, Run: 048, F, 0, 241, 0, 117, 0, 117, 0, 0
INVAR-12, Run: 049, F, 0, 183, 0, 88, 0, 88, 0, 0
INVAR-12, Run: 050, F, 0, 195, 0, 94, 0, 94, 0, 0
INVAR-12, Run: 051, F, 0, 185, 0, 89, 0, 89, 0, 0
INVAR-12, Run: 052, F, 0, 213, 0, 103, 0, 103, 0, 0
INVAR-12, Run: 053, F, 0, 175, 0, 84, 0, 84, 0, 0
INVAR-12, Run: 054, F, 0, 175, 0, 84, 0, 84, 0, 0
INVAR-12, Run: 055, F, 0, 213, 0, 103, 0, 103, 0, 0
