Input Number, Run_Number, Result@ 100, H, B, PE, X1, M, PO, CE, Y, D, CO, A
4, Run: 025, F, 0, 0, 0, 0, 0, 1, 0, 110, 16, 110, 0
4, Run: 026, F, 0, 0, 0, 0, 0, 1, 0, 108, 15, 108, 0
4, Run: 027, F, 0, 0, 0, 0, 0, 1, 0, 110, 16, 110, 0
4, Run: 028, F, 0, 0, 0, 0, 0, 1, 0, 108, 15, 108, 0
4, Run: 029, F, 0, 0, 0, 0, 0, 1, 0, 112, 17, 112, 0
4, Run: 030, F, 0, 0, 0, 0, 0, 1, 0, 108, 15, 108, 0
4, Run: 031, F, 0, 0, 0, 0, 0, 1, 0, 114, 18, 114, 0
4, Run: 032, F, 0, 0, 0, 0, 0, 1, 0, 108, 15, 108, 0
4, Run: 033, F, 0, 0, 0, 0, 0, 1, 0, 114, 18, 114, 0
4, Run: 034, F, 0, 0, 0, 0, 0, 1, 0, 110, 16, 110, 0
4, Run: 035, F, 0, 0, 0, 0, 0, 1, 0, 110, 16, 110, 0
4, Run: 036, F, 0, 0, 0, 0, 0, 1, 0, 112, 17, 112, 0
4, Run: 037, F, 0, 0, 0, 0, 0, 1, 0, 108, 15, 108, 0
4, Run: 038, F, 0, 0, 0, 0, 0, 1, 0, 106, 14, 106, 0
4, Run: 039, F, 0, 0, 0, 0, 0, 1, 0, 108, 15, 108, 0
4, Run: 040, F, 0, 0, 0, 0, 0, 1, 0, 110, 16, 110, 0
4, Run: 041, F, 0, 0, 0, 0, 0, 1, 0, 106, 14, 106, 0
4, Run: 042, F, 0, 0, 0, 0, 0, 1, 0, 106, 14, 106, 0
4, Run: 043, F, 0, 0, 0, 0, 0, 1, 0, 108, 15, 108, 0
4, Run: 044, F, 0, 0, 0, 0, 0, 1, 0, 112, 17, 112, 0
4, Run: 045, F, 0, 0, 0, 0, 0, 1, 0, 110, 16, 110, 0
4, Run: 046, F, 0, 0, 0, 0, 0, 1, 0, 112, 17, 112, 0
4, Run: 047, F, 0, 0, 0, 0, 0, 1, 0, 104, 13, 104, 0
4, Run: 048, F, 0, 0, 0, 0, 0, 1, 0, 110, 16, 110, 0
4, Run: 049, F, 0, 0, 0, 0, 0, 1, 0, 108, 15, 108, 0
4, Run: 050, F, 0, 0, 0, 0, 0, 1, 0, 108, 15, 108, 0
4, Run: 051, F, 0, 0, 0, 0, 0, 1, 0, 108, 15, 108, 0
4, Run: 052, F, 0, 0, 0, 0, 0, 1, 0, 112, 17, 112, 0
4, Run: 053, F, 0, 0, 0, 0, 0, 1, 0, 108, 15, 108, 0
4, Run: 054, F, 0, 0, 0, 0, 0, 1, 0, 106, 14, 106, 0
4, Run: 055, F, 0, 0, 0, 0, 0, 1, 0, 106, 14, 106, 0
4, Run: 056, F, 0, 0, 0, 0, 0, 1, 0, 102, 12, 102, 0
4, Run: 057, F, 0, 0, 0, 0, 0, 1, 0, 108, 15, 108, 0
4, Run: 058, F, 0, 0, 0, 0, 0, 1, 0, 112, 17, 112, 0
4, Run: 059, F, 0, 0, 0, 0, 0, 1, 0, 112, 17, 112, 0
4, Run: 060, F, 0, 0, 0, 0, 0, 1, 0, 106, 14, 106, 0
4, Run: 061, F, 0, 0, 0, 0, 0, 1, 0, 104, 13, 104, 0
4, Run: 062, F, 0, 0, 0, 0, 0, 1, 0, 106, 14, 106, 0
4, Run: 063, F, 0, 0, 0, 0, 0, 1, 0, 108, 15, 108, 0
4, Run: 064, F, 0, 0, 0, 0, 0, 1, 0, 110, 16, 110, 0
4, Run: 065, F, 0, 0, 0, 0, 0, 1, 0, 106, 14, 106, 0
4, Run: 066, F, 0, 0, 0, 0, 0, 1, 0, 106, 14, 106, 0
4, Run: 067, F, 0, 0, 0, 0, 0, 1, 0, 112, 17, 112, 0
4, Run: 068, F, 0, 0, 0, 0, 0, 1, 0, 108, 15, 108, 0
4, Run: 069, F, 0, 0, 0, 0, 0, 1, 0, 108, 15, 108, 0
4, Run: 070, F, 0, 0, 0, 0, 0, 1, 0, 110, 16, 110, 0
4, Run: 071, F, 0, 0, 0, 0, 0, 1, 0, 112, 17, 112, 0
4, Run: 072, F, 0, 0, 0, 0, 0, 1, 0, 106, 14, 106, 0
4, Run: 073, F, 0, 0, 0, 0, 0, 1, 0, 108, 15, 108, 0
4, Run: 074, F, 0, 0, 0, 0, 0, 1, 0, 110, 16, 110, 0
4, Run: 075, F, 0, 0, 0, 0, 0, 1, 0, 104, 13, 104, 0
4, Run: 076, F, 0, 0, 0, 0, 0, 1, 0, 110, 16, 110, 0
4, Run: 077, F, 0, 0, 0, 0, 0, 1, 0, 110, 16, 110, 0
4, Run: 078, F, 0, 0, 0, 0, 0, 1, 0, 108, 15, 108, 0
4, Run: 079, F, 0, 0, 0, 0, 0, 1, 0, 110, 16, 110, 0
4, Run: 080, F, 0, 0, 0, 0, 0, 1, 0, 108, 15, 108, 0
4, Run: 081, F, 0, 0, 0, 0, 0, 1, 0, 108, 15, 108, 0
4, Run: 082, F, 0, 0, 0, 0, 0, 1, 0, 108, 15, 108, 0
4, Run: 083, F, 0, 0, 0, 0, 0, 1, 0, 110, 16, 110, 0
4, Run: 084, F, 0, 0, 0, 0, 0, 1, 0, 112, 17, 112, 0
4, Run: 085, F, 0, 0, 0, 0, 0, 1, 0, 110, 16, 110, 0
4, Run: 086, F, 0, 0, 0, 0, 0, 1, 0, 112, 17, 112, 0
4, Run: 087, F, 0, 0, 0, 0, 0, 1, 0, 110, 16, 110, 0
4, Run: 088, F, 0, 0, 0, 0, 0, 1, 0, 112, 17, 112, 0
4, Run: 089, F, 0, 0, 0, 0, 0, 1, 0, 106, 14, 106, 0
4, Run: 090, F, 0, 0, 0, 0, 0, 1, 0, 108, 15, 108, 0
4, Run: 091, F, 0, 0, 0, 0, 0, 1, 0, 110, 16, 110, 0
4, Run: 092, F, 0, 0, 0, 0, 0, 1, 0, 110, 16, 110, 0
4, Run: 093, F, 0, 0, 0, 0, 0, 1, 0, 112, 17, 112, 0
4, Run: 094, F, 0, 0, 0, 0, 0, 1, 0, 110, 16, 110, 0
4, Run: 095, F, 0, 0, 0, 0, 0, 1, 0, 112, 17, 112, 0
4, Run: 096, F, 0, 0, 0, 0, 0, 1, 0, 108, 15, 108, 0
4, Run: 097, F, 0, 0, 0, 0, 0, 1, 0, 110, 16, 110, 0
4, Run: 098, F, 0, 0, 0, 0, 0, 1, 0, 110, 16, 110, 0
4, Run: 099, F, 0, 0, 0, 0, 0, 1, 0, 108, 15, 108, 0
4, Run: 100, F, 0, 0, 0, 0, 0, 1, 0, 104, 13, 104, 0
5, Run: 001, F, 0, 0, 0, 0, 0, 1, 0, 144, 19, 144, 0
5, Run: 002, F, 0, 0, 0, 0, 0, 1, 0, 152, 23, 152, 0
5, Run: 003, F, 0, 0, 0, 0, 0, 1, 0, 146, 20, 146, 0
5, Run: 004, F, 0, 0, 0, 0, 0, 1, 0, 148, 21, 148, 0
5, Run: 005, F, 0, 0, 0, 0, 0, 1, 0, 144, 19, 144, 0
5, Run: 006, F, 0, 0, 0, 0, 0, 1, 0, 144, 19, 144, 0
5, Run: 007, F, 0, 0, 0, 0, 0, 1, 0, 150, 22, 150, 0
5, Run: 008, F, 0, 0, 0, 0, 0, 1, 0, 148, 21, 148, 0
5, Run: 009, F, 0, 0, 0, 0, 0, 1, 0, 150, 22, 150, 0
5, Run: 010, F, 0, 0, 0, 0, 0, 1, 0, 140, 17, 140, 0
5, Run: 011, F, 0, 0, 0, 0, 0, 1, 0, 152, 23, 152, 0
5, Run: 012, F, 0, 0, 0, 0, 0, 1, 0, 150, 22, 150, 0
5, Run: 013, F, 0, 0, 0, 0, 0, 1, 0, 148, 21, 148, 0
5, Run: 014, F, 0, 0, 0, 0, 0, 1, 0, 146, 20, 146, 0
5, Run: 015, F, 0, 0, 0, 0, 0, 1, 0, 150, 22, 150, 0
5, Run: 016, F, 0, 0, 0, 0, 0, 1, 0, 154, 24, 154, 0
5, Run: 017, F, 0, 0, 0, 0, 0, 1, 0, 142, 18, 142, 0
5, Run: 018, F, 0, 0, 0, 0, 0, 1, 0, 148, 21, 148, 0
5, Run: 019, F, 0, 0, 0, 0, 0, 1, 0, 152, 23, 152, 0
5, Run: 020, F, 0, 0, 0, 0, 0, 1, 0, 152, 23, 152, 0
5, Run: 021, F, 0, 0, 0, 0, 0, 1, 0, 144, 19, 144, 0
5, Run: 022, F, 0, 0, 0, 0, 0, 1, 0, 150, 22, 150, 0
5, Run: 023, F, 0, 0, 0, 0, 0, 1, 0, 150, 22, 150, 0
5, Run: 024, F, 0, 0, 0, 0, 0, 1, 0, 152, 23, 152, 0
5, Run: 025, F, 0, 0, 0, 0, 0, 1, 0, 150, 22, 150, 0
5, Run: 026, F, 0, 0, 0, 0, 0, 1, 0, 146, 20, 146, 0
5, Run: 027, F, 0, 0, 0, 0, 0, 1, 0, 150, 22, 150, 0
5, Run: 028, F, 0, 0, 0, 0, 0, 1, 0, 142, 18, 142, 0
5, Run: 029, F, 0, 0, 0, 0, 0, 1, 0, 152, 23, 152, 0
5, Run: 030, F, 0, 0, 0, 0, 0, 1, 0, 150, 22, 150, 0
5, Run: 031, F, 0, 0, 0, 0, 0, 1, 0, 152, 23, 152, 0
5, Run: 032, F, 0, 0, 0, 0, 0, 1, 0, 152, 23, 152, 0
5, Run: 033, F, 0, 0, 0, 0, 0, 1, 0, 146, 20, 146, 0
5, Run: 034, F, 0, 0, 0, 0, 0, 1, 0, 148, 21, 148, 0
5, Run: 035, F, 0, 0, 0, 0, 0, 1, 0, 148, 21, 148, 0
5, Run: 036, F, 0, 0, 0, 0, 0, 1, 0, 148, 21, 148, 0
5, Run: 037, F, 0, 0, 0, 0, 0, 1, 0, 150, 22, 150, 0
5, Run: 038, F, 0, 0, 0, 0, 0, 1, 0, 150, 22, 150, 0
5, Run: 039, F, 0, 0, 0, 0, 0, 1, 0, 152, 23, 152, 0
5, Run: 040, F, 0, 0, 0, 0, 0, 1, 0, 152, 23, 152, 0
5, Run: 041, F, 0, 0, 0, 0, 0, 1, 0, 150, 22, 150, 0
5, Run: 042, F, 0, 0, 0, 0, 0, 1, 0, 152, 23, 152, 0
5, Run: 043, F, 0, 0, 0, 0, 0, 1, 0, 148, 21, 148, 0
5, Run: 044, F, 0, 0, 0, 0, 0, 1, 0, 152, 23, 152, 0
5, Run: 045, F, 0, 0, 0, 0, 0, 1, 0, 146, 20, 146, 0
5, Run: 046, F, 0, 0, 0, 0, 0, 1, 0, 146, 20, 146, 0
5, Run: 047, F, 0, 0, 0, 0, 0, 1, 0, 150, 22, 150, 0
5, Run: 048, F, 0, 0, 0, 0, 0, 1, 0, 148, 21, 148, 0
5, Run: 049, F, 0, 0, 0, 0, 0, 1, 0, 152, 23, 152, 0
5, Run: 050, F, 0, 0, 0, 0, 0, 1, 0, 152, 23, 152, 0
5, Run: 051, F, 0, 0, 0, 0, 0, 1, 0, 152, 23, 152, 0
5, Run: 052, F, 0, 0, 0, 0, 0, 1, 0, 148, 21, 148, 0
5, Run: 053, F, 0, 0, 0, 0, 0, 1, 0, 154, 24, 154, 0
5, Run: 054, F, 0, 0, 0, 0, 0, 1, 0, 152, 23, 152, 0
5, Run: 055, F, 0, 0, 0, 0, 0, 1, 0, 144, 19, 144, 0
5, Run: 056, F, 0, 0, 0, 0, 0, 1, 0, 152, 23, 152, 0
5, Run: 057, F, 0, 0, 0, 0, 0, 1, 0, 152, 23, 152, 0
5, Run: 058, F, 0, 0, 0, 0, 0, 1, 0, 150, 22, 150, 0
5, Run: 059, F, 0, 0, 0, 0, 0, 1, 0, 146, 20, 146, 0
5, Run: 060, F, 0, 0, 0, 0, 0, 1, 0, 148, 21, 148, 0
5, Run: 061, F, 0, 0, 0, 0, 0, 1, 0, 148, 21, 148, 0
5, Run: 062, F, 0, 0, 0, 0, 0, 1, 0, 148, 21, 148, 0
5, Run: 063, F, 0, 0, 0, 0, 0, 1, 0, 154, 24, 154, 0
5, Run: 064, F, 0, 0, 0, 0, 0, 1, 0, 142, 18, 142, 0
5, Run: 065, F, 0, 0, 0, 0, 0, 1, 0, 152, 23, 152, 0
5, Run: 066, F, 0, 0, 0, 0, 0, 1, 0, 152, 23, 152, 0
5, Run: 067, F, 0, 0, 0, 0, 0, 1, 0, 152, 23, 152, 0
5, Run: 068, F, 0, 0, 0, 0, 0, 1, 0, 148, 21, 148, 0
5, Run: 069, F, 0, 0, 0, 0, 0, 1, 0, 148, 21, 148, 0
5, Run: 070, F, 0, 0, 0, 0, 0, 1, 0, 152, 23, 152, 0
5, Run: 071, F, 0, 0, 0, 0, 0, 1, 0, 148, 21, 148, 0
5, Run: 072, F, 0, 0, 0, 0, 0, 1, 0, 150, 22, 150, 0
5, Run: 073, F, 0, 0, 0, 0, 0, 1, 0, 148, 21, 148, 0
5, Run: 074, F, 0, 0, 0, 0, 0, 1, 0, 150, 22, 150, 0
5, Run: 075, F, 0, 0, 0, 0, 0, 1, 0, 146, 20, 146, 0
5, Run: 076, F, 0, 0, 0, 0, 0, 1, 0, 150, 22, 150, 0
5, Run: 077, F, 0, 0, 0, 0, 0, 1, 0, 152, 23, 152, 0
5, Run: 078, F, 0, 0, 0, 0, 0, 1, 0, 152, 23, 152, 0
5, Run: 079, F, 0, 0, 0, 0, 0, 1, 0, 152, 23, 152, 0
5, Run: 080, F, 0, 0, 0, 0, 0, 1, 0, 154, 24, 154, 0
5, Run: 081, F, 0, 0, 0, 0, 0, 1, 0, 152, 23, 152, 0
5, Run: 082, F, 0, 0, 0, 0, 0, 1, 0, 150, 22, 150, 0
5, Run: 083, F, 0, 0, 0, 0, 0, 1, 0, 146, 20, 146, 0
5, Run: 084, F, 0, 0, 0, 0, 0, 1, 0, 150, 22, 150, 0
5, Run: 085, F, 0, 0, 0, 0, 0, 1, 0, 146, 20, 146, 0
5, Run: 086, F, 0, 0, 0, 0, 0, 1, 0, 148, 21, 148, 0
5, Run: 087, F, 0, 0, 0, 0, 0, 1, 0, 146, 20, 146, 0
5, Run: 088, F, 0, 0, 0, 0, 0, 1, 0, 154, 24, 154, 0
5, Run: 089, F, 0, 0, 0, 0, 0, 1, 0, 152, 23, 152, 0
5, Run: 090, F, 0, 0, 0, 0, 0, 1, 0, 150, 22, 150, 0
5, Run: 091, F, 0, 0, 0, 0, 0, 1, 0, 150, 22, 150, 0
5, Run: 092, F, 0, 0, 0, 0, 0, 1, 0, 142, 18, 142, 0
5, Run: 093, F, 0, 0, 0, 0, 0, 1, 0, 146, 20, 146, 0
5, Run: 094, F, 0, 0, 0, 0, 0, 1, 0, 148, 21, 148, 0
5, Run: 095, F, 0, 0, 0, 0, 0, 1, 0, 150, 22, 150, 0
5, Run: 096, F, 0, 0, 0, 0, 0, 1, 0, 150, 22, 150, 0
5, Run: 097, F, 0, 0, 0, 0, 0, 1, 0, 152, 23, 152, 0
5, Run: 098, F, 0, 0, 0, 0, 0, 1, 0, 144, 19, 144, 0
5, Run: 099, F, 0, 0, 0, 0, 0, 1, 0, 150, 22, 150, 0
5, Run: 100, F, 0, 0, 0, 0, 0, 1, 0, 148, 21, 148, 0
6, Run: 001, F, 0, 0, 0, 0, 0, 1, 0, 502, 76, 502, 0
6, Run: 002, F, 0, 0, 0, 0, 0, 1, 0, 500, 75, 500, 0
6, Run: 003, F, 0, 0, 0, 0, 0, 1, 0, 504, 77, 504, 0
6, Run: 004, F, 0, 0, 0, 0, 0, 1, 0, 508, 79, 508, 0
6, Run: 005, F, 0, 0, 0, 0, 0, 1, 0, 508, 79, 508, 0
6, Run: 006, F, 0, 0, 0, 0, 0, 1, 0, 506, 78, 506, 0
6, Run: 007, F, 0, 0, 0, 0, 0, 1, 0, 502, 76, 502, 0
6, Run: 008, F, 0, 0, 0, 0, 0, 1, 0, 506, 78, 506, 0
6, Run: 009, F, 0, 0, 0, 0, 0, 1, 0, 512, 81, 512, 0
6, Run: 010, F, 0, 0, 0, 0, 0, 1, 0, 506, 78, 506, 0
6, Run: 011, F, 0, 0, 0, 0, 0, 1, 0, 494, 72, 494, 0
6, Run: 012, F, 0, 0, 0, 0, 0, 1, 0, 508, 79, 508, 0
6, Run: 013, F, 0, 0, 0, 0, 0, 1, 0, 508, 79, 508, 0
6, Run: 014, F, 0, 0, 0, 0, 0, 1, 0, 508, 79, 508, 0
6, Run: 015, F, 0, 0, 0, 0, 0, 1, 0, 510, 80, 510, 0
6, Run: 016, F, 0, 0, 0, 0, 0, 1, 0, 516, 83, 516, 0
6, Run: 017, F, 0, 0, 0, 0, 0, 1, 0, 506, 78, 506, 0
6, Run: 018, F, 0, 0, 0, 0, 0, 1, 0, 506, 78, 506, 0
6, Run: 019, F, 0, 0, 0, 0, 0, 1, 0, 506, 78, 506, 0
6, Run: 020, F, 0, 0, 0, 0, 0, 1, 0, 510, 80, 510, 0
6, Run: 021, F, 0, 0, 0, 0, 0, 1, 0, 510, 80, 510, 0
6, Run: 022, F, 0, 0, 0, 0, 0, 1, 0, 512, 81, 512, 0
6, Run: 023, F, 0, 0, 0, 0, 0, 1, 0, 506, 78, 506, 0
6, Run: 024, F, 0, 0, 0, 0, 0, 1, 0, 514, 82, 514, 0
6, Run: 025, F, 0, 0, 0, 0, 0, 1, 0, 506, 78, 506, 0
6, Run: 026, F, 0, 0, 0, 0, 0, 1, 0, 500, 75, 500, 0
6, Run: 027, F, 0, 0, 0, 0, 0, 1, 0, 510, 80, 510, 0
6, Run: 028, F, 0, 0, 0, 0, 0, 1, 0, 508, 79, 508, 0
6, Run: 029, F, 0, 0, 0, 0, 0, 1, 0, 508, 79, 508, 0
6, Run: 030, F, 0, 0, 0, 0, 0, 1, 0, 508, 79, 508, 0
6, Run: 031, F, 0, 0, 0, 0, 0, 1, 0, 512, 81, 512, 0
6, Run: 032, F, 0, 0, 0, 0, 0, 1, 0, 500, 75, 500, 0
6, Run: 033, F, 0, 0, 0, 0, 0, 1, 0, 506, 78, 506, 0
6, Run: 034, F, 0, 0, 0, 0, 0, 1, 0, 510, 80, 510, 0
6, Run: 035, F, 0, 0, 0, 0, 0, 1, 0, 502, 76, 502, 0
6, Run: 036, F, 0, 0, 0, 0, 0, 1, 0, 504, 77, 504, 0
6, Run: 037, F, 0, 0, 0, 0, 0, 1, 0, 510, 80, 510, 0
6, Run: 038, F, 0, 0, 0, 0, 0, 1, 0, 506, 78, 506, 0
6, Run: 039, F, 0, 0, 0, 0, 0, 1, 0, 516, 83, 516, 0
6, Run: 040, F, 0, 0, 0, 0, 0, 1, 0, 502, 76, 502, 0
6, Run: 041, F, 0, 0, 0, 0, 0, 1, 0, 508, 79, 508, 0
6, Run: 042, F, 0, 0, 0, 0, 0, 1, 0, 506, 78, 506, 0
6, Run: 043, F, 0, 0, 0, 0, 0, 1, 0, 510, 80, 510, 0
6, Run: 044, F, 0, 0, 0, 0, 0, 1, 0, 504, 77, 504, 0
6, Run: 045, F, 0, 0, 0, 0, 0, 1, 0, 506, 78, 506, 0
6, Run: 046, F, 0, 0, 0, 0, 0, 1, 0, 504, 77, 504, 0
6, Run: 047, F, 0, 0, 0, 0, 0, 1, 0, 510, 80, 510, 0
6, Run: 048, F, 0, 0, 0, 0, 0, 1, 0, 504, 77, 504, 0
6, Run: 049, F, 0, 0, 0, 0, 0, 1, 0, 508, 79, 508, 0
6, Run: 050, F, 0, 0, 0, 0, 0, 1, 0, 506, 78, 506, 0
6, Run: 051, F, 0, 0, 0, 0, 0, 1, 0, 502, 76, 502, 0
6, Run: 052, F, 0, 0, 0, 0, 0, 1, 0, 510, 80, 510, 0
6, Run: 053, F, 0, 0, 0, 0, 0, 1, 0, 508, 79, 508, 0
6, Run: 054, F, 0, 0, 0, 0, 0, 1, 0, 504, 77, 504, 0
6, Run: 055, F, 0, 0, 0, 0, 0, 1, 0, 500, 75, 500, 0
6, Run: 056, F, 0, 0, 0, 0, 0, 1, 0, 504, 77, 504, 0
6, Run: 057, F, 0, 0, 0, 0, 0, 1, 0, 504, 77, 504, 0
6, Run: 058, F, 0, 0, 0, 0, 0, 1, 0, 506, 78, 506, 0
6, Run: 059, F, 0, 0, 0, 0, 0, 1, 0, 508, 79, 508, 0
6, Run: 060, F, 0, 0, 0, 0, 0, 1, 0, 510, 80, 510, 0
6, Run: 061, F, 0, 0, 0, 0, 0, 1, 0, 514, 82, 514, 0
6, Run: 062, F, 0, 0, 0, 0, 0, 1, 0, 510, 80, 510, 0
6, Run: 063, F, 0, 0, 0, 0, 0, 1, 0, 500, 75, 500, 0
6, Run: 064, F, 0, 0, 0, 0, 0, 1, 0, 508, 79, 508, 0
6, Run: 065, F, 0, 0, 0, 0, 0, 1, 0, 512, 81, 512, 0
6, Run: 066, F, 0, 0, 0, 0, 0, 1, 0, 508, 79, 508, 0
6, Run: 067, F, 0, 0, 0, 0, 0, 1, 0, 512, 81, 512, 0
6, Run: 068, F, 0, 0, 0, 0, 0, 1, 0, 504, 77, 504, 0
6, Run: 069, F, 0, 0, 0, 0, 0, 1, 0, 512, 81, 512, 0
6, Run: 070, F, 0, 0, 0, 0, 0, 1, 0, 510, 80, 510, 0
6, Run: 071, F, 0, 0, 0, 0, 0, 1, 0, 504, 77, 504, 0
6, Run: 072, F, 0, 0, 0, 0, 0, 1, 0, 508, 79, 508, 0
6, Run: 073, F, 0, 0, 0, 0, 0, 1, 0, 508, 79, 508, 0
6, Run: 074, F, 0, 0, 0, 0, 0, 1, 0, 504, 77, 504, 0
6, Run: 075, F, 0, 0, 0, 0, 0, 1, 0, 508, 79, 508, 0
6, Run: 076, F, 0, 0, 0, 0, 0, 1, 0, 508, 79, 508, 0
6, Run: 077, F, 0, 0, 0, 0, 0, 1, 0, 510, 80, 510, 0
6, Run: 078, F, 0, 0, 0, 0, 0, 1, 0, 508, 79, 508, 0
6, Run: 079, F, 0, 0, 0, 0, 0, 1, 0, 510, 80, 510, 0
6, Run: 080, F, 0, 0, 0, 0, 0, 1, 0, 510, 80, 510, 0
6, Run: 081, F, 0, 0, 0, 0, 0, 1, 0, 500, 75, 500, 0
6, Run: 082, F, 0, 0, 0, 0, 0, 1, 0, 500, 75, 500, 0
6, Run: 083, F, 0, 0, 0, 0, 0, 1, 0, 512, 81, 512, 0
6, Run: 084, F, 0, 0, 0, 0, 0, 1, 0, 508, 79, 508, 0
6, Run: 085, F, 0, 0, 0, 0, 0, 1, 0, 504, 77, 504, 0
6, Run: 086, F, 0, 0, 0, 0, 0, 1, 0, 506, 78, 506, 0
6, Run: 087, F, 0, 0, 0, 0, 0, 1, 0, 508, 79, 508, 0
6, Run: 088, F, 0, 0, 0, 0, 0, 1, 0, 510, 80, 510, 0
6, Run: 089, F, 0, 0, 0, 0, 0, 1, 0, 512, 81, 512, 0
6, Run: 090, F, 0, 0, 0, 0, 0, 1, 0, 512, 81, 512, 0
6, Run: 091, F, 0, 0, 0, 0, 0, 1, 0, 502, 76, 502, 0
6, Run: 092, F, 0, 0, 0, 0, 0, 1, 0, 504, 77, 504, 0
6, Run: 093, F, 0, 0, 0, 0, 0, 1, 0, 506, 78, 506, 0
6, Run: 094, F, 0, 0, 0, 0, 0, 1, 0, 508, 79, 508, 0
6, Run: 095, F, 0, 0, 0, 0, 0, 1, 0, 508, 79, 508, 0
6, Run: 096, F, 0, 0, 0, 0, 0, 1, 0, 508, 79, 508, 0
6, Run: 097, F, 0, 0, 0, 0, 0, 1, 0, 506, 78, 506, 0
6, Run: 098, F, 0, 0, 0, 0, 0, 1, 0, 502, 76, 502, 0
6, Run: 099, F, 0, 0, 0, 0, 0, 1, 0, 508, 79, 508, 0
6, Run: 100, F, 0, 0, 0, 0, 0, 1, 0, 500, 75, 500, 0
