Input Number, Run_Number, Result@ 100, X1, A, B, C, PO, CO, D, Y, PE, CE, E, F, Reaction1, Reaction10, Reaction11, Reaction12, Reaction13, Reaction2, Reaction3, Reaction4, Reaction5, Reaction6, Reaction7, Reaction8, Reaction9
INVAR-1, Run: 037, P, 0, 0, 0, 0, 0, 0, 54, 2, 1, 2, 8, 0, 18, 0, 5, 3, 0, 9, 6, 2, 8, 9, 18, 432, 216
INVAR-1, Run: 038, P, 0, 0, 0, 0, 0, 0, 54, 2, 1, 2, 8, 0, 18, 0, 8, 6, 0, 9, 6, 2, 8, 9, 18, 152, 76
INVAR-1, Run: 039, P, 0, 0, 0, 0, 0, 0, 54, 0, 1, 0, 9, 0, 18, 0, 2, 2, 0, 9, 4, 4, 9, 9, 18, 58, 29
INVAR-1, Run: 040, P, 0, 0, 0, 0, 0, 0, 54, 2, 1, 2, 8, 0, 18, 0, 6, 4, 0, 9, 3, 5, 8, 9, 18, 250, 125
INVAR-1, Run: 041, P, 0, 0, 0, 0, 0, 0, 54, 0, 1, 0, 9, 0, 18, 0, 3, 3, 0, 9, 8, 0, 9, 9, 18, 136, 68
INVAR-1, Run: 042, P, 0, 0, 0, 0, 0, 0, 54, 2, 1, 2, 8, 0, 18, 0, 5, 3, 0, 9, 7, 1, 8, 9, 18, 388, 194
INVAR-1, Run: 043, P, 0, 0, 0, 0, 0, 0, 54, 0, 1, 0, 9, 0, 18, 0, 9, 9, 0, 9, 6, 2, 9, 9, 18, 308, 154
INVAR-1, Run: 044, P, 0, 0, 0, 0, 0, 0, 54, 2, 1, 2, 8, 0, 18, 0, 10, 8, 0, 9, 5, 3, 8, 9, 18, 448, 224
INVAR-1, Run: 045, P, 0, 0, 0, 0, 0, 0, 54, 0, 1, 0, 9, 0, 18, 0, 4, 4, 0, 9, 5, 3, 9, 9, 18, 300, 150
INVAR-1, Run: 046, P, 0, 0, 0, 0, 0, 0, 54, 0, 1, 0, 9, 0, 18, 0, 8, 8, 0, 9, 5, 3, 9, 9, 18, 96, 48
INVAR-1, Run: 047, P, 0, 0, 0, 0, 0, 0, 54, 2, 1, 2, 8, 0, 18, 0, 5, 3, 0, 9, 6, 2, 8, 9, 18, 80, 40
INVAR-1, Run: 048, P, 0, 0, 0, 0, 0, 0, 54, 0, 1, 0, 9, 0, 18, 0, 6, 6, 0, 9, 7, 1, 9, 9, 18, 228, 114
INVAR-1, Run: 049, P, 0, 0, 0, 0, 0, 0, 54, 2, 1, 2, 8, 0, 18, 0, 5, 3, 0, 9, 5, 3, 8, 9, 18, 54, 27
INVAR-1, Run: 050, P, 0, 0, 0, 0, 0, 0, 54, 2, 1, 2, 8, 0, 18, 0, 8, 6, 0, 9, 4, 4, 8, 9, 18, 82, 41
INVAR-1, Run: 051, P, 0, 0, 0, 0, 0, 0, 54, 2, 1, 2, 8, 0, 18, 0, 9, 7, 0, 9, 6, 2, 8, 9, 18, 164, 82
INVAR-1, Run: 052, P, 0, 0, 0, 0, 0, 0, 54, 0, 1, 0, 9, 0, 18, 0, 1, 1, 0, 9, 3, 5, 9, 9, 18, 44, 22
INVAR-1, Run: 053, P, 0, 0, 0, 0, 0, 0, 54, 4, 1, 4, 7, 0, 18, 0, 10, 6, 0, 9, 5, 3, 7, 9, 18, 54, 27
INVAR-1, Run: 054, P, 0, 0, 0, 0, 0, 0, 54, 2, 1, 2, 8, 0, 18, 0, 5, 3, 0, 9, 5, 3, 8, 9, 18, 410, 205
INVAR-1, Run: 055, P, 0, 0, 0, 0, 0, 0, 54, 2, 1, 2, 8, 0, 18, 0, 6, 4, 0, 9, 6, 2, 8, 9, 18, 210, 105
INVAR-1, Run: 056, P, 0, 0, 0, 0, 0, 0, 54, 0, 1, 0, 9, 0, 18, 0, 6, 6, 0, 9, 8, 0, 9, 9, 18, 128, 64
INVAR-1, Run: 057, P, 0, 0, 0, 0, 0, 0, 54, 2, 1, 2, 8, 0, 18, 0, 5, 3, 0, 9, 6, 2, 8, 9, 18, 118, 59
INVAR-1, Run: 058, P, 0, 0, 0, 0, 0, 0, 54, 0, 1, 0, 9, 0, 18, 0, 7, 7, 0, 9, 6, 2, 9, 9, 18, 110, 55
INVAR-1, Run: 059, P, 0, 0, 0, 0, 0, 0, 54, 2, 1, 2, 8, 0, 18, 0, 7, 5, 0, 9, 4, 4, 8, 9, 18, 58, 29
INVAR-1, Run: 060, P, 0, 0, 0, 0, 0, 0, 54, 2, 1, 2, 8, 0, 18, 0, 4, 2, 0, 9, 6, 2, 8, 9, 18, 90, 45
INVAR-1, Run: 061, P, 0, 0, 0, 0, 0, 0, 54, 0, 1, 0, 9, 0, 18, 0, 9, 9, 0, 9, 3, 5, 9, 9, 18, 158, 79
INVAR-1, Run: 062, P, 0, 0, 0, 0, 0, 0, 54, 2, 1, 2, 8, 0, 18, 0, 4, 2, 0, 9, 5, 3, 8, 9, 18, 50, 25
INVAR-1, Run: 063, P, 0, 0, 0, 0, 0, 0, 54, 2, 1, 2, 8, 0, 18, 0, 6, 4, 0, 9, 7, 1, 8, 9, 18, 156, 78
INVAR-1, Run: 064, P, 0, 0, 0, 0, 0, 0, 54, 0, 1, 0, 9, 0, 18, 0, 3, 3, 0, 9, 7, 1, 9, 9, 18, 504, 252
INVAR-1, Run: 065, P, 0, 0, 0, 0, 0, 0, 54, 2, 1, 2, 8, 0, 18, 0, 4, 2, 0, 9, 4, 4, 8, 9, 18, 124, 62
INVAR-1, Run: 066, P, 0, 0, 0, 0, 0, 0, 54, 2, 1, 2, 8, 0, 18, 0, 5, 3, 0, 9, 6, 2, 8, 9, 18, 112, 56
INVAR-1, Run: 067, P, 0, 0, 0, 0, 0, 0, 54, 2, 1, 2, 8, 0, 18, 0, 9, 7, 0, 9, 8, 0, 8, 9, 18, 50, 25
INVAR-1, Run: 068, P, 0, 0, 0, 0, 0, 0, 54, 2, 1, 2, 8, 0, 18, 0, 9, 7, 0, 9, 8, 0, 8, 9, 18, 196, 98
INVAR-1, Run: 069, P, 0, 0, 0, 0, 0, 0, 54, 0, 1, 0, 9, 0, 18, 0, 3, 3, 0, 9, 5, 3, 9, 9, 18, 96, 48
INVAR-1, Run: 070, P, 0, 0, 0, 0, 0, 0, 54, 0, 1, 0, 9, 0, 18, 0, 4, 4, 0, 9, 7, 1, 9, 9, 18, 136, 68
INVAR-1, Run: 071, P, 0, 0, 0, 0, 0, 0, 54, 0, 1, 0, 9, 0, 18, 0, 4, 4, 0, 9, 6, 2, 9, 9, 18, 58, 29
INVAR-1, Run: 072, P, 0, 0, 0, 0, 0, 0, 54, 0, 1, 0, 9, 0, 18, 0, 8, 8, 0, 9, 7, 1, 9, 9, 18, 206, 103
INVAR-1, Run: 073, P, 0, 0, 0, 0, 0, 0, 54, 2, 1, 2, 8, 0, 18, 0, 3, 1, 0, 9, 8, 0, 8, 9, 18, 402, 201
INVAR-1, Run: 074, P, 0, 0, 0, 0, 0, 0, 54, 2, 1, 2, 8, 0, 18, 0, 5, 3, 0, 9, 2, 6, 8, 9, 18, 48, 24
INVAR-1, Run: 075, P, 0, 0, 0, 0, 0, 0, 54, 0, 1, 0, 9, 0, 18, 0, 5, 5, 0, 9, 5, 3, 9, 9, 18, 176, 88
INVAR-1, Run: 076, P, 0, 0, 0, 0, 0, 0, 54, 0, 1, 0, 9, 0, 18, 0, 7, 7, 0, 9, 5, 3, 9, 9, 18, 112, 56
INVAR-1, Run: 077, P, 0, 0, 0, 0, 0, 0, 54, 2, 1, 2, 8, 0, 18, 0, 7, 5, 0, 9, 7, 1, 8, 9, 18, 172, 86
INVAR-1, Run: 078, P, 0, 0, 0, 0, 0, 0, 54, 0, 1, 0, 9, 0, 18, 0, 6, 6, 0, 9, 8, 0, 9, 9, 18, 266, 133
INVAR-1, Run: 079, P, 0, 0, 0, 0, 0, 0, 54, 0, 1, 0, 9, 0, 18, 0, 7, 7, 0, 9, 3, 5, 9, 9, 18, 108, 54
INVAR-1, Run: 080, P, 0, 0, 0, 0, 0, 0, 54, 2, 1, 2, 8, 0, 18, 0, 6, 4, 0, 9, 6, 2, 8, 9, 18, 88, 44
INVAR-1, Run: 081, P, 0, 0, 0, 0, 0, 0, 54, 0, 1, 0, 9, 0, 18, 0, 2, 2, 0, 9, 5, 3, 9, 9, 18, 112, 56
INVAR-1, Run: 082, P, 0, 0, 0, 0, 0, 0, 54, 0, 1, 0, 9, 0, 18, 0, 6, 6, 0, 9, 7, 1, 9, 9, 18, 84, 42
INVAR-1, Run: 083, P, 0, 0, 0, 0, 0, 0, 54, 0, 1, 0, 9, 0, 18, 0, 6, 6, 0, 9, 7, 1, 9, 9, 18, 160, 80
INVAR-1, Run: 084, P, 0, 0, 0, 0, 0, 0, 54, 2, 1, 2, 8, 0, 18, 0, 6, 4, 0, 9, 3, 5, 8, 9, 18, 226, 113
INVAR-1, Run: 085, P, 0, 0, 0, 0, 0, 0, 54, 0, 1, 0, 9, 0, 18, 0, 1, 1, 0, 9, 7, 1, 9, 9, 18, 550, 275
INVAR-1, Run: 086, P, 0, 0, 0, 0, 0, 0, 54, 2, 1, 2, 8, 0, 18, 0, 9, 7, 0, 9, 3, 5, 8, 9, 18, 134, 67
INVAR-1, Run: 087, P, 0, 0, 0, 0, 0, 0, 54, 0, 1, 0, 9, 0, 18, 0, 7, 7, 0, 9, 7, 1, 9, 9, 18, 188, 94
INVAR-1, Run: 088, P, 0, 0, 0, 0, 0, 0, 54, 0, 1, 0, 9, 0, 18, 0, 4, 4, 0, 9, 3, 5, 9, 9, 18, 258, 129
INVAR-1, Run: 089, P, 0, 0, 0, 0, 0, 0, 54, 0, 1, 0, 9, 0, 18, 0, 2, 2, 0, 9, 6, 2, 9, 9, 18, 22, 11
INVAR-1, Run: 090, P, 0, 0, 0, 0, 0, 0, 54, 2, 1, 2, 8, 0, 18, 0, 6, 4, 0, 9, 7, 1, 8, 9, 18, 116, 58
INVAR-1, Run: 091, P, 0, 0, 0, 0, 0, 0, 54, 2, 1, 2, 8, 0, 18, 0, 9, 7, 0, 9, 7, 1, 8, 9, 18, 122, 61
INVAR-1, Run: 092, P, 0, 0, 0, 0, 0, 0, 54, 0, 1, 0, 9, 0, 18, 0, 2, 2, 0, 9, 3, 5, 9, 9, 18, 126, 63
INVAR-1, Run: 093, P, 0, 0, 0, 0, 0, 0, 54, 0, 1, 0, 9, 0, 18, 0, 1, 1, 0, 9, 4, 4, 9, 9, 18, 46, 23
INVAR-1, Run: 094, P, 0, 0, 0, 0, 0, 0, 54, 0, 1, 0, 9, 0, 18, 0, 9, 9, 0, 9, 6, 2, 9, 9, 18, 70, 35
INVAR-1, Run: 095, P, 0, 0, 0, 0, 0, 0, 54, 0, 1, 0, 9, 0, 18, 0, 6, 6, 0, 9, 5, 3, 9, 9, 18, 164, 82
INVAR-1, Run: 096, P, 0, 0, 0, 0, 0, 0, 54, 2, 1, 2, 8, 0, 18, 0, 7, 5, 0, 9, 6, 2, 8, 9, 18, 182, 91
INVAR-1, Run: 097, P, 0, 0, 0, 0, 0, 0, 54, 0, 1, 0, 9, 0, 18, 0, 13, 13, 0, 9, 5, 3, 9, 9, 18, 102, 51
INVAR-1, Run: 098, P, 0, 0, 0, 0, 0, 0, 54, 0, 1, 0, 9, 0, 18, 0, 3, 3, 0, 9, 6, 2, 9, 9, 18, 116, 58
INVAR-1, Run: 099, P, 0, 0, 0, 0, 0, 0, 54, 2, 1, 2, 8, 0, 18, 0, 9, 7, 0, 9, 5, 3, 8, 9, 18, 572, 286
INVAR-1, Run: 100, P, 0, 0, 0, 0, 0, 0, 54, 0, 1, 0, 9, 0, 18, 0, 8, 8, 0, 9, 7, 1, 9, 9, 18, 92, 46
INVAR-10, Run: 001, P, 0, 0, 0, 0, 0, 0, 600, 0, 1, 0, 100, 0, 200, 0, 60, 60, 0, 100, 59, 40, 100, 100, 200, 5318, 2659
INVAR-10, Run: 002, P, 0, 0, 0, 0, 0, 0, 600, 0, 1, 0, 100, 0, 200, 0, 68, 68, 0, 100, 66, 33, 100, 100, 200, 4372, 2186
INVAR-10, Run: 003, P, 0, 0, 0, 0, 0, 0, 600, 0, 1, 0, 100, 0, 200, 0, 63, 63, 0, 100, 73, 26, 100, 100, 200, 6086, 3043
INVAR-10, Run: 004, P, 0, 0, 0, 0, 0, 0, 600, 2, 1, 2, 99, 0, 200, 0, 82, 80, 0, 100, 56, 43, 99, 100, 200, 4960, 2480
INVAR-10, Run: 005, P, 0, 0, 0, 0, 0, 0, 600, 2, 1, 2, 99, 0, 200, 0, 70, 68, 0, 100, 65, 34, 99, 100, 200, 5552, 2776
INVAR-10, Run: 006, P, 0, 0, 0, 0, 0, 0, 600, 0, 1, 0, 100, 0, 200, 0, 68, 68, 0, 100, 70, 29, 100, 100, 200, 6286, 3143
INVAR-10, Run: 007, P, 0, 0, 0, 0, 0, 0, 600, 0, 1, 0, 100, 0, 200, 0, 75, 75, 0, 100, 64, 35, 100, 100, 200, 5204, 2602
INVAR-10, Run: 008, P, 0, 0, 0, 0, 0, 0, 600, 0, 1, 0, 100, 0, 200, 0, 74, 74, 0, 100, 67, 32, 100, 100, 200, 4760, 2380
INVAR-10, Run: 009, P, 0, 0, 0, 0, 0, 0, 600, 2, 1, 2, 99, 0, 200, 0, 74, 72, 0, 100, 67, 32, 99, 100, 200, 5074, 2537
INVAR-10, Run: 010, P, 0, 0, 0, 0, 0, 0, 600, 6, 1, 6, 97, 0, 200, 0, 73, 67, 0, 100, 65, 34, 97, 100, 200, 6372, 3186
INVAR-10, Run: 011, P, 0, 0, 0, 0, 0, 0, 600, 0, 1, 0, 100, 0, 200, 0, 61, 61, 0, 100, 64, 35, 100, 100, 200, 5812, 2906
INVAR-10, Run: 012, P, 0, 0, 0, 0, 0, 0, 600, 0, 1, 0, 100, 0, 200, 0, 64, 64, 0, 100, 69, 30, 100, 100, 200, 5404, 2702
INVAR-10, Run: 013, P, 0, 0, 0, 0, 0, 0, 600, 2, 1, 2, 99, 0, 200, 0, 62, 60, 0, 100, 57, 42, 99, 100, 200, 5286, 2643
INVAR-10, Run: 014, P, 0, 0, 0, 0, 0, 0, 600, 0, 1, 0, 100, 0, 200, 0, 70, 70, 0, 100, 66, 33, 100, 100, 200, 3746, 1873
INVAR-10, Run: 015, P, 0, 0, 0, 0, 0, 0, 600, 2, 1, 2, 99, 0, 200, 0, 62, 60, 0, 100, 64, 35, 99, 100, 200, 4808, 2404
INVAR-10, Run: 016, P, 0, 0, 0, 0, 0, 0, 600, 2, 1, 2, 99, 0, 200, 0, 70, 68, 0, 100, 57, 42, 99, 100, 200, 6570, 3285
INVAR-10, Run: 017, P, 0, 0, 0, 0, 0, 0, 600, 0, 1, 0, 100, 0, 200, 0, 73, 73, 0, 100, 65, 34, 100, 100, 200, 5978, 2989
INVAR-10, Run: 018, P, 0, 0, 0, 0, 0, 0, 600, 0, 1, 0, 100, 0, 200, 0, 69, 69, 0, 100, 70, 29, 100, 100, 200, 7032, 3516
INVAR-10, Run: 019, P, 0, 0, 0, 0, 0, 0, 600, 0, 1, 0, 100, 0, 200, 0, 66, 66, 0, 100, 62, 37, 100, 100, 200, 4302, 2151
INVAR-10, Run: 020, P, 0, 0, 0, 0, 0, 0, 600, 4, 1, 4, 98, 0, 200, 0, 60, 56, 0, 100, 65, 34, 98, 100, 200, 6044, 3022
INVAR-10, Run: 021, P, 0, 0, 0, 0, 0, 0, 600, 2, 1, 2, 99, 0, 200, 0, 55, 53, 0, 100, 62, 37, 99, 100, 200, 7186, 3593
INVAR-10, Run: 022, P, 0, 0, 0, 0, 0, 0, 600, 0, 1, 0, 100, 0, 200, 0, 79, 79, 0, 100, 63, 36, 100, 100, 200, 6510, 3255
INVAR-10, Run: 023, P, 0, 0, 0, 0, 0, 0, 600, 2, 1, 2, 99, 0, 200, 0, 68, 66, 0, 100, 61, 38, 99, 100, 200, 5158, 2579
INVAR-10, Run: 024, P, 0, 0, 0, 0, 0, 0, 600, 0, 1, 0, 100, 0, 200, 0, 64, 64, 0, 100, 63, 36, 100, 100, 200, 4638, 2319
INVAR-10, Run: 025, P, 0, 0, 0, 0, 0, 0, 600, 0, 1, 0, 100, 0, 200, 0, 49, 49, 0, 100, 63, 36, 100, 100, 200, 6002, 3001
INVAR-10, Run: 026, P, 0, 0, 0, 0, 0, 0, 600, 0, 1, 0, 100, 0, 200, 0, 58, 58, 0, 100, 55, 44, 100, 100, 200, 4728, 2364
INVAR-10, Run: 027, P, 0, 0, 0, 0, 0, 0, 600, 2, 1, 2, 99, 0, 200, 0, 76, 74, 0, 100, 65, 34, 99, 100, 200, 5682, 2841
INVAR-10, Run: 028, P, 0, 0, 0, 0, 0, 0, 600, 2, 1, 2, 99, 0, 200, 0, 75, 73, 0, 100, 61, 38, 99, 100, 200, 4292, 2146
INVAR-10, Run: 029, P, 0, 0, 0, 0, 0, 0, 600, 0, 1, 0, 100, 0, 200, 0, 39, 39, 0, 100, 69, 30, 100, 100, 200, 6668, 3334
INVAR-10, Run: 030, P, 0, 0, 0, 0, 0, 0, 600, 0, 1, 0, 100, 0, 200, 0, 71, 71, 0, 100, 59, 40, 100, 100, 200, 5432, 2716
INVAR-10, Run: 031, P, 0, 0, 0, 0, 0, 0, 600, 2, 1, 2, 99, 0, 200, 0, 78, 76, 0, 100, 63, 36, 99, 100, 200, 7756, 3878
INVAR-10, Run: 032, P, 0, 0, 0, 0, 0, 0, 600, 0, 1, 0, 100, 0, 200, 0, 48, 48, 0, 100, 63, 36, 100, 100, 200, 7662, 3831
INVAR-10, Run: 033, P, 0, 0, 0, 0, 0, 0, 600, 4, 1, 4, 98, 0, 200, 0, 65, 61, 0, 100, 67, 32, 98, 100, 200, 6150, 3075
INVAR-10, Run: 034, P, 0, 0, 0, 0, 0, 0, 600, 2, 1, 2, 99, 0, 200, 0, 73, 71, 0, 100, 59, 40, 99, 100, 200, 4330, 2165
INVAR-10, Run: 035, P, 0, 0, 0, 0, 0, 0, 600, 0, 1, 0, 100, 0, 200, 0, 79, 79, 0, 100, 74, 25, 100, 100, 200, 4744, 2372
INVAR-10, Run: 036, P, 0, 0, 0, 0, 0, 0, 600, 4, 1, 4, 98, 0, 200, 0, 70, 66, 0, 100, 62, 37, 98, 100, 200, 6060, 3030
INVAR-10, Run: 037, P, 0, 0, 0, 0, 0, 0, 600, 2, 1, 2, 99, 0, 200, 0, 69, 67, 0, 100, 55, 44, 99, 100, 200, 4868, 2434
INVAR-10, Run: 038, P, 0, 0, 0, 0, 0, 0, 600, 4, 1, 4, 98, 0, 200, 0, 59, 55, 0, 100, 70, 29, 98, 100, 200, 4706, 2353
INVAR-10, Run: 039, P, 0, 0, 0, 0, 0, 0, 600, 2, 1, 2, 99, 0, 200, 0, 75, 73, 0, 100, 58, 41, 99, 100, 200, 5260, 2630
INVAR-10, Run: 040, P, 0, 0, 0, 0, 0, 0, 600, 2, 1, 2, 99, 0, 200, 0, 56, 54, 0, 100, 59, 40, 99, 100, 200, 5124, 2562
INVAR-10, Run: 041, P, 0, 0, 0, 0, 0, 0, 600, 0, 1, 0, 100, 0, 200, 0, 59, 59, 0, 100, 75, 24, 100, 100, 200, 5686, 2843
INVAR-10, Run: 042, P, 0, 0, 0, 0, 0, 0, 600, 2, 1, 2, 99, 0, 200, 0, 65, 63, 0, 100, 49, 50, 99, 100, 200, 6516, 3258
INVAR-10, Run: 043, P, 0, 0, 0, 0, 0, 0, 600, 0, 1, 0, 100, 0, 200, 0, 52, 52, 0, 100, 63, 36, 100, 100, 200, 5874, 2937
INVAR-10, Run: 044, P, 0, 0, 0, 0, 0, 0, 600, 0, 1, 0, 100, 0, 200, 0, 76, 76, 0, 100, 68, 31, 100, 100, 200, 5970, 2985
INVAR-10, Run: 045, P, 0, 0, 0, 0, 0, 0, 600, 0, 1, 0, 100, 0, 200, 0, 45, 45, 0, 100, 63, 36, 100, 100, 200, 5304, 2652
INVAR-10, Run: 046, P, 0, 0, 0, 0, 0, 0, 600, 0, 1, 0, 100, 0, 200, 0, 74, 74, 0, 100, 55, 44, 100, 100, 200, 4622, 2311
INVAR-10, Run: 047, P, 0, 0, 0, 0, 0, 0, 600, 0, 1, 0, 100, 0, 200, 0, 101, 101, 0, 100, 58, 41, 100, 100, 200, 6496, 3248
INVAR-10, Run: 048, P, 0, 0, 0, 0, 0, 0, 600, 0, 1, 0, 100, 0, 200, 0, 64, 64, 0, 100, 50, 49, 100, 100, 200, 5406, 2703
INVAR-10, Run: 049, P, 0, 0, 0, 0, 0, 0, 600, 0, 1, 0, 100, 0, 200, 0, 64, 64, 0, 100, 65, 34, 100, 100, 200, 5634, 2817
INVAR-10, Run: 050, P, 0, 0, 0, 0, 0, 0, 600, 4, 1, 4, 98, 0, 200, 0, 69, 65, 0, 100, 47, 52, 98, 100, 200, 4724, 2362
INVAR-10, Run: 051, P, 0, 0, 0, 0, 0, 0, 600, 0, 1, 0, 100, 0, 200, 0, 73, 73, 0, 100, 63, 36, 100, 100, 200, 5942, 2971
