Input Number, Run_Number, Result@ 100, X, XP, Z, YP, Reaction1, Reaction2, Reaction3
INVAR-3, Run: 063, P, 0, 9, 120, 0, 120, 111, 111
INVAR-3, Run: 064, P, 0, 25, 120, 0, 120, 95, 95
INVAR-3, Run: 065, P, 0, 32, 120, 0, 120, 88, 88
INVAR-3, Run: 066, P, 0, 17, 120, 0, 120, 103, 103
INVAR-3, Run: 067, P, 0, 10, 120, 0, 120, 110, 110
INVAR-3, Run: 068, P, 0, 13, 120, 0, 120, 107, 107
INVAR-3, Run: 069, P, 0, 12, 120, 0, 120, 108, 108
INVAR-3, Run: 070, P, 0, 40, 120, 0, 120, 80, 80
INVAR-3, Run: 071, P, 0, 33, 120, 0, 120, 87, 87
INVAR-3, Run: 072, P, 0, 30, 120, 0, 120, 90, 90
INVAR-3, Run: 073, P, 0, 7, 120, 0, 120, 113, 113
INVAR-3, Run: 074, P, 0, 21, 120, 0, 120, 99, 99
INVAR-3, Run: 075, P, 0, 11, 120, 0, 120, 109, 109
INVAR-3, Run: 076, P, 0, 10, 120, 0, 120, 110, 110
INVAR-3, Run: 077, P, 0, 0, 126, 6, 120, 126, 120
INVAR-3, Run: 078, P, 0, 33, 120, 0, 120, 87, 87
INVAR-3, Run: 079, P, 0, 16, 120, 0, 120, 104, 104
INVAR-3, Run: 080, P, 0, 38, 120, 0, 120, 82, 82
INVAR-3, Run: 081, P, 0, 11, 120, 0, 120, 109, 109
INVAR-3, Run: 082, P, 0, 25, 120, 0, 120, 95, 95
INVAR-3, Run: 083, P, 0, 33, 120, 0, 120, 87, 87
INVAR-3, Run: 084, P, 0, 7, 120, 0, 120, 113, 113
INVAR-3, Run: 085, P, 0, 10, 120, 0, 120, 110, 110
INVAR-3, Run: 086, P, 0, 22, 120, 0, 120, 98, 98
INVAR-3, Run: 087, P, 0, 24, 120, 0, 120, 96, 96
INVAR-3, Run: 088, P, 0, 34, 120, 0, 120, 86, 86
INVAR-3, Run: 089, P, 0, 18, 120, 0, 120, 102, 102
INVAR-3, Run: 090, P, 0, 23, 120, 0, 120, 97, 97
INVAR-3, Run: 091, P, 0, 0, 121, 1, 120, 121, 120
INVAR-3, Run: 092, P, 0, 9, 120, 0, 120, 111, 111
INVAR-3, Run: 093, P, 0, 34, 120, 0, 120, 86, 86
INVAR-3, Run: 094, P, 0, 39, 120, 0, 120, 81, 81
INVAR-3, Run: 095, P, 0, 27, 120, 0, 120, 93, 93
INVAR-3, Run: 096, P, 0, 10, 120, 0, 120, 110, 110
INVAR-3, Run: 097, P, 0, 33, 120, 0, 120, 87, 87
INVAR-3, Run: 098, P, 0, 23, 120, 0, 120, 97, 97
INVAR-3, Run: 099, P, 0, 5, 120, 0, 120, 115, 115
INVAR-3, Run: 100, P, 0, 24, 120, 0, 120, 96, 96
INVAR-30, Run: 001, P, 0, 0, 91, 91, 0, 91, 0
INVAR-30, Run: 002, P, 0, 0, 106, 106, 0, 106, 0
INVAR-30, Run: 003, P, 0, 0, 121, 121, 0, 121, 0
INVAR-30, Run: 004, P, 0, 0, 116, 116, 0, 116, 0
INVAR-30, Run: 005, P, 0, 0, 106, 106, 0, 106, 0
INVAR-30, Run: 006, P, 0, 0, 113, 113, 0, 113, 0
INVAR-30, Run: 007, P, 0, 0, 88, 88, 0, 88, 0
INVAR-30, Run: 008, P, 0, 0, 99, 99, 0, 99, 0
INVAR-30, Run: 009, P, 0, 0, 95, 95, 0, 95, 0
INVAR-30, Run: 010, P, 0, 0, 87, 87, 0, 87, 0
INVAR-30, Run: 011, P, 0, 0, 106, 106, 0, 106, 0
INVAR-30, Run: 012, P, 0, 0, 94, 94, 0, 94, 0
INVAR-30, Run: 013, P, 0, 0, 108, 108, 0, 108, 0
INVAR-30, Run: 014, P, 0, 0, 108, 108, 0, 108, 0
INVAR-30, Run: 015, P, 0, 0, 102, 102, 0, 102, 0
INVAR-30, Run: 016, P, 0, 0, 92, 92, 0, 92, 0
INVAR-30, Run: 017, P, 0, 0, 96, 96, 0, 96, 0
INVAR-30, Run: 018, P, 0, 0, 104, 104, 0, 104, 0
INVAR-30, Run: 019, P, 0, 0, 90, 90, 0, 90, 0
INVAR-30, Run: 020, P, 0, 0, 116, 116, 0, 116, 0
INVAR-30, Run: 021, P, 0, 0, 94, 94, 0, 94, 0
INVAR-30, Run: 022, P, 0, 0, 83, 83, 0, 83, 0
INVAR-30, Run: 023, P, 0, 0, 110, 110, 0, 110, 0
INVAR-30, Run: 024, P, 0, 0, 98, 98, 0, 98, 0
INVAR-30, Run: 025, P, 0, 0, 93, 93, 0, 93, 0
INVAR-30, Run: 026, P, 0, 0, 106, 106, 0, 106, 0
INVAR-30, Run: 027, P, 0, 0, 96, 96, 0, 96, 0
INVAR-30, Run: 028, P, 0, 0, 101, 101, 0, 101, 0
INVAR-30, Run: 029, P, 0, 0, 84, 84, 0, 84, 0
INVAR-30, Run: 030, P, 0, 0, 98, 98, 0, 98, 0
INVAR-30, Run: 031, P, 0, 0, 103, 103, 0, 103, 0
INVAR-30, Run: 032, P, 0, 0, 82, 82, 0, 82, 0
INVAR-30, Run: 033, P, 0, 0, 96, 96, 0, 96, 0
INVAR-30, Run: 034, P, 0, 0, 83, 83, 0, 83, 0
INVAR-30, Run: 035, P, 0, 0, 109, 109, 0, 109, 0
INVAR-30, Run: 036, P, 0, 0, 108, 108, 0, 108, 0
INVAR-30, Run: 037, P, 0, 0, 88, 88, 0, 88, 0
INVAR-30, Run: 038, P, 0, 0, 103, 103, 0, 103, 0
INVAR-30, Run: 039, P, 0, 0, 98, 98, 0, 98, 0
INVAR-30, Run: 040, P, 0, 0, 99, 99, 0, 99, 0
INVAR-30, Run: 041, P, 0, 0, 107, 107, 0, 107, 0
INVAR-30, Run: 042, P, 0, 0, 94, 94, 0, 94, 0
INVAR-30, Run: 043, P, 0, 0, 99, 99, 0, 99, 0
INVAR-30, Run: 044, P, 0, 0, 106, 106, 0, 106, 0
INVAR-30, Run: 045, P, 0, 0, 82, 82, 0, 82, 0
INVAR-30, Run: 046, P, 0, 0, 97, 97, 0, 97, 0
INVAR-30, Run: 047, P, 0, 0, 91, 91, 0, 91, 0
INVAR-30, Run: 048, P, 0, 0, 128, 128, 0, 128, 0
INVAR-30, Run: 049, P, 0, 0, 106, 106, 0, 106, 0
INVAR-30, Run: 050, P, 0, 0, 100, 100, 0, 100, 0
INVAR-30, Run: 051, P, 0, 0, 85, 85, 0, 85, 0
INVAR-30, Run: 052, P, 0, 0, 93, 93, 0, 93, 0
INVAR-30, Run: 053, P, 0, 0, 103, 103, 0, 103, 0
INVAR-30, Run: 054, P, 0, 0, 92, 92, 0, 92, 0
INVAR-30, Run: 055, P, 0, 0, 98, 98, 0, 98, 0
INVAR-30, Run: 056, P, 0, 0, 88, 88, 0, 88, 0
INVAR-30, Run: 057, P, 0, 0, 103, 103, 0, 103, 0
INVAR-30, Run: 058, P, 0, 0, 98, 98, 0, 98, 0
INVAR-30, Run: 059, P, 0, 0, 91, 91, 0, 91, 0
INVAR-30, Run: 060, P, 0, 0, 105, 105, 0, 105, 0
INVAR-30, Run: 061, P, 0, 0, 110, 110, 0, 110, 0
INVAR-30, Run: 062, P, 0, 0, 102, 102, 0, 102, 0
INVAR-30, Run: 063, P, 0, 0, 86, 86, 0, 86, 0
INVAR-30, Run: 064, P, 0, 0, 89, 89, 0, 89, 0
INVAR-30, Run: 065, P, 0, 0, 102, 102, 0, 102, 0
INVAR-30, Run: 066, P, 0, 0, 110, 110, 0, 110, 0
INVAR-30, Run: 067, P, 0, 0, 83, 83, 0, 83, 0
INVAR-30, Run: 068, P, 0, 0, 107, 107, 0, 107, 0
INVAR-30, Run: 069, P, 0, 0, 103, 103, 0, 103, 0
INVAR-30, Run: 070, P, 0, 0, 104, 104, 0, 104, 0
INVAR-30, Run: 071, P, 0, 0, 97, 97, 0, 97, 0
INVAR-30, Run: 072, P, 0, 0, 102, 102, 0, 102, 0
INVAR-30, Run: 073, P, 0, 0, 102, 102, 0, 102, 0
INVAR-30, Run: 074, P, 0, 0, 92, 92, 0, 92, 0
INVAR-30, Run: 075, P, 0, 0, 100, 100, 0, 100, 0
INVAR-30, Run: 076, P, 0, 0, 103, 103, 0, 103, 0
INVAR-30, Run: 077, P, 0, 0, 79, 79, 0, 79, 0
INVAR-30, Run: 078, P, 0, 0, 92, 92, 0, 92, 0
INVAR-30, Run: 079, P, 0, 0, 112, 112, 0, 112, 0
INVAR-30, Run: 080, P, 0, 0, 107, 107, 0, 107, 0
INVAR-30, Run: 081, P, 0, 0, 94, 94, 0, 94, 0
INVAR-30, Run: 082, P, 0, 0, 94, 94, 0, 94, 0
INVAR-30, Run: 083, P, 0, 0, 119, 119, 0, 119, 0
INVAR-30, Run: 084, P, 0, 0, 89, 89, 0, 89, 0
INVAR-30, Run: 085, P, 0, 0, 105, 105, 0, 105, 0
INVAR-30, Run: 086, P, 0, 0, 93, 93, 0, 93, 0
INVAR-30, Run: 087, P, 0, 0, 86, 86, 0, 86, 0
INVAR-30, Run: 088, P, 0, 0, 103, 103, 0, 103, 0
INVAR-30, Run: 089, P, 0, 0, 97, 97, 0, 97, 0
INVAR-30, Run: 090, P, 0, 0, 92, 92, 0, 92, 0
INVAR-30, Run: 091, P, 0, 0, 101, 101, 0, 101, 0
INVAR-30, Run: 092, P, 0, 0, 100, 100, 0, 100, 0
INVAR-30, Run: 093, P, 0, 0, 90, 90, 0, 90, 0
INVAR-30, Run: 094, P, 0, 0, 102, 102, 0, 102, 0
INVAR-30, Run: 095, P, 0, 0, 97, 97, 0, 97, 0
INVAR-30, Run: 096, P, 0, 0, 93, 93, 0, 93, 0
INVAR-30, Run: 097, P, 0, 0, 106, 106, 0, 106, 0
INVAR-30, Run: 098, P, 0, 0, 86, 86, 0, 86, 0
INVAR-30, Run: 099, P, 0, 0, 110, 110, 0, 110, 0
INVAR-30, Run: 100, P, 0, 0, 96, 96, 0, 96, 0
INVAR-31, Run: 001, P, 0, 0, 110, 110, 0, 110, 0
INVAR-31, Run: 002, P, 0, 0, 100, 100, 0, 100, 0
INVAR-31, Run: 003, P, 0, 0, 85, 85, 0, 85, 0
INVAR-31, Run: 004, P, 0, 0, 105, 105, 0, 105, 0
INVAR-31, Run: 005, P, 0, 0, 104, 104, 0, 104, 0
INVAR-31, Run: 006, P, 0, 0, 118, 118, 0, 118, 0
INVAR-31, Run: 007, P, 0, 0, 87, 87, 0, 87, 0
INVAR-31, Run: 008, P, 0, 0, 105, 105, 0, 105, 0
INVAR-31, Run: 009, P, 0, 0, 80, 80, 0, 80, 0
INVAR-31, Run: 010, P, 0, 0, 108, 108, 0, 108, 0
INVAR-31, Run: 011, P, 0, 0, 122, 122, 0, 122, 0
INVAR-31, Run: 012, P, 0, 0, 90, 90, 0, 90, 0
INVAR-31, Run: 013, P, 0, 0, 101, 101, 0, 101, 0
INVAR-31, Run: 014, P, 0, 0, 108, 108, 0, 108, 0
INVAR-31, Run: 015, P, 0, 0, 109, 109, 0, 109, 0
INVAR-31, Run: 016, P, 0, 0, 115, 115, 0, 115, 0
INVAR-31, Run: 017, P, 0, 0, 106, 106, 0, 106, 0
INVAR-31, Run: 018, P, 0, 0, 94, 94, 0, 94, 0
INVAR-31, Run: 019, P, 0, 0, 94, 94, 0, 94, 0
INVAR-31, Run: 020, P, 0, 0, 106, 106, 0, 106, 0
INVAR-31, Run: 021, P, 0, 0, 100, 100, 0, 100, 0
INVAR-31, Run: 022, P, 0, 0, 104, 104, 0, 104, 0
INVAR-31, Run: 023, P, 0, 0, 104, 104, 0, 104, 0
INVAR-31, Run: 024, P, 0, 0, 108, 108, 0, 108, 0
INVAR-31, Run: 025, P, 0, 0, 99, 99, 0, 99, 0
INVAR-31, Run: 026, P, 0, 0, 90, 90, 0, 90, 0
INVAR-31, Run: 027, P, 0, 0, 100, 100, 0, 100, 0
INVAR-31, Run: 028, P, 0, 0, 95, 95, 0, 95, 0
INVAR-31, Run: 029, P, 0, 0, 110, 110, 0, 110, 0
INVAR-31, Run: 030, P, 0, 0, 116, 116, 0, 116, 0
INVAR-31, Run: 031, P, 0, 0, 96, 96, 0, 96, 0
INVAR-31, Run: 032, P, 0, 0, 79, 79, 0, 79, 0
INVAR-31, Run: 033, P, 0, 0, 104, 104, 0, 104, 0
INVAR-31, Run: 034, P, 0, 0, 98, 98, 0, 98, 0
INVAR-31, Run: 035, P, 0, 0, 90, 90, 0, 90, 0
INVAR-31, Run: 036, P, 0, 0, 93, 93, 0, 93, 0
INVAR-31, Run: 037, P, 0, 0, 109, 109, 0, 109, 0
INVAR-31, Run: 038, P, 0, 0, 125, 125, 0, 125, 0
INVAR-31, Run: 039, P, 0, 0, 92, 92, 0, 92, 0
INVAR-31, Run: 040, P, 0, 0, 121, 121, 0, 121, 0
INVAR-31, Run: 041, P, 0, 0, 103, 103, 0, 103, 0
INVAR-31, Run: 042, P, 0, 0, 83, 83, 0, 83, 0
INVAR-31, Run: 043, P, 0, 0, 98, 98, 0, 98, 0
INVAR-31, Run: 044, P, 0, 0, 108, 108, 0, 108, 0
INVAR-31, Run: 045, P, 0, 0, 108, 108, 0, 108, 0
INVAR-31, Run: 046, P, 0, 0, 116, 116, 0, 116, 0
INVAR-31, Run: 047, P, 0, 0, 100, 100, 0, 100, 0
INVAR-31, Run: 048, P, 0, 0, 99, 99, 0, 99, 0
INVAR-31, Run: 049, P, 0, 0, 108, 108, 0, 108, 0
INVAR-31, Run: 050, P, 0, 0, 106, 106, 0, 106, 0
INVAR-31, Run: 051, P, 0, 0, 101, 101, 0, 101, 0
INVAR-31, Run: 052, P, 0, 0, 94, 94, 0, 94, 0
INVAR-31, Run: 053, P, 0, 0, 99, 99, 0, 99, 0
INVAR-31, Run: 054, P, 0, 0, 99, 99, 0, 99, 0
INVAR-31, Run: 055, P, 0, 0, 86, 86, 0, 86, 0
INVAR-31, Run: 056, P, 0, 0, 87, 87, 0, 87, 0
INVAR-31, Run: 057, P, 0, 0, 109, 109, 0, 109, 0
INVAR-31, Run: 058, P, 0, 0, 99, 99, 0, 99, 0
INVAR-31, Run: 059, P, 0, 0, 126, 126, 0, 126, 0
INVAR-31, Run: 060, P, 0, 0, 102, 102, 0, 102, 0
INVAR-31, Run: 061, P, 0, 0, 88, 88, 0, 88, 0
INVAR-31, Run: 062, P, 0, 0, 110, 110, 0, 110, 0
INVAR-31, Run: 063, P, 0, 0, 98, 98, 0, 98, 0
INVAR-31, Run: 064, P, 0, 0, 89, 89, 0, 89, 0
INVAR-31, Run: 065, P, 0, 0, 98, 98, 0, 98, 0
INVAR-31, Run: 066, P, 0, 0, 130, 130, 0, 130, 0
INVAR-31, Run: 067, P, 0, 0, 97, 97, 0, 97, 0
INVAR-31, Run: 068, P, 0, 0, 104, 104, 0, 104, 0
INVAR-31, Run: 069, P, 0, 0, 98, 98, 0, 98, 0
INVAR-31, Run: 070, P, 0, 0, 84, 84, 0, 84, 0
INVAR-31, Run: 071, P, 0, 0, 100, 100, 0, 100, 0
INVAR-31, Run: 072, P, 0, 0, 82, 82, 0, 82, 0
INVAR-31, Run: 073, P, 0, 0, 111, 111, 0, 111, 0
INVAR-31, Run: 074, P, 0, 0, 105, 105, 0, 105, 0
INVAR-31, Run: 075, P, 0, 0, 114, 114, 0, 114, 0
INVAR-31, Run: 076, P, 0, 0, 110, 110, 0, 110, 0
INVAR-31, Run: 077, P, 0, 0, 78, 78, 0, 78, 0
INVAR-31, Run: 078, P, 0, 0, 94, 94, 0, 94, 0
INVAR-31, Run: 079, P, 0, 0, 118, 118, 0, 118, 0
INVAR-31, Run: 080, P, 0, 0, 111, 111, 0, 111, 0
INVAR-31, Run: 081, P, 0, 0, 110, 110, 0, 110, 0
INVAR-31, Run: 082, P, 0, 0, 115, 115, 0, 115, 0
INVAR-31, Run: 083, P, 0, 0, 113, 113, 0, 113, 0
INVAR-31, Run: 084, P, 0, 0, 109, 109, 0, 109, 0
INVAR-31, Run: 085, P, 0, 0, 80, 80, 0, 80, 0
INVAR-31, Run: 086, P, 0, 0, 93, 93, 0, 93, 0
INVAR-31, Run: 087, P, 0, 0, 88, 88, 0, 88, 0
INVAR-31, Run: 088, P, 0, 0, 111, 111, 0, 111, 0
INVAR-31, Run: 089, P, 0, 0, 95, 95, 0, 95, 0
INVAR-31, Run: 090, P, 0, 0, 98, 98, 0, 98, 0
INVAR-31, Run: 091, P, 0, 0, 116, 116, 0, 116, 0
INVAR-31, Run: 092, P, 0, 0, 119, 119, 0, 119, 0
INVAR-31, Run: 093, P, 0, 0, 102, 102, 0, 102, 0
INVAR-31, Run: 094, P, 0, 0, 69, 69, 0, 69, 0
INVAR-31, Run: 095, P, 0, 0, 93, 93, 0, 93, 0
INVAR-31, Run: 096, P, 0, 0, 102, 102, 0, 102, 0
INVAR-31, Run: 097, P, 0, 0, 101, 101, 0, 101, 0
INVAR-31, Run: 098, P, 0, 0, 88, 88, 0, 88, 0
INVAR-31, Run: 099, P, 0, 0, 94, 94, 0, 94, 0
INVAR-31, Run: 100, P, 0, 0, 114, 114, 0, 114, 0
INVAR-32, Run: 001, P, 0, 0, 89, 89, 0, 89, 0
INVAR-32, Run: 002, P, 0, 0, 109, 109, 0, 109, 0
INVAR-32, Run: 003, P, 0, 0, 100, 100, 0, 100, 0
INVAR-32, Run: 004, P, 0, 0, 102, 102, 0, 102, 0
INVAR-32, Run: 005, P, 0, 0, 115, 115, 0, 115, 0
INVAR-32, Run: 006, P, 0, 0, 100, 100, 0, 100, 0
INVAR-32, Run: 007, P, 0, 0, 90, 90, 0, 90, 0
INVAR-32, Run: 008, P, 0, 0, 79, 79, 0, 79, 0
INVAR-32, Run: 009, P, 0, 0, 90, 90, 0, 90, 0
INVAR-32, Run: 010, P, 0, 0, 104, 104, 0, 104, 0
INVAR-32, Run: 011, P, 0, 0, 109, 109, 0, 109, 0
INVAR-32, Run: 012, P, 0, 0, 96, 96, 0, 96, 0
INVAR-32, Run: 013, P, 0, 0, 101, 101, 0, 101, 0
INVAR-32, Run: 014, P, 0, 0, 94, 94, 0, 94, 0
INVAR-32, Run: 015, P, 0, 0, 105, 105, 0, 105, 0
INVAR-32, Run: 016, P, 0, 0, 103, 103, 0, 103, 0
INVAR-32, Run: 017, P, 0, 0, 93, 93, 0, 93, 0
INVAR-32, Run: 018, P, 0, 0, 107, 107, 0, 107, 0
INVAR-32, Run: 019, P, 0, 0, 107, 107, 0, 107, 0
INVAR-32, Run: 020, P, 0, 0, 97, 97, 0, 97, 0
INVAR-32, Run: 021, P, 0, 0, 93, 93, 0, 93, 0
INVAR-32, Run: 022, P, 0, 0, 96, 96, 0, 96, 0
INVAR-32, Run: 023, P, 0, 0, 119, 119, 0, 119, 0
INVAR-32, Run: 024, P, 0, 0, 94, 94, 0, 94, 0
INVAR-32, Run: 025, P, 0, 0, 105, 105, 0, 105, 0
INVAR-32, Run: 026, P, 0, 0, 94, 94, 0, 94, 0
INVAR-32, Run: 027, P, 0, 0, 102, 102, 0, 102, 0
INVAR-32, Run: 028, P, 0, 0, 107, 107, 0, 107, 0
INVAR-32, Run: 029, P, 0, 0, 107, 107, 0, 107, 0
INVAR-32, Run: 030, P, 0, 0, 93, 93, 0, 93, 0
INVAR-32, Run: 031, P, 0, 0, 105, 105, 0, 105, 0
INVAR-32, Run: 032, P, 0, 0, 108, 108, 0, 108, 0
INVAR-32, Run: 033, P, 0, 0, 96, 96, 0, 96, 0
INVAR-32, Run: 034, P, 0, 0, 84, 84, 0, 84, 0
INVAR-32, Run: 035, P, 0, 0, 99, 99, 0, 99, 0
INVAR-32, Run: 036, P, 0, 0, 102, 102, 0, 102, 0
INVAR-32, Run: 037, P, 0, 0, 101, 101, 0, 101, 0
INVAR-32, Run: 038, P, 0, 0, 114, 114, 0, 114, 0
INVAR-32, Run: 039, P, 0, 0, 104, 104, 0, 104, 0
INVAR-32, Run: 040, P, 0, 0, 101, 101, 0, 101, 0
INVAR-32, Run: 041, P, 0, 0, 97, 97, 0, 97, 0
INVAR-32, Run: 042, P, 0, 0, 118, 118, 0, 118, 0
INVAR-32, Run: 043, P, 0, 0, 97, 97, 0, 97, 0
INVAR-32, Run: 044, P, 0, 0, 98, 98, 0, 98, 0
INVAR-32, Run: 045, P, 0, 0, 104, 104, 0, 104, 0
INVAR-32, Run: 046, P, 0, 0, 104, 104, 0, 104, 0
INVAR-32, Run: 047, P, 0, 0, 97, 97, 0, 97, 0
INVAR-32, Run: 048, P, 0, 0, 88, 88, 0, 88, 0
INVAR-32, Run: 049, P, 0, 0, 104, 104, 0, 104, 0
INVAR-32, Run: 050, P, 0, 0, 98, 98, 0, 98, 0
INVAR-32, Run: 051, P, 0, 0, 108, 108, 0, 108, 0
INVAR-32, Run: 052, P, 0, 0, 91, 91, 0, 91, 0
INVAR-32, Run: 053, P, 0, 0, 104, 104, 0, 104, 0
INVAR-32, Run: 054, P, 0, 0, 97, 97, 0, 97, 0
INVAR-32, Run: 055, P, 0, 0, 109, 109, 0, 109, 0
INVAR-32, Run: 056, P, 0, 0, 109, 109, 0, 109, 0
INVAR-32, Run: 057, P, 0, 0, 92, 92, 0, 92, 0
INVAR-32, Run: 058, P, 0, 0, 88, 88, 0, 88, 0
INVAR-32, Run: 059, P, 0, 0, 120, 120, 0, 120, 0
INVAR-32, Run: 060, P, 0, 0, 104, 104, 0, 104, 0
INVAR-32, Run: 061, P, 0, 0, 95, 95, 0, 95, 0
INVAR-32, Run: 062, P, 0, 0, 103, 103, 0, 103, 0
INVAR-32, Run: 063, P, 0, 0, 117, 117, 0, 117, 0
INVAR-32, Run: 064, P, 0, 0, 107, 107, 0, 107, 0
INVAR-32, Run: 065, P, 0, 0, 98, 98, 0, 98, 0
INVAR-32, Run: 066, P, 0, 0, 115, 115, 0, 115, 0
INVAR-32, Run: 067, P, 0, 0, 104, 104, 0, 104, 0
INVAR-32, Run: 068, P, 0, 0, 116, 116, 0, 116, 0
INVAR-32, Run: 069, P, 0, 0, 99, 99, 0, 99, 0
INVAR-32, Run: 070, P, 0, 0, 92, 92, 0, 92, 0
INVAR-32, Run: 071, P, 0, 0, 93, 93, 0, 93, 0
INVAR-32, Run: 072, P, 0, 0, 95, 95, 0, 95, 0
INVAR-32, Run: 073, P, 0, 0, 109, 109, 0, 109, 0
INVAR-32, Run: 074, P, 0, 0, 109, 109, 0, 109, 0
INVAR-32, Run: 075, P, 0, 0, 109, 109, 0, 109, 0
INVAR-32, Run: 076, P, 0, 0, 97, 97, 0, 97, 0
INVAR-32, Run: 077, P, 0, 0, 98, 98, 0, 98, 0
INVAR-32, Run: 078, P, 0, 0, 112, 112, 0, 112, 0
INVAR-32, Run: 079, P, 0, 0, 91, 91, 0, 91, 0
INVAR-32, Run: 080, P, 0, 0, 93, 93, 0, 93, 0
INVAR-32, Run: 081, P, 0, 0, 95, 95, 0, 95, 0
INVAR-32, Run: 082, P, 0, 0, 92, 92, 0, 92, 0
INVAR-32, Run: 083, P, 0, 0, 91, 91, 0, 91, 0
INVAR-32, Run: 084, P, 0, 0, 121, 121, 0, 121, 0
INVAR-32, Run: 085, P, 0, 0, 114, 114, 0, 114, 0
INVAR-32, Run: 086, P, 0, 0, 102, 102, 0, 102, 0
INVAR-32, Run: 087, P, 0, 0, 93, 93, 0, 93, 0
INVAR-32, Run: 088, P, 0, 0, 115, 115, 0, 115, 0
INVAR-32, Run: 089, P, 0, 0, 97, 97, 0, 97, 0
INVAR-32, Run: 090, P, 0, 0, 100, 100, 0, 100, 0
INVAR-32, Run: 091, P, 0, 0, 95, 95, 0, 95, 0
INVAR-32, Run: 092, P, 0, 0, 94, 94, 0, 94, 0
INVAR-32, Run: 093, P, 0, 0, 99, 99, 0, 99, 0
INVAR-32, Run: 094, P, 0, 0, 95, 95, 0, 95, 0
INVAR-32, Run: 095, P, 0, 0, 109, 109, 0, 109, 0
INVAR-32, Run: 096, P, 0, 0, 101, 101, 0, 101, 0
INVAR-32, Run: 097, P, 0, 0, 87, 87, 0, 87, 0
INVAR-32, Run: 098, P, 0, 0, 93, 93, 0, 93, 0
INVAR-32, Run: 099, P, 0, 0, 97, 97, 0, 97, 0
INVAR-32, Run: 100, P, 0, 0, 97, 97, 0, 97, 0
INVAR-33, Run: 001, P, 0, 0, 95, 95, 0, 95, 0
INVAR-33, Run: 002, P, 0, 0, 91, 91, 0, 91, 0
INVAR-33, Run: 003, P, 0, 0, 102, 102, 0, 102, 0
INVAR-33, Run: 004, P, 0, 0, 100, 100, 0, 100, 0
INVAR-33, Run: 005, P, 0, 0, 96, 96, 0, 96, 0
INVAR-33, Run: 006, P, 0, 0, 82, 82, 0, 82, 0
INVAR-33, Run: 007, P, 0, 0, 73, 73, 0, 73, 0
INVAR-33, Run: 008, P, 0, 0, 99, 99, 0, 99, 0
INVAR-33, Run: 009, P, 0, 0, 86, 86, 0, 86, 0
INVAR-33, Run: 010, P, 0, 0, 99, 99, 0, 99, 0
INVAR-33, Run: 011, P, 0, 0, 100, 100, 0, 100, 0
INVAR-33, Run: 012, P, 0, 0, 86, 86, 0, 86, 0
INVAR-33, Run: 013, P, 0, 0, 104, 104, 0, 104, 0
INVAR-33, Run: 014, P, 0, 0, 97, 97, 0, 97, 0
INVAR-33, Run: 015, P, 0, 0, 94, 94, 0, 94, 0
INVAR-33, Run: 016, P, 0, 0, 103, 103, 0, 103, 0
INVAR-33, Run: 017, P, 0, 0, 89, 89, 0, 89, 0
INVAR-33, Run: 018, P, 0, 0, 96, 96, 0, 96, 0
INVAR-33, Run: 019, P, 0, 0, 93, 93, 0, 93, 0
INVAR-33, Run: 020, P, 0, 0, 90, 90, 0, 90, 0
INVAR-33, Run: 021, P, 0, 0, 88, 88, 0, 88, 0
INVAR-33, Run: 022, P, 0, 0, 96, 96, 0, 96, 0
INVAR-33, Run: 023, P, 0, 0, 99, 99, 0, 99, 0
INVAR-33, Run: 024, P, 0, 0, 87, 87, 0, 87, 0
INVAR-33, Run: 025, P, 0, 0, 80, 80, 0, 80, 0
INVAR-33, Run: 026, P, 0, 0, 99, 99, 0, 99, 0
INVAR-33, Run: 027, P, 0, 0, 100, 100, 0, 100, 0
INVAR-33, Run: 028, P, 0, 0, 89, 89, 0, 89, 0
INVAR-33, Run: 029, P, 0, 0, 97, 97, 0, 97, 0
INVAR-33, Run: 030, P, 0, 0, 115, 115, 0, 115, 0
INVAR-33, Run: 031, P, 0, 0, 109, 109, 0, 109, 0
INVAR-33, Run: 032, P, 0, 0, 95, 95, 0, 95, 0
INVAR-33, Run: 033, P, 0, 0, 92, 92, 0, 92, 0
INVAR-33, Run: 034, P, 0, 0, 119, 119, 0, 119, 0
INVAR-33, Run: 035, P, 0, 0, 105, 105, 0, 105, 0
INVAR-33, Run: 036, P, 0, 0, 125, 125, 0, 125, 0
INVAR-33, Run: 037, P, 0, 0, 109, 109, 0, 109, 0
INVAR-33, Run: 038, P, 0, 0, 117, 117, 0, 117, 0
INVAR-33, Run: 039, P, 0, 0, 92, 92, 0, 92, 0
INVAR-33, Run: 040, P, 0, 0, 102, 102, 0, 102, 0
INVAR-33, Run: 041, P, 0, 0, 108, 108, 0, 108, 0
INVAR-33, Run: 042, P, 0, 0, 101, 101, 0, 101, 0
INVAR-33, Run: 043, P, 0, 0, 102, 102, 0, 102, 0
INVAR-33, Run: 044, P, 0, 0, 110, 110, 0, 110, 0
INVAR-33, Run: 045, P, 0, 0, 112, 112, 0, 112, 0
INVAR-33, Run: 046, P, 0, 0, 119, 119, 0, 119, 0
INVAR-33, Run: 047, P, 0, 0, 104, 104, 0, 104, 0
INVAR-33, Run: 048, P, 0, 0, 100, 100, 0, 100, 0
INVAR-33, Run: 049, P, 0, 0, 101, 101, 0, 101, 0
