Input Number, Run_Number, Result@ 100, M, X1, H, PO, CE, Y, D, CO, PE, A, B, NEW_REACTION, Reaction1, Reaction10, Reaction11, Reaction2, Reaction3, Reaction4, Reaction5, Reaction6, Reaction7, Reaction8, Reaction9
INVAR-1, Run: 063, F, 0, 0, 0, 0, 9, 9, 0, 0, 1, 336, 0, 94, 18, 8, 95, 9, 6, 2, 9, 112, 168, 17, 95
INVAR-1, Run: 064, F, 2, 0, 0, 0, 9, 9, 0, 0, 1, 328, 1, 93, 18, 20, 123, 9, 4, 4, 9, 109, 163, 29, 123
INVAR-1, Run: 065, F, 1, 0, 0, 0, 9, 9, 0, 0, 1, 316, 1, 88, 18, 7, 44, 9, 7, 1, 9, 105, 157, 16, 44
INVAR-1, Run: 066, F, 2, 0, 0, 0, 9, 9, 0, 0, 1, 384, 0, 112, 18, 12, 155, 9, 5, 3, 9, 128, 192, 21, 155
INVAR-1, Run: 067, F, 0, 0, 0, 0, 9, 9, 0, 0, 1, 378, 0, 108, 18, 10, 71, 9, 5, 3, 9, 126, 189, 19, 71
INVAR-1, Run: 068, F, 0, 0, 0, 0, 9, 9, 0, 0, 1, 346, 1, 97, 18, 20, 120, 9, 5, 3, 9, 115, 172, 29, 120
INVAR-1, Run: 069, F, 2, 0, 0, 0, 9, 9, 0, 0, 1, 390, 0, 114, 18, 15, 134, 9, 7, 1, 9, 130, 195, 24, 134
INVAR-1, Run: 070, F, 0, 0, 0, 0, 9, 9, 0, 0, 1, 400, 1, 115, 18, 14, 133, 9, 6, 2, 9, 133, 199, 23, 133
INVAR-1, Run: 071, F, 1, 0, 0, 0, 9, 9, 0, 0, 1, 358, 1, 102, 18, 26, 141, 9, 6, 2, 9, 119, 178, 35, 141
INVAR-1, Run: 072, F, 3, 0, 0, 0, 9, 9, 0, 0, 1, 352, 1, 102, 18, 14, 94, 9, 4, 4, 9, 117, 175, 23, 94
INVAR-1, Run: 073, F, 0, 0, 0, 0, 9, 9, 0, 0, 1, 384, 0, 110, 18, 19, 79, 9, 3, 5, 9, 128, 192, 28, 79
INVAR-1, Run: 074, F, 2, 0, 0, 0, 9, 9, 0, 0, 1, 334, 1, 95, 18, 9, 73, 9, 5, 3, 9, 111, 166, 18, 73
INVAR-1, Run: 075, F, 0, 0, 0, 0, 9, 9, 0, 0, 1, 324, 0, 90, 18, 15, 174, 9, 6, 2, 9, 108, 162, 24, 174
INVAR-1, Run: 076, F, 1, 0, 0, 0, 9, 9, 0, 0, 1, 310, 1, 86, 18, 8, 140, 9, 7, 1, 9, 103, 154, 17, 140
INVAR-1, Run: 077, F, 1, 0, 0, 0, 9, 9, 0, 0, 1, 412, 1, 120, 18, 22, 161, 9, 5, 3, 9, 137, 205, 31, 161
INVAR-1, Run: 078, F, 2, 0, 0, 0, 9, 9, 0, 0, 1, 382, 1, 111, 18, 12, 124, 9, 6, 2, 9, 127, 190, 21, 124
INVAR-1, Run: 079, F, 1, 0, 0, 0, 9, 9, 0, 0, 1, 300, 0, 83, 18, 19, 144, 9, 4, 4, 9, 100, 150, 28, 144
INVAR-1, Run: 080, F, 1, 0, 0, 0, 9, 9, 0, 0, 1, 394, 1, 114, 18, 15, 75, 9, 4, 4, 9, 131, 196, 24, 75
INVAR-1, Run: 081, F, 2, 0, 0, 0, 9, 9, 0, 0, 1, 264, 0, 72, 18, 16, 97, 9, 4, 4, 9, 88, 132, 25, 97
INVAR-1, Run: 082, F, 2, 0, 0, 0, 9, 9, 0, 0, 1, 358, 1, 103, 18, 10, 124, 9, 6, 2, 9, 119, 178, 19, 124
INVAR-1, Run: 083, F, 1, 0, 0, 0, 9, 9, 0, 0, 1, 330, 0, 93, 18, 11, 111, 9, 4, 4, 9, 110, 165, 20, 111
INVAR-1, Run: 084, F, 0, 0, 0, 0, 9, 9, 0, 0, 1, 334, 1, 93, 18, 14, 57, 9, 4, 4, 9, 111, 166, 23, 57
INVAR-1, Run: 085, F, 0, 0, 0, 0, 9, 9, 0, 0, 1, 352, 1, 99, 18, 10, 19, 9, 5, 3, 9, 117, 175, 19, 19
INVAR-1, Run: 086, F, 2, 0, 0, 0, 9, 9, 0, 0, 1, 382, 1, 111, 18, 5, 94, 9, 7, 1, 9, 127, 190, 14, 94
INVAR-1, Run: 087, F, 1, 0, 0, 0, 9, 9, 0, 0, 1, 354, 0, 101, 18, 20, 127, 9, 4, 4, 9, 118, 177, 29, 127
INVAR-1, Run: 088, F, 0, 0, 0, 0, 9, 9, 0, 0, 1, 354, 0, 100, 18, 14, 133, 9, 8, 0, 9, 118, 177, 23, 133
INVAR-1, Run: 089, F, 2, 0, 0, 0, 9, 9, 0, 0, 1, 358, 1, 103, 18, 27, 112, 9, 4, 4, 9, 119, 178, 36, 112
INVAR-1, Run: 090, F, 3, 0, 0, 0, 9, 9, 0, 0, 1, 396, 0, 117, 18, 11, 159, 9, 6, 2, 9, 132, 198, 20, 159
INVAR-1, Run: 091, F, 0, 0, 0, 0, 9, 9, 0, 0, 1, 370, 1, 105, 18, 32, 132, 9, 3, 5, 9, 123, 184, 41, 132
INVAR-1, Run: 092, F, 3, 0, 0, 0, 9, 9, 0, 0, 1, 352, 1, 102, 18, 8, 98, 9, 8, 0, 9, 117, 175, 17, 98
INVAR-1, Run: 093, F, 0, 0, 0, 0, 9, 9, 0, 0, 1, 358, 1, 101, 18, 21, 150, 9, 6, 2, 9, 119, 178, 30, 150
INVAR-1, Run: 094, F, 0, 0, 0, 0, 9, 9, 0, 0, 1, 360, 0, 102, 18, 18, 118, 9, 7, 1, 9, 120, 180, 27, 118
INVAR-1, Run: 095, F, 1, 0, 0, 0, 9, 9, 0, 0, 1, 390, 0, 113, 18, 15, 98, 9, 7, 1, 9, 130, 195, 24, 98
INVAR-1, Run: 096, F, 2, 0, 0, 0, 9, 9, 0, 0, 1, 424, 1, 125, 18, 16, 166, 9, 6, 2, 9, 141, 211, 25, 166
INVAR-1, Run: 097, F, 0, 0, 0, 0, 9, 9, 0, 0, 1, 306, 0, 84, 18, 18, 158, 9, 5, 3, 9, 102, 153, 27, 158
INVAR-1, Run: 098, F, 0, 0, 0, 0, 9, 9, 0, 0, 1, 372, 0, 106, 18, 7, 144, 9, 7, 1, 9, 124, 186, 16, 144
INVAR-1, Run: 099, F, 0, 0, 0, 0, 9, 9, 0, 0, 1, 364, 1, 103, 18, 11, 117, 9, 5, 3, 9, 121, 181, 20, 117
INVAR-1, Run: 100, F, 2, 0, 0, 0, 9, 9, 0, 0, 1, 334, 1, 95, 18, 10, 113, 9, 6, 2, 9, 111, 166, 19, 113
INVAR-10, Run: 001, F, 0, 0, 0, 0, 100, 100, 0, 0, 1, 942, 0, 114, 200, 837, 4278, 100, 64, 35, 100, 314, 471, 937, 4278
INVAR-10, Run: 002, F, 0, 0, 0, 0, 100, 100, 0, 0, 1, 850, 1, 83, 200, 781, 5806, 100, 72, 27, 100, 283, 424, 881, 5806
INVAR-10, Run: 003, F, 1, 0, 0, 0, 100, 100, 0, 0, 1, 888, 0, 97, 200, 930, 6174, 100, 59, 40, 100, 296, 444, 1030, 6174
INVAR-10, Run: 004, F, 4, 0, 0, 0, 100, 100, 0, 0, 1, 880, 1, 97, 200, 693, 5645, 100, 59, 40, 100, 293, 439, 793, 5645
INVAR-10, Run: 005, F, 2, 0, 0, 0, 100, 100, 0, 0, 1, 912, 0, 106, 200, 754, 4739, 100, 61, 38, 100, 304, 456, 854, 4739
INVAR-10, Run: 006, F, 1, 0, 0, 0, 100, 100, 0, 0, 1, 894, 0, 99, 200, 759, 5293, 100, 65, 34, 100, 298, 447, 859, 5293
INVAR-10, Run: 007, F, 0, 0, 0, 0, 100, 100, 0, 0, 1, 882, 0, 94, 200, 722, 4327, 100, 55, 44, 100, 294, 441, 822, 4327
INVAR-10, Run: 008, F, 4, 0, 0, 0, 100, 100, 0, 0, 1, 946, 1, 119, 200, 841, 4489, 100, 72, 27, 100, 315, 472, 941, 4489
INVAR-10, Run: 009, F, 0, 0, 0, 0, 100, 100, 0, 0, 1, 864, 0, 88, 200, 680, 4699, 100, 65, 34, 100, 288, 432, 780, 4699
INVAR-10, Run: 010, F, 1, 0, 0, 0, 100, 100, 0, 0, 1, 912, 0, 105, 200, 1022, 6486, 100, 53, 46, 100, 304, 456, 1122, 6486
INVAR-10, Run: 011, F, 3, 0, 0, 0, 100, 100, 0, 0, 1, 910, 1, 106, 200, 732, 5919, 100, 63, 36, 100, 303, 454, 832, 5919
INVAR-10, Run: 012, F, 0, 0, 0, 0, 100, 100, 0, 0, 1, 886, 1, 95, 200, 1108, 5204, 100, 58, 41, 100, 295, 442, 1208, 5204
INVAR-10, Run: 013, F, 1, 0, 0, 0, 100, 100, 0, 0, 1, 868, 1, 90, 200, 820, 4760, 100, 64, 35, 100, 289, 433, 920, 4760
INVAR-10, Run: 014, F, 1, 0, 0, 0, 100, 100, 0, 0, 1, 952, 1, 118, 200, 916, 5019, 100, 57, 42, 100, 317, 475, 1016, 5019
INVAR-10, Run: 015, F, 1, 0, 0, 0, 100, 100, 0, 0, 1, 876, 0, 93, 200, 693, 3932, 100, 60, 39, 100, 292, 438, 793, 3932
INVAR-10, Run: 016, F, 0, 0, 0, 0, 100, 100, 0, 0, 1, 918, 0, 106, 200, 797, 5569, 100, 60, 39, 100, 306, 459, 897, 5569
INVAR-10, Run: 017, F, 0, 0, 0, 0, 100, 100, 0, 0, 1, 906, 0, 102, 200, 830, 5674, 100, 68, 31, 100, 302, 453, 930, 5674
INVAR-10, Run: 018, F, 3, 0, 0, 0, 100, 100, 0, 0, 1, 900, 0, 103, 200, 837, 5112, 100, 60, 39, 100, 300, 450, 937, 5112
INVAR-10, Run: 019, F, 0, 0, 0, 0, 100, 100, 0, 0, 1, 904, 1, 101, 200, 774, 5128, 100, 64, 35, 100, 301, 451, 874, 5128
INVAR-10, Run: 020, F, 2, 0, 0, 0, 100, 100, 0, 0, 1, 904, 1, 103, 200, 705, 3731, 100, 65, 34, 100, 301, 451, 805, 3731
INVAR-10, Run: 021, F, 1, 0, 0, 0, 100, 100, 0, 0, 1, 864, 0, 89, 200, 932, 5876, 100, 58, 41, 100, 288, 432, 1032, 5876
INVAR-10, Run: 022, F, 1, 0, 0, 0, 100, 100, 0, 0, 1, 880, 1, 94, 200, 916, 6238, 100, 63, 36, 100, 293, 439, 1016, 6238
INVAR-10, Run: 023, F, 1, 0, 0, 0, 100, 100, 0, 0, 1, 966, 0, 123, 200, 969, 5606, 100, 62, 37, 100, 322, 483, 1069, 5606
INVAR-10, Run: 024, F, 0, 0, 0, 0, 100, 100, 0, 0, 1, 912, 0, 104, 200, 727, 5323, 100, 66, 33, 100, 304, 456, 827, 5323
INVAR-10, Run: 025, F, 1, 0, 0, 0, 100, 100, 0, 0, 1, 904, 1, 102, 200, 764, 3946, 100, 54, 45, 100, 301, 451, 864, 3946
INVAR-10, Run: 026, F, 0, 0, 0, 0, 100, 100, 0, 0, 1, 880, 1, 93, 200, 929, 5680, 100, 63, 36, 100, 293, 439, 1029, 5680
INVAR-10, Run: 027, F, 1, 0, 0, 0, 100, 100, 0, 0, 1, 892, 1, 98, 200, 899, 4459, 100, 56, 43, 100, 297, 445, 999, 4459
INVAR-10, Run: 028, F, 1, 0, 0, 0, 100, 100, 0, 0, 1, 876, 0, 93, 200, 768, 5132, 100, 58, 41, 100, 292, 438, 868, 5132
INVAR-10, Run: 029, F, 3, 0, 0, 0, 100, 100, 0, 0, 1, 922, 1, 110, 200, 892, 4515, 100, 63, 36, 100, 307, 460, 992, 4515
INVAR-10, Run: 030, F, 1, 0, 0, 0, 100, 100, 0, 0, 1, 858, 0, 87, 200, 966, 6074, 100, 59, 40, 100, 286, 429, 1066, 6074
INVAR-10, Run: 031, F, 1, 0, 0, 0, 100, 100, 0, 0, 1, 900, 0, 101, 200, 812, 5962, 100, 61, 38, 100, 300, 450, 912, 5962
INVAR-10, Run: 032, F, 0, 0, 0, 0, 100, 100, 0, 0, 1, 864, 0, 88, 200, 814, 5164, 100, 70, 29, 100, 288, 432, 914, 5164
INVAR-10, Run: 033, F, 2, 0, 0, 0, 100, 100, 0, 0, 1, 864, 0, 90, 200, 1174, 6037, 100, 63, 36, 100, 288, 432, 1274, 6037
INVAR-10, Run: 034, F, 1, 0, 0, 0, 100, 100, 0, 0, 1, 928, 1, 110, 200, 917, 4748, 100, 52, 47, 100, 309, 463, 1017, 4748
INVAR-10, Run: 035, F, 1, 0, 0, 0, 100, 100, 0, 0, 1, 904, 1, 102, 200, 786, 4598, 100, 58, 41, 100, 301, 451, 886, 4598
INVAR-10, Run: 036, F, 0, 0, 0, 0, 100, 100, 0, 0, 1, 898, 1, 99, 200, 722, 4756, 100, 66, 33, 100, 299, 448, 822, 4756
INVAR-10, Run: 037, F, 2, 0, 0, 0, 100, 100, 0, 0, 1, 874, 1, 93, 200, 938, 5076, 100, 58, 41, 100, 291, 436, 1038, 5076
INVAR-10, Run: 038, F, 0, 0, 0, 0, 100, 100, 0, 0, 1, 888, 0, 96, 200, 719, 5102, 100, 58, 41, 100, 296, 444, 819, 5102
INVAR-10, Run: 039, F, 3, 0, 0, 0, 100, 100, 0, 0, 1, 894, 0, 101, 200, 811, 5540, 100, 61, 38, 100, 298, 447, 911, 5540
INVAR-10, Run: 040, F, 3, 0, 0, 0, 100, 100, 0, 0, 1, 940, 1, 116, 200, 713, 3462, 100, 63, 36, 100, 313, 469, 813, 3462
INVAR-10, Run: 041, F, 2, 0, 0, 0, 100, 100, 0, 0, 1, 838, 1, 81, 200, 721, 4746, 100, 61, 38, 100, 279, 418, 821, 4746
INVAR-10, Run: 042, F, 1, 0, 0, 0, 100, 100, 0, 0, 1, 898, 1, 100, 200, 900, 5173, 100, 53, 46, 100, 299, 448, 1000, 5173
INVAR-10, Run: 043, F, 1, 0, 0, 0, 100, 100, 0, 0, 1, 888, 0, 97, 200, 829, 5123, 100, 74, 25, 100, 296, 444, 929, 5123
INVAR-10, Run: 044, F, 0, 0, 0, 0, 100, 100, 0, 0, 1, 876, 0, 92, 200, 691, 4149, 100, 63, 36, 100, 292, 438, 791, 4149
INVAR-10, Run: 045, F, 1, 0, 0, 0, 100, 100, 0, 0, 1, 910, 1, 104, 200, 777, 4625, 100, 63, 36, 100, 303, 454, 877, 4625
INVAR-10, Run: 046, F, 0, 0, 0, 0, 100, 100, 0, 0, 1, 936, 0, 112, 200, 744, 4980, 100, 74, 25, 100, 312, 468, 844, 4980
INVAR-10, Run: 047, F, 3, 0, 0, 0, 100, 100, 0, 0, 1, 874, 1, 94, 200, 715, 4419, 100, 62, 37, 100, 291, 436, 815, 4419
INVAR-10, Run: 048, F, 1, 0, 0, 0, 100, 100, 0, 0, 1, 898, 1, 100, 200, 844, 5355, 100, 66, 33, 100, 299, 448, 944, 5355
INVAR-10, Run: 049, F, 2, 0, 0, 0, 100, 100, 0, 0, 1, 846, 0, 84, 200, 909, 4170, 100, 58, 41, 100, 282, 423, 1009, 4170
INVAR-10, Run: 050, F, 0, 0, 0, 0, 100, 100, 0, 0, 1, 1024, 1, 141, 200, 704, 5679, 100, 72, 27, 100, 341, 511, 804, 5679
INVAR-10, Run: 051, F, 0, 0, 0, 0, 100, 100, 0, 0, 1, 912, 0, 104, 200, 823, 5276, 100, 60, 39, 100, 304, 456, 923, 5276
INVAR-10, Run: 052, F, 0, 0, 0, 0, 100, 100, 0, 0, 1, 876, 0, 92, 200, 886, 4829, 100, 65, 34, 100, 292, 438, 986, 4829
INVAR-10, Run: 053, F, 2, 0, 0, 0, 100, 100, 0, 0, 1, 900, 0, 102, 200, 727, 3986, 100, 57, 42, 100, 300, 450, 827, 3986
INVAR-10, Run: 054, F, 0, 0, 0, 0, 100, 100, 0, 0, 1, 916, 1, 105, 200, 730, 3996, 100, 58, 41, 100, 305, 457, 830, 3996
INVAR-10, Run: 055, F, 1, 0, 0, 0, 100, 100, 0, 0, 1, 858, 0, 87, 200, 848, 5062, 100, 65, 34, 100, 286, 429, 948, 5062
INVAR-10, Run: 056, F, 1, 0, 0, 0, 100, 100, 0, 0, 1, 852, 0, 85, 200, 996, 4926, 100, 63, 36, 100, 284, 426, 1096, 4926
INVAR-10, Run: 057, F, 1, 0, 0, 0, 100, 100, 0, 0, 1, 888, 0, 97, 200, 888, 5779, 100, 67, 32, 100, 296, 444, 988, 5779
INVAR-10, Run: 058, F, 0, 0, 0, 0, 100, 100, 0, 0, 1, 940, 1, 113, 200, 833, 4544, 100, 66, 33, 100, 313, 469, 933, 4544
INVAR-10, Run: 059, F, 2, 0, 0, 0, 100, 100, 0, 0, 1, 934, 1, 113, 200, 870, 6109, 100, 61, 38, 100, 311, 466, 970, 6109
INVAR-10, Run: 060, F, 0, 0, 0, 0, 100, 100, 0, 0, 1, 870, 0, 90, 200, 839, 6516, 100, 66, 33, 100, 290, 435, 939, 6516
INVAR-10, Run: 061, F, 1, 0, 0, 0, 100, 100, 0, 0, 1, 916, 1, 106, 200, 862, 5279, 100, 64, 35, 100, 305, 457, 962, 5279
INVAR-10, Run: 062, F, 1, 0, 0, 0, 100, 100, 0, 0, 1, 910, 1, 104, 200, 761, 4880, 100, 58, 41, 100, 303, 454, 861, 4880
