Input Number, Run_Number, Result@ 1000, A, B, H, C, T1, L3, L4, L1, L5, Y, T2, T3, T4, T5, T6, R, U, L2, D, O1, O2, O3, O4, Reaction New, Reaction10, Reaction11, Reaction12, Reaction13, Reaction14, Reaction15, Reaction16, Reaction17, Reaction19, Reaction2, Reaction20, Reaction21, Reaction22, Reaction23, Reaction24, Reaction25, Reaction3, Reaction4, Reaction5, Reaction6, Reaction8, Reaction9
INVAR-3, Run: 057, P, 1000, 0, 0, 0, 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 0, 1, 6, 0, 0, 110092, 110192, 110292, 110092, 50, 131, 56, 47, 0, 0, 0, 0, 0, 0, 9063, 0, 0, 0, 0, 0, 0, 817, 384, 253, 197, 8246, 483
INVAR-3, Run: 058, P, 0, 0, 0, 1000, 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 0, 1, 6, 0, 0, 32979, 33079, 32179, 32979, 50, 112, 43, 45, 0, 0, 0, 0, 0, 0, 7676, 0, 0, 0, 0, 0, 0, 751, 350, 238, 195, 6925, 451
INVAR-3, Run: 059, P, 0, 1000, 0, 0, 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 0, 1, 6, 0, 0, 3058, 2158, 2258, 3058, 50, 125, 70, 127, 0, 0, 0, 0, 0, 0, 5244, 0, 0, 0, 0, 0, 0, 890, 472, 347, 277, 4354, 468
INVAR-3, Run: 060, P, 1000, 0, 0, 0, 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 0, 1, 6, 0, 0, 31595, 31695, 31795, 31595, 50, 90, 34, 21, 0, 0, 0, 0, 0, 0, 7194, 0, 0, 0, 0, 0, 0, 652, 295, 205, 171, 6542, 407
INVAR-3, Run: 061, P, 0, 0, 0, 1000, 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 0, 1, 6, 0, 0, 3011, 3111, 2211, 3011, 50, 217, 112, 211, 0, 0, 0, 0, 0, 0, 5856, 0, 0, 0, 0, 0, 0, 1227, 690, 473, 361, 4629, 587
INVAR-3, Run: 062, P, 1000, 0, 0, 0, 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 0, 1, 6, 0, 0, 16133, 16233, 16333, 16133, 50, 103, 43, 122, 0, 0, 0, 0, 0, 0, 6943, 0, 0, 0, 0, 0, 0, 786, 418, 315, 272, 6157, 418
INVAR-3, Run: 063, P, 0, 1000, 0, 0, 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 0, 1, 6, 0, 0, 4034, 3134, 3234, 4034, 50, 83, 24, 19, 0, 0, 0, 0, 0, 0, 5287, 0, 0, 0, 0, 0, 0, 609, 276, 193, 169, 4678, 383
INVAR-3, Run: 064, P, 0, 0, 0, 1000, 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 0, 1, 6, 0, 0, 11600, 11700, 10800, 11600, 50, 143, 64, 103, 0, 0, 0, 0, 0, 0, 6568, 0, 0, 0, 0, 0, 0, 915, 460, 317, 253, 5653, 505
INVAR-3, Run: 065, P, 1000, 0, 0, 0, 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 0, 1, 6, 0, 0, 3039, 3139, 3239, 3039, 50, 120, 34, 32, 0, 0, 0, 0, 0, 0, 4945, 0, 0, 0, 0, 0, 0, 696, 336, 216, 182, 4249, 410
INVAR-3, Run: 066, P, 0, 1000, 0, 0, 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 0, 1, 6, 0, 0, 50585, 49685, 49785, 50585, 50, 136, 64, 175, 0, 0, 0, 0, 0, 0, 7719, 0, 0, 0, 0, 0, 0, 877, 525, 389, 325, 6842, 402
INVAR-3, Run: 067, P, 1000, 0, 0, 0, 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 0, 1, 6, 0, 0, 3034, 3134, 3234, 3034, 50, 124, 72, 118, 0, 0, 0, 0, 0, 0, 5643, 0, 0, 0, 0, 0, 0, 894, 464, 340, 268, 4749, 480
INVAR-3, Run: 068, P, 0, 1000, 0, 0, 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 0, 1, 6, 0, 0, 3967, 3067, 3167, 3967, 50, 115, 52, 69, 0, 0, 0, 0, 0, 0, 5066, 0, 0, 0, 0, 0, 0, 769, 386, 271, 219, 4297, 433
INVAR-3, Run: 069, P, 1000, 0, 0, 0, 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 0, 1, 6, 0, 0, 10512, 10612, 10712, 10512, 50, 105, 62, 115, 0, 0, 0, 0, 0, 0, 6009, 0, 0, 0, 0, 0, 0, 766, 432, 327, 265, 5243, 384
INVAR-3, Run: 070, P, 1000, 0, 0, 0, 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 0, 1, 6, 0, 0, 6288, 6388, 6488, 6288, 50, 99, 42, 36, 0, 0, 0, 0, 0, 0, 5738, 0, 0, 0, 0, 0, 0, 705, 327, 228, 186, 5033, 428
INVAR-3, Run: 071, P, 0, 0, 0, 1000, 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 0, 1, 6, 0, 0, 19030, 19130, 18230, 19030, 50, 157, 78, 106, 0, 0, 0, 0, 0, 0, 7432, 0, 0, 0, 0, 0, 0, 995, 491, 334, 256, 6437, 554
INVAR-3, Run: 072, P, 0, 0, 0, 1000, 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 0, 1, 6, 0, 0, 133772, 133872, 132972, 133772, 50, 136, 56, 96, 0, 0, 0, 0, 0, 0, 9723, 0, 0, 0, 0, 0, 0, 902, 438, 302, 246, 8821, 514
INVAR-3, Run: 073, P, 1000, 0, 0, 0, 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 0, 1, 6, 0, 0, 38873, 38973, 39073, 38873, 50, 130, 42, 51, 0, 0, 0, 0, 0, 0, 8018, 0, 0, 0, 0, 0, 0, 848, 373, 243, 201, 7170, 525
INVAR-3, Run: 074, P, 0, 0, 0, 1000, 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 0, 1, 6, 0, 0, 9744, 9844, 8944, 9744, 50, 147, 53, 98, 0, 0, 0, 0, 0, 0, 6608, 0, 0, 0, 0, 0, 0, 859, 448, 301, 248, 5749, 461
INVAR-3, Run: 075, P, 0, 1000, 0, 0, 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 0, 1, 6, 0, 0, 5090, 4190, 4290, 5090, 50, 114, 47, 100, 0, 0, 0, 0, 0, 0, 5393, 0, 0, 0, 0, 0, 0, 804, 411, 297, 250, 4589, 443
INVAR-3, Run: 076, P, 0, 0, 0, 1000, 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 0, 1, 6, 0, 0, 20478, 20578, 19678, 20478, 50, 167, 79, 89, 0, 0, 0, 0, 0, 0, 7158, 0, 0, 0, 0, 0, 0, 934, 485, 318, 239, 6224, 499
INVAR-3, Run: 077, P, 0, 0, 0, 1000, 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 0, 1, 6, 0, 0, 92828, 92928, 92028, 92828, 50, 182, 84, 77, 0, 0, 0, 0, 0, 0, 9067, 0, 0, 0, 0, 0, 0, 979, 493, 311, 227, 8088, 536
INVAR-3, Run: 078, P, 1000, 0, 0, 0, 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 0, 1, 6, 0, 0, 48468, 48568, 48668, 48468, 50, 211, 73, 159, 0, 0, 0, 0, 0, 0, 8744, 0, 0, 0, 0, 0, 0, 1162, 593, 382, 309, 7582, 619
INVAR-3, Run: 079, P, 1000, 0, 0, 0, 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 0, 1, 6, 0, 0, 5163, 5263, 5363, 5163, 50, 136, 67, 168, 0, 0, 0, 0, 0, 0, 5457, 0, 0, 0, 0, 0, 0, 897, 521, 385, 318, 4560, 426
INVAR-3, Run: 080, P, 0, 0, 0, 1000, 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 0, 1, 6, 0, 0, 17065, 17165, 16265, 17065, 50, 180, 83, 179, 0, 0, 0, 0, 0, 0, 6784, 0, 0, 0, 0, 0, 0, 1048, 592, 412, 329, 5736, 506
INVAR-3, Run: 081, P, 0, 1000, 0, 0, 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 0, 1, 6, 0, 0, 10360, 9460, 9560, 10360, 50, 196, 120, 161, 0, 0, 0, 0, 0, 0, 6919, 0, 0, 0, 0, 0, 0, 1149, 627, 431, 311, 5770, 572
INVAR-3, Run: 082, P, 0, 0, 0, 1000, 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 0, 1, 6, 0, 0, 16191, 16291, 15391, 16191, 50, 169, 99, 182, 0, 0, 0, 0, 0, 0, 7253, 0, 0, 0, 0, 0, 0, 1108, 600, 431, 332, 6145, 558
INVAR-3, Run: 083, P, 0, 1000, 0, 0, 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 0, 1, 6, 0, 0, 1950, 1050, 1150, 1950, 50, 175, 74, 86, 0, 0, 0, 0, 0, 0, 5033, 0, 0, 0, 0, 0, 0, 982, 485, 310, 236, 4051, 547
INVAR-3, Run: 084, P, 1000, 0, 0, 0, 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 0, 1, 6, 0, 0, 24208, 24308, 24408, 24208, 50, 135, 76, 186, 0, 0, 0, 0, 0, 0, 7673, 0, 0, 0, 0, 0, 0, 1041, 547, 412, 336, 6632, 544
INVAR-3, Run: 085, P, 1000, 0, 0, 0, 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 0, 1, 6, 0, 0, 4147, 4247, 4347, 4147, 50, 195, 103, 247, 0, 0, 0, 0, 0, 0, 5721, 0, 0, 0, 0, 0, 0, 1174, 695, 500, 397, 4547, 529
INVAR-3, Run: 086, P, 1000, 0, 0, 0, 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 0, 1, 6, 0, 0, 7068, 7168, 7268, 7068, 50, 160, 77, 154, 0, 0, 0, 0, 0, 0, 6237, 0, 0, 0, 0, 0, 0, 950, 541, 381, 304, 5287, 459
INVAR-3, Run: 087, P, 0, 0, 0, 1000, 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 0, 1, 6, 0, 0, 34762, 34862, 33962, 34762, 50, 153, 83, 131, 0, 0, 0, 0, 0, 0, 7772, 0, 0, 0, 0, 0, 0, 1020, 517, 364, 281, 6752, 553
INVAR-3, Run: 088, P, 1000, 0, 0, 0, 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 0, 1, 6, 0, 0, 5122, 5222, 5322, 5122, 50, 79, 29, 30, 0, 0, 0, 0, 0, 0, 5142, 0, 0, 0, 0, 0, 0, 615, 288, 209, 180, 4527, 377
INVAR-3, Run: 089, P, 0, 1000, 0, 0, 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 0, 1, 6, 0, 0, 7206, 6306, 6406, 7206, 50, 213, 123, 189, 13, 13, 13, 13, 12, 0, 6717, 0, 0, 1, 0, 12, 12, 1232, 675, 462, 339, 5485, 607
INVAR-3, Run: 090, P, 1000, 0, 0, 0, 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 0, 1, 6, 0, 0, 28475, 28575, 28675, 28475, 50, 212, 115, 331, 0, 0, 0, 0, 0, 0, 8093, 0, 0, 0, 0, 0, 0, 1396, 808, 596, 481, 6697, 638
INVAR-3, Run: 091, P, 1000, 0, 0, 0, 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 0, 1, 6, 0, 0, 21193, 21293, 21393, 21193, 50, 148, 73, 90, 0, 0, 0, 0, 0, 0, 7131, 0, 0, 0, 0, 0, 0, 904, 461, 313, 240, 6227, 493
INVAR-3, Run: 092, P, 0, 0, 0, 1000, 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 0, 1, 6, 0, 0, 20127, 20227, 19327, 20127, 50, 118, 61, 170, 0, 0, 0, 0, 0, 0, 6948, 0, 0, 0, 0, 0, 0, 874, 499, 381, 320, 6074, 425
INVAR-3, Run: 093, P, 0, 0, 0, 1000, 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 0, 1, 6, 0, 0, 13633, 13733, 12833, 13633, 50, 194, 84, 145, 0, 0, 0, 0, 0, 0, 7041, 0, 0, 0, 0, 0, 0, 1075, 573, 379, 295, 5966, 552
INVAR-3, Run: 094, P, 0, 1000, 0, 0, 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 0, 1, 6, 0, 0, 8180, 7280, 7380, 8180, 50, 146, 61, 95, 0, 0, 0, 0, 0, 0, 6333, 0, 0, 0, 0, 0, 0, 894, 452, 306, 245, 5439, 492
INVAR-3, Run: 095, P, 0, 1000, 0, 0, 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 0, 1, 6, 0, 0, 13852, 12952, 13052, 13852, 50, 102, 49, 48, 0, 0, 0, 0, 0, 0, 6902, 0, 0, 0, 0, 0, 0, 740, 349, 247, 198, 6162, 441
INVAR-3, Run: 096, P, 0, 0, 0, 1000, 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 0, 1, 6, 0, 0, 16988, 17088, 16188, 16988, 50, 173, 95, 187, 0, 0, 0, 0, 0, 0, 6903, 0, 0, 0, 0, 0, 0, 1090, 605, 432, 337, 5813, 535
INVAR-3, Run: 097, P, 1000, 0, 0, 0, 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 0, 1, 6, 0, 0, 5209, 5309, 5409, 5209, 50, 158, 73, 209, 96, 96, 96, 94, 93, 0, 5620, 0, 2, 1, 1, 92, 92, 1016, 590, 432, 359, 4604, 476
INVAR-3, Run: 098, P, 0, 0, 0, 1000, 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 0, 1, 6, 0, 0, 10727, 10827, 9927, 10727, 50, 276, 136, 212, 0, 0, 0, 0, 0, 0, 7648, 0, 0, 0, 0, 0, 0, 1434, 774, 498, 362, 6214, 710
INVAR-3, Run: 099, P, 1000, 0, 0, 0, 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 0, 1, 6, 0, 0, 6229, 6329, 6429, 6229, 50, 81, 25, 24, 0, 0, 0, 0, 0, 0, 5337, 0, 0, 0, 0, 0, 0, 646, 280, 199, 174, 4691, 416
INVAR-3, Run: 100, P, 1000, 0, 0, 0, 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 0, 1, 6, 0, 0, 4044, 4144, 4244, 4044, 50, 125, 71, 117, 0, 0, 0, 0, 0, 0, 5498, 0, 0, 0, 0, 0, 0, 837, 463, 338, 267, 4661, 424
