Input Number, Run_Number, Result@ 1000, A, B, H, C, T1, L3, L4, L1, L5, Y, T2, T3, T4, T5, T6, R, U, L2, D, O1, O2, O3, O4, Reaction New, Reaction10, Reaction11, Reaction12, Reaction13, Reaction14, Reaction15, Reaction16, Reaction17, Reaction19, Reaction2, Reaction20, Reaction21, Reaction22, Reaction23, Reaction24, Reaction25, Reaction3, Reaction4, Reaction5, Reaction6, Reaction8, Reaction9
INVAR-1, Run: 084, P, 0, 10, 0, 0, 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 0, 1, 6, 0, 0, 10, 1, 2, 10, 50, 65, 34, 22, 3281, 3251, 3218, 3191, 3167, 30, 603, 33, 27, 24, 19, 3148, 3148, 337, 271, 206, 172, 266, 116
INVAR-1, Run: 085, P, 0, 10, 0, 0, 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 0, 1, 6, 0, 0, 9, 0, 1, 9, 50, 63, 48, 114, 5390, 5336, 5286, 5247, 5194, 54, 574, 50, 39, 53, 51, 5143, 5143, 429, 375, 312, 264, 145, 104
INVAR-1, Run: 086, P, 10, 0, 0, 0, 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 0, 1, 6, 0, 0, 0, 1, 2, 0, 50, 0, 0, 0, 5081, 5029, 4993, 4960, 4919, 52, 100, 36, 33, 41, 39, 4880, 4880, 100, 150, 150, 150, 0, 0
INVAR-1, Run: 087, P, 0, 10, 0, 0, 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 0, 1, 6, 0, 0, 10, 1, 2, 10, 50, 79, 70, 78, 1828, 1807, 1785, 1770, 1758, 21, 888, 22, 15, 12, 14, 1744, 1744, 527, 377, 298, 228, 361, 200
INVAR-1, Run: 088, P, 0, 10, 0, 0, 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 0, 1, 6, 0, 0, 9, 0, 1, 9, 50, 82, 54, 83, 3523, 3496, 3456, 3427, 3412, 27, 619, 40, 29, 15, 32, 3380, 3380, 443, 369, 287, 233, 176, 124
INVAR-1, Run: 089, P, 0, 10, 0, 0, 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 0, 1, 6, 0, 0, 17, 8, 9, 17, 50, 143, 87, 169, 3345, 3309, 3278, 3248, 3210, 36, 1249, 31, 30, 38, 32, 3178, 3178, 783, 549, 406, 319, 466, 284
INVAR-1, Run: 090, P, 0, 10, 0, 0, 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 0, 1, 6, 0, 0, 9, 0, 1, 9, 50, 58, 52, 88, 3558, 3519, 3492, 3457, 3434, 39, 584, 27, 35, 23, 32, 3402, 3402, 397, 348, 290, 238, 187, 99
INVAR-1, Run: 091, P, 0, 10, 0, 0, 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 0, 1, 6, 0, 0, 10, 1, 2, 10, 50, 63, 32, 58, 4490, 4456, 4413, 4362, 4330, 34, 532, 43, 51, 32, 30, 4300, 4300, 341, 303, 240, 208, 191, 88
INVAR-1, Run: 092, P, 0, 10, 0, 0, 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 0, 1, 6, 0, 0, 9, 0, 1, 9, 50, 90, 66, 59, 4738, 4696, 4659, 4615, 4579, 42, 668, 37, 44, 36, 31, 4548, 4548, 450, 365, 275, 209, 218, 135
INVAR-1, Run: 093, P, 0, 10, 0, 0, 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 0, 1, 6, 0, 0, 11, 2, 3, 11, 50, 70, 53, 71, 3428, 3402, 3372, 3336, 3302, 26, 710, 30, 36, 34, 23, 3279, 3279, 446, 344, 274, 221, 264, 152
INVAR-1, Run: 094, P, 0, 10, 0, 0, 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 0, 1, 6, 0, 0, 9, 0, 1, 9, 50, 46, 25, 52, 4290, 4246, 4207, 4172, 4151, 44, 461, 39, 35, 21, 33, 4118, 4118, 327, 273, 227, 202, 134, 104
INVAR-1, Run: 095, P, 0, 10, 0, 0, 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 0, 1, 6, 0, 0, 9, 0, 1, 9, 50, 287, 188, 541, 2135, 2113, 2085, 2059, 2033, 22, 2255, 28, 26, 26, 24, 2009, 2009, 1576, 1166, 879, 691, 679, 460
INVAR-1, Run: 096, P, 0, 10, 0, 0, 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 0, 1, 6, 0, 0, 9, 0, 1, 9, 50, 100, 52, 70, 2829, 2793, 2775, 2749, 2730, 36, 745, 18, 26, 19, 22, 2708, 2708, 496, 372, 272, 220, 249, 174
INVAR-1, Run: 097, P, 0, 10, 0, 0, 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 0, 1, 6, 0, 0, 9, 0, 1, 9, 50, 136, 76, 95, 2342, 2317, 2290, 2267, 2246, 25, 1121, 27, 23, 21, 16, 2230, 2230, 662, 457, 321, 245, 459, 255
INVAR-1, Run: 098, P, 0, 10, 0, 0, 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 0, 1, 6, 0, 0, 9, 0, 1, 9, 50, 93, 59, 88, 3127, 3074, 3049, 3017, 2994, 53, 743, 25, 32, 23, 21, 2973, 2973, 480, 390, 297, 238, 263, 140
INVAR-1, Run: 099, P, 0, 10, 0, 0, 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 0, 1, 6, 0, 0, 9, 0, 1, 9, 50, 49, 31, 33, 3941, 3894, 3857, 3817, 3793, 47, 392, 37, 40, 24, 36, 3757, 3757, 281, 263, 214, 183, 111, 68
INVAR-1, Run: 100, P, 0, 10, 0, 0, 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 0, 1, 6, 0, 0, 9, 0, 1, 9, 50, 158, 83, 133, 2620, 2586, 2552, 2531, 2506, 34, 1191, 34, 21, 25, 31, 2475, 2475, 736, 524, 366, 283, 455, 262
INVAR-2, Run: 001, P, 0, 0, 0, 100, 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 0, 1, 6, 0, 0, 194, 204, 114, 194, 50, 130, 71, 92, 884, 880, 873, 866, 863, 4, 2699, 7, 7, 3, 5, 858, 858, 808, 443, 313, 242, 1891, 415
INVAR-2, Run: 002, P, 0, 100, 0, 0, 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 0, 1, 6, 0, 0, 199, 109, 119, 199, 50, 132, 60, 145, 0, 0, 0, 0, 0, 0, 2883, 0, 0, 0, 0, 0, 0, 830, 487, 355, 295, 2053, 393
INVAR-2, Run: 003, P, 0, 0, 0, 100, 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 0, 1, 6, 0, 0, 840, 850, 760, 840, 50, 147, 97, 180, 0, 0, 0, 0, 0, 0, 4573, 0, 0, 0, 0, 0, 0, 1009, 574, 427, 330, 3564, 485
INVAR-2, Run: 004, P, 0, 0, 0, 100, 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 0, 1, 6, 0, 0, 199, 209, 119, 199, 50, 115, 57, 54, 766, 758, 757, 753, 750, 8, 2493, 1, 4, 3, 4, 746, 746, 665, 376, 261, 204, 1828, 339
INVAR-2, Run: 005, P, 0, 0, 0, 100, 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 0, 1, 6, 0, 0, 89, 99, 9, 89, 50, 100, 42, 93, 160, 160, 159, 157, 156, 0, 2109, 1, 2, 1, 0, 156, 156, 686, 385, 285, 243, 1423, 351
INVAR-2, Run: 006, P, 100, 0, 0, 0, 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 0, 1, 6, 0, 0, 94, 104, 114, 94, 50, 79, 26, 23, 703, 695, 690, 685, 680, 8, 1983, 5, 5, 5, 5, 675, 675, 534, 278, 199, 173, 1449, 306
INVAR-2, Run: 007, P, 100, 0, 0, 0, 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 0, 1, 6, 0, 0, 96, 106, 116, 96, 50, 197, 86, 233, 260, 255, 252, 247, 247, 5, 2761, 3, 5, 0, 2, 245, 245, 1137, 666, 469, 383, 1624, 521
INVAR-2, Run: 008, P, 0, 100, 0, 0, 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 0, 1, 6, 0, 0, 199, 109, 119, 199, 50, 144, 81, 210, 762, 758, 752, 746, 740, 4, 2895, 6, 6, 6, 5, 735, 735, 947, 585, 441, 360, 1948, 412
INVAR-2, Run: 009, P, 0, 0, 0, 100, 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 0, 1, 6, 0, 0, 203, 213, 123, 203, 50, 194, 64, 143, 0, 0, 0, 0, 0, 0, 3292, 0, 0, 0, 0, 0, 0, 996, 551, 357, 293, 2296, 495
INVAR-2, Run: 010, P, 0, 0, 0, 100, 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 0, 1, 6, 0, 0, 92, 102, 12, 92, 50, 85, 36, 33, 878, 870, 865, 859, 851, 8, 1704, 5, 6, 8, 6, 845, 845, 534, 304, 219, 183, 1170, 280
INVAR-2, Run: 011, P, 100, 0, 0, 0, 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 0, 1, 6, 0, 0, 92, 102, 112, 92, 50, 82, 37, 28, 665, 655, 647, 641, 631, 10, 1859, 8, 6, 10, 2, 629, 629, 561, 297, 215, 178, 1298, 314
INVAR-2, Run: 012, P, 0, 0, 0, 100, 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 0, 1, 6, 0, 0, 90, 100, 10, 90, 50, 129, 61, 99, 317, 313, 310, 307, 304, 4, 2458, 3, 3, 3, 3, 301, 301, 797, 439, 310, 249, 1661, 408
INVAR-2, Run: 013, P, 100, 0, 0, 0, 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 0, 1, 6, 0, 0, 96, 106, 116, 96, 50, 67, 14, 10, 1580, 1562, 1552, 1544, 1528, 18, 1463, 10, 8, 16, 14, 1514, 1514, 410, 241, 174, 160, 1053, 219
INVAR-2, Run: 014, P, 0, 0, 0, 100, 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 0, 1, 6, 0, 0, 89, 99, 9, 89, 50, 108, 46, 41, 1159, 1143, 1136, 1127, 1118, 16, 1970, 7, 9, 9, 10, 1108, 1108, 668, 345, 237, 191, 1302, 373
INVAR-2, Run: 015, P, 0, 0, 0, 100, 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 0, 1, 6, 0, 0, 101, 111, 21, 101, 50, 62, 24, 11, 1293, 1289, 1287, 1277, 1270, 4, 1649, 2, 10, 7, 9, 1261, 1261, 484, 247, 185, 161, 1165, 287
INVAR-2, Run: 016, P, 0, 100, 0, 0, 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 0, 1, 6, 0, 0, 988, 898, 908, 988, 50, 136, 34, 48, 0, 0, 0, 0, 0, 0, 4657, 0, 0, 0, 0, 0, 0, 794, 368, 232, 198, 3863, 476
INVAR-2, Run: 017, P, 0, 100, 0, 0, 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 0, 1, 6, 0, 0, 92, 2, 12, 92, 50, 85, 34, 54, 722, 711, 709, 707, 700, 11, 1786, 2, 2, 7, 5, 695, 695, 568, 323, 238, 204, 1218, 295
INVAR-2, Run: 018, P, 0, 0, 0, 100, 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 0, 1, 6, 0, 0, 92, 102, 12, 92, 50, 153, 85, 306, 345, 340, 339, 337, 332, 5, 2406, 1, 2, 5, 3, 329, 329, 1044, 694, 541, 456, 1362, 400
INVAR-2, Run: 019, P, 0, 0, 0, 100, 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 0, 1, 6, 0, 0, 212, 222, 132, 212, 50, 139, 70, 120, 267, 265, 263, 259, 258, 2, 2773, 2, 4, 1, 5, 253, 253, 828, 479, 340, 270, 1945, 399
INVAR-2, Run: 020, P, 0, 0, 0, 100, 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 0, 1, 6, 0, 0, 93, 103, 13, 93, 50, 143, 56, 98, 684, 679, 670, 663, 653, 5, 2399, 9, 7, 10, 2, 651, 651, 845, 447, 304, 248, 1554, 448
INVAR-2, Run: 021, P, 0, 100, 0, 0, 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 0, 1, 6, 0, 0, 92, 2, 12, 92, 50, 152, 65, 173, 384, 382, 376, 373, 368, 2, 2124, 6, 3, 5, 3, 365, 365, 880, 540, 388, 323, 1244, 390
INVAR-2, Run: 022, P, 100, 0, 0, 0, 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 0, 1, 6, 0, 0, 507, 517, 527, 507, 50, 117, 53, 58, 386, 384, 380, 377, 373, 2, 3774, 4, 3, 4, 3, 370, 370, 796, 378, 261, 208, 2978, 468
INVAR-2, Run: 023, P, 0, 100, 0, 0, 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 0, 1, 6, 0, 0, 90, 0, 10, 90, 50, 74, 23, 23, 191, 187, 185, 183, 183, 4, 1608, 2, 2, 0, 2, 181, 181, 484, 270, 196, 173, 1124, 264
INVAR-2, Run: 024, P, 0, 100, 0, 0, 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 0, 1, 6, 0, 0, 199, 109, 119, 199, 50, 82, 25, 26, 243, 237, 237, 235, 232, 6, 2601, 0, 2, 3, 1, 231, 231, 567, 283, 201, 176, 2034, 334
INVAR-2, Run: 025, P, 0, 100, 0, 0, 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 0, 1, 6, 0, 0, 301, 211, 221, 301, 50, 144, 69, 101, 0, 0, 0, 0, 0, 0, 3320, 0, 0, 0, 0, 0, 0, 885, 464, 320, 251, 2435, 471
INVAR-2, Run: 026, P, 0, 0, 0, 100, 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 0, 1, 6, 0, 0, 89, 99, 9, 89, 50, 125, 49, 76, 163, 160, 160, 160, 157, 3, 2374, 0, 0, 3, 0, 157, 157, 780, 400, 275, 226, 1594, 430
INVAR-2, Run: 027, P, 0, 0, 0, 100, 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 0, 1, 6, 0, 0, 542, 552, 462, 542, 50, 219, 85, 215, 428, 425, 422, 420, 415, 3, 4535, 3, 2, 5, 4, 411, 411, 1217, 669, 450, 365, 3318, 598
INVAR-2, Run: 028, P, 0, 100, 0, 0, 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 0, 1, 6, 0, 0, 91, 1, 11, 91, 50, 165, 110, 156, 518, 514, 507, 505, 501, 4, 2581, 7, 2, 4, 2, 499, 499, 1018, 581, 416, 306, 1563, 487
INVAR-2, Run: 029, P, 0, 100, 0, 0, 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 0, 1, 6, 0, 0, 91, 1, 11, 91, 50, 113, 36, 43, 582, 573, 571, 568, 562, 9, 1828, 2, 3, 6, 7, 555, 555, 620, 342, 229, 193, 1208, 328
INVAR-2, Run: 030, P, 0, 0, 0, 100, 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 0, 1, 6, 0, 0, 90, 100, 10, 90, 50, 111, 50, 91, 43, 43, 43, 42, 41, 0, 2200, 0, 1, 1, 0, 41, 41, 746, 402, 291, 241, 1454, 394
INVAR-2, Run: 031, P, 0, 100, 0, 0, 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 0, 1, 6, 0, 0, 200, 110, 120, 200, 50, 126, 53, 61, 292, 288, 280, 279, 278, 4, 2851, 8, 1, 1, 3, 275, 275, 769, 390, 264, 211, 2082, 429
INVAR-2, Run: 032, P, 0, 100, 0, 0, 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 0, 1, 6, 0, 0, 309, 219, 229, 309, 50, 155, 66, 74, 0, 0, 0, 0, 0, 0, 3572, 0, 0, 0, 0, 0, 0, 870, 445, 290, 224, 2702, 475
INVAR-2, Run: 033, P, 0, 100, 0, 0, 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 0, 1, 6, 0, 0, 90, 0, 10, 90, 50, 79, 33, 37, 182, 181, 178, 176, 176, 1, 1924, 3, 2, 0, 2, 174, 174, 596, 299, 220, 187, 1328, 347
INVAR-2, Run: 034, P, 0, 100, 0, 0, 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 0, 1, 6, 0, 0, 623, 533, 543, 623, 50, 104, 38, 41, 211, 210, 210, 208, 205, 1, 3952, 0, 2, 3, 2, 203, 203, 759, 333, 229, 191, 3193, 476
INVAR-2, Run: 035, P, 0, 0, 0, 100, 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 0, 1, 6, 0, 0, 94, 104, 14, 94, 50, 134, 57, 98, 156, 155, 154, 153, 152, 1, 2328, 1, 1, 1, 2, 150, 150, 790, 439, 305, 248, 1538, 401
INVAR-2, Run: 036, P, 0, 0, 0, 100, 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 0, 1, 6, 0, 0, 95, 105, 15, 95, 50, 154, 62, 40, 218, 214, 212, 211, 210, 4, 2357, 2, 1, 1, 3, 207, 207, 813, 406, 252, 190, 1544, 457
INVAR-2, Run: 037, P, 0, 0, 0, 100, 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 0, 1, 6, 0, 0, 95, 105, 15, 95, 50, 141, 42, 42, 342, 335, 334, 332, 327, 7, 2487, 1, 2, 5, 3, 324, 324, 755, 375, 234, 192, 1732, 430
INVAR-2, Run: 038, P, 0, 0, 0, 100, 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 0, 1, 6, 0, 0, 92, 102, 12, 92, 50, 125, 54, 71, 1130, 1122, 1116, 1107, 1099, 8, 2341, 6, 9, 8, 3, 1096, 1096, 803, 400, 275, 221, 1538, 453
INVAR-2, Run: 039, P, 100, 0, 0, 0, 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 0, 1, 6, 0, 0, 90, 100, 110, 90, 50, 142, 71, 120, 4, 3, 2, 2, 2, 1, 2324, 1, 0, 0, 0, 2, 2, 859, 483, 341, 270, 1465, 426
INVAR-2, Run: 040, P, 0, 100, 0, 0, 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 0, 1, 6, 0, 0, 197, 107, 117, 197, 50, 124, 44, 56, 1, 0, 0, 0, 0, 1, 2901, 0, 0, 0, 0, 0, 0, 770, 374, 250, 206, 2131, 446
INVAR-2, Run: 041, P, 100, 0, 0, 0, 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 0, 1, 6, 0, 0, 89, 99, 109, 89, 50, 207, 90, 165, 586, 576, 569, 565, 561, 10, 2760, 7, 4, 4, 3, 558, 558, 1068, 612, 405, 315, 1692, 506
INVAR-2, Run: 042, P, 0, 0, 0, 100, 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 0, 1, 6, 0, 0, 91, 101, 11, 91, 50, 98, 31, 16, 353, 352, 346, 344, 341, 1, 1926, 6, 2, 3, 4, 337, 337, 587, 295, 197, 166, 1339, 342
INVAR-2, Run: 043, P, 0, 0, 0, 100, 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 0, 1, 6, 0, 0, 90, 100, 10, 90, 50, 136, 59, 42, 418, 415, 411, 408, 408, 3, 2242, 4, 3, 0, 3, 405, 405, 722, 387, 251, 192, 1520, 385
INVAR-2, Run: 044, P, 0, 0, 0, 100, 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 0, 1, 6, 0, 0, 210, 220, 130, 210, 50, 218, 99, 135, 108, 105, 104, 102, 102, 3, 3396, 1, 2, 0, 1, 101, 101, 1074, 602, 384, 285, 2322, 522
INVAR-2, Run: 045, P, 0, 100, 0, 0, 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 0, 1, 6, 0, 0, 94, 4, 14, 94, 50, 90, 26, 45, 410, 406, 405, 401, 396, 4, 2015, 1, 4, 5, 1, 395, 395, 586, 311, 221, 195, 1429, 325
INVAR-2, Run: 046, P, 0, 0, 0, 100, 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 0, 1, 6, 0, 0, 92, 102, 12, 92, 50, 219, 94, 193, 38, 36, 35, 34, 34, 2, 2681, 1, 1, 0, 0, 34, 34, 1086, 656, 437, 343, 1595, 480
INVAR-2, Run: 047, P, 100, 0, 0, 0, 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 0, 1, 6, 0, 0, 108, 118, 128, 108, 50, 101, 38, 45, 248, 244, 244, 242, 241, 4, 2263, 0, 2, 1, 3, 238, 238, 635, 334, 233, 195, 1628, 351
INVAR-2, Run: 048, P, 0, 0, 0, 100, 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 0, 1, 6, 0, 0, 90, 100, 10, 90, 50, 209, 137, 339, 428, 425, 419, 417, 414, 3, 3036, 6, 2, 3, 1, 413, 413, 1289, 835, 626, 489, 1747, 504
INVAR-2, Run: 049, P, 0, 100, 0, 0, 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 0, 1, 6, 0, 0, 203, 113, 123, 203, 50, 170, 79, 159, 354, 352, 349, 347, 346, 2, 3028, 3, 2, 1, 1, 345, 345, 974, 558, 388, 309, 2054, 466
INVAR-2, Run: 050, P, 0, 0, 0, 100, 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 0, 1, 6, 0, 0, 315, 325, 235, 315, 50, 169, 92, 293, 0, 0, 0, 0, 0, 0, 3797, 0, 0, 0, 0, 0, 0, 1143, 704, 535, 443, 2654, 489
INVAR-2, Run: 051, P, 0, 100, 0, 0, 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 0, 1, 6, 0, 0, 93, 3, 13, 93, 50, 133, 67, 186, 1034, 1022, 1013, 1007, 1004, 12, 2505, 9, 6, 3, 10, 994, 994, 913, 536, 403, 336, 1592, 427
INVAR-2, Run: 052, P, 0, 100, 0, 0, 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 0, 1, 6, 0, 0, 93, 3, 13, 93, 50, 103, 46, 49, 758, 751, 743, 737, 730, 7, 1922, 8, 6, 7, 5, 725, 725, 621, 348, 245, 199, 1301, 323
INVAR-2, Run: 053, P, 0, 0, 0, 100, 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 0, 1, 6, 0, 0, 92, 102, 12, 92, 50, 206, 95, 146, 423, 420, 418, 416, 412, 3, 2924, 2, 2, 4, 5, 407, 407, 1083, 597, 391, 296, 1841, 536
INVAR-2, Run: 054, P, 0, 0, 0, 100, 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 0, 1, 6, 0, 0, 91, 101, 11, 91, 50, 221, 94, 162, 821, 813, 806, 796, 791, 8, 2810, 7, 10, 5, 10, 781, 781, 1077, 627, 406, 312, 1733, 500
INVAR-2, Run: 055, P, 100, 0, 0, 0, 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 0, 1, 6, 0, 0, 110, 120, 130, 110, 50, 138, 63, 79, 642, 638, 632, 626, 620, 4, 2130, 6, 6, 6, 6, 614, 614, 726, 430, 292, 229, 1404, 346
INVAR-2, Run: 056, P, 0, 0, 0, 100, 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 0, 1, 6, 0, 0, 91, 101, 11, 91, 50, 126, 63, 80, 145, 144, 144, 144, 144, 1, 2346, 0, 0, 0, 2, 142, 142, 731, 419, 293, 230, 1615, 362
INVAR-2, Run: 057, P, 0, 0, 0, 100, 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 0, 1, 6, 0, 0, 93, 103, 13, 93, 50, 97, 29, 54, 408, 408, 407, 402, 400, 0, 2121, 1, 5, 2, 5, 395, 395, 659, 330, 233, 204, 1462, 379
INVAR-2, Run: 058, P, 0, 100, 0, 0, 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 0, 1, 6, 0, 0, 94, 4, 14, 94, 50, 98, 52, 41, 739, 730, 728, 723, 718, 9, 1866, 2, 5, 5, 2, 716, 716, 650, 341, 243, 191, 1216, 359
INVAR-2, Run: 059, P, 100, 0, 0, 0, 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 0, 1, 6, 0, 0, 90, 100, 110, 90, 50, 102, 47, 121, 605, 599, 595, 589, 585, 6, 1813, 4, 6, 4, 4, 581, 581, 667, 420, 318, 271, 1146, 297
INVAR-2, Run: 060, P, 0, 0, 0, 100, 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 0, 1, 6, 0, 0, 91, 101, 11, 91, 50, 140, 91, 218, 1260, 1248, 1236, 1227, 1223, 12, 2320, 12, 9, 4, 9, 1214, 1214, 931, 599, 459, 368, 1389, 382
INVAR-2, Run: 061, P, 100, 0, 0, 0, 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 0, 1, 6, 0, 0, 573, 583, 593, 573, 50, 163, 76, 91, 0, 0, 0, 0, 0, 0, 4537, 0, 0, 0, 0, 0, 0, 1008, 480, 317, 241, 3529, 578
INVAR-2, Run: 062, P, 0, 0, 0, 100, 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 0, 1, 6, 0, 0, 195, 205, 115, 195, 50, 117, 49, 46, 40, 40, 40, 39, 39, 0, 2772, 0, 1, 0, 2, 37, 37, 734, 362, 245, 196, 2038, 422
INVAR-2, Run: 063, P, 0, 0, 0, 100, 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 0, 1, 6, 0, 0, 93, 103, 13, 93, 50, 122, 62, 47, 846, 834, 828, 824, 820, 12, 2187, 6, 4, 4, 12, 808, 808, 714, 381, 259, 197, 1473, 383
INVAR-2, Run: 064, P, 100, 0, 0, 0, 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 0, 1, 6, 0, 0, 650, 660, 670, 650, 50, 92, 52, 62, 296, 295, 292, 291, 284, 1, 3448, 3, 1, 7, 3, 281, 281, 653, 356, 264, 212, 2795, 347
INVAR-2, Run: 065, P, 0, 0, 0, 100, 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 0, 1, 6, 0, 0, 90, 100, 10, 90, 50, 111, 60, 131, 736, 730, 725, 721, 718, 6, 1925, 5, 4, 3, 3, 715, 715, 720, 452, 341, 281, 1205, 318
INVAR-2, Run: 066, P, 100, 0, 0, 0, 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 0, 1, 6, 0, 0, 95, 105, 115, 95, 50, 156, 74, 106, 649, 642, 634, 623, 621, 7, 2299, 8, 11, 2, 7, 614, 614, 852, 486, 330, 256, 1447, 416
INVAR-2, Run: 067, P, 100, 0, 0, 0, 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 0, 1, 6, 0, 0, 95, 105, 115, 95, 50, 141, 88, 103, 215, 213, 211, 210, 209, 2, 2444, 2, 1, 1, 3, 206, 206, 850, 482, 341, 253, 1594, 418
INVAR-2, Run: 068, P, 0, 100, 0, 0, 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 0, 1, 6, 0, 0, 92, 2, 12, 92, 50, 164, 79, 193, 0, 0, 0, 0, 0, 0, 2492, 0, 0, 0, 0, 0, 0, 1007, 586, 422, 343, 1485, 471
INVAR-2, Run: 069, P, 100, 0, 0, 0, 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 0, 1, 6, 0, 0, 92, 102, 112, 92, 50, 187, 100, 203, 122, 121, 119, 116, 115, 1, 2843, 2, 3, 1, 1, 114, 114, 1135, 640, 453, 353, 1708, 545
INVAR-2, Run: 070, P, 0, 100, 0, 0, 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 0, 1, 6, 0, 0, 190, 100, 110, 190, 50, 141, 60, 44, 0, 0, 0, 0, 0, 0, 3571, 0, 0, 0, 0, 0, 0, 911, 395, 254, 194, 2660, 566
