Input Number, Run_Number, Result@ 100, CO, X1, Y, H, M, PO, CE, D, PE, A, B, NEW_REACTION, Reaction1, Reaction10, Reaction11, Reaction2, Reaction3, Reaction4, Reaction5, Reaction6, Reaction7, Reaction8, Reaction9
INVAR-3, Run: 028, F, 0, 0, 172, 0, 0, 0, 52, 0, 1, 252, 0, 60, 104, 177, 415, 52, 32, 19, 52, 104, 156, 229, 475
INVAR-3, Run: 029, F, 0, 0, 172, 0, 0, 0, 52, 0, 1, 252, 0, 60, 104, 256, 581, 52, 32, 19, 52, 104, 156, 308, 641
INVAR-3, Run: 030, F, 217, 0, 355, 1, 0, 1, 0, 47, 0, 0, 1, 69, 95, 155, 302, 47, 32, 15, 47, 95, 142, 155, 588
INVAR-3, Run: 031, F, 0, 0, 166, 0, 0, 0, 54, 0, 1, 268, 0, 56, 108, 138, 376, 54, 33, 20, 54, 108, 162, 192, 432
INVAR-3, Run: 032, F, 249, 0, 371, 1, 0, 1, 0, 51, 0, 0, 1, 61, 103, 276, 659, 51, 31, 20, 51, 103, 154, 276, 969
INVAR-3, Run: 033, F, 0, 0, 184, 0, 0, 0, 48, 0, 1, 220, 0, 68, 96, 204, 531, 48, 28, 19, 48, 96, 144, 252, 599
INVAR-3, Run: 034, F, 265, 0, 379, 1, 0, 1, 0, 53, 0, 0, 1, 57, 107, 255, 644, 53, 30, 23, 53, 107, 160, 255, 966
INVAR-3, Run: 035, F, 0, 0, 172, 0, 0, 0, 52, 0, 1, 252, 0, 60, 104, 174, 633, 52, 32, 19, 52, 104, 156, 226, 693
INVAR-3, Run: 036, F, 225, 0, 359, 1, 0, 1, 0, 48, 0, 0, 1, 67, 97, 192, 496, 48, 30, 18, 48, 97, 145, 192, 788
INVAR-3, Run: 037, F, 0, 0, 193, 0, 0, 0, 45, 0, 1, 196, 0, 74, 90, 111, 295, 45, 23, 21, 45, 90, 135, 156, 369
INVAR-3, Run: 038, F, 0, 0, 163, 0, 0, 0, 55, 0, 1, 276, 0, 54, 110, 250, 488, 55, 35, 19, 55, 110, 165, 305, 542
INVAR-3, Run: 039, F, 281, 0, 387, 1, 0, 1, 0, 55, 0, 0, 1, 53, 111, 244, 576, 55, 30, 25, 55, 111, 166, 244, 910
INVAR-3, Run: 040, F, 249, 0, 371, 1, 0, 1, 0, 51, 0, 0, 1, 61, 103, 351, 906, 51, 26, 25, 51, 103, 154, 351, 1216
INVAR-3, Run: 041, F, 273, 0, 383, 1, 0, 1, 0, 54, 0, 0, 1, 55, 109, 303, 727, 54, 33, 21, 54, 109, 163, 303, 1055
INVAR-3, Run: 042, F, 0, 0, 169, 0, 0, 0, 53, 0, 1, 260, 0, 58, 106, 248, 599, 53, 30, 22, 53, 106, 159, 301, 657
INVAR-3, Run: 043, F, 217, 0, 355, 1, 0, 1, 0, 47, 0, 0, 1, 69, 95, 158, 452, 47, 35, 12, 47, 95, 142, 158, 738
INVAR-3, Run: 044, F, 0, 0, 184, 0, 0, 0, 48, 0, 1, 220, 0, 68, 96, 172, 485, 48, 29, 18, 48, 96, 144, 220, 553
INVAR-3, Run: 045, F, 0, 0, 175, 0, 0, 0, 51, 0, 1, 244, 0, 62, 102, 141, 379, 51, 34, 16, 51, 102, 153, 192, 441
INVAR-3, Run: 046, F, 0, 0, 178, 0, 0, 0, 50, 0, 1, 236, 0, 64, 100, 201, 730, 50, 31, 18, 50, 100, 150, 251, 794
INVAR-3, Run: 047, F, 225, 0, 359, 1, 0, 1, 0, 48, 0, 0, 1, 67, 97, 334, 879, 48, 31, 17, 48, 97, 145, 334, 1171
INVAR-3, Run: 048, F, 241, 0, 367, 1, 0, 1, 0, 50, 0, 0, 1, 63, 101, 271, 930, 50, 37, 13, 50, 101, 151, 271, 1234
INVAR-3, Run: 049, F, 217, 0, 355, 1, 0, 1, 0, 47, 0, 0, 1, 69, 95, 291, 650, 47, 26, 21, 47, 95, 142, 291, 936
INVAR-3, Run: 050, F, 273, 0, 383, 1, 0, 1, 0, 54, 0, 0, 1, 55, 109, 383, 1336, 54, 34, 20, 54, 109, 163, 383, 1664
INVAR-3, Run: 051, F, 0, 0, 175, 0, 0, 0, 51, 0, 1, 244, 0, 62, 102, 186, 554, 51, 22, 28, 51, 102, 153, 237, 616
INVAR-3, Run: 052, F, 241, 0, 367, 1, 0, 1, 0, 50, 0, 0, 1, 63, 101, 203, 356, 50, 33, 17, 50, 101, 151, 203, 660
INVAR-3, Run: 053, F, 233, 0, 363, 1, 0, 1, 0, 49, 0, 0, 1, 65, 99, 286, 548, 49, 30, 19, 49, 99, 148, 286, 846
INVAR-3, Run: 054, F, 0, 0, 184, 0, 0, 0, 48, 0, 1, 220, 0, 68, 96, 154, 481, 48, 32, 15, 48, 96, 144, 202, 549
INVAR-3, Run: 055, F, 249, 0, 371, 1, 0, 1, 0, 51, 0, 0, 1, 61, 103, 250, 614, 51, 34, 17, 51, 103, 154, 250, 924
INVAR-3, Run: 056, F, 217, 0, 355, 1, 0, 1, 0, 47, 0, 0, 1, 69, 95, 203, 640, 47, 26, 21, 47, 95, 142, 203, 926
INVAR-3, Run: 057, F, 209, 0, 351, 1, 0, 1, 0, 46, 0, 0, 1, 71, 93, 168, 372, 46, 32, 14, 46, 93, 139, 168, 652
INVAR-3, Run: 058, F, 0, 0, 175, 0, 0, 0, 51, 0, 1, 244, 0, 62, 102, 210, 489, 51, 34, 16, 51, 102, 153, 261, 551
INVAR-3, Run: 059, F, 0, 0, 184, 0, 0, 0, 48, 0, 1, 220, 0, 68, 96, 117, 614, 48, 33, 14, 48, 96, 144, 165, 682
INVAR-3, Run: 060, F, 0, 0, 181, 0, 0, 0, 49, 0, 1, 228, 0, 66, 98, 157, 643, 49, 31, 17, 49, 98, 147, 206, 709
INVAR-3, Run: 061, F, 249, 0, 371, 1, 0, 1, 0, 51, 0, 0, 1, 61, 103, 290, 454, 51, 29, 22, 51, 103, 154, 290, 764
INVAR-3, Run: 062, F, 0, 0, 169, 0, 0, 0, 53, 0, 1, 260, 0, 58, 106, 160, 327, 53, 29, 23, 53, 106, 159, 213, 385
INVAR-3, Run: 063, F, 273, 0, 383, 1, 0, 1, 0, 54, 0, 0, 1, 55, 109, 497, 1320, 54, 34, 20, 54, 109, 163, 497, 1648
INVAR-3, Run: 064, F, 0, 0, 172, 0, 0, 0, 52, 0, 1, 252, 0, 60, 104, 172, 343, 52, 27, 24, 52, 104, 156, 224, 403
INVAR-3, Run: 065, F, 249, 0, 371, 1, 0, 1, 0, 51, 0, 0, 1, 61, 103, 290, 608, 51, 31, 20, 51, 103, 154, 290, 918
INVAR-3, Run: 066, F, 0, 0, 172, 0, 0, 0, 52, 0, 1, 252, 0, 60, 104, 263, 507, 52, 33, 18, 52, 104, 156, 315, 567
INVAR-3, Run: 067, F, 0, 0, 172, 0, 0, 0, 52, 0, 1, 252, 0, 60, 104, 383, 1046, 52, 27, 24, 52, 104, 156, 435, 1106
INVAR-3, Run: 068, F, 0, 0, 172, 0, 0, 0, 52, 0, 1, 252, 0, 60, 104, 200, 675, 52, 31, 20, 52, 104, 156, 252, 735
INVAR-3, Run: 069, F, 0, 0, 169, 0, 0, 0, 53, 0, 1, 260, 0, 58, 106, 248, 834, 53, 30, 22, 53, 106, 159, 301, 892
INVAR-3, Run: 070, F, 0, 0, 187, 0, 0, 0, 47, 0, 1, 212, 0, 70, 94, 97, 437, 47, 28, 18, 47, 94, 141, 144, 507
INVAR-3, Run: 071, F, 0, 0, 175, 0, 0, 0, 51, 0, 1, 244, 0, 62, 102, 264, 719, 51, 33, 17, 51, 102, 153, 315, 781
INVAR-3, Run: 072, F, 241, 0, 367, 1, 0, 1, 0, 50, 0, 0, 1, 63, 101, 181, 558, 50, 35, 15, 50, 101, 151, 181, 862
INVAR-3, Run: 073, F, 273, 0, 383, 1, 0, 1, 0, 54, 0, 0, 1, 55, 109, 233, 556, 54, 35, 19, 54, 109, 163, 233, 884
INVAR-3, Run: 074, F, 265, 0, 379, 1, 0, 1, 0, 53, 0, 0, 1, 57, 107, 301, 580, 53, 35, 18, 53, 107, 160, 301, 902
INVAR-3, Run: 075, F, 0, 0, 172, 0, 0, 0, 52, 0, 1, 252, 0, 60, 104, 218, 683, 52, 31, 20, 52, 104, 156, 270, 743
INVAR-3, Run: 076, F, 0, 0, 178, 0, 0, 0, 50, 0, 1, 236, 0, 64, 100, 184, 566, 50, 37, 12, 50, 100, 150, 234, 630
INVAR-3, Run: 077, F, 0, 0, 181, 0, 0, 0, 49, 0, 1, 228, 0, 66, 98, 193, 445, 49, 36, 12, 49, 98, 147, 242, 511
INVAR-3, Run: 078, F, 0, 0, 169, 0, 0, 0, 53, 0, 1, 260, 0, 58, 106, 153, 412, 53, 31, 21, 53, 106, 159, 206, 470
INVAR-3, Run: 079, F, 0, 0, 187, 0, 0, 0, 47, 0, 1, 212, 0, 70, 94, 118, 304, 47, 26, 20, 47, 94, 141, 165, 374
INVAR-3, Run: 080, F, 0, 0, 184, 0, 0, 0, 48, 0, 1, 220, 0, 68, 96, 287, 713, 48, 34, 13, 48, 96, 144, 335, 781
INVAR-3, Run: 081, F, 0, 0, 181, 0, 0, 0, 49, 0, 1, 228, 0, 66, 98, 236, 620, 49, 29, 19, 49, 98, 147, 285, 686
INVAR-3, Run: 082, F, 257, 0, 375, 1, 0, 1, 0, 52, 0, 0, 1, 59, 105, 198, 446, 52, 35, 17, 52, 105, 157, 198, 762
INVAR-3, Run: 083, F, 217, 0, 355, 1, 0, 1, 0, 47, 0, 0, 1, 69, 95, 253, 539, 47, 28, 19, 47, 95, 142, 253, 825
INVAR-3, Run: 084, F, 249, 0, 371, 1, 0, 1, 0, 51, 0, 0, 1, 61, 103, 213, 366, 51, 30, 21, 51, 103, 154, 213, 676
INVAR-3, Run: 085, F, 0, 0, 169, 0, 0, 0, 53, 0, 1, 260, 0, 58, 106, 191, 367, 53, 37, 15, 53, 106, 159, 244, 425
INVAR-3, Run: 086, F, 0, 0, 178, 0, 0, 0, 50, 0, 1, 236, 0, 64, 100, 202, 558, 50, 35, 14, 50, 100, 150, 252, 622
INVAR-3, Run: 087, F, 0, 0, 178, 0, 0, 0, 50, 0, 1, 236, 0, 64, 100, 220, 481, 50, 29, 20, 50, 100, 150, 270, 545
INVAR-3, Run: 088, F, 0, 0, 187, 0, 0, 0, 47, 0, 1, 212, 0, 70, 94, 158, 667, 47, 33, 13, 47, 94, 141, 205, 737
INVAR-3, Run: 089, F, 257, 0, 375, 1, 0, 1, 0, 52, 0, 0, 1, 59, 105, 287, 721, 52, 27, 25, 52, 105, 157, 287, 1037
INVAR-3, Run: 090, F, 265, 0, 379, 1, 0, 1, 0, 53, 0, 0, 1, 57, 107, 411, 1256, 53, 31, 22, 53, 107, 160, 411, 1578
INVAR-3, Run: 091, F, 241, 0, 367, 1, 0, 1, 0, 50, 0, 0, 1, 63, 101, 296, 429, 50, 33, 17, 50, 101, 151, 296, 733
INVAR-3, Run: 092, F, 0, 0, 181, 0, 0, 0, 49, 0, 1, 228, 0, 66, 98, 206, 480, 49, 32, 16, 49, 98, 147, 255, 546
INVAR-3, Run: 093, F, 273, 0, 383, 1, 0, 1, 0, 54, 0, 0, 1, 55, 109, 390, 947, 54, 29, 25, 54, 109, 163, 390, 1275
INVAR-3, Run: 094, F, 249, 0, 371, 1, 0, 1, 0, 51, 0, 0, 1, 61, 103, 291, 561, 51, 24, 27, 51, 103, 154, 291, 871
INVAR-3, Run: 095, F, 0, 0, 181, 0, 0, 0, 49, 0, 1, 228, 0, 66, 98, 133, 335, 49, 27, 21, 49, 98, 147, 182, 401
INVAR-3, Run: 096, F, 233, 0, 363, 1, 0, 1, 0, 49, 0, 0, 1, 65, 99, 235, 812, 49, 32, 17, 49, 99, 148, 235, 1110
INVAR-3, Run: 097, F, 249, 0, 371, 1, 0, 1, 0, 51, 0, 0, 1, 61, 103, 254, 572, 51, 29, 22, 51, 103, 154, 254, 882
INVAR-3, Run: 098, F, 241, 0, 367, 1, 0, 1, 0, 50, 0, 0, 1, 63, 101, 334, 907, 50, 28, 22, 50, 101, 151, 334, 1211
INVAR-3, Run: 099, F, 0, 0, 166, 0, 0, 0, 54, 0, 1, 268, 0, 56, 108, 271, 638, 54, 33, 20, 54, 108, 162, 325, 694
INVAR-3, Run: 100, F, 241, 0, 367, 1, 0, 1, 0, 50, 0, 0, 1, 63, 101, 274, 474, 50, 31, 19, 50, 101, 151, 274, 778
INVAR-4, Run: 001, F, 62, 0, 90, 1, 0, 1, 0, 12, 0, 0, 1, 14, 25, 51, 226, 12, 9, 3, 12, 25, 37, 51, 302
INVAR-4, Run: 002, F, 0, 0, 36, 0, 0, 0, 14, 0, 1, 73, 0, 11, 28, 28, 82, 14, 10, 3, 14, 28, 42, 42, 93
INVAR-4, Run: 003, F, 0, 0, 39, 0, 0, 0, 13, 0, 1, 65, 0, 13, 26, 20, 114, 13, 9, 3, 13, 26, 39, 33, 127
INVAR-4, Run: 004, F, 0, 0, 42, 0, 0, 0, 12, 0, 1, 57, 0, 15, 24, 12, 69, 12, 10, 1, 12, 24, 36, 24, 84
INVAR-4, Run: 005, F, 0, 0, 42, 0, 0, 0, 12, 0, 1, 57, 0, 15, 24, 26, 43, 12, 6, 5, 12, 24, 36, 38, 58
INVAR-4, Run: 006, F, 0, 0, 42, 0, 0, 0, 12, 0, 1, 57, 0, 15, 24, 16, 65, 12, 6, 5, 12, 24, 36, 28, 80
INVAR-4, Run: 007, F, 0, 0, 39, 0, 0, 0, 13, 0, 1, 65, 0, 13, 26, 11, 58, 13, 9, 3, 13, 26, 39, 24, 71
INVAR-4, Run: 008, F, 0, 0, 42, 0, 0, 0, 12, 0, 1, 57, 0, 15, 24, 19, 57, 12, 7, 4, 12, 24, 36, 31, 72
INVAR-4, Run: 009, F, 62, 0, 90, 1, 0, 1, 0, 12, 0, 0, 1, 14, 25, 20, 38, 12, 5, 7, 12, 25, 37, 20, 114
INVAR-4, Run: 010, F, 54, 0, 86, 1, 0, 1, 0, 11, 0, 0, 1, 16, 23, 21, 115, 11, 8, 3, 11, 23, 34, 21, 185
INVAR-4, Run: 011, F, 70, 0, 94, 1, 0, 1, 0, 13, 0, 0, 1, 12, 27, 20, 49, 13, 11, 2, 13, 27, 40, 20, 131
INVAR-4, Run: 012, F, 62, 0, 90, 1, 0, 1, 0, 12, 0, 0, 1, 14, 25, 69, 285, 12, 10, 2, 12, 25, 37, 69, 361
INVAR-4, Run: 013, F, 0, 0, 42, 0, 0, 0, 12, 0, 1, 57, 0, 15, 24, 18, 60, 12, 11, 0, 12, 24, 36, 30, 75
INVAR-4, Run: 014, F, 70, 0, 94, 1, 0, 1, 0, 13, 0, 0, 1, 12, 27, 30, 62, 13, 8, 5, 13, 27, 40, 30, 144
INVAR-4, Run: 015, F, 0, 0, 39, 0, 0, 0, 13, 0, 1, 65, 0, 13, 26, 20, 85, 13, 7, 5, 13, 26, 39, 33, 98
INVAR-4, Run: 016, F, 54, 0, 86, 1, 0, 1, 0, 11, 0, 0, 1, 16, 23, 29, 85, 11, 7, 4, 11, 23, 34, 29, 155
INVAR-4, Run: 017, F, 54, 0, 86, 1, 0, 1, 0, 11, 0, 0, 1, 16, 23, 20, 97, 11, 8, 3, 11, 23, 34, 20, 167
INVAR-4, Run: 018, F, 54, 0, 86, 1, 0, 1, 0, 11, 0, 0, 1, 16, 23, 27, 74, 11, 3, 8, 11, 23, 34, 27, 144
INVAR-4, Run: 019, F, 0, 0, 45, 0, 0, 0, 11, 0, 1, 49, 0, 17, 22, 12, 36, 11, 7, 3, 11, 22, 33, 23, 53
INVAR-4, Run: 020, F, 70, 0, 94, 1, 0, 1, 0, 13, 0, 0, 1, 12, 27, 52, 161, 13, 10, 3, 13, 27, 40, 52, 243
INVAR-4, Run: 021, F, 78, 0, 98, 1, 0, 1, 0, 14, 0, 0, 1, 10, 29, 48, 94, 14, 9, 5, 14, 29, 43, 48, 182
INVAR-4, Run: 022, F, 0, 0, 42, 0, 0, 0, 12, 0, 1, 57, 0, 15, 24, 28, 77, 12, 10, 1, 12, 24, 36, 40, 92
INVAR-4, Run: 023, F, 46, 0, 82, 1, 0, 1, 0, 10, 0, 0, 1, 18, 21, 10, 16, 10, 7, 3, 10, 21, 31, 10, 80
INVAR-4, Run: 024, F, 62, 0, 90, 1, 0, 1, 0, 12, 0, 0, 1, 14, 25, 29, 116, 12, 10, 2, 12, 25, 37, 29, 192
INVAR-4, Run: 025, F, 70, 0, 94, 1, 0, 1, 0, 13, 0, 0, 1, 12, 27, 34, 84, 13, 7, 6, 13, 27, 40, 34, 166
INVAR-4, Run: 026, F, 0, 0, 33, 0, 0, 0, 15, 0, 1, 81, 0, 9, 30, 20, 38, 15, 11, 3, 15, 30, 45, 35, 47
INVAR-4, Run: 027, F, 62, 0, 90, 1, 0, 1, 0, 12, 0, 0, 1, 14, 25, 27, 80, 12, 5, 7, 12, 25, 37, 27, 156
INVAR-4, Run: 028, F, 70, 0, 94, 1, 0, 1, 0, 13, 0, 0, 1, 12, 27, 78, 233, 13, 7, 6, 13, 27, 40, 78, 315
INVAR-4, Run: 029, F, 70, 0, 94, 1, 0, 1, 0, 13, 0, 0, 1, 12, 27, 23, 23, 13, 9, 4, 13, 27, 40, 23, 105
INVAR-4, Run: 030, F, 0, 0, 39, 0, 0, 0, 13, 0, 1, 65, 0, 13, 26, 22, 57, 13, 9, 3, 13, 26, 39, 35, 70
INVAR-4, Run: 031, F, 0, 0, 48, 0, 0, 0, 10, 0, 1, 41, 0, 19, 20, 5, 67, 10, 5, 4, 10, 20, 30, 15, 86
INVAR-4, Run: 032, F, 0, 0, 42, 0, 0, 0, 12, 0, 1, 57, 0, 15, 24, 17, 47, 12, 6, 5, 12, 24, 36, 29, 62
INVAR-4, Run: 033, F, 62, 0, 90, 1, 0, 1, 0, 12, 0, 0, 1, 14, 25, 23, 38, 12, 5, 7, 12, 25, 37, 23, 114
INVAR-4, Run: 034, F, 78, 0, 98, 1, 0, 1, 0, 14, 0, 0, 1, 10, 29, 58, 212, 14, 9, 5, 14, 29, 43, 58, 300
INVAR-4, Run: 035, F, 46, 0, 82, 1, 0, 1, 0, 10, 0, 0, 1, 18, 21, 22, 86, 10, 6, 4, 10, 21, 31, 22, 150
INVAR-4, Run: 036, F, 0, 0, 45, 0, 0, 0, 11, 0, 1, 49, 0, 17, 22, 8, 40, 11, 7, 3, 11, 22, 33, 19, 57
INVAR-4, Run: 037, F, 0, 0, 42, 0, 0, 0, 12, 0, 1, 57, 0, 15, 24, 12, 98, 12, 7, 4, 12, 24, 36, 24, 113
INVAR-4, Run: 038, F, 0, 0, 42, 0, 0, 0, 12, 0, 1, 57, 0, 15, 24, 7, 33, 12, 7, 4, 12, 24, 36, 19, 48
INVAR-4, Run: 039, F, 0, 0, 45, 0, 0, 0, 11, 0, 1, 49, 0, 17, 22, 13, 38, 11, 6, 4, 11, 22, 33, 24, 55
INVAR-4, Run: 040, F, 46, 0, 82, 1, 0, 1, 0, 10, 0, 0, 1, 18, 21, 9, 31, 10, 9, 1, 10, 21, 31, 9, 95
INVAR-4, Run: 041, F, 0, 0, 42, 0, 0, 0, 12, 0, 1, 57, 0, 15, 24, 18, 31, 12, 6, 5, 12, 24, 36, 30, 46
INVAR-4, Run: 042, F, 62, 0, 90, 1, 0, 1, 0, 12, 0, 0, 1, 14, 25, 30, 58, 12, 9, 3, 12, 25, 37, 30, 134
INVAR-4, Run: 043, F, 62, 0, 90, 1, 0, 1, 0, 12, 0, 0, 1, 14, 25, 28, 83, 12, 11, 1, 12, 25, 37, 28, 159
INVAR-4, Run: 044, F, 62, 0, 90, 1, 0, 1, 0, 12, 0, 0, 1, 14, 25, 41, 78, 12, 11, 1, 12, 25, 37, 41, 154
INVAR-4, Run: 045, F, 54, 0, 86, 1, 0, 1, 0, 11, 0, 0, 1, 16, 23, 58, 207, 11, 7, 4, 11, 23, 34, 58, 277
INVAR-4, Run: 046, F, 0, 0, 51, 0, 0, 0, 9, 0, 1, 33, 0, 21, 18, 3, 32, 9, 5, 3, 9, 18, 27, 12, 53
INVAR-4, Run: 047, F, 70, 0, 94, 1, 0, 1, 0, 13, 0, 0, 1, 12, 27, 37, 67, 13, 5, 8, 13, 27, 40, 37, 149
INVAR-4, Run: 048, F, 70, 0, 94, 1, 0, 1, 0, 13, 0, 0, 1, 12, 27, 32, 73, 13, 6, 7, 13, 27, 40, 32, 155
INVAR-4, Run: 049, F, 0, 0, 39, 0, 0, 0, 13, 0, 1, 65, 0, 13, 26, 17, 103, 13, 6, 6, 13, 26, 39, 30, 116
INVAR-4, Run: 050, F, 54, 0, 86, 1, 0, 1, 0, 11, 0, 0, 1, 16, 23, 23, 89, 11, 7, 4, 11, 23, 34, 23, 159
INVAR-4, Run: 051, F, 70, 0, 94, 1, 0, 1, 0, 13, 0, 0, 1, 12, 27, 17, 43, 13, 9, 4, 13, 27, 40, 17, 125
INVAR-4, Run: 052, F, 0, 0, 39, 0, 0, 0, 13, 0, 1, 65, 0, 13, 26, 25, 68, 13, 6, 6, 13, 26, 39, 38, 81
INVAR-4, Run: 053, F, 54, 0, 86, 1, 0, 1, 0, 11, 0, 0, 1, 16, 23, 24, 85, 11, 8, 3, 11, 23, 34, 24, 155
INVAR-4, Run: 054, F, 70, 0, 94, 1, 0, 1, 0, 13, 0, 0, 1, 12, 27, 22, 92, 13, 10, 3, 13, 27, 40, 22, 174
INVAR-4, Run: 055, F, 0, 0, 42, 0, 0, 0, 12, 0, 1, 57, 0, 15, 24, 19, 92, 12, 7, 4, 12, 24, 36, 31, 107
INVAR-4, Run: 056, F, 70, 0, 94, 1, 0, 1, 0, 13, 0, 0, 1, 12, 27, 46, 133, 13, 11, 2, 13, 27, 40, 46, 215
INVAR-4, Run: 057, F, 0, 0, 36, 0, 0, 0, 14, 0, 1, 73, 0, 11, 28, 27, 133, 14, 10, 3, 14, 28, 42, 41, 144
INVAR-4, Run: 058, F, 78, 0, 98, 1, 0, 1, 0, 14, 0, 0, 1, 10, 29, 45, 117, 14, 11, 3, 14, 29, 43, 45, 205
INVAR-4, Run: 059, F, 0, 0, 42, 0, 0, 0, 12, 0, 1, 57, 0, 15, 24, 16, 49, 12, 6, 5, 12, 24, 36, 28, 64
INVAR-4, Run: 060, F, 70, 0, 94, 1, 0, 1, 0, 13, 0, 0, 1, 12, 27, 23, 39, 13, 7, 6, 13, 27, 40, 23, 121
INVAR-4, Run: 061, F, 86, 0, 102, 1, 0, 1, 0, 15, 0, 0, 1, 8, 31, 37, 50, 15, 10, 5, 15, 31, 46, 37, 144
INVAR-4, Run: 062, F, 0, 0, 45, 0, 0, 0, 11, 0, 1, 49, 0, 17, 22, 10, 43, 11, 6, 4, 11, 22, 33, 21, 60
INVAR-4, Run: 063, F, 78, 0, 98, 1, 0, 1, 0, 14, 0, 0, 1, 10, 29, 39, 121, 14, 10, 4, 14, 29, 43, 39, 209
INVAR-4, Run: 064, F, 62, 0, 90, 1, 0, 1, 0, 12, 0, 0, 1, 14, 25, 33, 91, 12, 10, 2, 12, 25, 37, 33, 167
INVAR-4, Run: 065, F, 46, 0, 82, 1, 0, 1, 0, 10, 0, 0, 1, 18, 21, 11, 36, 10, 7, 3, 10, 21, 31, 11, 100
INVAR-4, Run: 066, F, 62, 0, 90, 1, 0, 1, 0, 12, 0, 0, 1, 14, 25, 22, 62, 12, 9, 3, 12, 25, 37, 22, 138
INVAR-4, Run: 067, F, 0, 0, 39, 0, 0, 0, 13, 0, 1, 65, 0, 13, 26, 30, 54, 13, 9, 3, 13, 26, 39, 43, 67
INVAR-4, Run: 068, F, 0, 0, 48, 0, 0, 0, 10, 0, 1, 41, 0, 19, 20, 15, 58, 10, 7, 2, 10, 20, 30, 25, 77
INVAR-4, Run: 069, F, 46, 0, 82, 1, 0, 1, 0, 10, 0, 0, 1, 18, 21, 4, 36, 10, 8, 2, 10, 21, 31, 4, 100
INVAR-4, Run: 070, F, 0, 0, 42, 0, 0, 0, 12, 0, 1, 57, 0, 15, 24, 19, 44, 12, 8, 3, 12, 24, 36, 31, 59
INVAR-4, Run: 071, F, 78, 0, 98, 1, 0, 1, 0, 14, 0, 0, 1, 10, 29, 35, 51, 14, 6, 8, 14, 29, 43, 35, 139
INVAR-4, Run: 072, F, 0, 0, 39, 0, 0, 0, 13, 0, 1, 65, 0, 13, 26, 26, 82, 13, 8, 4, 13, 26, 39, 39, 95
INVAR-4, Run: 073, F, 62, 0, 90, 1, 0, 1, 0, 12, 0, 0, 1, 14, 25, 13, 61, 12, 12, 0, 12, 25, 37, 13, 137
INVAR-4, Run: 074, F, 62, 0, 90, 1, 0, 1, 0, 12, 0, 0, 1, 14, 25, 38, 61, 12, 6, 6, 12, 25, 37, 38, 137
INVAR-4, Run: 075, F, 0, 0, 42, 0, 0, 0, 12, 0, 1, 57, 0, 15, 24, 31, 78, 12, 6, 5, 12, 24, 36, 43, 93
INVAR-4, Run: 076, F, 70, 0, 94, 1, 0, 1, 0, 13, 0, 0, 1, 12, 27, 38, 123, 13, 7, 6, 13, 27, 40, 38, 205
INVAR-4, Run: 077, F, 0, 0, 33, 0, 0, 0, 15, 0, 1, 81, 0, 9, 30, 33, 70, 15, 8, 6, 15, 30, 45, 48, 79
INVAR-4, Run: 078, F, 86, 0, 102, 1, 0, 1, 0, 15, 0, 0, 1, 8, 31, 42, 73, 15, 11, 4, 15, 31, 46, 42, 167
INVAR-4, Run: 079, F, 46, 0, 82, 1, 0, 1, 0, 10, 0, 0, 1, 18, 21, 23, 41, 10, 7, 3, 10, 21, 31, 23, 105
INVAR-4, Run: 080, F, 70, 0, 94, 1, 0, 1, 0, 13, 0, 0, 1, 12, 27, 35, 42, 13, 9, 4, 13, 27, 40, 35, 124
INVAR-4, Run: 081, F, 70, 0, 94, 1, 0, 1, 0, 13, 0, 0, 1, 12, 27, 26, 66, 13, 8, 5, 13, 27, 40, 26, 148
INVAR-4, Run: 082, F, 0, 0, 42, 0, 0, 0, 12, 0, 1, 57, 0, 15, 24, 26, 47, 12, 7, 4, 12, 24, 36, 38, 62
INVAR-4, Run: 083, F, 54, 0, 86, 1, 0, 1, 0, 11, 0, 0, 1, 16, 23, 19, 49, 11, 7, 4, 11, 23, 34, 19, 119
INVAR-4, Run: 084, F, 0, 0, 42, 0, 0, 0, 12, 0, 1, 57, 0, 15, 24, 23, 84, 12, 4, 7, 12, 24, 36, 35, 99
INVAR-4, Run: 085, F, 0, 0, 48, 0, 0, 0, 10, 0, 1, 41, 0, 19, 20, 15, 53, 10, 6, 3, 10, 20, 30, 25, 72
INVAR-4, Run: 086, F, 0, 0, 39, 0, 0, 0, 13, 0, 1, 65, 0, 13, 26, 15, 49, 13, 6, 6, 13, 26, 39, 28, 62
INVAR-4, Run: 087, F, 0, 0, 36, 0, 0, 0, 14, 0, 1, 73, 0, 11, 28, 26, 71, 14, 8, 5, 14, 28, 42, 40, 82
INVAR-4, Run: 088, F, 62, 0, 90, 1, 0, 1, 0, 12, 0, 0, 1, 14, 25, 37, 61, 12, 4, 8, 12, 25, 37, 37, 137
INVAR-4, Run: 089, F, 62, 0, 90, 1, 0, 1, 0, 12, 0, 0, 1, 14, 25, 49, 111, 12, 7, 5, 12, 25, 37, 49, 187
INVAR-4, Run: 090, F, 62, 0, 90, 1, 0, 1, 0, 12, 0, 0, 1, 14, 25, 13, 46, 12, 8, 4, 12, 25, 37, 13, 122
INVAR-4, Run: 091, F, 0, 0, 33, 0, 0, 0, 15, 0, 1, 81, 0, 9, 30, 21, 64, 15, 11, 3, 15, 30, 45, 36, 73
INVAR-4, Run: 092, F, 54, 0, 86, 1, 0, 1, 0, 11, 0, 0, 1, 16, 23, 26, 57, 11, 10, 1, 11, 23, 34, 26, 127
