Input Number, Run_Number, Result@ 100, CO, X1, Y, H, M, PO, CE, D, PE, A, B, NEW_REACTION, Reaction1, Reaction10, Reaction11, Reaction2, Reaction3, Reaction4, Reaction5, Reaction6, Reaction7, Reaction8, Reaction9
INVAR-1, Run: 030, F, 0, 0, 15, 0, 0, 0, 7, 0, 1, 38, 0, 4, 14, 4, 37, 7, 3, 3, 7, 14, 21, 11, 41
INVAR-1, Run: 031, F, 27, 0, 41, 1, 0, 1, 0, 5, 0, 0, 1, 7, 11, 7, 14, 5, 2, 3, 5, 11, 16, 7, 48
INVAR-1, Run: 032, F, 0, 0, 18, 0, 0, 0, 6, 0, 1, 30, 0, 6, 12, 2, 36, 6, 1, 4, 6, 12, 18, 8, 42
INVAR-1, Run: 033, F, 19, 0, 37, 1, 0, 1, 0, 4, 0, 0, 1, 9, 9, 6, 30, 4, 1, 3, 4, 9, 13, 6, 58
INVAR-1, Run: 034, F, 0, 0, 15, 0, 0, 0, 7, 0, 1, 38, 0, 4, 14, 7, 33, 7, 4, 2, 7, 14, 21, 14, 37
INVAR-1, Run: 035, F, 27, 0, 41, 1, 0, 1, 0, 5, 0, 0, 1, 7, 11, 5, 19, 5, 5, 0, 5, 11, 16, 5, 53
INVAR-1, Run: 036, F, 27, 0, 41, 1, 0, 1, 0, 5, 0, 0, 1, 7, 11, 9, 12, 5, 4, 1, 5, 11, 16, 9, 46
INVAR-1, Run: 037, F, 35, 0, 45, 1, 0, 1, 0, 6, 0, 0, 1, 5, 13, 21, 69, 6, 5, 1, 6, 13, 19, 21, 109
INVAR-1, Run: 038, F, 0, 0, 15, 0, 0, 0, 7, 0, 1, 38, 0, 4, 14, 6, 21, 7, 5, 1, 7, 14, 21, 13, 25
INVAR-1, Run: 039, F, 35, 0, 45, 1, 0, 1, 0, 6, 0, 0, 1, 5, 13, 6, 19, 6, 4, 2, 6, 13, 19, 6, 59
INVAR-1, Run: 040, F, 43, 0, 49, 1, 0, 1, 0, 7, 0, 0, 1, 3, 15, 20, 31, 7, 3, 4, 7, 15, 22, 20, 77
INVAR-1, Run: 041, F, 0, 0, 18, 0, 0, 0, 6, 0, 1, 30, 0, 6, 12, 8, 14, 6, 2, 3, 6, 12, 18, 14, 20
INVAR-1, Run: 042, F, 35, 0, 45, 1, 0, 1, 0, 6, 0, 0, 1, 5, 13, 16, 54, 6, 4, 2, 6, 13, 19, 16, 94
INVAR-1, Run: 043, F, 35, 0, 45, 1, 0, 1, 0, 6, 0, 0, 1, 5, 13, 6, 2, 6, 2, 4, 6, 13, 19, 6, 42
INVAR-1, Run: 044, F, 0, 0, 15, 0, 0, 0, 7, 0, 1, 38, 0, 4, 14, 12, 30, 7, 4, 2, 7, 14, 21, 19, 34
INVAR-1, Run: 045, F, 19, 0, 37, 1, 0, 1, 0, 4, 0, 0, 1, 9, 9, 2, 5, 4, 3, 1, 4, 9, 13, 2, 33
INVAR-1, Run: 046, F, 27, 0, 41, 1, 0, 1, 0, 5, 0, 0, 1, 7, 11, 20, 75, 5, 5, 0, 5, 11, 16, 20, 109
INVAR-1, Run: 047, F, 0, 0, 15, 0, 0, 0, 7, 0, 1, 38, 0, 4, 14, 5, 18, 7, 5, 1, 7, 14, 21, 12, 22
INVAR-1, Run: 048, F, 35, 0, 45, 1, 0, 1, 0, 6, 0, 0, 1, 5, 13, 18, 58, 6, 2, 4, 6, 13, 19, 18, 98
INVAR-1, Run: 049, F, 0, 0, 18, 0, 0, 0, 6, 0, 1, 30, 0, 6, 12, 6, 46, 6, 3, 2, 6, 12, 18, 12, 52
INVAR-1, Run: 050, F, 0, 0, 12, 0, 0, 0, 8, 0, 1, 46, 0, 2, 16, 11, 45, 8, 3, 4, 8, 16, 24, 19, 47
INVAR-1, Run: 051, F, 0, 0, 15, 0, 0, 0, 7, 0, 1, 38, 0, 4, 14, 9, 36, 7, 6, 0, 7, 14, 21, 16, 40
INVAR-1, Run: 052, F, 0, 0, 18, 0, 0, 0, 6, 0, 1, 30, 0, 6, 12, 4, 21, 6, 3, 2, 6, 12, 18, 10, 27
INVAR-1, Run: 053, F, 35, 0, 45, 1, 0, 1, 0, 6, 0, 0, 1, 5, 13, 13, 20, 6, 3, 3, 6, 13, 19, 13, 60
INVAR-1, Run: 054, F, 35, 0, 45, 1, 0, 1, 0, 6, 0, 0, 1, 5, 13, 13, 26, 6, 4, 2, 6, 13, 19, 13, 66
INVAR-1, Run: 055, F, 0, 0, 18, 0, 0, 0, 6, 0, 1, 30, 0, 6, 12, 3, 12, 6, 3, 2, 6, 12, 18, 9, 18
INVAR-1, Run: 056, F, 0, 0, 18, 0, 0, 0, 6, 0, 1, 30, 0, 6, 12, 4, 14, 6, 3, 2, 6, 12, 18, 10, 20
INVAR-1, Run: 057, F, 35, 0, 45, 1, 0, 1, 0, 6, 0, 0, 1, 5, 13, 33, 76, 6, 3, 3, 6, 13, 19, 33, 116
INVAR-1, Run: 058, F, 0, 0, 18, 0, 0, 0, 6, 0, 1, 30, 0, 6, 12, 9, 64, 6, 3, 2, 6, 12, 18, 15, 70
INVAR-1, Run: 059, F, 35, 0, 45, 1, 0, 1, 0, 6, 0, 0, 1, 5, 13, 13, 14, 6, 3, 3, 6, 13, 19, 13, 54
INVAR-1, Run: 060, F, 35, 0, 45, 1, 0, 1, 0, 6, 0, 0, 1, 5, 13, 5, 12, 6, 3, 3, 6, 13, 19, 5, 52
INVAR-1, Run: 061, F, 0, 0, 12, 0, 0, 0, 8, 0, 1, 46, 0, 2, 16, 8, 22, 8, 6, 1, 8, 16, 24, 16, 24
INVAR-1, Run: 062, F, 35, 0, 45, 1, 0, 1, 0, 6, 0, 0, 1, 5, 13, 6, 23, 6, 5, 1, 6, 13, 19, 6, 63
INVAR-1, Run: 063, F, 0, 0, 21, 0, 0, 0, 5, 0, 1, 22, 0, 8, 10, 8, 60, 5, 3, 1, 5, 10, 15, 13, 68
INVAR-1, Run: 064, F, 19, 0, 37, 1, 0, 1, 0, 4, 0, 0, 1, 9, 9, 2, 16, 4, 3, 1, 4, 9, 13, 2, 44
INVAR-1, Run: 065, F, 35, 0, 45, 1, 0, 1, 0, 6, 0, 0, 1, 5, 13, 17, 40, 6, 2, 4, 6, 13, 19, 17, 80
INVAR-1, Run: 066, F, 35, 0, 45, 1, 0, 1, 0, 6, 0, 0, 1, 5, 13, 6, 20, 6, 6, 0, 6, 13, 19, 6, 60
INVAR-1, Run: 067, F, 0, 0, 15, 0, 0, 0, 7, 0, 1, 38, 0, 4, 14, 9, 26, 7, 5, 1, 7, 14, 21, 16, 30
INVAR-1, Run: 068, F, 0, 0, 12, 0, 0, 0, 8, 0, 1, 46, 0, 2, 16, 6, 21, 8, 0, 7, 8, 16, 24, 14, 23
INVAR-1, Run: 069, F, 43, 0, 49, 1, 0, 1, 0, 7, 0, 0, 1, 3, 15, 11, 31, 7, 6, 1, 7, 15, 22, 11, 77
INVAR-1, Run: 070, F, 35, 0, 45, 1, 0, 1, 0, 6, 0, 0, 1, 5, 13, 8, 25, 6, 4, 2, 6, 13, 19, 8, 65
INVAR-1, Run: 071, F, 27, 0, 41, 1, 0, 1, 0, 5, 0, 0, 1, 7, 11, 4, 11, 5, 4, 1, 5, 11, 16, 4, 45
INVAR-1, Run: 072, F, 0, 0, 18, 0, 0, 0, 6, 0, 1, 30, 0, 6, 12, 11, 32, 6, 3, 2, 6, 12, 18, 17, 38
INVAR-1, Run: 073, F, 35, 0, 45, 1, 0, 1, 0, 6, 0, 0, 1, 5, 13, 14, 55, 6, 5, 1, 6, 13, 19, 14, 95
INVAR-1, Run: 074, F, 27, 0, 41, 1, 0, 1, 0, 5, 0, 0, 1, 7, 11, 7, 16, 5, 2, 3, 5, 11, 16, 7, 50
INVAR-1, Run: 075, F, 35, 0, 45, 1, 0, 1, 0, 6, 0, 0, 1, 5, 13, 11, 30, 6, 4, 2, 6, 13, 19, 11, 70
INVAR-1, Run: 076, F, 0, 0, 18, 0, 0, 0, 6, 0, 1, 30, 0, 6, 12, 1, 9, 6, 3, 2, 6, 12, 18, 7, 15
INVAR-1, Run: 077, F, 35, 0, 45, 1, 0, 1, 0, 6, 0, 0, 1, 5, 13, 12, 25, 6, 3, 3, 6, 13, 19, 12, 65
INVAR-1, Run: 078, F, 0, 0, 12, 0, 0, 0, 8, 0, 1, 46, 0, 2, 16, 8, 53, 8, 6, 1, 8, 16, 24, 16, 55
INVAR-1, Run: 079, F, 0, 0, 18, 0, 0, 0, 6, 0, 1, 30, 0, 6, 12, 6, 7, 6, 4, 1, 6, 12, 18, 12, 13
INVAR-1, Run: 080, F, 0, 0, 15, 0, 0, 0, 7, 0, 1, 38, 0, 4, 14, 4, 10, 7, 4, 2, 7, 14, 21, 11, 14
INVAR-1, Run: 081, F, 0, 0, 18, 0, 0, 0, 6, 0, 1, 30, 0, 6, 12, 5, 34, 6, 3, 2, 6, 12, 18, 11, 40
INVAR-1, Run: 082, F, 0, 0, 15, 0, 0, 0, 7, 0, 1, 38, 0, 4, 14, 6, 30, 7, 6, 0, 7, 14, 21, 13, 34
INVAR-1, Run: 083, F, 27, 0, 41, 1, 0, 1, 0, 5, 0, 0, 1, 7, 11, 9, 15, 5, 3, 2, 5, 11, 16, 9, 49
INVAR-1, Run: 084, F, 35, 0, 45, 1, 0, 1, 0, 6, 0, 0, 1, 5, 13, 8, 30, 6, 5, 1, 6, 13, 19, 8, 70
INVAR-1, Run: 085, F, 27, 0, 41, 1, 0, 1, 0, 5, 0, 0, 1, 7, 11, 10, 20, 5, 4, 1, 5, 11, 16, 10, 54
INVAR-1, Run: 086, F, 43, 0, 49, 1, 0, 1, 0, 7, 0, 0, 1, 3, 15, 13, 28, 7, 3, 4, 7, 15, 22, 13, 74
INVAR-1, Run: 087, F, 43, 0, 49, 1, 0, 1, 0, 7, 0, 0, 1, 3, 15, 14, 13, 7, 4, 3, 7, 15, 22, 14, 59
INVAR-1, Run: 088, F, 0, 0, 18, 0, 0, 0, 6, 0, 1, 30, 0, 6, 12, 8, 29, 6, 3, 2, 6, 12, 18, 14, 35
INVAR-1, Run: 089, F, 0, 0, 21, 0, 0, 0, 5, 0, 1, 22, 0, 8, 10, 3, 13, 5, 4, 0, 5, 10, 15, 8, 21
INVAR-1, Run: 090, F, 35, 0, 45, 1, 0, 1, 0, 6, 0, 0, 1, 5, 13, 10, 17, 6, 5, 1, 6, 13, 19, 10, 57
INVAR-1, Run: 091, F, 27, 0, 41, 1, 0, 1, 0, 5, 0, 0, 1, 7, 11, 4, 2, 5, 4, 1, 5, 11, 16, 4, 36
INVAR-1, Run: 092, F, 27, 0, 41, 1, 0, 1, 0, 5, 0, 0, 1, 7, 11, 15, 30, 5, 2, 3, 5, 11, 16, 15, 64
INVAR-1, Run: 093, F, 35, 0, 45, 1, 0, 1, 0, 6, 0, 0, 1, 5, 13, 9, 20, 6, 4, 2, 6, 13, 19, 9, 60
INVAR-1, Run: 094, F, 27, 0, 41, 1, 0, 1, 0, 5, 0, 0, 1, 7, 11, 11, 46, 5, 5, 0, 5, 11, 16, 11, 80
INVAR-1, Run: 095, F, 43, 0, 49, 1, 0, 1, 0, 7, 0, 0, 1, 3, 15, 30, 63, 7, 5, 2, 7, 15, 22, 30, 109
INVAR-1, Run: 096, F, 0, 0, 15, 0, 0, 0, 7, 0, 1, 38, 0, 4, 14, 20, 116, 7, 2, 4, 7, 14, 21, 27, 120
INVAR-1, Run: 097, F, 0, 0, 15, 0, 0, 0, 7, 0, 1, 38, 0, 4, 14, 8, 34, 7, 1, 5, 7, 14, 21, 15, 38
INVAR-1, Run: 098, F, 0, 0, 15, 0, 0, 0, 7, 0, 1, 38, 0, 4, 14, 4, 21, 7, 4, 2, 7, 14, 21, 11, 25
INVAR-1, Run: 099, F, 0, 0, 21, 0, 0, 0, 5, 0, 1, 22, 0, 8, 10, 1, 17, 5, 3, 1, 5, 10, 15, 6, 25
INVAR-1, Run: 100, F, 35, 0, 45, 1, 0, 1, 0, 6, 0, 0, 1, 5, 13, 15, 49, 6, 2, 4, 6, 13, 19, 15, 89
INVAR-10, Run: 001, F, 285, 0, 443, 1, 0, 1, 0, 60, 0, 0, 1, 79, 121, 317, 660, 60, 40, 20, 60, 121, 181, 317, 1024
INVAR-10, Run: 002, F, 0, 0, 229, 0, 0, 0, 57, 0, 1, 256, 0, 86, 114, 158, 518, 57, 32, 24, 57, 114, 171, 215, 604
INVAR-10, Run: 003, F, 0, 0, 208, 0, 0, 0, 64, 0, 1, 312, 0, 72, 128, 427, 1228, 64, 31, 32, 64, 128, 192, 491, 1300
INVAR-10, Run: 004, F, 285, 0, 443, 1, 0, 1, 0, 60, 0, 0, 1, 79, 121, 418, 820, 60, 29, 31, 60, 121, 181, 418, 1184
INVAR-10, Run: 005, F, 261, 0, 431, 1, 0, 1, 0, 57, 0, 0, 1, 85, 115, 244, 562, 57, 30, 27, 57, 115, 172, 244, 908
INVAR-10, Run: 006, F, 309, 0, 455, 1, 0, 1, 0, 63, 0, 0, 1, 73, 127, 369, 757, 63, 35, 28, 63, 127, 190, 369, 1139
INVAR-10, Run: 007, F, 341, 0, 471, 1, 0, 1, 0, 67, 0, 0, 1, 65, 135, 521, 938, 67, 44, 23, 67, 135, 202, 521, 1344
INVAR-10, Run: 008, F, 261, 0, 431, 1, 0, 1, 0, 57, 0, 0, 1, 85, 115, 243, 621, 57, 39, 18, 57, 115, 172, 243, 967
INVAR-10, Run: 009, F, 325, 0, 463, 1, 0, 1, 0, 65, 0, 0, 1, 69, 131, 409, 804, 65, 41, 24, 65, 131, 196, 409, 1198
INVAR-10, Run: 010, F, 0, 0, 211, 0, 0, 0, 63, 0, 1, 304, 0, 74, 126, 258, 650, 63, 42, 20, 63, 126, 189, 321, 724
INVAR-10, Run: 011, F, 0, 0, 226, 0, 0, 0, 58, 0, 1, 264, 0, 84, 116, 203, 537, 58, 33, 24, 58, 116, 174, 261, 621
INVAR-10, Run: 012, F, 309, 0, 455, 1, 0, 1, 0, 63, 0, 0, 1, 73, 127, 444, 959, 63, 45, 18, 63, 127, 190, 444, 1341
INVAR-10, Run: 013, F, 0, 0, 205, 0, 0, 0, 65, 0, 1, 320, 0, 70, 130, 358, 836, 65, 37, 27, 65, 130, 195, 423, 906
INVAR-10, Run: 014, F, 0, 0, 223, 0, 0, 0, 59, 0, 1, 272, 0, 82, 118, 267, 869, 59, 39, 19, 59, 118, 177, 326, 951
INVAR-10, Run: 015, F, 0, 0, 211, 0, 0, 0, 63, 0, 1, 304, 0, 74, 126, 401, 1067, 63, 36, 26, 63, 126, 189, 464, 1141
INVAR-10, Run: 016, F, 0, 0, 217, 0, 0, 0, 61, 0, 1, 288, 0, 78, 122, 257, 961, 61, 34, 26, 61, 122, 183, 318, 1039
INVAR-10, Run: 017, F, 317, 0, 459, 1, 0, 1, 0, 64, 0, 0, 1, 71, 129, 344, 521, 64, 33, 31, 64, 129, 193, 344, 909
INVAR-10, Run: 018, F, 253, 0, 427, 1, 0, 1, 0, 56, 0, 0, 1, 87, 113, 210, 776, 56, 39, 17, 56, 113, 169, 210, 1116
INVAR-10, Run: 019, F, 285, 0, 443, 1, 0, 1, 0, 60, 0, 0, 1, 79, 121, 289, 822, 60, 36, 24, 60, 121, 181, 289, 1186
INVAR-10, Run: 020, F, 261, 0, 431, 1, 0, 1, 0, 57, 0, 0, 1, 85, 115, 221, 421, 57, 37, 20, 57, 115, 172, 221, 767
INVAR-10, Run: 021, F, 0, 0, 214, 0, 0, 0, 62, 0, 1, 296, 0, 76, 124, 306, 561, 62, 38, 23, 62, 124, 186, 368, 637
INVAR-10, Run: 022, F, 309, 0, 455, 1, 0, 1, 0, 63, 0, 0, 1, 73, 127, 533, 1499, 63, 32, 31, 63, 127, 190, 533, 1881
INVAR-10, Run: 023, F, 277, 0, 439, 1, 0, 1, 0, 59, 0, 0, 1, 81, 119, 256, 746, 59, 29, 30, 59, 119, 178, 256, 1104
INVAR-10, Run: 024, F, 277, 0, 439, 1, 0, 1, 0, 59, 0, 0, 1, 81, 119, 341, 781, 59, 34, 25, 59, 119, 178, 341, 1139
INVAR-10, Run: 025, F, 0, 0, 202, 0, 0, 0, 66, 0, 1, 328, 0, 68, 132, 322, 906, 66, 38, 27, 66, 132, 198, 388, 974
INVAR-10, Run: 026, F, 0, 0, 199, 0, 0, 0, 67, 0, 1, 336, 0, 66, 134, 479, 1190, 67, 39, 27, 67, 134, 201, 546, 1256
INVAR-10, Run: 027, F, 0, 0, 220, 0, 0, 0, 60, 0, 1, 280, 0, 80, 120, 205, 516, 60, 40, 19, 60, 120, 180, 265, 596
INVAR-10, Run: 028, F, 0, 0, 220, 0, 0, 0, 60, 0, 1, 280, 0, 80, 120, 268, 702, 60, 37, 22, 60, 120, 180, 328, 782
INVAR-10, Run: 029, F, 253, 0, 427, 1, 0, 1, 0, 56, 0, 0, 1, 87, 113, 142, 317, 56, 39, 17, 56, 113, 169, 142, 657
INVAR-10, Run: 030, F, 0, 0, 217, 0, 0, 0, 61, 0, 1, 288, 0, 78, 122, 222, 653, 61, 40, 20, 61, 122, 183, 283, 731
INVAR-10, Run: 031, F, 0, 0, 199, 0, 0, 0, 67, 0, 1, 336, 0, 66, 134, 356, 818, 67, 42, 24, 67, 134, 201, 423, 884
INVAR-10, Run: 032, F, 277, 0, 439, 1, 0, 1, 0, 59, 0, 0, 1, 81, 119, 222, 651, 59, 45, 14, 59, 119, 178, 222, 1009
INVAR-10, Run: 033, F, 253, 0, 427, 1, 0, 1, 0, 56, 0, 0, 1, 87, 113, 225, 557, 56, 35, 21, 56, 113, 169, 225, 897
INVAR-10, Run: 034, F, 277, 0, 439, 1, 0, 1, 0, 59, 0, 0, 1, 81, 119, 260, 813, 59, 38, 21, 59, 119, 178, 260, 1171
INVAR-10, Run: 035, F, 341, 0, 471, 1, 0, 1, 0, 67, 0, 0, 1, 65, 135, 290, 655, 67, 38, 29, 67, 135, 202, 290, 1061
INVAR-10, Run: 036, F, 0, 0, 238, 0, 0, 0, 54, 0, 1, 232, 0, 92, 108, 181, 451, 54, 31, 22, 54, 108, 162, 235, 543
INVAR-10, Run: 037, F, 0, 0, 211, 0, 0, 0, 63, 0, 1, 304, 0, 74, 126, 323, 739, 63, 30, 32, 63, 126, 189, 386, 813
INVAR-10, Run: 038, F, 0, 0, 226, 0, 0, 0, 58, 0, 1, 264, 0, 84, 116, 278, 807, 58, 34, 23, 58, 116, 174, 336, 891
INVAR-10, Run: 039, F, 301, 0, 451, 1, 0, 1, 0, 62, 0, 0, 1, 75, 125, 329, 886, 62, 42, 20, 62, 125, 187, 329, 1262
INVAR-10, Run: 040, F, 277, 0, 439, 1, 0, 1, 0, 59, 0, 0, 1, 81, 119, 446, 1251, 59, 45, 14, 59, 119, 178, 446, 1609
INVAR-10, Run: 041, F, 0, 0, 199, 0, 0, 0, 67, 0, 1, 336, 0, 66, 134, 418, 1152, 67, 37, 29, 67, 134, 201, 485, 1218
INVAR-10, Run: 042, F, 317, 0, 459, 1, 0, 1, 0, 64, 0, 0, 1, 71, 129, 271, 545, 64, 39, 25, 64, 129, 193, 271, 933
INVAR-10, Run: 043, F, 0, 0, 223, 0, 0, 0, 59, 0, 1, 272, 0, 82, 118, 343, 1062, 59, 36, 22, 59, 118, 177, 402, 1144
INVAR-10, Run: 044, F, 269, 0, 435, 1, 0, 1, 0, 58, 0, 0, 1, 83, 117, 394, 862, 58, 38, 20, 58, 117, 175, 394, 1214
INVAR-10, Run: 045, F, 0, 0, 220, 0, 0, 0, 60, 0, 1, 280, 0, 80, 120, 169, 654, 60, 44, 15, 60, 120, 180, 229, 734
INVAR-10, Run: 046, F, 229, 0, 415, 1, 0, 1, 0, 53, 0, 0, 1, 93, 107, 262, 514, 53, 30, 23, 53, 107, 160, 262, 836
INVAR-10, Run: 047, F, 0, 0, 211, 0, 0, 0, 63, 0, 1, 304, 0, 74, 126, 292, 800, 63, 35, 27, 63, 126, 189, 355, 874
INVAR-10, Run: 048, F, 0, 0, 220, 0, 0, 0, 60, 0, 1, 280, 0, 80, 120, 217, 522, 60, 36, 23, 60, 120, 180, 277, 602
INVAR-10, Run: 049, F, 0, 0, 220, 0, 0, 0, 60, 0, 1, 280, 0, 80, 120, 330, 843, 60, 34, 25, 60, 120, 180, 390, 923
INVAR-10, Run: 050, F, 333, 0, 467, 1, 0, 1, 0, 66, 0, 0, 1, 67, 133, 252, 805, 66, 49, 17, 66, 133, 199, 252, 1205
INVAR-10, Run: 051, F, 293, 0, 447, 1, 0, 1, 0, 61, 0, 0, 1, 77, 123, 355, 1155, 61, 37, 24, 61, 123, 184, 355, 1525
INVAR-10, Run: 052, F, 277, 0, 439, 1, 0, 1, 0, 59, 0, 0, 1, 81, 119, 282, 751, 59, 45, 14, 59, 119, 178, 282, 1109
INVAR-10, Run: 053, F, 293, 0, 447, 1, 0, 1, 0, 61, 0, 0, 1, 77, 123, 389, 1210, 61, 37, 24, 61, 123, 184, 389, 1580
INVAR-10, Run: 054, F, 293, 0, 447, 1, 0, 1, 0, 61, 0, 0, 1, 77, 123, 256, 552, 61, 45, 16, 61, 123, 184, 256, 922
INVAR-10, Run: 055, F, 317, 0, 459, 1, 0, 1, 0, 64, 0, 0, 1, 71, 129, 355, 843, 64, 35, 29, 64, 129, 193, 355, 1231
INVAR-10, Run: 056, F, 0, 0, 217, 0, 0, 0, 61, 0, 1, 288, 0, 78, 122, 271, 661, 61, 28, 32, 61, 122, 183, 332, 739
INVAR-10, Run: 057, F, 301, 0, 451, 1, 0, 1, 0, 62, 0, 0, 1, 75, 125, 267, 840, 62, 42, 20, 62, 125, 187, 267, 1216
INVAR-10, Run: 058, F, 293, 0, 447, 1, 0, 1, 0, 61, 0, 0, 1, 77, 123, 283, 658, 61, 33, 28, 61, 123, 184, 283, 1028
INVAR-10, Run: 059, F, 0, 0, 232, 0, 0, 0, 56, 0, 1, 248, 0, 88, 112, 181, 407, 56, 35, 20, 56, 112, 168, 237, 495
INVAR-10, Run: 060, F, 301, 0, 451, 1, 0, 1, 0, 62, 0, 0, 1, 75, 125, 486, 1507, 62, 35, 27, 62, 125, 187, 486, 1883
INVAR-10, Run: 061, F, 245, 0, 423, 1, 0, 1, 0, 55, 0, 0, 1, 89, 111, 209, 656, 55, 34, 21, 55, 111, 166, 209, 990
INVAR-10, Run: 062, F, 0, 0, 202, 0, 0, 0, 66, 0, 1, 328, 0, 68, 132, 347, 773, 66, 38, 27, 66, 132, 198, 413, 841
INVAR-10, Run: 063, F, 0, 0, 211, 0, 0, 0, 63, 0, 1, 304, 0, 74, 126, 419, 1009, 63, 32, 30, 63, 126, 189, 482, 1083
