Input Number, Run_Number, Result@ 100, V, X, Y
11, Run: 035, P, 124, 0, 0
11, Run: 036, P, 158, 0, 0
11, Run: 037, P, 149, 0, 0
11, Run: 038, P, 134, 0, 0
11, Run: 039, P, 113, 0, 0
11, Run: 040, P, 127, 0, 0
11, Run: 041, P, 109, 0, 0
11, Run: 042, P, 147, 0, 0
11, Run: 043, P, 114, 0, 0
11, Run: 044, P, 110, 0, 0
11, Run: 045, P, 115, 0, 0
11, Run: 046, P, 98, 0, 0
11, Run: 047, P, 115, 0, 0
11, Run: 048, P, 88, 0, 0
11, Run: 049, P, 125, 0, 0
11, Run: 050, P, 121, 0, 0
11, Run: 051, P, 101, 0, 0
11, Run: 052, P, 108, 0, 0
11, Run: 053, P, 141, 0, 0
11, Run: 054, P, 99, 0, 0
11, Run: 055, P, 100, 0, 0
11, Run: 056, P, 133, 0, 0
11, Run: 057, P, 124, 0, 0
11, Run: 058, P, 116, 0, 0
11, Run: 059, P, 141, 0, 0
11, Run: 060, P, 104, 0, 0
11, Run: 061, P, 104, 0, 0
11, Run: 062, P, 115, 0, 0
11, Run: 063, P, 106, 0, 0
11, Run: 064, P, 112, 0, 0
11, Run: 065, P, 132, 0, 0
11, Run: 066, P, 104, 0, 0
11, Run: 067, P, 85, 0, 0
11, Run: 068, P, 113, 0, 0
11, Run: 069, P, 128, 0, 0
11, Run: 070, P, 148, 0, 0
11, Run: 071, P, 122, 0, 0
11, Run: 072, P, 97, 0, 0
11, Run: 073, P, 98, 0, 0
11, Run: 074, P, 108, 0, 0
11, Run: 075, P, 124, 0, 0
11, Run: 076, P, 140, 0, 0
11, Run: 077, P, 108, 0, 0
11, Run: 078, P, 123, 0, 0
11, Run: 079, P, 119, 0, 0
11, Run: 080, P, 136, 0, 0
11, Run: 081, P, 118, 0, 0
11, Run: 082, P, 112, 0, 0
11, Run: 083, P, 129, 0, 0
11, Run: 084, P, 119, 0, 0
11, Run: 085, P, 88, 0, 0
11, Run: 086, P, 98, 0, 0
11, Run: 087, P, 150, 0, 0
11, Run: 088, P, 125, 0, 0
11, Run: 089, P, 138, 0, 0
11, Run: 090, P, 109, 0, 0
11, Run: 091, P, 113, 0, 0
11, Run: 092, P, 114, 0, 0
11, Run: 093, P, 108, 0, 0
11, Run: 094, P, 104, 0, 0
11, Run: 095, P, 138, 0, 0
11, Run: 096, P, 108, 0, 0
11, Run: 097, P, 97, 0, 0
11, Run: 098, P, 98, 0, 0
11, Run: 099, P, 100, 0, 0
11, Run: 100, P, 144, 0, 0
12, Run: 001, P, 144, 0, 0
12, Run: 002, P, 119, 0, 0
12, Run: 003, P, 102, 0, 0
12, Run: 004, P, 103, 0, 0
12, Run: 005, P, 130, 0, 0
12, Run: 006, P, 139, 0, 0
12, Run: 007, P, 122, 0, 0
12, Run: 008, P, 142, 0, 0
12, Run: 009, P, 91, 0, 0
12, Run: 010, P, 165, 0, 0
12, Run: 011, P, 114, 0, 0
12, Run: 012, P, 153, 0, 0
12, Run: 013, P, 86, 0, 0
12, Run: 014, P, 105, 0, 0
12, Run: 015, P, 121, 0, 0
12, Run: 016, P, 110, 0, 0
12, Run: 017, P, 101, 0, 0
12, Run: 018, P, 177, 0, 0
12, Run: 019, P, 179, 0, 0
12, Run: 020, P, 141, 0, 0
12, Run: 021, P, 106, 0, 0
12, Run: 022, P, 134, 0, 0
12, Run: 023, P, 91, 0, 0
12, Run: 024, P, 109, 0, 0
12, Run: 025, P, 121, 0, 0
12, Run: 026, P, 158, 0, 0
12, Run: 027, P, 154, 0, 0
12, Run: 028, P, 160, 0, 0
12, Run: 029, P, 122, 0, 0
12, Run: 030, P, 135, 0, 0
12, Run: 031, P, 127, 0, 0
12, Run: 032, P, 105, 0, 0
12, Run: 033, P, 150, 0, 0
12, Run: 034, P, 101, 0, 0
12, Run: 035, P, 113, 0, 0
12, Run: 036, P, 139, 0, 0
12, Run: 037, P, 112, 0, 0
12, Run: 038, P, 164, 0, 0
12, Run: 039, P, 99, 0, 0
12, Run: 040, P, 129, 0, 0
12, Run: 041, P, 138, 0, 0
12, Run: 042, P, 106, 0, 0
12, Run: 043, P, 90, 0, 0
12, Run: 044, P, 180, 0, 0
12, Run: 045, P, 181, 0, 0
12, Run: 046, P, 152, 0, 0
12, Run: 047, P, 133, 0, 0
12, Run: 048, P, 145, 0, 0
12, Run: 049, P, 188, 0, 0
12, Run: 050, P, 169, 0, 0
12, Run: 051, P, 145, 0, 0
12, Run: 052, P, 111, 0, 0
12, Run: 053, P, 120, 0, 0
12, Run: 054, P, 126, 0, 0
12, Run: 055, P, 112, 0, 0
12, Run: 056, P, 111, 0, 0
12, Run: 057, P, 170, 0, 0
12, Run: 058, P, 117, 0, 0
12, Run: 059, P, 137, 0, 0
12, Run: 060, P, 104, 0, 0
12, Run: 061, P, 108, 0, 0
12, Run: 062, P, 104, 0, 0
12, Run: 063, P, 101, 0, 0
12, Run: 064, P, 105, 0, 0
12, Run: 065, P, 91, 0, 0
12, Run: 066, P, 85, 0, 0
12, Run: 067, P, 134, 0, 0
12, Run: 068, P, 108, 0, 0
12, Run: 069, P, 172, 0, 0
12, Run: 070, P, 87, 0, 0
12, Run: 071, P, 182, 0, 0
12, Run: 072, P, 154, 0, 0
12, Run: 073, P, 119, 0, 0
12, Run: 074, P, 94, 0, 0
12, Run: 075, P, 184, 0, 0
12, Run: 076, P, 123, 0, 0
12, Run: 077, P, 133, 0, 0
12, Run: 078, P, 123, 0, 0
12, Run: 079, P, 127, 0, 0
12, Run: 080, P, 116, 0, 0
12, Run: 081, P, 149, 0, 0
12, Run: 082, P, 155, 0, 0
12, Run: 083, P, 183, 0, 0
12, Run: 084, P, 92, 0, 0
12, Run: 085, P, 141, 0, 0
12, Run: 086, P, 139, 0, 0
12, Run: 087, P, 89, 0, 0
12, Run: 088, P, 118, 0, 0
12, Run: 089, P, 175, 0, 0
12, Run: 090, P, 159, 0, 0
12, Run: 091, P, 131, 0, 0
12, Run: 092, P, 119, 0, 0
12, Run: 093, P, 91, 0, 0
12, Run: 094, P, 176, 0, 0
12, Run: 095, P, 163, 0, 0
12, Run: 096, P, 156, 0, 0
12, Run: 097, P, 147, 0, 0
12, Run: 098, P, 111, 0, 0
12, Run: 099, P, 113, 0, 0
12, Run: 100, P, 145, 0, 0
2, Run: 001, P, 94, 0, 0
2, Run: 002, P, 104, 0, 0
2, Run: 003, P, 114, 0, 0
2, Run: 004, P, 109, 0, 0
2, Run: 005, P, 112, 0, 0
2, Run: 006, P, 111, 0, 0
2, Run: 007, P, 116, 0, 0
2, Run: 008, P, 110, 0, 0
2, Run: 009, P, 97, 0, 0
2, Run: 010, P, 145, 0, 0
2, Run: 011, P, 137, 0, 0
2, Run: 012, P, 114, 0, 0
2, Run: 013, P, 103, 0, 0
2, Run: 014, P, 127, 0, 0
2, Run: 015, P, 132, 0, 0
2, Run: 016, P, 129, 0, 0
2, Run: 017, P, 127, 0, 0
2, Run: 018, P, 101, 0, 0
2, Run: 019, P, 112, 0, 0
2, Run: 020, P, 103, 0, 0
2, Run: 021, P, 120, 0, 0
2, Run: 022, P, 143, 0, 0
2, Run: 023, P, 92, 0, 0
2, Run: 024, P, 95, 0, 0
2, Run: 025, P, 119, 0, 0
2, Run: 026, P, 106, 0, 0
2, Run: 027, P, 99, 0, 0
2, Run: 028, P, 138, 0, 0
2, Run: 029, P, 102, 0, 0
2, Run: 030, P, 118, 0, 0
2, Run: 031, P, 125, 0, 0
2, Run: 032, P, 141, 0, 0
2, Run: 033, P, 123, 0, 0
2, Run: 034, P, 98, 0, 0
2, Run: 035, P, 115, 0, 0
2, Run: 036, P, 101, 0, 0
2, Run: 037, P, 116, 0, 0
2, Run: 038, P, 125, 0, 0
2, Run: 039, P, 104, 0, 0
2, Run: 040, P, 99, 0, 0
2, Run: 041, P, 133, 0, 0
2, Run: 042, P, 114, 0, 0
2, Run: 043, P, 111, 0, 0
2, Run: 044, P, 126, 0, 0
2, Run: 045, P, 96, 0, 0
2, Run: 046, P, 138, 0, 0
2, Run: 047, P, 105, 0, 0
2, Run: 048, P, 116, 0, 0
2, Run: 049, P, 127, 0, 0
2, Run: 050, P, 103, 0, 0
2, Run: 051, P, 114, 0, 0
2, Run: 052, P, 113, 0, 0
2, Run: 053, P, 101, 0, 0
2, Run: 054, P, 123, 0, 0
2, Run: 055, P, 130, 0, 0
2, Run: 056, P, 91, 0, 0
2, Run: 057, P, 117, 0, 0
2, Run: 058, P, 120, 0, 0
2, Run: 059, P, 99, 0, 0
2, Run: 060, P, 96, 0, 0
2, Run: 061, P, 99, 0, 0
2, Run: 062, P, 97, 0, 0
2, Run: 063, P, 123, 0, 0
2, Run: 064, P, 94, 0, 0
2, Run: 065, P, 98, 0, 0
2, Run: 066, P, 117, 0, 0
2, Run: 067, P, 118, 0, 0
2, Run: 068, P, 77, 0, 0
2, Run: 069, P, 144, 0, 0
2, Run: 070, P, 112, 0, 0
2, Run: 071, P, 147, 0, 0
2, Run: 072, P, 110, 0, 0
2, Run: 073, P, 111, 0, 0
2, Run: 074, P, 114, 0, 0
2, Run: 075, P, 109, 0, 0
2, Run: 076, P, 95, 0, 0
2, Run: 077, P, 119, 0, 0
2, Run: 078, P, 110, 0, 0
2, Run: 079, P, 119, 0, 0
2, Run: 080, P, 84, 0, 0
2, Run: 081, P, 90, 0, 0
2, Run: 082, P, 106, 0, 0
2, Run: 083, P, 98, 0, 0
2, Run: 084, P, 132, 0, 0
2, Run: 085, P, 91, 0, 0
2, Run: 086, P, 108, 0, 0
2, Run: 087, P, 110, 0, 0
2, Run: 088, P, 95, 0, 0
2, Run: 089, P, 127, 0, 0
2, Run: 090, P, 117, 0, 0
2, Run: 091, P, 104, 0, 0
2, Run: 092, P, 122, 0, 0
2, Run: 093, P, 139, 0, 0
2, Run: 094, P, 108, 0, 0
2, Run: 095, P, 111, 0, 0
2, Run: 096, P, 139, 0, 0
2, Run: 097, P, 105, 0, 0
2, Run: 098, P, 101, 0, 0
2, Run: 099, P, 96, 0, 0
2, Run: 100, P, 92, 0, 0
3, Run: 001, P, 158, 0, 0
3, Run: 002, P, 156, 0, 0
3, Run: 003, P, 116, 0, 0
3, Run: 004, P, 84, 0, 0
3, Run: 005, P, 118, 0, 0
3, Run: 006, P, 116, 0, 0
3, Run: 007, P, 141, 0, 0
3, Run: 008, P, 116, 0, 0
3, Run: 009, P, 161, 0, 0
3, Run: 010, P, 117, 0, 0
3, Run: 011, P, 95, 0, 0
3, Run: 012, P, 94, 0, 0
3, Run: 013, P, 128, 0, 0
3, Run: 014, P, 108, 0, 0
3, Run: 015, P, 157, 0, 0
3, Run: 016, P, 146, 0, 0
3, Run: 017, P, 137, 0, 0
3, Run: 018, P, 166, 0, 0
3, Run: 019, P, 109, 0, 0
3, Run: 020, P, 107, 0, 0
3, Run: 021, P, 107, 0, 0
3, Run: 022, P, 127, 0, 0
3, Run: 023, P, 144, 0, 0
3, Run: 024, P, 113, 0, 0
3, Run: 025, P, 108, 0, 0
3, Run: 026, P, 110, 0, 0
3, Run: 027, P, 157, 0, 0
3, Run: 028, P, 116, 0, 0
3, Run: 029, P, 97, 0, 0
3, Run: 030, P, 149, 0, 0
3, Run: 031, P, 85, 0, 0
3, Run: 032, P, 131, 0, 0
3, Run: 033, P, 120, 0, 0
3, Run: 034, P, 88, 0, 0
3, Run: 035, P, 105, 0, 0
3, Run: 036, P, 93, 0, 0
3, Run: 037, P, 118, 0, 0
3, Run: 038, P, 132, 0, 0
3, Run: 039, P, 141, 0, 0
3, Run: 040, P, 118, 0, 0
3, Run: 041, P, 101, 0, 0
3, Run: 042, P, 157, 0, 0
3, Run: 043, P, 134, 0, 0
3, Run: 044, P, 99, 0, 0
3, Run: 045, P, 139, 0, 0
3, Run: 046, P, 114, 0, 0
3, Run: 047, P, 94, 0, 0
3, Run: 048, P, 114, 0, 0
3, Run: 049, P, 140, 0, 0
3, Run: 050, P, 109, 0, 0
3, Run: 051, P, 110, 0, 0
3, Run: 052, P, 150, 0, 0
3, Run: 053, P, 104, 0, 0
3, Run: 054, P, 136, 0, 0
3, Run: 055, P, 106, 0, 0
3, Run: 056, P, 90, 0, 0
3, Run: 057, P, 107, 0, 0
3, Run: 058, P, 114, 0, 0
3, Run: 059, P, 131, 0, 0
3, Run: 060, P, 141, 0, 0
3, Run: 061, P, 95, 0, 0
3, Run: 062, P, 96, 0, 0
3, Run: 063, P, 120, 0, 0
3, Run: 064, P, 160, 0, 0
3, Run: 065, P, 107, 0, 0
3, Run: 066, P, 117, 0, 0
3, Run: 067, P, 115, 0, 0
3, Run: 068, P, 109, 0, 0
3, Run: 069, P, 110, 0, 0
3, Run: 070, P, 108, 0, 0
3, Run: 071, P, 100, 0, 0
3, Run: 072, P, 121, 0, 0
3, Run: 073, P, 124, 0, 0
3, Run: 074, P, 126, 0, 0
3, Run: 075, P, 100, 0, 0
3, Run: 076, P, 100, 0, 0
3, Run: 077, P, 107, 0, 0
3, Run: 078, P, 101, 0, 0
3, Run: 079, P, 127, 0, 0
3, Run: 080, P, 130, 0, 0
3, Run: 081, P, 121, 0, 0
3, Run: 082, P, 121, 0, 0
3, Run: 083, P, 107, 0, 0
3, Run: 084, P, 108, 0, 0
3, Run: 085, P, 128, 0, 0
3, Run: 086, P, 103, 0, 0
3, Run: 087, P, 130, 0, 0
3, Run: 088, P, 121, 0, 0
3, Run: 089, P, 127, 0, 0
3, Run: 090, P, 118, 0, 0
3, Run: 091, P, 129, 0, 0
3, Run: 092, P, 93, 0, 0
3, Run: 093, P, 89, 0, 0
3, Run: 094, P, 129, 0, 0
3, Run: 095, P, 106, 0, 0
3, Run: 096, P, 100, 0, 0
3, Run: 097, P, 109, 0, 0
3, Run: 098, P, 113, 0, 0
3, Run: 099, P, 107, 0, 0
3, Run: 100, P, 114, 0, 0
4, Run: 001, P, 91, 0, 0
4, Run: 002, P, 135, 0, 0
4, Run: 003, P, 111, 0, 0
4, Run: 004, P, 98, 0, 0
4, Run: 005, P, 112, 0, 0
4, Run: 006, P, 108, 0, 0
4, Run: 007, P, 98, 0, 0
4, Run: 008, P, 101, 0, 0
4, Run: 009, P, 123, 0, 0
4, Run: 010, P, 104, 0, 0
4, Run: 011, P, 123, 0, 0
4, Run: 012, P, 119, 0, 0
4, Run: 013, P, 92, 0, 0
4, Run: 014, P, 109, 0, 0
4, Run: 015, P, 113, 0, 0
4, Run: 016, P, 123, 0, 0
4, Run: 017, P, 114, 0, 0
4, Run: 018, P, 126, 0, 0
4, Run: 019, P, 116, 0, 0
4, Run: 020, P, 99, 0, 0
4, Run: 021, P, 119, 0, 0
4, Run: 022, P, 109, 0, 0
4, Run: 023, P, 87, 0, 0
4, Run: 024, P, 116, 0, 0
4, Run: 025, P, 113, 0, 0
4, Run: 026, P, 89, 0, 0
4, Run: 027, P, 95, 0, 0
4, Run: 028, P, 96, 0, 0
4, Run: 029, P, 123, 0, 0
4, Run: 030, P, 96, 0, 0
4, Run: 031, P, 95, 0, 0
4, Run: 032, P, 101, 0, 0
4, Run: 033, P, 130, 0, 0
4, Run: 034, P, 108, 0, 0
4, Run: 035, P, 106, 0, 0
4, Run: 036, P, 116, 0, 0
4, Run: 037, P, 89, 0, 0
4, Run: 038, P, 99, 0, 0
4, Run: 039, P, 91, 0, 0
4, Run: 040, P, 108, 0, 0
4, Run: 041, P, 116, 0, 0
4, Run: 042, P, 102, 0, 0
4, Run: 043, P, 82, 0, 0
4, Run: 044, P, 116, 0, 0
4, Run: 045, P, 119, 0, 0
4, Run: 046, P, 99, 0, 0
4, Run: 047, P, 101, 0, 0
4, Run: 048, P, 82, 0, 0
4, Run: 049, P, 105, 0, 0
4, Run: 050, P, 89, 0, 0
4, Run: 051, P, 111, 0, 0
4, Run: 052, P, 124, 0, 0
4, Run: 053, P, 84, 0, 0
4, Run: 054, P, 121, 0, 0
4, Run: 055, P, 83, 0, 0
4, Run: 056, P, 108, 0, 0
4, Run: 057, P, 100, 0, 0
4, Run: 058, P, 117, 0, 0
4, Run: 059, P, 116, 0, 0
4, Run: 060, P, 108, 0, 0
4, Run: 061, P, 85, 0, 0
4, Run: 062, P, 105, 0, 0
4, Run: 063, P, 98, 0, 0
4, Run: 064, P, 102, 0, 0
4, Run: 065, P, 98, 0, 0
4, Run: 066, P, 114, 0, 0
4, Run: 067, P, 112, 0, 0
4, Run: 068, P, 103, 0, 0
4, Run: 069, P, 123, 0, 0
4, Run: 070, P, 105, 0, 0
4, Run: 071, P, 98, 0, 0
4, Run: 072, P, 105, 0, 0
4, Run: 073, P, 106, 0, 0
4, Run: 074, P, 117, 0, 0
4, Run: 075, P, 95, 0, 0
4, Run: 076, P, 124, 0, 0
4, Run: 077, P, 108, 0, 0
4, Run: 078, P, 113, 0, 0
4, Run: 079, P, 109, 0, 0
4, Run: 080, P, 116, 0, 0
4, Run: 081, P, 124, 0, 0
4, Run: 082, P, 76, 0, 0
4, Run: 083, P, 113, 0, 0
4, Run: 084, P, 100, 0, 0
4, Run: 085, P, 116, 0, 0
4, Run: 086, P, 107, 0, 0
4, Run: 087, P, 102, 0, 0
4, Run: 088, P, 83, 0, 0
4, Run: 089, P, 109, 0, 0
4, Run: 090, P, 117, 0, 0
4, Run: 091, P, 114, 0, 0
4, Run: 092, P, 94, 0, 0
4, Run: 093, P, 84, 0, 0
4, Run: 094, P, 122, 0, 0
4, Run: 095, P, 105, 0, 0
4, Run: 096, P, 102, 0, 0
4, Run: 097, P, 106, 0, 0
4, Run: 098, P, 99, 0, 0
4, Run: 099, P, 80, 0, 0
4, Run: 100, P, 115, 0, 0
5, Run: 001, P, 149, 0, 0
5, Run: 002, P, 106, 0, 0
5, Run: 003, P, 83, 0, 0
5, Run: 004, P, 90, 0, 0
5, Run: 005, P, 132, 0, 0
5, Run: 006, P, 122, 0, 0
5, Run: 007, P, 121, 0, 0
5, Run: 008, P, 118, 0, 0
5, Run: 009, P, 113, 0, 0
5, Run: 010, P, 93, 0, 0
5, Run: 011, P, 102, 0, 0
5, Run: 012, P, 100, 0, 0
5, Run: 013, P, 112, 0, 0
5, Run: 014, P, 110, 0, 0
5, Run: 015, P, 88, 0, 0
5, Run: 016, P, 146, 0, 0
5, Run: 017, P, 106, 0, 0
5, Run: 018, P, 110, 0, 0
5, Run: 019, P, 115, 0, 0
5, Run: 020, P, 102, 0, 0
5, Run: 021, P, 105, 0, 0
5, Run: 022, P, 102, 0, 0
5, Run: 023, P, 111, 0, 0
5, Run: 024, P, 114, 0, 0
5, Run: 025, P, 133, 0, 0
5, Run: 026, P, 123, 0, 0
5, Run: 027, P, 129, 0, 0
5, Run: 028, P, 108, 0, 0
5, Run: 029, P, 110, 0, 0
5, Run: 030, P, 110, 0, 0
5, Run: 031, P, 125, 0, 0
5, Run: 032, P, 137, 0, 0
5, Run: 033, P, 94, 0, 0
5, Run: 034, P, 98, 0, 0
