Input Number, Run_Number, Result@ 100, A, F, X1, B, C, PO, D, CO, Y, PE, CE, E, NEW_REACTION, Reaction1, Reaction10, Reaction11, Reaction12, Reaction13, Reaction2, Reaction3, Reaction4, Reaction5, Reaction6, Reaction7, Reaction8, Reaction9
INVAR-10, Run: 045, P, 0, 1, 0, 0, 0, 0, 558, 0, 2, 1, 2, 56, 43, 200, 4085, 49, 47, 4085, 100, 58, 41, 56, 121, 200, 4004, 2023
INVAR-10, Run: 046, P, 0, 0, 0, 0, 0, 0, 538, 0, 0, 1, 0, 38, 62, 200, 3802, 33, 33, 3802, 100, 54, 45, 38, 131, 200, 4998, 2530
INVAR-10, Run: 047, P, 0, 0, 0, 0, 0, 0, 542, 0, 0, 1, 0, 42, 58, 200, 4168, 39, 39, 4168, 100, 60, 39, 42, 129, 200, 5740, 2899
INVAR-10, Run: 048, P, 0, 1, 0, 0, 0, 0, 550, 0, 0, 1, 0, 49, 51, 200, 5481, 46, 46, 5481, 100, 58, 41, 49, 125, 200, 4174, 2112
INVAR-10, Run: 049, P, 0, 0, 0, 0, 0, 0, 548, 0, 0, 1, 0, 48, 52, 200, 3370, 34, 34, 3370, 100, 55, 44, 48, 126, 200, 5844, 2948
INVAR-10, Run: 050, P, 0, 1, 0, 0, 0, 0, 552, 0, 0, 1, 0, 51, 49, 200, 3963, 45, 45, 3963, 100, 58, 41, 51, 124, 200, 3540, 1794
INVAR-10, Run: 051, P, 0, 0, 0, 0, 0, 0, 554, 0, 2, 1, 2, 53, 46, 200, 3483, 51, 49, 3483, 100, 67, 32, 53, 123, 200, 5742, 2894
INVAR-10, Run: 052, P, 0, 1, 0, 0, 0, 0, 552, 0, 0, 1, 0, 51, 49, 200, 4533, 50, 50, 4533, 100, 64, 35, 51, 124, 200, 3728, 1888
INVAR-10, Run: 053, P, 0, 0, 0, 0, 0, 0, 550, 0, 0, 1, 0, 50, 50, 200, 3729, 27, 27, 3729, 100, 65, 34, 50, 125, 200, 3750, 1900
INVAR-10, Run: 054, P, 0, 1, 0, 0, 0, 0, 556, 0, 0, 1, 0, 55, 45, 200, 5394, 37, 37, 5394, 100, 64, 35, 55, 122, 200, 3310, 1677
INVAR-10, Run: 055, P, 0, 1, 0, 0, 0, 0, 550, 0, 0, 1, 0, 49, 51, 200, 3738, 42, 42, 3738, 100, 61, 38, 49, 125, 200, 3378, 1714
INVAR-10, Run: 056, P, 0, 0, 0, 0, 0, 0, 548, 0, 2, 1, 2, 47, 52, 200, 4020, 54, 52, 4020, 100, 54, 45, 47, 126, 200, 7018, 3535
INVAR-10, Run: 057, P, 0, 0, 0, 0, 0, 0, 548, 0, 0, 1, 0, 48, 52, 200, 4520, 45, 45, 4520, 100, 61, 38, 48, 126, 200, 5152, 2602
INVAR-10, Run: 058, P, 0, 1, 0, 0, 0, 0, 554, 0, 0, 1, 0, 53, 47, 200, 3691, 44, 44, 3691, 100, 64, 35, 53, 123, 200, 3352, 1699
INVAR-10, Run: 059, P, 0, 0, 0, 0, 0, 0, 550, 0, 0, 1, 0, 50, 50, 200, 4818, 56, 56, 4818, 100, 62, 37, 50, 125, 200, 3776, 1913
INVAR-10, Run: 060, P, 0, 1, 0, 0, 0, 0, 558, 0, 0, 1, 0, 57, 43, 200, 4074, 54, 54, 4074, 100, 61, 38, 57, 121, 200, 4276, 2159
INVAR-10, Run: 061, P, 0, 0, 0, 0, 0, 0, 554, 0, 0, 1, 0, 54, 46, 200, 4053, 45, 45, 4053, 100, 61, 38, 54, 123, 200, 4008, 2027
INVAR-10, Run: 062, P, 0, 1, 0, 0, 0, 0, 546, 0, 0, 1, 0, 45, 55, 200, 4353, 48, 48, 4353, 100, 59, 40, 45, 127, 200, 4700, 2377
INVAR-10, Run: 063, P, 0, 0, 0, 0, 0, 0, 560, 0, 0, 1, 0, 60, 40, 200, 4076, 34, 34, 4076, 100, 66, 33, 60, 120, 200, 6930, 3485
INVAR-10, Run: 064, P, 0, 0, 0, 0, 0, 0, 552, 0, 0, 1, 0, 52, 48, 200, 3849, 55, 55, 3849, 100, 48, 51, 52, 124, 200, 7672, 3860
INVAR-10, Run: 065, P, 0, 1, 0, 0, 0, 0, 554, 0, 0, 1, 0, 53, 47, 200, 4151, 68, 68, 4151, 100, 61, 38, 53, 123, 200, 4944, 2495
INVAR-10, Run: 066, P, 0, 1, 0, 0, 0, 0, 546, 0, 0, 1, 0, 45, 55, 200, 4802, 46, 46, 4802, 100, 54, 45, 45, 127, 200, 3896, 1975
INVAR-10, Run: 067, P, 0, 0, 0, 0, 0, 0, 542, 0, 0, 1, 0, 42, 58, 200, 3387, 47, 47, 3387, 100, 71, 28, 42, 129, 200, 4262, 2160
INVAR-10, Run: 068, P, 0, 1, 0, 0, 0, 0, 552, 0, 0, 1, 0, 51, 49, 200, 4337, 60, 60, 4337, 100, 62, 37, 51, 124, 200, 4234, 2141
INVAR-10, Run: 069, P, 0, 1, 0, 0, 0, 0, 556, 0, 0, 1, 0, 55, 45, 200, 5159, 52, 52, 5159, 100, 60, 39, 55, 122, 200, 4858, 2451
INVAR-10, Run: 070, P, 0, 1, 0, 0, 0, 0, 546, 0, 0, 1, 0, 45, 55, 200, 3787, 55, 55, 3787, 100, 61, 38, 45, 127, 200, 4402, 2228
INVAR-10, Run: 071, P, 0, 1, 0, 0, 0, 0, 550, 0, 0, 1, 0, 49, 51, 200, 5378, 49, 49, 5378, 100, 67, 32, 49, 125, 200, 4586, 2318
INVAR-10, Run: 072, P, 0, 1, 0, 0, 0, 0, 546, 0, 0, 1, 0, 45, 55, 200, 4208, 45, 45, 4208, 100, 64, 35, 45, 127, 200, 5022, 2538
INVAR-10, Run: 073, P, 0, 1, 0, 0, 0, 0, 562, 0, 2, 1, 2, 60, 39, 200, 4878, 48, 46, 4878, 100, 69, 30, 60, 119, 200, 5072, 2555
INVAR-10, Run: 074, P, 0, 0, 0, 0, 0, 0, 550, 0, 0, 1, 0, 50, 50, 200, 3813, 44, 44, 3813, 100, 63, 36, 50, 125, 200, 4870, 2460
INVAR-10, Run: 075, P, 0, 1, 0, 0, 0, 0, 556, 0, 0, 1, 0, 55, 45, 200, 5616, 44, 44, 5616, 100, 65, 34, 55, 122, 200, 4248, 2146
INVAR-10, Run: 076, P, 0, 1, 0, 0, 0, 0, 550, 0, 0, 1, 0, 49, 51, 200, 5462, 38, 38, 5462, 100, 70, 29, 49, 125, 200, 6018, 3034
INVAR-10, Run: 077, P, 0, 1, 0, 0, 0, 0, 548, 0, 0, 1, 0, 47, 53, 200, 4322, 45, 45, 4322, 100, 73, 26, 47, 126, 200, 5204, 2628
INVAR-10, Run: 078, P, 0, 0, 0, 0, 0, 0, 544, 0, 0, 1, 0, 44, 56, 200, 4258, 51, 51, 4258, 100, 68, 31, 44, 128, 200, 3802, 1929
INVAR-10, Run: 079, P, 0, 0, 0, 0, 0, 0, 548, 0, 0, 1, 0, 48, 52, 200, 5170, 44, 44, 5170, 100, 61, 38, 48, 126, 200, 7370, 3711
INVAR-10, Run: 080, P, 0, 0, 0, 0, 0, 0, 546, 0, 0, 1, 0, 46, 54, 200, 4638, 53, 53, 4638, 100, 60, 39, 46, 127, 200, 3252, 1653
INVAR-10, Run: 081, P, 0, 1, 0, 0, 0, 0, 544, 0, 2, 1, 2, 42, 57, 200, 4241, 57, 55, 4241, 100, 70, 29, 42, 128, 200, 5616, 2836
INVAR-10, Run: 082, P, 0, 1, 0, 0, 0, 0, 558, 0, 0, 1, 0, 57, 43, 200, 4807, 40, 40, 4807, 100, 65, 34, 57, 121, 200, 6204, 3123
INVAR-10, Run: 083, P, 0, 0, 0, 0, 0, 0, 538, 0, 0, 1, 0, 38, 62, 200, 4124, 53, 53, 4124, 100, 66, 33, 38, 131, 200, 4740, 2401
INVAR-10, Run: 084, P, 0, 0, 0, 0, 0, 0, 554, 0, 0, 1, 0, 54, 46, 200, 3376, 43, 43, 3376, 100, 72, 27, 54, 123, 200, 4434, 2240
INVAR-10, Run: 085, P, 0, 1, 0, 0, 0, 0, 550, 0, 0, 1, 0, 49, 51, 200, 3976, 58, 58, 3976, 100, 64, 35, 49, 125, 200, 4416, 2233
INVAR-10, Run: 086, P, 0, 0, 0, 0, 0, 0, 556, 0, 2, 1, 2, 55, 44, 200, 4964, 46, 44, 4964, 100, 61, 38, 55, 122, 200, 5640, 2842
INVAR-10, Run: 087, P, 0, 1, 0, 0, 0, 0, 558, 0, 0, 1, 0, 57, 43, 200, 3636, 54, 54, 3636, 100, 59, 40, 57, 121, 200, 4520, 2281
INVAR-10, Run: 088, P, 0, 1, 0, 0, 0, 0, 550, 0, 0, 1, 0, 49, 51, 200, 5149, 44, 44, 5149, 100, 62, 37, 49, 125, 200, 6112, 3081
INVAR-10, Run: 089, P, 0, 1, 0, 0, 0, 0, 552, 0, 0, 1, 0, 51, 49, 200, 3276, 46, 46, 3276, 100, 68, 31, 51, 124, 200, 4488, 2268
INVAR-10, Run: 090, P, 0, 1, 0, 0, 0, 0, 554, 0, 0, 1, 0, 53, 47, 200, 4546, 49, 49, 4546, 100, 63, 36, 53, 123, 200, 4654, 2350
INVAR-10, Run: 091, P, 0, 0, 0, 0, 0, 0, 550, 0, 2, 1, 2, 49, 50, 200, 4992, 60, 58, 4992, 100, 61, 38, 49, 125, 200, 9046, 4548
INVAR-10, Run: 092, P, 0, 0, 0, 0, 0, 0, 552, 0, 0, 1, 0, 52, 48, 200, 3951, 45, 45, 3951, 100, 75, 24, 52, 124, 200, 3430, 1739
INVAR-10, Run: 093, P, 0, 0, 0, 0, 0, 0, 554, 0, 2, 1, 2, 53, 46, 200, 3962, 55, 53, 3962, 100, 60, 39, 53, 123, 200, 3732, 1889
INVAR-10, Run: 094, P, 0, 0, 0, 0, 0, 0, 552, 0, 0, 1, 0, 52, 48, 200, 5310, 41, 41, 5310, 100, 75, 24, 52, 124, 200, 4024, 2036
INVAR-10, Run: 095, P, 0, 0, 0, 0, 0, 0, 550, 0, 0, 1, 0, 50, 50, 200, 3500, 47, 47, 3500, 100, 68, 31, 50, 125, 200, 5786, 2918
INVAR-10, Run: 096, P, 0, 1, 0, 0, 0, 0, 550, 0, 0, 1, 0, 49, 51, 200, 3878, 44, 44, 3878, 100, 66, 33, 49, 125, 200, 3244, 1647
INVAR-10, Run: 097, P, 0, 0, 0, 0, 0, 0, 558, 0, 0, 1, 0, 58, 42, 200, 3695, 52, 52, 3695, 100, 58, 41, 58, 121, 200, 8896, 4469
INVAR-10, Run: 098, P, 0, 0, 0, 0, 0, 0, 554, 0, 0, 1, 0, 54, 46, 200, 4181, 50, 50, 4181, 100, 64, 35, 54, 123, 200, 3700, 1873
INVAR-10, Run: 099, P, 0, 0, 0, 0, 0, 0, 552, 0, 0, 1, 0, 52, 48, 200, 3791, 57, 57, 3791, 100, 62, 37, 52, 124, 200, 5894, 2971
INVAR-10, Run: 100, P, 0, 0, 0, 0, 0, 0, 560, 0, 2, 1, 2, 59, 40, 200, 4660, 54, 52, 4660, 100, 70, 29, 59, 120, 200, 4914, 2477
INVAR-2, Run: 001, P, 0, 0, 0, 0, 0, 0, 158, 0, 0, 1, 0, 18, 10, 56, 582, 18, 18, 582, 28, 15, 12, 18, 33, 56, 818, 414
INVAR-2, Run: 002, P, 0, 1, 0, 0, 0, 0, 156, 0, 0, 1, 0, 15, 13, 56, 704, 16, 16, 704, 28, 13, 14, 15, 34, 56, 710, 361
INVAR-2, Run: 003, P, 0, 0, 0, 0, 0, 0, 152, 0, 0, 1, 0, 12, 16, 56, 832, 8, 8, 832, 28, 19, 8, 12, 36, 56, 728, 372
INVAR-2, Run: 004, P, 0, 1, 0, 0, 0, 0, 156, 0, 0, 1, 0, 15, 13, 56, 601, 12, 12, 601, 28, 14, 13, 15, 34, 56, 794, 403
INVAR-2, Run: 005, P, 0, 0, 0, 0, 0, 0, 156, 0, 0, 1, 0, 16, 12, 56, 928, 15, 15, 928, 28, 14, 13, 16, 34, 56, 950, 481
INVAR-2, Run: 006, P, 0, 0, 0, 0, 0, 0, 160, 0, 0, 1, 0, 20, 8, 56, 270, 12, 12, 270, 28, 15, 12, 20, 32, 56, 338, 173
INVAR-2, Run: 007, P, 0, 0, 0, 0, 0, 0, 156, 0, 0, 1, 0, 16, 12, 56, 458, 13, 13, 458, 28, 17, 10, 16, 34, 56, 1088, 550
INVAR-2, Run: 008, P, 0, 0, 0, 0, 0, 0, 156, 0, 0, 1, 0, 16, 12, 56, 554, 11, 11, 554, 28, 20, 7, 16, 34, 56, 1130, 571
INVAR-2, Run: 009, P, 0, 1, 0, 0, 0, 0, 152, 0, 0, 1, 0, 11, 17, 56, 573, 17, 17, 573, 28, 15, 12, 11, 36, 56, 588, 302
INVAR-2, Run: 010, P, 0, 0, 0, 0, 0, 0, 154, 0, 2, 1, 2, 13, 14, 56, 510, 11, 9, 510, 28, 16, 11, 13, 35, 56, 962, 488
INVAR-2, Run: 011, P, 0, 0, 0, 0, 0, 0, 154, 0, 0, 1, 0, 14, 14, 56, 545, 12, 12, 545, 28, 16, 11, 14, 35, 56, 478, 246
INVAR-2, Run: 012, P, 0, 0, 0, 0, 0, 0, 154, 0, 0, 1, 0, 14, 14, 56, 638, 13, 13, 638, 28, 22, 5, 14, 35, 56, 554, 284
INVAR-2, Run: 013, P, 0, 1, 0, 0, 0, 0, 154, 0, 0, 1, 0, 13, 15, 56, 630, 13, 13, 630, 28, 13, 14, 13, 35, 56, 836, 425
INVAR-2, Run: 014, P, 0, 0, 0, 0, 0, 0, 154, 0, 0, 1, 0, 14, 14, 56, 571, 9, 9, 571, 28, 18, 9, 14, 35, 56, 720, 367
INVAR-2, Run: 015, P, 0, 1, 0, 0, 0, 0, 156, 0, 0, 1, 0, 15, 13, 56, 486, 7, 7, 486, 28, 19, 8, 15, 34, 56, 414, 213
INVAR-2, Run: 016, P, 0, 1, 0, 0, 0, 0, 156, 0, 2, 1, 2, 14, 13, 56, 751, 12, 10, 751, 28, 13, 14, 14, 34, 56, 602, 307
INVAR-2, Run: 017, P, 0, 1, 0, 0, 0, 0, 154, 0, 0, 1, 0, 13, 15, 56, 780, 10, 10, 780, 28, 19, 8, 13, 35, 56, 948, 481
INVAR-2, Run: 018, P, 0, 1, 0, 0, 0, 0, 152, 0, 0, 1, 0, 11, 17, 56, 483, 17, 17, 483, 28, 15, 12, 11, 36, 56, 442, 229
INVAR-2, Run: 019, P, 0, 1, 0, 0, 0, 0, 156, 0, 0, 1, 0, 15, 13, 56, 730, 12, 12, 730, 28, 18, 9, 15, 34, 56, 898, 455
INVAR-2, Run: 020, P, 0, 1, 0, 0, 0, 0, 156, 0, 0, 1, 0, 15, 13, 56, 395, 14, 14, 395, 28, 14, 13, 15, 34, 56, 644, 328
INVAR-2, Run: 021, P, 0, 1, 0, 0, 0, 0, 158, 0, 0, 1, 0, 17, 11, 56, 785, 18, 18, 785, 28, 14, 13, 17, 33, 56, 310, 160
INVAR-2, Run: 022, P, 0, 0, 0, 0, 0, 0, 156, 0, 0, 1, 0, 16, 12, 56, 597, 12, 12, 597, 28, 14, 13, 16, 34, 56, 636, 324
INVAR-2, Run: 023, P, 0, 0, 0, 0, 0, 0, 158, 0, 0, 1, 0, 18, 10, 56, 726, 16, 16, 726, 28, 15, 12, 18, 33, 56, 896, 453
INVAR-2, Run: 024, P, 0, 1, 0, 0, 0, 0, 152, 0, 0, 1, 0, 11, 17, 56, 783, 23, 23, 783, 28, 19, 8, 11, 36, 56, 760, 388
INVAR-2, Run: 025, P, 0, 0, 0, 0, 0, 0, 154, 0, 0, 1, 0, 14, 14, 56, 439, 18, 18, 439, 28, 13, 14, 14, 35, 56, 1018, 516
INVAR-2, Run: 026, P, 0, 1, 0, 0, 0, 0, 156, 0, 0, 1, 0, 15, 13, 56, 813, 13, 13, 813, 28, 17, 10, 15, 34, 56, 928, 470
INVAR-2, Run: 027, P, 0, 1, 0, 0, 0, 0, 158, 0, 0, 1, 0, 17, 11, 56, 383, 7, 7, 383, 28, 17, 10, 17, 33, 56, 626, 318
INVAR-2, Run: 028, P, 0, 0, 0, 0, 0, 0, 154, 0, 0, 1, 0, 14, 14, 56, 598, 7, 7, 598, 28, 14, 13, 14, 35, 56, 630, 322
INVAR-2, Run: 029, P, 0, 0, 0, 0, 0, 0, 150, 0, 0, 1, 0, 10, 18, 56, 546, 16, 16, 546, 28, 14, 13, 10, 37, 56, 432, 225
INVAR-2, Run: 030, P, 0, 1, 0, 0, 0, 0, 156, 0, 0, 1, 0, 15, 13, 56, 936, 20, 20, 936, 28, 14, 13, 15, 34, 56, 756, 384
INVAR-2, Run: 031, P, 0, 1, 0, 0, 0, 0, 154, 0, 0, 1, 0, 13, 15, 56, 458, 12, 12, 458, 28, 14, 13, 13, 35, 56, 580, 297
INVAR-2, Run: 032, P, 0, 1, 0, 0, 0, 0, 152, 0, 0, 1, 0, 11, 17, 56, 583, 14, 14, 583, 28, 15, 12, 11, 36, 56, 512, 264
INVAR-2, Run: 033, P, 0, 1, 0, 0, 0, 0, 152, 0, 0, 1, 0, 11, 17, 56, 549, 10, 10, 549, 28, 20, 7, 11, 36, 56, 514, 265
INVAR-2, Run: 034, P, 0, 0, 0, 0, 0, 0, 154, 0, 0, 1, 0, 14, 14, 56, 545, 19, 19, 545, 28, 19, 8, 14, 35, 56, 410, 212
INVAR-2, Run: 035, P, 0, 1, 0, 0, 0, 0, 158, 0, 0, 1, 0, 17, 11, 56, 674, 19, 19, 674, 28, 14, 13, 17, 33, 56, 606, 308
INVAR-2, Run: 036, P, 0, 0, 0, 0, 0, 0, 156, 0, 2, 1, 2, 15, 12, 56, 474, 12, 10, 474, 28, 19, 8, 15, 34, 56, 688, 350
INVAR-2, Run: 037, P, 0, 0, 0, 0, 0, 0, 152, 0, 0, 1, 0, 12, 16, 56, 713, 12, 12, 713, 28, 14, 13, 12, 36, 56, 1126, 571
INVAR-2, Run: 038, P, 0, 1, 0, 0, 0, 0, 154, 0, 0, 1, 0, 13, 15, 56, 376, 11, 11, 376, 28, 19, 8, 13, 35, 56, 246, 130
INVAR-2, Run: 039, P, 0, 0, 0, 0, 0, 0, 154, 0, 0, 1, 0, 14, 14, 56, 597, 11, 11, 597, 28, 15, 12, 14, 35, 56, 582, 298
INVAR-2, Run: 040, P, 0, 1, 0, 0, 0, 0, 156, 0, 0, 1, 0, 15, 13, 56, 1110, 15, 15, 1110, 28, 15, 12, 15, 34, 56, 484, 248
INVAR-2, Run: 041, P, 0, 0, 0, 0, 0, 0, 154, 0, 0, 1, 0, 14, 14, 56, 424, 16, 16, 424, 28, 16, 11, 14, 35, 56, 480, 247
INVAR-2, Run: 042, P, 0, 1, 0, 0, 0, 0, 156, 0, 2, 1, 2, 14, 13, 56, 476, 14, 12, 476, 28, 17, 10, 14, 34, 56, 434, 223
INVAR-2, Run: 043, P, 0, 0, 0, 0, 0, 0, 154, 0, 0, 1, 0, 14, 14, 56, 474, 13, 13, 474, 28, 17, 10, 14, 35, 56, 1374, 694
INVAR-2, Run: 044, P, 0, 1, 0, 0, 0, 0, 156, 0, 0, 1, 0, 15, 13, 56, 545, 15, 15, 545, 28, 17, 10, 15, 34, 56, 904, 458
INVAR-2, Run: 045, P, 0, 0, 0, 0, 0, 0, 156, 0, 0, 1, 0, 16, 12, 56, 716, 15, 15, 716, 28, 16, 11, 16, 34, 56, 546, 279
INVAR-2, Run: 046, P, 0, 0, 0, 0, 0, 0, 156, 0, 0, 1, 0, 16, 12, 56, 509, 9, 9, 509, 28, 21, 6, 16, 34, 56, 672, 342
INVAR-2, Run: 047, P, 0, 0, 0, 0, 0, 0, 150, 0, 0, 1, 0, 10, 18, 56, 647, 13, 13, 647, 28, 17, 10, 10, 37, 56, 1342, 680
INVAR-2, Run: 048, P, 0, 1, 0, 0, 0, 0, 156, 0, 0, 1, 0, 15, 13, 56, 407, 13, 13, 407, 28, 15, 12, 15, 34, 56, 418, 215
INVAR-2, Run: 049, P, 0, 0, 0, 0, 0, 0, 154, 0, 2, 1, 2, 13, 14, 56, 920, 11, 9, 920, 28, 20, 7, 13, 35, 56, 1142, 578
INVAR-2, Run: 050, P, 0, 1, 0, 0, 0, 0, 154, 0, 0, 1, 0, 13, 15, 56, 663, 10, 10, 663, 28, 19, 8, 13, 35, 56, 608, 311
INVAR-2, Run: 051, P, 0, 0, 0, 0, 0, 0, 154, 0, 0, 1, 0, 14, 14, 56, 950, 16, 16, 950, 28, 13, 14, 14, 35, 56, 1944, 979
INVAR-2, Run: 052, P, 0, 1, 0, 0, 0, 0, 152, 0, 0, 1, 0, 11, 17, 56, 710, 17, 17, 710, 28, 16, 11, 11, 36, 56, 372, 194
INVAR-2, Run: 053, P, 0, 1, 0, 0, 0, 0, 160, 0, 0, 1, 0, 19, 9, 56, 685, 11, 11, 685, 28, 19, 8, 19, 32, 56, 740, 374
INVAR-2, Run: 054, P, 0, 0, 0, 0, 0, 0, 150, 0, 0, 1, 0, 10, 18, 56, 569, 15, 15, 569, 28, 18, 9, 10, 37, 56, 598, 308
INVAR-2, Run: 055, P, 0, 0, 0, 0, 0, 0, 158, 0, 0, 1, 0, 18, 10, 56, 759, 18, 18, 759, 28, 22, 5, 18, 33, 56, 396, 203
INVAR-2, Run: 056, P, 0, 1, 0, 0, 0, 0, 152, 0, 0, 1, 0, 11, 17, 56, 488, 14, 14, 488, 28, 11, 16, 11, 36, 56, 824, 420
INVAR-2, Run: 057, P, 0, 1, 0, 0, 0, 0, 154, 0, 0, 1, 0, 13, 15, 56, 699, 9, 9, 699, 28, 19, 8, 13, 35, 56, 488, 251
INVAR-2, Run: 058, P, 0, 0, 0, 0, 0, 0, 152, 0, 0, 1, 0, 12, 16, 56, 545, 8, 8, 545, 28, 21, 6, 12, 36, 56, 614, 315
INVAR-2, Run: 059, P, 0, 1, 0, 0, 0, 0, 158, 0, 0, 1, 0, 17, 11, 56, 664, 10, 10, 664, 28, 18, 9, 17, 33, 56, 702, 356
INVAR-2, Run: 060, P, 0, 0, 0, 0, 0, 0, 156, 0, 2, 1, 2, 15, 12, 56, 496, 22, 20, 496, 28, 11, 16, 15, 34, 56, 558, 285
INVAR-2, Run: 061, P, 0, 0, 0, 0, 0, 0, 152, 0, 0, 1, 0, 12, 16, 56, 772, 21, 21, 772, 28, 22, 5, 12, 36, 56, 710, 363
INVAR-2, Run: 062, P, 0, 0, 0, 0, 0, 0, 150, 0, 0, 1, 0, 10, 18, 56, 429, 14, 14, 429, 28, 12, 15, 10, 37, 56, 996, 507
INVAR-2, Run: 063, P, 0, 0, 0, 0, 0, 0, 158, 0, 0, 1, 0, 18, 10, 56, 650, 15, 15, 650, 28, 15, 12, 18, 33, 56, 596, 303
INVAR-2, Run: 064, P, 0, 0, 0, 0, 0, 0, 154, 0, 0, 1, 0, 14, 14, 56, 575, 9, 9, 575, 28, 20, 7, 14, 35, 56, 466, 240
INVAR-2, Run: 065, P, 0, 0, 0, 0, 0, 0, 152, 0, 0, 1, 0, 12, 16, 56, 675, 26, 26, 675, 28, 11, 16, 12, 36, 56, 1308, 662
INVAR-2, Run: 066, P, 0, 1, 0, 0, 0, 0, 158, 0, 2, 1, 2, 16, 11, 56, 511, 17, 15, 511, 28, 20, 7, 16, 33, 56, 630, 320
INVAR-2, Run: 067, P, 0, 1, 0, 0, 0, 0, 154, 0, 0, 1, 0, 13, 15, 56, 487, 13, 13, 487, 28, 19, 8, 13, 35, 56, 442, 228
INVAR-2, Run: 068, P, 0, 1, 0, 0, 0, 0, 154, 0, 0, 1, 0, 13, 15, 56, 550, 14, 14, 550, 28, 9, 18, 13, 35, 56, 450, 232
INVAR-2, Run: 069, P, 0, 1, 0, 0, 0, 0, 158, 0, 0, 1, 0, 17, 11, 56, 701, 21, 21, 701, 28, 19, 8, 17, 33, 56, 780, 395
INVAR-2, Run: 070, P, 0, 1, 0, 0, 0, 0, 154, 0, 2, 1, 2, 12, 15, 56, 356, 14, 12, 356, 28, 20, 7, 12, 35, 56, 424, 219
INVAR-2, Run: 071, P, 0, 0, 0, 0, 0, 0, 154, 0, 0, 1, 0, 14, 14, 56, 562, 11, 11, 562, 28, 15, 12, 14, 35, 56, 772, 393
INVAR-2, Run: 072, P, 0, 0, 0, 0, 0, 0, 148, 0, 0, 1, 0, 8, 20, 56, 457, 7, 7, 457, 28, 16, 11, 8, 38, 56, 294, 157
INVAR-2, Run: 073, P, 0, 0, 0, 0, 0, 0, 156, 0, 0, 1, 0, 16, 12, 56, 461, 14, 14, 461, 28, 20, 7, 16, 34, 56, 430, 221
INVAR-2, Run: 074, P, 0, 1, 0, 0, 0, 0, 152, 0, 0, 1, 0, 11, 17, 56, 722, 17, 17, 722, 28, 14, 13, 11, 36, 56, 1278, 647
INVAR-2, Run: 075, P, 0, 0, 0, 0, 0, 0, 156, 0, 0, 1, 0, 16, 12, 56, 732, 13, 13, 732, 28, 18, 9, 16, 34, 56, 954, 483
INVAR-2, Run: 076, P, 0, 1, 0, 0, 0, 0, 152, 0, 0, 1, 0, 11, 17, 56, 566, 10, 10, 566, 28, 16, 11, 11, 36, 56, 770, 393
INVAR-2, Run: 077, P, 0, 0, 0, 0, 0, 0, 156, 0, 0, 1, 0, 16, 12, 56, 589, 12, 12, 589, 28, 22, 5, 16, 34, 56, 1270, 641
INVAR-2, Run: 078, P, 0, 0, 0, 0, 0, 0, 156, 0, 0, 1, 0, 16, 12, 56, 355, 9, 9, 355, 28, 13, 14, 16, 34, 56, 802, 407
INVAR-2, Run: 079, P, 0, 1, 0, 0, 0, 0, 152, 0, 0, 1, 0, 11, 17, 56, 633, 13, 13, 633, 28, 15, 12, 11, 36, 56, 604, 310
INVAR-2, Run: 080, P, 0, 1, 0, 0, 0, 0, 158, 0, 0, 1, 0, 17, 11, 56, 611, 3, 3, 611, 28, 17, 10, 17, 33, 56, 492, 251
INVAR-2, Run: 081, P, 0, 1, 0, 0, 0, 0, 158, 0, 0, 1, 0, 17, 11, 56, 756, 7, 7, 756, 28, 17, 10, 17, 33, 56, 556, 283
INVAR-2, Run: 082, P, 0, 1, 0, 0, 0, 0, 158, 0, 2, 1, 2, 16, 11, 56, 517, 15, 13, 517, 28, 17, 10, 16, 33, 56, 682, 346
INVAR-2, Run: 083, P, 0, 0, 0, 0, 0, 0, 152, 0, 2, 1, 2, 11, 16, 56, 627, 18, 16, 627, 28, 17, 10, 11, 36, 56, 594, 305
INVAR-2, Run: 084, P, 0, 1, 0, 0, 0, 0, 154, 0, 2, 1, 2, 12, 15, 56, 384, 15, 13, 384, 28, 17, 10, 12, 35, 56, 524, 269
INVAR-2, Run: 085, P, 0, 0, 0, 0, 0, 0, 154, 0, 2, 1, 2, 13, 14, 56, 747, 19, 17, 747, 28, 20, 7, 13, 35, 56, 1540, 777
INVAR-2, Run: 086, P, 0, 1, 0, 0, 0, 0, 152, 0, 0, 1, 0, 11, 17, 56, 528, 6, 6, 528, 28, 20, 7, 11, 36, 56, 408, 212
INVAR-2, Run: 087, P, 0, 0, 0, 0, 0, 0, 150, 0, 0, 1, 0, 10, 18, 56, 552, 23, 23, 552, 28, 17, 10, 10, 37, 56, 704, 361
INVAR-2, Run: 088, P, 0, 0, 0, 0, 0, 0, 156, 0, 0, 1, 0, 16, 12, 56, 474, 12, 12, 474, 28, 19, 8, 16, 34, 56, 922, 467
INVAR-2, Run: 089, P, 0, 0, 0, 0, 0, 0, 154, 0, 0, 1, 0, 14, 14, 56, 510, 16, 16, 510, 28, 24, 3, 14, 35, 56, 798, 406
INVAR-2, Run: 090, P, 0, 1, 0, 0, 0, 0, 152, 0, 0, 1, 0, 11, 17, 56, 621, 13, 13, 621, 28, 18, 9, 11, 36, 56, 486, 251
