Input Number, Run_Number, Result@ 100, A, F, X1, B, C, PO, D, CO, Y, PE, CE, E, NEW_REACTION, Reaction1, Reaction10, Reaction11, Reaction12, Reaction13, Reaction2, Reaction3, Reaction4, Reaction5, Reaction6, Reaction7, Reaction8, Reaction9
INVAR-4, Run: 035, P, 1, 0, 0, 0, 0, 1, 0, 108, 108, 0, 0, 10, 9, 39, 466, 9, 9, 358, 19, 13, 6, 10, 24, 39, 649, 329
INVAR-4, Run: 036, P, 1, 0, 0, 0, 0, 1, 0, 110, 110, 0, 0, 12, 7, 39, 407, 14, 14, 297, 19, 10, 9, 12, 23, 39, 517, 262
INVAR-4, Run: 037, P, 1, 1, 0, 0, 0, 1, 0, 108, 108, 0, 0, 9, 10, 39, 529, 15, 15, 421, 19, 14, 5, 9, 24, 39, 247, 128
INVAR-4, Run: 038, P, 1, 0, 0, 0, 0, 1, 0, 108, 108, 0, 0, 10, 9, 39, 386, 4, 4, 278, 19, 14, 5, 10, 24, 39, 153, 81
INVAR-4, Run: 039, P, 1, 1, 0, 0, 0, 1, 0, 106, 106, 0, 0, 7, 12, 39, 843, 18, 18, 737, 19, 13, 6, 7, 25, 39, 487, 249
INVAR-4, Run: 040, P, 1, 1, 0, 0, 0, 1, 0, 108, 108, 0, 0, 9, 10, 39, 383, 11, 11, 275, 19, 14, 5, 9, 24, 39, 305, 157
INVAR-4, Run: 041, P, 1, 1, 0, 0, 0, 1, 0, 106, 106, 0, 0, 7, 12, 39, 476, 16, 16, 370, 19, 7, 12, 7, 25, 39, 391, 201
INVAR-4, Run: 042, P, 1, 0, 0, 0, 0, 1, 0, 106, 106, 0, 0, 8, 11, 39, 401, 10, 10, 295, 19, 13, 6, 8, 25, 39, 367, 189
INVAR-4, Run: 043, P, 1, 0, 0, 0, 0, 1, 0, 106, 106, 0, 0, 8, 11, 39, 282, 9, 9, 176, 19, 12, 7, 8, 25, 39, 257, 134
INVAR-4, Run: 044, P, 1, 0, 0, 0, 0, 1, 0, 112, 112, 0, 0, 14, 5, 39, 503, 7, 7, 391, 19, 13, 6, 14, 22, 39, 319, 162
INVAR-4, Run: 045, P, 1, 1, 0, 0, 0, 1, 0, 104, 104, 0, 0, 5, 14, 39, 390, 14, 14, 286, 19, 15, 4, 5, 26, 39, 313, 163
INVAR-4, Run: 046, P, 1, 1, 0, 0, 0, 1, 0, 108, 108, 0, 0, 9, 10, 39, 414, 12, 12, 306, 19, 12, 7, 9, 24, 39, 399, 204
INVAR-4, Run: 047, P, 1, 0, 0, 0, 0, 1, 0, 112, 112, 0, 0, 14, 5, 39, 893, 17, 17, 781, 19, 12, 7, 14, 22, 39, 387, 196
INVAR-4, Run: 048, P, 1, 0, 0, 0, 0, 1, 0, 106, 106, 0, 0, 8, 11, 39, 497, 12, 12, 391, 19, 15, 4, 8, 25, 39, 451, 231
INVAR-4, Run: 049, P, 1, 1, 0, 0, 0, 1, 0, 108, 108, 0, 0, 9, 10, 39, 382, 11, 11, 274, 19, 11, 8, 9, 24, 39, 217, 113
INVAR-4, Run: 050, P, 1, 1, 0, 0, 0, 1, 0, 110, 110, 0, 0, 11, 8, 39, 484, 9, 9, 374, 19, 16, 3, 11, 23, 39, 389, 198
INVAR-4, Run: 051, P, 1, 1, 0, 0, 0, 1, 0, 108, 108, 0, 0, 9, 10, 39, 392, 10, 10, 284, 19, 13, 6, 9, 24, 39, 191, 100
INVAR-4, Run: 052, P, 1, 1, 0, 0, 0, 1, 0, 108, 108, 0, 0, 9, 10, 39, 610, 10, 10, 502, 19, 14, 5, 9, 24, 39, 289, 149
INVAR-4, Run: 053, P, 1, 0, 0, 0, 0, 1, 0, 108, 108, 0, 0, 10, 9, 39, 401, 6, 6, 293, 19, 11, 8, 10, 24, 39, 517, 263
INVAR-4, Run: 054, P, 1, 0, 0, 0, 0, 1, 0, 110, 110, 0, 0, 12, 7, 39, 580, 10, 10, 470, 19, 12, 7, 12, 23, 39, 279, 143
INVAR-4, Run: 055, P, 1, 1, 0, 0, 0, 1, 0, 110, 110, 0, 0, 11, 8, 39, 488, 11, 11, 378, 19, 12, 7, 11, 23, 39, 311, 159
INVAR-4, Run: 056, P, 1, 1, 0, 0, 0, 1, 0, 110, 110, 0, 0, 11, 8, 39, 662, 10, 10, 552, 19, 15, 4, 11, 23, 39, 445, 226
INVAR-4, Run: 057, P, 1, 1, 0, 0, 0, 1, 0, 106, 106, 0, 0, 7, 12, 39, 349, 7, 7, 243, 19, 14, 5, 7, 25, 39, 151, 81
INVAR-4, Run: 058, P, 1, 0, 0, 0, 0, 1, 0, 110, 110, 0, 0, 12, 7, 39, 538, 7, 7, 428, 19, 12, 7, 12, 23, 39, 513, 260
INVAR-4, Run: 059, P, 1, 0, 0, 0, 0, 1, 0, 104, 104, 0, 0, 6, 13, 39, 445, 5, 5, 341, 19, 9, 10, 6, 26, 39, 311, 162
INVAR-4, Run: 060, P, 1, 0, 0, 0, 0, 1, 0, 106, 106, 0, 0, 8, 11, 39, 472, 11, 11, 366, 19, 14, 5, 8, 25, 39, 297, 154
INVAR-4, Run: 061, P, 1, 1, 0, 0, 0, 1, 0, 114, 114, 0, 0, 15, 4, 39, 396, 12, 12, 282, 19, 12, 7, 15, 21, 39, 327, 165
INVAR-4, Run: 062, P, 1, 0, 0, 0, 0, 1, 0, 106, 106, 0, 0, 8, 11, 39, 583, 9, 9, 477, 19, 14, 5, 8, 25, 39, 287, 149
INVAR-4, Run: 063, P, 1, 0, 0, 0, 0, 1, 0, 106, 106, 0, 0, 8, 11, 39, 319, 11, 11, 213, 19, 14, 5, 8, 25, 39, 421, 216
INVAR-4, Run: 064, P, 1, 1, 0, 0, 0, 1, 0, 110, 110, 0, 0, 11, 8, 39, 513, 9, 9, 403, 19, 11, 8, 11, 23, 39, 401, 204
INVAR-4, Run: 065, P, 1, 1, 0, 0, 0, 1, 0, 108, 108, 0, 0, 9, 10, 39, 368, 13, 13, 260, 19, 11, 8, 9, 24, 39, 199, 104
INVAR-4, Run: 066, P, 1, 0, 0, 0, 0, 1, 0, 104, 104, 0, 0, 6, 13, 39, 360, 7, 7, 256, 19, 14, 5, 6, 26, 39, 339, 176
INVAR-4, Run: 067, P, 1, 0, 0, 0, 0, 1, 0, 108, 108, 0, 0, 10, 9, 39, 799, 18, 18, 691, 19, 16, 3, 10, 24, 39, 475, 242
INVAR-4, Run: 068, P, 1, 0, 0, 0, 0, 1, 0, 106, 106, 0, 0, 8, 11, 39, 332, 6, 6, 226, 19, 13, 6, 8, 25, 39, 555, 283
INVAR-4, Run: 069, P, 1, 1, 0, 0, 0, 1, 0, 108, 108, 0, 0, 9, 10, 39, 342, 8, 8, 234, 19, 11, 8, 9, 24, 39, 229, 119
INVAR-4, Run: 070, P, 1, 1, 0, 0, 0, 1, 0, 108, 108, 0, 0, 9, 10, 39, 501, 7, 7, 393, 19, 17, 2, 9, 24, 39, 237, 123
INVAR-4, Run: 071, P, 1, 0, 0, 0, 0, 1, 0, 108, 108, 0, 0, 10, 9, 39, 428, 11, 11, 320, 19, 13, 6, 10, 24, 39, 303, 156
INVAR-4, Run: 072, P, 1, 0, 0, 0, 0, 1, 0, 112, 112, 0, 0, 14, 5, 39, 733, 12, 12, 621, 19, 18, 1, 14, 22, 39, 367, 186
INVAR-4, Run: 073, P, 1, 0, 0, 0, 0, 1, 0, 106, 106, 0, 0, 8, 11, 39, 325, 19, 19, 219, 19, 12, 7, 8, 25, 39, 351, 181
INVAR-4, Run: 074, P, 1, 0, 0, 0, 0, 1, 0, 110, 110, 0, 0, 12, 7, 39, 573, 5, 5, 463, 19, 12, 7, 12, 23, 39, 285, 146
INVAR-4, Run: 075, P, 1, 0, 0, 0, 0, 1, 0, 110, 110, 0, 0, 12, 7, 39, 405, 9, 9, 295, 19, 11, 8, 12, 23, 39, 449, 228
INVAR-4, Run: 076, P, 1, 0, 0, 0, 0, 1, 0, 108, 108, 0, 0, 10, 9, 39, 374, 4, 4, 266, 19, 13, 6, 10, 24, 39, 237, 123
INVAR-4, Run: 077, P, 1, 1, 0, 0, 0, 1, 0, 108, 108, 0, 0, 9, 10, 39, 690, 10, 10, 582, 19, 14, 5, 9, 24, 39, 357, 183
INVAR-4, Run: 078, P, 1, 0, 0, 0, 0, 1, 0, 106, 106, 0, 0, 8, 11, 39, 478, 10, 10, 372, 19, 13, 6, 8, 25, 39, 245, 128
INVAR-4, Run: 079, P, 1, 1, 0, 0, 0, 1, 0, 110, 110, 0, 0, 11, 8, 39, 467, 8, 8, 357, 19, 12, 7, 11, 23, 39, 325, 166
INVAR-4, Run: 080, P, 1, 1, 0, 0, 0, 1, 0, 104, 104, 0, 0, 5, 14, 39, 222, 8, 8, 118, 19, 15, 4, 5, 26, 39, 237, 125
INVAR-4, Run: 081, P, 1, 1, 0, 0, 0, 1, 0, 108, 108, 0, 0, 9, 10, 39, 370, 10, 10, 262, 19, 14, 5, 9, 24, 39, 135, 72
INVAR-4, Run: 082, P, 1, 1, 0, 0, 0, 1, 0, 110, 110, 0, 0, 11, 8, 39, 351, 9, 9, 241, 19, 12, 7, 11, 23, 39, 205, 106
INVAR-4, Run: 083, P, 1, 1, 0, 0, 0, 1, 0, 106, 106, 0, 0, 7, 12, 39, 399, 4, 4, 293, 19, 11, 8, 7, 25, 39, 313, 162
INVAR-4, Run: 084, P, 1, 0, 0, 0, 0, 1, 0, 110, 110, 0, 0, 12, 7, 39, 285, 10, 10, 175, 19, 13, 6, 12, 23, 39, 223, 115
INVAR-4, Run: 085, P, 1, 1, 0, 0, 0, 1, 0, 106, 106, 0, 0, 7, 12, 39, 326, 7, 7, 220, 19, 13, 6, 7, 25, 39, 471, 241
INVAR-4, Run: 086, P, 1, 0, 0, 0, 0, 1, 0, 108, 108, 0, 0, 10, 9, 39, 414, 8, 8, 306, 19, 14, 5, 10, 24, 39, 291, 150
INVAR-4, Run: 087, P, 1, 0, 0, 0, 0, 1, 0, 106, 106, 0, 0, 8, 11, 39, 482, 11, 11, 376, 19, 12, 7, 8, 25, 39, 279, 145
INVAR-4, Run: 088, P, 1, 1, 0, 0, 0, 1, 0, 106, 106, 0, 0, 7, 12, 39, 439, 11, 11, 333, 19, 9, 10, 7, 25, 39, 363, 187
INVAR-4, Run: 089, P, 1, 0, 0, 0, 0, 1, 0, 106, 106, 0, 0, 8, 11, 39, 590, 7, 7, 484, 19, 18, 1, 8, 25, 39, 739, 375
INVAR-4, Run: 090, P, 1, 0, 0, 0, 0, 1, 0, 110, 110, 0, 0, 12, 7, 39, 502, 12, 12, 392, 19, 14, 5, 12, 23, 39, 561, 284
INVAR-4, Run: 091, P, 1, 0, 0, 0, 0, 1, 0, 108, 108, 0, 0, 10, 9, 39, 557, 15, 15, 449, 19, 10, 9, 10, 24, 39, 465, 237
INVAR-4, Run: 092, P, 1, 0, 0, 0, 0, 1, 0, 110, 110, 0, 0, 12, 7, 39, 463, 14, 14, 353, 19, 15, 4, 12, 23, 39, 415, 211
INVAR-4, Run: 093, P, 1, 0, 0, 0, 0, 1, 0, 104, 104, 0, 0, 6, 13, 39, 613, 2, 2, 509, 19, 14, 5, 6, 26, 39, 491, 252
INVAR-4, Run: 094, P, 1, 0, 0, 0, 0, 1, 0, 108, 108, 0, 0, 10, 9, 39, 510, 6, 6, 402, 19, 15, 4, 10, 24, 39, 519, 264
INVAR-4, Run: 095, P, 1, 1, 0, 0, 0, 1, 0, 108, 108, 0, 0, 9, 10, 39, 368, 13, 13, 260, 19, 12, 7, 9, 24, 39, 187, 98
INVAR-4, Run: 096, P, 1, 1, 0, 0, 0, 1, 0, 108, 108, 0, 0, 9, 10, 39, 423, 7, 7, 315, 19, 12, 7, 9, 24, 39, 339, 174
INVAR-4, Run: 097, P, 1, 0, 0, 0, 0, 1, 0, 108, 108, 0, 0, 10, 9, 39, 1006, 10, 10, 898, 19, 12, 7, 10, 24, 39, 451, 230
INVAR-4, Run: 098, P, 1, 1, 0, 0, 0, 1, 0, 108, 108, 0, 0, 9, 10, 39, 480, 13, 13, 372, 19, 15, 4, 9, 24, 39, 393, 201
INVAR-4, Run: 099, P, 1, 1, 0, 0, 0, 1, 0, 112, 112, 0, 0, 13, 6, 39, 312, 16, 16, 200, 19, 10, 9, 13, 22, 39, 321, 163
INVAR-4, Run: 100, P, 1, 0, 0, 0, 0, 1, 0, 106, 106, 0, 0, 8, 11, 39, 397, 11, 11, 291, 19, 14, 5, 8, 25, 39, 327, 169
INVAR-5, Run: 001, P, 1, 1, 0, 0, 0, 1, 0, 142, 142, 0, 0, 8, 18, 53, 510, 9, 9, 368, 26, 13, 13, 8, 35, 53, 321, 169
INVAR-5, Run: 002, P, 1, 1, 0, 0, 0, 1, 0, 148, 148, 0, 0, 14, 12, 53, 742, 15, 15, 594, 26, 14, 12, 14, 32, 53, 495, 253
INVAR-5, Run: 003, P, 1, 0, 0, 0, 0, 1, 0, 146, 146, 0, 0, 13, 13, 53, 857, 10, 10, 711, 26, 15, 11, 13, 33, 53, 739, 376
INVAR-5, Run: 004, P, 1, 0, 0, 0, 0, 1, 0, 142, 142, 0, 0, 9, 17, 53, 745, 20, 20, 603, 26, 19, 7, 9, 35, 53, 657, 337
INVAR-5, Run: 005, P, 1, 0, 0, 0, 0, 1, 0, 142, 142, 0, 0, 9, 17, 53, 785, 15, 15, 643, 26, 15, 11, 9, 35, 53, 661, 339
INVAR-5, Run: 006, P, 1, 0, 0, 0, 0, 1, 0, 144, 144, 0, 0, 11, 15, 53, 414, 24, 24, 270, 26, 14, 12, 11, 34, 53, 319, 167
INVAR-5, Run: 007, P, 1, 0, 0, 0, 0, 1, 0, 150, 150, 0, 0, 17, 9, 53, 951, 17, 17, 801, 26, 17, 9, 17, 31, 53, 519, 264
INVAR-5, Run: 008, P, 1, 0, 0, 0, 0, 1, 0, 142, 142, 0, 0, 9, 17, 53, 902, 16, 16, 760, 26, 17, 9, 9, 35, 53, 585, 301
INVAR-5, Run: 009, P, 1, 0, 0, 0, 0, 1, 0, 146, 146, 0, 0, 13, 13, 53, 653, 11, 11, 507, 26, 17, 9, 13, 33, 53, 527, 270
INVAR-5, Run: 010, P, 1, 0, 0, 0, 0, 1, 0, 148, 148, 0, 0, 15, 11, 53, 1201, 12, 12, 1053, 26, 19, 7, 15, 32, 53, 1127, 569
INVAR-5, Run: 011, P, 1, 0, 0, 0, 0, 1, 0, 142, 142, 0, 0, 9, 17, 53, 438, 15, 15, 296, 26, 19, 7, 9, 35, 53, 551, 284
INVAR-5, Run: 012, P, 1, 0, 0, 0, 0, 1, 0, 146, 146, 0, 0, 13, 13, 53, 464, 8, 8, 318, 26, 19, 7, 13, 33, 53, 613, 313
INVAR-5, Run: 013, P, 1, 1, 0, 0, 0, 1, 0, 150, 150, 0, 0, 16, 10, 53, 639, 9, 9, 489, 26, 20, 6, 16, 31, 53, 699, 354
INVAR-5, Run: 014, P, 1, 1, 0, 0, 0, 1, 0, 150, 150, 0, 0, 16, 10, 53, 936, 17, 17, 786, 26, 17, 9, 16, 31, 53, 499, 254
INVAR-5, Run: 015, P, 1, 1, 0, 0, 0, 1, 0, 144, 144, 0, 0, 10, 16, 53, 798, 14, 14, 654, 26, 17, 9, 10, 34, 53, 585, 300
INVAR-5, Run: 016, P, 1, 1, 0, 0, 0, 1, 0, 150, 150, 0, 0, 16, 10, 53, 645, 9, 9, 495, 26, 16, 10, 16, 31, 53, 731, 370
INVAR-5, Run: 017, P, 1, 1, 0, 0, 0, 1, 0, 148, 148, 0, 0, 14, 12, 53, 992, 18, 18, 844, 26, 14, 12, 14, 32, 53, 505, 258
INVAR-5, Run: 018, P, 1, 1, 0, 0, 0, 1, 0, 150, 150, 0, 0, 16, 10, 53, 827, 13, 13, 677, 26, 19, 7, 16, 31, 53, 389, 199
INVAR-5, Run: 019, P, 1, 1, 0, 0, 0, 1, 0, 148, 148, 0, 0, 14, 12, 53, 587, 11, 11, 439, 26, 19, 7, 14, 32, 53, 355, 183
INVAR-5, Run: 020, P, 1, 1, 0, 0, 0, 1, 0, 150, 150, 0, 0, 16, 10, 53, 718, 19, 19, 568, 26, 17, 9, 16, 31, 53, 479, 244
INVAR-5, Run: 021, P, 1, 1, 0, 0, 0, 1, 0, 144, 144, 0, 0, 10, 16, 53, 881, 15, 15, 737, 26, 18, 8, 10, 34, 53, 819, 417
INVAR-5, Run: 022, P, 1, 0, 0, 0, 0, 1, 0, 148, 148, 0, 0, 15, 11, 53, 586, 8, 8, 438, 26, 19, 7, 15, 32, 53, 387, 199
INVAR-5, Run: 023, P, 1, 0, 0, 0, 0, 1, 0, 144, 144, 0, 0, 11, 15, 53, 589, 16, 16, 445, 26, 17, 9, 11, 34, 53, 571, 293
INVAR-5, Run: 024, P, 1, 1, 0, 0, 0, 1, 0, 148, 148, 0, 0, 14, 12, 53, 891, 9, 9, 743, 26, 16, 10, 14, 32, 53, 701, 356
INVAR-5, Run: 025, P, 1, 1, 0, 0, 0, 1, 0, 148, 148, 0, 0, 14, 12, 53, 592, 16, 16, 444, 26, 13, 13, 14, 32, 53, 741, 376
INVAR-5, Run: 026, P, 1, 1, 0, 0, 0, 1, 0, 148, 148, 0, 0, 14, 12, 53, 728, 12, 12, 580, 26, 16, 10, 14, 32, 53, 795, 403
INVAR-5, Run: 027, P, 1, 1, 0, 0, 0, 1, 0, 152, 152, 0, 0, 18, 8, 53, 570, 14, 14, 418, 26, 16, 10, 18, 30, 53, 637, 322
INVAR-5, Run: 028, P, 1, 0, 0, 0, 0, 1, 0, 142, 142, 0, 0, 9, 17, 53, 606, 16, 16, 464, 26, 15, 11, 9, 35, 53, 379, 198
INVAR-5, Run: 029, P, 1, 0, 0, 0, 0, 1, 0, 142, 142, 0, 0, 9, 17, 53, 763, 7, 7, 621, 26, 18, 8, 9, 35, 53, 821, 419
INVAR-5, Run: 030, P, 1, 0, 0, 0, 0, 1, 0, 142, 142, 0, 0, 9, 17, 53, 551, 23, 23, 409, 26, 14, 12, 9, 35, 53, 485, 251
INVAR-5, Run: 031, P, 1, 0, 0, 0, 0, 1, 0, 148, 148, 0, 0, 15, 11, 53, 800, 14, 14, 652, 26, 17, 9, 15, 32, 53, 753, 382
INVAR-5, Run: 032, P, 1, 0, 0, 0, 0, 1, 0, 146, 146, 0, 0, 13, 13, 53, 1007, 7, 7, 861, 26, 22, 4, 13, 33, 53, 401, 207
INVAR-5, Run: 033, P, 1, 0, 0, 0, 0, 1, 0, 148, 148, 0, 0, 15, 11, 53, 863, 9, 9, 715, 26, 21, 5, 15, 32, 53, 617, 314
INVAR-5, Run: 034, P, 1, 1, 0, 0, 0, 1, 0, 144, 144, 0, 0, 10, 16, 53, 506, 11, 11, 362, 26, 15, 11, 10, 34, 53, 513, 264
INVAR-5, Run: 035, P, 1, 0, 0, 0, 0, 1, 0, 146, 146, 0, 0, 13, 13, 53, 641, 19, 19, 495, 26, 20, 6, 13, 33, 53, 631, 322
INVAR-5, Run: 036, P, 1, 1, 0, 0, 0, 1, 0, 146, 146, 0, 0, 12, 14, 53, 788, 15, 15, 642, 26, 17, 9, 12, 33, 53, 401, 207
INVAR-5, Run: 037, P, 1, 0, 0, 0, 0, 1, 0, 150, 150, 0, 0, 17, 9, 53, 849, 14, 14, 699, 26, 18, 8, 17, 31, 53, 701, 355
INVAR-5, Run: 038, P, 1, 1, 0, 0, 0, 1, 0, 146, 146, 0, 0, 12, 14, 53, 664, 14, 14, 518, 26, 14, 12, 12, 33, 53, 753, 383
INVAR-5, Run: 039, P, 1, 1, 0, 0, 0, 1, 0, 150, 150, 0, 0, 16, 10, 53, 758, 13, 13, 608, 26, 19, 7, 16, 31, 53, 977, 493
INVAR-5, Run: 040, P, 1, 0, 0, 0, 0, 1, 0, 144, 144, 0, 0, 11, 15, 53, 637, 12, 12, 493, 26, 15, 11, 11, 34, 53, 565, 290
INVAR-5, Run: 041, P, 1, 0, 0, 0, 0, 1, 0, 144, 144, 0, 0, 11, 15, 53, 666, 6, 6, 522, 26, 20, 6, 11, 34, 53, 535, 275
INVAR-5, Run: 042, P, 1, 0, 0, 0, 0, 1, 0, 140, 140, 0, 0, 7, 19, 53, 540, 15, 15, 400, 26, 14, 12, 7, 36, 53, 637, 328
INVAR-5, Run: 043, P, 1, 1, 0, 0, 0, 1, 0, 146, 146, 0, 0, 12, 14, 53, 851, 15, 15, 705, 26, 20, 6, 12, 33, 53, 673, 343
INVAR-5, Run: 044, P, 1, 1, 0, 0, 0, 1, 0, 150, 150, 0, 0, 16, 10, 53, 713, 13, 13, 563, 26, 18, 8, 16, 31, 53, 237, 123
INVAR-5, Run: 045, P, 1, 0, 0, 0, 0, 1, 0, 146, 146, 0, 0, 13, 13, 53, 847, 11, 11, 701, 26, 19, 7, 13, 33, 53, 985, 499
INVAR-5, Run: 046, P, 1, 1, 0, 0, 0, 1, 0, 152, 152, 0, 0, 18, 8, 53, 747, 7, 7, 595, 26, 17, 9, 18, 30, 53, 495, 251
INVAR-5, Run: 047, P, 1, 1, 0, 0, 0, 1, 0, 148, 148, 0, 0, 14, 12, 53, 617, 12, 12, 469, 26, 15, 11, 14, 32, 53, 825, 418
INVAR-5, Run: 048, P, 1, 0, 0, 0, 0, 1, 0, 148, 148, 0, 0, 15, 11, 53, 701, 11, 11, 553, 26, 19, 7, 15, 32, 53, 869, 440
INVAR-5, Run: 049, P, 1, 1, 0, 0, 0, 1, 0, 148, 148, 0, 0, 14, 12, 53, 819, 15, 15, 671, 26, 19, 7, 14, 32, 53, 675, 343
INVAR-5, Run: 050, P, 1, 1, 0, 0, 0, 1, 0, 144, 144, 0, 0, 10, 16, 53, 987, 15, 15, 843, 26, 16, 10, 10, 34, 53, 589, 302
INVAR-5, Run: 051, P, 1, 1, 0, 0, 0, 1, 0, 148, 148, 0, 0, 14, 12, 53, 453, 15, 15, 305, 26, 16, 10, 14, 32, 53, 395, 203
INVAR-5, Run: 052, P, 1, 1, 0, 0, 0, 1, 0, 148, 148, 0, 0, 14, 12, 53, 863, 22, 22, 715, 26, 20, 6, 14, 32, 53, 341, 176
INVAR-5, Run: 053, P, 1, 0, 0, 0, 0, 1, 0, 146, 146, 0, 0, 13, 13, 53, 707, 17, 17, 561, 26, 16, 10, 13, 33, 53, 723, 368
INVAR-5, Run: 054, P, 1, 1, 0, 0, 0, 1, 0, 150, 150, 0, 0, 16, 10, 53, 698, 8, 8, 548, 26, 19, 7, 16, 31, 53, 647, 328
INVAR-5, Run: 055, P, 1, 1, 0, 0, 0, 1, 0, 144, 144, 0, 0, 10, 16, 53, 604, 16, 16, 460, 26, 16, 10, 10, 34, 53, 543, 279
INVAR-5, Run: 056, P, 1, 0, 0, 0, 0, 1, 0, 146, 146, 0, 0, 13, 13, 53, 485, 11, 11, 339, 26, 20, 6, 13, 33, 53, 269, 141
INVAR-5, Run: 057, P, 1, 1, 0, 0, 0, 1, 0, 148, 148, 0, 0, 14, 12, 53, 796, 18, 18, 648, 26, 15, 11, 14, 32, 53, 517, 264
INVAR-5, Run: 058, P, 1, 2, 0, 0, 0, 1, 0, 146, 146, 0, 0, 11, 15, 53, 726, 15, 15, 580, 26, 16, 10, 11, 33, 53, 677, 345
INVAR-5, Run: 059, P, 1, 0, 0, 0, 0, 1, 0, 138, 138, 0, 0, 5, 21, 53, 570, 11, 11, 432, 26, 16, 10, 5, 37, 53, 617, 319
INVAR-5, Run: 060, P, 1, 0, 0, 0, 0, 1, 0, 148, 148, 0, 0, 15, 11, 53, 562, 6, 6, 414, 26, 16, 10, 15, 32, 53, 625, 318
INVAR-5, Run: 061, P, 1, 0, 0, 0, 0, 1, 0, 146, 146, 0, 0, 13, 13, 53, 817, 12, 12, 671, 26, 17, 9, 13, 33, 53, 549, 281
INVAR-5, Run: 062, P, 1, 1, 0, 0, 0, 1, 0, 146, 146, 0, 0, 12, 14, 53, 979, 18, 18, 833, 26, 13, 13, 12, 33, 53, 621, 317
INVAR-5, Run: 063, P, 1, 0, 0, 0, 0, 1, 0, 144, 144, 0, 0, 11, 15, 53, 587, 12, 12, 443, 26, 19, 7, 11, 34, 53, 601, 308
INVAR-5, Run: 064, P, 1, 1, 0, 0, 0, 1, 0, 150, 150, 0, 0, 16, 10, 53, 876, 11, 11, 726, 26, 13, 13, 16, 31, 53, 659, 334
INVAR-5, Run: 065, P, 1, 0, 0, 0, 0, 1, 0, 148, 148, 0, 0, 15, 11, 53, 870, 14, 14, 722, 26, 18, 8, 15, 32, 53, 819, 415
INVAR-5, Run: 066, P, 1, 0, 0, 0, 0, 1, 0, 148, 148, 0, 0, 15, 11, 53, 1210, 19, 19, 1062, 26, 20, 6, 15, 32, 53, 627, 319
INVAR-5, Run: 067, P, 1, 0, 0, 0, 0, 1, 0, 144, 144, 0, 0, 11, 15, 53, 531, 7, 7, 387, 26, 18, 8, 11, 34, 53, 743, 379
INVAR-5, Run: 068, P, 1, 1, 0, 0, 0, 1, 0, 146, 146, 0, 0, 12, 14, 53, 1355, 12, 12, 1209, 26, 17, 9, 12, 33, 53, 453, 233
INVAR-5, Run: 069, P, 1, 1, 0, 0, 0, 1, 0, 150, 150, 0, 0, 16, 10, 53, 919, 9, 9, 769, 26, 14, 12, 16, 31, 53, 635, 322
INVAR-5, Run: 070, P, 1, 1, 0, 0, 0, 1, 0, 142, 142, 0, 0, 8, 18, 53, 992, 21, 21, 850, 26, 15, 11, 8, 35, 53, 567, 292
INVAR-5, Run: 071, P, 1, 1, 0, 0, 0, 1, 0, 150, 150, 0, 0, 16, 10, 53, 746, 17, 17, 596, 26, 19, 7, 16, 31, 53, 503, 256
INVAR-5, Run: 072, P, 1, 0, 0, 0, 0, 1, 0, 146, 146, 0, 0, 13, 13, 53, 795, 13, 13, 649, 26, 17, 9, 13, 33, 53, 911, 462
INVAR-5, Run: 073, P, 1, 1, 0, 0, 0, 1, 0, 148, 148, 0, 0, 14, 12, 53, 447, 11, 11, 299, 26, 18, 8, 14, 32, 53, 431, 221
INVAR-5, Run: 074, P, 1, 1, 0, 0, 0, 1, 0, 150, 150, 0, 0, 16, 10, 53, 705, 7, 7, 555, 26, 19, 7, 16, 31, 53, 413, 211
INVAR-5, Run: 075, P, 1, 1, 0, 0, 0, 1, 0, 146, 146, 0, 0, 12, 14, 53, 613, 16, 16, 467, 26, 17, 9, 12, 33, 53, 687, 350
INVAR-5, Run: 076, P, 1, 1, 0, 0, 0, 1, 0, 148, 148, 0, 0, 14, 12, 53, 764, 10, 10, 616, 26, 15, 11, 14, 32, 53, 517, 264
INVAR-5, Run: 077, P, 1, 1, 0, 0, 0, 1, 0, 146, 146, 0, 0, 12, 14, 53, 355, 9, 9, 209, 26, 19, 7, 12, 33, 53, 445, 229
INVAR-5, Run: 078, P, 1, 1, 0, 0, 0, 1, 0, 144, 144, 0, 0, 10, 16, 53, 484, 16, 16, 340, 26, 15, 11, 10, 34, 53, 383, 199
INVAR-5, Run: 079, P, 1, 1, 0, 0, 0, 1, 0, 148, 148, 0, 0, 14, 12, 53, 629, 18, 18, 481, 26, 18, 8, 14, 32, 53, 425, 218
INVAR-5, Run: 080, P, 1, 0, 0, 0, 0, 1, 0, 144, 144, 0, 0, 11, 15, 53, 599, 12, 12, 455, 26, 19, 7, 11, 34, 53, 293, 154
INVAR-5, Run: 081, P, 1, 0, 0, 0, 0, 1, 0, 152, 152, 0, 0, 19, 7, 53, 684, 18, 18, 532, 26, 14, 12, 19, 30, 53, 601, 304
INVAR-5, Run: 082, P, 1, 1, 0, 0, 0, 1, 0, 148, 148, 0, 0, 14, 12, 53, 885, 9, 9, 737, 26, 21, 5, 14, 32, 53, 451, 231
