Input Number, Run_Number, Result@ 100, predator_g494, predator_mrna495, predator_g532_Q2b_H2, predator_mrna533, predator_A, predator_g555, predator_mrna556, predator_ccdB, predator_Q1a, predator_H1, predator_H2, predator_Q2b, predator_Q2b_H2, prey_g594, prey_mrna595, prey_H1_Q1b, prey_g594_H1_Q1b, prey_ccdB, prey_g616, prey_mrna617, prey_Q1b, prey_Q2a, prey_H2, prey_H1, H1, H2, predator_g532, Reaction1, Reaction10, Reaction11, Reaction12, Reaction13, Reaction14, Reaction15, Reaction16, Reaction17, Reaction18, Reaction19, Reaction2, Reaction20, Reaction21, Reaction22, Reaction23, Reaction24, Reaction25, Reaction26, Reaction27, Reaction28, Reaction29, Reaction3, Reaction30, Reaction31, Reaction32, Reaction33, Reaction34, Reaction35, Reaction36, Reaction37, Reaction38, Reaction39, Reaction4, Reaction40, Reaction41, Reaction42, Reaction43, Reaction44, Reaction45, Reaction46, Reaction47, Reaction5, Reaction6, Reaction7, Reaction8, Reaction9
INVAR-1, Run: 011, P, 1, 0, 0, 1, 0, 1, 1, 0, 1, 0, 0, 2, 0, 1, 0, 0, 0, 1, 1, 1, 0, 1, 1, 0, 0, 0, 1, 110, 21, 104, 90, 194, 111, 110, 125, 52, 57, 14, 110, 14, 73, 28, 25, 16, 81, 14, 14, 14, 95, 114, 83, 82, 81, 80, 85, 85, 86, 53, 62, 25, 112, 25, 36, 29, 32, 29, 29, 25, 25, 84, 67, 84, 11, 11
INVAR-1, Run: 012, P, 1, 0, 0, 2, 2, 1, 2, 2, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 2, 0, 0, 0, 0, 1, 90, 16, 91, 115, 204, 104, 102, 84, 30, 73, 19, 90, 19, 52, 32, 16, 16, 73, 21, 21, 22, 95, 96, 100, 100, 91, 90, 81, 81, 79, 45, 41, 34, 96, 34, 24, 41, 32, 41, 41, 17, 17, 94, 78, 77, 22, 22
INVAR-1, Run: 013, P, 1, 1, 0, 0, 1, 1, 2, 0, 0, 1, 0, 2, 0, 1, 2, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 105, 20, 91, 86, 176, 102, 100, 102, 46, 74, 41, 104, 41, 56, 38, 30, 29, 93, 15, 15, 7, 98, 115, 83, 83, 112, 112, 91, 90, 103, 67, 53, 24, 113, 24, 23, 35, 36, 35, 35, 30, 30, 111, 82, 71, 27, 27
INVAR-1, Run: 014, P, 1, 0, 0, 2, 3, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 1, 0, 1, 1, 1, 0, 0, 1, 3, 0, 1, 112, 6, 105, 83, 185, 96, 96, 87, 45, 72, 27, 112, 27, 42, 37, 27, 30, 80, 9, 8, 6, 86, 109, 82, 82, 107, 106, 80, 76, 59, 49, 49, 15, 109, 12, 22, 28, 10, 35, 32, 27, 27, 96, 66, 101, 8, 8
INVAR-1, Run: 015, P, 1, 1, 0, 0, 2, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 1, 0, 1, 1, 1, 1, 0, 0, 1, 0, 1, 91, 30, 96, 101, 195, 79, 79, 82, 27, 67, 28, 90, 28, 55, 37, 34, 10, 73, 27, 26, 28, 100, 85, 85, 85, 94, 93, 104, 102, 88, 59, 76, 40, 84, 39, 42, 28, 28, 30, 29, 34, 34, 79, 69, 66, 30, 30
INVAR-1, Run: 016, P, 1, 1, 0, 2, 1, 1, 1, 0, 1, 0, 0, 1, 1, 0, 2, 2, 1, 4, 1, 0, 0, 0, 0, 1, 0, 0, 1, 96, 8, 97, 64, 160, 101, 100, 83, 46, 86, 10, 95, 9, 37, 44, 20, 35, 85, 12, 11, 28, 111, 112, 109, 105, 99, 99, 93, 90, 82, 51, 39, 31, 110, 28, 18, 38, 31, 42, 42, 21, 21, 115, 79, 91, 7, 7
INVAR-1, Run: 017, P, 1, 0, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0, 1, 2, 1, 0, 1, 1, 0, 0, 1, 1, 1, 0, 1, 0, 107, 22, 103, 91, 193, 100, 100, 102, 37, 67, 30, 107, 29, 65, 36, 25, 25, 101, 6, 6, 2, 101, 96, 108, 107, 91, 91, 90, 89, 80, 45, 60, 9, 95, 8, 32, 29, 34, 31, 31, 27, 26, 101, 75, 82, 18, 17
INVAR-1, Run: 018, P, 1, 0, 1, 0, 0, 1, 0, 1, 0, 0, 1, 1, 0, 1, 0, 1, 0, 3, 1, 2, 3, 1, 0, 1, 0, 0, 0, 99, 12, 93, 77, 170, 88, 88, 60, 23, 90, 13, 99, 12, 36, 57, 30, 22, 72, 15, 15, 12, 84, 100, 88, 85, 87, 85, 77, 73, 91, 60, 61, 25, 98, 24, 29, 31, 30, 33, 33, 32, 32, 102, 80, 81, 14, 13
INVAR-1, Run: 019, P, 1, 3, 0, 0, 0, 1, 0, 1, 1, 2, 1, 6, 1, 0, 1, 0, 1, 2, 1, 1, 3, 0, 0, 1, 0, 0, 1, 97, 17, 90, 97, 187, 104, 104, 127, 63, 66, 30, 94, 29, 63, 39, 38, 25, 70, 11, 10, 16, 85, 83, 73, 71, 107, 106, 106, 102, 105, 81, 89, 21, 76, 20, 49, 23, 24, 25, 25, 40, 40, 91, 65, 73, 23, 23
INVAR-1, Run: 020, P, 1, 1, 0, 1, 4, 1, 1, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 1, 1, 1, 1, 2, 1, 0, 0, 1, 1, 90, 5, 75, 95, 166, 89, 88, 84, 35, 79, 16, 89, 15, 49, 36, 18, 24, 77, 19, 19, 28, 104, 93, 118, 117, 84, 83, 78, 77, 87, 53, 47, 49, 92, 49, 26, 43, 32, 43, 43, 20, 19, 92, 68, 71, 8, 8
INVAR-1, Run: 021, P, 1, 0, 0, 4, 5, 1, 3, 0, 0, 0, 0, 0, 0, 0, 3, 0, 1, 1, 1, 2, 4, 1, 1, 0, 0, 2, 1, 114, 20, 85, 109, 189, 88, 85, 109, 57, 85, 32, 114, 32, 52, 41, 24, 31, 71, 18, 17, 22, 90, 119, 89, 88, 109, 107, 103, 98, 87, 57, 53, 27, 119, 26, 26, 43, 29, 44, 44, 26, 24, 122, 91, 69, 28, 28
INVAR-1, Run: 022, P, 1, 0, 0, 0, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0, 3, 1, 1, 1, 2, 2, 0, 0, 0, 0, 2, 1, 94, 12, 99, 110, 208, 123, 122, 108, 38, 80, 19, 94, 19, 69, 36, 35, 23, 83, 24, 23, 12, 95, 91, 114, 113, 110, 108, 129, 123, 137, 80, 73, 67, 91, 63, 35, 40, 57, 44, 44, 38, 36, 108, 85, 87, 20, 20
INVAR-1, Run: 023, P, 1, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 2, 1, 0, 0, 0, 0, 0, 0, 0, 1, 105, 25, 97, 65, 161, 91, 90, 97, 44, 81, 38, 105, 37, 53, 42, 36, 24, 78, 33, 33, 28, 105, 133, 112, 110, 112, 112, 103, 103, 113, 68, 70, 42, 131, 42, 33, 39, 45, 39, 39, 37, 37, 115, 91, 73, 36, 36
INVAR-1, Run: 024, P, 1, 0, 0, 2, 1, 1, 0, 0, 1, 2, 1, 2, 0, 0, 0, 0, 1, 1, 1, 4, 0, 0, 0, 0, 0, 0, 1, 96, 12, 112, 110, 221, 91, 91, 76, 35, 101, 6, 96, 6, 41, 46, 39, 26, 67, 25, 24, 24, 91, 84, 93, 92, 113, 109, 86, 85, 101, 69, 74, 34, 82, 33, 34, 52, 32, 53, 53, 40, 40, 105, 78, 102, 8, 8
INVAR-1, Run: 025, P, 1, 1, 0, 1, 5, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 1, 2, 0, 0, 0, 0, 1, 104, 1, 81, 95, 171, 105, 104, 99, 47, 69, 16, 103, 16, 52, 43, 40, 22, 64, 24, 24, 19, 83, 109, 66, 66, 97, 96, 90, 89, 90, 74, 66, 40, 109, 40, 26, 26, 14, 26, 26, 40, 40, 86, 64, 81, 5, 5
INVAR-1, Run: 026, P, 1, 1, 0, 2, 3, 1, 1, 0, 1, 1, 0, 3, 0, 1, 1, 1, 0, 2, 1, 0, 0, 0, 0, 0, 0, 0, 1, 99, 6, 98, 106, 201, 117, 116, 144, 60, 69, 26, 98, 26, 84, 35, 30, 31, 71, 26, 26, 31, 101, 112, 100, 98, 110, 110, 125, 124, 121, 75, 54, 26, 109, 25, 24, 32, 46, 33, 33, 30, 30, 99, 67, 94, 14, 14
INVAR-1, Run: 027, P, 1, 1, 0, 2, 2, 1, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 88, 20, 113, 106, 217, 98, 97, 80, 37, 81, 35, 87, 35, 43, 36, 32, 10, 59, 22, 22, 29, 88, 100, 79, 79, 94, 93, 99, 99, 89, 55, 60, 33, 100, 33, 27, 45, 34, 45, 45, 33, 33, 87, 77, 95, 17, 17
INVAR-1, Run: 028, P, 1, 1, 0, 1, 0, 1, 3, 3, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 1, 0, 1, 1, 0, 0, 0, 1, 105, 4, 71, 50, 121, 112, 109, 99, 51, 63, 13, 104, 13, 45, 28, 34, 29, 59, 24, 23, 42, 100, 74, 102, 102, 107, 106, 98, 97, 96, 61, 72, 30, 74, 29, 37, 34, 34, 35, 35, 34, 34, 96, 67, 68, 6, 6
INVAR-1, Run: 029, P, 1, 1, 0, 0, 1, 1, 2, 0, 0, 1, 0, 0, 0, 0, 1, 0, 1, 1, 1, 1, 1, 0, 0, 0, 0, 1, 1, 95, 21, 110, 106, 215, 96, 94, 103, 45, 71, 19, 94, 19, 58, 32, 29, 20, 79, 24, 23, 16, 94, 76, 85, 84, 101, 100, 93, 91, 71, 46, 55, 38, 76, 37, 25, 37, 25, 38, 38, 30, 29, 88, 68, 89, 12, 12
INVAR-1, Run: 030, P, 1, 1, 0, 1, 1, 1, 2, 0, 0, 1, 1, 2, 0, 0, 1, 0, 1, 1, 1, 1, 1, 3, 1, 0, 1, 0, 1, 109, 30, 99, 123, 221, 100, 98, 94, 46, 70, 49, 108, 49, 48, 32, 36, 31, 70, 23, 22, 28, 97, 128, 103, 102, 102, 101, 105, 103, 98, 70, 80, 28, 126, 27, 42, 35, 25, 37, 36, 37, 37, 113, 82, 70, 25, 25
INVAR-1, Run: 031, P, 1, 1, 0, 2, 2, 1, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 1, 2, 1, 1, 2, 0, 0, 1, 1, 87, 5, 94, 75, 167, 90, 90, 87, 44, 69, 15, 86, 15, 43, 35, 21, 25, 75, 20, 20, 30, 104, 69, 89, 89, 97, 95, 105, 104, 108, 66, 53, 43, 69, 43, 28, 34, 41, 34, 34, 23, 22, 84, 59, 91, 6, 6
INVAR-1, Run: 032, P, 1, 0, 0, 0, 1, 1, 0, 2, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 1, 3, 2, 3, 0, 2, 0, 0, 1, 99, 18, 117, 115, 231, 101, 101, 121, 47, 86, 19, 99, 19, 72, 40, 25, 33, 58, 45, 45, 45, 102, 99, 119, 118, 103, 100, 97, 95, 112, 70, 55, 79, 99, 79, 30, 44, 39, 46, 46, 25, 25, 112, 79, 99, 16, 16
INVAR-1, Run: 033, P, 1, 1, 0, 1, 2, 1, 2, 0, 5, 1, 0, 1, 0, 1, 1, 0, 0, 1, 1, 2, 5, 0, 0, 0, 2, 2, 1, 102, 13, 94, 95, 187, 86, 84, 98, 47, 77, 16, 101, 16, 51, 36, 36, 19, 69, 15, 15, 31, 99, 85, 83, 82, 99, 97, 99, 94, 93, 61, 65, 23, 84, 23, 27, 38, 32, 40, 38, 38, 36, 91, 67, 82, 16, 16
INVAR-1, Run: 034, P, 1, 2, 0, 2, 0, 1, 2, 0, 4, 0, 0, 1, 0, 0, 0, 4, 1, 0, 1, 2, 0, 0, 0, 2, 0, 0, 1, 102, 7, 105, 97, 202, 114, 112, 134, 53, 80, 11, 100, 11, 81, 39, 20, 27, 88, 43, 42, 36, 124, 98, 140, 140, 86, 84, 79, 74, 66, 40, 40, 88, 97, 83, 20, 34, 26, 41, 41, 20, 20, 110, 79, 100, 6, 6
INVAR-1, Run: 035, P, 1, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 2, 3, 0, 1, 1, 1, 0, 0, 0, 0, 0, 1, 1, 94, 17, 96, 118, 214, 112, 111, 98, 33, 76, 17, 93, 17, 65, 40, 44, 18, 65, 33, 33, 28, 91, 91, 66, 65, 97, 96, 106, 103, 114, 80, 100, 53, 91, 50, 55, 33, 34, 36, 36, 45, 44, 86, 68, 79, 17, 17
INVAR-1, Run: 036, P, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 2, 2, 1, 2, 1, 3, 1, 1, 1, 1, 0, 1, 1, 90, 7, 88, 87, 175, 102, 101, 95, 41, 82, 18, 90, 18, 54, 35, 24, 15, 96, 38, 37, 29, 123, 105, 129, 127, 105, 102, 127, 123, 102, 55, 59, 56, 105, 53, 32, 43, 46, 47, 47, 26, 25, 106, 91, 81, 10, 10
INVAR-1, Run: 037, P, 1, 1, 1, 1, 1, 1, 3, 2, 0, 0, 0, 0, 1, 0, 3, 0, 1, 6, 1, 0, 0, 0, 0, 0, 0, 0, 0, 115, 32, 102, 121, 222, 120, 117, 108, 38, 78, 44, 114, 42, 68, 47, 30, 30, 95, 11, 10, 10, 102, 110, 134, 128, 78, 78, 88, 87, 88, 55, 58, 13, 108, 12, 26, 30, 33, 31, 31, 32, 32, 133, 103, 71, 27, 26
INVAR-1, Run: 038, P, 1, 0, 0, 1, 3, 1, 0, 0, 0, 0, 1, 0, 0, 1, 3, 0, 0, 0, 1, 1, 0, 3, 3, 0, 0, 0, 1, 109, 10, 87, 69, 153, 103, 103, 130, 67, 47, 9, 109, 9, 63, 23, 26, 36, 74, 18, 18, 14, 85, 84, 96, 96, 119, 118, 91, 91, 80, 52, 54, 23, 84, 23, 24, 24, 25, 24, 24, 27, 27, 98, 62, 78, 15, 15
INVAR-1, Run: 039, P, 1, 1, 0, 1, 4, 1, 1, 0, 1, 1, 0, 1, 0, 1, 0, 0, 0, 0, 1, 2, 1, 4, 1, 0, 0, 0, 1, 104, 30, 94, 96, 186, 106, 105, 74, 34, 63, 44, 103, 44, 40, 39, 46, 25, 84, 17, 17, 15, 99, 79, 74, 74, 105, 103, 113, 112, 118, 86, 100, 25, 78, 25, 53, 23, 28, 23, 23, 46, 46, 95, 69, 65, 33, 33
INVAR-1, Run: 040, P, 1, 1, 0, 2, 3, 1, 0, 0, 0, 1, 0, 1, 1, 1, 1, 0, 0, 2, 1, 1, 2, 0, 0, 1, 0, 0, 1, 118, 30, 102, 122, 221, 87, 87, 77, 33, 93, 37, 117, 36, 44, 50, 39, 28, 75, 26, 26, 30, 104, 127, 88, 86, 103, 102, 95, 93, 103, 66, 76, 32, 125, 32, 36, 41, 37, 42, 42, 40, 40, 118, 90, 74, 42, 42
INVAR-1, Run: 041, P, 1, 0, 0, 2, 6, 1, 1, 0, 1, 0, 1, 0, 0, 0, 1, 1, 1, 3, 1, 3, 4, 1, 0, 0, 0, 0, 1, 107, 33, 114, 124, 232, 112, 111, 93, 31, 72, 50, 107, 50, 62, 37, 29, 27, 68, 25, 24, 18, 85, 103, 69, 66, 121, 118, 127, 121, 99, 68, 58, 44, 103, 42, 28, 33, 30, 35, 35, 30, 30, 106, 78, 83, 31, 31
INVAR-1, Run: 042, P, 1, 1, 0, 0, 0, 1, 0, 0, 3, 0, 0, 3, 0, 1, 1, 0, 0, 1, 1, 3, 2, 1, 0, 1, 0, 0, 1, 87, 20, 103, 109, 212, 89, 89, 90, 23, 76, 23, 86, 23, 67, 42, 36, 14, 83, 5, 5, 4, 86, 78, 98, 97, 114, 111, 110, 108, 107, 55, 67, 13, 75, 13, 31, 33, 51, 34, 34, 36, 36, 87, 70, 83, 15, 15
INVAR-1, Run: 043, P, 1, 3, 0, 3, 1, 1, 3, 0, 5, 1, 1, 1, 1, 1, 2, 1, 0, 1, 1, 1, 4, 2, 0, 4, 2, 0, 1, 99, 4, 97, 87, 183, 100, 97, 82, 35, 78, 12, 96, 11, 47, 34, 30, 27, 77, 20, 20, 27, 102, 90, 95, 94, 110, 109, 126, 121, 103, 57, 60, 29, 88, 28, 28, 36, 44, 43, 41, 32, 32, 113, 81, 96, 9, 9
INVAR-1, Run: 044, P, 1, 1, 0, 2, 2, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 2, 1, 1, 1, 1, 0, 0, 0, 0, 1, 0, 1, 136, 17, 101, 87, 186, 98, 98, 114, 50, 92, 32, 135, 32, 64, 40, 42, 26, 42, 38, 37, 52, 94, 119, 83, 82, 108, 107, 111, 108, 117, 84, 83, 70, 118, 67, 41, 48, 33, 52, 51, 42, 42, 126, 100, 86, 20, 20
INVAR-1, Run: 045, P, 1, 0, 1, 1, 1, 1, 2, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 3, 1, 2, 1, 0, 2, 0, 0, 0, 0, 99, 10, 85, 70, 154, 100, 98, 100, 48, 64, 26, 99, 25, 52, 36, 44, 21, 86, 9, 9, 16, 102, 100, 87, 84, 117, 115, 127, 126, 118, 68, 91, 16, 98, 16, 44, 28, 50, 28, 28, 45, 45, 86, 65, 76, 20, 19
INVAR-1, Run: 046, P, 1, 0, 0, 1, 1, 1, 3, 0, 0, 0, 1, 2, 0, 1, 2, 0, 0, 3, 1, 1, 1, 1, 0, 0, 0, 2, 1, 95, 2, 102, 108, 209, 108, 105, 89, 36, 75, 7, 95, 7, 53, 37, 19, 18, 99, 15, 15, 19, 116, 108, 135, 132, 99, 98, 83, 82, 95, 42, 33, 29, 106, 29, 11, 38, 52, 38, 38, 22, 20, 99, 81, 101, 8, 8
INVAR-1, Run: 047, P, 1, 0, 0, 2, 3, 1, 2, 0, 0, 0, 0, 0, 0, 1, 4, 0, 0, 1, 1, 1, 0, 0, 0, 1, 0, 0, 1, 88, 9, 98, 85, 180, 110, 108, 126, 62, 73, 30, 88, 30, 64, 39, 35, 21, 75, 21, 21, 34, 105, 86, 128, 127, 104, 103, 90, 90, 97, 61, 60, 18, 86, 18, 25, 33, 36, 34, 34, 35, 35, 97, 76, 91, 16, 16
INVAR-1, Run: 048, P, 1, 1, 0, 1, 3, 1, 2, 0, 0, 0, 0, 2, 0, 1, 3, 0, 0, 4, 1, 0, 1, 0, 0, 0, 0, 1, 1, 89, 36, 118, 113, 228, 112, 110, 95, 39, 53, 35, 88, 35, 56, 25, 36, 13, 73, 20, 20, 24, 94, 93, 95, 91, 94, 94, 113, 112, 87, 60, 65, 31, 91, 31, 28, 28, 27, 28, 28, 37, 36, 74, 61, 83, 34, 34
INVAR-1, Run: 049, P, 1, 1, 0, 1, 6, 1, 0, 0, 0, 0, 1, 4, 1, 1, 2, 0, 0, 0, 1, 2, 1, 1, 0, 1, 0, 0, 1, 98, 35, 108, 131, 233, 85, 85, 75, 30, 65, 55, 97, 54, 45, 30, 42, 22, 83, 18, 18, 20, 101, 90, 102, 102, 100, 98, 99, 98, 129, 91, 89, 20, 85, 20, 45, 34, 37, 35, 35, 44, 44, 100, 78, 74, 29, 29
INVAR-1, Run: 050, P, 1, 0, 0, 1, 6, 1, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1, 116, 32, 122, 134, 250, 86, 86, 95, 43, 116, 24, 116, 24, 52, 57, 21, 34, 79, 23, 22, 24, 103, 129, 120, 119, 86, 85, 94, 93, 100, 57, 58, 34, 128, 33, 36, 58, 43, 59, 59, 22, 22, 132, 97, 91, 31, 31
INVAR-1, Run: 051, P, 1, 2, 1, 0, 1, 1, 1, 0, 2, 1, 0, 0, 1, 1, 0, 0, 0, 1, 1, 2, 2, 1, 0, 0, 1, 0, 0, 92, 30, 99, 93, 191, 89, 88, 74, 34, 105, 44, 90, 42, 40, 59, 30, 22, 67, 26, 26, 22, 89, 123, 86, 85, 98, 96, 121, 119, 129, 82, 77, 40, 121, 40, 45, 44, 46, 45, 44, 32, 32, 110, 86, 69, 30, 29
INVAR-1, Run: 052, P, 1, 0, 0, 2, 1, 1, 2, 1, 0, 1, 0, 1, 0, 1, 2, 1, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 1, 107, 10, 111, 132, 242, 95, 93, 114, 43, 65, 13, 107, 13, 70, 35, 25, 13, 106, 18, 18, 16, 120, 73, 113, 113, 91, 90, 97, 95, 77, 50, 44, 24, 72, 23, 19, 28, 27, 29, 29, 25, 25, 80, 67, 103, 7, 7
INVAR-1, Run: 053, P, 1, 3, 1, 0, 0, 1, 0, 2, 1, 0, 0, 3, 0, 1, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 1, 0, 95, 21, 90, 108, 198, 124, 124, 115, 41, 89, 31, 92, 30, 72, 42, 35, 25, 77, 32, 32, 24, 101, 114, 104, 103, 104, 103, 113, 113, 92, 61, 75, 44, 110, 44, 38, 47, 31, 47, 47, 37, 36, 115, 89, 69, 24, 23
INVAR-1, Run: 054, P, 1, 3, 1, 0, 2, 1, 1, 0, 4, 3, 3, 2, 3, 0, 0, 0, 1, 1, 1, 3, 2, 4, 0, 0, 0, 1, 0, 121, 26, 103, 82, 183, 129, 128, 138, 60, 64, 40, 118, 36, 78, 29, 30, 39, 61, 30, 29, 33, 94, 115, 92, 91, 97, 94, 119, 116, 107, 63, 69, 51, 109, 50, 31, 31, 40, 32, 32, 38, 37, 106, 63, 77, 25, 24
