Input Number, Run_Number, Result@ 100, CO, X1, A, B, C, PO, D, Y, PE, CE, E, F, NEW_REACTION, Reaction1, Reaction10, Reaction11, Reaction12, Reaction13, Reaction2, Reaction3, Reaction4, Reaction5, Reaction6, Reaction7, Reaction8, Reaction9
INVAR-10, Run: 045, P, 0, 0, 0, 0, 0, 0, 600, 0, 1, 0, 100, 0, 243, 200, 3685, 90, 90, 3685, 100, 57, 42, 100, 100, 200, 6172, 3086
INVAR-10, Run: 046, P, 0, 0, 0, 0, 0, 0, 600, 2, 1, 2, 99, 0, 94, 200, 4288, 56, 54, 4288, 100, 60, 39, 99, 100, 200, 6970, 3485
INVAR-10, Run: 047, P, 0, 0, 0, 0, 0, 0, 600, 0, 1, 0, 100, 0, 329, 200, 5775, 65, 65, 5775, 100, 56, 43, 100, 100, 200, 5622, 2811
INVAR-10, Run: 048, P, 0, 0, 0, 0, 0, 0, 600, 0, 1, 0, 100, 0, 552, 200, 5650, 72, 72, 5650, 100, 70, 29, 100, 100, 200, 4450, 2225
INVAR-10, Run: 049, P, 0, 0, 0, 0, 0, 0, 600, 0, 1, 0, 100, 0, 152, 200, 4535, 74, 74, 4535, 100, 54, 45, 100, 100, 200, 5316, 2658
INVAR-10, Run: 050, P, 0, 0, 0, 0, 0, 0, 600, 2, 1, 2, 99, 0, 397, 200, 5455, 52, 50, 5455, 100, 63, 36, 99, 100, 200, 6132, 3066
INVAR-10, Run: 051, P, 0, 0, 0, 0, 0, 0, 600, 0, 1, 0, 100, 0, 228, 200, 4637, 74, 74, 4637, 100, 61, 38, 100, 100, 200, 4992, 2496
INVAR-10, Run: 052, P, 0, 0, 0, 0, 0, 0, 600, 0, 1, 0, 100, 0, 173, 200, 6412, 74, 74, 6412, 100, 51, 48, 100, 100, 200, 5440, 2720
INVAR-10, Run: 053, P, 0, 0, 0, 0, 0, 0, 600, 0, 1, 0, 100, 0, 270, 200, 4776, 74, 74, 4776, 100, 55, 44, 100, 100, 200, 4388, 2194
INVAR-10, Run: 054, P, 0, 0, 0, 0, 0, 0, 600, 0, 1, 0, 100, 0, 217, 200, 4361, 60, 60, 4361, 100, 62, 37, 100, 100, 200, 7620, 3810
INVAR-10, Run: 055, P, 0, 0, 0, 0, 0, 0, 600, 0, 1, 0, 100, 0, 434, 200, 5576, 65, 65, 5576, 100, 57, 42, 100, 100, 200, 4112, 2056
INVAR-10, Run: 056, P, 0, 0, 0, 0, 0, 0, 600, 0, 1, 0, 100, 0, 166, 200, 4241, 57, 57, 4241, 100, 64, 35, 100, 100, 200, 5950, 2975
INVAR-10, Run: 057, P, 0, 0, 0, 0, 0, 0, 600, 0, 1, 0, 100, 0, 1152, 200, 6367, 48, 48, 6367, 100, 61, 38, 100, 100, 200, 4542, 2271
INVAR-10, Run: 058, P, 0, 0, 0, 0, 0, 0, 600, 0, 1, 0, 100, 0, 214, 200, 5460, 71, 71, 5460, 100, 67, 32, 100, 100, 200, 5972, 2986
INVAR-10, Run: 059, P, 0, 0, 0, 0, 0, 0, 600, 0, 1, 0, 100, 0, 684, 200, 3636, 59, 59, 3636, 100, 63, 36, 100, 100, 200, 6008, 3004
INVAR-10, Run: 060, P, 0, 0, 0, 0, 0, 0, 600, 0, 1, 0, 100, 0, 313, 200, 4964, 75, 75, 4964, 100, 65, 34, 100, 100, 200, 5212, 2606
INVAR-10, Run: 061, P, 0, 0, 0, 0, 0, 0, 600, 0, 1, 0, 100, 0, 405, 200, 4866, 64, 64, 4866, 100, 55, 44, 100, 100, 200, 6318, 3159
INVAR-10, Run: 062, P, 0, 0, 0, 0, 0, 0, 600, 0, 1, 0, 100, 0, 2382, 200, 5289, 74, 74, 5289, 100, 73, 26, 100, 100, 200, 6460, 3230
INVAR-10, Run: 063, P, 0, 0, 0, 0, 0, 0, 600, 0, 1, 0, 100, 0, 78, 200, 4085, 58, 58, 4085, 100, 55, 44, 100, 100, 200, 5932, 2966
INVAR-10, Run: 064, P, 0, 0, 0, 0, 0, 0, 600, 0, 1, 0, 100, 0, 203, 200, 3921, 67, 67, 3921, 100, 66, 33, 100, 100, 200, 4546, 2273
INVAR-10, Run: 065, P, 0, 0, 0, 0, 0, 0, 600, 0, 1, 0, 100, 0, 198, 200, 4565, 50, 50, 4565, 100, 60, 39, 100, 100, 200, 5098, 2549
INVAR-10, Run: 066, P, 0, 0, 0, 0, 0, 0, 600, 0, 1, 0, 100, 0, 346, 200, 6020, 66, 66, 6020, 100, 65, 34, 100, 100, 200, 6830, 3415
INVAR-10, Run: 067, P, 0, 0, 0, 0, 0, 0, 600, 0, 1, 0, 100, 0, 729, 200, 5459, 81, 81, 5459, 100, 59, 40, 100, 100, 200, 9924, 4962
INVAR-10, Run: 068, P, 0, 0, 0, 0, 0, 0, 600, 0, 1, 0, 100, 0, 204, 200, 4929, 86, 86, 4929, 100, 52, 47, 100, 100, 200, 5452, 2726
INVAR-10, Run: 069, P, 0, 0, 0, 0, 0, 0, 600, 0, 1, 0, 100, 0, 350, 200, 4642, 49, 49, 4642, 100, 69, 30, 100, 100, 200, 5108, 2554
INVAR-10, Run: 070, P, 0, 0, 0, 0, 0, 0, 600, 2, 1, 2, 99, 0, 375, 200, 4805, 68, 66, 4805, 100, 62, 37, 99, 100, 200, 2934, 1467
INVAR-10, Run: 071, P, 0, 0, 0, 0, 0, 0, 600, 0, 1, 0, 100, 0, 4170, 200, 5285, 64, 64, 5285, 100, 59, 40, 100, 100, 200, 4400, 2200
INVAR-10, Run: 072, P, 0, 0, 0, 0, 0, 0, 600, 0, 1, 0, 100, 0, 152, 200, 4727, 73, 73, 4727, 100, 58, 41, 100, 100, 200, 5878, 2939
INVAR-10, Run: 073, P, 0, 0, 0, 0, 0, 0, 600, 2, 1, 2, 99, 0, 454, 200, 4778, 65, 63, 4778, 100, 69, 30, 99, 100, 200, 6404, 3202
INVAR-10, Run: 074, P, 0, 0, 0, 0, 0, 0, 600, 2, 1, 2, 99, 0, 895, 200, 5449, 61, 59, 5449, 100, 70, 29, 99, 100, 200, 5714, 2857
INVAR-10, Run: 075, P, 0, 0, 0, 0, 0, 0, 600, 0, 1, 0, 100, 0, 837, 200, 5424, 82, 82, 5424, 100, 64, 35, 100, 100, 200, 5082, 2541
INVAR-10, Run: 076, P, 0, 0, 0, 0, 0, 0, 600, 0, 1, 0, 100, 0, 717, 200, 5513, 78, 78, 5513, 100, 55, 44, 100, 100, 200, 5470, 2735
INVAR-10, Run: 077, P, 0, 0, 0, 0, 0, 0, 600, 2, 1, 2, 99, 0, 381, 200, 5011, 44, 42, 5011, 100, 65, 34, 99, 100, 200, 5940, 2970
INVAR-10, Run: 078, P, 0, 0, 0, 0, 0, 0, 600, 0, 1, 0, 100, 0, 886, 200, 5705, 65, 65, 5705, 100, 57, 42, 100, 100, 200, 6350, 3175
INVAR-10, Run: 079, P, 0, 0, 0, 0, 0, 0, 600, 0, 1, 0, 100, 0, 182, 200, 5364, 49, 49, 5364, 100, 78, 21, 100, 100, 200, 7000, 3500
INVAR-10, Run: 080, P, 0, 0, 0, 0, 0, 0, 600, 0, 1, 0, 100, 0, 181, 200, 5599, 56, 56, 5599, 100, 67, 32, 100, 100, 200, 4348, 2174
INVAR-10, Run: 081, P, 0, 0, 0, 0, 0, 0, 600, 0, 1, 0, 100, 0, 212, 200, 5511, 68, 68, 5511, 100, 67, 32, 100, 100, 200, 4702, 2351
INVAR-10, Run: 082, P, 0, 0, 0, 0, 0, 0, 600, 0, 1, 0, 100, 0, 119, 200, 5385, 58, 58, 5385, 100, 62, 37, 100, 100, 200, 6012, 3006
INVAR-10, Run: 083, P, 0, 0, 0, 0, 0, 0, 600, 0, 1, 0, 100, 0, 104, 200, 4609, 61, 61, 4609, 100, 59, 40, 100, 100, 200, 4738, 2369
INVAR-10, Run: 084, P, 0, 0, 0, 0, 0, 0, 600, 2, 1, 2, 99, 0, 118, 200, 3571, 53, 51, 3571, 100, 64, 35, 99, 100, 200, 7264, 3632
INVAR-10, Run: 085, P, 0, 0, 0, 0, 0, 0, 600, 2, 1, 2, 99, 0, 782, 200, 4872, 77, 75, 4872, 100, 59, 40, 99, 100, 200, 5012, 2506
INVAR-10, Run: 086, P, 0, 0, 0, 0, 0, 0, 600, 0, 1, 0, 100, 0, 105, 200, 4857, 77, 77, 4857, 100, 62, 37, 100, 100, 200, 4320, 2160
INVAR-10, Run: 087, P, 0, 0, 0, 0, 0, 0, 600, 0, 1, 0, 100, 0, 157, 200, 5431, 75, 75, 5431, 100, 62, 37, 100, 100, 200, 5102, 2551
INVAR-10, Run: 088, P, 0, 0, 0, 0, 0, 0, 600, 2, 1, 2, 99, 0, 551, 200, 4908, 43, 41, 4908, 100, 61, 38, 99, 100, 200, 4584, 2292
INVAR-10, Run: 089, P, 0, 0, 0, 0, 0, 0, 600, 2, 1, 2, 99, 0, 76, 200, 3418, 74, 72, 3418, 100, 66, 33, 99, 100, 200, 4106, 2053
INVAR-10, Run: 090, P, 0, 0, 0, 0, 0, 0, 600, 2, 1, 2, 99, 0, 123, 200, 3480, 71, 69, 3480, 100, 62, 37, 99, 100, 200, 6850, 3425
INVAR-10, Run: 091, P, 0, 0, 0, 0, 0, 0, 600, 0, 1, 0, 100, 0, 581, 200, 4250, 59, 59, 4250, 100, 62, 37, 100, 100, 200, 4266, 2133
INVAR-10, Run: 092, P, 0, 0, 0, 0, 0, 0, 600, 2, 1, 2, 99, 0, 1320, 200, 5863, 85, 83, 5863, 100, 62, 37, 99, 100, 200, 5780, 2890
INVAR-10, Run: 093, P, 0, 0, 0, 0, 0, 0, 600, 2, 1, 2, 99, 0, 1060, 200, 5455, 62, 60, 5455, 100, 68, 31, 99, 100, 200, 5248, 2624
INVAR-10, Run: 094, P, 0, 0, 0, 0, 0, 0, 600, 2, 1, 2, 99, 0, 160, 200, 4391, 62, 60, 4391, 100, 62, 37, 99, 100, 200, 3650, 1825
INVAR-10, Run: 095, P, 0, 0, 0, 0, 0, 0, 600, 0, 1, 0, 100, 0, 521, 200, 5245, 80, 80, 5245, 100, 67, 32, 100, 100, 200, 5456, 2728
INVAR-10, Run: 096, P, 0, 0, 0, 0, 0, 0, 600, 0, 1, 0, 100, 0, 1224, 200, 5553, 62, 62, 5553, 100, 70, 29, 100, 100, 200, 5460, 2730
INVAR-10, Run: 097, P, 0, 0, 0, 0, 0, 0, 600, 0, 1, 0, 100, 0, 887, 200, 4473, 54, 54, 4473, 100, 69, 30, 100, 100, 200, 4852, 2426
INVAR-10, Run: 098, P, 0, 0, 0, 0, 0, 0, 600, 0, 1, 0, 100, 0, 131, 200, 4293, 57, 57, 4293, 100, 55, 44, 100, 100, 200, 5778, 2889
INVAR-10, Run: 099, P, 0, 0, 0, 0, 0, 0, 600, 0, 1, 0, 100, 0, 1800, 200, 5919, 38, 38, 5919, 100, 74, 25, 100, 100, 200, 5328, 2664
INVAR-10, Run: 100, P, 0, 0, 0, 0, 0, 0, 600, 0, 1, 0, 100, 0, 1541, 200, 5141, 43, 43, 5141, 100, 73, 26, 100, 100, 200, 5116, 2558
INVAR-2, Run: 001, P, 0, 0, 0, 0, 0, 0, 168, 0, 1, 0, 28, 0, 72, 56, 656, 21, 21, 656, 28, 16, 11, 28, 28, 56, 664, 332
INVAR-2, Run: 002, P, 0, 0, 0, 0, 0, 0, 168, 0, 1, 0, 28, 0, 30, 56, 436, 12, 12, 436, 28, 17, 10, 28, 28, 56, 1198, 599
INVAR-2, Run: 003, P, 0, 0, 0, 0, 0, 0, 168, 2, 1, 2, 27, 0, 43, 56, 702, 21, 19, 702, 28, 13, 14, 27, 28, 56, 1046, 523
INVAR-2, Run: 004, P, 0, 0, 0, 0, 0, 0, 168, 2, 1, 2, 27, 0, 36, 56, 490, 35, 33, 490, 28, 18, 9, 27, 28, 56, 1154, 577
INVAR-2, Run: 005, P, 0, 0, 0, 0, 0, 0, 168, 2, 1, 2, 27, 0, 152, 56, 909, 16, 14, 909, 28, 17, 10, 27, 28, 56, 582, 291
INVAR-2, Run: 006, P, 0, 0, 0, 0, 0, 0, 168, 0, 1, 0, 28, 0, 81, 56, 857, 24, 24, 857, 28, 23, 4, 28, 28, 56, 622, 311
INVAR-2, Run: 007, P, 0, 0, 0, 0, 0, 0, 168, 0, 1, 0, 28, 0, 254, 56, 653, 15, 15, 653, 28, 16, 11, 28, 28, 56, 400, 200
INVAR-2, Run: 008, P, 0, 0, 0, 0, 0, 0, 168, 0, 1, 0, 28, 0, 68, 56, 795, 20, 20, 795, 28, 17, 10, 28, 28, 56, 638, 319
INVAR-2, Run: 009, P, 0, 0, 0, 0, 0, 0, 168, 0, 1, 0, 28, 0, 196, 56, 894, 29, 29, 894, 28, 16, 11, 28, 28, 56, 722, 361
INVAR-2, Run: 010, P, 0, 0, 0, 0, 0, 0, 168, 0, 1, 0, 28, 0, 205, 56, 656, 20, 20, 656, 28, 19, 8, 28, 28, 56, 1230, 615
INVAR-2, Run: 011, P, 0, 0, 0, 0, 0, 0, 168, 0, 1, 0, 28, 0, 79, 56, 572, 24, 24, 572, 28, 17, 10, 28, 28, 56, 1080, 540
INVAR-2, Run: 012, P, 0, 0, 0, 0, 0, 0, 168, 0, 1, 0, 28, 0, 157, 56, 559, 27, 27, 559, 28, 17, 10, 28, 28, 56, 814, 407
INVAR-2, Run: 013, P, 0, 0, 0, 0, 0, 0, 168, 2, 1, 2, 27, 0, 49, 56, 647, 24, 22, 647, 28, 16, 11, 27, 28, 56, 1108, 554
INVAR-2, Run: 014, P, 0, 0, 0, 0, 0, 0, 168, 0, 1, 0, 28, 0, 40, 56, 601, 17, 17, 601, 28, 21, 6, 28, 28, 56, 944, 472
INVAR-2, Run: 015, P, 0, 0, 0, 0, 0, 0, 168, 0, 1, 0, 28, 0, 136, 56, 845, 19, 19, 845, 28, 19, 8, 28, 28, 56, 462, 231
INVAR-2, Run: 016, P, 0, 0, 0, 0, 0, 0, 168, 0, 1, 0, 28, 0, 72, 56, 428, 16, 16, 428, 28, 21, 6, 28, 28, 56, 972, 486
INVAR-2, Run: 017, P, 0, 0, 0, 0, 0, 0, 168, 0, 1, 0, 28, 0, 103, 56, 495, 14, 14, 495, 28, 20, 7, 28, 28, 56, 680, 340
INVAR-2, Run: 018, P, 0, 0, 0, 0, 0, 0, 168, 2, 1, 2, 27, 0, 458, 56, 837, 29, 27, 837, 28, 15, 12, 27, 28, 56, 952, 476
INVAR-2, Run: 019, P, 0, 0, 0, 0, 0, 0, 168, 2, 1, 2, 27, 0, 96, 56, 1072, 20, 18, 1072, 28, 21, 6, 27, 28, 56, 980, 490
INVAR-2, Run: 020, P, 0, 0, 0, 0, 0, 0, 168, 0, 1, 0, 28, 0, 54, 56, 518, 15, 15, 518, 28, 17, 10, 28, 28, 56, 554, 277
INVAR-2, Run: 021, P, 0, 0, 0, 0, 0, 0, 168, 0, 1, 0, 28, 0, 121, 56, 1008, 33, 33, 1008, 28, 10, 17, 28, 28, 56, 832, 416
INVAR-2, Run: 022, P, 0, 0, 0, 0, 0, 0, 168, 0, 1, 0, 28, 0, 22, 56, 477, 16, 16, 477, 28, 16, 11, 28, 28, 56, 542, 271
INVAR-2, Run: 023, P, 0, 0, 0, 0, 0, 0, 168, 0, 1, 0, 28, 0, 141, 56, 517, 19, 19, 517, 28, 18, 9, 28, 28, 56, 1114, 557
INVAR-2, Run: 024, P, 0, 0, 0, 0, 0, 0, 168, 0, 1, 0, 28, 0, 71, 56, 701, 19, 19, 701, 28, 16, 11, 28, 28, 56, 1232, 616
INVAR-2, Run: 025, P, 0, 0, 0, 0, 0, 0, 168, 0, 1, 0, 28, 0, 24, 56, 369, 29, 29, 369, 28, 14, 13, 28, 28, 56, 660, 330
INVAR-2, Run: 026, P, 0, 0, 0, 0, 0, 0, 168, 0, 1, 0, 28, 0, 106, 56, 639, 21, 21, 639, 28, 16, 11, 28, 28, 56, 640, 320
INVAR-2, Run: 027, P, 0, 0, 0, 0, 0, 0, 168, 2, 1, 2, 27, 0, 75, 56, 822, 30, 28, 822, 28, 18, 9, 27, 28, 56, 630, 315
INVAR-2, Run: 028, P, 0, 0, 0, 0, 0, 0, 168, 0, 1, 0, 28, 0, 111, 56, 693, 26, 26, 693, 28, 20, 7, 28, 28, 56, 756, 378
INVAR-2, Run: 029, P, 0, 0, 0, 0, 0, 0, 168, 2, 1, 2, 27, 0, 49, 56, 454, 22, 20, 454, 28, 21, 6, 27, 28, 56, 486, 243
INVAR-2, Run: 030, P, 0, 0, 0, 0, 0, 0, 168, 0, 1, 0, 28, 0, 702, 56, 765, 21, 21, 765, 28, 13, 14, 28, 28, 56, 512, 256
INVAR-2, Run: 031, P, 0, 0, 0, 0, 0, 0, 168, 0, 1, 0, 28, 0, 34, 56, 669, 22, 22, 669, 28, 14, 13, 28, 28, 56, 1498, 749
INVAR-2, Run: 032, P, 0, 0, 0, 0, 0, 0, 168, 0, 1, 0, 28, 0, 36, 56, 589, 15, 15, 589, 28, 14, 13, 28, 28, 56, 692, 346
INVAR-2, Run: 033, P, 0, 0, 0, 0, 0, 0, 168, 0, 1, 0, 28, 0, 135, 56, 852, 23, 23, 852, 28, 19, 8, 28, 28, 56, 1036, 518
INVAR-2, Run: 034, P, 0, 0, 0, 0, 0, 0, 168, 0, 1, 0, 28, 0, 43, 56, 448, 27, 27, 448, 28, 21, 6, 28, 28, 56, 464, 232
INVAR-2, Run: 035, P, 0, 0, 0, 0, 0, 0, 168, 2, 1, 2, 27, 0, 94, 56, 459, 16, 14, 459, 28, 16, 11, 27, 28, 56, 1666, 833
INVAR-2, Run: 036, P, 0, 0, 0, 0, 0, 0, 168, 2, 1, 2, 27, 0, 109, 56, 578, 18, 16, 578, 28, 19, 8, 27, 28, 56, 1610, 805
INVAR-2, Run: 037, P, 0, 0, 0, 0, 0, 0, 168, 0, 1, 0, 28, 0, 70, 56, 694, 16, 16, 694, 28, 19, 8, 28, 28, 56, 846, 423
INVAR-2, Run: 038, P, 0, 0, 0, 0, 0, 0, 168, 0, 1, 0, 28, 0, 226, 56, 572, 21, 21, 572, 28, 15, 12, 28, 28, 56, 432, 216
INVAR-2, Run: 039, P, 0, 0, 0, 0, 0, 0, 168, 2, 1, 2, 27, 0, 109, 56, 510, 17, 15, 510, 28, 16, 11, 27, 28, 56, 598, 299
INVAR-2, Run: 040, P, 0, 0, 0, 0, 0, 0, 168, 0, 1, 0, 28, 0, 99, 56, 873, 12, 12, 873, 28, 13, 14, 28, 28, 56, 422, 211
INVAR-2, Run: 041, P, 0, 0, 0, 0, 0, 0, 168, 0, 1, 0, 28, 0, 158, 56, 996, 14, 14, 996, 28, 21, 6, 28, 28, 56, 706, 353
INVAR-2, Run: 042, P, 0, 0, 0, 0, 0, 0, 168, 0, 1, 0, 28, 0, 121, 56, 643, 24, 24, 643, 28, 19, 8, 28, 28, 56, 1324, 662
INVAR-2, Run: 043, P, 0, 0, 0, 0, 0, 0, 168, 2, 1, 2, 27, 0, 30, 56, 390, 24, 22, 390, 28, 15, 12, 27, 28, 56, 1362, 681
INVAR-2, Run: 044, P, 0, 0, 0, 0, 0, 0, 168, 0, 1, 0, 28, 0, 560, 56, 557, 16, 16, 557, 28, 19, 8, 28, 28, 56, 916, 458
INVAR-2, Run: 045, P, 0, 0, 0, 0, 0, 0, 168, 2, 1, 2, 27, 0, 69, 56, 614, 13, 11, 614, 28, 15, 12, 27, 28, 56, 768, 384
INVAR-2, Run: 046, P, 0, 0, 0, 0, 0, 0, 168, 0, 1, 0, 28, 0, 144, 56, 650, 18, 18, 650, 28, 16, 11, 28, 28, 56, 718, 359
INVAR-2, Run: 047, P, 0, 0, 0, 0, 0, 0, 168, 0, 1, 0, 28, 0, 285, 56, 903, 19, 19, 903, 28, 18, 9, 28, 28, 56, 462, 231
INVAR-2, Run: 048, P, 0, 0, 0, 0, 0, 0, 168, 0, 1, 0, 28, 0, 229, 56, 739, 20, 20, 739, 28, 23, 4, 28, 28, 56, 1728, 864
INVAR-2, Run: 049, P, 0, 0, 0, 0, 0, 0, 168, 2, 1, 2, 27, 0, 31, 56, 591, 13, 11, 591, 28, 15, 12, 27, 28, 56, 1084, 542
INVAR-2, Run: 050, P, 0, 0, 0, 0, 0, 0, 168, 2, 1, 2, 27, 0, 110, 56, 787, 19, 17, 787, 28, 19, 8, 27, 28, 56, 1182, 591
INVAR-2, Run: 051, P, 0, 0, 0, 0, 0, 0, 168, 0, 1, 0, 28, 0, 141, 56, 837, 14, 14, 837, 28, 17, 10, 28, 28, 56, 458, 229
INVAR-2, Run: 052, P, 0, 0, 0, 0, 0, 0, 168, 0, 1, 0, 28, 0, 499, 56, 711, 20, 20, 711, 28, 17, 10, 28, 28, 56, 884, 442
INVAR-2, Run: 053, P, 0, 0, 0, 0, 0, 0, 168, 0, 1, 0, 28, 0, 47, 56, 686, 15, 15, 686, 28, 19, 8, 28, 28, 56, 534, 267
INVAR-2, Run: 054, P, 0, 0, 0, 0, 0, 0, 168, 0, 1, 0, 28, 0, 386, 56, 729, 26, 26, 729, 28, 18, 9, 28, 28, 56, 878, 439
INVAR-2, Run: 055, P, 0, 0, 0, 0, 0, 0, 168, 0, 1, 0, 28, 0, 79, 56, 827, 23, 23, 827, 28, 14, 13, 28, 28, 56, 666, 333
INVAR-2, Run: 056, P, 0, 0, 0, 0, 0, 0, 168, 0, 1, 0, 28, 0, 70, 56, 799, 16, 16, 799, 28, 20, 7, 28, 28, 56, 940, 470
INVAR-2, Run: 057, P, 0, 0, 0, 0, 0, 0, 168, 0, 1, 0, 28, 0, 65, 56, 636, 24, 24, 636, 28, 16, 11, 28, 28, 56, 930, 465
INVAR-2, Run: 058, P, 0, 0, 0, 0, 0, 0, 168, 0, 1, 0, 28, 0, 174, 56, 574, 16, 16, 574, 28, 21, 6, 28, 28, 56, 664, 332
INVAR-2, Run: 059, P, 0, 0, 0, 0, 0, 0, 168, 0, 1, 0, 28, 0, 43, 56, 589, 14, 14, 589, 28, 13, 14, 28, 28, 56, 774, 387
INVAR-2, Run: 060, P, 0, 0, 0, 0, 0, 0, 168, 2, 1, 2, 27, 0, 324, 56, 796, 23, 21, 796, 28, 19, 8, 27, 28, 56, 1244, 622
INVAR-2, Run: 061, P, 0, 0, 0, 0, 0, 0, 168, 2, 1, 2, 27, 0, 186, 56, 795, 23, 21, 795, 28, 19, 8, 27, 28, 56, 732, 366
INVAR-2, Run: 062, P, 0, 0, 0, 0, 0, 0, 168, 0, 1, 0, 28, 0, 115, 56, 1214, 11, 11, 1214, 28, 22, 5, 28, 28, 56, 1318, 659
INVAR-2, Run: 063, P, 0, 0, 0, 0, 0, 0, 168, 0, 1, 0, 28, 0, 86, 56, 597, 18, 18, 597, 28, 15, 12, 28, 28, 56, 1358, 679
INVAR-2, Run: 064, P, 0, 0, 0, 0, 0, 0, 168, 0, 1, 0, 28, 0, 137, 56, 812, 12, 12, 812, 28, 19, 8, 28, 28, 56, 826, 413
INVAR-2, Run: 065, P, 0, 0, 0, 0, 0, 0, 168, 2, 1, 2, 27, 0, 60, 56, 561, 16, 14, 561, 28, 13, 14, 27, 28, 56, 762, 381
INVAR-2, Run: 066, P, 0, 0, 0, 0, 0, 0, 168, 0, 1, 0, 28, 0, 514, 56, 628, 20, 20, 628, 28, 13, 14, 28, 28, 56, 740, 370
INVAR-2, Run: 067, P, 0, 0, 0, 0, 0, 0, 168, 0, 1, 0, 28, 0, 1046, 56, 656, 20, 20, 656, 28, 16, 11, 28, 28, 56, 558, 279
INVAR-2, Run: 068, P, 0, 0, 0, 0, 0, 0, 168, 0, 1, 0, 28, 0, 64, 56, 639, 15, 15, 639, 28, 17, 10, 28, 28, 56, 1570, 785
INVAR-2, Run: 069, P, 0, 0, 0, 0, 0, 0, 168, 2, 1, 2, 27, 0, 73, 56, 724, 20, 18, 724, 28, 14, 13, 27, 28, 56, 1522, 761
INVAR-2, Run: 070, P, 0, 0, 0, 0, 0, 0, 168, 2, 1, 2, 27, 0, 31, 56, 464, 20, 18, 464, 28, 14, 13, 27, 28, 56, 814, 407
INVAR-2, Run: 071, P, 0, 0, 0, 0, 0, 0, 168, 0, 1, 0, 28, 0, 38, 56, 631, 18, 18, 631, 28, 18, 9, 28, 28, 56, 548, 274
INVAR-2, Run: 072, P, 0, 0, 0, 0, 0, 0, 168, 0, 1, 0, 28, 0, 149, 56, 808, 14, 14, 808, 28, 18, 9, 28, 28, 56, 1614, 807
INVAR-2, Run: 073, P, 0, 0, 0, 0, 0, 0, 168, 0, 1, 0, 28, 0, 50, 56, 662, 11, 11, 662, 28, 20, 7, 28, 28, 56, 1422, 711
INVAR-2, Run: 074, P, 0, 0, 0, 0, 0, 0, 168, 0, 1, 0, 28, 0, 51, 56, 570, 16, 16, 570, 28, 20, 7, 28, 28, 56, 1444, 722
INVAR-2, Run: 075, P, 0, 0, 0, 0, 0, 0, 168, 2, 1, 2, 27, 0, 126, 56, 715, 13, 11, 715, 28, 21, 6, 27, 28, 56, 824, 412
INVAR-2, Run: 076, P, 0, 0, 0, 0, 0, 0, 168, 0, 1, 0, 28, 0, 59, 56, 995, 20, 20, 995, 28, 16, 11, 28, 28, 56, 436, 218
INVAR-2, Run: 077, P, 0, 0, 0, 0, 0, 0, 168, 0, 1, 0, 28, 0, 31, 56, 495, 18, 18, 495, 28, 17, 10, 28, 28, 56, 630, 315
INVAR-2, Run: 078, P, 0, 0, 0, 0, 0, 0, 168, 2, 1, 2, 27, 0, 151, 56, 716, 20, 18, 716, 28, 21, 6, 27, 28, 56, 584, 292
INVAR-2, Run: 079, P, 0, 0, 0, 0, 0, 0, 168, 0, 1, 0, 28, 0, 221, 56, 531, 13, 13, 531, 28, 12, 15, 28, 28, 56, 448, 224
INVAR-2, Run: 080, P, 0, 0, 0, 0, 0, 0, 168, 0, 1, 0, 28, 0, 37, 56, 485, 20, 20, 485, 28, 14, 13, 28, 28, 56, 442, 221
INVAR-2, Run: 081, P, 0, 0, 0, 0, 0, 0, 168, 2, 1, 2, 27, 0, 33, 56, 391, 16, 14, 391, 28, 17, 10, 27, 28, 56, 768, 384
INVAR-2, Run: 082, P, 0, 0, 0, 0, 0, 0, 168, 0, 1, 0, 28, 0, 49, 56, 602, 14, 14, 602, 28, 19, 8, 28, 28, 56, 926, 463
INVAR-2, Run: 083, P, 0, 0, 0, 0, 0, 0, 168, 0, 1, 0, 28, 0, 240, 56, 629, 20, 20, 629, 28, 13, 14, 28, 28, 56, 466, 233
INVAR-2, Run: 084, P, 0, 0, 0, 0, 0, 0, 168, 0, 1, 0, 28, 0, 27, 56, 447, 21, 21, 447, 28, 14, 13, 28, 28, 56, 508, 254
INVAR-2, Run: 085, P, 0, 0, 0, 0, 0, 0, 168, 0, 1, 0, 28, 0, 250, 56, 752, 17, 17, 752, 28, 18, 9, 28, 28, 56, 466, 233
INVAR-2, Run: 086, P, 0, 0, 0, 0, 0, 0, 168, 2, 1, 2, 27, 0, 100, 56, 663, 22, 20, 663, 28, 17, 10, 27, 28, 56, 1620, 810
INVAR-2, Run: 087, P, 0, 0, 0, 0, 0, 0, 168, 2, 1, 2, 27, 0, 141, 56, 752, 12, 10, 752, 28, 20, 7, 27, 28, 56, 1032, 516
INVAR-2, Run: 088, P, 0, 0, 0, 0, 0, 0, 168, 2, 1, 2, 27, 0, 148, 56, 632, 26, 24, 632, 28, 19, 8, 27, 28, 56, 794, 397
INVAR-2, Run: 089, P, 0, 0, 0, 0, 0, 0, 168, 0, 1, 0, 28, 0, 330, 56, 758, 26, 26, 758, 28, 12, 15, 28, 28, 56, 1556, 778
INVAR-2, Run: 090, P, 0, 0, 0, 0, 0, 0, 168, 0, 1, 0, 28, 0, 31, 56, 493, 19, 19, 493, 28, 17, 10, 28, 28, 56, 1628, 814
