Input Number, Run_Number, Result@ 100, U, X1, X2, Reaction2, Reaction3, Reaction4
INVAR-70, Run: 034, P, 0, 35, 0, 0, 0, 0
INVAR-70, Run: 035, P, 0, 35, 0, 0, 0, 0
INVAR-70, Run: 036, P, 0, 35, 0, 0, 0, 0
INVAR-70, Run: 037, P, 0, 35, 0, 0, 0, 0
INVAR-70, Run: 038, P, 0, 35, 0, 0, 0, 0
INVAR-70, Run: 039, P, 0, 35, 0, 0, 0, 0
INVAR-70, Run: 040, P, 0, 35, 0, 0, 0, 0
INVAR-70, Run: 041, P, 0, 35, 0, 0, 0, 0
INVAR-70, Run: 042, P, 0, 35, 0, 0, 0, 0
INVAR-70, Run: 043, P, 0, 35, 0, 0, 0, 0
INVAR-70, Run: 044, P, 0, 35, 0, 0, 0, 0
INVAR-70, Run: 045, P, 0, 35, 0, 0, 0, 0
INVAR-70, Run: 046, P, 0, 35, 0, 0, 0, 0
INVAR-70, Run: 047, P, 0, 35, 0, 0, 0, 0
INVAR-70, Run: 048, P, 0, 35, 0, 0, 0, 0
INVAR-70, Run: 049, P, 0, 35, 0, 0, 0, 0
INVAR-70, Run: 050, P, 0, 35, 0, 0, 0, 0
INVAR-70, Run: 051, P, 0, 35, 0, 0, 0, 0
INVAR-70, Run: 052, P, 0, 35, 0, 0, 0, 0
INVAR-70, Run: 053, P, 0, 35, 0, 0, 0, 0
INVAR-70, Run: 054, P, 0, 35, 0, 0, 0, 0
INVAR-70, Run: 055, P, 0, 35, 0, 0, 0, 0
INVAR-70, Run: 056, P, 0, 35, 0, 0, 0, 0
INVAR-70, Run: 057, P, 0, 35, 0, 0, 0, 0
INVAR-70, Run: 058, P, 0, 35, 0, 0, 0, 0
INVAR-70, Run: 059, P, 0, 35, 0, 0, 0, 0
INVAR-70, Run: 060, P, 0, 35, 0, 0, 0, 0
INVAR-70, Run: 061, P, 0, 35, 0, 0, 0, 0
INVAR-70, Run: 062, P, 0, 35, 0, 0, 0, 0
INVAR-70, Run: 063, P, 0, 35, 0, 0, 0, 0
INVAR-70, Run: 064, P, 0, 35, 0, 0, 0, 0
INVAR-70, Run: 065, P, 0, 35, 0, 0, 0, 0
INVAR-70, Run: 066, P, 0, 35, 0, 0, 0, 0
INVAR-70, Run: 067, P, 0, 35, 0, 0, 0, 0
INVAR-70, Run: 068, P, 0, 35, 0, 0, 0, 0
INVAR-70, Run: 069, P, 0, 35, 0, 0, 0, 0
INVAR-70, Run: 070, P, 0, 35, 0, 0, 0, 0
INVAR-70, Run: 071, P, 0, 35, 0, 0, 0, 0
INVAR-70, Run: 072, P, 0, 35, 0, 0, 0, 0
INVAR-70, Run: 073, P, 0, 35, 0, 0, 0, 0
INVAR-70, Run: 074, P, 0, 35, 0, 0, 0, 0
INVAR-70, Run: 075, P, 0, 35, 0, 0, 0, 0
INVAR-70, Run: 076, P, 0, 35, 0, 0, 0, 0
INVAR-70, Run: 077, P, 0, 35, 0, 0, 0, 0
INVAR-70, Run: 078, P, 0, 35, 0, 0, 0, 0
INVAR-70, Run: 079, P, 0, 35, 0, 0, 0, 0
INVAR-70, Run: 080, P, 0, 35, 0, 0, 0, 0
INVAR-70, Run: 081, P, 0, 35, 0, 0, 0, 0
INVAR-70, Run: 082, P, 0, 35, 0, 0, 0, 0
INVAR-70, Run: 083, P, 0, 35, 0, 0, 0, 0
INVAR-70, Run: 084, P, 0, 35, 0, 0, 0, 0
INVAR-70, Run: 085, P, 0, 35, 0, 0, 0, 0
INVAR-70, Run: 086, P, 0, 35, 0, 0, 0, 0
INVAR-70, Run: 087, P, 0, 35, 0, 0, 0, 0
INVAR-70, Run: 088, P, 0, 35, 0, 0, 0, 0
INVAR-70, Run: 089, P, 0, 35, 0, 0, 0, 0
INVAR-70, Run: 090, P, 0, 35, 0, 0, 0, 0
INVAR-70, Run: 091, P, 0, 35, 0, 0, 0, 0
INVAR-70, Run: 092, P, 0, 35, 0, 0, 0, 0
INVAR-70, Run: 093, P, 0, 35, 0, 0, 0, 0
INVAR-70, Run: 094, P, 0, 35, 0, 0, 0, 0
INVAR-70, Run: 095, P, 0, 35, 0, 0, 0, 0
INVAR-70, Run: 096, P, 0, 35, 0, 0, 0, 0
INVAR-70, Run: 097, P, 0, 35, 0, 0, 0, 0
INVAR-70, Run: 098, P, 0, 35, 0, 0, 0, 0
INVAR-70, Run: 099, P, 0, 35, 0, 0, 0, 0
INVAR-70, Run: 100, P, 0, 35, 0, 0, 0, 0
INVAR-71, Run: 001, P, 0, 89, 0, 0, 0, 0
INVAR-71, Run: 002, P, 0, 89, 0, 0, 0, 0
INVAR-71, Run: 003, P, 0, 89, 0, 0, 0, 0
INVAR-71, Run: 004, P, 0, 89, 0, 0, 0, 0
INVAR-71, Run: 005, P, 0, 89, 0, 0, 0, 0
INVAR-71, Run: 006, P, 0, 89, 0, 0, 0, 0
INVAR-71, Run: 007, P, 0, 89, 0, 0, 0, 0
INVAR-71, Run: 008, P, 0, 89, 0, 0, 0, 0
INVAR-71, Run: 009, P, 0, 89, 0, 0, 0, 0
INVAR-71, Run: 010, P, 0, 89, 0, 0, 0, 0
INVAR-71, Run: 011, P, 0, 89, 0, 0, 0, 0
INVAR-71, Run: 012, P, 0, 89, 0, 0, 0, 0
INVAR-71, Run: 013, P, 0, 89, 0, 0, 0, 0
INVAR-71, Run: 014, P, 0, 89, 0, 0, 0, 0
INVAR-71, Run: 015, P, 0, 89, 0, 0, 0, 0
INVAR-71, Run: 016, P, 0, 89, 0, 0, 0, 0
INVAR-71, Run: 017, P, 0, 89, 0, 0, 0, 0
INVAR-71, Run: 018, P, 0, 89, 0, 0, 0, 0
INVAR-71, Run: 019, P, 0, 89, 0, 0, 0, 0
INVAR-71, Run: 020, P, 0, 89, 0, 0, 0, 0
INVAR-71, Run: 021, P, 0, 89, 0, 0, 0, 0
INVAR-71, Run: 022, P, 0, 89, 0, 0, 0, 0
INVAR-71, Run: 023, P, 0, 89, 0, 0, 0, 0
INVAR-71, Run: 024, P, 0, 89, 0, 0, 0, 0
INVAR-71, Run: 025, P, 0, 89, 0, 0, 0, 0
INVAR-71, Run: 026, P, 0, 89, 0, 0, 0, 0
INVAR-71, Run: 027, P, 0, 89, 0, 0, 0, 0
INVAR-71, Run: 028, P, 0, 89, 0, 0, 0, 0
INVAR-71, Run: 029, P, 0, 89, 0, 0, 0, 0
INVAR-71, Run: 030, P, 0, 89, 0, 0, 0, 0
INVAR-71, Run: 031, P, 0, 89, 0, 0, 0, 0
INVAR-71, Run: 032, P, 0, 89, 0, 0, 0, 0
INVAR-71, Run: 033, P, 0, 89, 0, 0, 0, 0
INVAR-71, Run: 034, P, 0, 89, 0, 0, 0, 0
INVAR-71, Run: 035, P, 0, 89, 0, 0, 0, 0
INVAR-71, Run: 036, P, 0, 89, 0, 0, 0, 0
INVAR-71, Run: 037, P, 0, 89, 0, 0, 0, 0
INVAR-71, Run: 038, P, 0, 89, 0, 0, 0, 0
INVAR-71, Run: 039, P, 0, 89, 0, 0, 0, 0
INVAR-71, Run: 040, P, 0, 89, 0, 0, 0, 0
INVAR-71, Run: 041, P, 0, 89, 0, 0, 0, 0
INVAR-71, Run: 042, P, 0, 89, 0, 0, 0, 0
INVAR-71, Run: 043, P, 0, 89, 0, 0, 0, 0
INVAR-71, Run: 044, P, 0, 89, 0, 0, 0, 0
INVAR-71, Run: 045, P, 0, 89, 0, 0, 0, 0
INVAR-71, Run: 046, P, 0, 89, 0, 0, 0, 0
INVAR-71, Run: 047, P, 0, 89, 0, 0, 0, 0
INVAR-71, Run: 048, P, 0, 89, 0, 0, 0, 0
INVAR-71, Run: 049, P, 0, 89, 0, 0, 0, 0
INVAR-71, Run: 050, P, 0, 89, 0, 0, 0, 0
INVAR-71, Run: 051, P, 0, 89, 0, 0, 0, 0
INVAR-71, Run: 052, P, 0, 89, 0, 0, 0, 0
INVAR-71, Run: 053, P, 0, 89, 0, 0, 0, 0
INVAR-71, Run: 054, P, 0, 89, 0, 0, 0, 0
INVAR-71, Run: 055, P, 0, 89, 0, 0, 0, 0
INVAR-71, Run: 056, P, 0, 89, 0, 0, 0, 0
INVAR-71, Run: 057, P, 0, 89, 0, 0, 0, 0
INVAR-71, Run: 058, P, 0, 89, 0, 0, 0, 0
INVAR-71, Run: 059, P, 0, 89, 0, 0, 0, 0
INVAR-71, Run: 060, P, 0, 89, 0, 0, 0, 0
INVAR-71, Run: 061, P, 0, 89, 0, 0, 0, 0
INVAR-71, Run: 062, P, 0, 89, 0, 0, 0, 0
INVAR-71, Run: 063, P, 0, 89, 0, 0, 0, 0
INVAR-71, Run: 064, P, 0, 89, 0, 0, 0, 0
INVAR-71, Run: 065, P, 0, 89, 0, 0, 0, 0
INVAR-71, Run: 066, P, 0, 89, 0, 0, 0, 0
INVAR-71, Run: 067, P, 0, 89, 0, 0, 0, 0
INVAR-71, Run: 068, P, 0, 89, 0, 0, 0, 0
INVAR-71, Run: 069, P, 0, 89, 0, 0, 0, 0
INVAR-71, Run: 070, P, 0, 89, 0, 0, 0, 0
INVAR-71, Run: 071, P, 0, 89, 0, 0, 0, 0
INVAR-71, Run: 072, P, 0, 89, 0, 0, 0, 0
INVAR-71, Run: 073, P, 0, 89, 0, 0, 0, 0
INVAR-71, Run: 074, P, 0, 89, 0, 0, 0, 0
INVAR-71, Run: 075, P, 0, 89, 0, 0, 0, 0
INVAR-71, Run: 076, P, 0, 89, 0, 0, 0, 0
INVAR-71, Run: 077, P, 0, 89, 0, 0, 0, 0
INVAR-71, Run: 078, P, 0, 89, 0, 0, 0, 0
INVAR-71, Run: 079, P, 0, 89, 0, 0, 0, 0
INVAR-71, Run: 080, P, 0, 89, 0, 0, 0, 0
INVAR-71, Run: 081, P, 0, 89, 0, 0, 0, 0
INVAR-71, Run: 082, P, 0, 89, 0, 0, 0, 0
INVAR-71, Run: 083, P, 0, 89, 0, 0, 0, 0
INVAR-71, Run: 084, P, 0, 89, 0, 0, 0, 0
INVAR-71, Run: 085, P, 0, 89, 0, 0, 0, 0
INVAR-71, Run: 086, P, 0, 89, 0, 0, 0, 0
INVAR-71, Run: 087, P, 0, 89, 0, 0, 0, 0
INVAR-71, Run: 088, P, 0, 89, 0, 0, 0, 0
INVAR-71, Run: 089, P, 0, 89, 0, 0, 0, 0
INVAR-71, Run: 090, P, 0, 89, 0, 0, 0, 0
INVAR-71, Run: 091, P, 0, 89, 0, 0, 0, 0
INVAR-71, Run: 092, P, 0, 89, 0, 0, 0, 0
INVAR-71, Run: 093, P, 0, 89, 0, 0, 0, 0
INVAR-71, Run: 094, P, 0, 89, 0, 0, 0, 0
INVAR-71, Run: 095, P, 0, 89, 0, 0, 0, 0
INVAR-71, Run: 096, P, 0, 89, 0, 0, 0, 0
INVAR-71, Run: 097, P, 0, 89, 0, 0, 0, 0
INVAR-71, Run: 098, P, 0, 89, 0, 0, 0, 0
INVAR-71, Run: 099, P, 0, 89, 0, 0, 0, 0
INVAR-71, Run: 100, P, 0, 89, 0, 0, 0, 0
INVAR-72, Run: 001, P, 0, 193, 0, 0, 0, 0
INVAR-72, Run: 002, P, 0, 193, 0, 0, 0, 0
INVAR-72, Run: 003, P, 0, 193, 0, 0, 0, 0
INVAR-72, Run: 004, P, 0, 193, 0, 0, 0, 0
INVAR-72, Run: 005, P, 0, 193, 0, 0, 0, 0
INVAR-72, Run: 006, P, 0, 193, 0, 0, 0, 0
INVAR-72, Run: 007, P, 0, 193, 0, 0, 0, 0
INVAR-72, Run: 008, P, 0, 193, 0, 0, 0, 0
INVAR-72, Run: 009, P, 0, 193, 0, 0, 0, 0
INVAR-72, Run: 010, P, 0, 193, 0, 0, 0, 0
INVAR-72, Run: 011, P, 0, 193, 0, 0, 0, 0
INVAR-72, Run: 012, P, 0, 193, 0, 0, 0, 0
INVAR-72, Run: 013, P, 0, 193, 0, 0, 0, 0
INVAR-72, Run: 014, P, 0, 193, 0, 0, 0, 0
INVAR-72, Run: 015, P, 0, 193, 0, 0, 0, 0
INVAR-72, Run: 016, P, 0, 193, 0, 0, 0, 0
INVAR-72, Run: 017, P, 0, 193, 0, 0, 0, 0
INVAR-72, Run: 018, P, 0, 193, 0, 0, 0, 0
INVAR-72, Run: 019, P, 0, 193, 0, 0, 0, 0
INVAR-72, Run: 020, P, 0, 193, 0, 0, 0, 0
INVAR-72, Run: 021, P, 0, 193, 0, 0, 0, 0
INVAR-72, Run: 022, P, 0, 193, 0, 0, 0, 0
INVAR-72, Run: 023, P, 0, 193, 0, 0, 0, 0
INVAR-72, Run: 024, P, 0, 193, 0, 0, 0, 0
INVAR-72, Run: 025, P, 0, 193, 0, 0, 0, 0
INVAR-72, Run: 026, P, 0, 193, 0, 0, 0, 0
INVAR-72, Run: 027, P, 0, 193, 0, 0, 0, 0
INVAR-72, Run: 028, P, 0, 193, 0, 0, 0, 0
INVAR-72, Run: 029, P, 0, 193, 0, 0, 0, 0
INVAR-72, Run: 030, P, 0, 193, 0, 0, 0, 0
INVAR-72, Run: 031, P, 0, 193, 0, 0, 0, 0
INVAR-72, Run: 032, P, 0, 193, 0, 0, 0, 0
INVAR-72, Run: 033, P, 0, 193, 0, 0, 0, 0
INVAR-72, Run: 034, P, 0, 193, 0, 0, 0, 0
INVAR-72, Run: 035, P, 0, 193, 0, 0, 0, 0
INVAR-72, Run: 036, P, 0, 193, 0, 0, 0, 0
INVAR-72, Run: 037, P, 0, 193, 0, 0, 0, 0
INVAR-72, Run: 038, P, 0, 193, 0, 0, 0, 0
INVAR-72, Run: 039, P, 0, 193, 0, 0, 0, 0
INVAR-72, Run: 040, P, 0, 193, 0, 0, 0, 0
INVAR-72, Run: 041, P, 0, 193, 0, 0, 0, 0
INVAR-72, Run: 042, P, 0, 193, 0, 0, 0, 0
INVAR-72, Run: 043, P, 0, 193, 0, 0, 0, 0
INVAR-72, Run: 044, P, 0, 193, 0, 0, 0, 0
INVAR-72, Run: 045, P, 0, 193, 0, 0, 0, 0
INVAR-72, Run: 046, P, 0, 193, 0, 0, 0, 0
INVAR-72, Run: 047, P, 0, 193, 0, 0, 0, 0
INVAR-72, Run: 048, P, 0, 193, 0, 0, 0, 0
INVAR-72, Run: 049, P, 0, 193, 0, 0, 0, 0
INVAR-72, Run: 050, P, 0, 193, 0, 0, 0, 0
INVAR-72, Run: 051, P, 0, 193, 0, 0, 0, 0
INVAR-72, Run: 052, P, 0, 193, 0, 0, 0, 0
INVAR-72, Run: 053, P, 0, 193, 0, 0, 0, 0
INVAR-72, Run: 054, P, 0, 193, 0, 0, 0, 0
INVAR-72, Run: 055, P, 0, 193, 0, 0, 0, 0
INVAR-72, Run: 056, P, 0, 193, 0, 0, 0, 0
INVAR-72, Run: 057, P, 0, 193, 0, 0, 0, 0
INVAR-72, Run: 058, P, 0, 193, 0, 0, 0, 0
INVAR-72, Run: 059, P, 0, 193, 0, 0, 0, 0
INVAR-72, Run: 060, P, 0, 193, 0, 0, 0, 0
INVAR-72, Run: 061, P, 0, 193, 0, 0, 0, 0
INVAR-72, Run: 062, P, 0, 193, 0, 0, 0, 0
INVAR-72, Run: 063, P, 0, 193, 0, 0, 0, 0
INVAR-72, Run: 064, P, 0, 193, 0, 0, 0, 0
INVAR-72, Run: 065, P, 0, 193, 0, 0, 0, 0
INVAR-72, Run: 066, P, 0, 193, 0, 0, 0, 0
INVAR-72, Run: 067, P, 0, 193, 0, 0, 0, 0
INVAR-72, Run: 068, P, 0, 193, 0, 0, 0, 0
INVAR-72, Run: 069, P, 0, 193, 0, 0, 0, 0
INVAR-72, Run: 070, P, 0, 193, 0, 0, 0, 0
INVAR-72, Run: 071, P, 0, 193, 0, 0, 0, 0
INVAR-72, Run: 072, P, 0, 193, 0, 0, 0, 0
INVAR-72, Run: 073, P, 0, 193, 0, 0, 0, 0
INVAR-72, Run: 074, P, 0, 193, 0, 0, 0, 0
INVAR-72, Run: 075, P, 0, 193, 0, 0, 0, 0
INVAR-72, Run: 076, P, 0, 193, 0, 0, 0, 0
INVAR-72, Run: 077, P, 0, 193, 0, 0, 0, 0
INVAR-72, Run: 078, P, 0, 193, 0, 0, 0, 0
INVAR-72, Run: 079, P, 0, 193, 0, 0, 0, 0
INVAR-72, Run: 080, P, 0, 193, 0, 0, 0, 0
INVAR-72, Run: 081, P, 0, 193, 0, 0, 0, 0
INVAR-72, Run: 082, P, 0, 193, 0, 0, 0, 0
INVAR-72, Run: 083, P, 0, 193, 0, 0, 0, 0
INVAR-72, Run: 084, P, 0, 193, 0, 0, 0, 0
INVAR-72, Run: 085, P, 0, 193, 0, 0, 0, 0
INVAR-72, Run: 086, P, 0, 193, 0, 0, 0, 0
INVAR-72, Run: 087, P, 0, 193, 0, 0, 0, 0
INVAR-72, Run: 088, P, 0, 193, 0, 0, 0, 0
INVAR-72, Run: 089, P, 0, 193, 0, 0, 0, 0
INVAR-72, Run: 090, P, 0, 193, 0, 0, 0, 0
INVAR-72, Run: 091, P, 0, 193, 0, 0, 0, 0
INVAR-72, Run: 092, P, 0, 193, 0, 0, 0, 0
INVAR-72, Run: 093, P, 0, 193, 0, 0, 0, 0
INVAR-72, Run: 094, P, 0, 193, 0, 0, 0, 0
INVAR-72, Run: 095, P, 0, 193, 0, 0, 0, 0
INVAR-72, Run: 096, P, 0, 193, 0, 0, 0, 0
INVAR-72, Run: 097, P, 0, 193, 0, 0, 0, 0
INVAR-72, Run: 098, P, 0, 193, 0, 0, 0, 0
INVAR-72, Run: 099, P, 0, 193, 0, 0, 0, 0
INVAR-72, Run: 100, P, 0, 193, 0, 0, 0, 0
INVAR-73, Run: 001, P, 0, 0, 58, 52, 50, 102
INVAR-73, Run: 002, P, 0, 0, 58, 48, 50, 98
INVAR-73, Run: 003, P, 0, 0, 58, 42, 50, 92
INVAR-73, Run: 004, P, 0, 0, 58, 36, 50, 86
INVAR-73, Run: 005, P, 0, 0, 58, 43, 50, 93
INVAR-73, Run: 006, P, 0, 0, 58, 31, 50, 81
INVAR-73, Run: 007, P, 0, 0, 58, 64, 50, 114
INVAR-73, Run: 008, P, 0, 0, 58, 52, 50, 102
INVAR-73, Run: 009, P, 0, 0, 58, 26, 50, 76
INVAR-73, Run: 010, P, 0, 0, 58, 31, 50, 81
INVAR-73, Run: 011, P, 0, 0, 58, 42, 50, 92
INVAR-73, Run: 012, P, 0, 0, 58, 69, 50, 119
INVAR-73, Run: 013, P, 0, 0, 58, 25, 50, 75
INVAR-73, Run: 014, P, 0, 0, 58, 45, 50, 95
INVAR-73, Run: 015, P, 0, 0, 58, 57, 50, 107
INVAR-73, Run: 016, P, 0, 0, 58, 47, 50, 97
INVAR-73, Run: 017, P, 0, 0, 58, 49, 50, 99
INVAR-73, Run: 018, P, 0, 0, 58, 71, 50, 121
INVAR-73, Run: 019, P, 0, 0, 58, 42, 50, 92
INVAR-73, Run: 020, P, 0, 0, 58, 63, 50, 113
INVAR-73, Run: 021, P, 0, 0, 58, 68, 50, 118
INVAR-73, Run: 022, P, 0, 0, 58, 23, 50, 73
INVAR-73, Run: 023, P, 0, 0, 58, 51, 50, 101
INVAR-73, Run: 024, P, 0, 0, 58, 34, 50, 84
INVAR-73, Run: 025, P, 0, 0, 58, 40, 50, 90
INVAR-73, Run: 026, P, 0, 0, 58, 36, 50, 86
INVAR-73, Run: 027, P, 0, 0, 58, 57, 50, 107
INVAR-73, Run: 028, P, 0, 0, 58, 31, 50, 81
INVAR-73, Run: 029, P, 0, 0, 58, 55, 50, 105
INVAR-73, Run: 030, P, 0, 0, 58, 53, 50, 103
INVAR-73, Run: 031, P, 0, 0, 58, 46, 50, 96
INVAR-73, Run: 032, P, 0, 0, 58, 46, 50, 96
INVAR-73, Run: 033, P, 0, 0, 58, 70, 50, 120
INVAR-73, Run: 034, P, 0, 0, 58, 38, 50, 88
INVAR-73, Run: 035, P, 0, 0, 58, 78, 50, 128
INVAR-73, Run: 036, P, 0, 0, 58, 34, 50, 84
INVAR-73, Run: 037, P, 0, 0, 58, 62, 50, 112
INVAR-73, Run: 038, P, 0, 0, 58, 41, 50, 91
INVAR-73, Run: 039, P, 0, 0, 58, 72, 50, 122
INVAR-73, Run: 040, P, 0, 0, 58, 32, 50, 82
INVAR-73, Run: 041, P, 0, 0, 58, 55, 50, 105
INVAR-73, Run: 042, P, 0, 0, 58, 42, 50, 92
INVAR-73, Run: 043, P, 0, 0, 58, 45, 50, 95
INVAR-73, Run: 044, P, 0, 0, 58, 44, 50, 94
INVAR-73, Run: 045, P, 0, 0, 58, 38, 50, 88
INVAR-73, Run: 046, P, 0, 0, 58, 66, 50, 116
INVAR-73, Run: 047, P, 0, 0, 58, 48, 50, 98
INVAR-73, Run: 048, P, 0, 0, 58, 40, 50, 90
INVAR-73, Run: 049, P, 0, 0, 58, 36, 50, 86
INVAR-73, Run: 050, P, 0, 0, 58, 71, 50, 121
INVAR-73, Run: 051, P, 0, 0, 58, 46, 50, 96
INVAR-73, Run: 052, P, 0, 0, 58, 26, 50, 76
INVAR-73, Run: 053, P, 0, 0, 58, 89, 50, 139
INVAR-73, Run: 054, P, 0, 0, 58, 30, 50, 80
INVAR-73, Run: 055, P, 0, 0, 58, 74, 50, 124
INVAR-73, Run: 056, P, 0, 0, 58, 37, 50, 87
INVAR-73, Run: 057, P, 0, 0, 58, 38, 50, 88
INVAR-73, Run: 058, P, 0, 0, 58, 48, 50, 98
INVAR-73, Run: 059, P, 0, 0, 58, 49, 50, 99
INVAR-73, Run: 060, P, 0, 0, 58, 59, 50, 109
INVAR-73, Run: 061, P, 0, 0, 58, 39, 50, 89
INVAR-73, Run: 062, P, 0, 0, 58, 52, 50, 102
INVAR-73, Run: 063, P, 0, 0, 58, 51, 50, 101
INVAR-73, Run: 064, P, 0, 0, 58, 32, 50, 82
INVAR-73, Run: 065, P, 0, 0, 58, 48, 50, 98
INVAR-73, Run: 066, P, 0, 0, 58, 27, 50, 77
INVAR-73, Run: 067, P, 0, 0, 58, 44, 50, 94
INVAR-73, Run: 068, P, 0, 0, 58, 38, 50, 88
INVAR-73, Run: 069, P, 0, 0, 58, 68, 50, 118
INVAR-73, Run: 070, P, 0, 0, 58, 63, 50, 113
INVAR-73, Run: 071, P, 0, 0, 58, 36, 50, 86
INVAR-73, Run: 072, P, 0, 0, 58, 42, 50, 92
INVAR-73, Run: 073, P, 0, 0, 58, 68, 50, 118
INVAR-73, Run: 074, P, 0, 0, 58, 46, 50, 96
INVAR-73, Run: 075, P, 0, 0, 58, 32, 50, 82
INVAR-73, Run: 076, P, 0, 0, 58, 53, 50, 103
INVAR-73, Run: 077, P, 0, 0, 58, 40, 50, 90
INVAR-73, Run: 078, P, 0, 0, 58, 47, 50, 97
INVAR-73, Run: 079, P, 0, 0, 58, 39, 50, 89
INVAR-73, Run: 080, P, 0, 0, 58, 51, 50, 101
INVAR-73, Run: 081, P, 0, 0, 58, 71, 50, 121
INVAR-73, Run: 082, P, 0, 0, 58, 52, 50, 102
INVAR-73, Run: 083, P, 0, 0, 58, 58, 50, 108
INVAR-73, Run: 084, P, 0, 0, 58, 69, 50, 119
INVAR-73, Run: 085, P, 0, 0, 58, 51, 50, 101
INVAR-73, Run: 086, P, 0, 0, 58, 57, 50, 107
INVAR-73, Run: 087, P, 0, 0, 58, 49, 50, 99
INVAR-73, Run: 088, P, 0, 0, 58, 44, 50, 94
INVAR-73, Run: 089, P, 0, 0, 58, 54, 50, 104
INVAR-73, Run: 090, P, 0, 0, 58, 53, 50, 103
INVAR-73, Run: 091, P, 0, 0, 58, 33, 50, 83
INVAR-73, Run: 092, P, 0, 0, 58, 38, 50, 88
INVAR-73, Run: 093, P, 0, 0, 58, 56, 50, 106
INVAR-73, Run: 094, P, 0, 0, 58, 60, 50, 110
INVAR-73, Run: 095, P, 0, 0, 58, 61, 50, 111
INVAR-73, Run: 096, P, 0, 0, 58, 33, 50, 83
INVAR-73, Run: 097, P, 0, 0, 58, 60, 50, 110
INVAR-73, Run: 098, P, 0, 0, 58, 44, 50, 94
INVAR-73, Run: 099, P, 0, 0, 58, 53, 50, 103
INVAR-73, Run: 100, P, 0, 0, 58, 45, 50, 95
INVAR-74, Run: 001, P, 0, 0, 126, 78, 100, 178
INVAR-74, Run: 002, P, 0, 0, 126, 76, 100, 176
INVAR-74, Run: 003, P, 0, 0, 126, 56, 100, 156
INVAR-74, Run: 004, P, 0, 0, 126, 70, 100, 170
INVAR-74, Run: 005, P, 0, 0, 126, 54, 100, 154
INVAR-74, Run: 006, P, 0, 0, 126, 63, 100, 163
INVAR-74, Run: 007, P, 0, 0, 126, 68, 100, 168
INVAR-74, Run: 008, P, 0, 0, 126, 64, 100, 164
INVAR-74, Run: 009, P, 0, 0, 126, 50, 100, 150
INVAR-74, Run: 010, P, 0, 0, 126, 50, 100, 150
INVAR-74, Run: 011, P, 0, 0, 126, 78, 100, 178
INVAR-74, Run: 012, P, 0, 0, 126, 72, 100, 172
INVAR-74, Run: 013, P, 0, 0, 126, 64, 100, 164
INVAR-74, Run: 014, P, 0, 0, 126, 57, 100, 157
INVAR-74, Run: 015, P, 0, 0, 126, 64, 100, 164
INVAR-74, Run: 016, P, 0, 0, 126, 68, 100, 168
INVAR-74, Run: 017, P, 0, 0, 126, 80, 100, 180
INVAR-74, Run: 018, P, 0, 0, 126, 75, 100, 175
INVAR-74, Run: 019, P, 0, 0, 126, 74, 100, 174
INVAR-74, Run: 020, P, 0, 0, 126, 60, 100, 160
INVAR-74, Run: 021, P, 0, 0, 126, 67, 100, 167
INVAR-74, Run: 022, P, 0, 0, 126, 87, 100, 187
INVAR-74, Run: 023, P, 0, 0, 126, 49, 100, 149
INVAR-74, Run: 024, P, 0, 0, 126, 76, 100, 176
INVAR-74, Run: 025, P, 0, 0, 126, 73, 100, 173
INVAR-74, Run: 026, P, 0, 0, 126, 74, 100, 174
INVAR-74, Run: 027, P, 0, 0, 126, 74, 100, 174
INVAR-74, Run: 028, P, 0, 0, 126, 61, 100, 161
INVAR-74, Run: 029, P, 0, 0, 126, 65, 100, 165
INVAR-74, Run: 030, P, 0, 0, 126, 51, 100, 151
INVAR-74, Run: 031, P, 0, 0, 126, 78, 100, 178
INVAR-74, Run: 032, P, 0, 0, 126, 81, 100, 181
INVAR-74, Run: 033, P, 0, 0, 126, 86, 100, 186
INVAR-74, Run: 034, P, 0, 0, 126, 74, 100, 174
INVAR-74, Run: 035, P, 0, 0, 126, 85, 100, 185
INVAR-74, Run: 036, P, 0, 0, 126, 115, 100, 215
INVAR-74, Run: 037, P, 0, 0, 126, 51, 100, 151
INVAR-74, Run: 038, P, 0, 0, 126, 78, 100, 178
INVAR-74, Run: 039, P, 0, 0, 126, 112, 100, 212
INVAR-74, Run: 040, P, 0, 0, 126, 86, 100, 186
INVAR-74, Run: 041, P, 0, 0, 126, 57, 100, 157
INVAR-74, Run: 042, P, 0, 0, 126, 76, 100, 176
INVAR-74, Run: 043, P, 0, 0, 126, 71, 100, 171
INVAR-74, Run: 044, P, 0, 0, 126, 66, 100, 166
INVAR-74, Run: 045, P, 0, 0, 126, 62, 100, 162
INVAR-74, Run: 046, P, 0, 0, 126, 70, 100, 170
INVAR-74, Run: 047, P, 0, 0, 126, 64, 100, 164
INVAR-74, Run: 048, P, 0, 0, 126, 64, 100, 164
INVAR-74, Run: 049, P, 0, 0, 126, 84, 100, 184
INVAR-74, Run: 050, P, 0, 0, 126, 76, 100, 176
INVAR-74, Run: 051, P, 0, 0, 126, 56, 100, 156
INVAR-74, Run: 052, P, 0, 0, 126, 71, 100, 171
INVAR-74, Run: 053, P, 0, 0, 126, 55, 100, 155
INVAR-74, Run: 054, P, 0, 0, 126, 94, 100, 194
INVAR-74, Run: 055, P, 0, 0, 126, 66, 100, 166
