Input Number, Run_Number, Result@ 100, CO, CE, X1, A, B, C, PO, D, Y, PE, E, F, NEW_REACTION, Reaction1, Reaction10, Reaction11, Reaction12, Reaction13, Reaction2, Reaction3, Reaction4, Reaction5, Reaction6, Reaction7, Reaction8, Reaction9
INVAR-2, Run: 087, F, 144, 13460, 0, 0, 0, 0, 0, 24, 0, 1, 100, 0, 13604, 56, 421, 19, 163, 277, 28, 15, 12, 100, 28, 56, 296, 148
INVAR-2, Run: 088, F, 58, 5567, 0, 0, 0, 0, 0, 110, 0, 1, 57, 0, 5625, 56, 469, 38, 96, 411, 28, 12, 15, 57, 28, 56, 714, 357
INVAR-2, Run: 089, F, 128, 12398, 0, 0, 0, 0, 0, 40, 0, 1, 92, 0, 12526, 56, 418, 23, 151, 290, 28, 19, 8, 92, 28, 56, 522, 261
INVAR-2, Run: 090, F, 166, 15502, 0, 0, 0, 0, 0, 2, 0, 1, 111, 0, 15668, 56, 537, 34, 200, 371, 28, 20, 7, 111, 28, 56, 396, 198
INVAR-2, Run: 091, F, 32, 3044, 0, 0, 0, 0, 0, 136, 0, 1, 44, 0, 3076, 56, 377, 27, 59, 345, 28, 11, 16, 44, 28, 56, 270, 135
INVAR-2, Run: 092, F, 106, 10117, 0, 0, 0, 0, 0, 62, 0, 1, 81, 0, 10223, 56, 533, 17, 123, 427, 28, 20, 7, 81, 28, 56, 372, 186
INVAR-2, Run: 093, F, 134, 12723, 0, 0, 0, 0, 0, 34, 0, 1, 95, 0, 12857, 56, 509, 22, 156, 375, 28, 13, 14, 95, 28, 56, 490, 245
INVAR-2, Run: 094, F, 96, 8922, 0, 0, 0, 0, 0, 72, 0, 1, 76, 0, 9018, 56, 541, 34, 130, 445, 28, 10, 17, 76, 28, 56, 770, 385
INVAR-2, Run: 095, F, 64, 6388, 0, 0, 0, 0, 0, 104, 0, 1, 60, 0, 6452, 56, 464, 25, 89, 400, 28, 21, 6, 60, 28, 56, 458, 229
INVAR-2, Run: 096, F, 162, 15256, 0, 0, 0, 0, 0, 6, 0, 1, 109, 0, 15418, 56, 560, 39, 201, 398, 28, 15, 12, 109, 28, 56, 524, 262
INVAR-2, Run: 097, F, 54, 5293, 0, 0, 0, 0, 0, 114, 0, 1, 55, 0, 5347, 56, 563, 25, 79, 509, 28, 15, 12, 55, 28, 56, 642, 321
INVAR-2, Run: 098, F, 132, 12726, 0, 0, 0, 0, 0, 36, 0, 1, 94, 0, 12858, 56, 538, 28, 160, 406, 28, 15, 12, 94, 28, 56, 336, 168
INVAR-2, Run: 099, F, 138, 13057, 0, 0, 0, 0, 0, 30, 0, 1, 97, 0, 13195, 56, 500, 19, 157, 362, 28, 21, 6, 97, 28, 56, 750, 375
INVAR-2, Run: 100, F, 44, 4286, 0, 0, 0, 0, 0, 124, 0, 1, 50, 0, 4330, 56, 338, 27, 71, 294, 28, 12, 15, 50, 28, 56, 456, 228
INVAR-3, Run: 001, F, 486, 45700, 0, 0, 0, 0, 0, 6, 0, 1, 325, 0, 46186, 164, 2684, 70, 556, 2198, 82, 52, 29, 325, 82, 164, 2512, 1256
INVAR-3, Run: 002, F, 400, 37851, 0, 0, 0, 0, 0, 92, 0, 1, 282, 0, 38251, 164, 2714, 88, 488, 2314, 82, 56, 25, 282, 82, 164, 3236, 1618
INVAR-3, Run: 003, F, 478, 45304, 0, 0, 0, 0, 0, 14, 0, 1, 321, 0, 45782, 164, 2644, 65, 543, 2166, 82, 56, 25, 321, 82, 164, 1854, 927
INVAR-3, Run: 004, F, 354, 34016, 0, 0, 0, 0, 0, 138, 0, 1, 259, 0, 34370, 164, 2716, 81, 435, 2362, 82, 52, 29, 259, 82, 164, 2466, 1233
INVAR-3, Run: 005, F, 458, 43820, 0, 0, 0, 0, 0, 34, 0, 1, 311, 0, 44278, 164, 2514, 65, 523, 2056, 82, 52, 29, 311, 82, 164, 2604, 1302
INVAR-3, Run: 006, F, 486, 45800, 0, 0, 0, 0, 0, 6, 0, 1, 325, 0, 46286, 164, 2754, 93, 579, 2268, 82, 53, 28, 325, 82, 164, 1920, 960
INVAR-3, Run: 007, F, 354, 34077, 0, 0, 0, 0, 0, 138, 0, 1, 259, 0, 34431, 164, 2952, 64, 418, 2598, 82, 48, 33, 259, 82, 164, 3008, 1504
INVAR-3, Run: 008, F, 212, 20420, 0, 0, 0, 0, 0, 280, 0, 1, 188, 0, 20632, 164, 2235, 93, 305, 2023, 82, 51, 30, 188, 82, 164, 2726, 1363
INVAR-3, Run: 009, F, 428, 40968, 0, 0, 0, 0, 0, 64, 0, 1, 296, 0, 41396, 164, 2205, 86, 514, 1777, 82, 48, 33, 296, 82, 164, 2314, 1157
INVAR-3, Run: 010, F, 314, 30054, 0, 0, 0, 0, 0, 178, 0, 1, 239, 0, 30368, 164, 2683, 64, 378, 2369, 82, 53, 28, 239, 82, 164, 2782, 1391
INVAR-3, Run: 011, F, 470, 44341, 0, 0, 0, 0, 0, 22, 0, 1, 317, 0, 44811, 164, 2585, 62, 532, 2115, 82, 45, 36, 317, 82, 164, 2160, 1080
INVAR-3, Run: 012, F, 474, 44940, 0, 0, 0, 0, 0, 18, 0, 1, 319, 0, 45414, 164, 3008, 65, 539, 2534, 82, 49, 32, 319, 82, 164, 2714, 1357
INVAR-3, Run: 013, F, 448, 42463, 0, 0, 0, 0, 0, 44, 0, 1, 306, 0, 42911, 164, 2475, 68, 516, 2027, 82, 62, 19, 306, 82, 164, 2476, 1238
INVAR-3, Run: 014, F, 414, 39356, 0, 0, 0, 0, 0, 78, 0, 1, 289, 0, 39770, 164, 3066, 105, 519, 2652, 82, 45, 36, 289, 82, 164, 2754, 1377
INVAR-3, Run: 015, F, 152, 14669, 0, 0, 0, 0, 0, 340, 0, 1, 158, 0, 14821, 164, 2370, 60, 212, 2218, 82, 45, 36, 158, 82, 164, 2860, 1430
INVAR-3, Run: 016, F, 274, 26074, 0, 0, 0, 0, 0, 218, 0, 1, 219, 0, 26348, 164, 2251, 62, 336, 1977, 82, 45, 36, 219, 82, 164, 2736, 1368
INVAR-3, Run: 017, F, 436, 41824, 0, 0, 0, 0, 0, 56, 0, 1, 300, 0, 42260, 164, 2446, 71, 507, 2010, 82, 38, 43, 300, 82, 164, 2220, 1110
INVAR-3, Run: 018, F, 212, 20273, 0, 0, 0, 0, 0, 280, 0, 1, 188, 0, 20485, 164, 2691, 59, 271, 2479, 82, 57, 24, 188, 82, 164, 2766, 1383
INVAR-3, Run: 019, F, 482, 46272, 0, 0, 0, 0, 0, 10, 0, 1, 323, 0, 46754, 164, 2838, 63, 545, 2356, 82, 60, 21, 323, 82, 164, 2388, 1194
INVAR-3, Run: 020, F, 306, 29058, 0, 0, 0, 0, 0, 186, 0, 1, 235, 0, 29364, 164, 2904, 73, 379, 2598, 82, 58, 23, 235, 82, 164, 3356, 1678
INVAR-3, Run: 021, F, 472, 44960, 0, 0, 0, 0, 0, 20, 0, 1, 318, 0, 45432, 164, 2733, 92, 564, 2261, 82, 52, 29, 318, 82, 164, 2838, 1419
INVAR-3, Run: 022, F, 456, 43485, 0, 0, 0, 0, 0, 36, 0, 1, 310, 0, 43941, 164, 2699, 79, 535, 2243, 82, 52, 29, 310, 82, 164, 2086, 1043
INVAR-3, Run: 023, F, 300, 28657, 0, 0, 0, 0, 0, 192, 0, 1, 232, 0, 28957, 164, 2429, 76, 376, 2129, 82, 54, 27, 232, 82, 164, 2880, 1440
INVAR-3, Run: 024, F, 170, 16405, 0, 0, 0, 0, 0, 322, 0, 1, 167, 0, 16575, 164, 2489, 92, 262, 2319, 82, 44, 37, 167, 82, 164, 2934, 1467
INVAR-3, Run: 025, F, 468, 44702, 0, 0, 0, 0, 0, 24, 0, 1, 316, 0, 45170, 164, 2651, 64, 532, 2183, 82, 55, 26, 316, 82, 164, 2240, 1120
INVAR-3, Run: 026, F, 464, 44115, 0, 0, 0, 0, 0, 28, 0, 1, 314, 0, 44579, 164, 2896, 76, 540, 2432, 82, 53, 28, 314, 82, 164, 3088, 1544
INVAR-3, Run: 027, F, 432, 41257, 0, 0, 0, 0, 0, 60, 0, 1, 298, 0, 41689, 164, 2511, 89, 521, 2079, 82, 46, 35, 298, 82, 164, 2512, 1256
INVAR-3, Run: 028, F, 464, 44252, 0, 0, 0, 0, 0, 28, 0, 1, 314, 0, 44716, 164, 2742, 66, 530, 2278, 82, 52, 29, 314, 82, 164, 2074, 1037
INVAR-3, Run: 029, F, 268, 25932, 0, 0, 0, 0, 0, 224, 0, 1, 216, 0, 26200, 164, 2535, 75, 343, 2267, 82, 50, 31, 216, 82, 164, 2052, 1026
INVAR-3, Run: 030, F, 470, 44305, 0, 0, 0, 0, 0, 22, 0, 1, 317, 0, 44775, 164, 2698, 96, 566, 2228, 82, 49, 32, 317, 82, 164, 2950, 1475
INVAR-3, Run: 031, F, 486, 45673, 0, 0, 0, 0, 0, 6, 0, 1, 325, 0, 46159, 164, 3060, 91, 577, 2574, 82, 53, 28, 325, 82, 164, 2704, 1352
INVAR-3, Run: 032, F, 482, 45867, 0, 0, 0, 0, 0, 10, 0, 1, 323, 0, 46349, 164, 2656, 65, 547, 2174, 82, 49, 32, 323, 82, 164, 2862, 1431
INVAR-3, Run: 033, F, 308, 29581, 0, 0, 0, 0, 0, 184, 0, 1, 236, 0, 29889, 164, 2550, 65, 373, 2242, 82, 51, 30, 236, 82, 164, 2850, 1425
INVAR-3, Run: 034, F, 452, 42674, 0, 0, 0, 0, 0, 40, 0, 1, 308, 0, 43126, 164, 3067, 98, 550, 2615, 82, 56, 25, 308, 82, 164, 2060, 1030
INVAR-3, Run: 035, F, 392, 37536, 0, 0, 0, 0, 0, 100, 0, 1, 278, 0, 37928, 164, 2727, 80, 472, 2335, 82, 60, 21, 278, 82, 164, 2776, 1388
INVAR-3, Run: 036, F, 472, 44971, 0, 0, 0, 0, 0, 20, 0, 1, 318, 0, 45443, 164, 2756, 60, 532, 2284, 82, 52, 29, 318, 82, 164, 2200, 1100
INVAR-3, Run: 037, F, 438, 41395, 0, 0, 0, 0, 0, 54, 0, 1, 301, 0, 41833, 164, 2559, 70, 508, 2121, 82, 47, 34, 301, 82, 164, 2640, 1320
INVAR-3, Run: 038, F, 208, 19887, 0, 0, 0, 0, 0, 284, 0, 1, 186, 0, 20095, 164, 2614, 79, 287, 2406, 82, 44, 37, 186, 82, 164, 2812, 1406
INVAR-3, Run: 039, F, 346, 32748, 0, 0, 0, 0, 0, 146, 0, 1, 255, 0, 33094, 164, 2642, 68, 414, 2296, 82, 52, 29, 255, 82, 164, 2712, 1356
INVAR-3, Run: 040, F, 150, 14508, 0, 0, 0, 0, 0, 342, 0, 1, 157, 0, 14658, 164, 2145, 71, 221, 1995, 82, 51, 30, 157, 82, 164, 5160, 2580
INVAR-3, Run: 041, F, 438, 41067, 0, 0, 0, 0, 0, 54, 0, 1, 301, 0, 41505, 164, 3085, 86, 524, 2647, 82, 55, 26, 301, 82, 164, 2738, 1369
INVAR-3, Run: 042, F, 430, 40698, 0, 0, 0, 0, 0, 62, 0, 1, 297, 0, 41128, 164, 2749, 82, 512, 2319, 82, 48, 33, 297, 82, 164, 2524, 1262
INVAR-3, Run: 043, F, 438, 41555, 0, 0, 0, 0, 0, 54, 0, 1, 301, 0, 41993, 164, 3126, 79, 517, 2688, 82, 59, 22, 301, 82, 164, 2720, 1360
INVAR-3, Run: 044, F, 258, 24809, 0, 0, 0, 0, 0, 234, 0, 1, 211, 0, 25067, 164, 2680, 76, 334, 2422, 82, 51, 30, 211, 82, 164, 3788, 1894
INVAR-3, Run: 045, F, 422, 40176, 0, 0, 0, 0, 0, 70, 0, 1, 293, 0, 40598, 164, 3077, 63, 485, 2655, 82, 42, 39, 293, 82, 164, 3306, 1653
INVAR-3, Run: 046, F, 352, 33747, 0, 0, 0, 0, 0, 140, 0, 1, 258, 0, 34099, 164, 2679, 81, 433, 2327, 82, 50, 31, 258, 82, 164, 4008, 2004
INVAR-3, Run: 047, F, 462, 43559, 0, 0, 0, 0, 0, 30, 0, 1, 313, 0, 44021, 164, 2671, 70, 532, 2209, 82, 56, 25, 313, 82, 164, 2748, 1374
INVAR-3, Run: 048, F, 418, 39862, 0, 0, 0, 0, 0, 74, 0, 1, 291, 0, 40280, 164, 2649, 64, 482, 2231, 82, 53, 28, 291, 82, 164, 2988, 1494
INVAR-3, Run: 049, F, 422, 39767, 0, 0, 0, 0, 0, 70, 0, 1, 293, 0, 40189, 164, 2872, 59, 481, 2450, 82, 45, 36, 293, 82, 164, 3128, 1564
INVAR-3, Run: 050, F, 200, 19427, 0, 0, 0, 0, 0, 292, 0, 1, 182, 0, 19627, 164, 2558, 63, 263, 2358, 82, 51, 30, 182, 82, 164, 2504, 1252
INVAR-3, Run: 051, F, 190, 18309, 0, 0, 0, 0, 0, 302, 0, 1, 177, 0, 18499, 164, 2471, 59, 249, 2281, 82, 56, 25, 177, 82, 164, 2936, 1468
INVAR-3, Run: 052, F, 426, 40625, 0, 0, 0, 0, 0, 66, 0, 1, 295, 0, 41051, 164, 2531, 77, 503, 2105, 82, 54, 27, 295, 82, 164, 2998, 1499
INVAR-3, Run: 053, F, 460, 43571, 0, 0, 0, 0, 0, 32, 0, 1, 312, 0, 44031, 164, 2813, 76, 536, 2353, 82, 51, 30, 312, 82, 164, 2836, 1418
INVAR-3, Run: 054, F, 486, 46103, 0, 0, 0, 0, 0, 6, 0, 1, 325, 0, 46589, 164, 2754, 77, 563, 2268, 82, 48, 33, 325, 82, 164, 3262, 1631
INVAR-3, Run: 055, F, 422, 40233, 0, 0, 0, 0, 0, 70, 0, 1, 293, 0, 40655, 164, 2598, 87, 509, 2176, 82, 50, 31, 293, 82, 164, 2386, 1193
INVAR-3, Run: 056, F, 450, 43147, 0, 0, 0, 0, 0, 42, 0, 1, 307, 0, 43597, 164, 2735, 82, 532, 2285, 82, 51, 30, 307, 82, 164, 2828, 1414
INVAR-3, Run: 057, F, 474, 45314, 0, 0, 0, 0, 0, 18, 0, 1, 319, 0, 45788, 164, 2908, 71, 545, 2434, 82, 56, 25, 319, 82, 164, 2692, 1346
INVAR-3, Run: 058, F, 410, 38723, 0, 0, 0, 0, 0, 82, 0, 1, 287, 0, 39133, 164, 2657, 71, 481, 2247, 82, 52, 29, 287, 82, 164, 2926, 1463
INVAR-3, Run: 059, F, 356, 34084, 0, 0, 0, 0, 0, 136, 0, 1, 260, 0, 34440, 164, 3099, 71, 427, 2743, 82, 50, 31, 260, 82, 164, 2802, 1401
INVAR-3, Run: 060, F, 444, 41889, 0, 0, 0, 0, 0, 48, 0, 1, 304, 0, 42333, 164, 2589, 68, 512, 2145, 82, 53, 28, 304, 82, 164, 3548, 1774
INVAR-3, Run: 061, F, 432, 41010, 0, 0, 0, 0, 0, 60, 0, 1, 298, 0, 41442, 164, 2759, 62, 494, 2327, 82, 57, 24, 298, 82, 164, 2150, 1075
INVAR-3, Run: 062, F, 462, 44178, 0, 0, 0, 0, 0, 30, 0, 1, 313, 0, 44640, 164, 2349, 87, 549, 1887, 82, 57, 24, 313, 82, 164, 2028, 1014
INVAR-3, Run: 063, F, 492, 47280, 0, 0, 0, 0, 0, 0, 0, 1, 328, 0, 47772, 164, 2846, 95, 587, 2354, 82, 51, 30, 328, 82, 164, 3222, 1611
INVAR-3, Run: 064, F, 468, 44544, 0, 0, 0, 0, 0, 24, 0, 1, 316, 0, 45012, 164, 2834, 65, 533, 2366, 82, 52, 29, 316, 82, 164, 2756, 1378
INVAR-3, Run: 065, F, 412, 38654, 0, 0, 0, 0, 0, 80, 0, 1, 288, 0, 39066, 164, 2397, 94, 506, 1985, 82, 43, 38, 288, 82, 164, 3422, 1711
INVAR-3, Run: 066, F, 328, 31358, 0, 0, 0, 0, 0, 164, 0, 1, 246, 0, 31686, 164, 2782, 82, 410, 2454, 82, 51, 30, 246, 82, 164, 2754, 1377
INVAR-3, Run: 067, F, 412, 39642, 0, 0, 0, 0, 0, 80, 0, 1, 288, 0, 40054, 164, 2652, 97, 509, 2240, 82, 50, 31, 288, 82, 164, 2706, 1353
INVAR-3, Run: 068, F, 370, 35359, 0, 0, 0, 0, 0, 122, 0, 1, 267, 0, 35729, 164, 3018, 89, 459, 2648, 82, 43, 38, 267, 82, 164, 2956, 1478
INVAR-3, Run: 069, F, 414, 39441, 0, 0, 0, 0, 0, 78, 0, 1, 289, 0, 39855, 164, 2679, 79, 493, 2265, 82, 58, 23, 289, 82, 164, 2438, 1219
INVAR-3, Run: 070, F, 482, 45392, 0, 0, 0, 0, 0, 10, 0, 1, 323, 0, 45874, 164, 2442, 101, 583, 1960, 82, 47, 34, 323, 82, 164, 2598, 1299
INVAR-3, Run: 071, F, 452, 42674, 0, 0, 0, 0, 0, 40, 0, 1, 308, 0, 43126, 164, 2904, 61, 513, 2452, 82, 48, 33, 308, 82, 164, 2634, 1317
INVAR-3, Run: 072, F, 490, 47108, 0, 0, 0, 0, 0, 2, 0, 1, 327, 0, 47598, 164, 2528, 83, 573, 2038, 82, 51, 30, 327, 82, 164, 2312, 1156
INVAR-3, Run: 073, F, 464, 44105, 0, 0, 0, 0, 0, 28, 0, 1, 314, 0, 44569, 164, 2632, 75, 539, 2168, 82, 52, 29, 314, 82, 164, 2640, 1320
INVAR-3, Run: 074, F, 400, 38228, 0, 0, 0, 0, 0, 92, 0, 1, 282, 0, 38628, 164, 2542, 84, 484, 2142, 82, 52, 29, 282, 82, 164, 2434, 1217
INVAR-3, Run: 075, F, 474, 45029, 0, 0, 0, 0, 0, 18, 0, 1, 319, 0, 45503, 164, 2579, 73, 547, 2105, 82, 58, 23, 319, 82, 164, 2140, 1070
INVAR-3, Run: 076, F, 448, 42945, 0, 0, 0, 0, 0, 44, 0, 1, 306, 0, 43393, 164, 2737, 72, 520, 2289, 82, 56, 25, 306, 82, 164, 2616, 1308
INVAR-3, Run: 077, F, 432, 41134, 0, 0, 0, 0, 0, 60, 0, 1, 298, 0, 41566, 164, 2742, 77, 509, 2310, 82, 53, 28, 298, 82, 164, 2676, 1338
INVAR-3, Run: 078, F, 482, 45623, 0, 0, 0, 0, 0, 10, 0, 1, 323, 0, 46105, 164, 2491, 78, 560, 2009, 82, 55, 26, 323, 82, 164, 2766, 1383
INVAR-3, Run: 079, F, 340, 32191, 0, 0, 0, 0, 0, 152, 0, 1, 252, 0, 32531, 164, 2830, 71, 411, 2490, 82, 48, 33, 252, 82, 164, 2268, 1134
INVAR-3, Run: 080, F, 300, 28841, 0, 0, 0, 0, 0, 192, 0, 1, 232, 0, 29141, 164, 2487, 73, 373, 2187, 82, 55, 26, 232, 82, 164, 2882, 1441
INVAR-3, Run: 081, F, 230, 22118, 0, 0, 0, 0, 0, 262, 0, 1, 197, 0, 22348, 164, 2669, 59, 289, 2439, 82, 59, 22, 197, 82, 164, 2766, 1383
INVAR-3, Run: 082, F, 470, 45034, 0, 0, 0, 0, 0, 22, 0, 1, 317, 0, 45504, 164, 2657, 91, 561, 2187, 82, 43, 38, 317, 82, 164, 2710, 1355
INVAR-3, Run: 083, F, 466, 44031, 0, 0, 0, 0, 0, 26, 0, 1, 315, 0, 44497, 164, 2930, 73, 539, 2464, 82, 51, 30, 315, 82, 164, 2980, 1490
INVAR-3, Run: 084, F, 386, 36660, 0, 0, 0, 0, 0, 106, 0, 1, 275, 0, 37046, 164, 2809, 83, 469, 2423, 82, 51, 30, 275, 82, 164, 2980, 1490
INVAR-3, Run: 085, F, 422, 40273, 0, 0, 0, 0, 0, 70, 0, 1, 293, 0, 40695, 164, 2447, 73, 495, 2025, 82, 42, 39, 293, 82, 164, 2482, 1241
INVAR-3, Run: 086, F, 452, 42945, 0, 0, 0, 0, 0, 40, 0, 1, 308, 0, 43397, 164, 2861, 93, 545, 2409, 82, 55, 26, 308, 82, 164, 2232, 1116
INVAR-3, Run: 087, F, 378, 36043, 0, 0, 0, 0, 0, 114, 0, 1, 271, 0, 36421, 164, 2587, 82, 460, 2209, 82, 50, 31, 271, 82, 164, 2428, 1214
INVAR-3, Run: 088, F, 388, 36753, 0, 0, 0, 0, 0, 104, 0, 1, 276, 0, 37141, 164, 3405, 108, 496, 3017, 82, 46, 35, 276, 82, 164, 2952, 1476
INVAR-3, Run: 089, F, 228, 21917, 0, 0, 0, 0, 0, 264, 0, 1, 196, 0, 22145, 164, 2750, 77, 305, 2522, 82, 47, 34, 196, 82, 164, 2330, 1165
INVAR-3, Run: 090, F, 426, 40160, 0, 0, 0, 0, 0, 66, 0, 1, 295, 0, 40586, 164, 2409, 88, 514, 1983, 82, 49, 32, 295, 82, 164, 2504, 1252
INVAR-3, Run: 091, F, 432, 41038, 0, 0, 0, 0, 0, 60, 0, 1, 298, 0, 41470, 164, 2374, 84, 516, 1942, 82, 52, 29, 298, 82, 164, 2398, 1199
INVAR-3, Run: 092, F, 484, 46074, 0, 0, 0, 0, 0, 8, 0, 1, 324, 0, 46558, 164, 2804, 86, 570, 2320, 82, 48, 33, 324, 82, 164, 3268, 1634
INVAR-3, Run: 093, F, 462, 44176, 0, 0, 0, 0, 0, 30, 0, 1, 313, 0, 44638, 164, 2286, 85, 547, 1824, 82, 54, 27, 313, 82, 164, 1712, 856
INVAR-3, Run: 094, F, 430, 40922, 0, 0, 0, 0, 0, 62, 0, 1, 297, 0, 41352, 164, 2424, 90, 520, 1994, 82, 54, 27, 297, 82, 164, 2076, 1038
INVAR-3, Run: 095, F, 416, 40174, 0, 0, 0, 0, 0, 76, 0, 1, 290, 0, 40590, 164, 2578, 74, 490, 2162, 82, 44, 37, 290, 82, 164, 2442, 1221
INVAR-3, Run: 096, F, 462, 44079, 0, 0, 0, 0, 0, 30, 0, 1, 313, 0, 44541, 164, 2825, 66, 528, 2363, 82, 62, 19, 313, 82, 164, 2590, 1295
INVAR-3, Run: 097, F, 464, 44343, 0, 0, 0, 0, 0, 28, 0, 1, 314, 0, 44807, 164, 2411, 88, 552, 1947, 82, 56, 25, 314, 82, 164, 2308, 1154
INVAR-3, Run: 098, F, 462, 44365, 0, 0, 0, 0, 0, 30, 0, 1, 313, 0, 44827, 164, 2649, 70, 532, 2187, 82, 58, 23, 313, 82, 164, 2160, 1080
INVAR-3, Run: 099, F, 460, 43525, 0, 0, 0, 0, 0, 32, 0, 1, 312, 0, 43985, 164, 2733, 74, 534, 2273, 82, 45, 36, 312, 82, 164, 2096, 1048
INVAR-3, Run: 100, F, 392, 37466, 0, 0, 0, 0, 0, 100, 0, 1, 278, 0, 37858, 164, 2583, 94, 486, 2191, 82, 57, 24, 278, 82, 164, 2906, 1453
INVAR-4, Run: 001, F, 118, 11202, 0, 1, 0, 0, 1, 0, 0, 0, 78, 1, 11320, 39, 293, 23, 141, 175, 19, 14, 5, 78, 19, 39, 293, 146
INVAR-4, Run: 002, F, 118, 11443, 0, 1, 0, 0, 1, 0, 0, 0, 78, 1, 11561, 39, 355, 26, 144, 237, 19, 14, 5, 78, 19, 39, 377, 188
INVAR-4, Run: 003, F, 118, 11311, 0, 1, 0, 0, 1, 0, 0, 0, 78, 1, 11429, 39, 368, 25, 143, 250, 19, 13, 6, 78, 19, 39, 331, 165
INVAR-4, Run: 004, F, 118, 11110, 0, 1, 0, 0, 1, 0, 0, 0, 78, 1, 11228, 39, 387, 14, 132, 269, 19, 13, 6, 78, 19, 39, 473, 236
INVAR-4, Run: 005, F, 118, 11422, 0, 1, 0, 0, 1, 0, 0, 0, 78, 1, 11540, 39, 310, 15, 133, 192, 19, 15, 4, 78, 19, 39, 285, 142
INVAR-4, Run: 006, F, 118, 11247, 0, 1, 0, 0, 1, 0, 0, 0, 78, 1, 11365, 39, 328, 23, 141, 210, 19, 10, 9, 78, 19, 39, 231, 115
INVAR-4, Run: 007, F, 118, 11222, 0, 1, 0, 0, 1, 0, 0, 0, 78, 1, 11340, 39, 362, 16, 134, 244, 19, 13, 6, 78, 19, 39, 239, 119
INVAR-4, Run: 008, F, 118, 11081, 0, 1, 0, 0, 1, 0, 0, 0, 78, 1, 11199, 39, 289, 29, 147, 171, 19, 8, 11, 78, 19, 39, 189, 94
INVAR-4, Run: 009, F, 118, 10975, 0, 1, 0, 0, 1, 0, 0, 0, 78, 1, 11093, 39, 419, 32, 150, 301, 19, 9, 10, 78, 19, 39, 255, 127
INVAR-4, Run: 010, F, 118, 11292, 0, 1, 0, 0, 1, 0, 0, 0, 78, 1, 11410, 39, 393, 32, 150, 275, 19, 12, 7, 78, 19, 39, 265, 132
INVAR-4, Run: 011, F, 118, 11085, 0, 1, 0, 0, 1, 0, 0, 0, 78, 1, 11203, 39, 327, 29, 147, 209, 19, 14, 5, 78, 19, 39, 255, 127
INVAR-4, Run: 012, F, 118, 11364, 0, 1, 0, 0, 1, 0, 0, 0, 78, 1, 11482, 39, 330, 28, 146, 212, 19, 12, 7, 78, 19, 39, 231, 115
INVAR-4, Run: 013, F, 118, 11073, 0, 1, 0, 0, 1, 0, 0, 0, 78, 1, 11191, 39, 297, 22, 140, 179, 19, 13, 6, 78, 19, 39, 199, 99
INVAR-4, Run: 014, F, 118, 11398, 0, 1, 0, 0, 1, 0, 0, 0, 78, 1, 11516, 39, 290, 11, 129, 172, 19, 17, 2, 78, 19, 39, 289, 144
INVAR-4, Run: 015, F, 118, 11195, 0, 1, 0, 0, 1, 0, 0, 0, 78, 1, 11313, 39, 366, 23, 141, 248, 19, 9, 10, 78, 19, 39, 165, 82
INVAR-4, Run: 016, F, 118, 11378, 0, 1, 0, 0, 1, 0, 0, 0, 78, 1, 11496, 39, 315, 19, 137, 197, 19, 14, 5, 78, 19, 39, 277, 138
INVAR-4, Run: 017, F, 118, 11196, 0, 1, 0, 0, 1, 0, 0, 0, 78, 1, 11314, 39, 334, 23, 141, 216, 19, 13, 6, 78, 19, 39, 145, 72
INVAR-4, Run: 018, F, 118, 11079, 0, 1, 0, 0, 1, 0, 0, 0, 78, 1, 11197, 39, 338, 18, 136, 220, 19, 14, 5, 78, 19, 39, 191, 95
INVAR-4, Run: 019, F, 118, 11241, 0, 1, 0, 0, 1, 0, 0, 0, 78, 1, 11359, 39, 236, 18, 136, 118, 19, 9, 10, 78, 19, 39, 145, 72
INVAR-4, Run: 020, F, 118, 11019, 0, 1, 0, 0, 1, 0, 0, 0, 78, 1, 11137, 39, 275, 17, 135, 157, 19, 15, 4, 78, 19, 39, 253, 126
INVAR-4, Run: 021, F, 118, 11045, 0, 1, 0, 0, 1, 0, 0, 0, 78, 1, 11163, 39, 326, 21, 139, 208, 19, 8, 11, 78, 19, 39, 393, 196
INVAR-4, Run: 022, F, 118, 11445, 0, 1, 0, 0, 1, 0, 0, 0, 78, 1, 11563, 39, 392, 27, 145, 274, 19, 15, 4, 78, 19, 39, 345, 172
INVAR-4, Run: 023, F, 118, 11371, 0, 1, 0, 0, 1, 0, 0, 0, 78, 1, 11489, 39, 290, 16, 134, 172, 19, 16, 3, 78, 19, 39, 115, 57
INVAR-4, Run: 024, F, 118, 11256, 0, 1, 0, 0, 1, 0, 0, 0, 78, 1, 11374, 39, 489, 20, 138, 371, 19, 13, 6, 78, 19, 39, 495, 247
INVAR-4, Run: 025, F, 118, 11356, 0, 1, 0, 0, 1, 0, 0, 0, 78, 1, 11474, 39, 390, 19, 137, 272, 19, 15, 4, 78, 19, 39, 271, 135
INVAR-4, Run: 026, F, 118, 11166, 0, 1, 0, 0, 1, 0, 0, 0, 78, 1, 11284, 39, 284, 22, 140, 166, 19, 13, 6, 78, 19, 39, 311, 155
INVAR-4, Run: 027, F, 118, 11111, 0, 1, 0, 0, 1, 0, 0, 0, 78, 1, 11229, 39, 328, 24, 142, 210, 19, 11, 8, 78, 19, 39, 413, 206
