Input Number, Run_Number, Result@ 100, CO, CE, X1, A, B, C, PO, D, Y, PE, E, F, NEW_REACTION, Reaction1, Reaction10, Reaction11, Reaction12, Reaction13, Reaction2, Reaction3, Reaction4, Reaction5, Reaction6, Reaction7, Reaction8, Reaction9
INVAR-1, Run: 031, F, 32, 3145, 0, 0, 0, 0, 0, 22, 0, 1, 25, 0, 3177, 18, 99, 7, 39, 67, 9, 7, 1, 25, 9, 18, 100, 50
INVAR-1, Run: 032, F, 44, 4165, 0, 0, 0, 0, 0, 10, 0, 1, 31, 0, 4209, 18, 114, 20, 64, 70, 9, 3, 5, 31, 9, 18, 106, 53
INVAR-1, Run: 033, F, 48, 4641, 0, 0, 0, 0, 0, 6, 0, 1, 33, 0, 4689, 18, 101, 11, 59, 53, 9, 5, 3, 33, 9, 18, 118, 59
INVAR-1, Run: 034, F, 20, 1992, 0, 0, 0, 0, 0, 34, 0, 1, 19, 0, 2012, 18, 111, 11, 31, 91, 9, 7, 1, 19, 9, 18, 76, 38
INVAR-1, Run: 035, F, 0, 1, 0, 0, 0, 0, 0, 54, 0, 1, 9, 0, 1, 18, 31, 10, 10, 31, 9, 3, 5, 9, 9, 18, 48, 24
INVAR-1, Run: 036, F, 6, 557, 0, 0, 0, 0, 0, 48, 0, 1, 12, 0, 563, 18, 110, 13, 19, 104, 9, 4, 4, 12, 9, 18, 104, 52
INVAR-1, Run: 037, F, 8, 798, 0, 0, 0, 0, 0, 46, 0, 1, 13, 0, 806, 18, 49, 5, 13, 41, 9, 6, 2, 13, 9, 18, 292, 146
INVAR-1, Run: 038, F, 26, 2694, 0, 0, 0, 0, 0, 28, 0, 1, 22, 0, 2720, 18, 104, 11, 37, 78, 9, 4, 4, 22, 9, 18, 70, 35
INVAR-1, Run: 039, F, 36, 3365, 0, 0, 0, 0, 0, 18, 0, 1, 27, 0, 3401, 18, 95, 7, 43, 59, 9, 7, 1, 27, 9, 18, 178, 89
INVAR-1, Run: 040, F, 34, 3312, 0, 0, 0, 0, 0, 20, 0, 1, 26, 0, 3346, 18, 96, 9, 43, 62, 9, 8, 0, 26, 9, 18, 94, 47
INVAR-1, Run: 041, F, 28, 2755, 0, 0, 0, 0, 0, 26, 0, 1, 23, 0, 2783, 18, 162, 12, 40, 134, 9, 4, 4, 23, 9, 18, 60, 30
INVAR-1, Run: 042, F, 8, 775, 0, 0, 0, 0, 0, 46, 0, 1, 13, 0, 783, 18, 69, 3, 11, 61, 9, 3, 5, 13, 9, 18, 78, 39
INVAR-1, Run: 043, F, 42, 4009, 0, 0, 0, 0, 0, 12, 0, 1, 30, 0, 4051, 18, 173, 15, 57, 131, 9, 5, 3, 30, 9, 18, 94, 47
INVAR-1, Run: 044, F, 26, 2558, 0, 0, 0, 0, 0, 28, 0, 1, 22, 0, 2584, 18, 123, 3, 29, 97, 9, 7, 1, 22, 9, 18, 66, 33
INVAR-1, Run: 045, F, 22, 2153, 0, 0, 0, 0, 0, 32, 0, 1, 20, 0, 2175, 18, 90, 10, 32, 68, 9, 4, 4, 20, 9, 18, 118, 59
INVAR-1, Run: 046, F, 44, 4256, 0, 0, 0, 0, 0, 10, 0, 1, 31, 0, 4300, 18, 92, 9, 53, 48, 9, 5, 3, 31, 9, 18, 74, 37
INVAR-1, Run: 047, F, 42, 3974, 0, 0, 0, 0, 0, 12, 0, 1, 30, 0, 4016, 18, 146, 7, 49, 104, 9, 5, 3, 30, 9, 18, 88, 44
INVAR-1, Run: 048, F, 18, 1699, 0, 0, 0, 0, 0, 36, 0, 1, 18, 0, 1717, 18, 92, 13, 31, 74, 9, 8, 0, 18, 9, 18, 142, 71
INVAR-1, Run: 049, F, 50, 4647, 0, 0, 0, 0, 0, 4, 0, 1, 34, 0, 4697, 18, 169, 18, 68, 119, 9, 6, 2, 34, 9, 18, 62, 31
INVAR-1, Run: 050, F, 46, 4274, 0, 0, 0, 0, 0, 8, 0, 1, 32, 0, 4320, 18, 84, 7, 53, 38, 9, 7, 1, 32, 9, 18, 84, 42
INVAR-1, Run: 051, F, 38, 3644, 0, 0, 0, 0, 0, 16, 0, 1, 28, 0, 3682, 18, 118, 11, 49, 80, 9, 7, 1, 28, 9, 18, 96, 48
INVAR-1, Run: 052, F, 30, 2947, 0, 0, 0, 0, 0, 24, 0, 1, 24, 0, 2977, 18, 81, 3, 33, 51, 9, 4, 4, 24, 9, 18, 50, 25
INVAR-1, Run: 053, F, 40, 3897, 0, 0, 0, 0, 0, 14, 0, 1, 29, 0, 3937, 18, 77, 8, 48, 37, 9, 5, 3, 29, 9, 18, 78, 39
INVAR-1, Run: 054, F, 6, 583, 0, 0, 0, 0, 0, 48, 0, 1, 12, 0, 589, 18, 49, 16, 22, 43, 9, 3, 5, 12, 9, 18, 38, 19
INVAR-1, Run: 055, F, 48, 4616, 0, 0, 0, 0, 0, 6, 0, 1, 33, 0, 4664, 18, 107, 8, 56, 59, 9, 5, 3, 33, 9, 18, 80, 40
INVAR-1, Run: 056, F, 22, 2071, 0, 0, 0, 0, 0, 32, 0, 1, 20, 0, 2093, 18, 79, 7, 29, 57, 9, 6, 2, 20, 9, 18, 80, 40
INVAR-1, Run: 057, F, 24, 2368, 0, 0, 0, 0, 0, 30, 0, 1, 21, 0, 2392, 18, 67, 3, 27, 43, 9, 7, 1, 21, 9, 18, 78, 39
INVAR-1, Run: 058, F, 38, 3701, 0, 0, 0, 0, 0, 16, 0, 1, 28, 0, 3739, 18, 80, 3, 41, 42, 9, 7, 1, 28, 9, 18, 126, 63
INVAR-1, Run: 059, F, 22, 2135, 0, 0, 0, 0, 0, 32, 0, 1, 20, 0, 2157, 18, 71, 9, 31, 49, 9, 5, 3, 20, 9, 18, 132, 66
INVAR-1, Run: 060, F, 42, 3921, 0, 0, 0, 0, 0, 12, 0, 1, 30, 0, 3963, 18, 133, 9, 51, 91, 9, 4, 4, 30, 9, 18, 64, 32
INVAR-1, Run: 061, F, 24, 2360, 0, 0, 0, 0, 0, 30, 0, 1, 21, 0, 2384, 18, 144, 22, 46, 120, 9, 5, 3, 21, 9, 18, 66, 33
INVAR-1, Run: 062, F, 8, 783, 0, 0, 0, 0, 0, 46, 0, 1, 13, 0, 791, 18, 50, 8, 16, 42, 9, 4, 4, 13, 9, 18, 188, 94
INVAR-1, Run: 063, F, 46, 4403, 0, 0, 0, 0, 0, 8, 0, 1, 32, 0, 4449, 18, 139, 8, 54, 93, 9, 7, 1, 32, 9, 18, 94, 47
INVAR-1, Run: 064, F, 6, 590, 0, 0, 0, 0, 0, 48, 0, 1, 12, 0, 596, 18, 43, 4, 10, 37, 9, 5, 3, 12, 9, 18, 120, 60
INVAR-1, Run: 065, F, 26, 2500, 0, 0, 0, 0, 0, 28, 0, 1, 22, 0, 2526, 18, 88, 10, 36, 62, 9, 5, 3, 22, 9, 18, 132, 66
INVAR-1, Run: 066, F, 10, 1005, 0, 0, 0, 0, 0, 44, 0, 1, 14, 0, 1015, 18, 62, 9, 19, 52, 9, 6, 2, 14, 9, 18, 74, 37
INVAR-1, Run: 067, F, 4, 406, 0, 0, 0, 0, 0, 50, 0, 1, 11, 0, 410, 18, 52, 6, 10, 48, 9, 6, 2, 11, 9, 18, 144, 72
INVAR-1, Run: 068, F, 24, 2432, 0, 0, 0, 0, 0, 30, 0, 1, 21, 0, 2456, 18, 69, 6, 30, 45, 9, 4, 4, 21, 9, 18, 112, 56
INVAR-1, Run: 069, F, 50, 4749, 0, 0, 0, 0, 0, 4, 0, 1, 34, 0, 4799, 18, 111, 10, 60, 61, 9, 7, 1, 34, 9, 18, 48, 24
INVAR-1, Run: 070, F, 16, 1595, 0, 0, 0, 0, 0, 38, 0, 1, 17, 0, 1611, 18, 82, 12, 28, 66, 9, 7, 1, 17, 9, 18, 32, 16
INVAR-1, Run: 071, F, 38, 3647, 0, 0, 0, 0, 0, 16, 0, 1, 28, 0, 3685, 18, 103, 7, 45, 65, 9, 7, 1, 28, 9, 18, 134, 67
INVAR-1, Run: 072, F, 34, 3301, 0, 0, 0, 0, 0, 20, 0, 1, 26, 0, 3335, 18, 62, 2, 36, 28, 9, 6, 2, 26, 9, 18, 114, 57
INVAR-1, Run: 073, F, 16, 1580, 0, 0, 0, 0, 0, 38, 0, 1, 17, 0, 1596, 18, 92, 9, 25, 76, 9, 6, 2, 17, 9, 18, 532, 266
INVAR-1, Run: 074, F, 18, 1659, 0, 0, 0, 0, 0, 36, 0, 1, 18, 0, 1677, 18, 71, 8, 26, 53, 9, 4, 4, 18, 9, 18, 56, 28
INVAR-1, Run: 075, F, 4, 395, 0, 0, 0, 0, 0, 50, 0, 1, 11, 0, 399, 18, 40, 5, 9, 36, 9, 4, 4, 11, 9, 18, 72, 36
INVAR-1, Run: 076, F, 6, 570, 0, 0, 0, 0, 0, 48, 0, 1, 12, 0, 576, 18, 72, 10, 16, 66, 9, 2, 6, 12, 9, 18, 282, 141
INVAR-1, Run: 077, F, 12, 1126, 0, 0, 0, 0, 0, 42, 0, 1, 15, 0, 1138, 18, 63, 11, 23, 51, 9, 5, 3, 15, 9, 18, 70, 35
INVAR-1, Run: 078, F, 36, 3630, 0, 0, 0, 0, 0, 18, 0, 1, 27, 0, 3666, 18, 109, 4, 40, 73, 9, 5, 3, 27, 9, 18, 38, 19
INVAR-1, Run: 079, F, 24, 2333, 0, 0, 0, 0, 0, 30, 0, 1, 21, 0, 2357, 18, 116, 14, 38, 92, 9, 4, 4, 21, 9, 18, 160, 80
INVAR-1, Run: 080, F, 36, 3465, 0, 0, 0, 0, 0, 18, 0, 1, 27, 0, 3501, 18, 119, 10, 46, 83, 9, 6, 2, 27, 9, 18, 68, 34
INVAR-1, Run: 081, F, 26, 2646, 0, 0, 0, 0, 0, 28, 0, 1, 22, 0, 2672, 18, 121, 13, 39, 95, 9, 5, 3, 22, 9, 18, 90, 45
INVAR-1, Run: 082, F, 22, 2164, 0, 0, 0, 0, 0, 32, 0, 1, 20, 0, 2186, 18, 150, 15, 37, 128, 9, 5, 3, 20, 9, 18, 114, 57
INVAR-1, Run: 083, F, 50, 4839, 0, 0, 0, 0, 0, 4, 0, 1, 34, 0, 4889, 18, 88, 11, 61, 38, 9, 7, 1, 34, 9, 18, 36, 18
INVAR-1, Run: 084, F, 14, 1367, 0, 0, 0, 0, 0, 40, 0, 1, 16, 0, 1381, 18, 81, 5, 19, 67, 9, 4, 4, 16, 9, 18, 72, 36
INVAR-1, Run: 085, F, 34, 3263, 0, 0, 0, 0, 0, 20, 0, 1, 26, 0, 3297, 18, 106, 9, 43, 72, 9, 5, 3, 26, 9, 18, 110, 55
INVAR-1, Run: 086, F, 6, 581, 0, 0, 0, 0, 0, 48, 0, 1, 12, 0, 587, 18, 74, 8, 14, 68, 9, 5, 3, 12, 9, 18, 260, 130
INVAR-1, Run: 087, F, 28, 2771, 0, 0, 0, 0, 0, 26, 0, 1, 23, 0, 2799, 18, 56, 7, 35, 28, 9, 6, 2, 23, 9, 18, 18, 9
INVAR-1, Run: 088, F, 0, 4, 0, 0, 0, 0, 0, 54, 0, 1, 9, 0, 4, 18, 43, 10, 10, 43, 9, 6, 2, 9, 9, 18, 328, 164
INVAR-1, Run: 089, F, 44, 4293, 0, 0, 0, 0, 0, 10, 0, 1, 31, 0, 4337, 18, 75, 8, 52, 31, 9, 6, 2, 31, 9, 18, 90, 45
INVAR-1, Run: 090, F, 30, 2923, 0, 0, 0, 0, 0, 24, 0, 1, 24, 0, 2953, 18, 118, 10, 40, 88, 9, 5, 3, 24, 9, 18, 64, 32
INVAR-1, Run: 091, F, 26, 2504, 0, 0, 0, 0, 0, 28, 0, 1, 22, 0, 2530, 18, 59, 5, 31, 33, 9, 4, 4, 22, 9, 18, 48, 24
INVAR-1, Run: 092, F, 34, 3266, 0, 0, 0, 0, 0, 20, 0, 1, 26, 0, 3300, 18, 116, 10, 44, 82, 9, 6, 2, 26, 9, 18, 210, 105
INVAR-1, Run: 093, F, 8, 797, 0, 0, 0, 0, 0, 46, 0, 1, 13, 0, 805, 18, 50, 6, 14, 42, 9, 6, 2, 13, 9, 18, 150, 75
INVAR-1, Run: 094, F, 26, 2429, 0, 0, 0, 0, 0, 28, 0, 1, 22, 0, 2455, 18, 133, 9, 35, 107, 9, 5, 3, 22, 9, 18, 218, 109
INVAR-1, Run: 095, F, 32, 3048, 0, 0, 0, 0, 0, 22, 0, 1, 25, 0, 3080, 18, 107, 7, 39, 75, 9, 3, 5, 25, 9, 18, 124, 62
INVAR-1, Run: 096, F, 52, 4829, 0, 0, 0, 0, 0, 2, 0, 1, 35, 0, 4881, 18, 99, 10, 62, 47, 9, 5, 3, 35, 9, 18, 182, 91
INVAR-1, Run: 097, F, 34, 3343, 0, 0, 0, 0, 0, 20, 0, 1, 26, 0, 3377, 18, 54, 9, 43, 20, 9, 6, 2, 26, 9, 18, 76, 38
INVAR-1, Run: 098, F, 14, 1385, 0, 0, 0, 0, 0, 40, 0, 1, 16, 0, 1399, 18, 50, 7, 21, 36, 9, 5, 3, 16, 9, 18, 166, 83
INVAR-1, Run: 099, F, 24, 2438, 0, 0, 0, 0, 0, 30, 0, 1, 21, 0, 2462, 18, 100, 11, 35, 76, 9, 4, 4, 21, 9, 18, 188, 94
INVAR-1, Run: 100, F, 20, 1889, 0, 0, 0, 0, 0, 34, 0, 1, 19, 0, 1909, 18, 72, 9, 29, 52, 9, 6, 2, 19, 9, 18, 66, 33
INVAR-10, Run: 001, F, 530, 50061, 0, 0, 0, 0, 0, 70, 0, 1, 365, 0, 50591, 200, 3056, 74, 604, 2526, 100, 51, 48, 365, 100, 200, 2816, 1408
INVAR-10, Run: 002, F, 498, 47214, 0, 0, 0, 0, 0, 102, 0, 1, 349, 0, 47712, 200, 3831, 96, 594, 3333, 100, 64, 35, 349, 100, 200, 4128, 2064
INVAR-10, Run: 003, F, 340, 32604, 0, 0, 0, 0, 0, 260, 0, 1, 270, 0, 32944, 200, 3894, 86, 426, 3554, 100, 65, 34, 270, 100, 200, 3780, 1890
INVAR-10, Run: 004, F, 530, 50309, 0, 0, 0, 0, 0, 70, 0, 1, 365, 0, 50839, 200, 3524, 110, 640, 2994, 100, 52, 47, 365, 100, 200, 3936, 1968
INVAR-10, Run: 005, F, 582, 55237, 0, 0, 0, 0, 0, 18, 0, 1, 391, 0, 55819, 200, 4201, 87, 669, 3619, 100, 70, 29, 391, 100, 200, 3878, 1939
INVAR-10, Run: 006, F, 590, 55589, 0, 0, 0, 0, 0, 10, 0, 1, 395, 0, 56179, 200, 3997, 85, 675, 3407, 100, 64, 35, 395, 100, 200, 3884, 1942
INVAR-10, Run: 007, F, 488, 46626, 0, 0, 0, 0, 0, 112, 0, 1, 344, 0, 47114, 200, 3573, 82, 570, 3085, 100, 68, 31, 344, 100, 200, 3458, 1729
INVAR-10, Run: 008, F, 482, 46365, 0, 0, 0, 0, 0, 118, 0, 1, 341, 0, 46847, 200, 3562, 107, 589, 3080, 100, 65, 34, 341, 100, 200, 3800, 1900
INVAR-10, Run: 009, F, 532, 50078, 0, 0, 0, 0, 0, 68, 0, 1, 366, 0, 50610, 200, 4239, 97, 629, 3707, 100, 56, 43, 366, 100, 200, 4438, 2219
INVAR-10, Run: 010, F, 594, 56071, 0, 0, 0, 0, 0, 6, 0, 1, 397, 0, 56665, 200, 3578, 90, 684, 2984, 100, 60, 39, 397, 100, 200, 3850, 1925
INVAR-10, Run: 011, F, 408, 39438, 0, 0, 0, 0, 0, 192, 0, 1, 304, 0, 39846, 200, 3001, 83, 491, 2593, 100, 70, 29, 304, 100, 200, 3262, 1631
INVAR-10, Run: 012, F, 404, 38996, 0, 0, 0, 0, 0, 196, 0, 1, 302, 0, 39400, 200, 3805, 80, 484, 3401, 100, 59, 40, 302, 100, 200, 3518, 1759
INVAR-10, Run: 013, F, 352, 33781, 0, 0, 0, 0, 0, 248, 0, 1, 276, 0, 34133, 200, 3929, 91, 443, 3577, 100, 57, 42, 276, 100, 200, 3546, 1773
INVAR-10, Run: 014, F, 334, 31857, 0, 0, 0, 0, 0, 266, 0, 1, 267, 0, 32191, 200, 3537, 118, 452, 3203, 100, 64, 35, 267, 100, 200, 4062, 2031
INVAR-10, Run: 015, F, 436, 41426, 0, 0, 0, 0, 0, 164, 0, 1, 318, 0, 41862, 200, 3394, 89, 525, 2958, 100, 56, 43, 318, 100, 200, 3810, 1905
INVAR-10, Run: 016, F, 534, 51172, 0, 0, 0, 0, 0, 66, 0, 1, 367, 0, 51706, 200, 3441, 97, 631, 2907, 100, 71, 28, 367, 100, 200, 4032, 2016
INVAR-10, Run: 017, F, 496, 46964, 0, 0, 0, 0, 0, 104, 0, 1, 348, 0, 47460, 200, 3250, 86, 582, 2754, 100, 63, 36, 348, 100, 200, 2980, 1490
INVAR-10, Run: 018, F, 562, 52863, 0, 0, 0, 0, 0, 38, 0, 1, 381, 0, 53425, 200, 3751, 105, 667, 3189, 100, 66, 33, 381, 100, 200, 3606, 1803
INVAR-10, Run: 019, F, 592, 56572, 0, 0, 0, 0, 0, 8, 0, 1, 396, 0, 57164, 200, 3163, 90, 682, 2571, 100, 60, 39, 396, 100, 200, 3040, 1520
INVAR-10, Run: 020, F, 436, 41816, 0, 0, 0, 0, 0, 164, 0, 1, 318, 0, 42252, 200, 3422, 87, 523, 2986, 100, 65, 34, 318, 100, 200, 3218, 1609
INVAR-10, Run: 021, F, 570, 54170, 0, 0, 0, 0, 0, 30, 0, 1, 385, 0, 54740, 200, 3920, 99, 669, 3350, 100, 66, 33, 385, 100, 200, 3142, 1571
INVAR-10, Run: 022, F, 372, 35072, 0, 0, 0, 0, 0, 228, 0, 1, 286, 0, 35444, 200, 3928, 93, 465, 3556, 100, 60, 39, 286, 100, 200, 4274, 2137
INVAR-10, Run: 023, F, 498, 46843, 0, 0, 0, 0, 0, 102, 0, 1, 349, 0, 47341, 200, 3368, 86, 584, 2870, 100, 63, 36, 349, 100, 200, 3784, 1892
INVAR-10, Run: 024, F, 560, 53415, 0, 0, 0, 0, 0, 40, 0, 1, 380, 0, 53975, 200, 4085, 91, 651, 3525, 100, 61, 38, 380, 100, 200, 3364, 1682
INVAR-10, Run: 025, F, 542, 51847, 0, 0, 0, 0, 0, 58, 0, 1, 371, 0, 52389, 200, 3888, 114, 656, 3346, 100, 56, 43, 371, 100, 200, 3694, 1847
INVAR-10, Run: 026, F, 576, 54839, 0, 0, 0, 0, 0, 24, 0, 1, 388, 0, 55415, 200, 3681, 90, 666, 3105, 100, 57, 42, 388, 100, 200, 3030, 1515
INVAR-10, Run: 027, F, 552, 52105, 0, 0, 0, 0, 0, 48, 0, 1, 376, 0, 52657, 200, 4111, 73, 625, 3559, 100, 62, 37, 376, 100, 200, 3544, 1772
INVAR-10, Run: 028, F, 494, 47048, 0, 0, 0, 0, 0, 106, 0, 1, 347, 0, 47542, 200, 3222, 77, 571, 2728, 100, 62, 37, 347, 100, 200, 3718, 1859
INVAR-10, Run: 029, F, 464, 44143, 0, 0, 0, 0, 0, 136, 0, 1, 332, 0, 44607, 200, 3681, 85, 549, 3217, 100, 65, 34, 332, 100, 200, 3242, 1621
INVAR-10, Run: 030, F, 598, 57015, 0, 0, 0, 0, 0, 2, 0, 1, 399, 0, 57613, 200, 3885, 88, 686, 3287, 100, 63, 36, 399, 100, 200, 3518, 1759
INVAR-10, Run: 031, F, 262, 25014, 0, 0, 0, 0, 0, 338, 0, 1, 231, 0, 25276, 200, 3403, 75, 337, 3141, 100, 68, 31, 231, 100, 200, 3890, 1945
INVAR-10, Run: 032, F, 592, 56637, 0, 0, 0, 0, 0, 8, 0, 1, 396, 0, 57229, 200, 3478, 76, 668, 2886, 100, 59, 40, 396, 100, 200, 3378, 1689
INVAR-10, Run: 033, F, 492, 47081, 0, 0, 0, 0, 0, 108, 0, 1, 346, 0, 47573, 200, 3689, 75, 567, 3197, 100, 69, 30, 346, 100, 200, 3222, 1611
INVAR-10, Run: 034, F, 586, 56068, 0, 0, 0, 0, 0, 14, 0, 1, 393, 0, 56654, 200, 3280, 84, 670, 2694, 100, 64, 35, 393, 100, 200, 3304, 1652
INVAR-10, Run: 035, F, 394, 37404, 0, 0, 0, 0, 0, 206, 0, 1, 297, 0, 37798, 200, 3901, 90, 484, 3507, 100, 78, 21, 297, 100, 200, 3682, 1841
INVAR-10, Run: 036, F, 586, 55121, 0, 0, 0, 0, 0, 14, 0, 1, 393, 0, 55707, 200, 3337, 122, 708, 2751, 100, 59, 40, 393, 100, 200, 3038, 1519
INVAR-10, Run: 037, F, 590, 55499, 0, 0, 0, 0, 0, 10, 0, 1, 395, 0, 56089, 200, 4553, 123, 713, 3963, 100, 65, 34, 395, 100, 200, 4222, 2111
INVAR-10, Run: 038, F, 586, 55851, 0, 0, 0, 0, 0, 14, 0, 1, 393, 0, 56437, 200, 4015, 93, 679, 3429, 100, 68, 31, 393, 100, 200, 3668, 1834
INVAR-10, Run: 039, F, 536, 50905, 0, 0, 0, 0, 0, 64, 0, 1, 368, 0, 51441, 200, 4034, 75, 611, 3498, 100, 64, 35, 368, 100, 200, 3428, 1714
INVAR-10, Run: 040, F, 286, 28059, 0, 0, 0, 0, 0, 314, 0, 1, 243, 0, 28345, 200, 3548, 105, 391, 3262, 100, 61, 38, 243, 100, 200, 4596, 2298
INVAR-10, Run: 041, F, 516, 49013, 0, 0, 0, 0, 0, 84, 0, 1, 358, 0, 49529, 200, 3815, 91, 607, 3299, 100, 58, 41, 358, 100, 200, 3834, 1917
INVAR-10, Run: 042, F, 532, 50629, 0, 0, 0, 0, 0, 68, 0, 1, 366, 0, 51161, 200, 3421, 82, 614, 2889, 100, 62, 37, 366, 100, 200, 3114, 1557
INVAR-10, Run: 043, F, 576, 54682, 0, 0, 0, 0, 0, 24, 0, 1, 388, 0, 55258, 200, 3316, 76, 652, 2740, 100, 68, 31, 388, 100, 200, 2734, 1367
