Input Number, Run_Number, Result@ 100, B, F, X1, A, C, PO, D, CO, Y, PE, CE, E, NEW_REACTION, Reaction1, Reaction10, Reaction11, Reaction12, Reaction13, Reaction2, Reaction3, Reaction4, Reaction5, Reaction6, Reaction7, Reaction8, Reaction9
INVAR-1, Run: 018, P, 0, 0, 0, 0, 0, 0, 55, 0, 0, 1, 0, 9, 1, 18, 111, 5, 5, 111, 9, 6, 2, 9, 8, 18, 55, 27
INVAR-1, Run: 019, P, 0, 0, 0, 0, 0, 0, 55, 0, 2, 1, 2, 8, 1, 18, 97, 6, 4, 97, 9, 6, 2, 8, 8, 18, 113, 56
INVAR-1, Run: 020, P, 0, 0, 0, 0, 0, 0, 56, 0, 0, 1, 0, 9, 2, 18, 77, 11, 11, 77, 9, 4, 4, 9, 7, 18, 76, 37
INVAR-1, Run: 021, P, 0, 0, 0, 0, 0, 0, 56, 0, 0, 1, 0, 9, 2, 18, 56, 2, 2, 56, 9, 6, 2, 9, 7, 18, 96, 47
INVAR-1, Run: 022, P, 0, 0, 0, 0, 0, 0, 56, 0, 0, 1, 0, 9, 2, 18, 146, 10, 10, 146, 9, 8, 0, 9, 7, 18, 34, 16
INVAR-1, Run: 023, P, 0, 0, 0, 0, 0, 0, 56, 0, 2, 1, 2, 8, 2, 18, 146, 9, 7, 146, 9, 8, 0, 8, 7, 18, 74, 36
INVAR-1, Run: 024, P, 0, 0, 0, 0, 0, 0, 56, 0, 2, 1, 2, 8, 2, 18, 133, 10, 8, 133, 9, 6, 2, 8, 7, 18, 128, 63
INVAR-1, Run: 025, P, 0, 0, 0, 0, 0, 0, 57, 0, 0, 1, 0, 9, 3, 18, 102, 5, 5, 102, 9, 4, 4, 9, 6, 18, 85, 41
INVAR-1, Run: 026, P, 0, 0, 0, 0, 0, 0, 56, 0, 0, 1, 0, 9, 2, 18, 120, 4, 4, 120, 9, 6, 2, 9, 7, 18, 122, 60
INVAR-1, Run: 027, P, 0, 0, 0, 0, 0, 0, 55, 0, 2, 1, 2, 8, 1, 18, 79, 9, 7, 79, 9, 6, 2, 8, 8, 18, 37, 18
INVAR-1, Run: 028, P, 0, 0, 0, 0, 0, 0, 55, 0, 0, 1, 0, 9, 1, 18, 53, 8, 8, 53, 9, 7, 1, 9, 8, 18, 119, 59
INVAR-1, Run: 029, P, 0, 0, 0, 0, 0, 0, 57, 0, 2, 1, 2, 8, 3, 18, 98, 3, 1, 98, 9, 6, 2, 8, 6, 18, 95, 46
INVAR-1, Run: 030, P, 0, 0, 0, 0, 0, 0, 57, 0, 0, 1, 0, 9, 3, 18, 162, 10, 10, 162, 9, 5, 3, 9, 6, 18, 47, 22
INVAR-1, Run: 031, P, 0, 0, 0, 0, 0, 0, 56, 0, 0, 1, 0, 9, 2, 18, 62, 7, 7, 62, 9, 6, 2, 9, 7, 18, 56, 27
INVAR-1, Run: 032, P, 0, 0, 0, 0, 0, 0, 57, 0, 0, 1, 0, 9, 3, 18, 93, 6, 6, 93, 9, 6, 2, 9, 6, 18, 151, 74
INVAR-1, Run: 033, P, 0, 0, 0, 0, 0, 0, 58, 0, 0, 1, 0, 9, 4, 18, 117, 2, 2, 117, 9, 8, 0, 9, 5, 18, 80, 38
INVAR-1, Run: 034, P, 0, 0, 0, 0, 0, 0, 56, 0, 0, 1, 0, 9, 2, 18, 130, 4, 4, 130, 9, 4, 4, 9, 7, 18, 80, 39
INVAR-1, Run: 035, P, 0, 0, 0, 0, 0, 0, 56, 0, 2, 1, 2, 8, 2, 18, 125, 8, 6, 125, 9, 2, 6, 8, 7, 18, 78, 38
INVAR-1, Run: 036, P, 0, 0, 0, 0, 0, 0, 57, 0, 0, 1, 0, 9, 3, 18, 59, 2, 2, 59, 9, 7, 1, 9, 6, 18, 79, 38
INVAR-1, Run: 037, P, 0, 0, 0, 0, 0, 0, 57, 0, 0, 1, 0, 9, 3, 18, 162, 8, 8, 162, 9, 7, 1, 9, 6, 18, 89, 43
INVAR-1, Run: 038, P, 0, 0, 0, 0, 0, 0, 55, 0, 0, 1, 0, 9, 1, 18, 119, 8, 8, 119, 9, 6, 2, 9, 8, 18, 63, 31
INVAR-1, Run: 039, P, 0, 0, 0, 0, 0, 0, 54, 0, 0, 1, 0, 9, 0, 18, 79, 1, 1, 79, 9, 7, 1, 9, 9, 18, 42, 21
INVAR-1, Run: 040, P, 0, 0, 0, 0, 0, 0, 55, 0, 2, 1, 2, 8, 1, 18, 172, 11, 9, 172, 9, 6, 2, 8, 8, 18, 159, 79
INVAR-1, Run: 041, P, 0, 0, 0, 0, 0, 0, 58, 0, 0, 1, 0, 9, 4, 18, 83, 3, 3, 83, 9, 6, 2, 9, 5, 18, 116, 56
INVAR-1, Run: 042, P, 0, 0, 0, 0, 0, 0, 55, 0, 2, 1, 2, 8, 1, 18, 62, 6, 4, 62, 9, 5, 3, 8, 8, 18, 77, 38
INVAR-1, Run: 043, P, 0, 0, 0, 0, 0, 0, 55, 0, 2, 1, 2, 8, 1, 18, 85, 7, 5, 85, 9, 6, 2, 8, 8, 18, 69, 34
INVAR-1, Run: 044, P, 0, 0, 0, 0, 0, 0, 55, 0, 0, 1, 0, 9, 1, 18, 92, 8, 8, 92, 9, 4, 4, 9, 8, 18, 133, 66
INVAR-1, Run: 045, P, 0, 0, 0, 0, 0, 0, 55, 0, 0, 1, 0, 9, 1, 18, 120, 5, 5, 120, 9, 7, 1, 9, 8, 18, 107, 53
INVAR-1, Run: 046, P, 0, 0, 0, 0, 0, 0, 55, 0, 2, 1, 2, 8, 1, 18, 53, 6, 4, 53, 9, 8, 0, 8, 8, 18, 41, 20
INVAR-1, Run: 047, P, 0, 0, 0, 0, 0, 0, 59, 0, 2, 1, 2, 8, 5, 18, 152, 5, 3, 152, 9, 4, 4, 8, 4, 18, 59, 27
INVAR-1, Run: 048, P, 0, 0, 0, 0, 0, 0, 56, 0, 2, 1, 2, 8, 2, 18, 123, 9, 7, 123, 9, 6, 2, 8, 7, 18, 196, 97
INVAR-1, Run: 049, P, 0, 0, 0, 0, 0, 0, 57, 0, 0, 1, 0, 9, 3, 18, 153, 8, 8, 153, 9, 6, 2, 9, 6, 18, 165, 81
INVAR-1, Run: 050, P, 0, 0, 0, 0, 0, 0, 56, 0, 0, 1, 0, 9, 2, 18, 196, 10, 10, 196, 9, 6, 2, 9, 7, 18, 58, 28
INVAR-1, Run: 051, P, 0, 0, 0, 0, 0, 0, 56, 0, 0, 1, 0, 9, 2, 18, 105, 5, 5, 105, 9, 4, 4, 9, 7, 18, 40, 19
INVAR-1, Run: 052, P, 0, 0, 0, 0, 0, 0, 56, 0, 0, 1, 0, 9, 2, 18, 67, 4, 4, 67, 9, 5, 3, 9, 7, 18, 48, 23
INVAR-1, Run: 053, P, 0, 0, 0, 0, 0, 0, 55, 0, 2, 1, 2, 8, 1, 18, 80, 9, 7, 80, 9, 6, 2, 8, 8, 18, 175, 87
INVAR-1, Run: 054, P, 0, 0, 0, 0, 0, 0, 56, 0, 0, 1, 0, 9, 2, 18, 144, 15, 15, 144, 9, 5, 3, 9, 7, 18, 144, 71
INVAR-1, Run: 055, P, 0, 0, 0, 0, 0, 0, 55, 0, 0, 1, 0, 9, 1, 18, 63, 6, 6, 63, 9, 5, 3, 9, 8, 18, 93, 46
INVAR-1, Run: 056, P, 0, 0, 0, 0, 0, 0, 56, 0, 0, 1, 0, 9, 2, 18, 143, 4, 4, 143, 9, 6, 2, 9, 7, 18, 80, 39
INVAR-1, Run: 057, P, 0, 0, 0, 0, 0, 0, 56, 0, 0, 1, 0, 9, 2, 18, 82, 10, 10, 82, 9, 3, 5, 9, 7, 18, 34, 16
INVAR-1, Run: 058, P, 0, 0, 0, 0, 0, 0, 55, 0, 2, 1, 2, 8, 1, 18, 152, 4, 2, 152, 9, 7, 1, 8, 8, 18, 109, 54
INVAR-1, Run: 059, P, 0, 0, 0, 0, 0, 0, 60, 0, 0, 1, 0, 9, 6, 18, 157, 2, 2, 157, 9, 5, 3, 9, 3, 18, 94, 44
INVAR-1, Run: 060, P, 0, 0, 0, 0, 0, 0, 55, 0, 0, 1, 0, 9, 1, 18, 147, 2, 2, 147, 9, 4, 4, 9, 8, 18, 73, 36
INVAR-1, Run: 061, P, 0, 0, 0, 0, 0, 0, 55, 0, 0, 1, 0, 9, 1, 18, 76, 3, 3, 76, 9, 4, 4, 9, 8, 18, 101, 50
INVAR-1, Run: 062, P, 0, 0, 0, 0, 0, 0, 55, 0, 0, 1, 0, 9, 1, 18, 101, 10, 10, 101, 9, 6, 2, 9, 8, 18, 83, 41
INVAR-1, Run: 063, P, 0, 0, 0, 0, 0, 0, 56, 0, 0, 1, 0, 9, 2, 18, 124, 2, 2, 124, 9, 7, 1, 9, 7, 18, 66, 32
INVAR-1, Run: 064, P, 0, 0, 0, 0, 0, 0, 56, 0, 2, 1, 2, 8, 2, 18, 106, 9, 7, 106, 9, 6, 2, 8, 7, 18, 192, 95
INVAR-1, Run: 065, P, 0, 0, 0, 0, 0, 0, 55, 0, 2, 1, 2, 8, 1, 18, 94, 10, 8, 94, 9, 4, 4, 8, 8, 18, 77, 38
INVAR-1, Run: 066, P, 0, 0, 0, 0, 0, 0, 56, 0, 2, 1, 2, 8, 2, 18, 67, 8, 6, 67, 9, 6, 2, 8, 7, 18, 98, 48
INVAR-1, Run: 067, P, 0, 0, 0, 0, 0, 0, 58, 0, 2, 1, 2, 8, 4, 18, 141, 9, 7, 141, 9, 5, 3, 8, 5, 18, 60, 28
INVAR-1, Run: 068, P, 0, 0, 0, 0, 0, 0, 56, 0, 0, 1, 0, 9, 2, 18, 99, 8, 8, 99, 9, 3, 5, 9, 7, 18, 120, 59
INVAR-1, Run: 069, P, 0, 0, 0, 0, 0, 0, 57, 0, 0, 1, 0, 9, 3, 18, 80, 11, 11, 80, 9, 3, 5, 9, 6, 18, 91, 44
INVAR-1, Run: 070, P, 0, 0, 0, 0, 0, 0, 57, 0, 0, 1, 0, 9, 3, 18, 102, 2, 2, 102, 9, 7, 1, 9, 6, 18, 59, 28
INVAR-1, Run: 071, P, 0, 0, 0, 0, 0, 0, 58, 0, 2, 1, 2, 8, 4, 18, 130, 6, 4, 130, 9, 6, 2, 8, 5, 18, 50, 23
INVAR-1, Run: 072, P, 0, 0, 0, 0, 0, 0, 56, 0, 0, 1, 0, 9, 2, 18, 140, 7, 7, 140, 9, 8, 0, 9, 7, 18, 62, 30
INVAR-1, Run: 073, P, 0, 0, 0, 0, 0, 0, 55, 0, 2, 1, 2, 8, 1, 18, 105, 11, 9, 105, 9, 7, 1, 8, 8, 18, 57, 28
INVAR-1, Run: 074, P, 0, 0, 0, 0, 0, 0, 56, 0, 0, 1, 0, 9, 2, 18, 109, 8, 8, 109, 9, 7, 1, 9, 7, 18, 48, 23
INVAR-1, Run: 075, P, 0, 0, 0, 0, 0, 0, 56, 0, 0, 1, 0, 9, 2, 18, 104, 6, 6, 104, 9, 6, 2, 9, 7, 18, 128, 63
INVAR-1, Run: 076, P, 0, 0, 0, 0, 0, 0, 55, 0, 2, 1, 2, 8, 1, 18, 102, 11, 9, 102, 9, 6, 2, 8, 8, 18, 263, 131
INVAR-1, Run: 077, P, 0, 0, 0, 0, 0, 0, 56, 0, 0, 1, 0, 9, 2, 18, 152, 3, 3, 152, 9, 7, 1, 9, 7, 18, 36, 17
INVAR-1, Run: 078, P, 0, 0, 0, 0, 0, 0, 56, 0, 0, 1, 0, 9, 2, 18, 69, 4, 4, 69, 9, 7, 1, 9, 7, 18, 54, 26
INVAR-1, Run: 079, P, 0, 0, 0, 0, 0, 0, 56, 0, 0, 1, 0, 9, 2, 18, 198, 8, 8, 198, 9, 4, 4, 9, 7, 18, 144, 71
INVAR-1, Run: 080, P, 0, 0, 0, 0, 0, 0, 57, 0, 0, 1, 0, 9, 3, 18, 173, 4, 4, 173, 9, 6, 2, 9, 6, 18, 69, 33
INVAR-1, Run: 081, P, 0, 0, 0, 0, 0, 0, 57, 0, 0, 1, 0, 9, 3, 18, 181, 7, 7, 181, 9, 6, 2, 9, 6, 18, 73, 35
INVAR-1, Run: 082, P, 0, 0, 0, 0, 0, 0, 55, 0, 2, 1, 2, 8, 1, 18, 128, 13, 11, 128, 9, 8, 0, 8, 8, 18, 129, 64
INVAR-1, Run: 083, P, 0, 0, 0, 0, 0, 0, 55, 0, 2, 1, 2, 8, 1, 18, 91, 5, 3, 91, 9, 4, 4, 8, 8, 18, 49, 24
INVAR-1, Run: 084, P, 0, 0, 0, 0, 0, 0, 56, 0, 0, 1, 0, 9, 2, 18, 134, 5, 5, 134, 9, 4, 4, 9, 7, 18, 114, 56
INVAR-1, Run: 085, P, 0, 0, 0, 0, 0, 0, 59, 0, 0, 1, 0, 9, 5, 18, 123, 7, 7, 123, 9, 6, 2, 9, 4, 18, 107, 51
INVAR-1, Run: 086, P, 0, 0, 0, 0, 0, 0, 55, 0, 2, 1, 2, 8, 1, 18, 102, 9, 7, 102, 9, 6, 2, 8, 8, 18, 73, 36
INVAR-1, Run: 087, P, 0, 0, 0, 0, 0, 0, 56, 0, 2, 1, 2, 8, 2, 18, 61, 11, 9, 61, 9, 3, 5, 8, 7, 18, 146, 72
INVAR-1, Run: 088, P, 0, 0, 0, 0, 0, 0, 56, 0, 0, 1, 0, 9, 2, 18, 118, 6, 6, 118, 9, 6, 2, 9, 7, 18, 40, 19
INVAR-1, Run: 089, P, 0, 0, 0, 0, 0, 0, 57, 0, 0, 1, 0, 9, 3, 18, 94, 4, 4, 94, 9, 6, 2, 9, 6, 18, 275, 136
INVAR-1, Run: 090, P, 0, 0, 0, 0, 0, 0, 56, 0, 0, 1, 0, 9, 2, 18, 55, 1, 1, 55, 9, 7, 1, 9, 7, 18, 40, 19
INVAR-1, Run: 091, P, 0, 0, 0, 0, 0, 0, 54, 0, 0, 1, 0, 9, 0, 18, 88, 6, 6, 88, 9, 6, 2, 9, 9, 18, 118, 59
INVAR-1, Run: 092, P, 0, 0, 0, 0, 0, 0, 57, 0, 2, 1, 2, 8, 3, 18, 175, 9, 7, 175, 9, 6, 2, 8, 6, 18, 157, 77
INVAR-1, Run: 093, P, 0, 0, 0, 0, 0, 0, 57, 0, 2, 1, 2, 8, 3, 18, 124, 7, 5, 124, 9, 5, 3, 8, 6, 18, 29, 13
INVAR-1, Run: 094, P, 0, 0, 0, 0, 0, 0, 56, 0, 0, 1, 0, 9, 2, 18, 123, 6, 6, 123, 9, 5, 3, 9, 7, 18, 38, 18
INVAR-1, Run: 095, P, 0, 0, 0, 0, 0, 0, 55, 0, 0, 1, 0, 9, 1, 18, 114, 5, 5, 114, 9, 5, 3, 9, 8, 18, 53, 26
INVAR-1, Run: 096, P, 0, 0, 0, 0, 0, 0, 55, 0, 0, 1, 0, 9, 1, 18, 83, 5, 5, 83, 9, 5, 3, 9, 8, 18, 117, 58
INVAR-1, Run: 097, P, 0, 0, 0, 0, 0, 0, 56, 0, 0, 1, 0, 9, 2, 18, 95, 4, 4, 95, 9, 6, 2, 9, 7, 18, 90, 44
INVAR-1, Run: 098, P, 0, 0, 0, 0, 0, 0, 55, 0, 2, 1, 2, 8, 1, 18, 66, 9, 7, 66, 9, 4, 4, 8, 8, 18, 49, 24
INVAR-1, Run: 099, P, 0, 0, 0, 0, 0, 0, 55, 0, 0, 1, 0, 9, 1, 18, 116, 4, 4, 116, 9, 5, 3, 9, 8, 18, 85, 42
INVAR-1, Run: 100, P, 0, 0, 0, 0, 0, 0, 57, 0, 0, 1, 0, 9, 3, 18, 95, 10, 10, 95, 9, 7, 1, 9, 6, 18, 47, 22
INVAR-10, Run: 001, P, 0, 0, 0, 0, 0, 0, 608, 0, 2, 1, 2, 99, 8, 200, 4758, 69, 67, 4758, 100, 61, 38, 99, 92, 200, 3186, 1589
INVAR-10, Run: 002, P, 0, 0, 0, 0, 0, 0, 607, 0, 0, 1, 0, 100, 7, 200, 3471, 70, 70, 3471, 100, 56, 43, 100, 93, 200, 3675, 1834
INVAR-10, Run: 003, P, 0, 0, 0, 0, 0, 0, 614, 0, 0, 1, 0, 100, 14, 200, 4309, 78, 78, 4309, 100, 60, 39, 100, 86, 200, 3972, 1979
INVAR-10, Run: 004, P, 0, 0, 0, 0, 0, 0, 611, 0, 2, 1, 2, 99, 11, 200, 4758, 55, 53, 4758, 100, 61, 38, 99, 89, 200, 4739, 2364
INVAR-10, Run: 005, P, 0, 0, 0, 0, 0, 0, 609, 0, 0, 1, 0, 100, 9, 200, 5450, 59, 59, 5450, 100, 76, 23, 100, 91, 200, 4647, 2319
INVAR-10, Run: 006, P, 0, 0, 0, 0, 0, 0, 605, 0, 0, 1, 0, 100, 5, 200, 6007, 66, 66, 6007, 100, 50, 49, 100, 95, 200, 4485, 2240
INVAR-10, Run: 007, P, 0, 0, 0, 0, 0, 0, 609, 0, 2, 1, 2, 99, 9, 200, 5286, 65, 63, 5286, 100, 68, 31, 99, 91, 200, 4427, 2209
INVAR-10, Run: 008, P, 0, 0, 0, 0, 0, 0, 609, 0, 2, 1, 2, 99, 9, 200, 4730, 58, 56, 4730, 100, 64, 35, 99, 91, 200, 3953, 1972
INVAR-10, Run: 009, P, 0, 0, 0, 0, 0, 0, 611, 0, 2, 1, 2, 99, 11, 200, 5315, 73, 71, 5315, 100, 59, 40, 99, 89, 200, 5313, 2651
INVAR-10, Run: 010, P, 0, 0, 0, 0, 0, 0, 610, 0, 0, 1, 0, 100, 10, 200, 5098, 67, 67, 5098, 100, 61, 38, 100, 90, 200, 3734, 1862
INVAR-10, Run: 011, P, 0, 0, 0, 0, 0, 0, 609, 0, 2, 1, 2, 99, 9, 200, 4868, 68, 66, 4868, 100, 62, 37, 99, 91, 200, 5115, 2553
INVAR-10, Run: 012, P, 0, 0, 0, 0, 0, 0, 605, 0, 0, 1, 0, 100, 5, 200, 5770, 61, 61, 5770, 100, 60, 39, 100, 95, 200, 4263, 2129
INVAR-10, Run: 013, P, 0, 0, 0, 0, 0, 0, 608, 0, 0, 1, 0, 100, 8, 200, 5660, 72, 72, 5660, 100, 67, 32, 100, 92, 200, 3796, 1894
INVAR-10, Run: 014, P, 0, 0, 0, 0, 0, 0, 606, 0, 0, 1, 0, 100, 6, 200, 5717, 81, 81, 5717, 100, 59, 40, 100, 94, 200, 4058, 2026
INVAR-10, Run: 015, P, 0, 0, 0, 0, 0, 0, 614, 0, 0, 1, 0, 100, 14, 200, 4746, 60, 60, 4746, 100, 59, 40, 100, 86, 200, 4756, 2371
INVAR-10, Run: 016, P, 0, 0, 0, 0, 0, 0, 606, 0, 0, 1, 0, 100, 6, 200, 5990, 61, 61, 5990, 100, 55, 44, 100, 94, 200, 4512, 2253
INVAR-10, Run: 017, P, 0, 0, 0, 0, 0, 0, 611, 0, 0, 1, 0, 100, 11, 200, 4931, 63, 63, 4931, 100, 62, 37, 100, 89, 200, 3835, 1912
INVAR-10, Run: 018, P, 0, 0, 0, 0, 0, 0, 606, 0, 0, 1, 0, 100, 6, 200, 5814, 60, 60, 5814, 100, 68, 31, 100, 94, 200, 5806, 2900
INVAR-10, Run: 019, P, 0, 0, 0, 0, 0, 0, 608, 0, 0, 1, 0, 100, 8, 200, 5370, 57, 57, 5370, 100, 66, 33, 100, 92, 200, 4498, 2245
INVAR-10, Run: 020, P, 0, 0, 0, 0, 0, 0, 609, 0, 0, 1, 0, 100, 9, 200, 5480, 72, 72, 5480, 100, 66, 33, 100, 91, 200, 5277, 2634
INVAR-10, Run: 021, P, 0, 0, 0, 0, 0, 0, 611, 0, 2, 1, 2, 99, 11, 200, 4713, 54, 52, 4713, 100, 70, 29, 99, 89, 200, 4785, 2387
INVAR-10, Run: 022, P, 0, 0, 0, 0, 0, 0, 607, 0, 2, 1, 2, 99, 7, 200, 3953, 64, 62, 3953, 100, 62, 37, 99, 93, 200, 5393, 2693
INVAR-10, Run: 023, P, 0, 0, 0, 0, 0, 0, 607, 0, 2, 1, 2, 99, 7, 200, 3843, 76, 74, 3843, 100, 66, 33, 99, 93, 200, 3663, 1828
INVAR-10, Run: 024, P, 0, 0, 0, 0, 0, 0, 612, 0, 0, 1, 0, 100, 12, 200, 4649, 65, 65, 4649, 100, 68, 31, 100, 88, 200, 4004, 1996
INVAR-10, Run: 025, P, 0, 0, 0, 0, 0, 0, 610, 0, 0, 1, 0, 100, 10, 200, 6157, 68, 68, 6157, 100, 66, 33, 100, 90, 200, 4360, 2175
INVAR-10, Run: 026, P, 0, 0, 0, 0, 0, 0, 606, 0, 0, 1, 0, 100, 6, 200, 5115, 51, 51, 5115, 100, 66, 33, 100, 94, 200, 5340, 2667
INVAR-10, Run: 027, P, 0, 0, 0, 0, 0, 0, 613, 0, 0, 1, 0, 100, 13, 200, 5577, 74, 74, 5577, 100, 54, 45, 100, 87, 200, 3239, 1613
INVAR-10, Run: 028, P, 0, 0, 0, 0, 0, 0, 612, 0, 0, 1, 0, 100, 12, 200, 4693, 61, 61, 4693, 100, 56, 43, 100, 88, 200, 3612, 1800
INVAR-10, Run: 029, P, 0, 0, 0, 0, 0, 0, 607, 0, 0, 1, 0, 100, 7, 200, 6054, 62, 62, 6054, 100, 70, 29, 100, 93, 200, 3731, 1862
INVAR-10, Run: 030, P, 0, 0, 0, 0, 0, 0, 613, 0, 0, 1, 0, 100, 13, 200, 6194, 75, 75, 6194, 100, 60, 39, 100, 87, 200, 5591, 2789
INVAR-10, Run: 031, P, 0, 0, 0, 0, 0, 0, 615, 0, 2, 1, 2, 99, 15, 200, 5686, 70, 68, 5686, 100, 59, 40, 99, 85, 200, 4503, 2244
INVAR-10, Run: 032, P, 0, 0, 0, 0, 0, 0, 613, 0, 0, 1, 0, 100, 13, 200, 5263, 68, 68, 5263, 100, 67, 32, 100, 87, 200, 4667, 2327
INVAR-10, Run: 033, P, 0, 0, 0, 0, 0, 0, 606, 0, 0, 1, 0, 100, 6, 200, 5341, 59, 59, 5341, 100, 63, 36, 100, 94, 200, 3722, 1858
INVAR-10, Run: 034, P, 0, 0, 0, 0, 0, 0, 611, 0, 0, 1, 0, 100, 11, 200, 5673, 67, 67, 5673, 100, 52, 47, 100, 89, 200, 4367, 2178
INVAR-10, Run: 035, P, 0, 0, 0, 0, 0, 0, 612, 0, 0, 1, 0, 100, 12, 200, 5397, 57, 57, 5397, 100, 73, 26, 100, 88, 200, 3398, 1693
INVAR-10, Run: 036, P, 0, 0, 0, 0, 0, 0, 607, 0, 0, 1, 0, 100, 7, 200, 4384, 59, 59, 4384, 100, 65, 34, 100, 93, 200, 3777, 1885
INVAR-10, Run: 037, P, 0, 0, 0, 0, 0, 0, 611, 0, 0, 1, 0, 100, 11, 200, 4667, 70, 70, 4667, 100, 58, 41, 100, 89, 200, 4211, 2100
INVAR-10, Run: 038, P, 0, 0, 0, 0, 0, 0, 607, 0, 0, 1, 0, 100, 7, 200, 4243, 88, 88, 4243, 100, 61, 38, 100, 93, 200, 5859, 2926
INVAR-10, Run: 039, P, 0, 0, 0, 0, 0, 0, 610, 0, 0, 1, 0, 100, 10, 200, 5521, 81, 81, 5521, 100, 61, 38, 100, 90, 200, 4586, 2288
INVAR-10, Run: 040, P, 0, 0, 0, 0, 0, 0, 610, 0, 0, 1, 0, 100, 10, 200, 6062, 69, 69, 6062, 100, 58, 41, 100, 90, 200, 3098, 1544
INVAR-10, Run: 041, P, 0, 0, 0, 0, 0, 0, 614, 0, 0, 1, 0, 100, 14, 200, 5423, 59, 59, 5423, 100, 66, 33, 100, 86, 200, 5446, 2716
INVAR-10, Run: 042, P, 0, 0, 0, 0, 0, 0, 611, 0, 0, 1, 0, 100, 11, 200, 6088, 59, 59, 6088, 100, 51, 48, 100, 89, 200, 4215, 2102
INVAR-10, Run: 043, P, 0, 0, 0, 0, 0, 0, 615, 0, 0, 1, 0, 100, 15, 200, 5559, 66, 66, 5559, 100, 67, 32, 100, 85, 200, 3719, 1852
INVAR-10, Run: 044, P, 0, 0, 0, 0, 0, 0, 612, 0, 2, 1, 2, 99, 12, 200, 4232, 72, 70, 4232, 100, 61, 38, 99, 88, 200, 4854, 2421
INVAR-10, Run: 045, P, 0, 0, 0, 0, 0, 0, 615, 0, 0, 1, 0, 100, 15, 200, 5320, 61, 61, 5320, 100, 72, 27, 100, 85, 200, 4665, 2325
