Input Number, Run_Number, Result@ 100, X1, H, M, PE, PO, CE, Y, D, CO, A, B, Reaction1, Reaction10, Reaction11, Reaction2, Reaction3, Reaction4, Reaction5, Reaction6, Reaction7, Reaction8, Reaction9
INVAR-1, Run: 095, P, 0, 0, 0, 1, 0, 9, 9, 0, 0, 54, 0, 18, 16, 80, 9, 12, 14, 9, 18, 27, 25, 80
INVAR-1, Run: 096, P, 0, 0, 0, 1, 0, 9, 9, 0, 0, 54, 0, 18, 35, 191, 9, 8, 18, 9, 18, 27, 44, 191
INVAR-1, Run: 097, P, 0, 0, 0, 1, 0, 9, 9, 0, 0, 54, 0, 18, 24, 151, 9, 6, 20, 9, 18, 27, 33, 151
INVAR-1, Run: 098, P, 0, 0, 0, 1, 0, 9, 9, 0, 0, 54, 0, 18, 32, 75, 9, 10, 16, 9, 18, 27, 41, 75
INVAR-1, Run: 099, P, 0, 0, 0, 1, 0, 9, 9, 0, 0, 54, 0, 18, 34, 88, 9, 13, 13, 9, 18, 27, 43, 88
INVAR-1, Run: 100, P, 0, 0, 0, 1, 0, 9, 9, 0, 0, 54, 0, 18, 18, 132, 9, 20, 6, 9, 18, 27, 27, 132
INVAR-10, Run: 001, P, 0, 0, 0, 1, 0, 100, 100, 0, 0, 600, 0, 200, 1551, 5874, 100, 149, 150, 100, 200, 300, 1651, 5874
INVAR-10, Run: 002, P, 0, 0, 0, 1, 0, 100, 100, 0, 0, 600, 0, 200, 1420, 4966, 100, 149, 150, 100, 200, 300, 1520, 4966
INVAR-10, Run: 003, P, 0, 0, 0, 1, 0, 100, 100, 0, 0, 600, 0, 200, 1539, 4927, 100, 119, 180, 100, 200, 300, 1639, 4927
INVAR-10, Run: 004, P, 0, 0, 0, 1, 0, 100, 100, 0, 0, 600, 0, 200, 1533, 6041, 100, 145, 154, 100, 200, 300, 1633, 6041
INVAR-10, Run: 005, P, 0, 0, 0, 1, 0, 100, 100, 0, 0, 600, 0, 200, 1608, 5645, 100, 141, 158, 100, 200, 300, 1708, 5645
INVAR-10, Run: 006, P, 0, 0, 0, 1, 0, 100, 100, 0, 0, 600, 0, 200, 1678, 5775, 100, 136, 163, 100, 200, 300, 1778, 5775
INVAR-10, Run: 007, P, 0, 0, 0, 1, 0, 100, 100, 0, 0, 600, 0, 200, 1393, 5175, 100, 138, 161, 100, 200, 300, 1493, 5175
INVAR-10, Run: 008, P, 0, 0, 0, 1, 0, 100, 100, 0, 0, 600, 0, 200, 1367, 6267, 100, 142, 157, 100, 200, 300, 1467, 6267
INVAR-10, Run: 009, P, 0, 0, 0, 1, 0, 100, 100, 0, 0, 600, 0, 200, 1492, 5904, 100, 119, 180, 100, 200, 300, 1592, 5904
INVAR-10, Run: 010, P, 0, 0, 0, 1, 0, 100, 100, 0, 0, 600, 0, 200, 1425, 5857, 100, 162, 137, 100, 200, 300, 1525, 5857
INVAR-10, Run: 011, P, 0, 0, 0, 1, 0, 100, 100, 0, 0, 600, 0, 200, 1458, 6456, 100, 132, 167, 100, 200, 300, 1558, 6456
INVAR-10, Run: 012, P, 0, 0, 0, 1, 0, 100, 100, 0, 0, 600, 0, 200, 1456, 6117, 100, 132, 167, 100, 200, 300, 1556, 6117
INVAR-10, Run: 013, P, 0, 0, 0, 1, 0, 100, 100, 0, 0, 600, 0, 200, 1761, 6901, 100, 144, 155, 100, 200, 300, 1861, 6901
INVAR-10, Run: 014, P, 0, 0, 0, 1, 0, 100, 100, 0, 0, 600, 0, 200, 1561, 4824, 100, 154, 145, 100, 200, 300, 1661, 4824
INVAR-10, Run: 015, P, 0, 0, 0, 1, 0, 100, 100, 0, 0, 600, 0, 200, 1459, 6839, 100, 132, 167, 100, 200, 300, 1559, 6839
INVAR-10, Run: 016, P, 0, 0, 0, 1, 0, 100, 100, 0, 0, 600, 0, 200, 1455, 5232, 100, 128, 171, 100, 200, 300, 1555, 5232
INVAR-10, Run: 017, P, 0, 0, 0, 1, 0, 100, 100, 0, 0, 600, 0, 200, 1351, 5377, 100, 148, 151, 100, 200, 300, 1451, 5377
INVAR-10, Run: 018, P, 0, 0, 0, 1, 0, 100, 100, 0, 0, 600, 0, 200, 1537, 5433, 100, 135, 164, 100, 200, 300, 1637, 5433
INVAR-10, Run: 019, P, 0, 0, 0, 1, 0, 100, 100, 0, 0, 600, 0, 200, 1455, 5432, 100, 132, 167, 100, 200, 300, 1555, 5432
INVAR-10, Run: 020, P, 0, 0, 0, 1, 0, 100, 100, 0, 0, 600, 0, 200, 1438, 3945, 100, 130, 169, 100, 200, 300, 1538, 3945
INVAR-10, Run: 021, P, 0, 0, 0, 1, 0, 100, 100, 0, 0, 600, 0, 200, 1456, 4504, 100, 133, 166, 100, 200, 300, 1556, 4504
INVAR-10, Run: 022, P, 0, 0, 0, 1, 0, 100, 100, 0, 0, 600, 0, 200, 1145, 4318, 100, 153, 146, 100, 200, 300, 1245, 4318
INVAR-10, Run: 023, P, 0, 0, 0, 1, 0, 100, 100, 0, 0, 600, 0, 200, 1794, 7092, 100, 135, 164, 100, 200, 300, 1894, 7092
INVAR-10, Run: 024, P, 0, 0, 0, 1, 0, 100, 100, 0, 0, 600, 0, 200, 1463, 6461, 100, 149, 150, 100, 200, 300, 1563, 6461
INVAR-10, Run: 025, P, 0, 0, 0, 1, 0, 100, 100, 0, 0, 600, 0, 200, 1536, 6262, 100, 142, 157, 100, 200, 300, 1636, 6262
INVAR-10, Run: 026, P, 0, 0, 0, 1, 0, 100, 100, 0, 0, 600, 0, 200, 1589, 5999, 100, 143, 156, 100, 200, 300, 1689, 5999
INVAR-10, Run: 027, P, 0, 0, 0, 1, 0, 100, 100, 0, 0, 600, 0, 200, 1698, 5240, 100, 136, 163, 100, 200, 300, 1798, 5240
INVAR-10, Run: 028, P, 0, 0, 0, 1, 0, 100, 100, 0, 0, 600, 0, 200, 1236, 4603, 100, 127, 172, 100, 200, 300, 1336, 4603
INVAR-10, Run: 029, P, 0, 0, 0, 1, 0, 100, 100, 0, 0, 600, 0, 200, 1557, 4185, 100, 135, 164, 100, 200, 300, 1657, 4185
INVAR-10, Run: 030, P, 0, 0, 0, 1, 0, 100, 100, 0, 0, 600, 0, 200, 1354, 4093, 100, 132, 167, 100, 200, 300, 1454, 4093
INVAR-10, Run: 031, P, 0, 0, 0, 1, 0, 100, 100, 0, 0, 600, 0, 200, 1462, 5821, 100, 143, 156, 100, 200, 300, 1562, 5821
INVAR-10, Run: 032, P, 0, 0, 0, 1, 0, 100, 100, 0, 0, 600, 0, 200, 1437, 4752, 100, 135, 164, 100, 200, 300, 1537, 4752
INVAR-10, Run: 033, P, 0, 0, 0, 1, 0, 100, 100, 0, 0, 600, 0, 200, 1650, 6554, 100, 131, 168, 100, 200, 300, 1750, 6554
INVAR-10, Run: 034, P, 0, 0, 0, 1, 0, 100, 100, 0, 0, 600, 0, 200, 1573, 7601, 100, 139, 160, 100, 200, 300, 1673, 7601
INVAR-10, Run: 035, P, 0, 0, 0, 1, 0, 100, 100, 0, 0, 600, 0, 200, 1615, 4628, 100, 117, 182, 100, 200, 300, 1715, 4628
INVAR-10, Run: 036, P, 0, 0, 0, 1, 0, 100, 100, 0, 0, 600, 0, 200, 1554, 7260, 100, 144, 155, 100, 200, 300, 1654, 7260
INVAR-10, Run: 037, P, 0, 0, 0, 1, 0, 100, 100, 0, 0, 600, 0, 200, 1571, 5157, 100, 142, 157, 100, 200, 300, 1671, 5157
INVAR-10, Run: 038, P, 0, 0, 0, 1, 0, 100, 100, 0, 0, 600, 0, 200, 1455, 4520, 100, 123, 176, 100, 200, 300, 1555, 4520
INVAR-10, Run: 039, P, 0, 0, 0, 1, 0, 100, 100, 0, 0, 600, 0, 200, 1284, 7183, 100, 146, 153, 100, 200, 300, 1384, 7183
INVAR-10, Run: 040, P, 0, 0, 0, 1, 0, 100, 100, 0, 0, 600, 0, 200, 1376, 5516, 100, 133, 166, 100, 200, 300, 1476, 5516
INVAR-10, Run: 041, P, 0, 0, 0, 1, 0, 100, 100, 0, 0, 600, 0, 200, 1680, 7567, 100, 146, 153, 100, 200, 300, 1780, 7567
INVAR-10, Run: 042, P, 0, 0, 0, 1, 0, 100, 100, 0, 0, 600, 0, 200, 1534, 5137, 100, 129, 170, 100, 200, 300, 1634, 5137
INVAR-10, Run: 043, P, 0, 0, 0, 1, 0, 100, 100, 0, 0, 600, 0, 200, 1667, 5517, 100, 140, 159, 100, 200, 300, 1767, 5517
INVAR-10, Run: 044, P, 0, 0, 0, 1, 0, 100, 100, 0, 0, 600, 0, 200, 1343, 4005, 100, 120, 179, 100, 200, 300, 1443, 4005
INVAR-10, Run: 045, P, 0, 0, 0, 1, 0, 100, 100, 0, 0, 600, 0, 200, 1566, 5769, 100, 151, 148, 100, 200, 300, 1666, 5769
INVAR-10, Run: 046, P, 0, 0, 0, 1, 0, 100, 100, 0, 0, 600, 0, 200, 1337, 5023, 100, 154, 145, 100, 200, 300, 1437, 5023
INVAR-10, Run: 047, P, 0, 0, 0, 1, 0, 100, 100, 0, 0, 600, 0, 200, 1400, 6319, 100, 135, 164, 100, 200, 300, 1500, 6319
INVAR-10, Run: 048, P, 0, 0, 0, 1, 0, 100, 100, 0, 0, 600, 0, 200, 1357, 4985, 100, 145, 154, 100, 200, 300, 1457, 4985
INVAR-10, Run: 049, P, 0, 0, 0, 1, 0, 100, 100, 0, 0, 600, 0, 200, 1567, 6403, 100, 161, 138, 100, 200, 300, 1667, 6403
INVAR-10, Run: 050, P, 0, 0, 0, 1, 0, 100, 100, 0, 0, 600, 0, 200, 1505, 5505, 100, 145, 154, 100, 200, 300, 1605, 5505
INVAR-10, Run: 051, P, 0, 0, 0, 1, 0, 100, 100, 0, 0, 600, 0, 200, 1616, 5937, 100, 135, 164, 100, 200, 300, 1716, 5937
INVAR-10, Run: 052, P, 0, 0, 0, 1, 0, 100, 100, 0, 0, 600, 0, 200, 1474, 5425, 100, 127, 172, 100, 200, 300, 1574, 5425
INVAR-10, Run: 053, P, 0, 0, 0, 1, 0, 100, 100, 0, 0, 600, 0, 200, 1611, 6263, 100, 135, 164, 100, 200, 300, 1711, 6263
INVAR-10, Run: 054, P, 0, 0, 0, 1, 0, 100, 100, 0, 0, 600, 0, 200, 1621, 5343, 100, 122, 177, 100, 200, 300, 1721, 5343
INVAR-10, Run: 055, P, 0, 0, 0, 1, 0, 100, 100, 0, 0, 600, 0, 200, 1559, 4744, 100, 132, 167, 100, 200, 300, 1659, 4744
INVAR-10, Run: 056, P, 0, 0, 0, 1, 0, 100, 100, 0, 0, 600, 0, 200, 1545, 5023, 100, 132, 167, 100, 200, 300, 1645, 5023
INVAR-10, Run: 057, P, 0, 0, 0, 1, 0, 100, 100, 0, 0, 600, 0, 200, 1244, 4361, 100, 125, 174, 100, 200, 300, 1344, 4361
INVAR-10, Run: 058, P, 0, 0, 0, 1, 0, 100, 100, 0, 0, 600, 0, 200, 1606, 5068, 100, 118, 181, 100, 200, 300, 1706, 5068
INVAR-10, Run: 059, P, 0, 0, 0, 1, 0, 100, 100, 0, 0, 600, 0, 200, 1514, 5883, 100, 146, 153, 100, 200, 300, 1614, 5883
INVAR-10, Run: 060, P, 0, 0, 0, 1, 0, 100, 100, 0, 0, 600, 0, 200, 1603, 4763, 100, 132, 167, 100, 200, 300, 1703, 4763
INVAR-10, Run: 061, P, 0, 0, 0, 1, 0, 100, 100, 0, 0, 600, 0, 200, 1433, 5062, 100, 133, 166, 100, 200, 300, 1533, 5062
INVAR-10, Run: 062, P, 0, 0, 0, 1, 0, 100, 100, 0, 0, 600, 0, 200, 1411, 5091, 100, 137, 162, 100, 200, 300, 1511, 5091
INVAR-10, Run: 063, P, 0, 0, 0, 1, 0, 100, 100, 0, 0, 600, 0, 200, 1417, 5711, 100, 134, 165, 100, 200, 300, 1517, 5711
INVAR-10, Run: 064, P, 0, 0, 0, 1, 0, 100, 100, 0, 0, 600, 0, 200, 1589, 4968, 100, 130, 169, 100, 200, 300, 1689, 4968
INVAR-10, Run: 065, P, 0, 0, 0, 1, 0, 100, 100, 0, 0, 600, 0, 200, 1523, 5530, 100, 150, 149, 100, 200, 300, 1623, 5530
INVAR-10, Run: 066, P, 0, 0, 0, 1, 0, 100, 100, 0, 0, 600, 0, 200, 1434, 5708, 100, 121, 178, 100, 200, 300, 1534, 5708
INVAR-10, Run: 067, P, 0, 0, 0, 1, 0, 100, 100, 0, 0, 600, 0, 200, 1397, 5188, 100, 134, 165, 100, 200, 300, 1497, 5188
INVAR-10, Run: 068, P, 0, 0, 0, 1, 0, 100, 100, 0, 0, 600, 0, 200, 1459, 4260, 100, 118, 181, 100, 200, 300, 1559, 4260
INVAR-10, Run: 069, P, 0, 0, 0, 1, 0, 100, 100, 0, 0, 600, 0, 200, 1663, 6612, 100, 146, 153, 100, 200, 300, 1763, 6612
INVAR-10, Run: 070, P, 0, 0, 0, 1, 0, 100, 100, 0, 0, 600, 0, 200, 1439, 4519, 100, 129, 170, 100, 200, 300, 1539, 4519
INVAR-10, Run: 071, P, 0, 0, 0, 1, 0, 100, 100, 0, 0, 600, 0, 200, 1976, 6283, 100, 125, 174, 100, 200, 300, 2076, 6283
INVAR-10, Run: 072, P, 0, 0, 0, 1, 0, 100, 100, 0, 0, 600, 0, 200, 1380, 6287, 100, 137, 162, 100, 200, 300, 1480, 6287
INVAR-10, Run: 073, P, 0, 0, 0, 1, 0, 100, 100, 0, 0, 600, 0, 200, 1349, 4417, 100, 131, 168, 100, 200, 300, 1449, 4417
INVAR-10, Run: 074, P, 0, 0, 0, 1, 0, 100, 100, 0, 0, 600, 0, 200, 1735, 5296, 100, 131, 168, 100, 200, 300, 1835, 5296
INVAR-10, Run: 075, P, 0, 0, 0, 1, 0, 100, 100, 0, 0, 600, 0, 200, 1493, 4516, 100, 128, 171, 100, 200, 300, 1593, 4516
INVAR-10, Run: 076, P, 0, 0, 0, 1, 0, 100, 100, 0, 0, 600, 0, 200, 1464, 6319, 100, 142, 157, 100, 200, 300, 1564, 6319
INVAR-10, Run: 077, P, 0, 0, 0, 1, 0, 100, 100, 0, 0, 600, 0, 200, 1493, 4863, 100, 134, 165, 100, 200, 300, 1593, 4863
INVAR-10, Run: 078, P, 0, 0, 0, 1, 0, 100, 100, 0, 0, 600, 0, 200, 1384, 5540, 100, 137, 162, 100, 200, 300, 1484, 5540
INVAR-10, Run: 079, P, 0, 0, 0, 1, 0, 100, 100, 0, 0, 600, 0, 200, 1279, 6065, 100, 146, 153, 100, 200, 300, 1379, 6065
INVAR-10, Run: 080, P, 0, 0, 0, 1, 0, 100, 100, 0, 0, 600, 0, 200, 1403, 5622, 100, 141, 158, 100, 200, 300, 1503, 5622
INVAR-10, Run: 081, P, 0, 0, 0, 1, 0, 100, 100, 0, 0, 600, 0, 200, 1535, 4859, 100, 121, 178, 100, 200, 300, 1635, 4859
INVAR-10, Run: 082, P, 0, 0, 0, 1, 0, 100, 100, 0, 0, 600, 0, 200, 1490, 5111, 100, 133, 166, 100, 200, 300, 1590, 5111
INVAR-10, Run: 083, P, 0, 0, 0, 1, 0, 100, 100, 0, 0, 600, 0, 200, 1347, 4387, 100, 146, 153, 100, 200, 300, 1447, 4387
INVAR-10, Run: 084, P, 0, 0, 0, 1, 0, 100, 100, 0, 0, 600, 0, 200, 1360, 4944, 100, 139, 160, 100, 200, 300, 1460, 4944
INVAR-10, Run: 085, P, 0, 0, 0, 1, 0, 100, 100, 0, 0, 600, 0, 200, 1585, 5105, 100, 119, 180, 100, 200, 300, 1685, 5105
INVAR-10, Run: 086, P, 0, 0, 0, 1, 0, 100, 100, 0, 0, 600, 0, 200, 1582, 4602, 100, 137, 162, 100, 200, 300, 1682, 4602
INVAR-10, Run: 087, P, 0, 0, 0, 1, 0, 100, 100, 0, 0, 600, 0, 200, 1492, 5497, 100, 131, 168, 100, 200, 300, 1592, 5497
INVAR-10, Run: 088, P, 0, 0, 0, 1, 0, 100, 100, 0, 0, 600, 0, 200, 1387, 5513, 100, 132, 167, 100, 200, 300, 1487, 5513
INVAR-10, Run: 089, P, 0, 0, 0, 1, 0, 100, 100, 0, 0, 600, 0, 200, 1574, 5232, 100, 114, 185, 100, 200, 300, 1674, 5232
INVAR-10, Run: 090, P, 0, 0, 0, 1, 0, 100, 100, 0, 0, 600, 0, 200, 1531, 5415, 100, 147, 152, 100, 200, 300, 1631, 5415
INVAR-10, Run: 091, P, 0, 0, 0, 1, 0, 100, 100, 0, 0, 600, 0, 200, 1382, 5426, 100, 147, 152, 100, 200, 300, 1482, 5426
INVAR-10, Run: 092, P, 0, 0, 0, 1, 0, 100, 100, 0, 0, 600, 0, 200, 1543, 5537, 100, 129, 170, 100, 200, 300, 1643, 5537
INVAR-10, Run: 093, P, 0, 0, 0, 1, 0, 100, 100, 0, 0, 600, 0, 200, 1379, 5283, 100, 127, 172, 100, 200, 300, 1479, 5283
INVAR-10, Run: 094, P, 0, 0, 0, 1, 0, 100, 100, 0, 0, 600, 0, 200, 1466, 6009, 100, 125, 174, 100, 200, 300, 1566, 6009
INVAR-10, Run: 095, P, 0, 0, 0, 1, 0, 100, 100, 0, 0, 600, 0, 200, 1255, 4454, 100, 136, 163, 100, 200, 300, 1355, 4454
INVAR-10, Run: 096, P, 0, 0, 0, 1, 0, 100, 100, 0, 0, 600, 0, 200, 1544, 5946, 100, 138, 161, 100, 200, 300, 1644, 5946
INVAR-10, Run: 097, P, 0, 0, 0, 1, 0, 100, 100, 0, 0, 600, 0, 200, 1575, 5355, 100, 136, 163, 100, 200, 300, 1675, 5355
INVAR-10, Run: 098, P, 0, 0, 0, 1, 0, 100, 100, 0, 0, 600, 0, 200, 1607, 5191, 100, 147, 152, 100, 200, 300, 1707, 5191
INVAR-10, Run: 099, P, 0, 0, 0, 1, 0, 100, 100, 0, 0, 600, 0, 200, 1458, 5836, 100, 138, 161, 100, 200, 300, 1558, 5836
INVAR-10, Run: 100, P, 0, 0, 0, 1, 0, 100, 100, 0, 0, 600, 0, 200, 1440, 3926, 100, 119, 180, 100, 200, 300, 1540, 3926
INVAR-2, Run: 001, P, 0, 0, 0, 1, 0, 28, 28, 0, 0, 168, 0, 56, 136, 242, 28, 39, 44, 28, 56, 84, 164, 242
INVAR-2, Run: 002, P, 0, 0, 0, 1, 0, 28, 28, 0, 0, 168, 0, 56, 242, 846, 28, 48, 35, 28, 56, 84, 270, 846
INVAR-2, Run: 003, P, 0, 0, 0, 1, 0, 28, 28, 0, 0, 168, 0, 56, 170, 499, 28, 30, 53, 28, 56, 84, 198, 499
INVAR-2, Run: 004, P, 0, 0, 0, 1, 0, 28, 28, 0, 0, 168, 0, 56, 208, 477, 28, 34, 49, 28, 56, 84, 236, 477
INVAR-2, Run: 005, P, 0, 0, 0, 1, 0, 28, 28, 0, 0, 168, 0, 56, 208, 1349, 28, 35, 48, 28, 56, 84, 236, 1349
INVAR-2, Run: 006, P, 0, 0, 0, 1, 0, 28, 28, 0, 0, 168, 0, 56, 232, 747, 28, 41, 42, 28, 56, 84, 260, 747
INVAR-2, Run: 007, P, 0, 0, 0, 1, 0, 28, 28, 0, 0, 168, 0, 56, 171, 380, 28, 24, 59, 28, 56, 84, 199, 380
INVAR-2, Run: 008, P, 0, 0, 0, 1, 0, 28, 28, 0, 0, 168, 0, 56, 205, 680, 28, 36, 47, 28, 56, 84, 233, 680
INVAR-2, Run: 009, P, 0, 0, 0, 1, 0, 28, 28, 0, 0, 168, 0, 56, 189, 704, 28, 37, 46, 28, 56, 84, 217, 704
INVAR-2, Run: 010, P, 0, 0, 0, 1, 0, 28, 28, 0, 0, 168, 0, 56, 194, 685, 28, 39, 44, 28, 56, 84, 222, 685
INVAR-2, Run: 011, P, 0, 0, 0, 1, 0, 28, 28, 0, 0, 168, 0, 56, 192, 842, 28, 39, 44, 28, 56, 84, 220, 842
INVAR-2, Run: 012, P, 0, 0, 0, 1, 0, 28, 28, 0, 0, 168, 0, 56, 242, 1299, 28, 36, 47, 28, 56, 84, 270, 1299
INVAR-2, Run: 013, P, 0, 0, 0, 1, 0, 28, 28, 0, 0, 168, 0, 56, 129, 476, 28, 37, 46, 28, 56, 84, 157, 476
INVAR-2, Run: 014, P, 0, 0, 0, 1, 0, 28, 28, 0, 0, 168, 0, 56, 214, 787, 28, 43, 40, 28, 56, 84, 242, 787
INVAR-2, Run: 015, P, 0, 0, 0, 1, 0, 28, 28, 0, 0, 168, 0, 56, 200, 951, 28, 44, 39, 28, 56, 84, 228, 951
INVAR-2, Run: 016, P, 0, 0, 0, 1, 0, 28, 28, 0, 0, 168, 0, 56, 220, 1027, 28, 48, 35, 28, 56, 84, 248, 1027
INVAR-2, Run: 017, P, 0, 0, 0, 1, 0, 28, 28, 0, 0, 168, 0, 56, 172, 728, 28, 50, 33, 28, 56, 84, 200, 728
INVAR-2, Run: 018, P, 0, 0, 0, 1, 0, 28, 28, 0, 0, 168, 0, 56, 202, 1219, 28, 44, 39, 28, 56, 84, 230, 1219
INVAR-2, Run: 019, P, 0, 0, 0, 1, 0, 28, 28, 0, 0, 168, 0, 56, 159, 583, 28, 28, 55, 28, 56, 84, 187, 583
INVAR-2, Run: 020, P, 0, 0, 0, 1, 0, 28, 28, 0, 0, 168, 0, 56, 155, 434, 28, 41, 42, 28, 56, 84, 183, 434
INVAR-2, Run: 021, P, 0, 0, 0, 1, 0, 28, 28, 0, 0, 168, 0, 56, 167, 600, 28, 35, 48, 28, 56, 84, 195, 600
INVAR-2, Run: 022, P, 0, 0, 0, 1, 0, 28, 28, 0, 0, 168, 0, 56, 164, 729, 28, 42, 41, 28, 56, 84, 192, 729
INVAR-2, Run: 023, P, 0, 0, 0, 1, 0, 28, 28, 0, 0, 168, 0, 56, 130, 497, 28, 37, 46, 28, 56, 84, 158, 497
INVAR-2, Run: 024, P, 0, 0, 0, 1, 0, 28, 28, 0, 0, 168, 0, 56, 213, 857, 28, 35, 48, 28, 56, 84, 241, 857
INVAR-2, Run: 025, P, 0, 0, 0, 1, 0, 28, 28, 0, 0, 168, 0, 56, 162, 526, 28, 27, 56, 28, 56, 84, 190, 526
INVAR-2, Run: 026, P, 0, 0, 0, 1, 0, 28, 28, 0, 0, 168, 0, 56, 273, 1126, 28, 39, 44, 28, 56, 84, 301, 1126
INVAR-2, Run: 027, P, 0, 0, 0, 1, 0, 28, 28, 0, 0, 168, 0, 56, 291, 1475, 28, 33, 50, 28, 56, 84, 319, 1475
INVAR-2, Run: 028, P, 0, 0, 0, 1, 0, 28, 28, 0, 0, 168, 0, 56, 290, 1120, 28, 23, 60, 28, 56, 84, 318, 1120
INVAR-2, Run: 029, P, 0, 0, 0, 1, 0, 28, 28, 0, 0, 168, 0, 56, 163, 896, 28, 38, 45, 28, 56, 84, 191, 896
INVAR-2, Run: 030, P, 0, 0, 0, 1, 0, 28, 28, 0, 0, 168, 0, 56, 195, 685, 28, 38, 45, 28, 56, 84, 223, 685
INVAR-2, Run: 031, P, 0, 0, 0, 1, 0, 28, 28, 0, 0, 168, 0, 56, 197, 611, 28, 41, 42, 28, 56, 84, 225, 611
INVAR-2, Run: 032, P, 0, 0, 0, 1, 0, 28, 28, 0, 0, 168, 0, 56, 209, 1003, 28, 34, 49, 28, 56, 84, 237, 1003
INVAR-2, Run: 033, P, 0, 0, 0, 1, 0, 28, 28, 0, 0, 168, 0, 56, 258, 1217, 28, 35, 48, 28, 56, 84, 286, 1217
INVAR-2, Run: 034, P, 0, 0, 0, 1, 0, 28, 28, 0, 0, 168, 0, 56, 217, 728, 28, 34, 49, 28, 56, 84, 245, 728
INVAR-2, Run: 035, P, 0, 0, 0, 1, 0, 28, 28, 0, 0, 168, 0, 56, 192, 599, 28, 34, 49, 28, 56, 84, 220, 599
INVAR-2, Run: 036, P, 0, 0, 0, 1, 0, 28, 28, 0, 0, 168, 0, 56, 163, 720, 28, 30, 53, 28, 56, 84, 191, 720
INVAR-2, Run: 037, P, 0, 0, 0, 1, 0, 28, 28, 0, 0, 168, 0, 56, 167, 693, 28, 40, 43, 28, 56, 84, 195, 693
INVAR-2, Run: 038, P, 0, 0, 0, 1, 0, 28, 28, 0, 0, 168, 0, 56, 154, 864, 28, 45, 38, 28, 56, 84, 182, 864
INVAR-2, Run: 039, P, 0, 0, 0, 1, 0, 28, 28, 0, 0, 168, 0, 56, 153, 902, 28, 52, 31, 28, 56, 84, 181, 902
INVAR-2, Run: 040, P, 0, 0, 0, 1, 0, 28, 28, 0, 0, 168, 0, 56, 271, 1439, 28, 55, 28, 28, 56, 84, 299, 1439
INVAR-2, Run: 041, P, 0, 0, 0, 1, 0, 28, 28, 0, 0, 168, 0, 56, 242, 1018, 28, 31, 52, 28, 56, 84, 270, 1018
INVAR-2, Run: 042, P, 0, 0, 0, 1, 0, 28, 28, 0, 0, 168, 0, 56, 211, 679, 28, 31, 52, 28, 56, 84, 239, 679
INVAR-2, Run: 043, P, 0, 0, 0, 1, 0, 28, 28, 0, 0, 168, 0, 56, 142, 507, 28, 48, 35, 28, 56, 84, 170, 507
INVAR-2, Run: 044, P, 0, 0, 0, 1, 0, 28, 28, 0, 0, 168, 0, 56, 197, 898, 28, 34, 49, 28, 56, 84, 225, 898
INVAR-2, Run: 045, P, 0, 0, 0, 1, 0, 28, 28, 0, 0, 168, 0, 56, 200, 778, 28, 45, 38, 28, 56, 84, 228, 778
INVAR-2, Run: 046, P, 0, 0, 0, 1, 0, 28, 28, 0, 0, 168, 0, 56, 155, 636, 28, 42, 41, 28, 56, 84, 183, 636
INVAR-2, Run: 047, P, 0, 0, 0, 1, 0, 28, 28, 0, 0, 168, 0, 56, 232, 929, 28, 42, 41, 28, 56, 84, 260, 929
INVAR-2, Run: 048, P, 0, 0, 0, 1, 0, 28, 28, 0, 0, 168, 0, 56, 194, 736, 28, 46, 37, 28, 56, 84, 222, 736
INVAR-2, Run: 049, P, 0, 0, 0, 1, 0, 28, 28, 0, 0, 168, 0, 56, 195, 743, 28, 36, 47, 28, 56, 84, 223, 743
INVAR-2, Run: 050, P, 0, 0, 0, 1, 0, 28, 28, 0, 0, 168, 0, 56, 191, 701, 28, 47, 36, 28, 56, 84, 219, 701
INVAR-2, Run: 051, P, 0, 0, 0, 1, 0, 28, 28, 0, 0, 168, 0, 56, 191, 629, 28, 49, 34, 28, 56, 84, 219, 629
INVAR-2, Run: 052, P, 0, 0, 0, 1, 0, 28, 28, 0, 0, 168, 0, 56, 183, 732, 28, 37, 46, 28, 56, 84, 211, 732
INVAR-2, Run: 053, P, 0, 0, 0, 1, 0, 28, 28, 0, 0, 168, 0, 56, 147, 538, 28, 45, 38, 28, 56, 84, 175, 538
INVAR-2, Run: 054, P, 0, 0, 0, 1, 0, 28, 28, 0, 0, 168, 0, 56, 194, 927, 28, 35, 48, 28, 56, 84, 222, 927
INVAR-2, Run: 055, P, 0, 0, 0, 1, 0, 28, 28, 0, 0, 168, 0, 56, 160, 631, 28, 35, 48, 28, 56, 84, 188, 631
INVAR-2, Run: 056, P, 0, 0, 0, 1, 0, 28, 28, 0, 0, 168, 0, 56, 133, 559, 28, 37, 46, 28, 56, 84, 161, 559
INVAR-2, Run: 057, P, 0, 0, 0, 1, 0, 28, 28, 0, 0, 168, 0, 56, 199, 946, 28, 46, 37, 28, 56, 84, 227, 946
INVAR-2, Run: 058, P, 0, 0, 0, 1, 0, 28, 28, 0, 0, 168, 0, 56, 229, 809, 28, 37, 46, 28, 56, 84, 257, 809
INVAR-2, Run: 059, P, 0, 0, 0, 1, 0, 28, 28, 0, 0, 168, 0, 56, 255, 1022, 28, 41, 42, 28, 56, 84, 283, 1022
INVAR-2, Run: 060, P, 0, 0, 0, 1, 0, 28, 28, 0, 0, 168, 0, 56, 197, 772, 28, 43, 40, 28, 56, 84, 225, 772
