Input Number, Run_Number, Result@ 100, ao, SetABX1, SetX1ab, LeaderX1, X1, ac, ad, Leaderac, af, ag, ACuAEX1, ACuAEab, A, ah, X1uABX1, SetX1X1, Leaderad, ak, al, ADuAFX1, ADuAFab, aj, SetABf, Leaderag, Leaderah, ar, X1uABab, an, AGuAIX1, AGuAIab, Leaderai, AIuAJX1, AIuAJab, aq, AHuAKX1, AHuAKab, Leaderak, at, au, SetABab, Leaderan, Y, ANuAOX1, ab, ANuAOab, Leaderao, ANuAPX1, ANuAPab, SetX1f, Leaderap, NEW_REACTION, Reaction1, Reaction10, Reaction11, Reaction12, Reaction13, Reaction14, Reaction15, Reaction16, Reaction17, Reaction18, Reaction19, Reaction2, Reaction20, Reaction21, Reaction22, Reaction23, Reaction24, Reaction25, Reaction26, Reaction27, Reaction28, Reaction29, Reaction3, Reaction30, Reaction31, Reaction32, Reaction33, Reaction34, Reaction35, Reaction36, Reaction37, Reaction38, Reaction39, Reaction4, Reaction40, Reaction41, Reaction42, Reaction43, Reaction44, Reaction45, Reaction46, Reaction47, Reaction48, Reaction49, Reaction5, Reaction50, Reaction51, Reaction52, Reaction53, Reaction54, Reaction55, Reaction56, Reaction57, Reaction58, Reaction59, Reaction6, Reaction60, Reaction61, Reaction62, Reaction63, Reaction64, Reaction65, Reaction66, Reaction67, Reaction68, Reaction69, Reaction7, Reaction70, Reaction71, Reaction72, Reaction73, Reaction74, Reaction75, Reaction76, Reaction77, Reaction78, Reaction79, Reaction8, Reaction80, Reaction81, Reaction82, Reaction83, Reaction84, Reaction85, Reaction86, Reaction87, Reaction88, Reaction89, Reaction9, Reaction90, Reaction91
INVAR-1, Run: 011, P, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 9, 0, 0, 0, 0, 0, 0, 0, 0, 1, 17, 7, 2, 0, 8, 1, 0, 46, 16, 50, 17, 1, 1, 15, 3, 0, 3, 0, 7, 1, 1, 1, 0, 9, 0, 0, 1, 0, 1, 0, 0, 0, 0, 24, 0, 0, 0, 0, 0, 0, 13, 4, 1, 7, 6, 3, 13, 5, 1, 1, 1, 1, 1, 6, 0, 26, 0, 25, 0, 0, 0, 0, 0, 0, 0, 0, 7, 4, 0, 4, 0, 0, 3, 0, 0, 30, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-1, Run: 012, P, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 1, 0, 0, 0, 0, 1, 16, 8, 1, 0, 9, 0, 0, 22, 2, 24, 3, 2, 1, 17, 0, 1, 7, 2, 9, 4, 1, 1, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 17, 1, 0, 18, 0, 5, 20, 6, 1, 1, 1, 1, 1, 5, 0, 5, 0, 21, 2, 1, 0, 0, 0, 0, 0, 0, 1, 16, 9, 20, 11, 1, 4, 0, 0, 31, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-1, Run: 013, P, 0, 0, 1, 0, 6, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 1, 0, 0, 0, 0, 1, 12, 5, 1, 0, 4, 1, 1, 10, 4, 14, 6, 0, 1, 11, 1, 0, 51, 8, 53, 9, 1, 1, 0, 6, 0, 0, 2, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 1, 1, 4, 0, 1, 7, 3, 1, 1, 1, 1, 1, 3, 0, 1, 0, 16, 1, 0, 0, 0, 0, 0, 0, 0, 1, 14, 5, 16, 6, 1, 3, 0, 0, 20, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-1, Run: 014, P, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 1, 0, 0, 0, 0, 1, 17, 8, 1, 0, 9, 0, 0, 1, 0, 3, 1, 1, 1, 16, 2, 0, 1, 0, 4, 1, 1, 1, 0, 8, 1, 0, 0, 0, 1, 0, 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 17, 1, 0, 11, 2, 0, 13, 1, 1, 1, 1, 1, 1, 3, 0, 13, 0, 22, 2, 0, 0, 0, 0, 0, 0, 0, 3, 5, 0, 8, 1, 1, 6, 0, 0, 30, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-1, Run: 015, P, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 9, 0, 0, 0, 0, 0, 0, 0, 0, 1, 17, 8, 1, 0, 8, 1, 0, 23, 4, 26, 5, 1, 1, 17, 1, 0, 42, 7, 44, 8, 1, 1, 0, 8, 1, 0, 0, 0, 1, 0, 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 13, 2, 0, 2, 3, 0, 5, 1, 1, 1, 1, 1, 1, 4, 1, 13, 0, 27, 0, 0, 0, 0, 0, 0, 0, 0, 4, 16, 2, 17, 2, 0, 4, 0, 0, 19, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-1, Run: 016, P, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 1, 0, 0, 0, 0, 1, 16, 9, 0, 0, 8, 1, 0, 2, 1, 4, 2, 1, 1, 17, 1, 0, 6, 2, 8, 3, 1, 1, 1, 8, 1, 0, 0, 0, 1, 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 17, 1, 0, 9, 3, 2, 11, 3, 1, 1, 1, 1, 1, 3, 0, 15, 0, 19, 1, 0, 0, 0, 0, 0, 0, 0, 5, 3, 1, 5, 2, 1, 6, 0, 0, 34, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-1, Run: 017, P, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 1, 0, 0, 0, 0, 1, 17, 8, 1, 0, 8, 0, 1, 25, 9, 28, 11, 1, 1, 18, 0, 0, 31, 13, 32, 14, 1, 1, 0, 9, 0, 0, 3, 1, 3, 1, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 16, 2, 0, 1, 0, 1, 4, 2, 1, 1, 1, 1, 1, 3, 0, 4, 0, 24, 2, 0, 0, 0, 0, 0, 0, 0, 1, 12, 6, 15, 7, 1, 6, 0, 0, 29, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-1, Run: 018, P, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 1, 0, 0, 0, 0, 1, 15, 8, 1, 0, 8, 1, 0, 8, 4, 11, 5, 3, 1, 18, 0, 0, 42, 10, 43, 11, 1, 1, 0, 8, 1, 0, 4, 0, 5, 0, 0, 0, 0, 16, 0, 0, 0, 0, 0, 0, 17, 1, 0, 7, 4, 0, 9, 1, 1, 1, 1, 1, 1, 5, 0, 20, 1, 26, 3, 0, 0, 0, 0, 0, 0, 0, 5, 1, 0, 6, 2, 1, 3, 0, 0, 25, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-1, Run: 019, P, 0, 0, 1, 0, 0, 2, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 1, 0, 0, 0, 0, 1, 17, 8, 0, 0, 6, 2, 0, 0, 1, 3, 2, 1, 1, 17, 1, 0, 7, 1, 9, 2, 1, 1, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 15, 3, 0, 6, 1, 0, 10, 1, 1, 1, 1, 1, 1, 7, 0, 6, 0, 25, 2, 0, 0, 0, 0, 0, 0, 0, 2, 5, 1, 8, 2, 1, 2, 0, 0, 28, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-1, Run: 020, P, 0, 0, 1, 0, 4, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 1, 0, 0, 0, 0, 1, 13, 7, 0, 0, 6, 0, 1, 2, 0, 4, 2, 1, 1, 12, 2, 0, 8, 3, 11, 4, 1, 1, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 0, 0, 17, 0, 7, 18, 8, 1, 1, 1, 1, 1, 3, 0, 2, 0, 17, 2, 0, 0, 0, 0, 0, 0, 0, 1, 6, 2, 9, 3, 1, 4, 0, 0, 23, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-1, Run: 021, P, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 1, 0, 0, 0, 0, 1, 17, 9, 0, 0, 7, 2, 0, 6, 7, 9, 8, 1, 1, 17, 1, 0, 4, 3, 6, 4, 1, 1, 0, 9, 0, 0, 2, 1, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 1, 0, 5, 1, 0, 7, 1, 1, 1, 1, 1, 1, 3, 0, 2, 0, 32, 0, 0, 0, 0, 0, 0, 0, 0, 2, 27, 2, 28, 3, 1, 6, 0, 0, 23, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-1, Run: 022, P, 0, 0, 1, 0, 1, 3, 2, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 1, 0, 0, 0, 0, 1, 16, 5, 2, 0, 7, 0, 0, 3, 0, 6, 1, 1, 1, 14, 1, 0, 0, 0, 2, 1, 1, 1, 0, 7, 0, 0, 2, 0, 2, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 13, 1, 0, 0, 0, 1, 2, 2, 1, 1, 1, 1, 1, 4, 0, 3, 0, 17, 2, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 4, 1, 1, 3, 0, 0, 23, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-1, Run: 023, P, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 1, 0, 0, 0, 0, 1, 17, 8, 1, 0, 8, 1, 0, 6, 2, 9, 3, 1, 1, 16, 2, 0, 4, 0, 7, 1, 1, 1, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 17, 1, 0, 2, 0, 0, 4, 1, 1, 1, 1, 1, 1, 5, 0, 4, 0, 28, 2, 0, 0, 0, 0, 0, 0, 0, 1, 43, 5, 46, 6, 1, 4, 0, 0, 25, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-1, Run: 024, P, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 1, 0, 0, 0, 0, 0, 0, 0, 1, 17, 9, 0, 0, 7, 1, 1, 2, 1, 5, 3, 1, 1, 17, 1, 0, 15, 2, 17, 3, 1, 1, 0, 9, 0, 0, 2, 0, 2, 0, 0, 0, 0, 22, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 5, 0, 1, 1, 1, 1, 1, 1, 1, 5, 1, 24, 0, 10, 1, 0, 0, 0, 0, 0, 0, 0, 6, 20, 9, 23, 9, 0, 3, 0, 0, 14, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-1, Run: 025, P, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 1, 0, 0, 0, 0, 1, 16, 9, 0, 0, 8, 1, 0, 25, 10, 27, 11, 2, 1, 18, 0, 0, 4, 2, 5, 3, 1, 1, 0, 8, 0, 1, 0, 0, 1, 1, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 18, 0, 0, 15, 2, 5, 16, 6, 1, 1, 1, 1, 1, 2, 0, 10, 0, 32, 1, 0, 0, 0, 0, 0, 0, 0, 3, 9, 2, 11, 3, 1, 7, 0, 0, 22, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-1, Run: 026, P, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 1, 0, 0, 0, 0, 1, 18, 9, 0, 0, 8, 0, 1, 5, 1, 7, 3, 0, 1, 13, 4, 1, 10, 2, 16, 4, 1, 1, 0, 7, 2, 0, 1, 0, 4, 1, 1, 0, 0, 13, 0, 0, 0, 0, 0, 0, 16, 2, 0, 12, 3, 1, 15, 2, 1, 1, 1, 1, 1, 5, 0, 14, 0, 19, 1, 0, 0, 0, 0, 0, 0, 0, 4, 34, 9, 36, 10, 1, 4, 0, 0, 35, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-1, Run: 027, P, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 54, 0, 0, 0, 0, 0, 0, 0, 1, 1, 16, 9, 0, 0, 7, 1, 0, 1, 0, 3, 1, 2, 1, 16, 2, 0, 40, 13, 43, 14, 1, 1, 0, 8, 1, 0, 1, 1, 2, 1, 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 18, 0, 0, 12, 3, 1, 13, 2, 1, 1, 1, 1, 1, 0, 0, 14, 0, 0, 0, 0, 22, 0, 0, 6, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 30, 2, 0, 3, 0, 0, 10, 1, 13, 1, 2, 1
