Input Number, Run_Number, Result@ 100, X, Z
28, Run: 089, P, 0, 0
28, Run: 090, P, 0, 0
28, Run: 091, P, 0, 0
28, Run: 092, P, 0, 0
28, Run: 093, P, 0, 0
28, Run: 094, P, 0, 0
28, Run: 095, P, 0, 0
28, Run: 096, P, 0, 0
28, Run: 097, P, 0, 0
28, Run: 098, P, 0, 0
28, Run: 099, P, 0, 0
28, Run: 100, P, 0, 0
29, Run: 001, P, 0, 0
29, Run: 002, P, 0, 0
29, Run: 003, P, 0, 0
29, Run: 004, P, 0, 0
29, Run: 005, P, 0, 0
29, Run: 006, P, 0, 0
29, Run: 007, P, 0, 0
29, Run: 008, P, 0, 0
29, Run: 009, P, 0, 0
29, Run: 010, P, 0, 0
29, Run: 011, P, 0, 0
29, Run: 012, P, 0, 0
29, Run: 013, P, 0, 0
29, Run: 014, P, 0, 0
29, Run: 015, P, 0, 0
29, Run: 016, P, 0, 0
29, Run: 017, P, 0, 0
29, Run: 018, P, 0, 0
29, Run: 019, P, 0, 0
29, Run: 020, P, 0, 0
29, Run: 021, P, 0, 0
29, Run: 022, P, 0, 0
29, Run: 023, P, 0, 0
29, Run: 024, P, 0, 0
29, Run: 025, P, 0, 0
29, Run: 026, P, 0, 0
29, Run: 027, P, 0, 0
29, Run: 028, P, 0, 0
29, Run: 029, P, 0, 0
29, Run: 030, P, 0, 0
29, Run: 031, P, 0, 0
29, Run: 032, P, 0, 0
29, Run: 033, P, 0, 0
29, Run: 034, P, 0, 0
29, Run: 035, P, 0, 0
29, Run: 036, P, 0, 0
29, Run: 037, P, 0, 0
29, Run: 038, P, 0, 0
29, Run: 039, P, 0, 0
29, Run: 040, P, 0, 0
29, Run: 041, P, 0, 0
29, Run: 042, P, 0, 0
29, Run: 043, P, 0, 0
29, Run: 044, P, 0, 0
29, Run: 045, P, 0, 0
29, Run: 046, P, 0, 0
29, Run: 047, P, 0, 0
29, Run: 048, P, 0, 0
29, Run: 049, P, 0, 0
29, Run: 050, P, 0, 0
29, Run: 051, P, 0, 0
29, Run: 052, P, 0, 0
29, Run: 053, P, 0, 0
29, Run: 054, P, 0, 0
29, Run: 055, P, 0, 0
29, Run: 056, P, 0, 0
29, Run: 057, P, 0, 0
29, Run: 058, P, 0, 0
29, Run: 059, P, 0, 0
29, Run: 060, P, 0, 0
29, Run: 061, P, 0, 0
29, Run: 062, P, 0, 0
29, Run: 063, P, 0, 0
29, Run: 064, P, 0, 0
29, Run: 065, P, 0, 0
29, Run: 066, P, 0, 0
29, Run: 067, P, 0, 0
29, Run: 068, P, 0, 0
29, Run: 069, P, 0, 0
29, Run: 070, P, 0, 0
29, Run: 071, P, 0, 0
29, Run: 072, P, 0, 0
29, Run: 073, P, 0, 0
29, Run: 074, P, 0, 0
29, Run: 075, P, 0, 0
29, Run: 076, P, 0, 0
29, Run: 077, P, 0, 0
29, Run: 078, P, 0, 0
29, Run: 079, P, 0, 0
29, Run: 080, P, 0, 0
29, Run: 081, P, 0, 0
29, Run: 082, P, 0, 0
29, Run: 083, P, 0, 0
29, Run: 084, P, 0, 0
29, Run: 085, P, 0, 0
29, Run: 086, P, 0, 0
29, Run: 087, P, 0, 0
29, Run: 088, P, 0, 0
29, Run: 089, P, 0, 0
29, Run: 090, P, 0, 0
29, Run: 091, P, 0, 0
29, Run: 092, P, 0, 0
29, Run: 093, P, 0, 0
29, Run: 094, P, 0, 0
29, Run: 095, P, 0, 0
29, Run: 096, P, 0, 0
29, Run: 097, P, 0, 0
29, Run: 098, P, 0, 0
29, Run: 099, P, 0, 0
29, Run: 100, P, 0, 0
30, Run: 001, P, 0, 0
30, Run: 002, P, 0, 0
30, Run: 003, P, 0, 0
30, Run: 004, P, 0, 0
30, Run: 005, P, 0, 0
30, Run: 006, P, 0, 0
30, Run: 007, P, 0, 0
30, Run: 008, P, 0, 0
30, Run: 009, P, 0, 0
30, Run: 010, P, 0, 0
30, Run: 011, P, 0, 0
30, Run: 012, P, 0, 0
30, Run: 013, P, 0, 0
30, Run: 014, P, 0, 0
30, Run: 015, P, 0, 0
30, Run: 016, P, 0, 0
30, Run: 017, P, 0, 0
30, Run: 018, P, 0, 0
30, Run: 019, P, 0, 0
30, Run: 020, P, 0, 0
30, Run: 021, P, 0, 0
30, Run: 022, P, 0, 0
30, Run: 023, P, 0, 0
30, Run: 024, P, 0, 0
30, Run: 025, P, 0, 0
30, Run: 026, P, 0, 0
30, Run: 027, P, 0, 0
30, Run: 028, P, 0, 0
30, Run: 029, P, 0, 0
30, Run: 030, P, 0, 0
30, Run: 031, P, 0, 0
30, Run: 032, P, 0, 0
30, Run: 033, P, 0, 0
30, Run: 034, P, 0, 0
30, Run: 035, P, 0, 0
30, Run: 036, P, 0, 0
30, Run: 037, P, 0, 0
30, Run: 038, P, 0, 0
30, Run: 039, P, 0, 0
30, Run: 040, P, 0, 0
30, Run: 041, P, 0, 0
30, Run: 042, P, 0, 0
30, Run: 043, P, 0, 0
30, Run: 044, P, 0, 0
30, Run: 045, P, 0, 0
30, Run: 046, P, 0, 0
30, Run: 047, P, 0, 0
30, Run: 048, P, 0, 0
30, Run: 049, P, 0, 0
30, Run: 050, P, 0, 0
30, Run: 051, P, 0, 0
30, Run: 052, P, 0, 0
30, Run: 053, P, 0, 0
30, Run: 054, P, 0, 0
30, Run: 055, P, 0, 0
30, Run: 056, P, 0, 0
30, Run: 057, P, 0, 0
30, Run: 058, P, 0, 0
30, Run: 059, P, 0, 0
30, Run: 060, P, 0, 0
30, Run: 061, P, 0, 0
30, Run: 062, P, 0, 0
30, Run: 063, P, 0, 0
30, Run: 064, P, 0, 0
30, Run: 065, P, 0, 0
30, Run: 066, P, 0, 0
30, Run: 067, P, 0, 0
30, Run: 068, P, 0, 0
30, Run: 069, P, 0, 0
30, Run: 070, P, 0, 0
30, Run: 071, P, 0, 0
30, Run: 072, P, 0, 0
