Input Number, Run_Number, Result@ 100, CE, D, X1, H, M, PO, Y, CO, PE, A, B
7, Run: 086, P, 119, 119, 0, 0, 0, 0, 0, 0, 0, 0, 0
7, Run: 087, P, 88, 88, 0, 0, 0, 0, 0, 0, 0, 0, 0
7, Run: 088, P, 110, 110, 0, 0, 0, 0, 0, 0, 0, 0, 0
7, Run: 089, P, 109, 109, 0, 0, 0, 0, 0, 0, 0, 0, 0
7, Run: 090, P, 115, 115, 0, 0, 0, 0, 0, 0, 0, 0, 0
7, Run: 091, P, 113, 113, 0, 0, 0, 0, 0, 0, 0, 0, 0
7, Run: 092, P, 100, 100, 0, 0, 0, 0, 0, 0, 0, 0, 0
7, Run: 093, P, 115, 115, 0, 0, 0, 0, 0, 0, 0, 0, 0
7, Run: 094, P, 83, 83, 0, 0, 0, 0, 0, 0, 0, 0, 0
7, Run: 095, P, 71, 71, 0, 0, 0, 0, 0, 0, 0, 0, 0
7, Run: 096, P, 99, 99, 0, 0, 0, 0, 0, 0, 0, 0, 0
7, Run: 097, P, 95, 95, 0, 0, 0, 0, 0, 0, 0, 0, 0
7, Run: 098, P, 82, 82, 0, 0, 0, 0, 0, 0, 0, 0, 0
7, Run: 099, P, 95, 95, 0, 0, 0, 0, 0, 0, 0, 0, 0
7, Run: 100, P, 98, 98, 0, 0, 0, 0, 0, 0, 0, 0, 0
