Input Number, Run_Number, Result@ 100, C, F, D, X1, A, B, PO, CO, Y, PE, CE, E, NEW_REACTION, Reaction1, Reaction10, Reaction11, Reaction12, Reaction13, Reaction2, Reaction3, Reaction4, Reaction5, Reaction6, Reaction7, Reaction8, Reaction9
INVAR-1, Run: 013, P, 0, 0, 74, 0, 0, 0, 0, 0, 0, 1, 0, 9, 10, 18, 153, 10, 10, 153, 9, 4, 4, 9, 4, 18, 24, 7
INVAR-1, Run: 014, P, 0, 1, 69, 0, 0, 0, 0, 0, 0, 1, 0, 9, 7, 18, 155, 4, 4, 155, 9, 6, 2, 9, 5, 18, 40, 16
INVAR-1, Run: 015, P, 0, 0, 70, 0, 0, 0, 0, 0, 2, 1, 2, 8, 8, 18, 113, 11, 9, 113, 9, 5, 3, 8, 5, 18, 20, 6
INVAR-1, Run: 016, P, 0, 0, 74, 0, 0, 0, 0, 0, 0, 1, 0, 9, 10, 18, 87, 4, 4, 87, 9, 8, 0, 9, 4, 18, 18, 4
INVAR-1, Run: 017, P, 0, 0, 66, 0, 0, 0, 0, 0, 0, 1, 0, 9, 6, 18, 127, 3, 3, 127, 9, 6, 2, 9, 6, 18, 92, 43
INVAR-1, Run: 018, P, 0, 0, 70, 0, 0, 0, 0, 0, 0, 1, 0, 9, 8, 18, 152, 5, 5, 152, 9, 2, 6, 9, 5, 18, 74, 33
INVAR-1, Run: 019, P, 0, 1, 69, 0, 0, 0, 0, 0, 0, 1, 0, 9, 7, 18, 161, 5, 5, 161, 9, 5, 3, 9, 5, 18, 22, 7
INVAR-1, Run: 020, P, 0, 0, 70, 0, 0, 0, 0, 0, 0, 1, 0, 9, 8, 18, 160, 2, 2, 160, 9, 5, 3, 9, 5, 18, 42, 17
INVAR-1, Run: 021, P, 0, 0, 62, 0, 0, 0, 0, 0, 0, 1, 0, 9, 4, 18, 95, 3, 3, 95, 9, 5, 3, 9, 7, 18, 70, 33
INVAR-1, Run: 022, P, 0, 0, 74, 0, 0, 0, 0, 0, 2, 1, 2, 8, 10, 18, 133, 11, 9, 133, 9, 5, 3, 8, 4, 18, 30, 10
INVAR-1, Run: 023, P, 0, 0, 62, 0, 0, 0, 0, 0, 2, 1, 2, 8, 4, 18, 63, 4, 2, 63, 9, 8, 0, 8, 7, 18, 24, 10
INVAR-1, Run: 024, P, 0, 0, 70, 0, 0, 0, 0, 0, 2, 1, 2, 8, 8, 18, 80, 7, 5, 80, 9, 5, 3, 8, 5, 18, 24, 8
INVAR-1, Run: 025, P, 0, 0, 66, 0, 0, 0, 0, 0, 0, 1, 0, 9, 6, 18, 124, 1, 1, 124, 9, 7, 1, 9, 6, 18, 110, 52
INVAR-1, Run: 026, P, 0, 0, 62, 0, 0, 0, 0, 0, 2, 1, 2, 8, 4, 18, 93, 6, 4, 93, 9, 6, 2, 8, 7, 18, 84, 40
INVAR-1, Run: 027, P, 0, 0, 70, 0, 0, 0, 0, 0, 2, 1, 2, 8, 8, 18, 231, 13, 11, 231, 9, 8, 0, 8, 5, 18, 32, 12
INVAR-1, Run: 028, P, 0, 0, 70, 0, 0, 0, 0, 0, 0, 1, 0, 9, 8, 18, 114, 6, 6, 114, 9, 3, 5, 9, 5, 18, 36, 14
INVAR-1, Run: 029, P, 0, 0, 74, 0, 0, 0, 0, 0, 0, 1, 0, 9, 10, 18, 247, 5, 5, 247, 9, 6, 2, 9, 4, 18, 72, 31
INVAR-1, Run: 030, P, 0, 0, 62, 0, 0, 0, 0, 0, 2, 1, 2, 8, 4, 18, 61, 8, 6, 61, 9, 5, 3, 8, 7, 18, 62, 29
INVAR-1, Run: 031, P, 0, 0, 66, 0, 0, 0, 0, 0, 2, 1, 2, 8, 6, 18, 99, 11, 9, 99, 9, 3, 5, 8, 6, 18, 40, 17
INVAR-1, Run: 032, P, 0, 0, 62, 0, 0, 0, 0, 0, 0, 1, 0, 9, 4, 18, 125, 3, 3, 125, 9, 6, 2, 9, 7, 18, 54, 25
INVAR-1, Run: 033, P, 0, 0, 66, 0, 0, 0, 0, 0, 0, 1, 0, 9, 6, 18, 158, 6, 6, 158, 9, 7, 1, 9, 6, 18, 38, 16
INVAR-1, Run: 034, P, 0, 0, 58, 0, 0, 0, 0, 0, 0, 1, 0, 9, 2, 18, 134, 1, 1, 134, 9, 5, 3, 9, 8, 18, 150, 74
INVAR-1, Run: 035, P, 0, 0, 66, 0, 0, 0, 0, 0, 2, 1, 2, 8, 6, 18, 70, 4, 2, 70, 9, 6, 2, 8, 6, 18, 14, 4
INVAR-1, Run: 036, P, 0, 0, 78, 0, 0, 0, 0, 0, 2, 1, 2, 8, 12, 18, 155, 7, 5, 155, 9, 6, 2, 8, 3, 18, 24, 6
INVAR-1, Run: 037, P, 0, 1, 65, 0, 0, 0, 0, 0, 0, 1, 0, 9, 5, 18, 101, 3, 3, 101, 9, 5, 3, 9, 6, 18, 10, 2
INVAR-1, Run: 038, P, 0, 0, 70, 0, 0, 0, 0, 0, 0, 1, 0, 9, 8, 18, 191, 4, 4, 191, 9, 6, 2, 9, 5, 18, 102, 47
INVAR-1, Run: 039, P, 0, 0, 74, 0, 0, 0, 0, 0, 0, 1, 0, 9, 10, 18, 142, 6, 6, 142, 9, 6, 2, 9, 4, 18, 18, 4
INVAR-1, Run: 040, P, 0, 0, 62, 0, 0, 0, 0, 0, 0, 1, 0, 9, 4, 18, 127, 3, 3, 127, 9, 7, 1, 9, 7, 18, 44, 20
INVAR-1, Run: 041, P, 0, 0, 70, 0, 0, 0, 0, 0, 0, 1, 0, 9, 8, 18, 119, 9, 9, 119, 9, 2, 6, 9, 5, 18, 40, 16
INVAR-1, Run: 042, P, 0, 0, 70, 0, 0, 0, 0, 0, 2, 1, 2, 8, 8, 18, 216, 5, 3, 216, 9, 8, 0, 8, 5, 18, 38, 15
INVAR-1, Run: 043, P, 0, 0, 66, 0, 0, 0, 0, 0, 0, 1, 0, 9, 6, 18, 123, 10, 10, 123, 9, 5, 3, 9, 6, 18, 26, 10
INVAR-1, Run: 044, P, 0, 1, 73, 0, 0, 0, 0, 0, 0, 1, 0, 9, 9, 18, 138, 8, 8, 138, 9, 5, 3, 9, 4, 18, 48, 19
INVAR-1, Run: 045, P, 0, 0, 74, 0, 0, 0, 0, 0, 0, 1, 0, 9, 10, 18, 84, 8, 8, 84, 9, 6, 2, 9, 4, 18, 52, 21
INVAR-1, Run: 046, P, 0, 1, 61, 0, 0, 0, 0, 0, 2, 1, 2, 8, 3, 18, 79, 11, 9, 79, 9, 5, 3, 8, 7, 18, 58, 27
INVAR-1, Run: 047, P, 0, 0, 70, 0, 0, 0, 0, 0, 0, 1, 0, 9, 8, 18, 152, 4, 4, 152, 9, 8, 0, 9, 5, 18, 54, 23
INVAR-1, Run: 048, P, 0, 0, 70, 0, 0, 0, 0, 0, 0, 1, 0, 9, 8, 18, 139, 6, 6, 139, 9, 5, 3, 9, 5, 18, 56, 24
INVAR-1, Run: 049, P, 0, 0, 66, 0, 0, 0, 0, 0, 2, 1, 2, 8, 6, 18, 110, 11, 9, 110, 9, 3, 5, 8, 6, 18, 52, 23
INVAR-1, Run: 050, P, 0, 0, 66, 0, 0, 0, 0, 0, 2, 1, 2, 8, 6, 18, 186, 12, 10, 186, 9, 7, 1, 8, 6, 18, 68, 31
INVAR-1, Run: 051, P, 0, 0, 66, 0, 0, 0, 0, 0, 0, 1, 0, 9, 6, 18, 112, 14, 14, 112, 9, 6, 2, 9, 6, 18, 12, 3
INVAR-1, Run: 052, P, 0, 0, 66, 0, 0, 0, 0, 0, 0, 1, 0, 9, 6, 18, 174, 8, 8, 174, 9, 7, 1, 9, 6, 18, 44, 19
INVAR-1, Run: 053, P, 0, 0, 74, 0, 0, 0, 0, 0, 0, 1, 0, 9, 10, 18, 244, 5, 5, 244, 9, 8, 0, 9, 4, 18, 20, 5
INVAR-1, Run: 054, P, 0, 0, 70, 0, 0, 0, 0, 0, 2, 1, 2, 8, 8, 18, 193, 12, 10, 193, 9, 6, 2, 8, 5, 18, 68, 30
INVAR-1, Run: 055, P, 0, 0, 66, 0, 0, 0, 0, 0, 0, 1, 0, 9, 6, 18, 140, 7, 7, 140, 9, 7, 1, 9, 6, 18, 38, 16
INVAR-1, Run: 056, P, 0, 0, 74, 0, 0, 0, 0, 0, 0, 1, 0, 9, 10, 18, 87, 9, 9, 87, 9, 4, 4, 9, 4, 18, 98, 44
INVAR-1, Run: 057, P, 0, 0, 74, 0, 0, 0, 0, 0, 0, 1, 0, 9, 10, 18, 216, 12, 12, 216, 9, 7, 1, 9, 4, 18, 40, 15
INVAR-1, Run: 058, P, 0, 0, 66, 0, 0, 0, 0, 0, 2, 1, 2, 8, 6, 18, 105, 5, 3, 105, 9, 4, 4, 8, 6, 18, 88, 41
INVAR-1, Run: 059, P, 0, 0, 66, 0, 0, 0, 0, 0, 0, 1, 0, 9, 6, 18, 80, 2, 2, 80, 9, 6, 2, 9, 6, 18, 40, 17
INVAR-1, Run: 060, P, 0, 0, 70, 0, 0, 0, 0, 0, 0, 1, 0, 9, 8, 18, 76, 2, 2, 76, 9, 6, 2, 9, 5, 18, 38, 15
INVAR-1, Run: 061, P, 0, 0, 74, 0, 0, 0, 0, 0, 2, 1, 2, 8, 10, 18, 133, 12, 10, 133, 9, 5, 3, 8, 4, 18, 20, 5
INVAR-1, Run: 062, P, 0, 0, 74, 0, 0, 0, 0, 0, 0, 1, 0, 9, 10, 18, 120, 1, 1, 120, 9, 8, 0, 9, 4, 18, 94, 42
INVAR-1, Run: 063, P, 0, 0, 70, 0, 0, 0, 0, 0, 0, 1, 0, 9, 8, 18, 30, 6, 6, 30, 9, 3, 5, 9, 5, 18, 14, 3
INVAR-1, Run: 064, P, 0, 0, 62, 0, 0, 0, 0, 0, 0, 1, 0, 9, 4, 18, 121, 7, 7, 121, 9, 5, 3, 9, 7, 18, 36, 16
INVAR-1, Run: 065, P, 0, 1, 61, 0, 0, 0, 0, 0, 0, 1, 0, 9, 3, 18, 94, 1, 1, 94, 9, 5, 3, 9, 7, 18, 110, 53
INVAR-1, Run: 066, P, 0, 0, 66, 0, 0, 0, 0, 0, 0, 1, 0, 9, 6, 18, 309, 6, 6, 309, 9, 6, 2, 9, 6, 18, 30, 12
INVAR-1, Run: 067, P, 0, 1, 77, 0, 0, 0, 0, 0, 0, 1, 0, 9, 11, 18, 99, 2, 2, 99, 9, 6, 2, 9, 3, 18, 48, 18
INVAR-1, Run: 068, P, 0, 0, 66, 0, 0, 0, 0, 0, 0, 1, 0, 9, 6, 18, 177, 7, 7, 177, 9, 7, 1, 9, 6, 18, 60, 27
INVAR-1, Run: 069, P, 0, 0, 66, 0, 0, 0, 0, 0, 2, 1, 2, 8, 6, 18, 107, 10, 8, 107, 9, 5, 3, 8, 6, 18, 96, 45
INVAR-1, Run: 070, P, 0, 0, 78, 0, 0, 0, 0, 0, 0, 1, 0, 9, 12, 18, 212, 2, 2, 212, 9, 6, 2, 9, 3, 18, 122, 55
INVAR-1, Run: 071, P, 0, 0, 70, 0, 0, 0, 0, 0, 0, 1, 0, 9, 8, 18, 93, 9, 9, 93, 9, 4, 4, 9, 5, 18, 34, 13
INVAR-1, Run: 072, P, 0, 1, 61, 0, 0, 0, 0, 0, 2, 1, 2, 8, 3, 18, 123, 8, 6, 123, 9, 3, 5, 8, 7, 18, 28, 12
INVAR-1, Run: 073, P, 0, 1, 69, 0, 0, 0, 0, 0, 2, 1, 2, 8, 7, 18, 139, 7, 5, 139, 9, 5, 3, 8, 5, 18, 10, 1
INVAR-1, Run: 074, P, 0, 0, 70, 0, 0, 0, 0, 0, 2, 1, 2, 8, 8, 18, 101, 12, 10, 101, 9, 5, 3, 8, 5, 18, 46, 19
INVAR-1, Run: 075, P, 0, 0, 70, 0, 0, 0, 0, 0, 0, 1, 0, 9, 8, 18, 201, 3, 3, 201, 9, 6, 2, 9, 5, 18, 186, 89
INVAR-1, Run: 076, P, 0, 0, 70, 0, 0, 0, 0, 0, 0, 1, 0, 9, 8, 18, 84, 10, 10, 84, 9, 6, 2, 9, 5, 18, 22, 7
INVAR-1, Run: 077, P, 0, 0, 70, 0, 0, 0, 0, 0, 2, 1, 2, 8, 8, 18, 151, 11, 9, 151, 9, 3, 5, 8, 5, 18, 32, 12
INVAR-1, Run: 078, P, 0, 1, 65, 0, 0, 0, 0, 0, 0, 1, 0, 9, 5, 18, 195, 4, 4, 195, 9, 5, 3, 9, 6, 18, 54, 24
INVAR-1, Run: 079, P, 0, 0, 78, 0, 0, 0, 0, 0, 0, 1, 0, 9, 12, 18, 130, 5, 5, 130, 9, 8, 0, 9, 3, 18, 72, 30
INVAR-1, Run: 080, P, 0, 1, 69, 0, 0, 0, 0, 0, 0, 1, 0, 9, 7, 18, 185, 2, 2, 185, 9, 6, 2, 9, 5, 18, 56, 24
INVAR-1, Run: 081, P, 0, 0, 78, 0, 0, 0, 0, 0, 0, 1, 0, 9, 12, 18, 258, 17, 17, 258, 9, 5, 3, 9, 3, 18, 60, 24
INVAR-1, Run: 082, P, 0, 0, 70, 0, 0, 0, 0, 0, 2, 1, 2, 8, 8, 18, 113, 5, 3, 113, 9, 7, 1, 8, 5, 18, 62, 27
INVAR-1, Run: 083, P, 0, 0, 66, 0, 0, 0, 0, 0, 2, 1, 2, 8, 6, 18, 56, 9, 7, 56, 9, 3, 5, 8, 6, 18, 34, 14
INVAR-1, Run: 084, P, 0, 1, 65, 0, 0, 0, 0, 0, 0, 1, 0, 9, 5, 18, 178, 4, 4, 178, 9, 6, 2, 9, 6, 18, 130, 62
INVAR-1, Run: 085, P, 0, 0, 70, 0, 0, 0, 0, 0, 0, 1, 0, 9, 8, 18, 94, 2, 2, 94, 9, 7, 1, 9, 5, 18, 20, 6
INVAR-1, Run: 086, P, 0, 0, 74, 0, 0, 0, 0, 0, 0, 1, 0, 9, 10, 18, 161, 13, 13, 161, 9, 4, 4, 9, 4, 18, 28, 9
INVAR-1, Run: 087, P, 0, 0, 66, 0, 0, 0, 0, 0, 0, 1, 0, 9, 6, 18, 146, 6, 6, 146, 9, 8, 0, 9, 6, 18, 108, 51
INVAR-1, Run: 088, P, 0, 0, 66, 0, 0, 0, 0, 0, 0, 1, 0, 9, 6, 18, 145, 14, 14, 145, 9, 4, 4, 9, 6, 18, 738, 366
INVAR-1, Run: 089, P, 0, 0, 74, 0, 0, 0, 0, 0, 0, 1, 0, 9, 10, 18, 169, 5, 5, 169, 9, 2, 6, 9, 4, 18, 20, 5
INVAR-1, Run: 090, P, 0, 1, 69, 0, 0, 0, 0, 0, 2, 1, 2, 8, 7, 18, 158, 8, 6, 158, 9, 8, 0, 8, 5, 18, 30, 11
INVAR-1, Run: 091, P, 0, 0, 66, 0, 0, 0, 0, 0, 0, 1, 0, 9, 6, 18, 105, 3, 3, 105, 9, 7, 1, 9, 6, 18, 30, 12
INVAR-1, Run: 092, P, 0, 1, 65, 0, 0, 0, 0, 0, 2, 1, 2, 8, 5, 18, 143, 12, 10, 143, 9, 6, 2, 8, 6, 18, 38, 16
INVAR-1, Run: 093, P, 0, 1, 65, 0, 0, 0, 0, 0, 0, 1, 0, 9, 5, 18, 136, 7, 7, 136, 9, 4, 4, 9, 6, 18, 98, 46
INVAR-1, Run: 094, P, 0, 0, 70, 0, 0, 0, 0, 0, 2, 1, 2, 8, 8, 18, 80, 7, 5, 80, 9, 6, 2, 8, 5, 18, 46, 19
INVAR-1, Run: 095, P, 0, 0, 62, 0, 0, 0, 0, 0, 0, 1, 0, 9, 4, 18, 104, 10, 10, 104, 9, 5, 3, 9, 7, 18, 14, 5
INVAR-1, Run: 096, P, 0, 1, 61, 0, 0, 0, 0, 0, 0, 1, 0, 9, 3, 18, 90, 5, 5, 90, 9, 8, 0, 9, 7, 18, 6, 1
INVAR-1, Run: 097, P, 0, 0, 70, 0, 0, 0, 0, 0, 0, 1, 0, 9, 8, 18, 112, 5, 5, 112, 9, 5, 3, 9, 5, 18, 216, 104
INVAR-1, Run: 098, P, 0, 0, 78, 0, 0, 0, 0, 0, 2, 1, 2, 8, 12, 18, 122, 6, 4, 122, 9, 6, 2, 8, 3, 18, 30, 9
INVAR-1, Run: 099, P, 0, 0, 74, 0, 0, 0, 0, 0, 2, 1, 2, 8, 10, 18, 159, 8, 6, 159, 9, 5, 3, 8, 4, 18, 46, 18
INVAR-1, Run: 100, P, 0, 0, 74, 0, 0, 0, 0, 0, 0, 1, 0, 9, 10, 18, 160, 3, 3, 160, 9, 8, 0, 9, 4, 18, 38, 14
INVAR-10, Run: 001, P, 0, 0, 748, 0, 0, 0, 0, 0, 0, 1, 0, 100, 74, 200, 6184, 83, 83, 6184, 100, 57, 42, 100, 63, 200, 1210, 568
INVAR-10, Run: 002, P, 0, 0, 744, 0, 0, 0, 0, 0, 0, 1, 0, 100, 72, 200, 5191, 52, 52, 5191, 100, 54, 45, 100, 64, 200, 2040, 984
INVAR-10, Run: 003, P, 0, 0, 768, 0, 0, 0, 0, 0, 0, 1, 0, 100, 84, 200, 7225, 76, 76, 7225, 100, 65, 34, 100, 58, 200, 2816, 1366
INVAR-10, Run: 004, P, 0, 0, 764, 0, 0, 0, 0, 0, 0, 1, 0, 100, 82, 200, 4879, 39, 39, 4879, 100, 60, 39, 100, 59, 200, 1714, 816
INVAR-10, Run: 005, P, 0, 0, 780, 0, 0, 0, 0, 0, 2, 1, 2, 99, 90, 200, 5600, 51, 49, 5600, 100, 66, 33, 99, 55, 200, 1676, 793
INVAR-10, Run: 006, P, 0, 0, 772, 0, 0, 0, 0, 0, 0, 1, 0, 100, 86, 200, 7531, 71, 71, 7531, 100, 66, 33, 100, 57, 200, 1654, 784
INVAR-10, Run: 007, P, 0, 0, 788, 0, 0, 0, 0, 0, 2, 1, 2, 99, 94, 200, 6705, 51, 49, 6705, 100, 61, 38, 99, 53, 200, 2534, 1220
INVAR-10, Run: 008, P, 0, 0, 784, 0, 0, 0, 0, 0, 0, 1, 0, 100, 92, 200, 7028, 52, 52, 7028, 100, 64, 35, 100, 54, 200, 1406, 657
INVAR-10, Run: 009, P, 0, 0, 764, 0, 0, 0, 0, 0, 0, 1, 0, 100, 82, 200, 4458, 71, 71, 4458, 100, 56, 43, 100, 59, 200, 1136, 527
INVAR-10, Run: 010, P, 0, 0, 764, 0, 0, 0, 0, 0, 0, 1, 0, 100, 82, 200, 5544, 53, 53, 5544, 100, 61, 38, 100, 59, 200, 1076, 497
INVAR-10, Run: 011, P, 0, 1, 803, 0, 0, 0, 0, 0, 0, 1, 0, 100, 101, 200, 7113, 75, 75, 7113, 100, 68, 31, 100, 49, 200, 1034, 466
INVAR-10, Run: 012, P, 0, 0, 764, 0, 0, 0, 0, 0, 0, 1, 0, 100, 82, 200, 7514, 71, 71, 7514, 100, 61, 38, 100, 59, 200, 1898, 908
INVAR-10, Run: 013, P, 0, 0, 768, 0, 0, 0, 0, 0, 2, 1, 2, 99, 84, 200, 6255, 62, 60, 6255, 100, 61, 38, 99, 58, 200, 2056, 986
INVAR-10, Run: 014, P, 0, 0, 792, 0, 0, 0, 0, 0, 0, 1, 0, 100, 96, 200, 5510, 56, 56, 5510, 100, 63, 36, 100, 52, 200, 1284, 594
INVAR-10, Run: 015, P, 0, 0, 768, 0, 0, 0, 0, 0, 2, 1, 2, 99, 84, 200, 6112, 59, 57, 6112, 100, 68, 31, 99, 58, 200, 1598, 757
INVAR-10, Run: 016, P, 0, 1, 791, 0, 0, 0, 0, 0, 0, 1, 0, 100, 95, 200, 6949, 48, 48, 6949, 100, 58, 41, 100, 52, 200, 1682, 793
INVAR-10, Run: 017, P, 0, 0, 768, 0, 0, 0, 0, 0, 2, 1, 2, 99, 84, 200, 4946, 74, 72, 4946, 100, 59, 40, 99, 58, 200, 1544, 730
INVAR-10, Run: 018, P, 0, 0, 788, 0, 0, 0, 0, 0, 2, 1, 2, 99, 94, 200, 9118, 48, 46, 9118, 100, 60, 39, 99, 53, 200, 2450, 1178
INVAR-10, Run: 019, P, 0, 0, 780, 0, 0, 0, 0, 0, 0, 1, 0, 100, 90, 200, 5454, 68, 68, 5454, 100, 68, 31, 100, 55, 200, 1144, 527
INVAR-10, Run: 020, P, 0, 0, 772, 0, 0, 0, 0, 0, 0, 1, 0, 100, 86, 200, 7380, 73, 73, 7380, 100, 66, 33, 100, 57, 200, 1808, 861
INVAR-10, Run: 021, P, 0, 0, 788, 0, 0, 0, 0, 0, 0, 1, 0, 100, 94, 200, 5165, 67, 67, 5165, 100, 68, 31, 100, 53, 200, 956, 431
INVAR-10, Run: 022, P, 0, 1, 795, 0, 0, 0, 0, 0, 0, 1, 0, 100, 97, 200, 8106, 59, 59, 8106, 100, 68, 31, 100, 51, 200, 1004, 453
INVAR-10, Run: 023, P, 0, 0, 784, 0, 0, 0, 0, 0, 0, 1, 0, 100, 92, 200, 6466, 64, 64, 6466, 100, 59, 40, 100, 54, 200, 1458, 683
INVAR-10, Run: 024, P, 0, 0, 744, 0, 0, 0, 0, 0, 0, 1, 0, 100, 72, 200, 6178, 72, 72, 6178, 100, 59, 40, 100, 64, 200, 1780, 854
INVAR-10, Run: 025, P, 0, 0, 752, 0, 0, 0, 0, 0, 0, 1, 0, 100, 76, 200, 7283, 76, 76, 7283, 100, 63, 36, 100, 62, 200, 3826, 1875
INVAR-10, Run: 026, P, 0, 0, 788, 0, 0, 0, 0, 0, 0, 1, 0, 100, 94, 200, 7617, 62, 62, 7617, 100, 57, 42, 100, 53, 200, 1448, 677
INVAR-10, Run: 027, P, 0, 0, 768, 0, 0, 0, 0, 0, 2, 1, 2, 99, 84, 200, 6015, 73, 71, 6015, 100, 64, 35, 99, 58, 200, 1628, 772
INVAR-10, Run: 028, P, 0, 0, 780, 0, 0, 0, 0, 0, 0, 1, 0, 100, 90, 200, 7369, 53, 53, 7369, 100, 62, 37, 100, 55, 200, 1606, 758
INVAR-10, Run: 029, P, 0, 0, 792, 0, 0, 0, 0, 0, 0, 1, 0, 100, 96, 200, 7784, 65, 65, 7784, 100, 51, 48, 100, 52, 200, 2144, 1024
INVAR-10, Run: 030, P, 0, 0, 772, 0, 0, 0, 0, 0, 2, 1, 2, 99, 86, 200, 6062, 67, 65, 6062, 100, 67, 32, 99, 57, 200, 1476, 695
INVAR-10, Run: 031, P, 0, 1, 799, 0, 0, 0, 0, 0, 2, 1, 2, 99, 99, 200, 6801, 69, 67, 6801, 100, 62, 37, 99, 50, 200, 1126, 513
INVAR-10, Run: 032, P, 0, 0, 768, 0, 0, 0, 0, 0, 0, 1, 0, 100, 84, 200, 6568, 74, 74, 6568, 100, 75, 24, 100, 58, 200, 2300, 1108
INVAR-10, Run: 033, P, 0, 0, 764, 0, 0, 0, 0, 0, 0, 1, 0, 100, 82, 200, 8150, 73, 73, 8150, 100, 58, 41, 100, 59, 200, 1912, 915
INVAR-10, Run: 034, P, 0, 0, 792, 0, 0, 0, 0, 0, 0, 1, 0, 100, 96, 200, 7094, 59, 59, 7094, 100, 67, 32, 100, 52, 200, 1730, 817
INVAR-10, Run: 035, P, 0, 0, 760, 0, 0, 0, 0, 0, 0, 1, 0, 100, 80, 200, 5921, 51, 51, 5921, 100, 68, 31, 100, 60, 200, 1308, 614
INVAR-10, Run: 036, P, 0, 0, 776, 0, 0, 0, 0, 0, 0, 1, 0, 100, 88, 200, 6839, 57, 57, 6839, 100, 67, 32, 100, 56, 200, 1612, 762
INVAR-10, Run: 037, P, 0, 0, 760, 0, 0, 0, 0, 0, 2, 1, 2, 99, 80, 200, 5338, 61, 59, 5338, 100, 63, 36, 99, 60, 200, 1662, 791
INVAR-10, Run: 038, P, 0, 0, 752, 0, 0, 0, 0, 0, 2, 1, 2, 99, 76, 200, 4344, 78, 76, 4344, 100, 67, 32, 99, 62, 200, 1836, 880
INVAR-10, Run: 039, P, 0, 0, 780, 0, 0, 0, 0, 0, 2, 1, 2, 99, 90, 200, 6539, 57, 55, 6539, 100, 70, 29, 99, 55, 200, 1350, 630
INVAR-10, Run: 040, P, 0, 0, 752, 0, 0, 0, 0, 0, 0, 1, 0, 100, 76, 200, 5679, 74, 74, 5679, 100, 57, 42, 100, 62, 200, 1832, 878
INVAR-10, Run: 041, P, 0, 0, 776, 0, 0, 0, 0, 0, 2, 1, 2, 99, 88, 200, 6109, 80, 78, 6109, 100, 57, 42, 99, 56, 200, 3100, 1506
INVAR-10, Run: 042, P, 0, 0, 776, 0, 0, 0, 0, 0, 2, 1, 2, 99, 88, 200, 6583, 67, 65, 6583, 100, 59, 40, 99, 56, 200, 2520, 1216
INVAR-10, Run: 043, P, 0, 0, 772, 0, 0, 0, 0, 0, 0, 1, 0, 100, 86, 200, 7224, 66, 66, 7224, 100, 68, 31, 100, 57, 200, 1600, 757
INVAR-10, Run: 044, P, 0, 0, 768, 0, 0, 0, 0, 0, 0, 1, 0, 100, 84, 200, 7504, 54, 54, 7504, 100, 73, 26, 100, 58, 200, 1754, 835
INVAR-10, Run: 045, P, 0, 1, 791, 0, 0, 0, 0, 0, 0, 1, 0, 100, 95, 200, 7523, 64, 64, 7523, 100, 66, 33, 100, 52, 200, 1352, 628
INVAR-10, Run: 046, P, 0, 0, 752, 0, 0, 0, 0, 0, 0, 1, 0, 100, 76, 200, 7242, 69, 69, 7242, 100, 56, 43, 100, 62, 200, 3514, 1719
