Input Number, Run_Number, Result@ 100, PE, Y, M, X1, H, PO, CE, D, CO, A, B, NEW_REACTION, Reaction1, Reaction10, Reaction11, Reaction2, Reaction3, Reaction4, Reaction5, Reaction6, Reaction7, Reaction8, Reaction9
INVAR-1, Run: 017, F, 1, 0, 0, 0, 0, 0, 9, 0, 1, 83, 0, 10, 18, 10, 112, 9, 4, 4, 9, 28, 42, 19, 113
INVAR-1, Run: 018, F, 1, 0, 0, 0, 0, 0, 9, 0, 2, 86, 1, 11, 18, 20, 107, 9, 7, 1, 9, 29, 43, 29, 109
INVAR-1, Run: 019, F, 1, 0, 0, 0, 0, 0, 9, 0, 6, 94, 1, 15, 18, 10, 141, 9, 6, 2, 9, 33, 49, 19, 147
INVAR-1, Run: 020, F, 1, 0, 0, 0, 0, 0, 9, 0, 2, 86, 1, 11, 18, 11, 97, 9, 5, 3, 9, 29, 43, 20, 99
INVAR-1, Run: 021, F, 1, 0, 0, 0, 0, 0, 9, 0, 1, 83, 0, 10, 18, 14, 80, 9, 3, 5, 9, 28, 42, 23, 81
INVAR-1, Run: 022, F, 1, 0, 0, 0, 0, 0, 9, 0, 5, 91, 0, 14, 18, 18, 148, 9, 5, 3, 9, 32, 48, 27, 153
INVAR-1, Run: 023, F, 1, 0, 0, 0, 0, 0, 9, 0, 5, 91, 0, 14, 18, 16, 151, 9, 3, 5, 9, 32, 48, 25, 156
INVAR-1, Run: 024, F, 1, 0, 0, 0, 0, 0, 9, 0, 3, 87, 0, 12, 18, 22, 184, 9, 4, 4, 9, 30, 45, 31, 187
INVAR-1, Run: 025, F, 1, 0, 0, 0, 0, 0, 9, 0, 1, 83, 0, 10, 18, 3, 116, 9, 6, 2, 9, 28, 42, 12, 117
INVAR-1, Run: 026, F, 1, 0, 0, 0, 0, 0, 9, 0, 6, 94, 1, 15, 18, 12, 111, 9, 2, 6, 9, 33, 49, 21, 117
INVAR-1, Run: 027, F, 1, 0, 0, 0, 0, 0, 9, 0, 2, 86, 1, 11, 18, 15, 75, 9, 5, 3, 9, 29, 43, 24, 77
INVAR-1, Run: 028, F, 1, 0, 0, 0, 0, 0, 9, 0, 4, 90, 1, 13, 18, 19, 152, 9, 4, 4, 9, 31, 46, 28, 156
INVAR-1, Run: 029, F, 1, 0, 0, 0, 0, 0, 9, 0, 1, 83, 0, 10, 18, 8, 82, 9, 4, 4, 9, 28, 42, 17, 83
INVAR-1, Run: 030, F, 1, 0, 0, 0, 0, 0, 9, 0, 0, 82, 1, 9, 18, 6, 95, 9, 7, 1, 9, 27, 40, 15, 95
INVAR-1, Run: 031, F, 1, 0, 0, 0, 0, 0, 9, 0, 0, 82, 1, 9, 18, 6, 62, 9, 7, 1, 9, 27, 40, 15, 62
INVAR-1, Run: 032, F, 1, 0, 0, 0, 0, 0, 9, 0, 7, 95, 0, 16, 18, 25, 180, 9, 5, 3, 9, 34, 51, 34, 187
INVAR-1, Run: 033, F, 1, 0, 0, 0, 0, 0, 9, 0, 11, 103, 0, 20, 18, 34, 302, 9, 5, 3, 9, 38, 57, 43, 313
INVAR-1, Run: 034, F, 1, 0, 0, 0, 0, 0, 9, 0, 6, 94, 1, 15, 18, 15, 145, 9, 6, 2, 9, 33, 49, 24, 151
INVAR-1, Run: 035, F, 1, 0, 0, 0, 0, 0, 9, 0, 6, 94, 1, 15, 18, 11, 142, 9, 6, 2, 9, 33, 49, 20, 148
INVAR-1, Run: 036, F, 1, 0, 0, 0, 0, 0, 9, 0, 6, 94, 1, 15, 18, 23, 156, 9, 2, 6, 9, 33, 49, 32, 162
INVAR-1, Run: 037, F, 1, 0, 0, 0, 0, 0, 9, 0, 0, 82, 1, 9, 18, 14, 105, 9, 5, 3, 9, 27, 40, 23, 105
INVAR-1, Run: 038, F, 1, 0, 0, 0, 0, 0, 9, 0, 2, 86, 1, 11, 18, 15, 148, 9, 7, 1, 9, 29, 43, 24, 150
INVAR-1, Run: 039, F, 1, 0, 0, 0, 0, 0, 9, 0, 1, 83, 0, 10, 18, 20, 94, 9, 3, 5, 9, 28, 42, 29, 95
INVAR-1, Run: 040, F, 1, 0, 0, 0, 0, 0, 9, 0, 4, 90, 1, 13, 18, 20, 121, 9, 6, 2, 9, 31, 46, 29, 125
INVAR-1, Run: 041, F, 1, 0, 0, 0, 0, 0, 9, 0, 4, 90, 1, 13, 18, 22, 128, 9, 4, 4, 9, 31, 46, 31, 132
INVAR-1, Run: 042, F, 1, 0, 0, 0, 0, 0, 9, 0, 3, 87, 0, 12, 18, 16, 109, 9, 4, 4, 9, 30, 45, 25, 112
INVAR-1, Run: 043, F, 1, 0, 0, 0, 0, 0, 9, 0, 2, 86, 1, 11, 18, 16, 95, 9, 5, 3, 9, 29, 43, 25, 97
INVAR-1, Run: 044, F, 1, 0, 0, 0, 0, 0, 9, 0, 8, 98, 1, 17, 18, 25, 199, 9, 4, 4, 9, 35, 52, 34, 207
INVAR-1, Run: 045, F, 1, 0, 0, 0, 0, 0, 9, 0, 7, 95, 0, 16, 18, 19, 156, 9, 5, 3, 9, 34, 51, 28, 163
INVAR-1, Run: 046, F, 1, 0, 0, 0, 0, 0, 9, 0, 2, 86, 1, 11, 18, 19, 154, 9, 4, 4, 9, 29, 43, 28, 156
INVAR-1, Run: 047, F, 1, 0, 0, 0, 0, 0, 9, 0, 6, 94, 1, 15, 18, 23, 232, 9, 7, 1, 9, 33, 49, 32, 238
INVAR-1, Run: 048, F, 1, 0, 0, 0, 0, 0, 9, 0, 0, 82, 1, 9, 18, 11, 119, 9, 7, 1, 9, 27, 40, 20, 119
INVAR-1, Run: 049, F, 1, 0, 0, 0, 0, 0, 9, 0, 11, 103, 0, 20, 18, 25, 178, 9, 3, 5, 9, 38, 57, 34, 189
INVAR-1, Run: 050, F, 1, 0, 0, 0, 0, 0, 9, 0, 3, 87, 0, 12, 18, 6, 88, 9, 4, 4, 9, 30, 45, 15, 91
INVAR-1, Run: 051, F, 1, 0, 0, 0, 0, 0, 9, 0, 15, 111, 0, 24, 18, 20, 240, 9, 6, 2, 9, 42, 63, 29, 255
INVAR-1, Run: 052, F, 1, 0, 0, 0, 0, 0, 9, 0, 8, 98, 1, 17, 18, 15, 200, 9, 5, 3, 9, 35, 52, 24, 208
INVAR-1, Run: 053, F, 1, 0, 0, 0, 0, 0, 9, 0, 7, 95, 0, 16, 18, 20, 159, 9, 6, 2, 9, 34, 51, 29, 166
INVAR-1, Run: 054, F, 1, 0, 0, 0, 0, 0, 9, 0, 8, 98, 1, 17, 18, 22, 183, 9, 3, 5, 9, 35, 52, 31, 191
INVAR-1, Run: 055, F, 1, 0, 0, 0, 0, 0, 9, 0, 0, 82, 1, 9, 18, 11, 115, 9, 4, 4, 9, 27, 40, 20, 115
INVAR-1, Run: 056, F, 1, 0, 0, 0, 0, 0, 9, 0, 11, 103, 0, 20, 18, 11, 199, 9, 6, 2, 9, 38, 57, 20, 210
INVAR-1, Run: 057, F, 1, 0, 0, 0, 0, 0, 9, 0, 4, 90, 1, 13, 18, 13, 94, 9, 4, 4, 9, 31, 46, 22, 98
INVAR-1, Run: 058, F, 1, 0, 0, 0, 0, 0, 9, 0, 0, 82, 1, 9, 18, 10, 95, 9, 5, 3, 9, 27, 40, 19, 95
INVAR-1, Run: 059, F, 1, 0, 0, 0, 0, 0, 9, 0, 6, 94, 1, 15, 18, 16, 148, 9, 7, 1, 9, 33, 49, 25, 154
INVAR-1, Run: 060, F, 1, 0, 0, 0, 0, 0, 9, 0, 1, 83, 0, 10, 18, 17, 123, 9, 6, 2, 9, 28, 42, 26, 124
INVAR-1, Run: 061, F, 1, 0, 0, 0, 0, 0, 9, 0, 0, 82, 1, 9, 18, 20, 151, 9, 5, 3, 9, 27, 40, 29, 151
INVAR-1, Run: 062, F, 1, 0, 0, 0, 0, 0, 9, 0, 3, 87, 0, 12, 18, 20, 157, 9, 8, 0, 9, 30, 45, 29, 160
INVAR-1, Run: 063, F, 1, 0, 0, 0, 0, 0, 9, 0, 12, 106, 1, 21, 18, 24, 202, 9, 6, 2, 9, 39, 58, 33, 214
INVAR-1, Run: 064, F, 1, 0, 0, 0, 0, 0, 9, 0, 0, 82, 1, 9, 18, 6, 103, 9, 7, 1, 9, 27, 40, 15, 103
INVAR-1, Run: 065, F, 1, 0, 0, 0, 0, 0, 9, 0, 2, 86, 1, 11, 18, 11, 116, 9, 6, 2, 9, 29, 43, 20, 118
INVAR-1, Run: 066, F, 1, 0, 0, 0, 0, 0, 9, 0, 3, 87, 0, 12, 18, 13, 125, 9, 6, 2, 9, 30, 45, 22, 128
INVAR-1, Run: 067, F, 1, 0, 0, 0, 0, 0, 9, 0, 1, 83, 0, 10, 18, 10, 97, 9, 5, 3, 9, 28, 42, 19, 98
INVAR-1, Run: 068, F, 1, 0, 0, 0, 0, 0, 9, 0, 0, 82, 1, 9, 18, 5, 30, 9, 6, 2, 9, 27, 40, 14, 30
INVAR-1, Run: 069, F, 1, 0, 0, 0, 0, 0, 9, 0, 6, 94, 1, 15, 18, 22, 173, 9, 8, 0, 9, 33, 49, 31, 179
INVAR-1, Run: 070, F, 1, 0, 0, 0, 0, 0, 9, 0, 6, 94, 1, 15, 18, 23, 226, 9, 7, 1, 9, 33, 49, 32, 232
INVAR-1, Run: 071, F, 1, 0, 0, 0, 0, 0, 9, 0, 1, 83, 0, 10, 18, 7, 110, 9, 7, 1, 9, 28, 42, 16, 111
INVAR-1, Run: 072, F, 1, 0, 0, 0, 0, 0, 9, 0, 1, 83, 0, 10, 18, 12, 72, 9, 4, 4, 9, 28, 42, 21, 73
INVAR-1, Run: 073, F, 1, 0, 0, 0, 0, 0, 9, 0, 5, 91, 0, 14, 18, 11, 110, 9, 6, 2, 9, 32, 48, 20, 115
INVAR-1, Run: 074, F, 1, 0, 0, 0, 0, 0, 9, 0, 0, 82, 1, 9, 18, 14, 92, 9, 6, 2, 9, 27, 40, 23, 92
INVAR-1, Run: 075, F, 1, 0, 0, 0, 0, 0, 9, 0, 1, 83, 0, 10, 18, 6, 87, 9, 6, 2, 9, 28, 42, 15, 88
INVAR-1, Run: 076, F, 1, 0, 0, 0, 0, 0, 9, 0, 10, 102, 1, 19, 18, 12, 188, 9, 7, 1, 9, 37, 55, 21, 198
INVAR-1, Run: 077, F, 1, 0, 0, 0, 0, 0, 9, 0, 1, 83, 0, 10, 18, 11, 102, 9, 4, 4, 9, 28, 42, 20, 103
INVAR-1, Run: 078, F, 1, 0, 0, 0, 0, 0, 9, 0, 5, 91, 0, 14, 18, 18, 200, 9, 5, 3, 9, 32, 48, 27, 205
INVAR-1, Run: 079, F, 1, 0, 0, 0, 0, 0, 9, 0, 5, 91, 0, 14, 18, 12, 103, 9, 6, 2, 9, 32, 48, 21, 108
INVAR-1, Run: 080, F, 1, 0, 0, 0, 0, 0, 9, 0, 7, 95, 0, 16, 18, 18, 73, 9, 4, 4, 9, 34, 51, 27, 80
INVAR-1, Run: 081, F, 1, 0, 0, 0, 0, 0, 9, 0, 6, 94, 1, 15, 18, 19, 144, 9, 8, 0, 9, 33, 49, 28, 150
INVAR-1, Run: 082, F, 1, 0, 0, 0, 0, 0, 9, 0, 3, 87, 0, 12, 18, 16, 73, 9, 6, 2, 9, 30, 45, 25, 76
INVAR-1, Run: 083, F, 1, 0, 0, 0, 0, 0, 9, 0, 0, 82, 1, 9, 18, 6, 47, 9, 5, 3, 9, 27, 40, 15, 47
INVAR-1, Run: 084, F, 1, 0, 0, 0, 0, 0, 9, 0, 6, 94, 1, 15, 18, 20, 94, 9, 5, 3, 9, 33, 49, 29, 100
INVAR-1, Run: 085, F, 1, 0, 0, 0, 0, 0, 9, 0, 2, 86, 1, 11, 18, 12, 162, 9, 6, 2, 9, 29, 43, 21, 164
INVAR-1, Run: 086, F, 1, 0, 0, 0, 0, 0, 9, 0, 4, 90, 1, 13, 18, 7, 133, 9, 6, 2, 9, 31, 46, 16, 137
INVAR-1, Run: 087, F, 1, 0, 0, 0, 0, 0, 9, 0, 6, 94, 1, 15, 18, 21, 182, 9, 7, 1, 9, 33, 49, 30, 188
INVAR-1, Run: 088, F, 1, 0, 0, 0, 0, 0, 9, 0, 1, 83, 0, 10, 18, 14, 128, 9, 6, 2, 9, 28, 42, 23, 129
INVAR-1, Run: 089, F, 1, 0, 0, 0, 0, 0, 9, 0, 11, 103, 0, 20, 18, 31, 223, 9, 4, 4, 9, 38, 57, 40, 234
INVAR-1, Run: 090, F, 1, 0, 0, 0, 0, 0, 9, 0, 3, 87, 0, 12, 18, 9, 101, 9, 7, 1, 9, 30, 45, 18, 104
INVAR-1, Run: 091, F, 1, 0, 0, 0, 0, 0, 9, 0, 8, 98, 1, 17, 18, 19, 226, 9, 5, 3, 9, 35, 52, 28, 234
INVAR-1, Run: 092, F, 1, 0, 0, 0, 0, 0, 9, 0, 2, 86, 1, 11, 18, 26, 158, 9, 4, 4, 9, 29, 43, 35, 160
INVAR-1, Run: 093, F, 1, 0, 0, 0, 0, 0, 9, 0, 3, 87, 0, 12, 18, 7, 138, 9, 7, 1, 9, 30, 45, 16, 141
INVAR-1, Run: 094, F, 1, 0, 0, 0, 0, 0, 9, 0, 3, 87, 0, 12, 18, 20, 114, 9, 6, 2, 9, 30, 45, 29, 117
INVAR-1, Run: 095, F, 1, 0, 0, 0, 0, 0, 9, 0, 8, 98, 1, 17, 18, 17, 156, 9, 6, 2, 9, 35, 52, 26, 164
INVAR-1, Run: 096, F, 1, 0, 0, 0, 0, 0, 9, 0, 16, 114, 1, 25, 18, 29, 408, 9, 5, 3, 9, 43, 64, 38, 424
INVAR-1, Run: 097, F, 1, 0, 0, 0, 0, 0, 9, 0, 1, 83, 0, 10, 18, 13, 57, 9, 2, 6, 9, 28, 42, 22, 58
INVAR-1, Run: 098, F, 1, 0, 0, 0, 0, 0, 9, 0, 0, 82, 1, 9, 18, 17, 107, 9, 4, 4, 9, 27, 40, 26, 107
INVAR-1, Run: 099, F, 1, 0, 0, 0, 0, 0, 9, 0, 6, 94, 1, 15, 18, 9, 133, 9, 7, 1, 9, 33, 49, 18, 139
INVAR-1, Run: 100, F, 1, 0, 0, 0, 0, 0, 9, 0, 5, 91, 0, 14, 18, 12, 78, 9, 6, 2, 9, 32, 48, 21, 83
INVAR-10, Run: 001, F, 1, 0, 0, 0, 0, 0, 100, 0, 0, 900, 0, 100, 200, 841, 5336, 100, 54, 45, 100, 300, 450, 941, 5336
INVAR-10, Run: 002, F, 1, 0, 0, 0, 0, 0, 100, 0, 1, 903, 1, 101, 200, 749, 5519, 100, 61, 38, 100, 301, 451, 849, 5520
INVAR-10, Run: 003, F, 1, 0, 0, 0, 0, 0, 100, 0, 0, 900, 0, 100, 200, 733, 5565, 100, 56, 43, 100, 300, 450, 833, 5565
INVAR-10, Run: 004, F, 1, 0, 0, 0, 0, 0, 100, 0, 14, 928, 0, 114, 200, 854, 7688, 100, 69, 30, 100, 314, 471, 954, 7702
INVAR-10, Run: 005, F, 1, 0, 0, 0, 0, 0, 100, 0, 0, 900, 0, 100, 200, 686, 4707, 100, 64, 35, 100, 300, 450, 786, 4707
INVAR-10, Run: 006, F, 1, 0, 0, 0, 0, 0, 100, 0, 6, 912, 0, 106, 200, 936, 6412, 100, 53, 46, 100, 306, 459, 1036, 6418
INVAR-10, Run: 007, F, 1, 0, 0, 0, 0, 0, 100, 0, 0, 900, 0, 100, 200, 733, 5265, 100, 52, 47, 100, 300, 450, 833, 5265
INVAR-10, Run: 008, F, 1, 0, 0, 0, 0, 0, 100, 0, 1, 903, 1, 101, 200, 758, 5554, 100, 57, 42, 100, 301, 451, 858, 5555
INVAR-10, Run: 009, F, 1, 0, 0, 0, 0, 0, 100, 0, 0, 900, 0, 100, 200, 667, 4476, 100, 58, 41, 100, 300, 450, 767, 4476
INVAR-10, Run: 010, F, 1, 0, 0, 0, 0, 0, 100, 0, 0, 900, 0, 100, 200, 692, 4881, 100, 54, 45, 100, 300, 450, 792, 4881
INVAR-10, Run: 011, F, 1, 0, 0, 0, 0, 0, 100, 0, 9, 919, 1, 109, 200, 834, 6942, 100, 66, 33, 100, 309, 463, 934, 6951
INVAR-10, Run: 012, F, 1, 0, 0, 0, 0, 0, 100, 0, 17, 935, 1, 117, 200, 880, 5917, 100, 64, 35, 100, 317, 475, 980, 5934
INVAR-10, Run: 013, F, 1, 0, 0, 0, 0, 0, 100, 0, 3, 907, 1, 103, 200, 714, 5309, 100, 50, 49, 100, 303, 454, 814, 5312
INVAR-10, Run: 014, F, 1, 0, 0, 0, 0, 0, 100, 0, 4, 908, 0, 104, 200, 730, 6374, 100, 64, 35, 100, 304, 456, 830, 6378
INVAR-10, Run: 015, F, 1, 0, 0, 0, 0, 0, 100, 0, 0, 900, 0, 100, 200, 782, 5041, 100, 59, 40, 100, 300, 450, 882, 5041
INVAR-10, Run: 016, F, 1, 0, 0, 0, 0, 0, 100, 0, 10, 920, 0, 110, 200, 771, 5945, 100, 61, 38, 100, 310, 465, 871, 5955
INVAR-10, Run: 017, F, 1, 0, 0, 0, 0, 0, 100, 0, 1, 903, 1, 101, 200, 656, 5379, 100, 60, 39, 100, 301, 451, 756, 5380
INVAR-10, Run: 018, F, 1, 0, 0, 0, 0, 0, 100, 0, 0, 900, 0, 100, 200, 654, 4825, 100, 63, 36, 100, 300, 450, 754, 4825
INVAR-10, Run: 019, F, 1, 0, 0, 0, 0, 0, 100, 0, 15, 931, 1, 115, 200, 958, 6780, 100, 63, 36, 100, 315, 472, 1058, 6795
INVAR-10, Run: 020, F, 1, 0, 0, 0, 0, 0, 100, 0, 11, 923, 1, 111, 200, 689, 6727, 100, 72, 27, 100, 311, 466, 789, 6738
INVAR-10, Run: 021, F, 1, 0, 0, 0, 0, 0, 100, 0, 0, 900, 0, 100, 200, 734, 6495, 100, 60, 39, 100, 300, 450, 834, 6495
INVAR-10, Run: 022, F, 1, 0, 0, 0, 0, 0, 100, 0, 0, 900, 0, 100, 200, 509, 4575, 100, 70, 29, 100, 300, 450, 609, 4575
INVAR-10, Run: 023, F, 1, 0, 0, 0, 0, 0, 100, 0, 18, 936, 0, 118, 200, 858, 6738, 100, 64, 35, 100, 318, 477, 958, 6756
INVAR-10, Run: 024, F, 1, 0, 0, 0, 0, 0, 100, 0, 2, 904, 0, 102, 200, 751, 5416, 100, 65, 34, 100, 302, 453, 851, 5418
INVAR-10, Run: 025, F, 1, 0, 0, 0, 0, 0, 100, 0, 3, 907, 1, 103, 200, 680, 5308, 100, 69, 30, 100, 303, 454, 780, 5311
INVAR-10, Run: 026, F, 1, 0, 0, 0, 0, 0, 100, 0, 6, 912, 0, 106, 200, 754, 5537, 100, 65, 34, 100, 306, 459, 854, 5543
INVAR-10, Run: 027, F, 1, 0, 0, 0, 0, 0, 100, 0, 0, 900, 0, 100, 200, 803, 5662, 100, 66, 33, 100, 300, 450, 903, 5662
INVAR-10, Run: 028, F, 1, 0, 0, 0, 0, 0, 100, 0, 0, 900, 0, 100, 200, 629, 4971, 100, 61, 38, 100, 300, 450, 729, 4971
INVAR-10, Run: 029, F, 1, 0, 0, 0, 0, 0, 100, 0, 0, 900, 0, 100, 200, 766, 4868, 100, 68, 31, 100, 300, 450, 866, 4868
INVAR-10, Run: 030, F, 1, 0, 0, 0, 0, 0, 100, 0, 0, 900, 0, 100, 200, 729, 4949, 100, 53, 46, 100, 300, 450, 829, 4949
INVAR-10, Run: 031, F, 1, 0, 0, 0, 0, 0, 100, 0, 0, 900, 0, 100, 200, 590, 5221, 100, 74, 25, 100, 300, 450, 690, 5221
INVAR-10, Run: 032, F, 1, 0, 0, 0, 0, 0, 100, 0, 7, 915, 1, 107, 200, 854, 6103, 100, 60, 39, 100, 307, 460, 954, 6110
INVAR-10, Run: 033, F, 1, 0, 0, 0, 0, 0, 100, 0, 0, 900, 0, 100, 200, 718, 7433, 100, 61, 38, 100, 300, 450, 818, 7433
INVAR-10, Run: 034, F, 1, 0, 0, 0, 0, 0, 100, 0, 0, 900, 0, 100, 200, 773, 5863, 100, 69, 30, 100, 300, 450, 873, 5863
INVAR-10, Run: 035, F, 1, 0, 0, 0, 0, 0, 100, 0, 5, 911, 1, 105, 200, 803, 6438, 100, 57, 42, 100, 305, 457, 903, 6443
INVAR-10, Run: 036, F, 1, 0, 0, 0, 0, 0, 100, 0, 0, 900, 0, 100, 200, 694, 5079, 100, 63, 36, 100, 300, 450, 794, 5079
INVAR-10, Run: 037, F, 1, 0, 0, 0, 0, 0, 100, 0, 2, 904, 0, 102, 200, 902, 5782, 100, 68, 31, 100, 302, 453, 1002, 5784
INVAR-10, Run: 038, F, 1, 0, 0, 0, 0, 0, 100, 0, 5, 911, 1, 105, 200, 819, 6600, 100, 61, 38, 100, 305, 457, 919, 6605
INVAR-10, Run: 039, F, 1, 0, 0, 0, 0, 0, 100, 0, 17, 935, 1, 117, 200, 935, 6288, 100, 60, 39, 100, 317, 475, 1035, 6305
INVAR-10, Run: 040, F, 1, 0, 0, 0, 0, 0, 100, 0, 0, 900, 0, 100, 200, 667, 5301, 100, 66, 33, 100, 300, 450, 767, 5301
INVAR-10, Run: 041, F, 1, 0, 0, 0, 0, 0, 100, 0, 1, 903, 1, 101, 200, 862, 5981, 100, 59, 40, 100, 301, 451, 962, 5982
INVAR-10, Run: 042, F, 1, 0, 0, 0, 0, 0, 100, 0, 8, 916, 0, 108, 200, 838, 7252, 100, 59, 40, 100, 308, 462, 938, 7260
INVAR-10, Run: 043, F, 1, 0, 0, 0, 0, 0, 100, 0, 0, 900, 0, 100, 200, 704, 4120, 100, 52, 47, 100, 300, 450, 804, 4120
INVAR-10, Run: 044, F, 1, 0, 0, 0, 0, 0, 100, 0, 0, 900, 0, 100, 200, 888, 5164, 100, 68, 31, 100, 300, 450, 988, 5164
INVAR-10, Run: 045, F, 1, 0, 0, 0, 0, 0, 100, 0, 0, 900, 0, 100, 200, 703, 5885, 100, 67, 32, 100, 300, 450, 803, 5885
INVAR-10, Run: 046, F, 1, 0, 0, 0, 0, 0, 100, 0, 0, 900, 0, 100, 200, 795, 5838, 100, 62, 37, 100, 300, 450, 895, 5838
INVAR-10, Run: 047, F, 1, 0, 0, 0, 0, 0, 100, 0, 0, 900, 0, 100, 200, 639, 5786, 100, 61, 38, 100, 300, 450, 739, 5786
INVAR-10, Run: 048, F, 1, 0, 0, 0, 0, 0, 100, 0, 12, 924, 0, 112, 200, 888, 6105, 100, 53, 46, 100, 312, 468, 988, 6117
INVAR-10, Run: 049, F, 1, 0, 0, 0, 0, 0, 100, 0, 7, 915, 1, 107, 200, 620, 5937, 100, 67, 32, 100, 307, 460, 720, 5944
INVAR-10, Run: 050, F, 1, 0, 0, 0, 0, 0, 100, 0, 6, 912, 0, 106, 200, 824, 5594, 100, 57, 42, 100, 306, 459, 924, 5600
INVAR-10, Run: 051, F, 1, 0, 0, 0, 0, 0, 100, 0, 0, 900, 0, 100, 200, 776, 5175, 100, 59, 40, 100, 300, 450, 876, 5175
INVAR-10, Run: 052, F, 1, 0, 0, 0, 0, 0, 100, 0, 12, 924, 0, 112, 200, 886, 6650, 100, 64, 35, 100, 312, 468, 986, 6662
INVAR-10, Run: 053, F, 1, 0, 0, 0, 0, 0, 100, 0, 0, 900, 0, 100, 200, 760, 5388, 100, 66, 33, 100, 300, 450, 860, 5388
INVAR-10, Run: 054, F, 1, 0, 0, 0, 0, 0, 100, 0, 0, 900, 0, 100, 200, 673, 5724, 100, 59, 40, 100, 300, 450, 773, 5724
INVAR-10, Run: 055, F, 1, 0, 0, 0, 0, 0, 100, 0, 8, 916, 0, 108, 200, 852, 6536, 100, 68, 31, 100, 308, 462, 952, 6544
INVAR-10, Run: 056, F, 1, 0, 0, 0, 0, 0, 100, 0, 4, 908, 0, 104, 200, 782, 5672, 100, 60, 39, 100, 304, 456, 882, 5676
INVAR-10, Run: 057, F, 1, 0, 0, 0, 0, 0, 100, 0, 4, 908, 0, 104, 200, 855, 6139, 100, 67, 32, 100, 304, 456, 955, 6143
INVAR-10, Run: 058, F, 1, 0, 0, 0, 0, 0, 100, 0, 4, 908, 0, 104, 200, 675, 6566, 100, 66, 33, 100, 304, 456, 775, 6570
INVAR-10, Run: 059, F, 1, 0, 0, 0, 0, 0, 100, 0, 0, 900, 0, 100, 200, 628, 4813, 100, 63, 36, 100, 300, 450, 728, 4813
INVAR-10, Run: 060, F, 1, 0, 0, 0, 0, 0, 100, 0, 3, 907, 1, 103, 200, 762, 5782, 100, 68, 31, 100, 303, 454, 862, 5785
INVAR-10, Run: 061, F, 1, 0, 0, 0, 0, 0, 100, 0, 7, 915, 1, 107, 200, 747, 6722, 100, 67, 32, 100, 307, 460, 847, 6729
INVAR-10, Run: 062, F, 1, 0, 0, 0, 0, 0, 100, 0, 7, 915, 1, 107, 200, 755, 6734, 100, 63, 36, 100, 307, 460, 855, 6741
