Input Number, Run_Number, Result@ 100, H, CO, M, X1, PO, CE, Y, D, PE, A, B, NEW_REACTION, Reaction1, Reaction10, Reaction11, Reaction2, Reaction3, Reaction4, Reaction5, Reaction6, Reaction7, Reaction8, Reaction9
INVAR-1, Run: 018, F, 0, 0, 0, 0, 0, 7, 3, 0, 1, 70, 0, 4, 18, 8, 119, 9, 8, 0, 7, 22, 33, 15, 115
INVAR-1, Run: 019, F, 0, 0, 0, 0, 0, 6, 0, 0, 1, 78, 0, 6, 18, 7, 86, 9, 7, 1, 6, 24, 36, 13, 80
INVAR-1, Run: 020, F, 0, 0, 0, 0, 0, 7, 3, 0, 1, 70, 0, 4, 18, 11, 58, 9, 3, 5, 7, 22, 33, 18, 54
INVAR-1, Run: 021, F, 0, 0, 0, 0, 0, 6, 0, 0, 1, 78, 0, 6, 18, 8, 128, 9, 7, 1, 6, 24, 36, 14, 122
INVAR-1, Run: 022, F, 0, 0, 0, 0, 0, 6, 0, 0, 1, 78, 0, 6, 18, 14, 98, 9, 5, 3, 6, 24, 36, 20, 92
INVAR-1, Run: 023, F, 0, 0, 0, 0, 0, 7, 3, 0, 1, 70, 0, 4, 18, 7, 119, 9, 5, 3, 7, 22, 33, 14, 115
INVAR-1, Run: 024, F, 0, 0, 0, 0, 0, 6, 0, 0, 1, 78, 0, 6, 18, 11, 118, 9, 5, 3, 6, 24, 36, 17, 112
INVAR-1, Run: 025, F, 0, 3, 0, 0, 0, 5, 0, 0, 1, 83, 0, 8, 18, 12, 175, 9, 5, 3, 5, 26, 39, 17, 170
INVAR-1, Run: 026, F, 0, 0, 0, 0, 0, 7, 3, 0, 1, 70, 0, 4, 18, 16, 180, 9, 5, 3, 7, 22, 33, 23, 176
INVAR-1, Run: 027, F, 0, 0, 0, 0, 0, 6, 0, 0, 1, 78, 0, 6, 18, 5, 103, 9, 6, 2, 6, 24, 36, 11, 97
INVAR-1, Run: 028, F, 0, 0, 0, 0, 0, 6, 0, 0, 1, 78, 0, 6, 18, 9, 112, 9, 4, 4, 6, 24, 36, 15, 106
INVAR-1, Run: 029, F, 0, 3, 0, 0, 0, 5, 0, 0, 1, 83, 0, 8, 18, 4, 163, 9, 4, 4, 5, 26, 39, 9, 158
INVAR-1, Run: 030, F, 0, 3, 0, 0, 0, 5, 0, 0, 1, 83, 0, 8, 18, 14, 158, 9, 7, 1, 5, 26, 39, 19, 153
INVAR-1, Run: 031, F, 0, 0, 0, 0, 0, 7, 3, 0, 1, 70, 0, 4, 18, 5, 119, 9, 5, 3, 7, 22, 33, 12, 115
INVAR-1, Run: 032, F, 0, 0, 0, 0, 0, 8, 6, 0, 1, 62, 0, 2, 18, 17, 100, 9, 3, 5, 8, 20, 30, 25, 98
INVAR-1, Run: 033, F, 0, 3, 0, 0, 0, 5, 0, 0, 1, 83, 0, 8, 18, 15, 124, 9, 7, 1, 5, 26, 39, 20, 119
INVAR-1, Run: 034, F, 0, 0, 0, 0, 0, 7, 3, 0, 1, 70, 0, 4, 18, 13, 189, 9, 6, 2, 7, 22, 33, 20, 185
INVAR-1, Run: 035, F, 0, 0, 0, 0, 0, 7, 3, 0, 1, 70, 0, 4, 18, 14, 163, 9, 5, 3, 7, 22, 33, 21, 159
INVAR-1, Run: 036, F, 0, 0, 0, 0, 0, 6, 0, 0, 1, 78, 0, 6, 18, 14, 167, 9, 3, 5, 6, 24, 36, 20, 161
INVAR-1, Run: 037, F, 0, 0, 0, 0, 0, 6, 0, 0, 1, 78, 0, 6, 18, 13, 123, 9, 4, 4, 6, 24, 36, 19, 117
INVAR-1, Run: 038, F, 0, 0, 0, 0, 0, 7, 3, 0, 1, 70, 0, 4, 18, 16, 135, 9, 5, 3, 7, 22, 33, 23, 131
INVAR-1, Run: 039, F, 0, 0, 0, 0, 0, 6, 0, 0, 1, 78, 0, 6, 18, 18, 184, 9, 3, 5, 6, 24, 36, 24, 178
INVAR-1, Run: 040, F, 0, 0, 0, 0, 0, 8, 6, 0, 1, 62, 0, 2, 18, 14, 87, 9, 5, 3, 8, 20, 30, 22, 85
INVAR-1, Run: 041, F, 0, 0, 0, 0, 0, 7, 3, 0, 1, 70, 0, 4, 18, 12, 90, 9, 4, 4, 7, 22, 33, 19, 86
INVAR-1, Run: 042, F, 0, 0, 0, 0, 0, 6, 0, 0, 1, 78, 0, 6, 18, 14, 153, 9, 5, 3, 6, 24, 36, 20, 147
INVAR-1, Run: 043, F, 0, 6, 0, 0, 0, 4, 0, 0, 1, 88, 0, 10, 18, 4, 189, 9, 6, 2, 4, 28, 42, 8, 185
INVAR-1, Run: 044, F, 0, 3, 0, 0, 0, 5, 0, 0, 1, 83, 0, 8, 18, 14, 206, 9, 7, 1, 5, 26, 39, 19, 201
INVAR-1, Run: 045, F, 0, 3, 0, 0, 0, 5, 0, 0, 1, 83, 0, 8, 18, 10, 146, 9, 7, 1, 5, 26, 39, 15, 141
INVAR-1, Run: 046, F, 0, 0, 0, 0, 0, 7, 3, 0, 1, 70, 0, 4, 18, 11, 61, 9, 7, 1, 7, 22, 33, 18, 57
INVAR-1, Run: 047, F, 0, 0, 0, 0, 0, 6, 0, 0, 1, 78, 0, 6, 18, 11, 198, 9, 5, 3, 6, 24, 36, 17, 192
INVAR-1, Run: 048, F, 0, 0, 0, 0, 0, 7, 3, 0, 1, 70, 0, 4, 18, 5, 54, 9, 6, 2, 7, 22, 33, 12, 50
INVAR-1, Run: 049, F, 0, 0, 0, 0, 0, 6, 0, 0, 1, 78, 0, 6, 18, 9, 75, 9, 4, 4, 6, 24, 36, 15, 69
INVAR-1, Run: 050, F, 0, 0, 0, 0, 0, 6, 0, 0, 1, 78, 0, 6, 18, 7, 130, 9, 7, 1, 6, 24, 36, 13, 124
INVAR-1, Run: 051, F, 0, 0, 0, 0, 0, 7, 3, 0, 1, 70, 0, 4, 18, 13, 98, 9, 3, 5, 7, 22, 33, 20, 94
INVAR-1, Run: 052, F, 0, 0, 0, 0, 0, 6, 0, 0, 1, 78, 0, 6, 18, 6, 176, 9, 5, 3, 6, 24, 36, 12, 170
INVAR-1, Run: 053, F, 0, 0, 0, 0, 0, 8, 6, 0, 1, 62, 0, 2, 18, 8, 136, 9, 5, 3, 8, 20, 30, 16, 134
INVAR-1, Run: 054, F, 0, 9, 0, 0, 0, 3, 0, 0, 1, 93, 0, 12, 18, 5, 139, 9, 4, 4, 3, 30, 45, 8, 136
INVAR-1, Run: 055, F, 0, 0, 0, 0, 0, 6, 0, 0, 1, 78, 0, 6, 18, 14, 171, 9, 5, 3, 6, 24, 36, 20, 165
INVAR-1, Run: 056, F, 0, 9, 0, 0, 0, 3, 0, 0, 1, 93, 0, 12, 18, 6, 144, 9, 7, 1, 3, 30, 45, 9, 141
INVAR-1, Run: 057, F, 0, 0, 0, 0, 0, 6, 0, 0, 1, 78, 0, 6, 18, 10, 93, 9, 4, 4, 6, 24, 36, 16, 87
INVAR-1, Run: 058, F, 0, 0, 0, 0, 0, 7, 3, 0, 1, 70, 0, 4, 18, 12, 95, 9, 8, 0, 7, 22, 33, 19, 91
INVAR-1, Run: 059, F, 0, 0, 0, 0, 0, 6, 0, 0, 1, 78, 0, 6, 18, 8, 148, 9, 5, 3, 6, 24, 36, 14, 142
INVAR-1, Run: 060, F, 0, 0, 0, 0, 0, 6, 0, 0, 1, 78, 0, 6, 18, 3, 124, 9, 6, 2, 6, 24, 36, 9, 118
INVAR-1, Run: 061, F, 0, 0, 0, 0, 0, 6, 0, 0, 1, 78, 0, 6, 18, 4, 113, 9, 6, 2, 6, 24, 36, 10, 107
INVAR-1, Run: 062, F, 0, 0, 0, 0, 0, 7, 3, 0, 1, 70, 0, 4, 18, 17, 122, 9, 7, 1, 7, 22, 33, 24, 118
INVAR-1, Run: 063, F, 0, 0, 0, 0, 0, 7, 3, 0, 1, 70, 0, 4, 18, 19, 140, 9, 3, 5, 7, 22, 33, 26, 136
INVAR-1, Run: 064, F, 0, 0, 0, 0, 0, 6, 0, 0, 1, 78, 0, 6, 18, 11, 133, 9, 5, 3, 6, 24, 36, 17, 127
INVAR-1, Run: 065, F, 0, 3, 0, 0, 0, 5, 0, 0, 1, 83, 0, 8, 18, 10, 123, 9, 4, 4, 5, 26, 39, 15, 118
INVAR-1, Run: 066, F, 0, 0, 0, 0, 0, 7, 3, 0, 1, 70, 0, 4, 18, 9, 82, 9, 4, 4, 7, 22, 33, 16, 78
INVAR-1, Run: 067, F, 0, 6, 0, 0, 0, 4, 0, 0, 1, 88, 0, 10, 18, 17, 196, 9, 7, 1, 4, 28, 42, 21, 192
INVAR-1, Run: 068, F, 0, 0, 0, 0, 0, 6, 0, 0, 1, 78, 0, 6, 18, 10, 145, 9, 5, 3, 6, 24, 36, 16, 139
INVAR-1, Run: 069, F, 0, 0, 0, 0, 0, 7, 3, 0, 1, 70, 0, 4, 18, 16, 173, 9, 4, 4, 7, 22, 33, 23, 169
INVAR-1, Run: 070, F, 0, 0, 0, 0, 0, 6, 0, 0, 1, 78, 0, 6, 18, 12, 121, 9, 6, 2, 6, 24, 36, 18, 115
INVAR-1, Run: 071, F, 0, 0, 0, 0, 0, 6, 0, 0, 1, 78, 0, 6, 18, 12, 123, 9, 6, 2, 6, 24, 36, 18, 117
INVAR-1, Run: 072, F, 0, 0, 0, 0, 0, 7, 3, 0, 1, 70, 0, 4, 18, 10, 87, 9, 4, 4, 7, 22, 33, 17, 83
INVAR-1, Run: 073, F, 0, 0, 0, 0, 0, 7, 3, 0, 1, 70, 0, 4, 18, 7, 81, 9, 6, 2, 7, 22, 33, 14, 77
INVAR-1, Run: 074, F, 0, 0, 0, 0, 0, 6, 0, 0, 1, 78, 0, 6, 18, 24, 139, 9, 6, 2, 6, 24, 36, 30, 133
INVAR-1, Run: 075, F, 0, 0, 0, 0, 0, 7, 3, 0, 1, 70, 0, 4, 18, 11, 109, 9, 5, 3, 7, 22, 33, 18, 105
INVAR-1, Run: 076, F, 0, 0, 0, 0, 0, 6, 0, 0, 1, 78, 0, 6, 18, 10, 176, 9, 7, 1, 6, 24, 36, 16, 170
INVAR-1, Run: 077, F, 0, 3, 0, 0, 0, 5, 0, 0, 1, 83, 0, 8, 18, 17, 264, 9, 6, 2, 5, 26, 39, 22, 259
INVAR-1, Run: 078, F, 0, 0, 0, 0, 0, 8, 6, 0, 1, 62, 0, 2, 18, 27, 176, 9, 5, 3, 8, 20, 30, 35, 174
INVAR-1, Run: 079, F, 0, 6, 0, 0, 0, 4, 0, 0, 1, 88, 0, 10, 18, 7, 337, 9, 6, 2, 4, 28, 42, 11, 333
INVAR-1, Run: 080, F, 0, 0, 0, 0, 0, 6, 0, 0, 1, 78, 0, 6, 18, 6, 70, 9, 4, 4, 6, 24, 36, 12, 64
INVAR-1, Run: 081, F, 0, 0, 0, 0, 0, 6, 0, 0, 1, 78, 0, 6, 18, 10, 146, 9, 3, 5, 6, 24, 36, 16, 140
INVAR-1, Run: 082, F, 0, 0, 0, 0, 0, 6, 0, 0, 1, 78, 0, 6, 18, 9, 152, 9, 6, 2, 6, 24, 36, 15, 146
INVAR-1, Run: 083, F, 0, 0, 0, 0, 0, 6, 0, 0, 1, 78, 0, 6, 18, 14, 169, 9, 6, 2, 6, 24, 36, 20, 163
INVAR-1, Run: 084, F, 0, 0, 0, 0, 0, 7, 3, 0, 1, 70, 0, 4, 18, 9, 110, 9, 6, 2, 7, 22, 33, 16, 106
INVAR-1, Run: 085, F, 0, 0, 0, 0, 0, 6, 0, 0, 1, 78, 0, 6, 18, 17, 115, 9, 6, 2, 6, 24, 36, 23, 109
INVAR-1, Run: 086, P, 0, 0, 0, 0, 0, 9, 9, 0, 1, 54, 0, 0, 18, 18, 107, 9, 3, 5, 9, 18, 27, 27, 107
INVAR-1, Run: 087, F, 0, 0, 0, 0, 0, 6, 0, 0, 1, 78, 0, 6, 18, 15, 120, 9, 6, 2, 6, 24, 36, 21, 114
INVAR-1, Run: 088, F, 0, 0, 0, 0, 0, 6, 0, 0, 1, 78, 0, 6, 18, 18, 160, 9, 4, 4, 6, 24, 36, 24, 154
INVAR-1, Run: 089, F, 0, 0, 0, 0, 0, 8, 6, 0, 1, 62, 0, 2, 18, 14, 87, 9, 5, 3, 8, 20, 30, 22, 85
INVAR-1, Run: 090, F, 0, 3, 0, 0, 0, 5, 0, 0, 1, 83, 0, 8, 18, 9, 214, 9, 5, 3, 5, 26, 39, 14, 209
INVAR-1, Run: 091, F, 0, 0, 0, 0, 0, 6, 0, 0, 1, 78, 0, 6, 18, 10, 141, 9, 4, 4, 6, 24, 36, 16, 135
INVAR-1, Run: 092, F, 0, 0, 0, 0, 0, 7, 3, 0, 1, 70, 0, 4, 18, 8, 58, 9, 6, 2, 7, 22, 33, 15, 54
INVAR-1, Run: 093, F, 0, 0, 0, 0, 0, 6, 0, 0, 1, 78, 0, 6, 18, 0, 39, 9, 4, 4, 6, 24, 36, 6, 33
INVAR-1, Run: 094, F, 0, 0, 0, 0, 0, 6, 0, 0, 1, 78, 0, 6, 18, 12, 131, 9, 6, 2, 6, 24, 36, 18, 125
INVAR-1, Run: 095, F, 0, 0, 0, 0, 0, 6, 0, 0, 1, 78, 0, 6, 18, 5, 34, 9, 2, 6, 6, 24, 36, 11, 28
INVAR-1, Run: 096, F, 0, 3, 0, 0, 0, 5, 0, 0, 1, 83, 0, 8, 18, 7, 96, 9, 5, 3, 5, 26, 39, 12, 91
INVAR-1, Run: 097, F, 0, 0, 0, 0, 0, 7, 3, 0, 1, 70, 0, 4, 18, 11, 97, 9, 6, 2, 7, 22, 33, 18, 93
INVAR-1, Run: 098, F, 0, 0, 0, 0, 0, 8, 6, 0, 1, 62, 0, 2, 18, 22, 122, 9, 7, 1, 8, 20, 30, 30, 120
INVAR-1, Run: 099, F, 0, 0, 0, 0, 0, 7, 3, 0, 1, 70, 0, 4, 18, 12, 100, 9, 6, 2, 7, 22, 33, 19, 96
INVAR-1, Run: 100, F, 0, 3, 0, 0, 0, 5, 0, 0, 1, 83, 0, 8, 18, 5, 84, 9, 3, 5, 5, 26, 39, 10, 79
INVAR-10, Run: 001, F, 0, 0, 0, 0, 0, 89, 67, 0, 1, 688, 0, 22, 200, 639, 5674, 100, 60, 39, 89, 222, 333, 728, 5652
INVAR-10, Run: 002, F, 0, 0, 0, 0, 0, 94, 82, 0, 1, 648, 0, 12, 200, 814, 4699, 100, 64, 35, 94, 212, 318, 908, 4687
INVAR-10, Run: 003, F, 0, 0, 0, 0, 0, 89, 67, 0, 1, 688, 0, 22, 200, 728, 5204, 100, 74, 25, 89, 222, 333, 817, 5182
INVAR-10, Run: 004, F, 0, 0, 0, 0, 0, 91, 73, 0, 1, 672, 0, 18, 200, 902, 5164, 100, 55, 44, 91, 218, 327, 993, 5146
INVAR-10, Run: 005, F, 0, 0, 0, 0, 0, 88, 64, 0, 1, 696, 0, 24, 200, 815, 5633, 100, 64, 35, 88, 224, 336, 903, 5609
INVAR-10, Run: 006, F, 0, 0, 0, 0, 0, 89, 67, 0, 1, 688, 0, 22, 200, 662, 4768, 100, 58, 41, 89, 222, 333, 751, 4746
INVAR-10, Run: 007, F, 0, 0, 0, 0, 0, 93, 79, 0, 1, 656, 0, 14, 200, 655, 4799, 100, 64, 35, 93, 214, 321, 748, 4785
INVAR-10, Run: 008, F, 0, 0, 0, 0, 0, 91, 73, 0, 1, 672, 0, 18, 200, 738, 5514, 100, 70, 29, 91, 218, 327, 829, 5496
INVAR-10, Run: 009, F, 0, 0, 0, 0, 0, 90, 70, 0, 1, 680, 0, 20, 200, 721, 5524, 100, 61, 38, 90, 220, 330, 811, 5504
INVAR-10, Run: 010, F, 0, 0, 0, 0, 0, 90, 70, 0, 1, 680, 0, 20, 200, 673, 5659, 100, 64, 35, 90, 220, 330, 763, 5639
INVAR-10, Run: 011, F, 0, 0, 0, 0, 0, 89, 67, 0, 1, 688, 0, 22, 200, 686, 4192, 100, 59, 40, 89, 222, 333, 775, 4170
INVAR-10, Run: 012, F, 0, 0, 0, 0, 0, 88, 64, 0, 1, 696, 0, 24, 200, 743, 5987, 100, 58, 41, 88, 224, 336, 831, 5963
INVAR-10, Run: 013, F, 0, 0, 0, 0, 0, 88, 64, 0, 1, 696, 0, 24, 200, 908, 5828, 100, 59, 40, 88, 224, 336, 996, 5804
INVAR-10, Run: 014, F, 0, 0, 0, 0, 0, 88, 64, 0, 1, 696, 0, 24, 200, 671, 4907, 100, 48, 51, 88, 224, 336, 759, 4883
INVAR-10, Run: 015, F, 0, 0, 0, 0, 0, 89, 67, 0, 1, 688, 0, 22, 200, 737, 4816, 100, 65, 34, 89, 222, 333, 826, 4794
INVAR-10, Run: 016, F, 0, 0, 0, 0, 0, 92, 76, 0, 1, 664, 0, 16, 200, 661, 3874, 100, 58, 41, 92, 216, 324, 753, 3858
INVAR-10, Run: 017, F, 0, 0, 0, 0, 0, 91, 73, 0, 1, 672, 0, 18, 200, 696, 4851, 100, 61, 38, 91, 218, 327, 787, 4833
INVAR-10, Run: 018, F, 0, 0, 0, 0, 0, 90, 70, 0, 1, 680, 0, 20, 200, 915, 6265, 100, 65, 34, 90, 220, 330, 1005, 6245
INVAR-10, Run: 019, F, 0, 0, 0, 0, 0, 91, 73, 0, 1, 672, 0, 18, 200, 711, 4611, 100, 59, 40, 91, 218, 327, 802, 4593
INVAR-10, Run: 020, F, 0, 0, 0, 0, 0, 87, 61, 0, 1, 704, 0, 26, 200, 585, 4635, 100, 51, 48, 87, 226, 339, 672, 4609
INVAR-10, Run: 021, F, 0, 0, 0, 0, 0, 93, 79, 0, 1, 656, 0, 14, 200, 741, 6037, 100, 63, 36, 93, 214, 321, 834, 6023
INVAR-10, Run: 022, F, 0, 0, 0, 0, 0, 83, 49, 0, 1, 736, 0, 34, 200, 610, 5216, 100, 65, 34, 83, 234, 351, 693, 5182
INVAR-10, Run: 023, F, 0, 0, 0, 0, 0, 87, 61, 0, 1, 704, 0, 26, 200, 805, 5890, 100, 59, 40, 87, 226, 339, 892, 5864
INVAR-10, Run: 024, F, 0, 0, 0, 0, 0, 88, 64, 0, 1, 696, 0, 24, 200, 786, 5973, 100, 62, 37, 88, 224, 336, 874, 5949
INVAR-10, Run: 025, F, 0, 0, 0, 0, 0, 89, 67, 0, 1, 688, 0, 22, 200, 610, 4721, 100, 61, 38, 89, 222, 333, 699, 4699
INVAR-10, Run: 026, F, 0, 0, 0, 0, 0, 93, 79, 0, 1, 656, 0, 14, 200, 763, 5196, 100, 58, 41, 93, 214, 321, 856, 5182
INVAR-10, Run: 027, F, 0, 0, 0, 0, 0, 92, 76, 0, 1, 664, 0, 16, 200, 643, 5222, 100, 74, 25, 92, 216, 324, 735, 5206
INVAR-10, Run: 028, F, 0, 0, 0, 0, 0, 88, 64, 0, 1, 696, 0, 24, 200, 676, 5524, 100, 61, 38, 88, 224, 336, 764, 5500
INVAR-10, Run: 029, F, 0, 0, 0, 0, 0, 94, 82, 0, 1, 648, 0, 12, 200, 978, 6373, 100, 60, 39, 94, 212, 318, 1072, 6361
INVAR-10, Run: 030, F, 0, 0, 0, 0, 0, 89, 67, 0, 1, 688, 0, 22, 200, 817, 6167, 100, 60, 39, 89, 222, 333, 906, 6145
INVAR-10, Run: 031, F, 0, 0, 0, 0, 0, 92, 76, 0, 1, 664, 0, 16, 200, 629, 6605, 100, 77, 22, 92, 216, 324, 721, 6589
INVAR-10, Run: 032, F, 0, 0, 0, 0, 0, 89, 67, 0, 1, 688, 0, 22, 200, 1017, 7690, 100, 62, 37, 89, 222, 333, 1106, 7668
INVAR-10, Run: 033, F, 0, 0, 0, 0, 0, 87, 61, 0, 1, 704, 0, 26, 200, 697, 5086, 100, 59, 40, 87, 226, 339, 784, 5060
INVAR-10, Run: 034, F, 0, 0, 0, 0, 0, 89, 67, 0, 1, 688, 0, 22, 200, 736, 5085, 100, 66, 33, 89, 222, 333, 825, 5063
INVAR-10, Run: 035, F, 0, 0, 0, 0, 0, 91, 73, 0, 1, 672, 0, 18, 200, 902, 5406, 100, 61, 38, 91, 218, 327, 993, 5388
INVAR-10, Run: 036, F, 0, 0, 0, 0, 0, 85, 55, 0, 1, 720, 0, 30, 200, 688, 6341, 100, 59, 40, 85, 230, 345, 773, 6311
INVAR-10, Run: 037, F, 0, 0, 0, 0, 0, 90, 70, 0, 1, 680, 0, 20, 200, 839, 5534, 100, 58, 41, 90, 220, 330, 929, 5514
INVAR-10, Run: 038, F, 0, 0, 0, 0, 0, 90, 70, 0, 1, 680, 0, 20, 200, 789, 4489, 100, 53, 46, 90, 220, 330, 879, 4469
INVAR-10, Run: 039, F, 0, 0, 0, 0, 0, 89, 67, 0, 1, 688, 0, 22, 200, 757, 5524, 100, 67, 32, 89, 222, 333, 846, 5502
INVAR-10, Run: 040, F, 0, 0, 0, 0, 0, 91, 73, 0, 1, 672, 0, 18, 200, 737, 4777, 100, 61, 38, 91, 218, 327, 828, 4759
INVAR-10, Run: 041, F, 0, 0, 0, 0, 0, 91, 73, 0, 1, 672, 0, 18, 200, 613, 6015, 100, 63, 36, 91, 218, 327, 704, 5997
INVAR-10, Run: 042, F, 0, 0, 0, 0, 0, 90, 70, 0, 1, 680, 0, 20, 200, 641, 5639, 100, 60, 39, 90, 220, 330, 731, 5619
INVAR-10, Run: 043, F, 0, 0, 0, 0, 0, 88, 64, 0, 1, 696, 0, 24, 200, 758, 4487, 100, 61, 38, 88, 224, 336, 846, 4463
INVAR-10, Run: 044, F, 0, 0, 0, 0, 0, 91, 73, 0, 1, 672, 0, 18, 200, 777, 6806, 100, 61, 38, 91, 218, 327, 868, 6788
INVAR-10, Run: 045, F, 0, 0, 0, 0, 0, 91, 73, 0, 1, 672, 0, 18, 200, 961, 6537, 100, 61, 38, 91, 218, 327, 1052, 6519
INVAR-10, Run: 046, F, 0, 0, 0, 0, 0, 91, 73, 0, 1, 672, 0, 18, 200, 757, 5381, 100, 65, 34, 91, 218, 327, 848, 5363
INVAR-10, Run: 047, F, 0, 0, 0, 0, 0, 92, 76, 0, 1, 664, 0, 16, 200, 618, 4227, 100, 59, 40, 92, 216, 324, 710, 4211
INVAR-10, Run: 048, F, 0, 0, 0, 0, 0, 84, 52, 0, 1, 728, 0, 32, 200, 866, 6547, 100, 70, 29, 84, 232, 348, 950, 6515
INVAR-10, Run: 049, F, 0, 0, 0, 0, 0, 91, 73, 0, 1, 672, 0, 18, 200, 929, 7518, 100, 56, 43, 91, 218, 327, 1020, 7500
INVAR-10, Run: 050, F, 0, 0, 0, 0, 0, 91, 73, 0, 1, 672, 0, 18, 200, 640, 4555, 100, 63, 36, 91, 218, 327, 731, 4537
INVAR-10, Run: 051, F, 0, 0, 0, 0, 0, 89, 67, 0, 1, 688, 0, 22, 200, 640, 5032, 100, 66, 33, 89, 222, 333, 729, 5010
INVAR-10, Run: 052, F, 0, 0, 0, 0, 0, 91, 73, 0, 1, 672, 0, 18, 200, 752, 5333, 100, 64, 35, 91, 218, 327, 843, 5315
INVAR-10, Run: 053, F, 0, 0, 0, 0, 0, 92, 76, 0, 1, 664, 0, 16, 200, 625, 5872, 100, 68, 31, 92, 216, 324, 717, 5856
INVAR-10, Run: 054, F, 0, 0, 0, 0, 0, 87, 61, 0, 1, 704, 0, 26, 200, 858, 5514, 100, 63, 36, 87, 226, 339, 945, 5488
INVAR-10, Run: 055, F, 0, 0, 0, 0, 0, 89, 67, 0, 1, 688, 0, 22, 200, 797, 6639, 100, 70, 29, 89, 222, 333, 886, 6617
INVAR-10, Run: 056, F, 0, 0, 0, 0, 0, 93, 79, 0, 1, 656, 0, 14, 200, 835, 4743, 100, 58, 41, 93, 214, 321, 928, 4729
INVAR-10, Run: 057, F, 0, 0, 0, 0, 0, 90, 70, 0, 1, 680, 0, 20, 200, 829, 6028, 100, 53, 46, 90, 220, 330, 919, 6008
INVAR-10, Run: 058, F, 0, 0, 0, 0, 0, 90, 70, 0, 1, 680, 0, 20, 200, 680, 4701, 100, 71, 28, 90, 220, 330, 770, 4681
INVAR-10, Run: 059, F, 0, 0, 0, 0, 0, 89, 67, 0, 1, 688, 0, 22, 200, 768, 6304, 100, 50, 49, 89, 222, 333, 857, 6282
INVAR-10, Run: 060, F, 0, 0, 0, 0, 0, 91, 73, 0, 1, 672, 0, 18, 200, 598, 4525, 100, 58, 41, 91, 218, 327, 689, 4507
INVAR-10, Run: 061, F, 0, 0, 0, 0, 0, 92, 76, 0, 1, 664, 0, 16, 200, 657, 4791, 100, 66, 33, 92, 216, 324, 749, 4775
INVAR-10, Run: 062, F, 0, 0, 0, 0, 0, 89, 67, 0, 1, 688, 0, 22, 200, 607, 5062, 100, 60, 39, 89, 222, 333, 696, 5040
