Input Number, Run_Number, Result@ 100, LeaderX1, X1, ac, ad, Leaderac, af, ag, ACuAEX1, ACuAEab, A, ah, X1uABX1, SetX1X1, Leaderad, ak, al, ADuAFX1, ADuAFab, aj, SetABf, Leaderag, Leaderah, ao, ar, X1uABab, an, AGuAIX1, AIuAJab, AGuAIab, Leaderai, AIuAJX1, SetABX1, aq, AHuAKX1, AHuAKab, Leaderak, at, au, SetABab, SetX1ab, Leaderan, Y, ANuAOX1, ab, ANuAOab, Leaderao, ANuAPX1, ANuAPab, SetX1f, Leaderap, Reaction1, Reaction10, Reaction11, Reaction12, Reaction13, Reaction14, Reaction15, Reaction16, Reaction17, Reaction18, Reaction19, Reaction2, Reaction20, Reaction21, Reaction22, Reaction23, Reaction24, Reaction25, Reaction26, Reaction27, Reaction28, Reaction29, Reaction3, Reaction30, Reaction31, Reaction32, Reaction33, Reaction34, Reaction35, Reaction36, Reaction37, Reaction38, Reaction39, Reaction4, Reaction40, Reaction41, Reaction42, Reaction43, Reaction44, Reaction45, Reaction46, Reaction47, Reaction48, Reaction49, Reaction5, Reaction50, Reaction51, Reaction52, Reaction53, Reaction54, Reaction55, Reaction56, Reaction57, Reaction58, Reaction59, Reaction6, Reaction60, Reaction61, Reaction62, Reaction63, Reaction64, Reaction65, Reaction66, Reaction67, Reaction68, Reaction69, Reaction7, Reaction70, Reaction71, Reaction72, Reaction73, Reaction74, Reaction75, Reaction76, Reaction77, Reaction78, Reaction79, Reaction8, Reaction80, Reaction81, Reaction82, Reaction83, Reaction84, Reaction85, Reaction86, Reaction87, Reaction88, Reaction89, Reaction9, Reaction90, Reaction91
INVAR-1, Run: 011, P, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 1, 0, 0, 0, 0, 0, 0, 0, 16, 9, 0, 0, 8, 1, 0, 25, 13, 27, 14, 2, 1, 15, 2, 1, 2, 3, 6, 5, 1, 1, 0, 9, 0, 0, 28, 8, 29, 9, 1, 0, 0, 9, 0, 6, 3, 7, 4, 1, 16, 2, 0, 12, 1, 7, 15, 8, 1, 1, 1, 1, 1, 6, 0, 12, 0, 25, 1, 0, 0, 0, 0, 0, 0, 0, 2, 16, 2, 18, 2, 0, 3, 0, 0, 29, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-1, Run: 012, P, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 1, 0, 0, 0, 0, 0, 0, 0, 17, 5, 4, 0, 9, 0, 0, 1, 0, 6, 1, 1, 1, 17, 0, 1, 22, 9, 24, 11, 1, 1, 0, 9, 0, 0, 4, 2, 5, 3, 1, 0, 0, 19, 0, 6, 3, 7, 4, 1, 15, 3, 0, 2, 5, 0, 6, 1, 1, 1, 1, 1, 1, 2, 0, 21, 0, 30, 1, 0, 0, 0, 0, 0, 0, 0, 6, 3, 2, 5, 2, 0, 7, 0, 0, 24, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-1, Run: 013, P, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 1, 0, 0, 3, 0, 0, 0, 0, 1, 0, 1, 0, 0, 9, 0, 0, 0, 0, 0, 0, 46, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 7, 2, 0, 8, 0, 1, 4, 0, 8, 2, 2, 1, 17, 1, 0, 31, 5, 33, 6, 1, 1, 0, 9, 0, 0, 19, 4, 19, 4, 0, 0, 0, 26, 0, 0, 0, 0, 0, 0, 15, 0, 0, 2, 4, 0, 3, 1, 1, 1, 1, 0, 0, 0, 0, 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-1, Run: 014, P, 0, 0, 9, 0, 0, 0, 1, 0, 0, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 55, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 5, 0, 0, 4, 0, 0, 0, 0, 1, 1, 1, 1, 17, 1, 0, 23, 6, 25, 7, 1, 1, 0, 9, 0, 0, 27, 11, 28, 12, 1, 0, 0, 10, 0, 5, 1, 6, 2, 1, 17, 1, 0, 9, 3, 0, 11, 1, 1, 1, 1, 1, 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-1, Run: 015, P, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 9, 0, 0, 0, 0, 0, 0, 0, 0, 13, 9, 0, 0, 9, 0, 0, 48, 13, 49, 14, 4, 1, 16, 2, 0, 13, 2, 16, 3, 1, 1, 1, 9, 0, 0, 0, 0, 1, 1, 1, 0, 0, 21, 0, 0, 0, 1, 1, 1, 16, 2, 0, 6, 6, 1, 9, 2, 1, 1, 1, 1, 1, 4, 0, 27, 0, 28, 0, 0, 0, 0, 0, 0, 0, 0, 8, 5, 3, 5, 3, 0, 5, 0, 0, 27, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-1, Run: 016, P, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 1, 0, 0, 3, 0, 0, 0, 0, 0, 0, 1, 0, 0, 9, 0, 0, 0, 1, 0, 0, 46, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 9, 0, 0, 8, 1, 0, 11, 2, 13, 3, 1, 1, 16, 1, 1, 19, 3, 22, 5, 1, 1, 0, 9, 0, 0, 14, 5, 15, 6, 1, 0, 0, 5, 0, 22, 1, 22, 1, 0, 14, 1, 0, 1, 0, 0, 3, 1, 1, 1, 1, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-1, Run: 017, P, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 1, 0, 0, 0, 0, 15, 9, 0, 0, 9, 0, 0, 10, 4, 11, 5, 3, 1, 18, 0, 0, 13, 7, 14, 8, 1, 1, 0, 9, 0, 0, 11, 2, 12, 3, 1, 0, 0, 4, 0, 12, 4, 13, 5, 1, 16, 2, 0, 15, 2, 4, 18, 5, 1, 1, 1, 1, 1, 5, 0, 8, 0, 26, 4, 0, 0, 0, 0, 0, 0, 0, 3, 4, 1, 9, 2, 1, 4, 0, 0, 25, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-1, Run: 018, P, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 1, 0, 0, 2, 0, 0, 0, 0, 1, 0, 1, 0, 0, 9, 0, 0, 0, 0, 0, 0, 49, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 8, 1, 0, 8, 1, 0, 1, 0, 4, 1, 1, 1, 15, 3, 0, 10, 2, 14, 3, 1, 1, 0, 9, 0, 0, 35, 13, 35, 13, 0, 0, 0, 25, 0, 0, 0, 0, 0, 0, 15, 1, 0, 0, 3, 0, 2, 1, 1, 1, 1, 0, 0, 0, 0, 27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-1, Run: 019, P, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 1, 0, 0, 0, 0, 14, 7, 2, 0, 8, 0, 1, 12, 2, 16, 4, 4, 1, 17, 0, 1, 22, 9, 24, 11, 1, 1, 0, 9, 0, 0, 2, 0, 3, 1, 1, 0, 0, 8, 0, 14, 7, 15, 8, 1, 17, 1, 0, 22, 4, 5, 24, 6, 1, 1, 1, 1, 1, 5, 1, 13, 0, 25, 2, 0, 0, 0, 0, 0, 0, 0, 5, 3, 1, 7, 2, 1, 3, 0, 0, 28, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-1, Run: 020, P, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 9, 0, 0, 0, 0, 0, 0, 0, 0, 17, 7, 2, 0, 9, 0, 0, 8, 0, 11, 1, 1, 1, 14, 4, 0, 2, 1, 7, 2, 1, 1, 0, 9, 0, 0, 38, 5, 39, 6, 1, 0, 0, 0, 0, 16, 1, 17, 2, 1, 17, 1, 0, 1, 0, 1, 3, 2, 1, 1, 1, 1, 1, 5, 0, 2, 0, 28, 5, 0, 0, 0, 0, 0, 0, 0, 1, 11, 7, 16, 7, 0, 4, 0, 0, 22, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-1, Run: 021, P, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 9, 0, 0, 0, 0, 0, 0, 0, 0, 15, 8, 1, 0, 7, 2, 0, 4, 1, 8, 2, 3, 1, 16, 2, 0, 2, 0, 5, 1, 1, 1, 0, 9, 0, 0, 35, 7, 36, 8, 1, 0, 0, 9, 0, 3, 0, 4, 1, 1, 17, 1, 0, 14, 4, 7, 16, 8, 1, 1, 1, 1, 1, 3, 0, 13, 0, 29, 2, 0, 0, 0, 0, 0, 0, 0, 5, 3, 0, 5, 0, 0, 6, 0, 0, 24, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-1, Run: 022, P, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 1, 0, 0, 0, 0, 16, 8, 1, 0, 9, 0, 0, 5, 1, 7, 2, 1, 1, 14, 3, 1, 14, 5, 19, 7, 1, 1, 1, 8, 0, 1, 0, 2, 2, 4, 1, 0, 0, 0, 0, 18, 6, 19, 7, 1, 18, 0, 0, 26, 0, 8, 27, 9, 1, 1, 1, 1, 1, 4, 0, 3, 0, 30, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 1, 1, 1, 5, 0, 0, 25, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-1, Run: 023, P, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 1, 0, 0, 0, 0, 16, 9, 0, 0, 8, 1, 0, 4, 1, 6, 2, 2, 1, 15, 3, 0, 11, 3, 15, 4, 1, 1, 0, 9, 0, 0, 8, 2, 9, 3, 1, 0, 0, 13, 0, 12, 3, 13, 4, 1, 18, 0, 0, 0, 3, 0, 1, 1, 1, 1, 1, 1, 1, 2, 0, 16, 0, 24, 0, 1, 0, 0, 0, 0, 0, 0, 4, 5, 2, 7, 4, 1, 7, 0, 0, 30, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-1, Run: 024, P, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 9, 0, 0, 0, 0, 1, 0, 54, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 9, 0, 0, 9, 0, 0, 14, 5, 15, 6, 1, 1, 16, 2, 0, 5, 1, 8, 2, 1, 1, 0, 9, 0, 0, 10, 1, 11, 2, 1, 0, 0, 43, 0, 1, 0, 2, 0, 0, 17, 1, 0, 20, 14, 0, 22, 0, 0, 0, 0, 0, 0, 0, 0, 45, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-1, Run: 025, F, 0, 0, 0, 0, 1, 1, 0, 0, 0, 3, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 55, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 9, 0, 0, 9, 0, 0, 56, 15, 56, 15, 4, 0, 15, 2, 1, 5, 2, 9, 4, 1, 1, 0, 8, 1, 0, 0, 0, 1, 0, 0, 0, 0, 9, 0, 0, 1, 0, 1, 1, 18, 0, 0, 4, 2, 4, 5, 5, 1, 1, 1, 1, 0, 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-1, Run: 026, P, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 9, 0, 0, 0, 1, 0, 0, 55, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 9, 0, 0, 9, 0, 0, 12, 1, 13, 2, 1, 1, 18, 0, 0, 5, 2, 6, 3, 1, 1, 0, 9, 0, 0, 7, 5, 8, 6, 1, 0, 0, 36, 0, 14, 3, 14, 3, 0, 16, 2, 0, 3, 8, 1, 6, 2, 1, 1, 1, 0, 0, 0, 0, 38, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-1, Run: 027, P, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 1, 0, 0, 0, 0, 16, 9, 0, 0, 6, 3, 0, 11, 3, 15, 4, 2, 1, 17, 1, 0, 16, 2, 18, 3, 1, 1, 0, 9, 0, 0, 1, 0, 2, 1, 1, 0, 0, 18, 0, 0, 0, 1, 1, 1, 16, 2, 0, 4, 2, 1, 7, 2, 1, 1, 1, 1, 1, 4, 0, 21, 0, 26, 0, 0, 0, 0, 0, 0, 0, 0, 3, 16, 1, 17, 2, 1, 5, 0, 0, 29, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-1, Run: 028, F, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 1, 0, 0, 0, 0, 18, 9, 0, 0, 7, 2, 0, 7, 1, 10, 2, 0, 1, 16, 1, 1, 11, 0, 14, 2, 1, 1, 0, 8, 1, 0, 5, 2, 7, 3, 1, 0, 0, 31, 0, 16, 7, 16, 7, 1, 16, 2, 0, 1, 5, 0, 4, 1, 1, 1, 1, 1, 1, 5, 0, 32, 0, 28, 2, 1, 0, 0, 0, 0, 0, 0, 6, 6, 2, 10, 4, 1, 3, 0, 0, 24, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
