Input Number, Run_Number, Result@ 100, X1, H, M, PO, CE, Y, D, CO, A, PE, B, Reaction1, Reaction10, Reaction11, Reaction2, Reaction3, Reaction4, Reaction5, Reaction6, Reaction7, Reaction8, Reaction9
INVAR-1, Run: 026, P, 0, 0, 0, 0, 9, 9, 0, 0, 54, 1, 0, 18, 54, 95, 9, 16, 87, 9, 18, 27, 63, 95
INVAR-1, Run: 027, P, 0, 0, 0, 0, 9, 9, 0, 0, 54, 1, 0, 18, 68, 115, 9, 43, 80, 9, 18, 27, 77, 115
INVAR-1, Run: 028, P, 0, 0, 0, 0, 9, 9, 0, 0, 54, 1, 0, 18, 112, 175, 9, 21, 162, 9, 18, 27, 121, 175
INVAR-1, Run: 029, P, 0, 0, 0, 0, 9, 9, 0, 0, 54, 1, 0, 18, 67, 77, 9, 25, 60, 9, 18, 27, 76, 77
INVAR-1, Run: 030, P, 0, 0, 0, 0, 9, 9, 0, 0, 54, 1, 0, 18, 67, 113, 9, 25, 96, 9, 18, 27, 76, 113
INVAR-1, Run: 031, P, 0, 0, 0, 0, 9, 9, 0, 0, 54, 1, 0, 18, 65, 142, 9, 29, 121, 9, 18, 27, 74, 142
INVAR-1, Run: 032, P, 0, 0, 0, 0, 9, 9, 0, 0, 54, 1, 0, 18, 76, 146, 9, 24, 130, 9, 18, 27, 85, 146
INVAR-1, Run: 033, P, 0, 0, 0, 0, 9, 9, 0, 0, 54, 1, 0, 18, 134, 213, 9, 44, 177, 9, 18, 27, 143, 213
INVAR-1, Run: 034, P, 0, 0, 0, 0, 9, 9, 0, 0, 54, 1, 0, 18, 95, 169, 9, 35, 142, 9, 18, 27, 104, 169
INVAR-1, Run: 035, P, 0, 0, 0, 0, 9, 9, 0, 0, 54, 1, 0, 18, 120, 202, 9, 44, 166, 9, 18, 27, 129, 202
INVAR-1, Run: 036, P, 0, 0, 0, 0, 9, 9, 0, 0, 54, 1, 0, 18, 86, 134, 9, 24, 118, 9, 18, 27, 95, 134
INVAR-1, Run: 037, P, 0, 0, 0, 0, 9, 9, 0, 0, 54, 1, 0, 18, 48, 79, 9, 21, 66, 9, 18, 27, 57, 79
INVAR-1, Run: 038, P, 0, 0, 0, 0, 9, 9, 0, 0, 54, 1, 0, 18, 30, 57, 9, 16, 49, 9, 18, 27, 39, 57
INVAR-1, Run: 039, P, 0, 0, 0, 0, 9, 9, 0, 0, 54, 1, 0, 18, 127, 172, 9, 30, 150, 9, 18, 27, 136, 172
INVAR-1, Run: 040, P, 0, 0, 0, 0, 9, 9, 0, 0, 54, 1, 0, 18, 128, 215, 9, 44, 179, 9, 18, 27, 137, 215
INVAR-1, Run: 041, P, 0, 0, 0, 0, 9, 9, 0, 0, 54, 1, 0, 18, 113, 174, 9, 41, 141, 9, 18, 27, 122, 174
INVAR-1, Run: 042, P, 0, 0, 0, 0, 9, 9, 0, 0, 54, 1, 0, 18, 93, 128, 9, 24, 112, 9, 18, 27, 102, 128
INVAR-1, Run: 043, P, 0, 0, 0, 0, 9, 9, 0, 0, 54, 1, 0, 18, 118, 193, 9, 35, 166, 9, 18, 27, 127, 193
INVAR-1, Run: 044, P, 0, 0, 0, 0, 9, 9, 0, 0, 54, 1, 0, 18, 60, 92, 9, 29, 71, 9, 18, 27, 69, 92
INVAR-1, Run: 045, P, 0, 0, 0, 0, 9, 9, 0, 0, 54, 1, 0, 18, 92, 138, 9, 38, 108, 9, 18, 27, 101, 138
INVAR-1, Run: 046, P, 0, 0, 0, 0, 9, 9, 0, 0, 54, 1, 0, 18, 26, 44, 9, 17, 35, 9, 18, 27, 35, 44
INVAR-1, Run: 047, P, 0, 0, 0, 0, 9, 9, 0, 0, 54, 1, 0, 18, 119, 201, 9, 42, 167, 9, 18, 27, 128, 201
INVAR-1, Run: 048, P, 0, 0, 0, 0, 9, 9, 0, 0, 54, 1, 0, 18, 47, 73, 9, 14, 67, 9, 18, 27, 56, 73
INVAR-1, Run: 049, P, 0, 0, 0, 0, 9, 9, 0, 0, 54, 1, 0, 18, 204, 335, 9, 76, 267, 9, 18, 27, 213, 335
INVAR-1, Run: 050, P, 0, 0, 0, 0, 9, 9, 0, 0, 54, 1, 0, 18, 61, 109, 9, 25, 92, 9, 18, 27, 70, 109
INVAR-1, Run: 051, P, 0, 0, 0, 0, 9, 9, 0, 0, 54, 1, 0, 18, 213, 345, 9, 67, 286, 9, 18, 27, 222, 345
INVAR-1, Run: 052, P, 0, 0, 0, 0, 9, 9, 0, 0, 54, 1, 0, 18, 43, 76, 9, 18, 66, 9, 18, 27, 52, 76
INVAR-1, Run: 053, P, 0, 0, 0, 0, 9, 9, 0, 0, 54, 1, 0, 18, 55, 101, 9, 18, 91, 9, 18, 27, 64, 101
INVAR-1, Run: 054, P, 0, 0, 0, 0, 9, 9, 0, 0, 54, 1, 0, 18, 112, 174, 9, 41, 141, 9, 18, 27, 121, 174
INVAR-1, Run: 055, P, 0, 0, 0, 0, 9, 9, 0, 0, 54, 1, 0, 18, 54, 90, 9, 33, 65, 9, 18, 27, 63, 90
INVAR-1, Run: 056, P, 0, 0, 0, 0, 9, 9, 0, 0, 54, 1, 0, 18, 78, 107, 9, 25, 90, 9, 18, 27, 87, 107
INVAR-1, Run: 057, P, 0, 0, 0, 0, 9, 9, 0, 0, 54, 1, 0, 18, 99, 188, 9, 52, 144, 9, 18, 27, 108, 188
INVAR-1, Run: 058, P, 0, 0, 0, 0, 9, 9, 0, 0, 54, 1, 0, 18, 76, 130, 9, 29, 109, 9, 18, 27, 85, 130
INVAR-1, Run: 059, P, 0, 0, 0, 0, 9, 9, 0, 0, 54, 1, 0, 18, 333, 505, 9, 99, 414, 9, 18, 27, 342, 505
INVAR-1, Run: 060, P, 0, 0, 0, 0, 9, 9, 0, 0, 54, 1, 0, 18, 59, 118, 9, 14, 112, 9, 18, 27, 68, 118
INVAR-1, Run: 061, P, 0, 0, 0, 0, 9, 9, 0, 0, 54, 1, 0, 18, 148, 285, 9, 56, 237, 9, 18, 27, 157, 285
INVAR-1, Run: 062, P, 0, 0, 0, 0, 9, 9, 0, 0, 54, 1, 0, 18, 68, 83, 9, 18, 73, 9, 18, 27, 77, 83
INVAR-1, Run: 063, P, 0, 0, 0, 0, 9, 9, 0, 0, 54, 1, 0, 18, 77, 127, 9, 27, 108, 9, 18, 27, 86, 127
INVAR-1, Run: 064, P, 0, 0, 0, 0, 9, 9, 0, 0, 54, 1, 0, 18, 110, 177, 9, 25, 160, 9, 18, 27, 119, 177
INVAR-1, Run: 065, P, 0, 0, 0, 0, 9, 9, 0, 0, 54, 1, 0, 18, 101, 175, 9, 31, 152, 9, 18, 27, 110, 175
INVAR-1, Run: 066, P, 0, 0, 0, 0, 9, 9, 0, 0, 54, 1, 0, 18, 65, 115, 9, 28, 95, 9, 18, 27, 74, 115
INVAR-1, Run: 067, P, 0, 0, 0, 0, 9, 9, 0, 0, 54, 1, 0, 18, 120, 198, 9, 45, 161, 9, 18, 27, 129, 198
INVAR-1, Run: 068, P, 0, 0, 0, 0, 9, 9, 0, 0, 54, 1, 0, 18, 204, 331, 9, 60, 279, 9, 18, 27, 213, 331
INVAR-1, Run: 069, P, 0, 0, 0, 0, 9, 9, 0, 0, 54, 1, 0, 18, 101, 181, 9, 44, 145, 9, 18, 27, 110, 181
INVAR-1, Run: 070, P, 0, 0, 0, 0, 9, 9, 0, 0, 54, 1, 0, 18, 43, 100, 9, 22, 86, 9, 18, 27, 52, 100
INVAR-1, Run: 071, P, 0, 0, 0, 0, 9, 9, 0, 0, 54, 1, 0, 18, 67, 114, 9, 21, 101, 9, 18, 27, 76, 114
INVAR-1, Run: 072, P, 0, 0, 0, 0, 9, 9, 0, 0, 54, 1, 0, 18, 91, 150, 9, 35, 123, 9, 18, 27, 100, 150
INVAR-1, Run: 073, P, 0, 0, 0, 0, 9, 9, 0, 0, 54, 1, 0, 18, 97, 148, 9, 23, 133, 9, 18, 27, 106, 148
INVAR-1, Run: 074, P, 0, 0, 0, 0, 9, 9, 0, 0, 54, 1, 0, 18, 121, 193, 9, 37, 164, 9, 18, 27, 130, 193
INVAR-1, Run: 075, P, 0, 0, 0, 0, 9, 9, 0, 0, 54, 1, 0, 18, 62, 124, 9, 28, 104, 9, 18, 27, 71, 124
INVAR-1, Run: 076, P, 0, 0, 0, 0, 9, 9, 0, 0, 54, 1, 0, 18, 117, 206, 9, 41, 173, 9, 18, 27, 126, 206
INVAR-1, Run: 077, P, 0, 0, 0, 0, 9, 9, 0, 0, 54, 1, 0, 18, 104, 198, 9, 37, 169, 9, 18, 27, 113, 198
INVAR-1, Run: 078, P, 0, 0, 0, 0, 9, 9, 0, 0, 54, 1, 0, 18, 36, 55, 9, 18, 45, 9, 18, 27, 45, 55
INVAR-1, Run: 079, P, 0, 0, 0, 0, 9, 9, 0, 0, 54, 1, 0, 18, 45, 81, 9, 15, 74, 9, 18, 27, 54, 81
INVAR-1, Run: 080, P, 0, 0, 0, 0, 9, 9, 0, 0, 54, 1, 0, 18, 244, 389, 9, 69, 328, 9, 18, 27, 253, 389
INVAR-1, Run: 081, P, 0, 0, 0, 0, 9, 9, 0, 0, 54, 1, 0, 18, 54, 88, 9, 23, 73, 9, 18, 27, 63, 88
INVAR-1, Run: 082, P, 0, 0, 0, 0, 9, 9, 0, 0, 54, 1, 0, 18, 51, 79, 9, 17, 70, 9, 18, 27, 60, 79
INVAR-1, Run: 083, P, 0, 0, 0, 0, 9, 9, 0, 0, 54, 1, 0, 18, 93, 175, 9, 31, 152, 9, 18, 27, 102, 175
INVAR-1, Run: 084, P, 0, 0, 0, 0, 9, 9, 0, 0, 54, 1, 0, 18, 78, 122, 9, 27, 103, 9, 18, 27, 87, 122
INVAR-1, Run: 085, P, 0, 0, 0, 0, 9, 9, 0, 0, 54, 1, 0, 18, 176, 259, 9, 52, 215, 9, 18, 27, 185, 259
INVAR-1, Run: 086, P, 0, 0, 0, 0, 9, 9, 0, 0, 54, 1, 0, 18, 65, 130, 9, 35, 103, 9, 18, 27, 74, 130
INVAR-1, Run: 087, P, 0, 0, 0, 0, 9, 9, 0, 0, 54, 1, 0, 18, 80, 120, 9, 30, 98, 9, 18, 27, 89, 120
INVAR-1, Run: 088, P, 0, 0, 0, 0, 9, 9, 0, 0, 54, 1, 0, 18, 107, 170, 9, 46, 132, 9, 18, 27, 116, 170
INVAR-1, Run: 089, P, 0, 0, 0, 0, 9, 9, 0, 0, 54, 1, 0, 18, 31, 55, 9, 11, 52, 9, 18, 27, 40, 55
INVAR-1, Run: 090, P, 0, 0, 0, 0, 9, 9, 0, 0, 54, 1, 0, 18, 116, 203, 9, 31, 180, 9, 18, 27, 125, 203
INVAR-1, Run: 091, P, 0, 0, 0, 0, 9, 9, 0, 0, 54, 1, 0, 18, 67, 104, 9, 31, 81, 9, 18, 27, 76, 104
INVAR-1, Run: 092, P, 0, 0, 0, 0, 9, 9, 0, 0, 54, 1, 0, 18, 110, 197, 9, 52, 153, 9, 18, 27, 119, 197
INVAR-1, Run: 093, P, 0, 0, 0, 0, 9, 9, 0, 0, 54, 1, 0, 18, 65, 91, 9, 24, 75, 9, 18, 27, 74, 91
INVAR-1, Run: 094, P, 0, 0, 0, 0, 9, 9, 0, 0, 54, 1, 0, 18, 50, 75, 9, 16, 67, 9, 18, 27, 59, 75
INVAR-1, Run: 095, P, 0, 0, 0, 0, 9, 9, 0, 0, 54, 1, 0, 18, 95, 126, 9, 24, 110, 9, 18, 27, 104, 126
INVAR-1, Run: 096, P, 0, 0, 0, 0, 9, 9, 0, 0, 54, 1, 0, 18, 16, 31, 9, 10, 29, 9, 18, 27, 25, 31
INVAR-1, Run: 097, P, 0, 0, 0, 0, 9, 9, 0, 0, 54, 1, 0, 18, 35, 42, 9, 6, 44, 9, 18, 27, 44, 42
INVAR-1, Run: 098, P, 0, 0, 0, 0, 9, 9, 0, 0, 54, 1, 0, 18, 50, 93, 9, 24, 77, 9, 18, 27, 59, 93
INVAR-1, Run: 099, P, 0, 0, 0, 0, 9, 9, 0, 0, 54, 1, 0, 18, 92, 171, 9, 38, 141, 9, 18, 27, 101, 171
INVAR-1, Run: 100, P, 0, 0, 0, 0, 9, 9, 0, 0, 54, 1, 0, 18, 25, 59, 9, 19, 48, 9, 18, 27, 34, 59
INVAR-10, Run: 001, P, 0, 0, 0, 0, 100, 100, 0, 0, 600, 1, 0, 200, 11207, 5393, 100, 577, 4915, 100, 200, 300, 11307, 5393
INVAR-10, Run: 002, P, 0, 0, 0, 0, 100, 100, 0, 0, 600, 1, 0, 200, 8576, 4433, 100, 500, 4032, 100, 200, 300, 8676, 4433
INVAR-10, Run: 003, P, 0, 0, 0, 0, 100, 100, 0, 0, 600, 1, 0, 200, 8359, 4289, 100, 437, 3951, 100, 200, 300, 8459, 4289
INVAR-10, Run: 004, P, 0, 0, 0, 0, 100, 100, 0, 0, 600, 1, 0, 200, 10217, 5232, 100, 597, 4734, 100, 200, 300, 10317, 5232
INVAR-10, Run: 005, P, 0, 0, 0, 0, 100, 100, 0, 0, 600, 1, 0, 200, 11445, 5836, 100, 586, 5349, 100, 200, 300, 11545, 5836
INVAR-10, Run: 006, P, 0, 0, 0, 0, 100, 100, 0, 0, 600, 1, 0, 200, 9352, 4917, 100, 499, 4517, 100, 200, 300, 9452, 4917
INVAR-10, Run: 007, P, 0, 0, 0, 0, 100, 100, 0, 0, 600, 1, 0, 200, 11076, 5415, 100, 530, 4984, 100, 200, 300, 11176, 5415
INVAR-10, Run: 008, P, 0, 0, 0, 0, 100, 100, 0, 0, 600, 1, 0, 200, 13881, 6738, 100, 647, 6190, 100, 200, 300, 13981, 6738
INVAR-10, Run: 009, P, 0, 0, 0, 0, 100, 100, 0, 0, 600, 1, 0, 200, 10296, 5091, 100, 475, 4715, 100, 200, 300, 10396, 5091
INVAR-10, Run: 010, P, 0, 0, 0, 0, 100, 100, 0, 0, 600, 1, 0, 200, 11735, 6016, 100, 576, 5539, 100, 200, 300, 11835, 6016
INVAR-10, Run: 011, P, 0, 0, 0, 0, 100, 100, 0, 0, 600, 1, 0, 200, 10271, 5103, 100, 512, 4690, 100, 200, 300, 10371, 5103
INVAR-10, Run: 012, P, 0, 0, 0, 0, 100, 100, 0, 0, 600, 1, 0, 200, 12016, 6531, 100, 693, 5937, 100, 200, 300, 12116, 6531
INVAR-10, Run: 013, P, 0, 0, 0, 0, 100, 100, 0, 0, 600, 1, 0, 200, 8326, 4140, 100, 457, 3782, 100, 200, 300, 8426, 4140
INVAR-10, Run: 014, P, 0, 0, 0, 0, 100, 100, 0, 0, 600, 1, 0, 200, 10622, 5109, 100, 493, 4715, 100, 200, 300, 10722, 5109
INVAR-10, Run: 015, P, 0, 0, 0, 0, 100, 100, 0, 0, 600, 1, 0, 200, 8132, 4178, 100, 423, 3854, 100, 200, 300, 8232, 4178
INVAR-10, Run: 016, P, 0, 0, 0, 0, 100, 100, 0, 0, 600, 1, 0, 200, 16789, 7891, 100, 655, 7335, 100, 200, 300, 16889, 7891
INVAR-10, Run: 017, P, 0, 0, 0, 0, 100, 100, 0, 0, 600, 1, 0, 200, 10785, 5413, 100, 535, 4977, 100, 200, 300, 10885, 5413
INVAR-10, Run: 018, P, 0, 0, 0, 0, 100, 100, 0, 0, 600, 1, 0, 200, 13119, 6581, 100, 604, 6076, 100, 200, 300, 13219, 6581
INVAR-10, Run: 019, P, 0, 0, 0, 0, 100, 100, 0, 0, 600, 1, 0, 200, 11187, 5593, 100, 568, 5124, 100, 200, 300, 11287, 5593
INVAR-10, Run: 020, P, 0, 0, 0, 0, 100, 100, 0, 0, 600, 1, 0, 200, 8494, 4112, 100, 450, 3761, 100, 200, 300, 8594, 4112
INVAR-10, Run: 021, P, 0, 0, 0, 0, 100, 100, 0, 0, 600, 1, 0, 200, 11834, 5454, 100, 466, 5087, 100, 200, 300, 11934, 5454
INVAR-10, Run: 022, P, 0, 0, 0, 0, 100, 100, 0, 0, 600, 1, 0, 200, 7850, 3755, 100, 392, 3462, 100, 200, 300, 7950, 3755
INVAR-10, Run: 023, P, 0, 0, 0, 0, 100, 100, 0, 0, 600, 1, 0, 200, 7958, 4112, 100, 463, 3748, 100, 200, 300, 8058, 4112
INVAR-10, Run: 024, P, 0, 0, 0, 0, 100, 100, 0, 0, 600, 1, 0, 200, 12417, 6175, 100, 593, 5681, 100, 200, 300, 12517, 6175
INVAR-10, Run: 025, P, 0, 0, 0, 0, 100, 100, 0, 0, 600, 1, 0, 200, 9083, 4611, 100, 519, 4191, 100, 200, 300, 9183, 4611
INVAR-10, Run: 026, P, 0, 0, 0, 0, 100, 100, 0, 0, 600, 1, 0, 200, 10321, 5363, 100, 563, 4899, 100, 200, 300, 10421, 5363
INVAR-10, Run: 027, P, 0, 0, 0, 0, 100, 100, 0, 0, 600, 1, 0, 200, 14837, 7297, 100, 622, 6774, 100, 200, 300, 14937, 7297
INVAR-10, Run: 028, P, 0, 0, 0, 0, 100, 100, 0, 0, 600, 1, 0, 200, 9823, 4916, 100, 487, 4528, 100, 200, 300, 9923, 4916
INVAR-10, Run: 029, P, 0, 0, 0, 0, 100, 100, 0, 0, 600, 1, 0, 200, 12977, 6781, 100, 624, 6256, 100, 200, 300, 13077, 6781
INVAR-10, Run: 030, P, 0, 0, 0, 0, 100, 100, 0, 0, 600, 1, 0, 200, 10231, 5310, 100, 532, 4877, 100, 200, 300, 10331, 5310
INVAR-10, Run: 031, P, 0, 0, 0, 0, 100, 100, 0, 0, 600, 1, 0, 200, 13698, 7234, 100, 660, 6673, 100, 200, 300, 13798, 7234
INVAR-10, Run: 032, P, 0, 0, 0, 0, 100, 100, 0, 0, 600, 1, 0, 200, 12154, 6013, 100, 561, 5551, 100, 200, 300, 12254, 6013
INVAR-10, Run: 033, P, 0, 0, 0, 0, 100, 100, 0, 0, 600, 1, 0, 200, 8846, 4425, 100, 529, 3995, 100, 200, 300, 8946, 4425
INVAR-10, Run: 034, P, 0, 0, 0, 0, 100, 100, 0, 0, 600, 1, 0, 200, 18330, 8768, 100, 727, 8140, 100, 200, 300, 18430, 8768
INVAR-10, Run: 035, P, 0, 0, 0, 0, 100, 100, 0, 0, 600, 1, 0, 200, 8882, 4228, 100, 422, 3905, 100, 200, 300, 8982, 4228
INVAR-10, Run: 036, P, 0, 0, 0, 0, 100, 100, 0, 0, 600, 1, 0, 200, 10754, 5252, 100, 574, 4777, 100, 200, 300, 10854, 5252
INVAR-10, Run: 037, P, 0, 0, 0, 0, 100, 100, 0, 0, 600, 1, 0, 200, 12793, 6390, 100, 591, 5898, 100, 200, 300, 12893, 6390
INVAR-10, Run: 038, P, 0, 0, 0, 0, 100, 100, 0, 0, 600, 1, 0, 200, 9568, 4763, 100, 451, 4411, 100, 200, 300, 9668, 4763
INVAR-10, Run: 039, P, 0, 0, 0, 0, 100, 100, 0, 0, 600, 1, 0, 200, 10956, 5509, 100, 517, 5091, 100, 200, 300, 11056, 5509
INVAR-10, Run: 040, P, 0, 0, 0, 0, 100, 100, 0, 0, 600, 1, 0, 200, 10330, 4992, 100, 549, 4542, 100, 200, 300, 10430, 4992
INVAR-10, Run: 041, P, 0, 0, 0, 0, 100, 100, 0, 0, 600, 1, 0, 200, 7452, 4067, 100, 479, 3687, 100, 200, 300, 7552, 4067
INVAR-10, Run: 042, P, 0, 0, 0, 0, 100, 100, 0, 0, 600, 1, 0, 200, 14567, 6771, 100, 588, 6282, 100, 200, 300, 14667, 6771
INVAR-10, Run: 043, P, 0, 0, 0, 0, 100, 100, 0, 0, 600, 1, 0, 200, 11881, 5660, 100, 519, 5240, 100, 200, 300, 11981, 5660
INVAR-10, Run: 044, P, 0, 0, 0, 0, 100, 100, 0, 0, 600, 1, 0, 200, 13854, 6998, 100, 639, 6458, 100, 200, 300, 13954, 6998
INVAR-10, Run: 045, P, 0, 0, 0, 0, 100, 100, 0, 0, 600, 1, 0, 200, 9354, 4544, 100, 475, 4168, 100, 200, 300, 9454, 4544
INVAR-10, Run: 046, P, 0, 0, 0, 0, 100, 100, 0, 0, 600, 1, 0, 200, 15620, 7745, 100, 733, 7111, 100, 200, 300, 15720, 7745
INVAR-10, Run: 047, P, 0, 0, 0, 0, 100, 100, 0, 0, 600, 1, 0, 200, 6825, 3604, 100, 467, 3236, 100, 200, 300, 6925, 3604
INVAR-10, Run: 048, P, 0, 0, 0, 0, 100, 100, 0, 0, 600, 1, 0, 200, 11374, 5595, 100, 553, 5141, 100, 200, 300, 11474, 5595
INVAR-10, Run: 049, P, 0, 0, 0, 0, 100, 100, 0, 0, 600, 1, 0, 200, 8256, 4082, 100, 446, 3735, 100, 200, 300, 8356, 4082
INVAR-10, Run: 050, P, 0, 0, 0, 0, 100, 100, 0, 0, 600, 1, 0, 200, 11114, 5517, 100, 486, 5130, 100, 200, 300, 11214, 5517
INVAR-10, Run: 051, P, 0, 0, 0, 0, 100, 100, 0, 0, 600, 1, 0, 200, 9022, 4218, 100, 458, 3859, 100, 200, 300, 9122, 4218
INVAR-10, Run: 052, P, 0, 0, 0, 0, 100, 100, 0, 0, 600, 1, 0, 200, 8292, 4442, 100, 564, 3977, 100, 200, 300, 8392, 4442
INVAR-10, Run: 053, P, 0, 0, 0, 0, 100, 100, 0, 0, 600, 1, 0, 200, 10712, 5202, 100, 486, 4815, 100, 200, 300, 10812, 5202
INVAR-10, Run: 054, P, 0, 0, 0, 0, 100, 100, 0, 0, 600, 1, 0, 200, 14463, 7449, 100, 664, 6884, 100, 200, 300, 14563, 7449
INVAR-10, Run: 055, P, 0, 0, 0, 0, 100, 100, 0, 0, 600, 1, 0, 200, 16279, 7382, 100, 612, 6869, 100, 200, 300, 16379, 7382
INVAR-10, Run: 056, P, 0, 0, 0, 0, 100, 100, 0, 0, 600, 1, 0, 200, 14555, 7086, 100, 631, 6554, 100, 200, 300, 14655, 7086
INVAR-10, Run: 057, P, 0, 0, 0, 0, 100, 100, 0, 0, 600, 1, 0, 200, 9347, 4382, 100, 437, 4044, 100, 200, 300, 9447, 4382
INVAR-10, Run: 058, P, 0, 0, 0, 0, 100, 100, 0, 0, 600, 1, 0, 200, 9227, 4709, 100, 454, 4354, 100, 200, 300, 9327, 4709
INVAR-10, Run: 059, P, 0, 0, 0, 0, 100, 100, 0, 0, 600, 1, 0, 200, 13558, 6512, 100, 577, 6034, 100, 200, 300, 13658, 6512
INVAR-10, Run: 060, P, 0, 0, 0, 0, 100, 100, 0, 0, 600, 1, 0, 200, 21732, 10098, 100, 812, 9385, 100, 200, 300, 21832, 10098
INVAR-10, Run: 061, P, 0, 0, 0, 0, 100, 100, 0, 0, 600, 1, 0, 200, 13675, 6800, 100, 667, 6232, 100, 200, 300, 13775, 6800
INVAR-10, Run: 062, P, 0, 0, 0, 0, 100, 100, 0, 0, 600, 1, 0, 200, 9266, 4688, 100, 469, 4318, 100, 200, 300, 9366, 4688
INVAR-10, Run: 063, P, 0, 0, 0, 0, 100, 100, 0, 0, 600, 1, 0, 200, 14123, 6912, 100, 684, 6327, 100, 200, 300, 14223, 6912
INVAR-10, Run: 064, P, 0, 0, 0, 0, 100, 100, 0, 0, 600, 1, 0, 200, 9716, 5047, 100, 538, 4608, 100, 200, 300, 9816, 5047
INVAR-10, Run: 065, P, 0, 0, 0, 0, 100, 100, 0, 0, 600, 1, 0, 200, 15021, 7086, 100, 618, 6567, 100, 200, 300, 15121, 7086
INVAR-10, Run: 066, P, 0, 0, 0, 0, 100, 100, 0, 0, 600, 1, 0, 200, 8420, 4365, 100, 503, 3961, 100, 200, 300, 8520, 4365
