Input Number, Run_Number, Result@ 100, X1, A, B, C, PO, D, CO, Y, PE, CE, F, Reaction1, Reaction10, Reaction11, Reaction12, Reaction13, Reaction2, Reaction3, Reaction4, Reaction5, Reaction6, Reaction7, Reaction8, Reaction9
INVAR-1, Run: 028, P, 0, 0, 0, 0, 0, 54, 0, 0, 1, 0, 0, 18, 211, 9, 9, 211, 9, 9, 8, 9, 9, 18, 160, 80
INVAR-1, Run: 029, P, 0, 0, 0, 0, 0, 54, 0, 0, 1, 0, 0, 18, 219, 5, 5, 219, 9, 11, 6, 9, 9, 18, 178, 89
INVAR-1, Run: 030, P, 0, 0, 0, 0, 0, 54, 0, 2, 1, 2, 0, 18, 70, 13, 11, 70, 9, 6, 10, 8, 9, 18, 446, 223
INVAR-1, Run: 031, P, 0, 0, 0, 0, 0, 54, 0, 2, 1, 2, 0, 18, 82, 8, 6, 82, 9, 7, 9, 8, 9, 18, 184, 92
INVAR-1, Run: 032, P, 0, 0, 0, 0, 0, 54, 0, 0, 1, 0, 0, 18, 97, 18, 18, 97, 9, 5, 12, 9, 9, 18, 320, 160
INVAR-1, Run: 033, P, 0, 0, 0, 0, 0, 54, 0, 0, 1, 0, 0, 18, 124, 6, 6, 124, 9, 7, 10, 9, 9, 18, 86, 43
INVAR-1, Run: 034, P, 0, 0, 0, 0, 0, 54, 0, 2, 1, 2, 0, 18, 40, 6, 4, 40, 9, 9, 7, 8, 9, 18, 150, 75
INVAR-1, Run: 035, P, 0, 0, 0, 0, 0, 54, 0, 0, 1, 0, 0, 18, 154, 11, 11, 154, 9, 12, 5, 9, 9, 18, 146, 73
INVAR-1, Run: 036, P, 0, 0, 0, 0, 0, 54, 0, 2, 1, 2, 0, 18, 135, 11, 9, 135, 9, 12, 4, 8, 9, 18, 182, 91
INVAR-1, Run: 037, P, 0, 0, 0, 0, 0, 54, 0, 0, 1, 0, 0, 18, 95, 8, 8, 95, 9, 12, 5, 9, 9, 18, 94, 47
INVAR-1, Run: 038, P, 0, 0, 0, 0, 0, 54, 0, 0, 1, 0, 0, 18, 125, 1, 1, 125, 9, 12, 5, 9, 9, 18, 76, 38
INVAR-1, Run: 039, P, 0, 0, 0, 0, 0, 54, 0, 2, 1, 2, 0, 18, 109, 7, 5, 109, 9, 9, 7, 8, 9, 18, 56, 28
INVAR-1, Run: 040, P, 0, 0, 0, 0, 0, 54, 0, 2, 1, 2, 0, 18, 89, 9, 7, 89, 9, 8, 8, 8, 9, 18, 66, 33
INVAR-1, Run: 041, P, 0, 0, 0, 0, 0, 54, 0, 0, 1, 0, 0, 18, 92, 12, 12, 92, 9, 9, 8, 9, 9, 18, 128, 64
INVAR-1, Run: 042, P, 0, 0, 0, 0, 0, 54, 0, 2, 1, 2, 0, 18, 122, 13, 11, 122, 9, 8, 8, 8, 9, 18, 122, 61
INVAR-1, Run: 043, P, 0, 0, 0, 0, 0, 54, 0, 0, 1, 0, 0, 18, 127, 6, 6, 127, 9, 9, 8, 9, 9, 18, 160, 80
INVAR-1, Run: 044, P, 0, 0, 0, 0, 0, 54, 0, 0, 1, 0, 0, 18, 194, 8, 8, 194, 9, 11, 6, 9, 9, 18, 114, 57
INVAR-1, Run: 045, P, 0, 0, 0, 0, 0, 54, 0, 0, 1, 0, 0, 18, 74, 3, 3, 74, 9, 11, 6, 9, 9, 18, 186, 93
INVAR-1, Run: 046, P, 0, 0, 0, 0, 0, 54, 0, 0, 1, 0, 0, 18, 112, 8, 8, 112, 9, 7, 10, 9, 9, 18, 282, 141
INVAR-1, Run: 047, P, 0, 0, 0, 0, 0, 54, 0, 0, 1, 0, 0, 18, 46, 10, 10, 46, 9, 9, 8, 9, 9, 18, 266, 133
INVAR-1, Run: 048, P, 0, 0, 0, 0, 0, 54, 0, 2, 1, 2, 0, 18, 122, 6, 4, 122, 9, 11, 5, 8, 9, 18, 716, 358
INVAR-1, Run: 049, P, 0, 0, 0, 0, 0, 54, 0, 2, 1, 2, 0, 18, 157, 10, 8, 157, 9, 7, 9, 8, 9, 18, 78, 39
INVAR-1, Run: 050, P, 0, 0, 0, 0, 0, 54, 0, 2, 1, 2, 0, 18, 158, 12, 10, 158, 9, 10, 6, 8, 9, 18, 182, 91
INVAR-1, Run: 051, P, 0, 0, 0, 0, 0, 54, 0, 0, 1, 0, 0, 18, 230, 12, 12, 230, 9, 12, 5, 9, 9, 18, 92, 46
INVAR-1, Run: 052, P, 0, 0, 0, 0, 0, 54, 0, 2, 1, 2, 0, 18, 141, 18, 16, 141, 9, 10, 6, 8, 9, 18, 274, 137
INVAR-1, Run: 053, P, 0, 0, 0, 0, 0, 54, 0, 0, 1, 0, 0, 18, 189, 9, 9, 189, 9, 8, 9, 9, 9, 18, 242, 121
INVAR-1, Run: 054, P, 0, 0, 0, 0, 0, 54, 0, 0, 1, 0, 0, 18, 164, 10, 10, 164, 9, 12, 5, 9, 9, 18, 194, 97
INVAR-1, Run: 055, P, 0, 0, 0, 0, 0, 54, 0, 0, 1, 0, 0, 18, 124, 5, 5, 124, 9, 11, 6, 9, 9, 18, 118, 59
INVAR-1, Run: 056, P, 0, 0, 0, 0, 0, 54, 0, 2, 1, 2, 0, 18, 68, 9, 7, 68, 9, 7, 9, 8, 9, 18, 158, 79
INVAR-1, Run: 057, P, 0, 0, 0, 0, 0, 54, 0, 0, 1, 0, 0, 18, 172, 9, 9, 172, 9, 10, 7, 9, 9, 18, 448, 224
INVAR-1, Run: 058, P, 0, 0, 0, 0, 0, 54, 0, 2, 1, 2, 0, 18, 74, 12, 10, 74, 9, 14, 2, 8, 9, 18, 88, 44
INVAR-1, Run: 059, P, 0, 0, 0, 0, 0, 54, 0, 2, 1, 2, 0, 18, 91, 11, 9, 91, 9, 10, 6, 8, 9, 18, 76, 38
INVAR-1, Run: 060, P, 0, 0, 0, 0, 0, 54, 0, 0, 1, 0, 0, 18, 81, 4, 4, 81, 9, 10, 7, 9, 9, 18, 144, 72
INVAR-1, Run: 061, P, 0, 0, 0, 0, 0, 54, 0, 0, 1, 0, 0, 18, 107, 9, 9, 107, 9, 8, 9, 9, 9, 18, 64, 32
INVAR-1, Run: 062, P, 0, 0, 0, 0, 0, 54, 0, 2, 1, 2, 0, 18, 32, 17, 15, 32, 9, 7, 9, 8, 9, 18, 172, 86
INVAR-1, Run: 063, P, 0, 0, 0, 0, 0, 54, 0, 0, 1, 0, 0, 18, 105, 12, 12, 105, 9, 6, 11, 9, 9, 18, 154, 77
INVAR-1, Run: 064, P, 0, 0, 0, 0, 0, 54, 0, 2, 1, 2, 0, 18, 198, 14, 12, 198, 9, 9, 7, 8, 9, 18, 216, 108
INVAR-1, Run: 065, P, 0, 0, 0, 0, 0, 54, 0, 0, 1, 0, 0, 18, 103, 8, 8, 103, 9, 9, 8, 9, 9, 18, 208, 104
INVAR-1, Run: 066, P, 0, 0, 0, 0, 0, 54, 0, 0, 1, 0, 0, 18, 94, 6, 6, 94, 9, 11, 6, 9, 9, 18, 48, 24
INVAR-1, Run: 067, P, 0, 0, 0, 0, 0, 54, 0, 0, 1, 0, 0, 18, 76, 4, 4, 76, 9, 12, 5, 9, 9, 18, 184, 92
INVAR-1, Run: 068, P, 0, 0, 0, 0, 0, 54, 0, 0, 1, 0, 0, 18, 113, 4, 4, 113, 9, 7, 10, 9, 9, 18, 148, 74
INVAR-1, Run: 069, P, 0, 0, 0, 0, 0, 54, 0, 2, 1, 2, 0, 18, 101, 15, 13, 101, 9, 4, 12, 8, 9, 18, 94, 47
INVAR-1, Run: 070, P, 0, 0, 0, 0, 0, 54, 0, 2, 1, 2, 0, 18, 60, 6, 4, 60, 9, 9, 7, 8, 9, 18, 60, 30
INVAR-1, Run: 071, P, 0, 0, 0, 0, 0, 54, 0, 2, 1, 2, 0, 18, 62, 8, 6, 62, 9, 12, 4, 8, 9, 18, 124, 62
INVAR-1, Run: 072, P, 0, 0, 0, 0, 0, 54, 0, 0, 1, 0, 0, 18, 143, 5, 5, 143, 9, 14, 3, 9, 9, 18, 100, 50
INVAR-1, Run: 073, P, 0, 0, 0, 0, 0, 54, 0, 0, 1, 0, 0, 18, 158, 6, 6, 158, 9, 6, 11, 9, 9, 18, 44, 22
INVAR-1, Run: 074, P, 0, 0, 0, 0, 0, 54, 0, 0, 1, 0, 0, 18, 175, 8, 8, 175, 9, 6, 11, 9, 9, 18, 154, 77
INVAR-1, Run: 075, P, 0, 0, 0, 0, 0, 54, 0, 0, 1, 0, 0, 18, 122, 11, 11, 122, 9, 9, 8, 9, 9, 18, 392, 196
INVAR-1, Run: 076, P, 0, 0, 0, 0, 0, 54, 0, 2, 1, 2, 0, 18, 30, 9, 7, 30, 9, 9, 7, 8, 9, 18, 106, 53
INVAR-1, Run: 077, P, 0, 0, 0, 0, 0, 54, 0, 2, 1, 2, 0, 18, 151, 7, 5, 151, 9, 7, 9, 8, 9, 18, 122, 61
INVAR-1, Run: 078, P, 0, 0, 0, 0, 0, 54, 0, 2, 1, 2, 0, 18, 112, 15, 13, 112, 9, 9, 7, 8, 9, 18, 392, 196
INVAR-1, Run: 079, P, 0, 0, 0, 0, 0, 54, 0, 0, 1, 0, 0, 18, 159, 16, 16, 159, 9, 9, 8, 9, 9, 18, 72, 36
INVAR-1, Run: 080, P, 0, 0, 0, 0, 0, 54, 0, 2, 1, 2, 0, 18, 115, 8, 6, 115, 9, 9, 7, 8, 9, 18, 78, 39
INVAR-1, Run: 081, P, 0, 0, 0, 0, 0, 54, 0, 0, 1, 0, 0, 18, 112, 12, 12, 112, 9, 9, 8, 9, 9, 18, 154, 77
INVAR-1, Run: 082, P, 0, 0, 0, 0, 0, 54, 0, 0, 1, 0, 0, 18, 105, 13, 13, 105, 9, 7, 10, 9, 9, 18, 120, 60
INVAR-1, Run: 083, P, 0, 0, 0, 0, 0, 54, 0, 2, 1, 2, 0, 18, 119, 9, 7, 119, 9, 8, 8, 8, 9, 18, 186, 93
INVAR-1, Run: 084, P, 0, 0, 0, 0, 0, 54, 0, 0, 1, 0, 0, 18, 181, 10, 10, 181, 9, 10, 7, 9, 9, 18, 152, 76
INVAR-1, Run: 085, P, 0, 0, 0, 0, 0, 54, 0, 2, 1, 2, 0, 18, 43, 12, 10, 43, 9, 6, 10, 8, 9, 18, 20, 10
INVAR-1, Run: 086, P, 0, 0, 0, 0, 0, 54, 0, 0, 1, 0, 0, 18, 77, 13, 13, 77, 9, 8, 9, 9, 9, 18, 36, 18
INVAR-1, Run: 087, P, 0, 0, 0, 0, 0, 54, 0, 0, 1, 0, 0, 18, 109, 6, 6, 109, 9, 8, 9, 9, 9, 18, 64, 32
INVAR-1, Run: 088, P, 0, 0, 0, 0, 0, 54, 0, 2, 1, 2, 0, 18, 163, 10, 8, 163, 9, 9, 7, 8, 9, 18, 278, 139
INVAR-1, Run: 089, P, 0, 0, 0, 0, 0, 54, 0, 0, 1, 0, 0, 18, 185, 13, 13, 185, 9, 12, 5, 9, 9, 18, 232, 116
INVAR-1, Run: 090, P, 0, 0, 0, 0, 0, 54, 0, 0, 1, 0, 0, 18, 97, 5, 5, 97, 9, 12, 5, 9, 9, 18, 132, 66
INVAR-1, Run: 091, P, 0, 0, 0, 0, 0, 54, 0, 0, 1, 0, 0, 18, 119, 4, 4, 119, 9, 10, 7, 9, 9, 18, 142, 71
INVAR-1, Run: 092, P, 0, 0, 0, 0, 0, 54, 0, 0, 1, 0, 0, 18, 126, 8, 8, 126, 9, 11, 6, 9, 9, 18, 104, 52
INVAR-1, Run: 093, P, 0, 0, 0, 0, 0, 54, 0, 0, 1, 0, 0, 18, 275, 4, 4, 275, 9, 10, 7, 9, 9, 18, 202, 101
INVAR-1, Run: 094, P, 0, 0, 0, 0, 0, 54, 0, 0, 1, 0, 0, 18, 92, 5, 5, 92, 9, 6, 11, 9, 9, 18, 126, 63
INVAR-1, Run: 095, P, 0, 0, 0, 0, 0, 54, 0, 0, 1, 0, 0, 18, 135, 16, 16, 135, 9, 8, 9, 9, 9, 18, 88, 44
INVAR-1, Run: 096, P, 0, 0, 0, 0, 0, 54, 0, 0, 1, 0, 0, 18, 159, 4, 4, 159, 9, 8, 9, 9, 9, 18, 340, 170
INVAR-1, Run: 097, P, 0, 0, 0, 0, 0, 54, 0, 0, 1, 0, 0, 18, 147, 11, 11, 147, 9, 9, 8, 9, 9, 18, 194, 97
INVAR-1, Run: 098, P, 0, 0, 0, 0, 0, 54, 0, 0, 1, 0, 0, 18, 124, 22, 22, 124, 9, 8, 9, 9, 9, 18, 102, 51
INVAR-1, Run: 099, P, 0, 0, 0, 0, 0, 54, 0, 0, 1, 0, 0, 18, 116, 9, 9, 116, 9, 8, 9, 9, 9, 18, 88, 44
INVAR-1, Run: 100, P, 0, 0, 0, 0, 0, 54, 0, 2, 1, 2, 0, 18, 78, 11, 9, 78, 9, 5, 11, 8, 9, 18, 66, 33
INVAR-10, Run: 001, P, 0, 0, 0, 0, 0, 600, 0, 0, 1, 0, 0, 200, 4920, 93, 93, 4920, 100, 97, 102, 100, 100, 200, 5450, 2725
INVAR-10, Run: 002, P, 0, 0, 0, 0, 0, 600, 0, 2, 1, 2, 0, 200, 5185, 106, 104, 5185, 100, 102, 96, 99, 100, 200, 5738, 2869
INVAR-10, Run: 003, P, 0, 0, 0, 0, 0, 600, 0, 0, 1, 0, 0, 200, 5120, 115, 115, 5120, 100, 95, 104, 100, 100, 200, 6186, 3093
INVAR-10, Run: 004, P, 0, 0, 0, 0, 0, 600, 0, 0, 1, 0, 0, 200, 5322, 102, 102, 5322, 100, 110, 89, 100, 100, 200, 4842, 2421
INVAR-10, Run: 005, P, 0, 0, 0, 0, 0, 600, 0, 0, 1, 0, 0, 200, 5848, 88, 88, 5848, 100, 109, 90, 100, 100, 200, 10916, 5458
INVAR-10, Run: 006, P, 0, 0, 0, 0, 0, 600, 0, 0, 1, 0, 0, 200, 5022, 93, 93, 5022, 100, 116, 83, 100, 100, 200, 9890, 4945
INVAR-10, Run: 007, P, 0, 0, 0, 0, 0, 600, 0, 0, 1, 0, 0, 200, 5901, 105, 105, 5901, 100, 101, 98, 100, 100, 200, 7166, 3583
INVAR-10, Run: 008, P, 0, 0, 0, 0, 0, 600, 0, 0, 1, 0, 0, 200, 6154, 105, 105, 6154, 100, 101, 98, 100, 100, 200, 7748, 3874
INVAR-10, Run: 009, P, 0, 0, 0, 0, 0, 600, 0, 2, 1, 2, 0, 200, 5339, 91, 89, 5339, 100, 99, 99, 99, 100, 200, 6880, 3440
INVAR-10, Run: 010, P, 0, 0, 0, 0, 0, 600, 0, 2, 1, 2, 0, 200, 4899, 103, 101, 4899, 100, 98, 100, 99, 100, 200, 4328, 2164
INVAR-10, Run: 011, P, 0, 0, 0, 0, 0, 600, 0, 0, 1, 0, 0, 200, 5839, 103, 103, 5839, 100, 100, 99, 100, 100, 200, 8700, 4350
INVAR-10, Run: 012, P, 0, 0, 0, 0, 0, 600, 0, 0, 1, 0, 0, 200, 4523, 117, 117, 4523, 100, 105, 94, 100, 100, 200, 5322, 2661
INVAR-10, Run: 013, P, 0, 0, 0, 0, 0, 600, 0, 0, 1, 0, 0, 200, 5630, 107, 107, 5630, 100, 87, 112, 100, 100, 200, 5354, 2677
INVAR-10, Run: 014, P, 0, 0, 0, 0, 0, 600, 0, 0, 1, 0, 0, 200, 7150, 105, 105, 7150, 100, 108, 91, 100, 100, 200, 4994, 2497
INVAR-10, Run: 015, P, 0, 0, 0, 0, 0, 600, 0, 0, 1, 0, 0, 200, 5483, 109, 109, 5483, 100, 109, 90, 100, 100, 200, 6330, 3165
INVAR-10, Run: 016, P, 0, 0, 0, 0, 0, 600, 0, 2, 1, 2, 0, 200, 5728, 123, 121, 5728, 100, 92, 106, 99, 100, 200, 5864, 2932
INVAR-10, Run: 017, P, 0, 0, 0, 0, 0, 600, 0, 2, 1, 2, 0, 200, 5234, 126, 124, 5234, 100, 96, 102, 99, 100, 200, 4452, 2226
INVAR-10, Run: 018, P, 0, 0, 0, 0, 0, 600, 0, 0, 1, 0, 0, 200, 4875, 103, 103, 4875, 100, 91, 108, 100, 100, 200, 5496, 2748
INVAR-10, Run: 019, P, 0, 0, 0, 0, 0, 600, 0, 0, 1, 0, 0, 200, 5623, 88, 88, 5623, 100, 104, 95, 100, 100, 200, 4318, 2159
INVAR-10, Run: 020, P, 0, 0, 0, 0, 0, 600, 0, 2, 1, 2, 0, 200, 5975, 121, 119, 5975, 100, 86, 112, 99, 100, 200, 4208, 2104
INVAR-10, Run: 021, P, 0, 0, 0, 0, 0, 600, 0, 2, 1, 2, 0, 200, 4713, 118, 116, 4713, 100, 102, 96, 99, 100, 200, 4500, 2250
INVAR-10, Run: 022, P, 0, 0, 0, 0, 0, 600, 0, 2, 1, 2, 0, 200, 4813, 105, 103, 4813, 100, 104, 94, 99, 100, 200, 5604, 2802
INVAR-10, Run: 023, P, 0, 0, 0, 0, 0, 600, 0, 0, 1, 0, 0, 200, 4777, 70, 70, 4777, 100, 81, 118, 100, 100, 200, 6040, 3020
INVAR-10, Run: 024, P, 0, 0, 0, 0, 0, 600, 0, 2, 1, 2, 0, 200, 4810, 88, 86, 4810, 100, 108, 90, 99, 100, 200, 4906, 2453
INVAR-10, Run: 025, P, 0, 0, 0, 0, 0, 600, 0, 0, 1, 0, 0, 200, 5688, 103, 103, 5688, 100, 109, 90, 100, 100, 200, 6844, 3422
INVAR-10, Run: 026, P, 0, 0, 0, 0, 0, 600, 0, 0, 1, 0, 0, 200, 5335, 108, 108, 5335, 100, 113, 86, 100, 100, 200, 5432, 2716
INVAR-10, Run: 027, P, 0, 0, 0, 0, 0, 600, 0, 2, 1, 2, 0, 200, 3902, 117, 115, 3902, 100, 115, 83, 99, 100, 200, 7158, 3579
INVAR-10, Run: 028, P, 0, 0, 0, 0, 0, 600, 0, 0, 1, 0, 0, 200, 5749, 129, 129, 5749, 100, 100, 99, 100, 100, 200, 5718, 2859
INVAR-10, Run: 029, P, 0, 0, 0, 0, 0, 600, 0, 0, 1, 0, 0, 200, 5565, 105, 105, 5565, 100, 106, 93, 100, 100, 200, 6812, 3406
INVAR-10, Run: 030, P, 0, 0, 0, 0, 0, 600, 0, 2, 1, 2, 0, 200, 5177, 120, 118, 5177, 100, 116, 82, 99, 100, 200, 5004, 2502
INVAR-10, Run: 031, P, 0, 0, 0, 0, 0, 600, 0, 0, 1, 0, 0, 200, 4712, 99, 99, 4712, 100, 97, 102, 100, 100, 200, 4382, 2191
INVAR-10, Run: 032, P, 0, 0, 0, 0, 0, 600, 0, 2, 1, 2, 0, 200, 5934, 128, 126, 5934, 100, 103, 95, 99, 100, 200, 4368, 2184
INVAR-10, Run: 033, P, 0, 0, 0, 0, 0, 600, 0, 0, 1, 0, 0, 200, 6091, 97, 97, 6091, 100, 108, 91, 100, 100, 200, 4280, 2140
INVAR-10, Run: 034, P, 0, 0, 0, 0, 0, 600, 0, 0, 1, 0, 0, 200, 4159, 130, 130, 4159, 100, 89, 110, 100, 100, 200, 5374, 2687
INVAR-10, Run: 035, P, 0, 0, 0, 0, 0, 600, 0, 0, 1, 0, 0, 200, 5807, 121, 121, 5807, 100, 87, 112, 100, 100, 200, 5582, 2791
INVAR-10, Run: 036, P, 0, 0, 0, 0, 0, 600, 0, 2, 1, 2, 0, 200, 5799, 116, 114, 5799, 100, 104, 94, 99, 100, 200, 5690, 2845
INVAR-10, Run: 037, P, 0, 0, 0, 0, 0, 600, 0, 2, 1, 2, 0, 200, 3951, 102, 100, 3951, 100, 111, 87, 99, 100, 200, 4712, 2356
INVAR-10, Run: 038, P, 0, 0, 0, 0, 0, 600, 0, 0, 1, 0, 0, 200, 5132, 101, 101, 5132, 100, 109, 90, 100, 100, 200, 4272, 2136
INVAR-10, Run: 039, P, 0, 0, 0, 0, 0, 600, 0, 2, 1, 2, 0, 200, 4894, 92, 90, 4894, 100, 104, 94, 99, 100, 200, 7740, 3870
INVAR-10, Run: 040, P, 0, 0, 0, 0, 0, 600, 0, 0, 1, 0, 0, 200, 5001, 111, 111, 5001, 100, 97, 102, 100, 100, 200, 5362, 2681
INVAR-10, Run: 041, P, 0, 0, 0, 0, 0, 600, 0, 0, 1, 0, 0, 200, 5035, 111, 111, 5035, 100, 99, 100, 100, 100, 200, 5502, 2751
INVAR-10, Run: 042, P, 0, 0, 0, 0, 0, 600, 0, 0, 1, 0, 0, 200, 5103, 108, 108, 5103, 100, 99, 100, 100, 100, 200, 4660, 2330
INVAR-10, Run: 043, P, 0, 0, 0, 0, 0, 600, 0, 2, 1, 2, 0, 200, 6617, 81, 79, 6617, 100, 113, 85, 99, 100, 200, 4716, 2358
INVAR-10, Run: 044, P, 0, 0, 0, 0, 0, 600, 0, 0, 1, 0, 0, 200, 5073, 101, 101, 5073, 100, 112, 87, 100, 100, 200, 5126, 2563
INVAR-10, Run: 045, P, 0, 0, 0, 0, 0, 600, 0, 0, 1, 0, 0, 200, 6472, 84, 84, 6472, 100, 100, 99, 100, 100, 200, 3920, 1960
INVAR-10, Run: 046, P, 0, 0, 0, 0, 0, 600, 0, 2, 1, 2, 0, 200, 5014, 102, 100, 5014, 100, 102, 96, 99, 100, 200, 4632, 2316
INVAR-10, Run: 047, P, 0, 0, 0, 0, 0, 600, 0, 0, 1, 0, 0, 200, 6319, 111, 111, 6319, 100, 100, 99, 100, 100, 200, 5286, 2643
INVAR-10, Run: 048, P, 0, 0, 0, 0, 0, 600, 0, 0, 1, 0, 0, 200, 3138, 118, 118, 3138, 100, 84, 115, 100, 100, 200, 5880, 2940
INVAR-10, Run: 049, P, 0, 0, 0, 0, 0, 600, 0, 0, 1, 0, 0, 200, 4606, 95, 95, 4606, 100, 104, 95, 100, 100, 200, 4298, 2149
INVAR-10, Run: 050, P, 0, 0, 0, 0, 0, 600, 0, 0, 1, 0, 0, 200, 5339, 100, 100, 5339, 100, 96, 103, 100, 100, 200, 7158, 3579
INVAR-10, Run: 051, P, 0, 0, 0, 0, 0, 600, 0, 0, 1, 0, 0, 200, 5359, 118, 118, 5359, 100, 100, 99, 100, 100, 200, 8290, 4145
INVAR-10, Run: 052, P, 0, 0, 0, 0, 0, 600, 0, 0, 1, 0, 0, 200, 5481, 78, 78, 5481, 100, 115, 84, 100, 100, 200, 5350, 2675
INVAR-10, Run: 053, P, 0, 0, 0, 0, 0, 600, 0, 2, 1, 2, 0, 200, 5071, 103, 101, 5071, 100, 92, 106, 99, 100, 200, 5956, 2978
INVAR-10, Run: 054, P, 0, 0, 0, 0, 0, 600, 0, 0, 1, 0, 0, 200, 6510, 85, 85, 6510, 100, 89, 110, 100, 100, 200, 9412, 4706
INVAR-10, Run: 055, P, 0, 0, 0, 0, 0, 600, 0, 2, 1, 2, 0, 200, 4340, 109, 107, 4340, 100, 103, 95, 99, 100, 200, 3476, 1738
