Input Number, Run_Number, Result@ 100, Leaderai, SetABab, Leaderak, ar, LeaderX1, X1, ac, ad, Leaderac, af, ag, ACuAEX1, ACuAEab, A, ah, X1uABX1, SetX1X1, Leaderad, ak, al, ADuAFX1, ADuAFab, aj, SetABf, Leaderag, Leaderah, ao, X1uABab, an, AGuAIX1, AGuAIab, AIuAJX1, AIuAJab, SetABX1, aq, AHuAKX1, AHuAKab, at, au, SetX1ab, Leaderan, Y, ANuAOX1, ab, ANuAOab, Leaderao, ANuAPX1, ANuAPab, SetX1f, Leaderap, NEW_REACTION, Reaction1, Reaction10, Reaction11, Reaction12, Reaction13, Reaction14, Reaction15, Reaction16, Reaction17, Reaction18, Reaction19, Reaction2, Reaction20, Reaction21, Reaction22, Reaction23, Reaction24, Reaction25, Reaction26, Reaction27, Reaction28, Reaction29, Reaction3, Reaction30, Reaction31, Reaction32, Reaction33, Reaction34, Reaction35, Reaction36, Reaction37, Reaction38, Reaction39, Reaction4, Reaction40, Reaction41, Reaction42, Reaction43, Reaction44, Reaction45, Reaction46, Reaction47, Reaction48, Reaction49, Reaction5, Reaction50, Reaction51, Reaction52, Reaction53, Reaction54, Reaction55, Reaction56, Reaction57, Reaction58, Reaction59, Reaction6, Reaction60, Reaction61, Reaction62, Reaction63, Reaction64, Reaction65, Reaction66, Reaction67, Reaction68, Reaction69, Reaction7, Reaction70, Reaction71, Reaction72, Reaction73, Reaction74, Reaction75, Reaction76, Reaction77, Reaction78, Reaction79, Reaction8, Reaction80, Reaction81, Reaction82, Reaction83, Reaction84, Reaction85, Reaction86, Reaction87, Reaction88, Reaction89, Reaction9, Reaction90, Reaction91
INVAR-10, Run: 077, P, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 1, 0, 200, 200, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 198, 99, 1, 0, 96, 4, 0, 9, 1, 15, 2, 1, 1, 195, 5, 0, 54, 15, 60, 15, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-10, Run: 078, F, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 100, 0, 0, 0, 0, 0, 601, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 195, 98, 2, 0, 99, 1, 0, 3, 0, 7, 1, 4, 1, 189, 10, 1, 48, 9, 60, 11, 1, 1, 1, 100, 0, 0, 4, 2, 5, 3, 1, 0, 0, 8, 0, 6, 0, 6, 0, 0, 196, 4, 0, 1, 4, 1, 6, 2, 1, 1, 1, 0, 0, 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-10, Run: 079, F, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 100, 0, 0, 0, 0, 0, 601, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 197, 99, 1, 0, 97, 2, 0, 2, 0, 6, 1, 3, 1, 196, 4, 0, 29, 4, 34, 5, 1, 1, 0, 99, 1, 0, 0, 0, 2, 1, 1, 0, 0, 10, 0, 6, 1, 6, 1, 0, 196, 3, 1, 6, 4, 2, 11, 4, 1, 1, 1, 0, 0, 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-10, Run: 080, P, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 197, 99, 1, 0, 97, 3, 0, 24, 8, 29, 9, 2, 1, 194, 6, 0, 19, 6, 26, 7, 1, 1, 1, 100, 0, 0, 0, 0, 1, 1, 1, 0, 0, 14, 0, 0, 0, 1, 1, 1, 199, 1, 0, 9, 10, 2, 11, 3, 1, 1, 1, 1, 1, 47, 0, 18, 0, 281, 2, 0, 0, 0, 0, 0, 0, 0, 12, 8, 1, 10, 1, 0, 53, 0, 0, 318, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-10, Run: 081, F, 0, 0, 1, 1, 0, 0, 0, 3, 0, 1, 0, 0, 0, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 98, 0, 0, 0, 0, 0, 592, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 194, 98, 2, 0, 98, 2, 0, 20, 1, 25, 2, 5, 1, 195, 2, 0, 0, 0, 3, 1, 1, 1, 1, 98, 0, 0, 19, 5, 20, 6, 1, 1, 0, 7, 0, 2, 0, 2, 0, 0, 194, 3, 0, 6, 1, 1, 10, 2, 1, 1, 1, 0, 0, 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-10, Run: 082, P, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100, 0, 0, 0, 1, 0, 0, 0, 0, 0, 197, 98, 2, 0, 97, 3, 0, 43, 5, 49, 6, 3, 1, 196, 3, 1, 1, 0, 6, 2, 1, 1, 0, 100, 0, 0, 1, 0, 2, 1, 1, 0, 0, 4, 0, 5, 0, 6, 1, 1, 197, 3, 0, 8, 1, 3, 12, 4, 1, 1, 1, 1, 1, 50, 0, 8, 0, 297, 4, 0, 0, 0, 0, 0, 0, 0, 2, 3, 0, 8, 1, 1, 50, 0, 0, 300, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-10, Run: 083, P, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 1, 600, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 196, 99, 1, 0, 99, 1, 0, 30, 4, 33, 5, 4, 1, 195, 5, 0, 13, 5, 19, 6, 1, 1, 0, 100, 0, 0, 3, 0, 4, 1, 1, 0, 0, 7, 0, 20, 3, 21, 4, 1, 199, 1, 0, 43, 6, 12, 45, 12, 0, 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-10, Run: 084, F, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 100, 0, 0, 0, 0, 0, 601, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 194, 99, 1, 0, 99, 1, 0, 17, 8, 20, 9, 5, 1, 198, 2, 0, 18, 5, 21, 6, 1, 1, 1, 100, 0, 0, 1, 1, 2, 2, 1, 0, 0, 7, 0, 0, 0, 0, 0, 0, 197, 2, 1, 2, 3, 0, 6, 2, 1, 1, 1, 0, 0, 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-10, Run: 085, F, 0, 0, 1, 1, 0, 0, 0, 10, 0, 1, 0, 0, 0, 3, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 95, 0, 0, 0, 0, 0, 568, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 197, 99, 1, 0, 98, 2, 0, 42, 11, 46, 12, 3, 1, 188, 2, 0, 0, 0, 3, 1, 1, 1, 0, 95, 0, 0, 2, 0, 3, 1, 1, 0, 0, 2, 0, 5, 0, 5, 0, 0, 186, 3, 0, 2, 0, 2, 6, 3, 1, 1, 1, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-10, Run: 086, F, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 100, 0, 0, 0, 0, 0, 601, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 192, 97, 3, 0, 100, 0, 0, 1, 0, 5, 1, 7, 1, 198, 2, 0, 11, 4, 14, 5, 1, 1, 1, 100, 0, 0, 24, 11, 25, 12, 1, 0, 0, 1, 0, 1, 0, 1, 0, 0, 197, 3, 0, 6, 1, 2, 10, 3, 1, 1, 1, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-10, Run: 087, P, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 100, 0, 0, 0, 0, 0, 600, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 196, 100, 0, 0, 99, 1, 0, 13, 3, 15, 4, 4, 1, 200, 0, 0, 26, 4, 27, 5, 1, 1, 0, 100, 0, 0, 26, 2, 26, 2, 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 195, 4, 1, 22, 4, 9, 27, 10, 0, 0, 0, 0, 0, 0, 0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-10, Run: 088, F, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 100, 0, 0, 0, 0, 0, 601, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 197, 99, 1, 0, 98, 2, 0, 2, 1, 6, 2, 3, 1, 195, 5, 0, 3, 1, 9, 2, 1, 1, 0, 100, 0, 0, 16, 3, 17, 4, 1, 0, 0, 4, 0, 2, 2, 2, 2, 0, 196, 4, 0, 2, 0, 0, 7, 1, 1, 1, 1, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-10, Run: 089, F, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 100, 0, 0, 0, 0, 0, 601, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 197, 98, 2, 0, 94, 5, 1, 5, 6, 14, 8, 3, 1, 198, 2, 0, 24, 8, 27, 9, 1, 1, 0, 100, 0, 0, 15, 6, 16, 7, 1, 0, 0, 11, 0, 2, 0, 2, 0, 0, 199, 1, 0, 3, 3, 2, 5, 3, 1, 1, 1, 0, 0, 0, 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-10, Run: 090, F, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 100, 0, 0, 0, 0, 0, 601, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 199, 98, 2, 0, 100, 0, 0, 4, 1, 7, 2, 1, 1, 196, 4, 0, 9, 1, 14, 2, 1, 1, 0, 100, 0, 0, 14, 4, 15, 5, 1, 0, 0, 5, 0, 15, 2, 15, 2, 0, 198, 2, 0, 10, 0, 3, 13, 4, 1, 1, 1, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-10, Run: 091, P, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 61, 0, 0, 0, 0, 0, 1, 88, 0, 0, 0, 0, 0, 0, 0, 0, 0, 196, 98, 2, 0, 96, 4, 0, 6, 0, 13, 1, 3, 1, 197, 3, 0, 2, 0, 6, 1, 1, 1, 1, 100, 0, 0, 4, 0, 5, 1, 1, 0, 0, 23, 0, 6, 2, 7, 3, 1, 199, 0, 1, 23, 4, 7, 25, 9, 1, 1, 1, 1, 1, 42, 0, 28, 0, 281, 2, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 2, 0, 0, 46, 0, 0, 257, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-10, Run: 092, P, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100, 0, 0, 0, 1, 0, 0, 0, 0, 0, 198, 100, 0, 0, 99, 1, 0, 11, 3, 13, 4, 2, 1, 198, 2, 0, 17, 3, 20, 4, 1, 1, 0, 99, 1, 0, 0, 0, 2, 1, 1, 0, 0, 0, 0, 10, 3, 11, 4, 1, 199, 1, 0, 15, 0, 4, 17, 5, 1, 1, 1, 1, 1, 50, 0, 3, 0, 318, 1, 0, 0, 0, 0, 0, 0, 0, 1, 26, 4, 28, 5, 1, 50, 0, 0, 282, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-10, Run: 093, P, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100, 0, 0, 0, 1, 0, 0, 0, 0, 0, 197, 99, 1, 0, 98, 2, 0, 9, 2, 13, 3, 3, 1, 199, 1, 0, 6, 0, 8, 1, 1, 1, 0, 100, 0, 0, 1, 0, 2, 1, 1, 0, 0, 14, 0, 5, 1, 6, 2, 1, 199, 1, 0, 6, 3, 0, 8, 1, 1, 1, 1, 1, 1, 56, 0, 18, 0, 291, 1, 0, 0, 0, 0, 0, 0, 0, 4, 7, 5, 9, 6, 1, 44, 0, 0, 309, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-10, Run: 094, P, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 100, 0, 0, 0, 0, 0, 600, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 197, 98, 2, 0, 100, 0, 0, 2, 0, 5, 1, 2, 1, 196, 4, 0, 4, 0, 9, 1, 1, 1, 1, 100, 0, 0, 1, 0, 2, 1, 1, 0, 0, 34, 0, 15, 0, 15, 0, 0, 197, 2, 1, 21, 8, 3, 24, 4, 0, 0, 0, 0, 0, 0, 0, 38, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-10, Run: 095, F, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 100, 0, 0, 0, 0, 0, 601, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 194, 97, 3, 0, 99, 1, 0, 13, 1, 18, 2, 6, 1, 199, 0, 1, 29, 8, 31, 10, 1, 1, 0, 100, 0, 0, 1, 1, 2, 2, 1, 0, 0, 9, 0, 6, 7, 6, 7, 0, 197, 3, 0, 7, 4, 2, 11, 3, 1, 1, 1, 0, 0, 0, 0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-10, Run: 096, F, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 100, 0, 0, 0, 0, 0, 601, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 195, 97, 2, 1, 98, 2, 0, 20, 6, 26, 8, 4, 1, 195, 5, 0, 2, 0, 8, 1, 1, 1, 1, 99, 0, 1, 11, 3, 13, 5, 1, 0, 0, 10, 0, 16, 4, 16, 4, 0, 195, 4, 1, 30, 5, 12, 36, 14, 1, 1, 1, 0, 0, 0, 0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-10, Run: 097, F, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 100, 0, 0, 0, 0, 0, 601, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 197, 98, 2, 0, 96, 4, 0, 25, 5, 32, 6, 3, 1, 196, 4, 0, 4, 0, 9, 1, 1, 1, 0, 99, 1, 0, 13, 2, 15, 3, 1, 0, 0, 8, 0, 0, 0, 0, 0, 0, 196, 4, 0, 4, 2, 1, 9, 2, 1, 1, 1, 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-10, Run: 098, F, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 100, 0, 0, 0, 0, 0, 601, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 193, 98, 2, 0, 98, 2, 0, 10, 2, 15, 3, 6, 1, 198, 2, 0, 6, 2, 9, 3, 1, 1, 1, 100, 0, 0, 2, 1, 3, 2, 1, 0, 0, 5, 0, 6, 1, 6, 1, 0, 193, 6, 1, 7, 6, 3, 15, 5, 1, 1, 1, 0, 0, 0, 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-10, Run: 099, F, 0, 0, 1, 1, 0, 7, 0, 0, 0, 0, 1, 0, 0, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 96, 0, 0, 0, 0, 0, 580, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 190, 96, 1, 0, 95, 1, 0, 31, 5, 34, 6, 3, 1, 188, 5, 0, 12, 1, 18, 2, 1, 1, 0, 96, 0, 0, 2, 1, 3, 2, 1, 0, 1, 0, 0, 4, 2, 5, 2, 0, 187, 6, 0, 6, 0, 2, 13, 3, 1, 1, 1, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-10, Run: 100, P, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100, 0, 0, 0, 1, 0, 0, 0, 0, 0, 197, 98, 2, 0, 99, 1, 0, 21, 5, 25, 6, 3, 1, 196, 4, 0, 1, 1, 6, 2, 1, 1, 0, 100, 0, 0, 6, 0, 7, 1, 1, 0, 0, 5, 0, 7, 2, 8, 3, 1, 194, 6, 0, 6, 1, 0, 13, 1, 1, 1, 1, 1, 1, 43, 0, 9, 0, 285, 2, 0, 0, 0, 0, 0, 0, 0, 2, 2, 1, 5, 2, 1, 57, 0, 0, 314, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-11, Run: 001, P, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 1, 0, 0, 3, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 0, 0, 0, 0, 0, 1, 0, 0, 0, 5, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 4, 1, 0, 4, 3, 6, 4, 1, 1, 0, 1, 1, 0, 23, 9, 25, 10, 1, 0, 0, 1, 0, 0, 2, 1, 3, 1, 3, 2, 0, 33, 1, 12, 36, 13, 1, 1, 1, 1, 1, 0, 0, 2, 0, 0, 0, 0, 7, 0, 0, 1, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 8, 1, 0, 1, 0, 0, 22, 7, 24, 1, 8, 0
INVAR-11, Run: 002, P, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 0, 0, 0, 0, 0, 0, 0, 1, 0, 5, 2, 1, 0, 2, 0, 0, 3, 0, 5, 1, 0, 1, 4, 1, 0, 0, 0, 2, 1, 1, 1, 0, 2, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 4, 1, 5, 2, 1, 3, 2, 0, 28, 0, 6, 31, 7, 1, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0, 6, 0, 0, 2, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 9, 1, 0, 0, 0, 0, 17, 7, 19, 1, 8, 1
INVAR-11, Run: 003, P, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 0, 0, 0, 0, 1, 0, 0, 0, 0, 5, 3, 0, 0, 1, 0, 1, 4, 2, 6, 4, 0, 1, 3, 1, 1, 0, 2, 3, 4, 1, 1, 0, 2, 0, 0, 19, 2, 20, 3, 1, 1, 0, 5, 0, 16, 0, 17, 1, 1, 5, 0, 0, 28, 2, 3, 29, 4, 1, 1, 1, 1, 1, 0, 0, 6, 0, 0, 0, 0, 6, 0, 0, 1, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 10, 0, 0, 0, 1, 0, 28, 5, 30, 1, 5, 0
INVAR-11, Run: 004, P, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 0, 0, 0, 0, 0, 0, 0, 1, 0, 2, 3, 0, 0, 2, 0, 0, 3, 2, 4, 3, 2, 1, 4, 1, 0, 3, 1, 5, 2, 1, 1, 1, 2, 0, 0, 4, 0, 5, 1, 1, 1, 0, 7, 0, 1, 0, 2, 1, 1, 4, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 11, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 8, 1, 0, 2, 0, 0, 10, 7, 12, 1, 8, 1
INVAR-11, Run: 005, F, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 2, 0, 0, 0, 0, 0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 5, 3, 0, 0, 0, 2, 0, 15, 5, 18, 6, 0, 1, 5, 0, 0, 0, 1, 1, 2, 1, 1, 0, 2, 0, 0, 17, 5, 18, 6, 1, 0, 0, 2, 1, 6, 0, 7, 1, 0, 3, 1, 1, 28, 0, 7, 31, 9, 1, 1, 1, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
