Input Number, Run_Number, Result@ 1000, A, B, H, C, L4, L1, L5, Y, T1, T2, T3, T4, T5, T6, R, U, L2, D, L3, O1, O2, O3, O4, Reaction10, Reaction11, Reaction12, Reaction13, Reaction14, Reaction15, Reaction16, Reaction17, Reaction19, Reaction2, Reaction20, Reaction21, Reaction22, Reaction23, Reaction24, Reaction25, Reaction3, Reaction4, Reaction5, Reaction6, Reaction8, Reaction9
INVAR-1, Run: 011, P, 0, 10, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 0, 1, 6, 0, 2, 0, 9, 0, 1, 9, 99, 44, 78, 1966, 1944, 1906, 1834, 1824, 22, 520, 38, 24, 10, 15, 1809, 1807, 472, 321, 222, 178, 48, 151
INVAR-1, Run: 012, P, 0, 10, 0, 0, 0, 0, 0, 100, 0, 0, 0, 1, 0, 1, 1, 6, 0, 18, 0, 9, 0, 1, 9, 54, 37, 92, 19736, 19517, 19325, 19138, 18944, 219, 428, 192, 156, 194, 195, 18748, 18730, 398, 283, 229, 192, 30, 115
INVAR-1, Run: 013, P, 0, 0, 0, 10, 0, 0, 0, 100, 0, 0, 0, 1, 0, 0, 1, 6, 0, 1, 0, 8, 9, 0, 8, 81, 47, 88, 2091, 2058, 2028, 1949, 1918, 33, 511, 30, 30, 31, 17, 1901, 1900, 463, 316, 235, 188, 48, 147
INVAR-1, Run: 014, P, 0, 10, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 0, 1, 6, 0, 3, 0, 10, 1, 2, 10, 100, 54, 63, 3086, 3030, 2992, 2907, 2876, 56, 523, 38, 38, 31, 21, 2855, 2852, 476, 317, 217, 163, 47, 159
INVAR-1, Run: 015, P, 0, 10, 0, 0, 0, 0, 0, 100, 0, 1, 0, 0, 0, 0, 1, 6, 0, 2, 0, 9, 0, 1, 9, 52, 38, 46, 3025, 2988, 2960, 2886, 2855, 36, 407, 28, 27, 31, 26, 2829, 2827, 360, 236, 184, 146, 47, 124
INVAR-1, Run: 016, P, 0, 10, 0, 0, 0, 0, 0, 100, 0, 0, 0, 1, 0, 0, 1, 6, 0, 5, 0, 10, 1, 2, 10, 83, 71, 180, 5854, 5801, 5746, 5646, 5591, 53, 629, 55, 55, 55, 58, 5533, 5528, 585, 434, 351, 280, 44, 151
INVAR-1, Run: 017, P, 0, 10, 0, 0, 0, 0, 0, 100, 1, 0, 0, 0, 0, 0, 1, 6, 0, 3, 0, 9, 0, 1, 9, 55, 25, 45, 3948, 3895, 3855, 3773, 3738, 53, 357, 40, 36, 35, 42, 3696, 3693, 311, 225, 170, 145, 46, 86
INVAR-1, Run: 018, P, 0, 10, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 0, 1, 6, 0, 0, 0, 9, 0, 1, 9, 76, 68, 109, 68, 55, 54, 4, 4, 13, 572, 1, 0, 0, 0, 4, 4, 522, 353, 277, 209, 50, 169
INVAR-1, Run: 019, P, 0, 10, 0, 0, 0, 0, 0, 100, 0, 0, 1, 0, 0, 0, 1, 6, 0, 2, 0, 9, 0, 1, 9, 58, 25, 31, 2971, 2930, 2891, 2811, 2778, 41, 382, 38, 33, 33, 25, 2753, 2751, 335, 214, 156, 131, 47, 121
INVAR-1, Run: 020, P, 0, 0, 0, 10, 0, 0, 0, 100, 0, 0, 0, 0, 0, 0, 1, 6, 0, 3, 0, 8, 9, 0, 8, 76, 60, 72, 2942, 2901, 2872, 2795, 2772, 41, 501, 29, 30, 23, 22, 2750, 2747, 454, 308, 232, 172, 47, 146
INVAR-1, Run: 021, P, 0, 10, 0, 0, 0, 0, 0, 100, 0, 0, 1, 0, 0, 0, 1, 6, 0, 1, 0, 10, 1, 2, 10, 102, 60, 144, 2084, 2058, 2024, 1959, 1934, 26, 607, 33, 17, 25, 25, 1909, 1908, 559, 406, 304, 244, 48, 153
INVAR-1, Run: 022, P, 10, 0, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 0, 1, 6, 0, 0, 0, 11, 12, 13, 11, 106, 60, 77, 88, 68, 51, 1, 1, 20, 568, 17, 0, 0, 0, 1, 1, 518, 343, 237, 177, 50, 175
INVAR-1, Run: 023, P, 0, 10, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 0, 1, 6, 0, 4, 0, 9, 0, 1, 9, 62, 32, 49, 3993, 3945, 3896, 3803, 3772, 48, 380, 49, 47, 31, 37, 3735, 3731, 334, 243, 181, 149, 46, 91
INVAR-1, Run: 024, P, 10, 0, 0, 0, 0, 0, 0, 100, 0, 0, 1, 1, 1, 0, 1, 6, 0, 47, 0, 0, 1, 2, 0, 0, 0, 0, 49492, 49008, 48527, 48016, 47531, 484, 100, 480, 510, 484, 440, 47091, 47044, 100, 100, 100, 100, 0, 0
INVAR-1, Run: 025, P, 0, 0, 0, 10, 0, 0, 0, 100, 0, 0, 0, 1, 0, 1, 1, 6, 0, 6, 0, 8, 9, 0, 8, 59, 32, 32, 8141, 8061, 7987, 7866, 7795, 80, 364, 74, 78, 71, 73, 7721, 7715, 322, 223, 164, 132, 42, 99
INVAR-1, Run: 026, P, 0, 10, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 0, 1, 6, 0, 1, 0, 10, 1, 2, 10, 119, 82, 177, 1044, 1021, 1006, 950, 944, 23, 702, 15, 7, 6, 12, 932, 931, 653, 478, 359, 277, 49, 175
INVAR-1, Run: 027, P, 0, 10, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 0, 1, 6, 0, 0, 0, 9, 0, 1, 9, 68, 40, 59, 71, 62, 53, 3, 3, 9, 428, 9, 0, 0, 0, 3, 3, 378, 267, 199, 159, 50, 111
INVAR-1, Run: 028, P, 0, 10, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 0, 1, 6, 0, 0, 0, 9, 0, 1, 9, 96, 73, 51, 84, 63, 52, 1, 1, 21, 572, 11, 1, 0, 1, 0, 0, 522, 320, 224, 151, 50, 202
INVAR-1, Run: 029, P, 0, 10, 0, 0, 0, 0, 0, 100, 0, 1, 0, 0, 0, 0, 1, 6, 0, 2, 0, 9, 0, 1, 9, 41, 38, 38, 3042, 3002, 2961, 2891, 2870, 39, 364, 41, 23, 21, 36, 2834, 2832, 317, 217, 176, 138, 47, 100
INVAR-1, Run: 030, P, 0, 10, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 0, 1, 6, 0, 0, 0, 9, 0, 1, 9, 111, 68, 108, 65, 59, 52, 2, 2, 6, 575, 7, 0, 0, 0, 2, 2, 525, 387, 276, 208, 50, 138
INVAR-1, Run: 031, P, 0, 10, 0, 0, 0, 0, 0, 100, 0, 0, 1, 1, 0, 0, 1, 6, 0, 10, 0, 9, 0, 1, 9, 37, 17, 24, 11922, 11786, 11652, 11475, 11346, 136, 312, 133, 138, 129, 121, 11225, 11215, 274, 178, 141, 124, 38, 96
INVAR-1, Run: 032, P, 0, 10, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 0, 1, 6, 0, 18, 0, 9, 0, 1, 9, 31, 20, 14, 17804, 17626, 17432, 17231, 17057, 178, 266, 194, 169, 174, 156, 16901, 16883, 234, 165, 134, 114, 32, 69
INVAR-1, Run: 033, P, 0, 10, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 0, 1, 6, 0, 5, 0, 9, 0, 1, 9, 165, 106, 188, 4988, 4914, 4849, 4759, 4707, 74, 932, 65, 45, 52, 45, 4662, 4657, 887, 559, 394, 288, 45, 328
INVAR-1, Run: 034, P, 0, 10, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 0, 1, 6, 0, 0, 0, 9, 0, 1, 9, 84, 49, 153, 86, 73, 62, 12, 12, 13, 585, 11, 0, 0, 3, 9, 9, 535, 386, 302, 253, 50, 149
INVAR-1, Run: 035, P, 0, 0, 0, 10, 0, 0, 0, 100, 0, 0, 0, 0, 0, 0, 1, 6, 0, 5, 0, 8, 9, 0, 8, 68, 38, 119, 4921, 4866, 4811, 4734, 4685, 55, 474, 55, 32, 49, 47, 4638, 4633, 429, 325, 257, 219, 45, 104
INVAR-1, Run: 036, P, 0, 10, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 0, 1, 6, 0, 2, 0, 9, 0, 1, 9, 66, 45, 62, 1985, 1956, 1933, 1871, 1856, 29, 461, 23, 14, 15, 18, 1838, 1836, 413, 273, 207, 162, 48, 140
INVAR-1, Run: 037, P, 0, 10, 0, 0, 0, 0, 0, 100, 1, 0, 0, 0, 0, 1, 1, 6, 0, 0, 0, 9, 0, 1, 9, 83, 43, 51, 1990, 1961, 1931, 1872, 1854, 29, 442, 30, 11, 18, 24, 1829, 1829, 394, 277, 194, 151, 48, 117
INVAR-1, Run: 038, P, 0, 10, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 0, 1, 6, 0, 2, 0, 9, 0, 1, 9, 68, 37, 43, 2041, 2008, 1975, 1914, 1897, 33, 450, 33, 13, 17, 19, 1878, 1876, 402, 248, 180, 143, 48, 154
INVAR-1, Run: 039, P, 0, 10, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 0, 1, 6, 0, 5, 0, 9, 0, 1, 9, 63, 39, 52, 5031, 4964, 4894, 4790, 4745, 67, 408, 70, 59, 45, 37, 4708, 4703, 363, 254, 191, 152, 45, 109
INVAR-1, Run: 040, P, 0, 0, 0, 10, 0, 0, 0, 100, 0, 0, 0, 0, 0, 0, 1, 6, 0, 0, 0, 8, 9, 0, 8, 100, 55, 107, 73, 63, 56, 6, 5, 10, 570, 7, 0, 1, 0, 5, 5, 520, 362, 262, 207, 50, 158
INVAR-1, Run: 041, P, 0, 10, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 0, 1, 6, 0, 4, 0, 15, 6, 7, 15, 80, 43, 70, 3900, 3845, 3797, 3718, 3683, 55, 488, 48, 33, 35, 28, 3655, 3651, 442, 293, 213, 170, 46, 149
INVAR-1, Run: 042, P, 0, 10, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 0, 1, 6, 0, 12, 0, 9, 0, 1, 9, 52, 43, 25, 11889, 11744, 11610, 11439, 11342, 145, 381, 134, 133, 97, 97, 11245, 11233, 343, 220, 168, 125, 38, 123
INVAR-1, Run: 043, P, 10, 0, 0, 0, 0, 0, 0, 100, 2, 0, 1, 1, 1, 0, 1, 6, 0, 45, 0, 0, 1, 2, 0, 0, 0, 0, 49749, 49278, 48775, 48341, 47838, 471, 100, 502, 433, 502, 498, 47340, 47295, 100, 100, 100, 100, 0, 0
INVAR-1, Run: 044, P, 10, 0, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 0, 1, 6, 0, 50, 0, 0, 1, 2, 0, 0, 0, 0, 49693, 49233, 48745, 48297, 47788, 460, 100, 488, 448, 509, 463, 47325, 47275, 100, 100, 100, 100, 0, 0
INVAR-1, Run: 045, P, 0, 10, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 1, 0, 1, 6, 0, 12, 0, 9, 0, 1, 9, 46, 41, 66, 13023, 12883, 12759, 12589, 12451, 140, 356, 124, 133, 137, 141, 12310, 12298, 319, 253, 207, 166, 37, 66
INVAR-1, Run: 046, P, 0, 10, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 0, 1, 6, 0, 4, 0, 9, 0, 1, 9, 62, 51, 40, 4006, 3945, 3903, 3813, 3779, 61, 411, 42, 44, 34, 34, 3745, 3741, 365, 253, 191, 140, 46, 112
INVAR-1, Run: 047, P, 0, 10, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 0, 1, 6, 0, 0, 0, 9, 0, 1, 9, 139, 94, 128, 81, 63, 56, 4, 2, 18, 751, 7, 2, 2, 0, 2, 2, 701, 461, 322, 228, 50, 240
INVAR-1, Run: 048, P, 0, 10, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 1, 0, 1, 6, 0, 1, 0, 10, 1, 2, 10, 79, 42, 68, 2018, 1977, 1953, 1887, 1862, 41, 494, 24, 18, 24, 22, 1840, 1839, 446, 289, 210, 168, 48, 157
INVAR-1, Run: 049, P, 0, 10, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 0, 1, 6, 0, 4, 0, 9, 0, 1, 9, 80, 39, 52, 4041, 3996, 3952, 3865, 3838, 45, 446, 44, 41, 27, 35, 3803, 3799, 400, 271, 191, 152, 46, 129
INVAR-1, Run: 050, P, 0, 10, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 0, 1, 6, 0, 4, 0, 9, 0, 1, 9, 93, 53, 193, 3949, 3900, 3862, 3764, 3728, 49, 623, 38, 52, 36, 43, 3685, 3681, 577, 439, 346, 293, 46, 138
INVAR-1, Run: 051, P, 0, 10, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 0, 1, 6, 0, 1, 0, 9, 0, 1, 9, 79, 56, 81, 1083, 1064, 1044, 985, 970, 19, 517, 20, 10, 15, 11, 959, 958, 468, 316, 237, 181, 49, 152
INVAR-1, Run: 052, P, 0, 10, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 0, 1, 6, 0, 5, 0, 9, 0, 1, 9, 91, 45, 44, 5043, 4968, 4906, 4815, 4770, 75, 468, 62, 46, 45, 39, 4731, 4726, 423, 280, 189, 144, 45, 143
INVAR-1, Run: 053, P, 0, 10, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 0, 1, 6, 0, 7, 0, 9, 0, 1, 9, 44, 27, 35, 6952, 6879, 6803, 6698, 6637, 73, 327, 76, 62, 61, 53, 6584, 6577, 284, 206, 162, 135, 43, 78
INVAR-1, Run: 054, P, 0, 10, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 1, 0, 1, 6, 0, 0, 0, 9, 0, 1, 9, 131, 69, 263, 1043, 1027, 1011, 956, 947, 16, 811, 16, 6, 8, 9, 938, 938, 762, 563, 432, 363, 49, 199
INVAR-1, Run: 055, P, 0, 0, 0, 10, 0, 0, 0, 100, 0, 0, 0, 1, 0, 0, 1, 6, 0, 3, 0, 8, 9, 0, 8, 65, 49, 62, 4028, 3978, 3935, 3850, 3818, 50, 420, 43, 38, 32, 36, 3782, 3779, 374, 276, 211, 162, 46, 98
INVAR-1, Run: 056, P, 0, 10, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 0, 1, 6, 0, 0, 0, 9, 0, 1, 9, 87, 52, 116, 61, 57, 54, 4, 3, 4, 533, 3, 0, 1, 1, 2, 2, 483, 355, 268, 216, 50, 128
INVAR-1, Run: 057, P, 0, 10, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 0, 1, 6, 0, 2, 0, 9, 0, 1, 9, 43, 25, 55, 2127, 2089, 2049, 1980, 1960, 38, 345, 40, 21, 20, 19, 1941, 1939, 297, 223, 180, 155, 48, 74
INVAR-1, Run: 058, P, 0, 10, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 0, 1, 6, 0, 1, 0, 9, 0, 1, 9, 95, 56, 67, 1043, 1030, 1017, 959, 950, 13, 551, 13, 9, 9, 6, 944, 943, 502, 318, 223, 167, 49, 184
INVAR-1, Run: 059, P, 0, 10, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 0, 1, 6, 0, 0, 0, 9, 0, 1, 9, 116, 47, 97, 71, 58, 52, 2, 1, 13, 561, 6, 0, 1, 0, 1, 1, 511, 360, 244, 197, 50, 151
INVAR-1, Run: 060, P, 0, 10, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 0, 1, 6, 0, 3, 0, 9, 0, 1, 9, 86, 39, 110, 3024, 2980, 2943, 2859, 2827, 44, 502, 37, 37, 32, 21, 2806, 2803, 455, 335, 249, 210, 47, 120
INVAR-1, Run: 061, P, 0, 10, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 0, 1, 6, 0, 0, 0, 9, 0, 1, 9, 98, 81, 201, 63, 60, 54, 4, 4, 3, 712, 6, 0, 0, 1, 3, 3, 662, 480, 382, 301, 50, 182
INVAR-1, Run: 062, P, 0, 10, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 0, 1, 6, 0, 6, 0, 9, 0, 1, 9, 41, 26, 34, 6059, 5993, 5911, 5801, 5751, 66, 323, 82, 66, 50, 53, 5698, 5692, 279, 201, 160, 134, 44, 78
INVAR-1, Run: 063, P, 0, 10, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 0, 1, 6, 0, 1, 0, 9, 0, 1, 9, 82, 59, 92, 1014, 996, 981, 918, 908, 18, 526, 15, 14, 10, 10, 898, 897, 477, 333, 251, 192, 49, 144
INVAR-1, Run: 064, P, 0, 10, 0, 0, 0, 0, 0, 100, 0, 0, 1, 0, 0, 0, 1, 6, 0, 3, 0, 9, 0, 1, 9, 75, 50, 113, 4041, 3989, 3951, 3856, 3826, 52, 527, 37, 49, 30, 36, 3790, 3787, 481, 338, 263, 213, 46, 143
INVAR-1, Run: 065, P, 0, 10, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 1, 0, 1, 6, 0, 6, 0, 9, 0, 1, 9, 75, 46, 76, 7025, 6925, 6847, 6751, 6696, 100, 473, 78, 53, 54, 74, 6622, 6616, 430, 297, 222, 176, 43, 133
INVAR-1, Run: 066, P, 0, 10, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 0, 1, 6, 0, 3, 0, 10, 1, 2, 10, 72, 40, 97, 2968, 2920, 2883, 2811, 2792, 48, 479, 37, 25, 19, 28, 2764, 2761, 432, 309, 237, 197, 47, 123
INVAR-1, Run: 067, P, 0, 0, 0, 10, 0, 0, 0, 100, 0, 0, 0, 0, 0, 0, 1, 6, 0, 0, 0, 10, 11, 2, 10, 54, 25, 34, 67, 57, 52, 2, 1, 10, 385, 5, 0, 1, 0, 1, 1, 335, 213, 159, 134, 50, 122
INVAR-1, Run: 068, P, 0, 10, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 0, 1, 6, 0, 7, 0, 9, 0, 1, 9, 64, 51, 73, 7059, 6978, 6886, 6780, 6699, 81, 421, 92, 63, 81, 65, 6634, 6627, 378, 288, 224, 173, 43, 90
INVAR-1, Run: 069, P, 0, 0, 0, 10, 0, 0, 0, 100, 0, 0, 0, 0, 0, 0, 1, 6, 0, 5, 0, 8, 9, 0, 8, 78, 66, 94, 4997, 4924, 4868, 4784, 4744, 73, 570, 56, 39, 40, 59, 4685, 4680, 525, 338, 260, 194, 45, 187
INVAR-1, Run: 070, P, 0, 10, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 0, 1, 6, 0, 4, 0, 9, 0, 1, 9, 71, 41, 65, 3975, 3931, 3885, 3801, 3764, 44, 445, 46, 38, 37, 43, 3721, 3717, 399, 277, 206, 165, 46, 122
INVAR-1, Run: 071, P, 0, 0, 0, 10, 0, 0, 0, 100, 0, 0, 0, 0, 0, 0, 1, 6, 0, 0, 0, 10, 11, 2, 10, 98, 68, 131, 80, 70, 53, 1, 1, 10, 603, 17, 2, 0, 0, 1, 1, 553, 397, 299, 231, 50, 156
INVAR-1, Run: 072, P, 0, 0, 0, 10, 0, 0, 0, 100, 0, 0, 0, 0, 0, 0, 1, 6, 0, 2, 0, 8, 9, 0, 8, 61, 35, 70, 1980, 1961, 1935, 1871, 1846, 19, 396, 26, 16, 25, 22, 1824, 1822, 348, 266, 205, 170, 48, 82
INVAR-1, Run: 073, P, 0, 10, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 0, 1, 6, 0, 3, 0, 9, 0, 1, 9, 103, 65, 131, 3015, 2974, 2942, 2857, 2834, 41, 623, 32, 38, 23, 32, 2802, 2799, 576, 399, 296, 231, 47, 177
INVAR-1, Run: 074, P, 0, 10, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 0, 1, 6, 0, 1, 0, 9, 0, 1, 9, 93, 51, 100, 1085, 1064, 1040, 983, 972, 21, 559, 24, 8, 11, 10, 962, 961, 510, 344, 251, 200, 49, 166
INVAR-1, Run: 075, P, 0, 10, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 0, 1, 6, 0, 12, 0, 9, 0, 1, 9, 54, 41, 58, 12018, 11898, 11774, 11610, 11458, 120, 418, 124, 126, 152, 101, 11357, 11345, 380, 253, 199, 158, 38, 127
INVAR-1, Run: 076, P, 0, 10, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 0, 1, 6, 0, 0, 0, 9, 0, 1, 9, 102, 79, 220, 72, 63, 58, 8, 7, 9, 738, 5, 0, 1, 0, 7, 7, 688, 501, 399, 320, 50, 187
INVAR-1, Run: 077, P, 0, 10, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 0, 1, 6, 0, 1, 0, 9, 0, 1, 9, 113, 65, 67, 1036, 1014, 991, 931, 923, 22, 616, 23, 11, 8, 10, 913, 912, 567, 345, 232, 167, 49, 222
INVAR-1, Run: 078, P, 0, 10, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 0, 1, 6, 0, 1, 0, 9, 0, 1, 9, 68, 36, 76, 1077, 1059, 1042, 983, 972, 18, 460, 17, 10, 11, 12, 960, 959, 411, 280, 212, 176, 49, 131
INVAR-1, Run: 079, P, 0, 10, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 0, 1, 6, 0, 1, 0, 10, 1, 2, 10, 82, 40, 52, 1051, 1027, 1007, 947, 938, 24, 456, 20, 11, 9, 10, 928, 927, 407, 274, 192, 152, 49, 133
INVAR-1, Run: 080, P, 0, 10, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 0, 1, 6, 0, 0, 0, 9, 0, 1, 9, 101, 54, 88, 62, 55, 51, 1, 0, 7, 553, 4, 0, 1, 0, 0, 0, 503, 343, 242, 188, 50, 160
INVAR-1, Run: 081, P, 0, 10, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 0, 1, 6, 0, 1, 0, 9, 0, 1, 9, 97, 54, 96, 1096, 1074, 1046, 985, 971, 22, 582, 28, 12, 14, 13, 958, 957, 533, 347, 250, 196, 49, 186
INVAR-1, Run: 082, P, 0, 10, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 0, 1, 6, 0, 0, 0, 9, 0, 1, 9, 140, 81, 158, 83, 67, 52, 2, 2, 16, 754, 15, 0, 0, 0, 2, 2, 704, 479, 339, 258, 50, 225
INVAR-1, Run: 083, P, 10, 0, 0, 0, 0, 0, 0, 100, 1, 0, 1, 0, 0, 0, 1, 6, 0, 48, 0, 0, 1, 2, 0, 0, 0, 0, 49656, 49097, 48600, 48108, 47630, 559, 100, 496, 492, 478, 491, 47139, 47091, 100, 100, 100, 100, 0, 0
INVAR-1, Run: 084, P, 10, 0, 0, 0, 0, 0, 0, 100, 0, 0, 1, 0, 0, 0, 1, 6, 0, 49, 0, 0, 1, 2, 0, 0, 0, 0, 49261, 48776, 48271, 47749, 47258, 485, 100, 504, 522, 491, 467, 46791, 46742, 100, 100, 100, 100, 0, 0
INVAR-1, Run: 085, P, 0, 10, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 0, 1, 6, 0, 6, 0, 10, 1, 2, 10, 60, 39, 45, 6077, 6005, 5930, 5819, 5754, 72, 374, 75, 67, 65, 70, 5684, 5678, 330, 244, 184, 145, 44, 86
INVAR-1, Run: 086, P, 0, 10, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 0, 1, 6, 0, 3, 0, 9, 0, 1, 9, 108, 51, 89, 3067, 3041, 3003, 2928, 2887, 26, 537, 38, 28, 41, 31, 2856, 2853, 490, 348, 240, 189, 47, 142
INVAR-1, Run: 087, P, 0, 10, 0, 0, 0, 0, 0, 100, 0, 0, 0, 1, 0, 0, 1, 6, 0, 22, 0, 9, 0, 1, 9, 32, 6, 10, 22910, 22667, 22440, 22184, 21955, 243, 234, 227, 228, 229, 205, 21750, 21728, 207, 148, 116, 110, 27, 59
