Input Number, Run_Number, Result@ 100, ab, ar, Leaderag, ah, LeaderX1, X1, ac, ad, Leaderac, af, ag, ACuAEX1, ACuAEab, A, X1uABX1, SetX1X1, Leaderad, ak, al, ADuAFX1, ADuAFab, aj, SetABf, Leaderah, ao, X1uABab, an, AGuAIX1, AGuAIab, Leaderai, AIuAJX1, AIuAJab, SetABX1, aq, AHuAKX1, AHuAKab, Leaderak, at, au, SetABab, SetX1ab, Leaderan, Y, ANuAOX1, ANuAOab, Leaderao, ANuAPX1, ANuAPab, SetX1f, Leaderap, NEW_REACTION, Reaction1, Reaction10, Reaction11, Reaction12, Reaction13, Reaction14, Reaction15, Reaction16, Reaction17, Reaction18, Reaction19, Reaction2, Reaction20, Reaction21, Reaction22, Reaction23, Reaction24, Reaction25, Reaction26, Reaction27, Reaction28, Reaction29, Reaction3, Reaction30, Reaction31, Reaction32, Reaction33, Reaction34, Reaction35, Reaction36, Reaction37, Reaction38, Reaction39, Reaction4, Reaction40, Reaction41, Reaction42, Reaction43, Reaction44, Reaction45, Reaction46, Reaction47, Reaction48, Reaction49, Reaction5, Reaction50, Reaction51, Reaction52, Reaction53, Reaction54, Reaction55, Reaction56, Reaction57, Reaction58, Reaction59, Reaction6, Reaction60, Reaction61, Reaction62, Reaction63, Reaction64, Reaction65, Reaction66, Reaction67, Reaction68, Reaction69, Reaction7, Reaction70, Reaction71, Reaction72, Reaction73, Reaction74, Reaction75, Reaction76, Reaction77, Reaction78, Reaction79, Reaction8, Reaction80, Reaction81, Reaction82, Reaction83, Reaction84, Reaction85, Reaction86, Reaction87, Reaction88, Reaction89, Reaction9, Reaction90, Reaction91
INVAR-1, Run: 011, P, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 1, 0, 0, 0, 0, 0, 18, 5, 4, 0, 8, 1, 0, 3, 3, 9, 4, 0, 1, 15, 2, 0, 1, 0, 4, 1, 1, 1, 0, 7, 1, 0, 13, 1, 15, 2, 1, 1, 0, 3, 0, 24, 3, 25, 4, 1, 17, 0, 0, 3, 2, 0, 4, 1, 1, 1, 1, 1, 1, 6, 0, 4, 0, 24, 2, 0, 0, 0, 0, 0, 0, 0, 3, 11, 2, 14, 3, 1, 2, 0, 0, 26, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-1, Run: 012, P, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 1, 0, 0, 0, 0, 0, 0, 0, 15, 8, 1, 0, 9, 0, 0, 10, 2, 12, 3, 3, 1, 15, 3, 0, 16, 1, 20, 2, 1, 1, 0, 8, 1, 0, 0, 0, 2, 1, 1, 0, 0, 10, 0, 12, 3, 13, 4, 1, 16, 2, 0, 15, 3, 2, 18, 3, 1, 1, 1, 1, 1, 2, 0, 14, 0, 28, 0, 0, 0, 0, 0, 0, 0, 0, 4, 6, 3, 7, 3, 0, 7, 0, 0, 27, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-1, Run: 013, P, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 1, 0, 0, 0, 0, 0, 17, 6, 3, 0, 8, 1, 0, 5, 0, 10, 1, 1, 1, 17, 1, 0, 3, 1, 5, 2, 1, 1, 0, 8, 1, 0, 12, 0, 14, 1, 1, 0, 0, 6, 0, 5, 3, 6, 4, 1, 13, 4, 1, 3, 2, 0, 9, 2, 1, 1, 1, 1, 1, 3, 0, 8, 0, 30, 3, 0, 0, 0, 0, 0, 0, 0, 3, 11, 3, 15, 4, 1, 6, 0, 0, 22, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-1, Run: 014, P, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 1, 0, 0, 0, 0, 0, 13, 8, 1, 0, 9, 0, 0, 4, 1, 6, 2, 5, 1, 16, 2, 0, 0, 0, 3, 1, 1, 1, 0, 9, 0, 0, 2, 3, 3, 4, 1, 0, 0, 5, 0, 25, 7, 26, 8, 1, 17, 1, 0, 2, 2, 1, 4, 2, 1, 1, 1, 1, 1, 4, 0, 11, 0, 26, 1, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 2, 1, 1, 5, 0, 0, 26, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-1, Run: 015, P, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 52, 0, 0, 0, 0, 0, 0, 1, 0, 15, 7, 1, 1, 5, 3, 0, 5, 1, 11, 3, 2, 1, 15, 0, 2, 10, 1, 13, 4, 1, 1, 0, 8, 0, 0, 1, 1, 2, 2, 1, 1, 0, 2, 0, 24, 6, 25, 7, 1, 13, 3, 1, 3, 0, 0, 8, 2, 1, 1, 1, 1, 1, 0, 0, 5, 0, 0, 0, 0, 34, 0, 0, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 16, 2, 0, 4, 1, 0, 14, 1, 18, 1, 2, 1
INVAR-1, Run: 016, P, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 9, 0, 0, 1, 0, 0, 0, 55, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 9, 0, 0, 8, 1, 0, 17, 0, 19, 1, 2, 1, 17, 0, 1, 8, 1, 10, 3, 1, 1, 0, 9, 0, 0, 18, 3, 19, 4, 1, 0, 0, 25, 0, 14, 0, 14, 0, 0, 17, 1, 0, 13, 4, 2, 15, 3, 1, 1, 1, 0, 0, 0, 0, 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-1, Run: 017, P, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 1, 0, 0, 0, 0, 0, 16, 9, 0, 0, 8, 0, 1, 8, 2, 10, 4, 2, 1, 15, 3, 0, 0, 1, 4, 2, 1, 1, 0, 9, 0, 0, 7, 1, 8, 2, 1, 0, 0, 14, 0, 26, 6, 27, 7, 1, 17, 1, 0, 13, 4, 5, 15, 6, 1, 1, 1, 1, 1, 5, 2, 17, 0, 25, 1, 0, 0, 0, 0, 0, 0, 0, 5, 4, 2, 8, 3, 1, 2, 0, 0, 29, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-1, Run: 018, P, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 52, 0, 0, 0, 0, 0, 0, 0, 0, 14, 8, 1, 0, 7, 1, 0, 33, 5, 36, 6, 3, 1, 17, 0, 0, 4, 2, 5, 3, 1, 1, 0, 8, 0, 0, 21, 1, 22, 2, 1, 1, 0, 1, 0, 25, 6, 26, 7, 1, 16, 1, 0, 8, 0, 0, 10, 1, 1, 1, 1, 1, 1, 0, 0, 5, 0, 0, 0, 0, 28, 0, 0, 5, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 24, 0, 0, 3, 0, 0, 11, 3, 11, 1, 3, 0
INVAR-1, Run: 019, P, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 9, 0, 0, 1, 0, 0, 0, 55, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 9, 0, 0, 7, 2, 0, 4, 0, 7, 1, 2, 1, 18, 0, 0, 23, 4, 24, 5, 1, 1, 0, 8, 1, 0, 40, 15, 42, 16, 1, 0, 0, 0, 0, 2, 0, 2, 0, 0, 16, 2, 0, 1, 0, 3, 4, 4, 1, 1, 1, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-1, Run: 020, P, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 1, 0, 0, 0, 0, 0, 0, 0, 18, 8, 1, 0, 8, 1, 0, 1, 0, 4, 1, 0, 1, 15, 3, 0, 10, 0, 14, 1, 1, 1, 0, 9, 0, 0, 4, 0, 5, 1, 1, 0, 0, 21, 0, 5, 1, 6, 2, 1, 17, 1, 0, 16, 8, 4, 18, 5, 1, 1, 1, 1, 1, 4, 0, 22, 0, 24, 0, 0, 0, 0, 0, 0, 0, 0, 9, 14, 2, 15, 2, 0, 5, 0, 0, 31, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-1, Run: 021, P, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 9, 0, 0, 0, 0, 0, 0, 0, 0, 15, 9, 0, 0, 9, 0, 0, 4, 1, 5, 2, 3, 1, 17, 1, 0, 8, 0, 10, 1, 1, 1, 0, 9, 0, 0, 10, 2, 11, 3, 1, 0, 0, 4, 0, 26, 6, 27, 7, 1, 17, 1, 0, 35, 1, 12, 37, 13, 1, 1, 1, 1, 1, 4, 0, 8, 0, 32, 1, 0, 0, 0, 0, 0, 0, 0, 2, 24, 6, 25, 6, 0, 5, 0, 0, 22, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-1, Run: 022, P, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 9, 0, 0, 0, 0, 0, 0, 0, 0, 17, 9, 0, 0, 8, 1, 0, 1, 0, 3, 1, 1, 1, 16, 1, 1, 11, 6, 14, 8, 1, 1, 0, 8, 1, 0, 2, 0, 4, 1, 1, 0, 0, 9, 0, 1, 0, 2, 1, 1, 15, 3, 0, 12, 6, 2, 16, 3, 1, 1, 1, 1, 1, 4, 1, 11, 0, 29, 0, 0, 0, 0, 0, 0, 0, 0, 7, 27, 6, 28, 6, 0, 4, 0, 0, 26, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-1, Run: 023, P, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 1, 0, 0, 0, 0, 0, 14, 8, 1, 0, 9, 0, 0, 4, 0, 6, 1, 4, 1, 16, 2, 0, 7, 0, 10, 1, 1, 1, 0, 8, 1, 0, 16, 3, 18, 4, 1, 0, 0, 12, 0, 14, 3, 15, 4, 1, 17, 1, 0, 14, 2, 3, 16, 4, 1, 1, 1, 1, 1, 6, 0, 17, 0, 32, 0, 0, 0, 0, 0, 0, 0, 0, 3, 6, 3, 7, 4, 1, 3, 0, 0, 23, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-1, Run: 024, P, 0, 1, 0, 0, 0, 0, 0, 2, 0, 1, 0, 0, 0, 3, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 8, 0, 0, 0, 1, 0, 0, 48, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 9, 0, 0, 8, 1, 0, 10, 4, 12, 5, 3, 1, 14, 2, 0, 1, 0, 4, 1, 1, 1, 0, 8, 0, 0, 12, 7, 13, 8, 1, 0, 0, 50, 0, 0, 0, 1, 0, 0, 13, 3, 0, 19, 14, 3, 22, 3, 0, 0, 0, 0, 0, 0, 0, 54, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-1, Run: 025, P, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 9, 1, 0, 0, 0, 0, 0, 55, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 6, 3, 0, 7, 2, 0, 9, 1, 15, 2, 1, 1, 18, 0, 0, 39, 10, 40, 11, 1, 1, 0, 8, 1, 0, 18, 5, 20, 5, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 17, 1, 0, 2, 3, 1, 4, 2, 1, 1, 1, 0, 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-1, Run: 026, P, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 9, 0, 0, 0, 0, 0, 0, 0, 0, 18, 9, 0, 0, 8, 1, 0, 0, 0, 2, 1, 0, 1, 14, 4, 0, 2, 0, 7, 1, 1, 1, 0, 8, 1, 0, 0, 0, 2, 1, 1, 0, 0, 24, 0, 21, 0, 22, 1, 1, 15, 3, 0, 18, 7, 2, 22, 3, 1, 1, 1, 1, 1, 3, 1, 25, 0, 27, 0, 0, 0, 0, 0, 0, 0, 0, 8, 17, 3, 18, 3, 0, 5, 0, 0, 28, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-1, Run: 027, P, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 1, 0, 0, 0, 0, 0, 17, 9, 0, 0, 9, 0, 0, 8, 1, 9, 2, 1, 1, 16, 2, 0, 22, 1, 25, 2, 1, 1, 0, 8, 1, 0, 8, 2, 10, 3, 1, 0, 0, 1, 0, 1, 1, 2, 2, 1, 17, 1, 0, 39, 0, 9, 41, 10, 1, 1, 1, 1, 1, 5, 0, 3, 0, 25, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3, 1, 4, 2, 1, 4, 0, 0, 30, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
