Input Number, Run_Number, Result@ 100, predator_g494, predator_mrna495, predator_g532_Q2b_H2, predator_mrna533, predator_A, predator_g555, predator_mrna556, predator_ccdB, predator_Q1a, predator_H1, predator_H2, predator_Q2b, predator_Q2b_H2, prey_g594, prey_mrna595, prey_H1_Q1b, prey_g594_H1_Q1b, prey_ccdB, prey_g616, prey_mrna617, prey_Q1b, prey_Q2a, prey_H2, prey_H1, H1, H2, predator_g532, Reaction1, Reaction10, Reaction11, Reaction12, Reaction13, Reaction14, Reaction15, Reaction16, Reaction17, Reaction18, Reaction19, Reaction2, Reaction20, Reaction21, Reaction22, Reaction23, Reaction24, Reaction25, Reaction26, Reaction27, Reaction28, Reaction29, Reaction3, Reaction30, Reaction31, Reaction32, Reaction33, Reaction34, Reaction35, Reaction36, Reaction37, Reaction38, Reaction39, Reaction4, Reaction40, Reaction41, Reaction42, Reaction43, Reaction44, Reaction45, Reaction46, Reaction47, Reaction6, Reaction7, Reaction8, Reaction9
INVAR-1, Run: 056, P, 1, 2, 0, 4, 4, 1, 2, 0, 0, 0, 0, 4, 0, 1, 3, 0, 0, 3, 1, 1, 0, 0, 0, 0, 0, 1, 1, 92, 28, 88, 98, 94, 90, 88, 99, 58, 0, 23, 90, 23, 41, 0, 22, 0, 101, 0, 0, 0, 98, 102, 85, 82, 109, 108, 96, 96, 97, 53, 42, 0, 98, 0, 19, 0, 44, 0, 0, 23, 22, 0, 64, 32, 32
INVAR-1, Run: 057, P, 1, 1, 0, 1, 2, 1, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 0, 1, 1, 0, 0, 0, 0, 1, 104, 33, 122, 113, 111, 82, 81, 98, 53, 0, 40, 103, 39, 45, 0, 40, 0, 112, 0, 0, 0, 112, 117, 126, 125, 121, 121, 135, 134, 124, 68, 80, 0, 116, 0, 39, 0, 55, 0, 0, 41, 41, 0, 90, 28, 28
INVAR-1, Run: 058, P, 1, 1, 1, 1, 0, 1, 3, 3, 0, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 106, 24, 104, 95, 95, 103, 100, 127, 75, 0, 30, 105, 29, 49, 0, 28, 0, 107, 0, 0, 0, 106, 107, 114, 113, 92, 91, 97, 97, 97, 54, 65, 0, 106, 0, 35, 0, 43, 0, 0, 30, 30, 0, 81, 24, 23
INVAR-1, Run: 059, P, 1, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 0, 0, 0, 1, 1, 102, 8, 81, 93, 93, 110, 109, 102, 73, 0, 11, 102, 10, 29, 0, 31, 0, 98, 0, 0, 0, 97, 74, 94, 93, 100, 99, 95, 94, 91, 65, 62, 0, 73, 0, 29, 0, 25, 0, 0, 33, 32, 0, 74, 10, 10
INVAR-1, Run: 060, P, 1, 5, 0, 2, 3, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 1, 3, 1, 0, 1, 0, 0, 1, 1, 120, 20, 97, 119, 116, 114, 114, 138, 91, 0, 29, 115, 29, 47, 0, 33, 0, 87, 0, 0, 0, 87, 103, 78, 78, 104, 101, 111, 110, 102, 63, 74, 0, 102, 0, 39, 0, 39, 0, 0, 34, 33, 0, 79, 24, 24
INVAR-1, Run: 061, P, 1, 1, 0, 1, 3, 1, 0, 0, 0, 0, 0, 2, 2, 1, 3, 0, 0, 1, 1, 0, 3, 0, 0, 0, 0, 1, 1, 94, 20, 103, 110, 107, 116, 116, 105, 57, 0, 18, 93, 16, 48, 0, 42, 0, 81, 0, 0, 0, 78, 72, 65, 64, 99, 99, 95, 92, 116, 77, 82, 0, 68, 0, 37, 0, 39, 0, 0, 45, 44, 0, 84, 19, 19
INVAR-1, Run: 062, P, 1, 2, 0, 0, 0, 1, 2, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 1, 107, 10, 92, 86, 86, 91, 89, 79, 56, 0, 47, 105, 46, 22, 0, 31, 0, 112, 0, 0, 0, 112, 112, 108, 108, 96, 95, 85, 84, 87, 52, 55, 0, 111, 0, 23, 0, 34, 0, 0, 32, 32, 0, 82, 19, 19
INVAR-1, Run: 063, P, 1, 0, 0, 2, 4, 1, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 89, 10, 78, 70, 66, 93, 93, 106, 75, 0, 9, 89, 9, 31, 0, 24, 0, 118, 0, 0, 0, 116, 72, 141, 140, 97, 97, 82, 82, 102, 64, 52, 0, 72, 0, 28, 0, 38, 0, 0, 24, 24, 0, 70, 8, 8
INVAR-1, Run: 064, P, 1, 4, 1, 0, 2, 1, 2, 0, 0, 0, 0, 3, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 110, 47, 103, 102, 100, 103, 101, 78, 57, 0, 64, 106, 62, 21, 0, 24, 0, 107, 0, 0, 0, 107, 173, 97, 97, 115, 115, 120, 120, 120, 84, 61, 0, 168, 0, 35, 0, 36, 0, 0, 26, 26, 0, 56, 51, 50
INVAR-1, Run: 065, P, 1, 1, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 1, 3, 0, 0, 2, 1, 1, 0, 0, 0, 0, 0, 1, 1, 103, 16, 95, 84, 84, 102, 101, 70, 38, 0, 27, 102, 27, 31, 0, 34, 0, 108, 0, 0, 0, 105, 84, 107, 105, 111, 110, 133, 133, 111, 64, 66, 0, 84, 0, 31, 0, 47, 0, 0, 35, 34, 0, 79, 23, 23
INVAR-1, Run: 066, P, 1, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 1, 2, 1, 1, 0, 0, 0, 0, 1, 96, 25, 101, 92, 91, 105, 105, 107, 54, 0, 29, 96, 29, 52, 0, 29, 0, 102, 0, 0, 0, 101, 102, 97, 96, 100, 98, 93, 92, 96, 68, 53, 0, 102, 0, 24, 0, 27, 0, 0, 29, 29, 0, 76, 26, 26
INVAR-1, Run: 067, P, 1, 1, 0, 1, 0, 1, 3, 2, 0, 0, 0, 2, 1, 1, 1, 0, 0, 2, 1, 1, 0, 1, 0, 0, 0, 0, 1, 115, 10, 93, 113, 113, 112, 109, 96, 58, 0, 30, 114, 29, 36, 0, 24, 0, 121, 0, 0, 0, 120, 122, 102, 100, 81, 80, 91, 91, 79, 51, 41, 0, 119, 0, 16, 0, 27, 0, 0, 25, 25, 0, 84, 8, 8
INVAR-1, Run: 068, P, 1, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 2, 1, 0, 0, 0, 0, 0, 1, 110, 20, 108, 97, 97, 106, 106, 93, 62, 0, 40, 109, 39, 31, 0, 31, 0, 97, 0, 0, 0, 97, 122, 89, 89, 95, 93, 99, 98, 92, 52, 62, 0, 120, 0, 30, 0, 40, 0, 0, 32, 32, 0, 89, 19, 19
INVAR-1, Run: 069, P, 1, 1, 0, 1, 2, 1, 3, 4, 0, 0, 1, 1, 0, 1, 1, 0, 0, 1, 1, 0, 1, 1, 0, 0, 0, 0, 1, 101, 9, 101, 93, 91, 113, 110, 118, 62, 0, 12, 100, 12, 52, 0, 27, 0, 110, 0, 0, 0, 109, 80, 99, 98, 104, 104, 99, 98, 108, 72, 51, 0, 79, 0, 23, 0, 35, 0, 0, 28, 28, 0, 93, 10, 10
INVAR-1, Run: 070, P, 1, 1, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 3, 0, 0, 3, 1, 1, 1, 0, 0, 0, 0, 0, 1, 112, 34, 119, 110, 109, 96, 96, 98, 65, 0, 32, 111, 32, 33, 0, 32, 0, 95, 0, 0, 0, 92, 128, 104, 101, 91, 90, 101, 100, 95, 61, 67, 0, 128, 0, 35, 0, 34, 0, 0, 32, 32, 0, 86, 24, 24
INVAR-1, Run: 071, P, 1, 1, 1, 1, 4, 1, 2, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 98, 46, 106, 104, 100, 102, 100, 97, 60, 0, 59, 97, 58, 37, 0, 47, 0, 97, 0, 0, 0, 96, 88, 86, 85, 109, 108, 114, 113, 118, 78, 99, 0, 86, 0, 51, 0, 39, 0, 0, 48, 48, 0, 61, 33, 32
INVAR-1, Run: 072, P, 1, 2, 0, 0, 0, 1, 1, 0, 0, 0, 0, 4, 0, 1, 1, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 1, 101, 10, 91, 88, 88, 107, 106, 106, 62, 0, 8, 99, 8, 44, 0, 23, 0, 102, 0, 0, 0, 101, 96, 100, 100, 90, 88, 101, 101, 74, 45, 47, 0, 92, 0, 24, 0, 29, 0, 0, 23, 23, 0, 81, 7, 7
INVAR-1, Run: 073, P, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 1, 83, 12, 104, 80, 80, 117, 117, 141, 87, 0, 8, 83, 8, 54, 0, 26, 0, 106, 0, 0, 0, 106, 88, 78, 77, 101, 101, 127, 126, 112, 81, 71, 0, 87, 0, 45, 0, 31, 0, 0, 26, 26, 0, 92, 4, 4
INVAR-1, Run: 074, P, 1, 2, 0, 2, 1, 1, 0, 2, 0, 0, 0, 2, 0, 1, 2, 0, 0, 2, 1, 0, 0, 0, 0, 0, 0, 0, 1, 100, 30, 109, 94, 93, 99, 99, 76, 48, 0, 22, 98, 22, 26, 0, 30, 0, 86, 0, 0, 0, 84, 117, 90, 88, 94, 94, 114, 114, 116, 69, 76, 0, 115, 0, 46, 0, 47, 0, 0, 30, 30, 0, 81, 14, 14
INVAR-1, Run: 075, P, 1, 0, 0, 1, 2, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 94, 11, 85, 82, 80, 97, 97, 83, 59, 0, 33, 94, 33, 24, 0, 28, 0, 97, 0, 0, 0, 97, 87, 76, 76, 99, 98, 86, 86, 94, 70, 63, 0, 87, 0, 35, 0, 24, 0, 0, 28, 28, 0, 75, 8, 8
INVAR-1, Run: 076, P, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 111, 12, 87, 88, 88, 100, 99, 117, 69, 0, 18, 111, 18, 48, 0, 13, 0, 117, 0, 0, 0, 115, 123, 101, 101, 93, 93, 88, 87, 75, 46, 34, 0, 123, 0, 21, 0, 29, 0, 0, 13, 13, 0, 75, 16, 16
INVAR-1, Run: 077, P, 1, 2, 1, 1, 1, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 117, 19, 105, 85, 84, 122, 122, 72, 53, 0, 33, 115, 32, 19, 0, 28, 0, 92, 0, 0, 0, 92, 133, 96, 95, 105, 105, 102, 101, 107, 60, 65, 0, 131, 0, 36, 0, 47, 0, 0, 29, 29, 0, 87, 24, 23
INVAR-1, Run: 078, P, 1, 3, 1, 2, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 101, 31, 102, 67, 66, 89, 89, 86, 58, 0, 35, 98, 34, 28, 0, 35, 0, 89, 0, 0, 0, 87, 76, 65, 64, 90, 89, 89, 89, 89, 66, 75, 0, 75, 0, 39, 0, 23, 0, 0, 36, 36, 0, 73, 28, 27
INVAR-1, Run: 079, P, 1, 2, 0, 1, 0, 1, 1, 2, 0, 0, 1, 7, 0, 1, 2, 0, 0, 3, 1, 1, 2, 0, 0, 0, 0, 1, 1, 117, 12, 92, 87, 87, 96, 95, 93, 52, 0, 18, 115, 18, 39, 0, 25, 0, 97, 0, 0, 0, 95, 123, 90, 87, 86, 85, 104, 102, 90, 61, 54, 0, 116, 0, 27, 0, 29, 0, 0, 27, 26, 0, 81, 13, 13
INVAR-1, Run: 080, P, 1, 1, 0, 2, 1, 1, 3, 2, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 1, 4, 3, 3, 0, 0, 0, 0, 1, 96, 16, 111, 92, 91, 91, 88, 71, 44, 0, 16, 95, 16, 25, 0, 41, 0, 91, 0, 0, 0, 91, 91, 94, 94, 100, 96, 87, 84, 114, 66, 70, 0, 90, 0, 28, 0, 45, 0, 0, 42, 42, 0, 97, 16, 16
INVAR-1, Run: 081, P, 1, 3, 1, 0, 1, 1, 1, 0, 0, 0, 0, 1, 2, 1, 4, 0, 0, 3, 1, 1, 1, 0, 1, 0, 0, 1, 0, 100, 25, 110, 103, 102, 106, 105, 93, 53, 0, 26, 97, 23, 40, 0, 25, 0, 117, 0, 0, 0, 113, 106, 99, 96, 88, 87, 84, 83, 75, 53, 65, 0, 102, 0, 35, 0, 22, 0, 0, 29, 28, 0, 85, 26, 25
INVAR-1, Run: 082, P, 1, 0, 0, 1, 2, 1, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 93, 1, 100, 139, 137, 95, 95, 93, 56, 0, 13, 93, 13, 37, 0, 17, 0, 111, 0, 0, 0, 110, 91, 97, 97, 95, 95, 103, 102, 93, 51, 40, 0, 91, 0, 22, 0, 42, 0, 0, 18, 18, 0, 100, 5, 5
INVAR-1, Run: 083, P, 1, 2, 0, 2, 2, 1, 0, 0, 0, 0, 1, 1, 0, 1, 1, 0, 0, 1, 1, 2, 1, 0, 0, 0, 0, 0, 1, 110, 24, 108, 90, 88, 106, 106, 111, 72, 0, 47, 108, 47, 39, 0, 30, 0, 95, 0, 0, 0, 94, 129, 103, 102, 102, 100, 99, 98, 110, 79, 57, 0, 128, 0, 26, 0, 31, 0, 0, 31, 31, 0, 86, 20, 20
INVAR-1, Run: 084, P, 1, 0, 0, 1, 0, 1, 1, 3, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1, 93, 11, 95, 104, 104, 98, 97, 83, 55, 0, 17, 93, 17, 25, 0, 30, 0, 89, 0, 0, 0, 89, 78, 108, 107, 112, 111, 94, 94, 113, 61, 61, 0, 78, 0, 31, 0, 52, 0, 0, 30, 30, 0, 85, 10, 10
INVAR-1, Run: 085, P, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 2, 0, 1, 1, 0, 0, 0, 1, 0, 3, 1, 1, 0, 0, 1, 1, 89, 23, 96, 106, 106, 104, 104, 102, 60, 0, 17, 88, 17, 42, 0, 27, 0, 101, 0, 0, 0, 100, 85, 99, 99, 102, 102, 102, 99, 91, 59, 48, 0, 83, 0, 19, 0, 31, 0, 0, 28, 27, 0, 73, 14, 14
INVAR-1, Run: 086, P, 1, 1, 0, 1, 1, 1, 2, 1, 0, 0, 0, 1, 0, 1, 3, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 95, 7, 95, 84, 83, 115, 113, 110, 67, 0, 9, 94, 9, 42, 0, 29, 0, 102, 0, 0, 0, 99, 76, 110, 109, 92, 92, 91, 91, 95, 56, 64, 0, 75, 0, 35, 0, 39, 0, 0, 29, 29, 0, 89, 11, 11
INVAR-1, Run: 087, P, 1, 0, 0, 3, 1, 1, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 2, 1, 0, 0, 0, 0, 1, 100, 12, 105, 79, 78, 92, 91, 112, 83, 0, 32, 100, 32, 28, 0, 28, 0, 96, 0, 0, 0, 96, 118, 88, 88, 100, 100, 117, 115, 112, 82, 63, 0, 118, 0, 35, 0, 29, 0, 0, 28, 28, 0, 96, 17, 17
INVAR-1, Run: 088, P, 1, 0, 0, 1, 0, 1, 3, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 1, 2, 4, 2, 1, 0, 0, 1, 1, 108, 36, 99, 87, 87, 125, 122, 127, 79, 0, 50, 108, 50, 48, 0, 34, 0, 88, 0, 0, 0, 87, 128, 60, 60, 106, 104, 116, 112, 117, 81, 84, 0, 128, 0, 47, 0, 34, 0, 0, 36, 35, 0, 64, 45, 45
INVAR-1, Run: 089, P, 1, 3, 0, 2, 0, 1, 1, 0, 0, 0, 0, 1, 0, 1, 2, 0, 0, 3, 1, 0, 2, 1, 1, 0, 0, 0, 1, 107, 12, 90, 99, 99, 121, 120, 108, 55, 0, 22, 104, 22, 53, 0, 27, 0, 102, 0, 0, 0, 100, 111, 98, 95, 98, 98, 87, 85, 79, 61, 53, 0, 110, 0, 25, 0, 17, 0, 0, 27, 27, 0, 80, 22, 22
INVAR-1, Run: 090, P, 1, 0, 0, 0, 2, 1, 2, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 1, 98, 19, 102, 90, 88, 106, 104, 104, 62, 0, 12, 98, 12, 42, 0, 25, 0, 102, 0, 0, 0, 101, 106, 98, 97, 96, 96, 65, 64, 72, 50, 45, 0, 106, 0, 20, 0, 22, 0, 0, 25, 25, 0, 83, 11, 11
INVAR-1, Run: 091, P, 1, 1, 0, 1, 4, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 1, 0, 3, 0, 0, 0, 0, 0, 1, 100, 4, 108, 98, 94, 105, 104, 135, 76, 0, 12, 99, 12, 59, 0, 25, 0, 110, 0, 0, 0, 109, 91, 134, 133, 110, 110, 101, 98, 112, 61, 59, 0, 91, 0, 34, 0, 51, 0, 0, 25, 25, 0, 105, 12, 12
INVAR-1, Run: 092, P, 1, 1, 0, 1, 1, 1, 2, 1, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 1, 103, 51, 117, 126, 125, 76, 74, 108, 64, 0, 38, 102, 37, 43, 0, 28, 0, 113, 0, 0, 0, 112, 97, 112, 112, 96, 95, 88, 88, 101, 55, 62, 0, 95, 0, 32, 0, 46, 0, 0, 29, 29, 0, 67, 48, 48
INVAR-1, Run: 093, P, 1, 1, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 1, 100, 11, 98, 102, 102, 94, 93, 80, 54, 0, 30, 99, 30, 26, 0, 25, 0, 79, 0, 0, 0, 78, 90, 70, 69, 114, 114, 102, 101, 88, 65, 57, 0, 90, 0, 32, 0, 23, 0, 0, 25, 25, 0, 88, 20, 20
INVAR-1, Run: 094, P, 1, 2, 0, 1, 2, 1, 2, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 2, 1, 2, 0, 0, 0, 0, 0, 0, 1, 102, 13, 97, 80, 78, 94, 92, 96, 58, 0, 27, 100, 27, 38, 0, 26, 0, 98, 0, 0, 0, 97, 105, 96, 94, 94, 92, 83, 83, 102, 70, 54, 0, 105, 0, 28, 0, 32, 0, 0, 26, 26, 0, 85, 13, 13
INVAR-1, Run: 095, P, 1, 1, 0, 1, 0, 1, 1, 1, 0, 0, 0, 0, 2, 1, 3, 0, 0, 5, 1, 1, 0, 0, 0, 0, 0, 0, 1, 95, 18, 99, 97, 97, 105, 104, 93, 52, 0, 32, 94, 30, 40, 0, 33, 0, 96, 0, 0, 0, 93, 96, 81, 76, 77, 76, 85, 85, 84, 58, 67, 0, 94, 0, 32, 0, 26, 0, 0, 35, 35, 0, 82, 24, 24
INVAR-1, Run: 096, P, 1, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1, 3, 0, 0, 0, 1, 2, 0, 1, 1, 0, 0, 0, 1, 95, 22, 106, 109, 108, 122, 121, 103, 57, 0, 61, 95, 61, 46, 0, 47, 0, 110, 0, 0, 0, 107, 102, 97, 97, 106, 104, 118, 118, 121, 79, 99, 0, 102, 0, 51, 0, 41, 0, 0, 47, 47, 0, 84, 33, 33
INVAR-1, Run: 097, P, 1, 2, 1, 1, 1, 1, 0, 0, 0, 0, 0, 3, 0, 1, 1, 0, 0, 1, 1, 2, 1, 1, 2, 0, 0, 0, 0, 103, 17, 99, 97, 96, 105, 105, 121, 69, 0, 33, 101, 32, 52, 0, 24, 0, 124, 0, 0, 0, 123, 113, 100, 99, 92, 90, 109, 108, 115, 73, 50, 0, 109, 0, 23, 0, 41, 0, 0, 25, 25, 0, 83, 22, 21
INVAR-1, Run: 098, P, 1, 2, 1, 0, 1, 1, 0, 1, 0, 0, 0, 2, 0, 1, 1, 0, 0, 2, 1, 1, 5, 1, 1, 0, 0, 0, 0, 102, 21, 99, 88, 87, 94, 94, 99, 55, 0, 21, 100, 20, 43, 0, 28, 0, 105, 0, 0, 0, 104, 106, 100, 98, 102, 101, 98, 93, 109, 65, 52, 0, 103, 0, 22, 0, 43, 0, 0, 29, 29, 0, 78, 22, 21
INVAR-1, Run: 099, P, 1, 1, 0, 0, 0, 1, 4, 3, 0, 0, 2, 0, 0, 1, 0, 0, 0, 2, 1, 3, 0, 1, 0, 0, 0, 0, 1, 111, 13, 100, 94, 94, 107, 103, 127, 74, 0, 20, 110, 20, 50, 0, 18, 0, 95, 0, 0, 0, 95, 108, 91, 89, 96, 93, 76, 76, 67, 51, 43, 0, 108, 0, 23, 0, 15, 0, 0, 20, 20, 0, 87, 11, 11
INVAR-1, Run: 100, P, 1, 1, 1, 0, 1, 1, 2, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 3, 1, 1, 0, 0, 0, 0, 97, 15, 125, 121, 120, 110, 108, 104, 56, 0, 17, 96, 16, 47, 0, 23, 0, 93, 0, 0, 0, 93, 85, 83, 83, 116, 116, 119, 116, 98, 61, 46, 0, 84, 0, 21, 0, 36, 0, 0, 24, 24, 0, 110, 19, 18
