Input Number, Run_Number, Result@ 1000, L1, U, L2, L3, L4, L5, Y, H, T1, T2, T3, T4, T5, T6, R, D, A, B, C
INVAR-2, Run: 093, P, 0, 6, 0, 0, 0, 0, 100, 0, 16, 9, 6, 6, 0, 5, 1, 8, 0, 100, 0
INVAR-2, Run: 094, P, 0, 6, 0, 0, 0, 0, 100, 0, 12, 13, 7, 2, 3, 5, 1, 8, 100, 0, 0
INVAR-2, Run: 095, P, 0, 6, 0, 0, 0, 0, 100, 0, 21, 7, 5, 7, 3, 1, 1, 6, 0, 0, 100
INVAR-2, Run: 096, P, 0, 6, 0, 0, 0, 0, 100, 0, 9, 9, 11, 7, 4, 3, 1, 7, 100, 0, 0
INVAR-2, Run: 097, P, 0, 6, 0, 0, 0, 0, 100, 0, 9, 11, 7, 5, 2, 7, 1, 9, 0, 100, 0
INVAR-2, Run: 098, P, 0, 6, 0, 0, 0, 0, 100, 0, 16, 9, 12, 4, 3, 1, 1, 5, 0, 0, 100
INVAR-2, Run: 099, P, 0, 6, 0, 0, 0, 0, 100, 0, 20, 5, 3, 4, 4, 6, 1, 8, 0, 100, 0
INVAR-2, Run: 100, P, 0, 6, 0, 0, 0, 0, 100, 0, 13, 12, 5, 7, 3, 2, 1, 8, 0, 100, 0
INVAR-3, Run: 001, P, 0, 6, 0, 0, 0, 0, 100, 0, 20, 10, 3, 2, 2, 3, 1, 10, 1000, 0, 0
INVAR-3, Run: 002, P, 0, 6, 0, 0, 0, 0, 100, 0, 15, 9, 6, 6, 2, 1, 1, 11, 1000, 0, 0
INVAR-3, Run: 003, P, 0, 6, 0, 0, 0, 0, 100, 0, 9, 11, 10, 8, 1, 4, 1, 7, 1000, 0, 0
INVAR-3, Run: 004, P, 0, 6, 0, 0, 0, 0, 100, 0, 18, 12, 4, 6, 3, 1, 1, 6, 0, 1000, 0
INVAR-3, Run: 005, P, 0, 6, 0, 0, 0, 0, 100, 0, 9, 16, 5, 5, 7, 2, 1, 6, 0, 1000, 0
INVAR-3, Run: 006, P, 0, 6, 0, 0, 0, 0, 100, 0, 15, 12, 6, 2, 3, 4, 1, 8, 0, 1000, 0
INVAR-3, Run: 007, P, 0, 6, 0, 0, 0, 0, 100, 0, 13, 6, 10, 7, 3, 5, 1, 6, 0, 1000, 0
INVAR-3, Run: 008, P, 0, 6, 0, 0, 0, 0, 100, 0, 11, 9, 8, 9, 2, 5, 1, 6, 0, 0, 1000
INVAR-3, Run: 009, P, 0, 6, 0, 0, 0, 0, 100, 0, 16, 12, 7, 4, 2, 4, 1, 5, 1000, 0, 0
INVAR-3, Run: 010, P, 0, 6, 0, 0, 0, 0, 100, 0, 17, 5, 8, 5, 6, 3, 1, 6, 0, 1000, 0
INVAR-3, Run: 011, P, 0, 6, 0, 0, 0, 0, 100, 0, 13, 11, 7, 6, 3, 5, 1, 5, 0, 1000, 0
INVAR-3, Run: 012, P, 0, 6, 0, 0, 0, 0, 100, 0, 11, 10, 4, 11, 5, 2, 1, 7, 1000, 0, 0
INVAR-3, Run: 013, P, 0, 6, 0, 0, 0, 0, 100, 0, 12, 4, 6, 9, 7, 5, 1, 7, 1000, 0, 0
INVAR-3, Run: 014, P, 0, 6, 0, 0, 0, 0, 100, 0, 16, 7, 12, 3, 3, 3, 1, 6, 1000, 0, 0
INVAR-3, Run: 015, P, 0, 6, 0, 0, 0, 0, 100, 0, 14, 9, 8, 2, 7, 1, 1, 9, 0, 0, 1000
INVAR-3, Run: 016, P, 0, 6, 0, 0, 0, 0, 100, 0, 16, 8, 8, 5, 2, 4, 1, 7, 0, 1000, 0
INVAR-3, Run: 017, P, 0, 6, 0, 0, 0, 0, 100, 0, 8, 14, 6, 9, 6, 2, 1, 5, 0, 0, 1000
INVAR-3, Run: 018, P, 0, 6, 0, 0, 0, 0, 100, 0, 15, 14, 6, 5, 1, 4, 1, 5, 0, 1000, 0
INVAR-3, Run: 019, P, 0, 6, 0, 0, 0, 0, 100, 0, 18, 9, 8, 5, 3, 4, 1, 3, 0, 0, 1000
INVAR-3, Run: 020, P, 0, 6, 0, 0, 0, 0, 100, 0, 20, 9, 2, 8, 8, 0, 1, 3, 0, 0, 1000
INVAR-3, Run: 021, P, 0, 6, 0, 0, 0, 0, 100, 0, 14, 9, 8, 7, 2, 2, 1, 8, 0, 0, 1000
INVAR-3, Run: 022, P, 0, 6, 0, 0, 0, 0, 100, 0, 15, 11, 4, 4, 3, 5, 1, 8, 1000, 0, 0
INVAR-3, Run: 023, P, 0, 6, 0, 0, 0, 0, 100, 0, 12, 15, 11, 3, 3, 1, 1, 5, 0, 1000, 0
INVAR-3, Run: 024, P, 0, 6, 0, 0, 0, 0, 100, 0, 16, 9, 7, 4, 4, 3, 1, 7, 0, 1000, 0
INVAR-3, Run: 025, P, 0, 6, 0, 0, 0, 0, 100, 0, 15, 11, 5, 6, 3, 3, 1, 7, 1000, 0, 0
INVAR-3, Run: 026, P, 0, 6, 0, 0, 0, 0, 100, 0, 17, 12, 3, 4, 5, 5, 1, 4, 1000, 0, 0
INVAR-3, Run: 027, P, 0, 6, 0, 0, 0, 0, 100, 0, 16, 9, 3, 4, 5, 3, 1, 10, 0, 1000, 0
INVAR-3, Run: 028, P, 0, 6, 0, 0, 0, 0, 100, 0, 14, 11, 9, 4, 2, 3, 1, 7, 1000, 0, 0
INVAR-3, Run: 029, P, 0, 6, 0, 0, 0, 0, 100, 0, 14, 8, 8, 5, 8, 4, 1, 3, 0, 0, 1000
INVAR-3, Run: 030, P, 0, 6, 0, 0, 0, 0, 100, 0, 14, 14, 4, 3, 3, 1, 1, 11, 1000, 0, 0
INVAR-3, Run: 031, P, 0, 6, 0, 0, 0, 0, 100, 0, 14, 8, 9, 5, 5, 3, 1, 6, 1000, 0, 0
INVAR-3, Run: 032, P, 0, 6, 0, 0, 0, 0, 100, 0, 17, 7, 7, 7, 3, 5, 1, 4, 0, 0, 1000
INVAR-3, Run: 033, P, 0, 6, 0, 0, 0, 0, 100, 0, 18, 10, 5, 1, 6, 0, 1, 10, 0, 0, 1000
INVAR-3, Run: 034, P, 0, 6, 0, 0, 0, 0, 100, 0, 15, 7, 8, 6, 4, 1, 1, 9, 1000, 0, 0
INVAR-3, Run: 035, P, 0, 6, 0, 0, 0, 0, 100, 0, 18, 7, 9, 2, 5, 3, 1, 6, 0, 1000, 0
INVAR-3, Run: 036, P, 0, 6, 0, 0, 0, 0, 100, 0, 14, 9, 8, 7, 3, 4, 1, 5, 0, 1000, 0
INVAR-3, Run: 037, P, 0, 6, 0, 0, 0, 0, 100, 0, 13, 12, 6, 4, 5, 2, 1, 8, 0, 1000, 0
INVAR-3, Run: 038, P, 0, 6, 0, 0, 0, 0, 100, 0, 18, 6, 6, 7, 3, 4, 1, 6, 0, 1000, 0
INVAR-3, Run: 039, P, 0, 6, 0, 0, 0, 0, 100, 0, 14, 11, 9, 4, 6, 3, 1, 3, 0, 0, 1000
INVAR-3, Run: 040, P, 0, 6, 0, 0, 0, 0, 100, 0, 17, 11, 6, 6, 1, 0, 1, 9, 1000, 0, 0
INVAR-3, Run: 041, P, 0, 6, 0, 0, 0, 0, 100, 0, 11, 10, 10, 5, 4, 2, 1, 8, 0, 1000, 0
INVAR-3, Run: 042, P, 0, 6, 0, 0, 0, 0, 100, 0, 18, 12, 5, 6, 0, 1, 1, 8, 1000, 0, 0
INVAR-3, Run: 043, P, 0, 6, 0, 0, 0, 0, 100, 0, 14, 8, 6, 8, 4, 4, 1, 6, 0, 1000, 0
INVAR-3, Run: 044, P, 0, 6, 0, 0, 0, 0, 100, 0, 14, 9, 8, 7, 3, 1, 1, 8, 1000, 0, 0
INVAR-3, Run: 045, P, 0, 6, 0, 0, 0, 0, 100, 0, 14, 11, 8, 4, 4, 2, 1, 7, 0, 0, 1000
INVAR-3, Run: 046, P, 0, 6, 0, 0, 0, 0, 100, 0, 10, 17, 6, 4, 1, 4, 1, 8, 0, 0, 1000
INVAR-3, Run: 047, P, 0, 6, 0, 0, 0, 0, 100, 0, 18, 7, 11, 5, 2, 3, 1, 4, 0, 1000, 0
INVAR-3, Run: 048, P, 0, 6, 0, 0, 0, 0, 100, 0, 17, 9, 2, 8, 9, 3, 1, 2, 1000, 0, 0
INVAR-3, Run: 049, P, 0, 6, 0, 0, 0, 0, 100, 0, 16, 12, 3, 8, 0, 2, 1, 9, 0, 1000, 0
INVAR-3, Run: 050, P, 0, 6, 0, 0, 0, 0, 100, 0, 20, 8, 10, 4, 2, 2, 1, 4, 0, 0, 1000
INVAR-3, Run: 051, P, 0, 6, 0, 0, 0, 0, 100, 0, 9, 15, 10, 4, 2, 1, 1, 9, 0, 1000, 0
INVAR-3, Run: 052, P, 0, 6, 0, 0, 0, 0, 100, 0, 15, 12, 6, 8, 0, 2, 1, 7, 0, 1000, 0
INVAR-3, Run: 053, P, 0, 6, 0, 0, 0, 0, 100, 0, 9, 10, 7, 12, 0, 3, 1, 9, 1000, 0, 0
INVAR-3, Run: 054, P, 0, 6, 0, 0, 0, 0, 100, 0, 13, 8, 7, 4, 10, 3, 1, 5, 1000, 0, 0
INVAR-3, Run: 055, P, 0, 6, 0, 0, 0, 0, 100, 0, 14, 15, 3, 5, 2, 2, 1, 9, 1000, 0, 0
INVAR-3, Run: 056, P, 0, 6, 0, 0, 0, 0, 100, 0, 17, 11, 5, 7, 6, 1, 1, 3, 1000, 0, 0
INVAR-3, Run: 057, P, 0, 6, 0, 0, 0, 0, 100, 0, 10, 10, 6, 6, 3, 4, 1, 11, 0, 1000, 0
INVAR-3, Run: 058, P, 0, 6, 0, 0, 0, 0, 100, 0, 17, 11, 7, 5, 2, 1, 1, 7, 0, 0, 1000
INVAR-3, Run: 059, P, 0, 6, 0, 0, 0, 0, 100, 0, 16, 10, 6, 7, 4, 0, 1, 7, 0, 1000, 0
INVAR-3, Run: 060, P, 0, 6, 0, 0, 0, 0, 100, 0, 12, 12, 6, 5, 2, 2, 1, 11, 0, 0, 1000
INVAR-3, Run: 061, P, 0, 6, 0, 0, 0, 0, 100, 0, 18, 12, 7, 3, 2, 4, 1, 4, 1000, 0, 0
INVAR-3, Run: 062, P, 0, 6, 0, 0, 0, 0, 100, 0, 15, 14, 6, 6, 3, 3, 1, 3, 1000, 0, 0
INVAR-3, Run: 063, P, 0, 6, 0, 0, 0, 0, 100, 0, 17, 11, 10, 5, 4, 3, 1, 0, 0, 1000, 0
INVAR-3, Run: 064, P, 0, 6, 0, 0, 0, 0, 100, 0, 13, 10, 5, 8, 4, 5, 1, 5, 1000, 0, 0
INVAR-3, Run: 065, P, 0, 6, 0, 0, 0, 0, 100, 0, 21, 7, 3, 9, 2, 1, 1, 7, 0, 0, 1000
INVAR-3, Run: 066, P, 0, 6, 0, 0, 0, 0, 100, 0, 13, 10, 5, 9, 4, 5, 1, 4, 1000, 0, 0
INVAR-3, Run: 067, P, 0, 6, 0, 0, 0, 0, 100, 0, 12, 13, 9, 2, 2, 2, 1, 10, 1000, 0, 0
INVAR-3, Run: 068, P, 0, 6, 0, 0, 0, 0, 100, 0, 10, 13, 9, 5, 4, 4, 1, 5, 0, 1000, 0
INVAR-3, Run: 069, P, 0, 6, 0, 0, 0, 0, 100, 0, 15, 9, 8, 7, 1, 2, 1, 8, 0, 1000, 0
INVAR-3, Run: 070, P, 0, 6, 0, 0, 0, 0, 100, 0, 17, 9, 9, 5, 6, 3, 1, 1, 0, 1000, 0
INVAR-3, Run: 071, P, 0, 6, 0, 0, 0, 0, 100, 0, 12, 8, 7, 9, 3, 5, 1, 6, 1000, 0, 0
INVAR-3, Run: 072, P, 0, 6, 0, 0, 0, 0, 100, 0, 14, 13, 5, 4, 7, 0, 1, 7, 0, 0, 1000
INVAR-3, Run: 073, P, 0, 6, 0, 0, 0, 0, 100, 0, 19, 10, 8, 3, 2, 2, 1, 6, 1000, 0, 0
INVAR-3, Run: 074, P, 0, 6, 0, 0, 0, 0, 100, 0, 8, 10, 5, 6, 5, 6, 1, 10, 1000, 0, 0
INVAR-3, Run: 075, P, 0, 6, 0, 0, 0, 0, 100, 0, 13, 9, 8, 4, 0, 3, 1, 13, 0, 1000, 0
INVAR-3, Run: 076, P, 0, 6, 0, 0, 0, 0, 100, 0, 12, 11, 3, 7, 8, 3, 1, 6, 1000, 0, 0
INVAR-3, Run: 077, P, 0, 6, 0, 0, 0, 0, 100, 0, 15, 10, 6, 7, 4, 2, 1, 6, 1000, 0, 0
INVAR-3, Run: 078, P, 0, 6, 0, 0, 0, 0, 100, 0, 8, 10, 7, 10, 2, 3, 1, 10, 0, 0, 1000
INVAR-3, Run: 079, P, 0, 6, 0, 0, 0, 0, 100, 0, 15, 12, 2, 4, 5, 6, 1, 6, 0, 0, 1000
INVAR-3, Run: 080, P, 0, 6, 0, 0, 0, 0, 100, 0, 18, 10, 6, 4, 6, 2, 1, 4, 0, 1000, 0
INVAR-3, Run: 081, P, 0, 6, 0, 0, 0, 0, 100, 0, 17, 9, 7, 9, 6, 0, 1, 2, 1000, 0, 0
INVAR-3, Run: 082, P, 0, 6, 0, 0, 0, 0, 100, 0, 14, 9, 14, 4, 2, 3, 1, 4, 0, 1000, 0
INVAR-3, Run: 083, P, 0, 6, 0, 0, 0, 0, 100, 0, 15, 11, 9, 5, 3, 3, 1, 4, 0, 0, 1000
INVAR-3, Run: 084, P, 0, 6, 0, 0, 0, 0, 100, 0, 18, 7, 10, 8, 1, 1, 1, 5, 1000, 0, 0
INVAR-3, Run: 085, P, 0, 6, 0, 0, 0, 0, 100, 0, 13, 11, 7, 7, 4, 2, 1, 6, 1000, 0, 0
INVAR-3, Run: 086, P, 0, 6, 0, 0, 0, 0, 100, 0, 21, 6, 6, 7, 0, 4, 1, 6, 1000, 0, 0
INVAR-3, Run: 087, P, 0, 6, 0, 0, 0, 0, 100, 0, 19, 10, 6, 4, 3, 2, 1, 6, 1000, 0, 0
INVAR-3, Run: 088, P, 0, 6, 0, 0, 0, 0, 100, 0, 15, 9, 7, 4, 2, 3, 1, 10, 1000, 0, 0
INVAR-3, Run: 089, P, 0, 6, 0, 0, 0, 0, 100, 0, 20, 15, 4, 3, 0, 2, 1, 6, 1000, 0, 0
INVAR-3, Run: 090, P, 0, 6, 0, 0, 0, 0, 100, 0, 13, 8, 11, 6, 5, 2, 1, 5, 0, 0, 1000
INVAR-3, Run: 091, P, 0, 6, 0, 0, 0, 0, 100, 0, 16, 9, 9, 5, 2, 3, 1, 6, 1000, 0, 0
INVAR-3, Run: 092, P, 0, 6, 0, 0, 0, 0, 100, 0, 14, 11, 5, 8, 5, 1, 1, 6, 0, 1000, 0
INVAR-3, Run: 093, P, 0, 6, 0, 0, 0, 0, 100, 0, 14, 6, 7, 7, 3, 5, 1, 8, 0, 1000, 0
INVAR-3, Run: 094, P, 0, 6, 0, 0, 0, 0, 100, 0, 19, 7, 13, 4, 2, 1, 1, 4, 0, 1000, 0
INVAR-3, Run: 095, P, 0, 6, 0, 0, 0, 0, 100, 0, 12, 12, 8, 4, 4, 5, 1, 5, 0, 0, 1000
INVAR-3, Run: 096, P, 0, 6, 0, 0, 0, 0, 100, 0, 20, 8, 3, 4, 3, 4, 1, 8, 0, 0, 1000
INVAR-3, Run: 097, P, 0, 6, 0, 0, 0, 0, 100, 0, 18, 15, 3, 3, 6, 2, 1, 3, 0, 0, 1000
INVAR-3, Run: 098, P, 0, 6, 0, 0, 0, 0, 100, 0, 15, 9, 6, 5, 3, 3, 1, 9, 0, 1000, 0
INVAR-3, Run: 099, P, 0, 6, 0, 0, 0, 0, 100, 0, 16, 10, 7, 7, 3, 2, 1, 5, 0, 0, 1000
INVAR-3, Run: 100, P, 0, 6, 0, 0, 0, 0, 100, 0, 10, 9, 11, 7, 5, 2, 1, 6, 0, 0, 1000
