Input Number, Run_Number, Result@ 100, X, V, Y, NEW_REACTION, Reaction1, Reaction2, Reaction3, Reaction4, Reaction5
INVAR-1, Run: 092, F, 0, 1, 0, 94, 70, 12, 2, 76, 7
INVAR-1, Run: 093, F, 1, 1, 0, 99, 73, 12, 2, 80, 6
INVAR-1, Run: 094, F, 2, 2, 0, 113, 82, 12, 2, 89, 5
INVAR-1, Run: 095, F, 2, 0, 0, 98, 72, 12, 2, 79, 7
INVAR-1, Run: 096, F, 2, 1, 0, 98, 72, 12, 2, 81, 4
INVAR-1, Run: 097, F, 2, 0, 0, 98, 72, 12, 2, 80, 6
INVAR-1, Run: 098, F, 1, 2, 0, 108, 79, 12, 2, 89, 2
INVAR-1, Run: 099, F, 0, 1, 0, 106, 78, 12, 2, 81, 10
INVAR-1, Run: 100, F, 2, 1, 0, 101, 74, 12, 2, 67, 20
INVAR-10, Run: 001, F, 1, 2, 0, 102, 81, 16, 2, 78, 19
INVAR-10, Run: 002, F, 1, 0, 0, 99, 79, 16, 2, 80, 17
INVAR-10, Run: 003, F, 1, 0, 0, 81, 67, 16, 2, 58, 27
INVAR-10, Run: 004, F, 3, 0, 0, 94, 75, 16, 2, 90, 3
INVAR-10, Run: 005, F, 1, 2, 0, 108, 85, 16, 2, 85, 16
INVAR-10, Run: 006, F, 2, 2, 0, 110, 85, 15, 5, 87, 16
INVAR-10, Run: 007, F, 2, 1, 0, 95, 75, 15, 5, 78, 16
INVAR-10, Run: 008, F, 2, 2, 0, 92, 74, 16, 2, 90, 0
INVAR-10, Run: 009, F, 1, 1, 0, 78, 65, 16, 2, 71, 11
INVAR-10, Run: 010, F, 0, 2, 0, 94, 76, 16, 2, 70, 22
INVAR-10, Run: 011, F, 2, 1, 0, 89, 72, 16, 2, 79, 10
INVAR-10, Run: 012, F, 1, 1, 0, 99, 79, 16, 2, 93, 3
INVAR-10, Run: 013, F, 0, 1, 0, 85, 70, 16, 2, 78, 9
INVAR-10, Run: 014, F, 1, 2, 0, 96, 77, 16, 2, 88, 5
INVAR-10, Run: 015, F, 3, 0, 0, 97, 77, 16, 2, 81, 14
INVAR-10, Run: 016, F, 0, 3, 0, 91, 74, 16, 2, 88, 1
INVAR-10, Run: 017, F, 3, 0, 0, 109, 84, 15, 5, 99, 5
INVAR-10, Run: 018, F, 1, 1, 0, 96, 77, 16, 2, 75, 19
INVAR-10, Run: 019, F, 2, 0, 0, 95, 76, 16, 2, 75, 19
INVAR-10, Run: 020, F, 2, 1, 0, 107, 84, 16, 2, 90, 11
INVAR-10, Run: 021, F, 0, 2, 0, 103, 82, 16, 2, 93, 5
INVAR-10, Run: 022, F, 1, 1, 0, 114, 89, 16, 2, 81, 25
INVAR-10, Run: 023, F, 1, 0, 0, 105, 83, 16, 2, 86, 15
INVAR-10, Run: 024, F, 1, 0, 0, 75, 63, 16, 2, 66, 15
INVAR-10, Run: 025, F, 0, 1, 0, 97, 78, 16, 2, 92, 3
INVAR-10, Run: 026, F, 1, 2, 0, 105, 83, 16, 2, 86, 13
INVAR-10, Run: 027, F, 1, 1, 0, 117, 91, 16, 2, 102, 6
INVAR-10, Run: 028, F, 2, 0, 0, 104, 82, 16, 2, 93, 7
INVAR-10, Run: 029, F, 2, 1, 0, 92, 74, 16, 2, 80, 11
INVAR-10, Run: 030, F, 1, 1, 0, 84, 69, 16, 2, 68, 18
INVAR-10, Run: 031, F, 0, 2, 0, 115, 90, 16, 2, 100, 6
INVAR-10, Run: 032, F, 1, 1, 0, 123, 95, 16, 2, 100, 12
INVAR-10, Run: 033, F, 1, 1, 0, 111, 87, 16, 2, 101, 3
INVAR-10, Run: 034, F, 0, 2, 0, 103, 82, 16, 2, 87, 11
INVAR-10, Run: 035, F, 1, 0, 0, 102, 81, 16, 2, 89, 10
INVAR-10, Run: 036, F, 0, 1, 0, 82, 68, 16, 2, 69, 16
INVAR-10, Run: 037, F, 0, 1, 0, 100, 80, 16, 2, 86, 11
INVAR-10, Run: 038, F, 1, 0, 0, 99, 79, 16, 2, 93, 4
INVAR-10, Run: 039, F, 2, 0, 0, 95, 75, 15, 5, 85, 10
INVAR-10, Run: 040, F, 2, 0, 0, 86, 69, 15, 5, 57, 32
INVAR-10, Run: 041, F, 0, 1, 0, 103, 82, 16, 2, 88, 11
INVAR-10, Run: 042, F, 2, 0, 0, 134, 102, 16, 2, 108, 12
INVAR-10, Run: 043, F, 1, 1, 0, 87, 71, 16, 2, 84, 4
INVAR-10, Run: 044, F, 1, 0, 0, 111, 87, 16, 2, 100, 5
INVAR-10, Run: 045, F, 0, 2, 0, 97, 77, 15, 5, 74, 21
INVAR-10, Run: 046, F, 0, 1, 0, 85, 69, 15, 5, 78, 10
INVAR-10, Run: 047, F, 1, 0, 0, 108, 84, 15, 5, 95, 9
INVAR-10, Run: 048, F, 0, 1, 0, 103, 82, 16, 2, 75, 24
INVAR-10, Run: 049, F, 0, 2, 0, 100, 80, 16, 2, 91, 5
INVAR-10, Run: 050, F, 1, 0, 0, 102, 81, 16, 2, 79, 20
INVAR-10, Run: 051, F, 2, 1, 0, 104, 81, 15, 5, 91, 9
INVAR-10, Run: 052, F, 2, 0, 0, 92, 74, 16, 2, 75, 17
INVAR-10, Run: 053, F, 4, 1, 0, 111, 86, 16, 2, 74, 29
INVAR-10, Run: 054, F, 0, 1, 0, 106, 83, 15, 5, 98, 4
INVAR-10, Run: 055, F, 0, 1, 0, 100, 79, 15, 5, 76, 22
INVAR-10, Run: 056, F, 2, 1, 0, 107, 84, 16, 2, 93, 8
INVAR-10, Run: 057, F, 2, 2, 0, 101, 80, 16, 2, 90, 6
INVAR-10, Run: 058, F, 2, 0, 0, 107, 84, 16, 2, 96, 6
INVAR-10, Run: 059, F, 2, 0, 0, 92, 74, 16, 2, 81, 11
INVAR-10, Run: 060, F, 2, 1, 0, 104, 82, 16, 2, 90, 9
INVAR-10, Run: 061, F, 1, 0, 0, 93, 75, 16, 2, 87, 6
INVAR-10, Run: 062, F, 2, 0, 0, 92, 74, 16, 2, 80, 12
INVAR-10, Run: 063, F, 1, 1, 0, 87, 71, 16, 2, 80, 8
INVAR-10, Run: 064, F, 1, 1, 0, 96, 77, 16, 2, 67, 27
INVAR-10, Run: 065, F, 2, 0, 0, 92, 74, 16, 2, 87, 5
INVAR-10, Run: 066, F, 1, 1, 0, 99, 79, 16, 2, 90, 6
INVAR-10, Run: 067, F, 2, 0, 0, 95, 76, 16, 2, 89, 5
INVAR-10, Run: 068, F, 0, 3, 0, 103, 82, 16, 2, 92, 5
INVAR-10, Run: 069, F, 0, 1, 0, 91, 74, 16, 2, 83, 8
INVAR-10, Run: 070, F, 1, 1, 0, 111, 87, 16, 2, 83, 21
INVAR-10, Run: 071, F, 0, 1, 0, 85, 70, 16, 2, 74, 13
INVAR-10, Run: 072, F, 0, 1, 0, 85, 70, 16, 2, 82, 5
INVAR-10, Run: 073, F, 1, 0, 0, 111, 87, 16, 2, 101, 4
INVAR-10, Run: 074, F, 2, 1, 0, 104, 82, 16, 2, 91, 8
INVAR-10, Run: 075, F, 1, 0, 0, 93, 75, 16, 2, 88, 5
INVAR-10, Run: 076, F, 2, 2, 0, 86, 70, 16, 2, 83, 3
INVAR-10, Run: 077, F, 2, 0, 0, 116, 90, 16, 2, 97, 11
INVAR-10, Run: 078, F, 2, 2, 0, 95, 76, 16, 2, 83, 9
INVAR-10, Run: 079, F, 1, 0, 0, 111, 87, 16, 2, 102, 3
INVAR-10, Run: 080, F, 0, 1, 0, 97, 77, 15, 5, 71, 25
INVAR-10, Run: 081, F, 0, 1, 0, 94, 76, 16, 2, 76, 17
INVAR-10, Run: 082, F, 1, 0, 0, 75, 62, 15, 5, 66, 16
INVAR-10, Run: 083, F, 2, 0, 0, 89, 71, 15, 5, 76, 15
INVAR-10, Run: 084, F, 2, 1, 0, 110, 86, 16, 2, 96, 7
INVAR-10, Run: 085, F, 2, 2, 0, 110, 86, 16, 2, 95, 7
INVAR-10, Run: 086, F, 0, 1, 0, 100, 79, 15, 5, 84, 14
INVAR-10, Run: 087, F, 2, 0, 0, 110, 86, 16, 2, 92, 12
INVAR-10, Run: 088, F, 1, 1, 0, 93, 74, 15, 5, 74, 19
INVAR-10, Run: 089, F, 0, 1, 0, 100, 80, 16, 2, 81, 16
INVAR-10, Run: 090, F, 2, 1, 0, 101, 80, 16, 2, 93, 4
INVAR-10, Run: 091, F, 0, 4, 0, 124, 96, 16, 2, 99, 11
INVAR-10, Run: 092, F, 0, 1, 0, 88, 72, 16, 2, 86, 3
INVAR-10, Run: 093, F, 2, 2, 0, 92, 74, 16, 2, 81, 9
INVAR-10, Run: 094, F, 1, 1, 0, 123, 95, 16, 2, 106, 6
INVAR-10, Run: 095, F, 0, 1, 0, 109, 86, 16, 2, 92, 11
INVAR-10, Run: 096, F, 1, 2, 0, 105, 83, 16, 2, 98, 1
INVAR-10, Run: 097, F, 1, 1, 0, 108, 85, 16, 2, 97, 5
INVAR-10, Run: 098, F, 0, 2, 0, 106, 84, 16, 2, 96, 4
INVAR-10, Run: 099, F, 2, 0, 0, 113, 88, 16, 2, 100, 6
INVAR-10, Run: 100, F, 2, 0, 0, 113, 88, 16, 2, 89, 17
INVAR-11, Run: 001, F, 2, 0, 0, 100, 85, 33, 1, 101, 18
INVAR-11, Run: 002, F, 2, 0, 0, 97, 82, 32, 4, 99, 19
INVAR-11, Run: 003, F, 1, 1, 0, 104, 88, 33, 1, 92, 29
INVAR-11, Run: 004, F, 0, 2, 0, 108, 91, 33, 1, 104, 19
INVAR-11, Run: 005, F, 4, 1, 0, 101, 85, 33, 1, 81, 37
INVAR-11, Run: 006, F, 0, 1, 0, 111, 93, 33, 1, 102, 24
INVAR-11, Run: 007, F, 1, 1, 0, 98, 84, 33, 1, 99, 18
INVAR-11, Run: 008, F, 0, 2, 0, 105, 89, 33, 1, 111, 10
INVAR-11, Run: 009, F, 0, 1, 0, 108, 91, 33, 1, 83, 41
INVAR-11, Run: 010, F, 1, 1, 0, 95, 81, 32, 4, 82, 34
INVAR-11, Run: 011, F, 1, 0, 0, 107, 90, 33, 1, 110, 14
INVAR-11, Run: 012, F, 1, 0, 0, 92, 80, 33, 1, 78, 36
INVAR-11, Run: 013, F, 0, 1, 0, 99, 84, 32, 4, 102, 17
INVAR-11, Run: 014, F, 1, 1, 0, 77, 70, 33, 1, 95, 8
INVAR-11, Run: 015, F, 0, 1, 0, 111, 92, 32, 4, 110, 17
INVAR-11, Run: 016, F, 2, 0, 0, 94, 81, 33, 1, 81, 34
INVAR-11, Run: 017, F, 2, 1, 0, 100, 85, 33, 1, 111, 7
INVAR-11, Run: 018, F, 2, 0, 0, 91, 78, 32, 4, 79, 35
INVAR-11, Run: 019, F, 1, 1, 0, 95, 82, 33, 1, 109, 6
INVAR-11, Run: 020, F, 2, 2, 0, 97, 82, 32, 4, 110, 6
INVAR-11, Run: 021, F, 1, 1, 0, 89, 77, 32, 4, 87, 25
INVAR-11, Run: 022, F, 0, 1, 0, 93, 81, 33, 1, 84, 30
INVAR-11, Run: 023, F, 2, 1, 0, 94, 80, 32, 4, 93, 22
INVAR-11, Run: 024, F, 2, 1, 0, 91, 79, 33, 1, 106, 6
INVAR-11, Run: 025, F, 0, 3, 0, 99, 85, 33, 1, 109, 7
INVAR-11, Run: 026, F, 0, 2, 0, 99, 85, 33, 1, 92, 25
INVAR-11, Run: 027, F, 2, 1, 0, 106, 88, 32, 4, 95, 28
INVAR-11, Run: 028, F, 1, 1, 0, 101, 86, 33, 1, 112, 7
INVAR-11, Run: 029, F, 2, 0, 0, 106, 88, 32, 4, 92, 32
INVAR-11, Run: 030, F, 2, 1, 0, 115, 94, 32, 4, 106, 23
INVAR-11, Run: 031, F, 2, 1, 0, 130, 104, 32, 4, 113, 26
INVAR-11, Run: 032, F, 0, 1, 0, 90, 78, 32, 4, 88, 25
INVAR-11, Run: 033, F, 1, 0, 0, 125, 102, 33, 1, 111, 25
INVAR-11, Run: 034, F, 2, 1, 0, 94, 81, 33, 1, 99, 15
INVAR-11, Run: 035, F, 3, 0, 0, 87, 75, 32, 4, 83, 28
INVAR-11, Run: 036, F, 0, 1, 0, 90, 78, 32, 4, 89, 24
INVAR-11, Run: 037, F, 1, 0, 0, 98, 84, 33, 1, 98, 20
INVAR-11, Run: 038, F, 0, 1, 0, 111, 93, 33, 1, 96, 30
INVAR-11, Run: 039, F, 0, 1, 0, 105, 89, 33, 1, 116, 6
INVAR-11, Run: 040, F, 1, 2, 0, 98, 83, 32, 4, 102, 15
INVAR-11, Run: 041, F, 0, 4, 0, 111, 93, 33, 1, 99, 24
INVAR-11, Run: 042, F, 3, 0, 0, 102, 85, 32, 4, 118, 3
INVAR-11, Run: 043, F, 2, 0, 0, 100, 85, 33, 1, 88, 31
INVAR-11, Run: 044, F, 0, 1, 0, 99, 85, 33, 1, 86, 32
INVAR-11, Run: 045, F, 1, 1, 0, 101, 86, 33, 1, 104, 15
INVAR-11, Run: 046, F, 0, 2, 0, 105, 89, 33, 1, 108, 13
INVAR-11, Run: 047, F, 0, 1, 0, 84, 75, 33, 1, 90, 18
INVAR-11, Run: 048, F, 0, 2, 0, 102, 87, 33, 1, 99, 20
INVAR-11, Run: 049, F, 2, 0, 0, 94, 80, 32, 4, 82, 34
INVAR-11, Run: 050, F, 0, 1, 0, 90, 79, 33, 1, 95, 17
INVAR-11, Run: 051, F, 4, 1, 0, 116, 94, 32, 4, 102, 27
INVAR-11, Run: 052, F, 2, 0, 0, 106, 89, 33, 1, 108, 15
INVAR-11, Run: 053, F, 2, 1, 0, 103, 86, 32, 4, 81, 40
INVAR-11, Run: 054, F, 0, 1, 0, 102, 87, 33, 1, 98, 22
INVAR-11, Run: 055, F, 0, 2, 0, 111, 92, 32, 4, 100, 26
INVAR-11, Run: 056, F, 4, 0, 0, 104, 87, 33, 1, 114, 7
INVAR-11, Run: 057, F, 2, 0, 0, 106, 89, 33, 1, 119, 4
INVAR-11, Run: 058, F, 0, 2, 0, 111, 93, 33, 1, 115, 10
INVAR-11, Run: 059, F, 1, 0, 0, 95, 82, 33, 1, 91, 25
INVAR-11, Run: 060, F, 2, 0, 0, 91, 78, 32, 4, 87, 27
INVAR-11, Run: 061, F, 0, 2, 0, 111, 93, 33, 1, 97, 28
INVAR-11, Run: 062, F, 0, 1, 0, 93, 80, 32, 4, 93, 22
INVAR-11, Run: 063, F, 0, 2, 0, 105, 89, 33, 1, 85, 36
INVAR-11, Run: 064, F, 0, 2, 0, 93, 81, 33, 1, 87, 26
INVAR-11, Run: 065, F, 2, 0, 0, 97, 82, 32, 4, 93, 25
INVAR-11, Run: 066, F, 2, 1, 0, 103, 86, 32, 4, 90, 31
INVAR-11, Run: 067, F, 0, 3, 0, 105, 89, 33, 1, 102, 18
INVAR-11, Run: 068, F, 2, 1, 0, 100, 85, 33, 1, 87, 31
INVAR-11, Run: 069, F, 0, 2, 0, 114, 94, 32, 4, 115, 13
INVAR-11, Run: 070, F, 1, 1, 0, 113, 93, 32, 4, 121, 7
INVAR-11, Run: 071, F, 1, 1, 0, 116, 96, 33, 1, 106, 23
INVAR-11, Run: 072, F, 2, 1, 0, 88, 77, 33, 1, 88, 22
INVAR-11, Run: 073, F, 1, 1, 0, 116, 96, 33, 1, 122, 7
INVAR-11, Run: 074, F, 2, 0, 0, 94, 81, 33, 1, 95, 20
INVAR-11, Run: 075, F, 1, 1, 0, 113, 94, 33, 1, 111, 16
INVAR-11, Run: 076, F, 0, 1, 0, 102, 87, 33, 1, 102, 18
INVAR-11, Run: 077, F, 2, 0, 0, 109, 90, 32, 4, 98, 28
INVAR-11, Run: 078, F, 2, 1, 0, 103, 87, 33, 1, 109, 11
INVAR-11, Run: 079, F, 2, 0, 0, 94, 80, 32, 4, 105, 11
INVAR-11, Run: 080, F, 1, 0, 0, 80, 71, 32, 4, 70, 37
INVAR-11, Run: 081, F, 1, 1, 0, 107, 89, 32, 4, 105, 19
INVAR-11, Run: 082, F, 2, 0, 0, 100, 85, 33, 1, 112, 7
INVAR-11, Run: 083, F, 1, 0, 0, 104, 88, 33, 1, 93, 29
INVAR-11, Run: 084, F, 1, 1, 0, 83, 74, 33, 1, 98, 9
INVAR-11, Run: 085, F, 0, 2, 0, 90, 78, 32, 4, 85, 27
INVAR-11, Run: 086, F, 2, 0, 0, 97, 82, 32, 4, 92, 26
INVAR-11, Run: 087, F, 1, 2, 0, 83, 74, 33, 1, 97, 9
INVAR-11, Run: 088, F, 1, 0, 0, 86, 75, 32, 4, 82, 29
INVAR-11, Run: 089, F, 0, 2, 0, 114, 94, 32, 4, 95, 33
INVAR-11, Run: 090, F, 2, 2, 0, 85, 74, 32, 4, 91, 17
INVAR-11, Run: 091, F, 5, 0, 0, 106, 87, 32, 4, 100, 23
INVAR-11, Run: 092, F, 1, 0, 0, 98, 84, 33, 1, 118, 0
INVAR-11, Run: 093, F, 2, 0, 0, 82, 73, 33, 1, 93, 14
INVAR-11, Run: 094, F, 2, 0, 0, 94, 81, 33, 1, 101, 14
INVAR-11, Run: 095, F, 1, 1, 0, 107, 90, 33, 1, 100, 23
INVAR-11, Run: 096, F, 2, 0, 0, 97, 82, 32, 4, 94, 24
INVAR-11, Run: 097, F, 2, 0, 0, 88, 77, 33, 1, 87, 24
INVAR-11, Run: 098, F, 2, 0, 0, 100, 85, 33, 1, 99, 20
INVAR-11, Run: 099, F, 2, 0, 0, 100, 84, 32, 4, 86, 34
INVAR-11, Run: 100, F, 2, 0, 0, 103, 86, 32, 4, 86, 36
INVAR-12, Run: 001, F, 1, 1, 0, 97, 107, 66, 2, 110, 64
INVAR-12, Run: 002, F, 2, 1, 0, 111, 116, 66, 2, 142, 41
INVAR-12, Run: 003, F, 0, 1, 0, 89, 101, 65, 5, 134, 36
INVAR-12, Run: 004, F, 2, 1, 0, 87, 100, 66, 2, 94, 73
INVAR-12, Run: 005, F, 0, 1, 0, 110, 115, 65, 5, 109, 75
INVAR-12, Run: 006, F, 3, 0, 0, 95, 105, 66, 2, 132, 41
INVAR-12, Run: 007, F, 0, 1, 0, 89, 102, 66, 2, 151, 18
INVAR-12, Run: 008, F, 1, 1, 0, 106, 112, 65, 5, 111, 70
INVAR-12, Run: 009, F, 2, 0, 0, 99, 107, 65, 5, 116, 61
INVAR-12, Run: 010, F, 1, 1, 0, 103, 110, 65, 5, 134, 45
INVAR-12, Run: 011, F, 1, 1, 0, 106, 113, 66, 2, 165, 15
INVAR-12, Run: 012, F, 1, 0, 0, 85, 99, 66, 2, 87, 80
INVAR-12, Run: 013, F, 2, 0, 0, 99, 108, 66, 2, 139, 37
INVAR-12, Run: 014, F, 1, 1, 0, 94, 105, 66, 2, 140, 32
INVAR-12, Run: 015, F, 1, 0, 0, 103, 111, 66, 2, 123, 56
INVAR-12, Run: 016, F, 2, 0, 0, 108, 114, 66, 2, 145, 37
INVAR-12, Run: 017, F, 2, 0, 0, 105, 112, 66, 2, 127, 53
INVAR-12, Run: 018, F, 3, 1, 0, 95, 105, 66, 2, 119, 53
INVAR-12, Run: 019, F, 1, 1, 0, 91, 103, 66, 2, 137, 33
INVAR-12, Run: 020, F, 0, 2, 0, 101, 109, 65, 5, 91, 86
INVAR-12, Run: 021, F, 2, 2, 0, 108, 113, 65, 5, 154, 27
INVAR-12, Run: 022, F, 0, 1, 0, 107, 113, 65, 5, 146, 36
INVAR-12, Run: 023, F, 2, 0, 0, 96, 106, 66, 2, 156, 18
INVAR-12, Run: 024, F, 2, 0, 0, 93, 104, 66, 2, 109, 63
INVAR-12, Run: 025, F, 2, 0, 0, 117, 119, 65, 5, 127, 62
INVAR-12, Run: 026, F, 1, 0, 0, 82, 97, 66, 2, 151, 14
INVAR-12, Run: 027, F, 0, 1, 0, 89, 102, 66, 2, 142, 27
INVAR-12, Run: 028, F, 3, 0, 0, 107, 112, 65, 5, 156, 26
INVAR-12, Run: 029, F, 1, 1, 0, 88, 101, 66, 2, 129, 39
INVAR-12, Run: 030, F, 0, 2, 0, 110, 116, 66, 2, 152, 30
