Input Number, Run_Number, Result@ 100, F, Y, CE, X1, A, B, C, PO, D, CO, PE, E, NEW_REACTION, Reaction1, Reaction10, Reaction11, Reaction12, Reaction13, Reaction2, Reaction3, Reaction4, Reaction5, Reaction6, Reaction7, Reaction8, Reaction9
INVAR-10, Run: 045, P, 0, 0, 0, 0, 0, 0, 0, 0, 600, 32, 1, 116, 32, 200, 4562, 72, 104, 4530, 100, 61, 38, 116, 84, 200, 2590, 1279
INVAR-10, Run: 046, P, 0, 0, 0, 0, 0, 0, 0, 0, 600, 34, 1, 117, 34, 200, 5818, 74, 108, 5784, 100, 58, 41, 117, 83, 200, 3064, 1515
INVAR-10, Run: 047, P, 0, 0, 2, 0, 0, 0, 0, 0, 602, 22, 1, 111, 24, 200, 4733, 84, 106, 4711, 100, 63, 36, 111, 88, 200, 2260, 1118
INVAR-10, Run: 048, P, 0, 0, 0, 0, 0, 0, 0, 0, 600, 26, 1, 113, 26, 200, 4312, 67, 93, 4286, 100, 61, 38, 113, 87, 200, 2808, 1391
INVAR-10, Run: 049, P, 0, 0, 2, 0, 0, 0, 0, 0, 602, 30, 1, 115, 32, 200, 5348, 66, 96, 5318, 100, 62, 37, 115, 84, 200, 3818, 1893
INVAR-10, Run: 050, P, 0, 0, 0, 0, 0, 0, 0, 0, 600, 36, 1, 118, 36, 200, 4920, 75, 111, 4884, 100, 68, 31, 118, 82, 200, 1910, 937
INVAR-10, Run: 051, P, 0, 0, 2, 0, 0, 0, 0, 0, 602, 28, 1, 114, 30, 200, 4327, 88, 116, 4299, 100, 61, 38, 114, 85, 200, 2490, 1230
INVAR-10, Run: 052, P, 0, 0, 0, 0, 0, 0, 0, 0, 600, 36, 1, 118, 36, 200, 5070, 74, 110, 5034, 100, 53, 46, 118, 82, 200, 3076, 1520
INVAR-10, Run: 053, P, 0, 0, 0, 0, 0, 0, 0, 0, 600, 34, 1, 117, 34, 200, 4602, 54, 88, 4568, 100, 57, 42, 117, 83, 200, 2288, 1127
INVAR-10, Run: 054, P, 0, 0, 2, 0, 0, 0, 0, 0, 602, 36, 1, 118, 38, 200, 6115, 80, 116, 6079, 100, 64, 35, 118, 81, 200, 2506, 1234
INVAR-10, Run: 055, P, 0, 0, 0, 0, 0, 0, 0, 0, 600, 32, 1, 116, 32, 200, 6520, 63, 95, 6488, 100, 66, 33, 116, 84, 200, 2216, 1092
INVAR-10, Run: 056, P, 0, 0, 2, 0, 0, 0, 0, 0, 602, 24, 1, 112, 26, 200, 4729, 85, 109, 4705, 100, 65, 34, 112, 87, 200, 2966, 1470
INVAR-10, Run: 057, P, 0, 0, 0, 0, 0, 0, 0, 0, 600, 30, 1, 115, 30, 200, 3866, 66, 96, 3836, 100, 64, 35, 115, 85, 200, 3366, 1668
INVAR-10, Run: 058, P, 0, 0, 0, 0, 0, 0, 0, 0, 600, 36, 1, 118, 36, 200, 4648, 74, 110, 4612, 100, 57, 42, 118, 82, 200, 1882, 923
INVAR-10, Run: 059, P, 0, 0, 0, 0, 0, 0, 0, 0, 600, 48, 1, 124, 48, 200, 5724, 62, 110, 5676, 100, 64, 35, 124, 76, 200, 2546, 1249
INVAR-10, Run: 060, P, 0, 0, 0, 0, 0, 0, 0, 0, 600, 32, 1, 116, 32, 200, 5448, 67, 99, 5416, 100, 67, 32, 116, 84, 200, 2352, 1160
INVAR-10, Run: 061, P, 0, 0, 0, 0, 0, 0, 0, 0, 600, 26, 1, 113, 26, 200, 5296, 60, 86, 5270, 100, 60, 39, 113, 87, 200, 2092, 1033
INVAR-10, Run: 062, P, 0, 0, 0, 0, 0, 0, 0, 0, 600, 26, 1, 113, 26, 200, 5280, 58, 84, 5254, 100, 62, 37, 113, 87, 200, 2690, 1332
INVAR-10, Run: 063, P, 0, 0, 0, 0, 0, 0, 0, 0, 600, 38, 1, 119, 38, 200, 5839, 70, 108, 5801, 100, 62, 37, 119, 81, 200, 2196, 1079
INVAR-10, Run: 064, P, 0, 0, 2, 0, 0, 0, 0, 0, 602, 26, 1, 113, 28, 200, 3283, 65, 91, 3257, 100, 66, 33, 113, 86, 200, 1968, 970
INVAR-10, Run: 065, P, 0, 0, 2, 0, 0, 0, 0, 0, 602, 26, 1, 113, 28, 200, 4291, 52, 78, 4265, 100, 61, 38, 113, 86, 200, 2366, 1169
INVAR-10, Run: 066, P, 0, 0, 0, 0, 0, 0, 0, 0, 600, 40, 1, 120, 40, 200, 5012, 67, 107, 4972, 100, 55, 44, 120, 80, 200, 1968, 964
INVAR-10, Run: 067, P, 0, 0, 0, 0, 0, 0, 0, 0, 600, 38, 1, 119, 38, 200, 4820, 56, 94, 4782, 100, 74, 25, 119, 81, 200, 2064, 1013
INVAR-10, Run: 068, P, 0, 0, 0, 0, 0, 0, 0, 0, 600, 32, 1, 116, 32, 200, 5723, 68, 100, 5691, 100, 59, 40, 116, 84, 200, 1942, 955
INVAR-10, Run: 069, P, 0, 0, 0, 0, 0, 0, 0, 0, 600, 34, 1, 117, 34, 200, 5540, 67, 101, 5506, 100, 70, 29, 117, 83, 200, 2778, 1372
INVAR-10, Run: 070, P, 0, 0, 0, 0, 0, 0, 0, 0, 600, 38, 1, 119, 38, 200, 5294, 90, 128, 5256, 100, 59, 40, 119, 81, 200, 2246, 1104
INVAR-10, Run: 071, P, 0, 0, 0, 0, 0, 0, 0, 0, 600, 42, 1, 121, 42, 200, 5431, 91, 133, 5389, 100, 64, 35, 121, 79, 200, 2156, 1057
INVAR-10, Run: 072, P, 0, 0, 0, 0, 0, 0, 0, 0, 600, 30, 1, 115, 30, 200, 4501, 74, 104, 4471, 100, 52, 47, 115, 85, 200, 2430, 1200
INVAR-10, Run: 073, P, 0, 0, 2, 0, 0, 0, 0, 0, 602, 40, 1, 120, 42, 200, 6236, 84, 124, 6196, 100, 64, 35, 120, 79, 200, 1910, 934
INVAR-10, Run: 074, P, 0, 0, 0, 0, 0, 0, 0, 0, 600, 34, 1, 117, 34, 200, 5634, 49, 83, 5600, 100, 68, 31, 117, 83, 200, 2026, 996
INVAR-10, Run: 075, P, 0, 0, 0, 0, 0, 0, 0, 0, 600, 38, 1, 119, 38, 200, 5091, 53, 91, 5053, 100, 63, 36, 119, 81, 200, 1606, 784
INVAR-10, Run: 076, P, 0, 0, 2, 0, 0, 0, 0, 0, 602, 28, 1, 114, 30, 200, 4002, 70, 98, 3974, 100, 61, 38, 114, 85, 200, 2530, 1250
INVAR-10, Run: 077, P, 0, 0, 0, 0, 0, 0, 0, 0, 600, 32, 1, 116, 32, 200, 5407, 78, 110, 5375, 100, 69, 30, 116, 84, 200, 2882, 1425
INVAR-10, Run: 078, P, 0, 0, 0, 0, 0, 0, 0, 0, 600, 26, 1, 113, 26, 200, 3858, 68, 94, 3832, 100, 63, 36, 113, 87, 200, 2740, 1357
INVAR-10, Run: 079, P, 0, 0, 0, 0, 0, 0, 0, 0, 600, 32, 1, 116, 32, 200, 4724, 66, 98, 4692, 100, 61, 38, 116, 84, 200, 3132, 1550
INVAR-10, Run: 080, P, 0, 0, 0, 0, 0, 0, 0, 0, 600, 26, 1, 113, 26, 200, 4714, 70, 96, 4688, 100, 64, 35, 113, 87, 200, 2642, 1308
INVAR-10, Run: 081, P, 0, 0, 0, 0, 0, 0, 0, 0, 600, 36, 1, 118, 36, 200, 5339, 84, 120, 5303, 100, 59, 40, 118, 82, 200, 2058, 1011
INVAR-10, Run: 082, P, 0, 0, 2, 0, 0, 0, 0, 0, 602, 34, 1, 117, 36, 200, 6472, 68, 102, 6438, 100, 70, 29, 117, 82, 200, 1602, 783
INVAR-10, Run: 083, P, 0, 0, 2, 0, 0, 0, 0, 0, 602, 28, 1, 114, 30, 200, 4308, 73, 101, 4280, 100, 66, 33, 114, 85, 200, 2274, 1122
INVAR-10, Run: 084, P, 0, 0, 0, 0, 0, 0, 0, 0, 600, 32, 1, 116, 32, 200, 4734, 67, 99, 4702, 100, 65, 34, 116, 84, 200, 1948, 958
INVAR-10, Run: 085, P, 0, 0, 2, 0, 0, 0, 0, 0, 602, 34, 1, 117, 36, 200, 4831, 82, 116, 4797, 100, 60, 39, 117, 82, 200, 2678, 1321
INVAR-10, Run: 086, P, 0, 0, 2, 0, 0, 0, 0, 0, 602, 34, 1, 117, 36, 200, 6242, 72, 106, 6208, 100, 62, 37, 117, 82, 200, 2652, 1308
INVAR-10, Run: 087, P, 0, 0, 0, 0, 0, 0, 0, 0, 600, 32, 1, 116, 32, 200, 4773, 67, 99, 4741, 100, 76, 23, 116, 84, 200, 2584, 1276
INVAR-10, Run: 088, P, 0, 0, 0, 0, 0, 0, 0, 0, 600, 28, 1, 114, 28, 200, 5731, 81, 109, 5703, 100, 57, 42, 114, 86, 200, 2668, 1320
INVAR-10, Run: 089, P, 0, 0, 0, 0, 0, 0, 0, 0, 600, 32, 1, 116, 32, 200, 4526, 82, 114, 4494, 100, 67, 32, 116, 84, 200, 2194, 1081
INVAR-10, Run: 090, P, 0, 0, 0, 0, 0, 0, 0, 0, 600, 42, 1, 121, 42, 200, 5301, 72, 114, 5259, 100, 61, 38, 121, 79, 200, 2288, 1123
INVAR-10, Run: 091, P, 0, 0, 0, 0, 0, 0, 0, 0, 600, 38, 1, 119, 38, 200, 4915, 82, 120, 4877, 100, 60, 39, 119, 81, 200, 1892, 927
INVAR-10, Run: 092, P, 0, 0, 2, 0, 0, 0, 0, 0, 602, 34, 1, 117, 36, 200, 4543, 72, 106, 4509, 100, 59, 40, 117, 82, 200, 1908, 936
INVAR-10, Run: 093, P, 0, 0, 0, 0, 0, 0, 0, 0, 600, 28, 1, 114, 28, 200, 5732, 63, 91, 5704, 100, 62, 37, 114, 86, 200, 2606, 1289
INVAR-10, Run: 094, P, 0, 0, 2, 0, 0, 0, 0, 0, 602, 32, 1, 116, 34, 200, 6567, 63, 95, 6535, 100, 66, 33, 116, 83, 200, 1838, 902
INVAR-10, Run: 095, P, 0, 0, 0, 0, 0, 0, 0, 0, 600, 32, 1, 116, 32, 200, 4366, 59, 91, 4334, 100, 60, 39, 116, 84, 200, 2452, 1210
INVAR-10, Run: 096, P, 0, 0, 0, 0, 0, 0, 0, 0, 600, 26, 1, 113, 26, 200, 5874, 70, 96, 5848, 100, 61, 38, 113, 87, 200, 2418, 1196
INVAR-10, Run: 097, P, 0, 0, 0, 0, 0, 0, 0, 0, 600, 26, 1, 113, 26, 200, 3944, 87, 113, 3918, 100, 55, 44, 113, 87, 200, 3040, 1507
INVAR-10, Run: 098, P, 0, 0, 0, 0, 0, 0, 0, 0, 600, 34, 1, 117, 34, 200, 5822, 66, 100, 5788, 100, 61, 38, 117, 83, 200, 1642, 804
INVAR-10, Run: 099, P, 0, 0, 0, 0, 0, 0, 0, 0, 600, 28, 1, 114, 28, 200, 5096, 71, 99, 5068, 100, 59, 40, 114, 86, 200, 1368, 670
INVAR-10, Run: 100, P, 0, 0, 2, 0, 0, 0, 0, 0, 602, 26, 1, 113, 28, 200, 4227, 83, 109, 4201, 100, 64, 35, 113, 86, 200, 1750, 861
INVAR-2, Run: 001, P, 0, 0, 2, 0, 0, 0, 0, 0, 170, 14, 1, 35, 16, 56, 605, 19, 33, 591, 28, 17, 10, 35, 20, 56, 442, 213
INVAR-2, Run: 002, P, 0, 0, 0, 0, 0, 0, 0, 0, 168, 16, 1, 36, 16, 56, 567, 13, 29, 551, 28, 20, 7, 36, 20, 56, 274, 129
INVAR-2, Run: 003, P, 0, 0, 0, 0, 0, 0, 0, 0, 168, 12, 1, 34, 12, 56, 479, 19, 31, 467, 28, 22, 5, 34, 22, 56, 336, 162
INVAR-2, Run: 004, P, 0, 0, 2, 0, 0, 0, 0, 0, 170, 8, 1, 32, 10, 56, 395, 26, 34, 387, 28, 16, 11, 32, 23, 56, 216, 103
INVAR-2, Run: 005, P, 1, 0, 3, 0, 0, 0, 0, 0, 172, 8, 1, 32, 11, 56, 557, 23, 31, 549, 28, 16, 11, 32, 22, 56, 78, 33
INVAR-2, Run: 006, P, 0, 0, 2, 0, 0, 0, 0, 0, 170, 10, 1, 33, 12, 56, 488, 14, 24, 478, 28, 21, 6, 33, 22, 56, 200, 94
INVAR-2, Run: 007, P, 0, 0, 2, 0, 0, 0, 0, 0, 170, 16, 1, 36, 18, 56, 813, 16, 32, 797, 28, 18, 9, 36, 19, 56, 256, 119
INVAR-2, Run: 008, P, 0, 0, 4, 0, 0, 0, 0, 0, 172, 12, 1, 34, 16, 56, 449, 29, 41, 437, 28, 14, 13, 34, 20, 56, 92, 38
INVAR-2, Run: 009, P, 0, 0, 2, 0, 0, 0, 0, 0, 170, 22, 1, 39, 24, 56, 722, 12, 34, 700, 28, 18, 9, 39, 16, 56, 146, 61
INVAR-2, Run: 010, P, 0, 0, 2, 0, 0, 0, 0, 0, 170, 20, 1, 38, 22, 56, 828, 24, 44, 808, 28, 22, 5, 38, 17, 56, 216, 97
INVAR-2, Run: 011, P, 0, 0, 0, 0, 0, 0, 0, 0, 168, 14, 1, 35, 14, 56, 744, 27, 41, 730, 28, 21, 6, 35, 21, 56, 202, 94
INVAR-2, Run: 012, P, 0, 0, 0, 0, 0, 0, 0, 0, 168, 12, 1, 34, 12, 56, 818, 21, 33, 806, 28, 16, 11, 34, 22, 56, 246, 117
INVAR-2, Run: 013, P, 0, 0, 0, 0, 0, 0, 0, 0, 168, 20, 1, 38, 20, 56, 854, 17, 37, 834, 28, 19, 8, 38, 18, 56, 220, 100
INVAR-2, Run: 014, P, 1, 0, 3, 0, 0, 0, 0, 0, 172, 10, 1, 33, 13, 56, 522, 21, 31, 512, 28, 19, 8, 33, 21, 56, 232, 109
INVAR-2, Run: 015, P, 0, 0, 0, 0, 0, 0, 0, 0, 168, 14, 1, 35, 14, 56, 809, 22, 36, 795, 28, 20, 7, 35, 21, 56, 196, 91
INVAR-2, Run: 016, P, 0, 0, 0, 0, 0, 0, 0, 0, 168, 16, 1, 36, 16, 56, 676, 16, 32, 660, 28, 17, 10, 36, 20, 56, 102, 43
INVAR-2, Run: 017, P, 0, 0, 2, 0, 0, 0, 0, 0, 170, 12, 1, 34, 14, 56, 382, 22, 34, 370, 28, 16, 11, 34, 21, 56, 146, 66
INVAR-2, Run: 018, P, 0, 0, 0, 0, 0, 0, 0, 0, 168, 16, 1, 36, 16, 56, 981, 17, 33, 965, 28, 20, 7, 36, 20, 56, 352, 168
INVAR-2, Run: 019, P, 0, 0, 2, 0, 0, 0, 0, 0, 170, 10, 1, 33, 12, 56, 773, 20, 30, 763, 28, 16, 11, 33, 22, 56, 264, 126
INVAR-2, Run: 020, P, 0, 0, 2, 0, 0, 0, 0, 0, 170, 8, 1, 32, 10, 56, 463, 11, 19, 455, 28, 17, 10, 32, 23, 56, 150, 70
INVAR-2, Run: 021, P, 0, 0, 0, 0, 0, 0, 0, 0, 168, 14, 1, 35, 14, 56, 894, 27, 41, 880, 28, 17, 10, 35, 21, 56, 194, 90
INVAR-2, Run: 022, P, 0, 0, 0, 0, 0, 0, 0, 0, 168, 18, 1, 37, 18, 56, 680, 21, 39, 662, 28, 18, 9, 37, 19, 56, 222, 102
INVAR-2, Run: 023, P, 0, 0, 0, 0, 0, 0, 0, 0, 168, 14, 1, 35, 14, 56, 720, 27, 41, 706, 28, 20, 7, 35, 21, 56, 128, 57
INVAR-2, Run: 024, P, 0, 0, 0, 0, 0, 0, 0, 0, 168, 14, 1, 35, 14, 56, 742, 21, 35, 728, 28, 14, 13, 35, 21, 56, 294, 140
INVAR-2, Run: 025, P, 0, 0, 0, 0, 0, 0, 0, 0, 168, 14, 1, 35, 14, 56, 640, 17, 31, 626, 28, 19, 8, 35, 21, 56, 250, 118
INVAR-2, Run: 026, P, 0, 0, 0, 0, 0, 0, 0, 0, 168, 18, 1, 37, 18, 56, 766, 27, 45, 748, 28, 22, 5, 37, 19, 56, 210, 96
INVAR-2, Run: 027, P, 0, 0, 2, 0, 0, 0, 0, 0, 170, 16, 1, 36, 18, 56, 1214, 23, 39, 1198, 28, 17, 10, 36, 19, 56, 326, 154
INVAR-2, Run: 028, P, 0, 0, 2, 0, 0, 0, 0, 0, 170, 16, 1, 36, 18, 56, 734, 12, 28, 718, 28, 19, 8, 36, 19, 56, 258, 120
INVAR-2, Run: 029, P, 0, 0, 0, 0, 0, 0, 0, 0, 168, 14, 1, 35, 14, 56, 890, 21, 35, 876, 28, 17, 10, 35, 21, 56, 616, 301
INVAR-2, Run: 030, P, 0, 0, 0, 0, 0, 0, 0, 0, 168, 10, 1, 33, 10, 56, 735, 23, 33, 725, 28, 15, 12, 33, 23, 56, 306, 148
INVAR-2, Run: 031, P, 0, 0, 0, 0, 0, 0, 0, 0, 168, 12, 1, 34, 12, 56, 775, 27, 39, 763, 28, 17, 10, 34, 22, 56, 314, 151
INVAR-2, Run: 032, P, 0, 0, 0, 0, 0, 0, 0, 0, 168, 10, 1, 33, 10, 56, 409, 25, 35, 399, 28, 14, 13, 33, 23, 56, 360, 175
INVAR-2, Run: 033, P, 0, 0, 0, 0, 0, 0, 0, 0, 168, 10, 1, 33, 10, 56, 788, 10, 20, 778, 28, 14, 13, 33, 23, 56, 364, 177
INVAR-2, Run: 034, P, 0, 0, 0, 0, 0, 0, 0, 0, 168, 14, 1, 35, 14, 56, 863, 28, 42, 849, 28, 19, 8, 35, 21, 56, 350, 168
INVAR-2, Run: 035, P, 0, 0, 2, 0, 0, 0, 0, 0, 170, 14, 1, 35, 16, 56, 600, 15, 29, 586, 28, 16, 11, 35, 20, 56, 210, 97
INVAR-2, Run: 036, P, 0, 0, 0, 0, 0, 0, 0, 0, 168, 16, 1, 36, 16, 56, 1323, 15, 31, 1307, 28, 14, 13, 36, 20, 56, 220, 102
INVAR-2, Run: 037, P, 0, 0, 0, 0, 0, 0, 0, 0, 168, 18, 1, 37, 18, 56, 971, 13, 31, 953, 28, 20, 7, 37, 19, 56, 272, 127
INVAR-2, Run: 038, P, 0, 0, 2, 0, 0, 0, 0, 0, 170, 16, 1, 36, 18, 56, 949, 34, 50, 933, 28, 17, 10, 36, 19, 56, 264, 123
INVAR-2, Run: 039, P, 0, 0, 2, 0, 0, 0, 0, 0, 170, 10, 1, 33, 12, 56, 867, 31, 41, 857, 28, 19, 8, 33, 22, 56, 228, 108
INVAR-2, Run: 040, P, 1, 0, 1, 0, 0, 0, 0, 0, 170, 8, 1, 32, 9, 56, 597, 25, 33, 589, 28, 20, 7, 32, 23, 56, 276, 133
INVAR-2, Run: 041, P, 0, 0, 0, 0, 0, 0, 0, 0, 168, 16, 1, 36, 16, 56, 895, 21, 37, 879, 28, 19, 8, 36, 20, 56, 372, 178
INVAR-2, Run: 042, P, 0, 0, 2, 0, 0, 0, 0, 0, 170, 14, 1, 35, 16, 56, 766, 22, 36, 752, 28, 19, 8, 35, 20, 56, 1704, 844
INVAR-2, Run: 043, P, 0, 0, 0, 0, 0, 0, 0, 0, 168, 16, 1, 36, 16, 56, 664, 20, 36, 648, 28, 16, 11, 36, 20, 56, 360, 172
INVAR-2, Run: 044, P, 0, 0, 2, 0, 0, 0, 0, 0, 170, 16, 1, 36, 18, 56, 877, 21, 37, 861, 28, 17, 10, 36, 19, 56, 298, 140
INVAR-2, Run: 045, P, 0, 0, 2, 0, 0, 0, 0, 0, 170, 14, 1, 35, 16, 56, 812, 17, 31, 798, 28, 16, 11, 35, 20, 56, 218, 101
INVAR-2, Run: 046, P, 0, 0, 2, 0, 0, 0, 0, 0, 170, 12, 1, 34, 14, 56, 474, 29, 41, 462, 28, 17, 10, 34, 21, 56, 218, 102
INVAR-2, Run: 047, P, 0, 0, 2, 0, 0, 0, 0, 0, 170, 8, 1, 32, 10, 56, 496, 22, 30, 488, 28, 10, 17, 32, 23, 56, 966, 478
INVAR-2, Run: 048, P, 0, 0, 0, 0, 0, 0, 0, 0, 168, 16, 1, 36, 16, 56, 1163, 25, 41, 1147, 28, 19, 8, 36, 20, 56, 244, 114
INVAR-2, Run: 049, P, 0, 0, 0, 0, 0, 0, 0, 0, 168, 14, 1, 35, 14, 56, 678, 34, 48, 664, 28, 14, 13, 35, 21, 56, 194, 90
INVAR-2, Run: 050, P, 0, 0, 2, 0, 0, 0, 0, 0, 170, 8, 1, 32, 10, 56, 504, 10, 18, 496, 28, 20, 7, 32, 23, 56, 234, 112
INVAR-2, Run: 051, P, 0, 0, 0, 0, 0, 0, 0, 0, 168, 12, 1, 34, 12, 56, 844, 28, 40, 832, 28, 22, 5, 34, 22, 56, 232, 110
INVAR-2, Run: 052, P, 0, 0, 2, 0, 0, 0, 0, 0, 170, 14, 1, 35, 16, 56, 891, 23, 37, 877, 28, 14, 13, 35, 20, 56, 224, 104
INVAR-2, Run: 053, P, 0, 0, 0, 0, 0, 0, 0, 0, 168, 14, 1, 35, 14, 56, 550, 11, 25, 536, 28, 17, 10, 35, 21, 56, 218, 102
INVAR-2, Run: 054, P, 0, 0, 2, 0, 0, 0, 0, 0, 170, 12, 1, 34, 14, 56, 704, 26, 38, 692, 28, 16, 11, 34, 21, 56, 930, 458
INVAR-2, Run: 055, P, 0, 0, 0, 0, 0, 0, 0, 0, 168, 14, 1, 35, 14, 56, 697, 16, 30, 683, 28, 19, 8, 35, 21, 56, 338, 162
INVAR-2, Run: 056, P, 0, 0, 2, 0, 0, 0, 0, 0, 170, 12, 1, 34, 14, 56, 727, 20, 32, 715, 28, 17, 10, 34, 21, 56, 192, 89
INVAR-2, Run: 057, P, 0, 0, 2, 0, 0, 0, 0, 0, 170, 12, 1, 34, 14, 56, 710, 17, 29, 698, 28, 22, 5, 34, 21, 56, 254, 120
INVAR-2, Run: 058, P, 0, 0, 0, 0, 0, 0, 0, 0, 168, 16, 1, 36, 16, 56, 792, 21, 37, 776, 28, 20, 7, 36, 20, 56, 180, 82
INVAR-2, Run: 059, P, 0, 0, 0, 0, 0, 0, 0, 0, 168, 14, 1, 35, 14, 56, 956, 26, 40, 942, 28, 15, 12, 35, 21, 56, 172, 79
INVAR-2, Run: 060, P, 0, 0, 0, 0, 0, 0, 0, 0, 168, 14, 1, 35, 14, 56, 694, 25, 39, 680, 28, 19, 8, 35, 21, 56, 246, 116
INVAR-2, Run: 061, P, 0, 0, 0, 0, 0, 0, 0, 0, 168, 14, 1, 35, 14, 56, 1040, 24, 38, 1026, 28, 20, 7, 35, 21, 56, 230, 108
INVAR-2, Run: 062, P, 0, 0, 0, 0, 0, 0, 0, 0, 168, 10, 1, 33, 10, 56, 583, 20, 30, 573, 28, 20, 7, 33, 23, 56, 224, 107
INVAR-2, Run: 063, P, 0, 0, 4, 0, 0, 0, 0, 0, 172, 6, 1, 31, 10, 56, 488, 18, 24, 482, 28, 16, 11, 31, 23, 56, 448, 219
INVAR-2, Run: 064, P, 0, 0, 4, 0, 0, 0, 0, 0, 172, 10, 1, 33, 14, 56, 342, 11, 21, 332, 28, 17, 10, 33, 21, 56, 238, 112
INVAR-2, Run: 065, P, 0, 0, 2, 0, 0, 0, 0, 0, 170, 12, 1, 34, 14, 56, 594, 15, 27, 582, 28, 19, 8, 34, 21, 56, 220, 103
INVAR-2, Run: 066, P, 0, 0, 0, 0, 0, 0, 0, 0, 168, 10, 1, 33, 10, 56, 725, 32, 42, 715, 28, 15, 12, 33, 23, 56, 780, 385
INVAR-2, Run: 067, P, 0, 0, 2, 0, 0, 0, 0, 0, 170, 10, 1, 33, 12, 56, 449, 13, 23, 439, 28, 19, 8, 33, 22, 56, 132, 60
INVAR-2, Run: 068, P, 0, 0, 2, 0, 0, 0, 0, 0, 170, 12, 1, 34, 14, 56, 610, 32, 44, 598, 28, 13, 14, 34, 21, 56, 366, 176
INVAR-2, Run: 069, P, 0, 0, 0, 0, 0, 0, 0, 0, 168, 10, 1, 33, 10, 56, 661, 30, 40, 651, 28, 14, 13, 33, 23, 56, 272, 131
INVAR-2, Run: 070, P, 1, 0, 1, 0, 0, 0, 0, 0, 170, 8, 1, 32, 9, 56, 650, 28, 36, 642, 28, 14, 13, 32, 23, 56, 534, 262
INVAR-2, Run: 071, P, 0, 0, 0, 0, 0, 0, 0, 0, 168, 8, 1, 32, 8, 56, 589, 19, 27, 581, 28, 16, 11, 32, 24, 56, 220, 106
INVAR-2, Run: 072, P, 0, 0, 0, 0, 0, 0, 0, 0, 168, 16, 1, 36, 16, 56, 744, 17, 33, 728, 28, 16, 11, 36, 20, 56, 198, 91
INVAR-2, Run: 073, P, 0, 0, 0, 0, 0, 0, 0, 0, 168, 10, 1, 33, 10, 56, 802, 27, 37, 792, 28, 15, 12, 33, 23, 56, 244, 117
INVAR-2, Run: 074, P, 0, 0, 0, 0, 0, 0, 0, 0, 168, 10, 1, 33, 10, 56, 672, 25, 35, 662, 28, 17, 10, 33, 23, 56, 286, 138
INVAR-2, Run: 075, P, 0, 0, 2, 0, 0, 0, 0, 0, 170, 14, 1, 35, 16, 56, 543, 30, 44, 529, 28, 13, 14, 35, 20, 56, 300, 142
INVAR-2, Run: 076, P, 0, 0, 0, 0, 0, 0, 0, 0, 168, 18, 1, 37, 18, 56, 1039, 24, 42, 1021, 28, 22, 5, 37, 19, 56, 340, 161
INVAR-2, Run: 077, P, 0, 0, 0, 0, 0, 0, 0, 0, 168, 18, 1, 37, 18, 56, 735, 19, 37, 717, 28, 17, 10, 37, 19, 56, 332, 157
INVAR-2, Run: 078, P, 0, 0, 2, 0, 0, 0, 0, 0, 170, 10, 1, 33, 12, 56, 508, 29, 39, 498, 28, 15, 12, 33, 22, 56, 262, 125
INVAR-2, Run: 079, P, 0, 0, 0, 0, 0, 0, 0, 0, 168, 14, 1, 35, 14, 56, 769, 35, 49, 755, 28, 16, 11, 35, 21, 56, 244, 115
INVAR-2, Run: 080, P, 0, 0, 2, 0, 0, 0, 0, 0, 170, 12, 1, 34, 14, 56, 782, 28, 40, 770, 28, 17, 10, 34, 21, 56, 838, 412
INVAR-2, Run: 081, P, 0, 0, 2, 0, 0, 0, 0, 0, 170, 14, 1, 35, 16, 56, 745, 13, 27, 731, 28, 20, 7, 35, 20, 56, 156, 70
INVAR-2, Run: 082, P, 0, 0, 0, 0, 0, 0, 0, 0, 168, 16, 1, 36, 16, 56, 746, 21, 37, 730, 28, 15, 12, 36, 20, 56, 356, 170
INVAR-2, Run: 083, P, 0, 0, 4, 0, 0, 0, 0, 0, 172, 4, 1, 30, 8, 56, 270, 21, 25, 266, 28, 18, 9, 30, 24, 56, 190, 91
INVAR-2, Run: 084, P, 0, 0, 2, 0, 0, 0, 0, 0, 170, 8, 1, 32, 10, 56, 454, 24, 32, 446, 28, 14, 13, 32, 23, 56, 276, 133
INVAR-2, Run: 085, P, 1, 0, 1, 0, 0, 0, 0, 0, 170, 8, 1, 32, 9, 56, 343, 20, 28, 335, 28, 11, 16, 32, 23, 56, 278, 134
INVAR-2, Run: 086, P, 1, 0, 3, 0, 0, 0, 0, 0, 172, 10, 1, 33, 13, 56, 430, 16, 26, 420, 28, 15, 12, 33, 21, 56, 140, 63
INVAR-2, Run: 087, P, 0, 0, 2, 0, 0, 0, 0, 0, 170, 14, 1, 35, 16, 56, 946, 20, 34, 932, 28, 20, 7, 35, 20, 56, 198, 91
INVAR-2, Run: 088, P, 0, 0, 2, 0, 0, 0, 0, 0, 170, 14, 1, 35, 16, 56, 1098, 22, 36, 1084, 28, 19, 8, 35, 20, 56, 268, 126
INVAR-2, Run: 089, P, 0, 0, 0, 0, 0, 0, 0, 0, 168, 10, 1, 33, 10, 56, 534, 18, 28, 524, 28, 17, 10, 33, 23, 56, 488, 239
INVAR-2, Run: 090, P, 0, 0, 0, 0, 0, 0, 0, 0, 168, 12, 1, 34, 12, 56, 730, 22, 34, 718, 28, 17, 10, 34, 22, 56, 250, 119
