Input Number, Run_Number, Result@ 100, X1, A, B, C, PO, CO, D, Y, PE, CE, E, F, Reaction1, Reaction10, Reaction11, Reaction12, Reaction13, Reaction2, Reaction3, Reaction4, Reaction5, Reaction6, Reaction7, Reaction8, Reaction9
INVAR-10, Run: 052, P, 0, 0, 0, 0, 0, 0, 600, 0, 1, 0, 100, 0, 200, 0, 55, 55, 0, 100, 65, 34, 100, 100, 200, 4910, 2455
INVAR-10, Run: 053, P, 0, 0, 0, 0, 0, 0, 600, 4, 1, 4, 98, 0, 200, 0, 75, 71, 0, 100, 58, 41, 98, 100, 200, 7412, 3706
INVAR-10, Run: 054, P, 0, 0, 0, 0, 0, 0, 600, 0, 1, 0, 100, 0, 200, 0, 64, 64, 0, 100, 67, 32, 100, 100, 200, 5070, 2535
INVAR-10, Run: 055, P, 0, 0, 0, 0, 0, 0, 600, 0, 1, 0, 100, 0, 200, 0, 74, 74, 0, 100, 59, 40, 100, 100, 200, 5498, 2749
INVAR-10, Run: 056, P, 0, 0, 0, 0, 0, 0, 600, 2, 1, 2, 99, 0, 200, 0, 64, 62, 0, 100, 60, 39, 99, 100, 200, 5668, 2834
INVAR-10, Run: 057, P, 0, 0, 0, 0, 0, 0, 600, 0, 1, 0, 100, 0, 200, 0, 53, 53, 0, 100, 62, 37, 100, 100, 200, 7080, 3540
INVAR-10, Run: 058, P, 0, 0, 0, 0, 0, 0, 600, 0, 1, 0, 100, 0, 200, 0, 83, 83, 0, 100, 63, 36, 100, 100, 200, 5442, 2721
INVAR-10, Run: 059, P, 0, 0, 0, 0, 0, 0, 600, 0, 1, 0, 100, 0, 200, 0, 63, 63, 0, 100, 62, 37, 100, 100, 200, 4642, 2321
INVAR-10, Run: 060, P, 0, 0, 0, 0, 0, 0, 600, 0, 1, 0, 100, 0, 200, 0, 76, 76, 0, 100, 64, 35, 100, 100, 200, 6980, 3490
INVAR-10, Run: 061, P, 0, 0, 0, 0, 0, 0, 600, 0, 1, 0, 100, 0, 200, 0, 62, 62, 0, 100, 67, 32, 100, 100, 200, 5326, 2663
INVAR-10, Run: 062, P, 0, 0, 0, 0, 0, 0, 600, 0, 1, 0, 100, 0, 200, 0, 67, 67, 0, 100, 54, 45, 100, 100, 200, 5638, 2819
INVAR-10, Run: 063, P, 0, 0, 0, 0, 0, 0, 600, 0, 1, 0, 100, 0, 200, 0, 55, 55, 0, 100, 67, 32, 100, 100, 200, 4914, 2457
INVAR-10, Run: 064, P, 0, 0, 0, 0, 0, 0, 600, 0, 1, 0, 100, 0, 200, 0, 71, 71, 0, 100, 61, 38, 100, 100, 200, 9738, 4869
INVAR-10, Run: 065, P, 0, 0, 0, 0, 0, 0, 600, 2, 1, 2, 99, 0, 200, 0, 70, 68, 0, 100, 62, 37, 99, 100, 200, 6676, 3338
INVAR-10, Run: 066, P, 0, 0, 0, 0, 0, 0, 600, 0, 1, 0, 100, 0, 200, 0, 53, 53, 0, 100, 57, 42, 100, 100, 200, 5334, 2667
INVAR-10, Run: 067, P, 0, 0, 0, 0, 0, 0, 600, 2, 1, 2, 99, 0, 200, 0, 59, 57, 0, 100, 62, 37, 99, 100, 200, 6790, 3395
INVAR-10, Run: 068, P, 0, 0, 0, 0, 0, 0, 600, 2, 1, 2, 99, 0, 200, 0, 71, 69, 0, 100, 70, 29, 99, 100, 200, 4098, 2049
INVAR-10, Run: 069, P, 0, 0, 0, 0, 0, 0, 600, 0, 1, 0, 100, 0, 200, 0, 61, 61, 0, 100, 69, 30, 100, 100, 200, 5948, 2974
INVAR-10, Run: 070, P, 0, 0, 0, 0, 0, 0, 600, 2, 1, 2, 99, 0, 200, 0, 56, 54, 0, 100, 60, 39, 99, 100, 200, 5628, 2814
INVAR-10, Run: 071, P, 0, 0, 0, 0, 0, 0, 600, 0, 1, 0, 100, 0, 200, 0, 69, 69, 0, 100, 59, 40, 100, 100, 200, 3960, 1980
INVAR-10, Run: 072, P, 0, 0, 0, 0, 0, 0, 600, 2, 1, 2, 99, 0, 200, 0, 78, 76, 0, 100, 70, 29, 99, 100, 200, 5356, 2678
INVAR-10, Run: 073, P, 0, 0, 0, 0, 0, 0, 600, 0, 1, 0, 100, 0, 200, 0, 80, 80, 0, 100, 64, 35, 100, 100, 200, 7466, 3733
INVAR-10, Run: 074, P, 0, 0, 0, 0, 0, 0, 600, 2, 1, 2, 99, 0, 200, 0, 79, 77, 0, 100, 51, 48, 99, 100, 200, 4830, 2415
INVAR-10, Run: 075, P, 0, 0, 0, 0, 0, 0, 600, 2, 1, 2, 99, 0, 200, 0, 72, 70, 0, 100, 64, 35, 99, 100, 200, 7010, 3505
INVAR-10, Run: 076, P, 0, 0, 0, 0, 0, 0, 600, 0, 1, 0, 100, 0, 200, 0, 63, 63, 0, 100, 61, 38, 100, 100, 200, 6758, 3379
INVAR-10, Run: 077, P, 0, 0, 0, 0, 0, 0, 600, 2, 1, 2, 99, 0, 200, 0, 74, 72, 0, 100, 71, 28, 99, 100, 200, 3752, 1876
INVAR-10, Run: 078, P, 0, 0, 0, 0, 0, 0, 600, 0, 1, 0, 100, 0, 200, 0, 67, 67, 0, 100, 63, 36, 100, 100, 200, 4736, 2368
INVAR-10, Run: 079, P, 0, 0, 0, 0, 0, 0, 600, 2, 1, 2, 99, 0, 200, 0, 82, 80, 0, 100, 51, 48, 99, 100, 200, 6362, 3181
INVAR-10, Run: 080, P, 0, 0, 0, 0, 0, 0, 600, 2, 1, 2, 99, 0, 200, 0, 85, 83, 0, 100, 63, 36, 99, 100, 200, 6470, 3235
INVAR-10, Run: 081, P, 0, 0, 0, 0, 0, 0, 600, 2, 1, 2, 99, 0, 200, 0, 66, 64, 0, 100, 57, 42, 99, 100, 200, 4966, 2483
INVAR-10, Run: 082, P, 0, 0, 0, 0, 0, 0, 600, 2, 1, 2, 99, 0, 200, 0, 57, 55, 0, 100, 58, 41, 99, 100, 200, 5940, 2970
INVAR-10, Run: 083, P, 0, 0, 0, 0, 0, 0, 600, 2, 1, 2, 99, 0, 200, 0, 54, 52, 0, 100, 64, 35, 99, 100, 200, 4920, 2460
INVAR-10, Run: 084, P, 0, 0, 0, 0, 0, 0, 600, 2, 1, 2, 99, 0, 200, 0, 56, 54, 0, 100, 60, 39, 99, 100, 200, 7588, 3794
INVAR-10, Run: 085, P, 0, 0, 0, 0, 0, 0, 600, 0, 1, 0, 100, 0, 200, 0, 75, 75, 0, 100, 58, 41, 100, 100, 200, 6034, 3017
INVAR-10, Run: 086, P, 0, 0, 0, 0, 0, 0, 600, 0, 1, 0, 100, 0, 200, 0, 64, 64, 0, 100, 67, 32, 100, 100, 200, 4582, 2291
INVAR-10, Run: 087, P, 0, 0, 0, 0, 0, 0, 600, 0, 1, 0, 100, 0, 200, 0, 51, 51, 0, 100, 62, 37, 100, 100, 200, 10916, 5458
INVAR-10, Run: 088, P, 0, 0, 0, 0, 0, 0, 600, 0, 1, 0, 100, 0, 200, 0, 64, 64, 0, 100, 70, 29, 100, 100, 200, 4966, 2483
INVAR-10, Run: 089, P, 0, 0, 0, 0, 0, 0, 600, 0, 1, 0, 100, 0, 200, 0, 66, 66, 0, 100, 57, 42, 100, 100, 200, 7602, 3801
INVAR-10, Run: 090, P, 0, 0, 0, 0, 0, 0, 600, 0, 1, 0, 100, 0, 200, 0, 58, 58, 0, 100, 68, 31, 100, 100, 200, 5356, 2678
INVAR-10, Run: 091, P, 0, 0, 0, 0, 0, 0, 600, 2, 1, 2, 99, 0, 200, 0, 61, 59, 0, 100, 60, 39, 99, 100, 200, 5290, 2645
INVAR-10, Run: 092, P, 0, 0, 0, 0, 0, 0, 600, 0, 1, 0, 100, 0, 200, 0, 57, 57, 0, 100, 62, 37, 100, 100, 200, 5206, 2603
INVAR-10, Run: 093, P, 0, 0, 0, 0, 0, 0, 600, 2, 1, 2, 99, 0, 200, 0, 67, 65, 0, 100, 64, 35, 99, 100, 200, 6442, 3221
INVAR-10, Run: 094, P, 0, 0, 0, 0, 0, 0, 600, 0, 1, 0, 100, 0, 200, 0, 72, 72, 0, 100, 61, 38, 100, 100, 200, 7686, 3843
INVAR-10, Run: 095, P, 0, 0, 0, 0, 0, 0, 600, 2, 1, 2, 99, 0, 200, 0, 68, 66, 0, 100, 65, 34, 99, 100, 200, 5246, 2623
INVAR-10, Run: 096, P, 0, 0, 0, 0, 0, 0, 600, 0, 1, 0, 100, 0, 200, 0, 70, 70, 0, 100, 59, 40, 100, 100, 200, 5678, 2839
INVAR-10, Run: 097, P, 0, 0, 0, 0, 0, 0, 600, 2, 1, 2, 99, 0, 200, 0, 79, 77, 0, 100, 56, 43, 99, 100, 200, 5534, 2767
INVAR-10, Run: 098, P, 0, 0, 0, 0, 0, 0, 600, 0, 1, 0, 100, 0, 200, 0, 81, 81, 0, 100, 59, 40, 100, 100, 200, 8378, 4189
INVAR-10, Run: 099, P, 0, 0, 0, 0, 0, 0, 600, 4, 1, 4, 98, 0, 200, 0, 81, 77, 0, 100, 62, 37, 98, 100, 200, 5850, 2925
INVAR-10, Run: 100, P, 0, 0, 0, 0, 0, 0, 600, 2, 1, 2, 99, 0, 200, 0, 68, 66, 0, 100, 60, 39, 99, 100, 200, 4624, 2312
INVAR-2, Run: 001, P, 0, 0, 0, 0, 0, 0, 168, 2, 1, 2, 27, 0, 56, 0, 17, 15, 0, 28, 19, 8, 27, 28, 56, 718, 359
INVAR-2, Run: 002, P, 0, 0, 0, 0, 0, 0, 168, 2, 1, 2, 27, 0, 56, 0, 18, 16, 0, 28, 17, 10, 27, 28, 56, 1408, 704
INVAR-2, Run: 003, P, 0, 0, 0, 0, 0, 0, 168, 4, 1, 4, 26, 0, 56, 0, 21, 17, 0, 28, 15, 12, 26, 28, 56, 796, 398
INVAR-2, Run: 004, P, 0, 0, 0, 0, 0, 0, 168, 0, 1, 0, 28, 0, 56, 0, 19, 19, 0, 28, 19, 8, 28, 28, 56, 628, 314
INVAR-2, Run: 005, P, 0, 0, 0, 0, 0, 0, 168, 0, 1, 0, 28, 0, 56, 0, 27, 27, 0, 28, 18, 9, 28, 28, 56, 1062, 531
INVAR-2, Run: 006, P, 0, 0, 0, 0, 0, 0, 168, 2, 1, 2, 27, 0, 56, 0, 18, 16, 0, 28, 19, 8, 27, 28, 56, 1904, 952
INVAR-2, Run: 007, P, 0, 0, 0, 0, 0, 0, 168, 0, 1, 0, 28, 0, 56, 0, 23, 23, 0, 28, 20, 7, 28, 28, 56, 1450, 725
INVAR-2, Run: 008, P, 0, 0, 0, 0, 0, 0, 168, 0, 1, 0, 28, 0, 56, 0, 18, 18, 0, 28, 21, 6, 28, 28, 56, 1384, 692
INVAR-2, Run: 009, P, 0, 0, 0, 0, 0, 0, 168, 0, 1, 0, 28, 0, 56, 0, 17, 17, 0, 28, 14, 13, 28, 28, 56, 1418, 709
INVAR-2, Run: 010, P, 0, 0, 0, 0, 0, 0, 168, 0, 1, 0, 28, 0, 56, 0, 17, 17, 0, 28, 14, 13, 28, 28, 56, 334, 167
INVAR-2, Run: 011, P, 0, 0, 0, 0, 0, 0, 168, 0, 1, 0, 28, 0, 56, 0, 15, 15, 0, 28, 16, 11, 28, 28, 56, 1132, 566
INVAR-2, Run: 012, P, 0, 0, 0, 0, 0, 0, 168, 0, 1, 0, 28, 0, 56, 0, 16, 16, 0, 28, 18, 9, 28, 28, 56, 894, 447
INVAR-2, Run: 013, P, 0, 0, 0, 0, 0, 0, 168, 0, 1, 0, 28, 0, 56, 0, 20, 20, 0, 28, 13, 14, 28, 28, 56, 718, 359
INVAR-2, Run: 014, P, 0, 0, 0, 0, 0, 0, 168, 0, 1, 0, 28, 0, 56, 0, 18, 18, 0, 28, 19, 8, 28, 28, 56, 584, 292
INVAR-2, Run: 015, P, 0, 0, 0, 0, 0, 0, 168, 0, 1, 0, 28, 0, 56, 0, 14, 14, 0, 28, 18, 9, 28, 28, 56, 706, 353
INVAR-2, Run: 016, P, 0, 0, 0, 0, 0, 0, 168, 2, 1, 2, 27, 0, 56, 0, 15, 13, 0, 28, 21, 6, 27, 28, 56, 366, 183
INVAR-2, Run: 017, P, 0, 0, 0, 0, 0, 0, 168, 0, 1, 0, 28, 0, 56, 0, 28, 28, 0, 28, 19, 8, 28, 28, 56, 1530, 765
INVAR-2, Run: 018, P, 0, 0, 0, 0, 0, 0, 168, 2, 1, 2, 27, 0, 56, 0, 27, 25, 0, 28, 16, 11, 27, 28, 56, 1982, 991
INVAR-2, Run: 019, P, 0, 0, 0, 0, 0, 0, 168, 0, 1, 0, 28, 0, 56, 0, 20, 20, 0, 28, 16, 11, 28, 28, 56, 596, 298
INVAR-2, Run: 020, P, 0, 0, 0, 0, 0, 0, 168, 2, 1, 2, 27, 0, 56, 0, 22, 20, 0, 28, 21, 6, 27, 28, 56, 590, 295
INVAR-2, Run: 021, P, 0, 0, 0, 0, 0, 0, 168, 0, 1, 0, 28, 0, 56, 0, 16, 16, 0, 28, 24, 3, 28, 28, 56, 1012, 506
INVAR-2, Run: 022, P, 0, 0, 0, 0, 0, 0, 168, 0, 1, 0, 28, 0, 56, 0, 26, 26, 0, 28, 21, 6, 28, 28, 56, 1178, 589
INVAR-2, Run: 023, P, 0, 0, 0, 0, 0, 0, 168, 0, 1, 0, 28, 0, 56, 0, 16, 16, 0, 28, 17, 10, 28, 28, 56, 2970, 1485
INVAR-2, Run: 024, P, 0, 0, 0, 0, 0, 0, 168, 2, 1, 2, 27, 0, 56, 0, 21, 19, 0, 28, 21, 6, 27, 28, 56, 2648, 1324
INVAR-2, Run: 025, P, 0, 0, 0, 0, 0, 0, 168, 2, 1, 2, 27, 0, 56, 0, 20, 18, 0, 28, 18, 9, 27, 28, 56, 890, 445
INVAR-2, Run: 026, P, 0, 0, 0, 0, 0, 0, 168, 0, 1, 0, 28, 0, 56, 0, 32, 32, 0, 28, 16, 11, 28, 28, 56, 1238, 619
INVAR-2, Run: 027, P, 0, 0, 0, 0, 0, 0, 168, 0, 1, 0, 28, 0, 56, 0, 20, 20, 0, 28, 16, 11, 28, 28, 56, 430, 215
INVAR-2, Run: 028, P, 0, 0, 0, 0, 0, 0, 168, 2, 1, 2, 27, 0, 56, 0, 24, 22, 0, 28, 19, 8, 27, 28, 56, 742, 371
INVAR-2, Run: 029, P, 0, 0, 0, 0, 0, 0, 168, 2, 1, 2, 27, 0, 56, 0, 20, 18, 0, 28, 14, 13, 27, 28, 56, 832, 416
INVAR-2, Run: 030, P, 0, 0, 0, 0, 0, 0, 168, 4, 1, 4, 26, 0, 56, 0, 20, 16, 0, 28, 17, 10, 26, 28, 56, 1336, 668
INVAR-2, Run: 031, P, 0, 0, 0, 0, 0, 0, 168, 2, 1, 2, 27, 0, 56, 0, 25, 23, 0, 28, 18, 9, 27, 28, 56, 972, 486
INVAR-2, Run: 032, P, 0, 0, 0, 0, 0, 0, 168, 2, 1, 2, 27, 0, 56, 0, 19, 17, 0, 28, 14, 13, 27, 28, 56, 1154, 577
INVAR-2, Run: 033, P, 0, 0, 0, 0, 0, 0, 168, 4, 1, 4, 26, 0, 56, 0, 24, 20, 0, 28, 17, 10, 26, 28, 56, 504, 252
INVAR-2, Run: 034, P, 0, 0, 0, 0, 0, 0, 168, 2, 1, 2, 27, 0, 56, 0, 21, 19, 0, 28, 14, 13, 27, 28, 56, 402, 201
INVAR-2, Run: 035, P, 0, 0, 0, 0, 0, 0, 168, 2, 1, 2, 27, 0, 56, 0, 21, 19, 0, 28, 21, 6, 27, 28, 56, 712, 356
INVAR-2, Run: 036, P, 0, 0, 0, 0, 0, 0, 168, 0, 1, 0, 28, 0, 56, 0, 12, 12, 0, 28, 19, 8, 28, 28, 56, 556, 278
INVAR-2, Run: 037, P, 0, 0, 0, 0, 0, 0, 168, 0, 1, 0, 28, 0, 56, 0, 16, 16, 0, 28, 21, 6, 28, 28, 56, 930, 465
INVAR-2, Run: 038, P, 0, 0, 0, 0, 0, 0, 168, 0, 1, 0, 28, 0, 56, 0, 13, 13, 0, 28, 21, 6, 28, 28, 56, 1004, 502
INVAR-2, Run: 039, P, 0, 0, 0, 0, 0, 0, 168, 0, 1, 0, 28, 0, 56, 0, 21, 21, 0, 28, 20, 7, 28, 28, 56, 1206, 603
INVAR-2, Run: 040, P, 0, 0, 0, 0, 0, 0, 168, 0, 1, 0, 28, 0, 56, 0, 31, 31, 0, 28, 17, 10, 28, 28, 56, 512, 256
INVAR-2, Run: 041, P, 0, 0, 0, 0, 0, 0, 168, 2, 1, 2, 27, 0, 56, 0, 11, 9, 0, 28, 13, 14, 27, 28, 56, 1196, 598
INVAR-2, Run: 042, P, 0, 0, 0, 0, 0, 0, 168, 2, 1, 2, 27, 0, 56, 0, 25, 23, 0, 28, 18, 9, 27, 28, 56, 1170, 585
INVAR-2, Run: 043, P, 0, 0, 0, 0, 0, 0, 168, 2, 1, 2, 27, 0, 56, 0, 18, 16, 0, 28, 15, 12, 27, 28, 56, 602, 301
INVAR-2, Run: 044, P, 0, 0, 0, 0, 0, 0, 168, 0, 1, 0, 28, 0, 56, 0, 21, 21, 0, 28, 15, 12, 28, 28, 56, 582, 291
INVAR-2, Run: 045, P, 0, 0, 0, 0, 0, 0, 168, 2, 1, 2, 27, 0, 56, 0, 27, 25, 0, 28, 17, 10, 27, 28, 56, 666, 333
INVAR-2, Run: 046, P, 0, 0, 0, 0, 0, 0, 168, 0, 1, 0, 28, 0, 56, 0, 20, 20, 0, 28, 17, 10, 28, 28, 56, 662, 331
INVAR-2, Run: 047, P, 0, 0, 0, 0, 0, 0, 168, 4, 1, 4, 26, 0, 56, 0, 22, 18, 0, 28, 16, 11, 26, 28, 56, 516, 258
INVAR-2, Run: 048, P, 0, 0, 0, 0, 0, 0, 168, 2, 1, 2, 27, 0, 56, 0, 21, 19, 0, 28, 14, 13, 27, 28, 56, 864, 432
INVAR-2, Run: 049, P, 0, 0, 0, 0, 0, 0, 168, 0, 1, 0, 28, 0, 56, 0, 25, 25, 0, 28, 20, 7, 28, 28, 56, 1266, 633
INVAR-2, Run: 050, P, 0, 0, 0, 0, 0, 0, 168, 0, 1, 0, 28, 0, 56, 0, 16, 16, 0, 28, 20, 7, 28, 28, 56, 826, 413
INVAR-2, Run: 051, P, 0, 0, 0, 0, 0, 0, 168, 2, 1, 2, 27, 0, 56, 0, 15, 13, 0, 28, 24, 3, 27, 28, 56, 1132, 566
INVAR-2, Run: 052, P, 0, 0, 0, 0, 0, 0, 168, 2, 1, 2, 27, 0, 56, 0, 14, 12, 0, 28, 13, 14, 27, 28, 56, 972, 486
INVAR-2, Run: 053, P, 0, 0, 0, 0, 0, 0, 168, 2, 1, 2, 27, 0, 56, 0, 16, 14, 0, 28, 17, 10, 27, 28, 56, 888, 444
INVAR-2, Run: 054, P, 0, 0, 0, 0, 0, 0, 168, 2, 1, 2, 27, 0, 56, 0, 21, 19, 0, 28, 16, 11, 27, 28, 56, 1130, 565
INVAR-2, Run: 055, P, 0, 0, 0, 0, 0, 0, 168, 2, 1, 2, 27, 0, 56, 0, 21, 19, 0, 28, 19, 8, 27, 28, 56, 1176, 588
INVAR-2, Run: 056, P, 0, 0, 0, 0, 0, 0, 168, 2, 1, 2, 27, 0, 56, 0, 15, 13, 0, 28, 13, 14, 27, 28, 56, 470, 235
INVAR-2, Run: 057, P, 0, 0, 0, 0, 0, 0, 168, 0, 1, 0, 28, 0, 56, 0, 20, 20, 0, 28, 19, 8, 28, 28, 56, 930, 465
INVAR-2, Run: 058, P, 0, 0, 0, 0, 0, 0, 168, 0, 1, 0, 28, 0, 56, 0, 21, 21, 0, 28, 19, 8, 28, 28, 56, 888, 444
INVAR-2, Run: 059, P, 0, 0, 0, 0, 0, 0, 168, 2, 1, 2, 27, 0, 56, 0, 14, 12, 0, 28, 15, 12, 27, 28, 56, 694, 347
INVAR-2, Run: 060, P, 0, 0, 0, 0, 0, 0, 168, 0, 1, 0, 28, 0, 56, 0, 15, 15, 0, 28, 19, 8, 28, 28, 56, 512, 256
INVAR-2, Run: 061, P, 0, 0, 0, 0, 0, 0, 168, 2, 1, 2, 27, 0, 56, 0, 32, 30, 0, 28, 21, 6, 27, 28, 56, 1002, 501
INVAR-2, Run: 062, P, 0, 0, 0, 0, 0, 0, 168, 0, 1, 0, 28, 0, 56, 0, 18, 18, 0, 28, 12, 15, 28, 28, 56, 638, 319
INVAR-2, Run: 063, P, 0, 0, 0, 0, 0, 0, 168, 0, 1, 0, 28, 0, 56, 0, 15, 15, 0, 28, 16, 11, 28, 28, 56, 1582, 791
INVAR-2, Run: 064, P, 0, 0, 0, 0, 0, 0, 168, 0, 1, 0, 28, 0, 56, 0, 12, 12, 0, 28, 16, 11, 28, 28, 56, 880, 440
INVAR-2, Run: 065, P, 0, 0, 0, 0, 0, 0, 168, 2, 1, 2, 27, 0, 56, 0, 18, 16, 0, 28, 22, 5, 27, 28, 56, 864, 432
INVAR-2, Run: 066, P, 0, 0, 0, 0, 0, 0, 168, 2, 1, 2, 27, 0, 56, 0, 19, 17, 0, 28, 20, 7, 27, 28, 56, 642, 321
INVAR-2, Run: 067, P, 0, 0, 0, 0, 0, 0, 168, 0, 1, 0, 28, 0, 56, 0, 24, 24, 0, 28, 19, 8, 28, 28, 56, 670, 335
INVAR-2, Run: 068, P, 0, 0, 0, 0, 0, 0, 168, 0, 1, 0, 28, 0, 56, 0, 6, 6, 0, 28, 22, 5, 28, 28, 56, 960, 480
INVAR-2, Run: 069, P, 0, 0, 0, 0, 0, 0, 168, 2, 1, 2, 27, 0, 56, 0, 21, 19, 0, 28, 16, 11, 27, 28, 56, 880, 440
INVAR-2, Run: 070, P, 0, 0, 0, 0, 0, 0, 168, 2, 1, 2, 27, 0, 56, 0, 26, 24, 0, 28, 22, 5, 27, 28, 56, 2070, 1035
INVAR-2, Run: 071, P, 0, 0, 0, 0, 0, 0, 168, 2, 1, 2, 27, 0, 56, 0, 21, 19, 0, 28, 17, 10, 27, 28, 56, 1174, 587
INVAR-2, Run: 072, P, 0, 0, 0, 0, 0, 0, 168, 2, 1, 2, 27, 0, 56, 0, 18, 16, 0, 28, 20, 7, 27, 28, 56, 1386, 693
INVAR-2, Run: 073, P, 0, 0, 0, 0, 0, 0, 168, 2, 1, 2, 27, 0, 56, 0, 20, 18, 0, 28, 10, 17, 27, 28, 56, 530, 265
INVAR-2, Run: 074, P, 0, 0, 0, 0, 0, 0, 168, 2, 1, 2, 27, 0, 56, 0, 21, 19, 0, 28, 17, 10, 27, 28, 56, 676, 338
INVAR-2, Run: 075, P, 0, 0, 0, 0, 0, 0, 168, 2, 1, 2, 27, 0, 56, 0, 19, 17, 0, 28, 18, 9, 27, 28, 56, 560, 280
INVAR-2, Run: 076, P, 0, 0, 0, 0, 0, 0, 168, 2, 1, 2, 27, 0, 56, 0, 19, 17, 0, 28, 21, 6, 27, 28, 56, 1708, 854
INVAR-2, Run: 077, P, 0, 0, 0, 0, 0, 0, 168, 0, 1, 0, 28, 0, 56, 0, 26, 26, 0, 28, 15, 12, 28, 28, 56, 1250, 625
INVAR-2, Run: 078, P, 0, 0, 0, 0, 0, 0, 168, 2, 1, 2, 27, 0, 56, 0, 14, 12, 0, 28, 16, 11, 27, 28, 56, 408, 204
INVAR-2, Run: 079, P, 0, 0, 0, 0, 0, 0, 168, 2, 1, 2, 27, 0, 56, 0, 14, 12, 0, 28, 20, 7, 27, 28, 56, 860, 430
INVAR-2, Run: 080, P, 0, 0, 0, 0, 0, 0, 168, 2, 1, 2, 27, 0, 56, 0, 26, 24, 0, 28, 20, 7, 27, 28, 56, 1052, 526
INVAR-2, Run: 081, P, 0, 0, 0, 0, 0, 0, 168, 2, 1, 2, 27, 0, 56, 0, 22, 20, 0, 28, 21, 6, 27, 28, 56, 1276, 638
INVAR-2, Run: 082, P, 0, 0, 0, 0, 0, 0, 168, 0, 1, 0, 28, 0, 56, 0, 28, 28, 0, 28, 18, 9, 28, 28, 56, 1314, 657
INVAR-2, Run: 083, P, 0, 0, 0, 0, 0, 0, 168, 2, 1, 2, 27, 0, 56, 0, 19, 17, 0, 28, 12, 15, 27, 28, 56, 734, 367
INVAR-2, Run: 084, P, 0, 0, 0, 0, 0, 0, 168, 2, 1, 2, 27, 0, 56, 0, 20, 18, 0, 28, 11, 16, 27, 28, 56, 902, 451
INVAR-2, Run: 085, P, 0, 0, 0, 0, 0, 0, 168, 0, 1, 0, 28, 0, 56, 0, 17, 17, 0, 28, 22, 5, 28, 28, 56, 1072, 536
INVAR-2, Run: 086, P, 0, 0, 0, 0, 0, 0, 168, 0, 1, 0, 28, 0, 56, 0, 22, 22, 0, 28, 17, 10, 28, 28, 56, 492, 246
INVAR-2, Run: 087, P, 0, 0, 0, 0, 0, 0, 168, 0, 1, 0, 28, 0, 56, 0, 22, 22, 0, 28, 15, 12, 28, 28, 56, 1006, 503
INVAR-2, Run: 088, P, 0, 0, 0, 0, 0, 0, 168, 0, 1, 0, 28, 0, 56, 0, 14, 14, 0, 28, 12, 15, 28, 28, 56, 672, 336
INVAR-2, Run: 089, P, 0, 0, 0, 0, 0, 0, 168, 2, 1, 2, 27, 0, 56, 0, 20, 18, 0, 28, 18, 9, 27, 28, 56, 558, 279
INVAR-2, Run: 090, P, 0, 0, 0, 0, 0, 0, 168, 2, 1, 2, 27, 0, 56, 0, 15, 13, 0, 28, 20, 7, 27, 28, 56, 624, 312
INVAR-2, Run: 091, P, 0, 0, 0, 0, 0, 0, 168, 0, 1, 0, 28, 0, 56, 0, 12, 12, 0, 28, 17, 10, 28, 28, 56, 680, 340
INVAR-2, Run: 092, P, 0, 0, 0, 0, 0, 0, 168, 0, 1, 0, 28, 0, 56, 0, 23, 23, 0, 28, 20, 7, 28, 28, 56, 462, 231
INVAR-2, Run: 093, P, 0, 0, 0, 0, 0, 0, 168, 2, 1, 2, 27, 0, 56, 0, 27, 25, 0, 28, 21, 6, 27, 28, 56, 1242, 621
INVAR-2, Run: 094, P, 0, 0, 0, 0, 0, 0, 168, 2, 1, 2, 27, 0, 56, 0, 18, 16, 0, 28, 22, 5, 27, 28, 56, 448, 224
INVAR-2, Run: 095, P, 0, 0, 0, 0, 0, 0, 168, 0, 1, 0, 28, 0, 56, 0, 14, 14, 0, 28, 17, 10, 28, 28, 56, 658, 329
INVAR-2, Run: 096, P, 0, 0, 0, 0, 0, 0, 168, 2, 1, 2, 27, 0, 56, 0, 16, 14, 0, 28, 19, 8, 27, 28, 56, 1644, 822
INVAR-2, Run: 097, P, 0, 0, 0, 0, 0, 0, 168, 0, 1, 0, 28, 0, 56, 0, 15, 15, 0, 28, 14, 13, 28, 28, 56, 1094, 547
INVAR-2, Run: 098, P, 0, 0, 0, 0, 0, 0, 168, 2, 1, 2, 27, 0, 56, 0, 21, 19, 0, 28, 22, 5, 27, 28, 56, 616, 308
INVAR-2, Run: 099, P, 0, 0, 0, 0, 0, 0, 168, 2, 1, 2, 27, 0, 56, 0, 12, 10, 0, 28, 17, 10, 27, 28, 56, 604, 302
INVAR-2, Run: 100, P, 0, 0, 0, 0, 0, 0, 168, 2, 1, 2, 27, 0, 56, 0, 22, 20, 0, 28, 17, 10, 27, 28, 56, 866, 433
INVAR-3, Run: 001, P, 0, 0, 0, 0, 0, 0, 492, 2, 1, 2, 81, 0, 164, 0, 59, 57, 0, 82, 48, 33, 81, 82, 164, 4958, 2479
INVAR-3, Run: 002, P, 0, 0, 0, 0, 0, 0, 492, 0, 1, 0, 82, 0, 164, 0, 48, 48, 0, 82, 51, 30, 82, 82, 164, 3702, 1851
INVAR-3, Run: 003, P, 0, 0, 0, 0, 0, 0, 492, 2, 1, 2, 81, 0, 164, 0, 60, 58, 0, 82, 47, 34, 81, 82, 164, 4556, 2278
