Input Number, Run_Number, Result@ 100, X1, A, B, C, PO, D, CO, Y, PE, CE, F
INVAR-1, Run: 063, E, 0, 0, 0, 0, 0, 54, 0, 0, 1, 0, 0
INVAR-1, Run: 064, E, 0, 0, 0, 0, 0, 54, 0, 0, 1, 0, 0
INVAR-1, Run: 065, E, 0, 0, 0, 0, 0, 54, 0, 0, 1, 0, 0
INVAR-1, Run: 066, E, 0, 0, 0, 0, 0, 54, 0, 0, 1, 0, 0
INVAR-1, Run: 067, E, 0, 0, 0, 0, 0, 54, 0, 0, 1, 0, 0
INVAR-1, Run: 068, E, 0, 0, 0, 0, 0, 54, 0, 2, 1, 2, 0
INVAR-1, Run: 069, E, 0, 0, 0, 0, 0, 54, 0, 0, 1, 0, 0
INVAR-1, Run: 070, E, 0, 0, 0, 0, 0, 54, 0, 0, 1, 0, 0
INVAR-1, Run: 071, E, 0, 0, 0, 0, 0, 54, 0, 2, 1, 2, 0
INVAR-1, Run: 072, E, 0, 0, 0, 0, 0, 54, 0, 0, 1, 0, 0
INVAR-1, Run: 073, E, 0, 0, 0, 0, 0, 54, 0, 0, 1, 0, 0
INVAR-1, Run: 074, E, 0, 0, 0, 0, 0, 54, 0, 0, 1, 0, 0
INVAR-1, Run: 075, E, 0, 0, 0, 0, 0, 54, 0, 0, 1, 0, 0
INVAR-1, Run: 076, E, 0, 0, 0, 0, 0, 54, 0, 2, 1, 2, 0
INVAR-1, Run: 077, E, 0, 0, 0, 0, 0, 54, 0, 2, 1, 2, 0
INVAR-1, Run: 078, E, 0, 0, 0, 0, 0, 54, 0, 0, 1, 0, 0
INVAR-1, Run: 079, E, 0, 0, 0, 0, 0, 54, 0, 0, 1, 0, 0
INVAR-1, Run: 080, E, 0, 0, 0, 0, 0, 54, 0, 2, 1, 2, 0
INVAR-1, Run: 081, E, 0, 0, 0, 0, 0, 54, 0, 0, 1, 0, 0
INVAR-1, Run: 082, E, 0, 0, 0, 0, 0, 54, 0, 2, 1, 2, 0
INVAR-1, Run: 083, E, 0, 0, 0, 0, 0, 54, 0, 0, 1, 0, 0
INVAR-1, Run: 084, E, 0, 0, 0, 0, 0, 54, 0, 0, 1, 0, 0
INVAR-1, Run: 085, E, 0, 0, 0, 0, 0, 54, 0, 0, 1, 0, 0
INVAR-1, Run: 086, E, 0, 0, 0, 0, 0, 54, 0, 0, 1, 0, 0
INVAR-1, Run: 087, E, 0, 0, 0, 0, 0, 54, 0, 0, 1, 0, 0
INVAR-1, Run: 088, E, 0, 0, 0, 0, 0, 54, 0, 0, 1, 0, 0
INVAR-1, Run: 089, E, 0, 0, 0, 0, 0, 54, 0, 2, 1, 2, 0
INVAR-1, Run: 090, E, 0, 0, 0, 0, 0, 54, 0, 2, 1, 2, 0
INVAR-1, Run: 091, E, 0, 0, 0, 0, 0, 54, 0, 0, 1, 0, 0
INVAR-1, Run: 092, E, 0, 0, 0, 0, 0, 54, 0, 2, 1, 2, 0
INVAR-1, Run: 093, E, 0, 0, 0, 0, 0, 54, 0, 2, 1, 2, 0
INVAR-1, Run: 094, E, 0, 0, 0, 0, 0, 54, 0, 0, 1, 0, 0
INVAR-1, Run: 095, E, 0, 0, 0, 0, 0, 54, 0, 0, 1, 0, 0
INVAR-1, Run: 096, E, 0, 0, 0, 0, 0, 54, 0, 0, 1, 0, 0
INVAR-1, Run: 097, E, 0, 0, 0, 0, 0, 54, 0, 0, 1, 0, 0
INVAR-1, Run: 098, E, 0, 0, 0, 0, 0, 54, 0, 2, 1, 2, 0
INVAR-1, Run: 099, E, 0, 0, 0, 0, 0, 54, 0, 2, 1, 2, 0
INVAR-1, Run: 100, E, 0, 0, 0, 0, 0, 54, 0, 0, 1, 0, 0
INVAR-10, Run: 001, E, 0, 0, 0, 0, 0, 600, 0, 0, 1, 0, 0
INVAR-10, Run: 002, E, 0, 0, 0, 0, 0, 600, 0, 0, 1, 0, 0
INVAR-10, Run: 003, E, 0, 0, 0, 0, 0, 600, 0, 0, 1, 0, 0
INVAR-10, Run: 004, E, 0, 0, 0, 0, 0, 600, 0, 0, 1, 0, 0
INVAR-10, Run: 005, E, 0, 0, 0, 0, 0, 600, 0, 0, 1, 0, 0
INVAR-10, Run: 006, E, 0, 0, 0, 0, 0, 600, 0, 0, 1, 0, 0
INVAR-10, Run: 007, E, 0, 0, 0, 0, 0, 600, 0, 2, 1, 2, 0
INVAR-10, Run: 008, E, 0, 0, 0, 0, 0, 600, 0, 0, 1, 0, 0
INVAR-10, Run: 009, E, 0, 0, 0, 0, 0, 600, 0, 0, 1, 0, 0
INVAR-10, Run: 010, E, 0, 0, 0, 0, 0, 600, 0, 0, 1, 0, 0
INVAR-10, Run: 011, E, 0, 0, 0, 0, 0, 600, 0, 0, 1, 0, 0
INVAR-10, Run: 012, E, 0, 0, 0, 0, 0, 600, 0, 0, 1, 0, 0
INVAR-10, Run: 013, E, 0, 0, 0, 0, 0, 600, 0, 0, 1, 0, 0
INVAR-10, Run: 014, E, 0, 0, 0, 0, 0, 600, 0, 0, 1, 0, 0
INVAR-10, Run: 015, E, 0, 0, 0, 0, 0, 600, 0, 0, 1, 0, 0
INVAR-10, Run: 016, E, 0, 0, 0, 0, 0, 600, 0, 0, 1, 0, 0
INVAR-10, Run: 017, E, 0, 0, 0, 0, 0, 600, 0, 0, 1, 0, 0
INVAR-10, Run: 018, E, 0, 0, 0, 0, 0, 600, 0, 0, 1, 0, 0
INVAR-10, Run: 019, E, 0, 0, 0, 0, 0, 600, 0, 2, 1, 2, 0
INVAR-10, Run: 020, E, 0, 0, 0, 0, 0, 600, 0, 0, 1, 0, 0
INVAR-10, Run: 021, E, 0, 0, 0, 0, 0, 600, 0, 2, 1, 2, 0
INVAR-10, Run: 022, E, 0, 0, 0, 0, 0, 600, 0, 0, 1, 0, 0
INVAR-10, Run: 023, E, 0, 0, 0, 0, 0, 600, 0, 2, 1, 2, 0
INVAR-10, Run: 024, E, 0, 0, 0, 0, 0, 600, 0, 0, 1, 0, 0
INVAR-10, Run: 025, E, 0, 0, 0, 0, 0, 600, 0, 0, 1, 0, 0
INVAR-10, Run: 026, E, 0, 0, 0, 0, 0, 600, 0, 2, 1, 2, 0
INVAR-10, Run: 027, E, 0, 0, 0, 0, 0, 600, 0, 0, 1, 0, 0
INVAR-10, Run: 028, E, 0, 0, 0, 0, 0, 600, 0, 0, 1, 0, 0
INVAR-10, Run: 029, E, 0, 0, 0, 0, 0, 600, 0, 0, 1, 0, 0
INVAR-10, Run: 030, E, 0, 0, 0, 0, 0, 600, 0, 0, 1, 0, 0
INVAR-10, Run: 031, E, 0, 0, 0, 0, 0, 600, 0, 0, 1, 0, 0
INVAR-10, Run: 032, E, 0, 0, 0, 0, 0, 600, 0, 0, 1, 0, 0
INVAR-10, Run: 033, E, 0, 0, 0, 0, 0, 600, 0, 0, 1, 0, 0
INVAR-10, Run: 034, E, 0, 0, 0, 0, 0, 600, 0, 0, 1, 0, 0
INVAR-10, Run: 035, E, 0, 0, 0, 0, 0, 600, 0, 2, 1, 2, 0
INVAR-10, Run: 036, E, 0, 0, 0, 0, 0, 600, 0, 2, 1, 2, 0
INVAR-10, Run: 037, E, 0, 0, 0, 0, 0, 600, 0, 2, 1, 2, 0
INVAR-10, Run: 038, E, 0, 0, 0, 0, 0, 600, 0, 0, 1, 0, 0
INVAR-10, Run: 039, E, 0, 0, 0, 0, 0, 600, 0, 2, 1, 2, 0
INVAR-10, Run: 040, E, 0, 0, 0, 0, 0, 600, 0, 0, 1, 0, 0
INVAR-10, Run: 041, E, 0, 0, 0, 0, 0, 600, 0, 0, 1, 0, 0
INVAR-10, Run: 042, E, 0, 0, 0, 0, 0, 600, 0, 0, 1, 0, 0
INVAR-10, Run: 043, E, 0, 0, 0, 0, 0, 600, 0, 0, 1, 0, 0
INVAR-10, Run: 044, E, 0, 0, 0, 0, 0, 600, 0, 0, 1, 0, 0
INVAR-10, Run: 045, E, 0, 0, 0, 0, 0, 600, 0, 0, 1, 0, 0
INVAR-10, Run: 046, E, 0, 0, 0, 0, 0, 600, 0, 0, 1, 0, 0
INVAR-10, Run: 047, E, 0, 0, 0, 0, 0, 600, 0, 0, 1, 0, 0
INVAR-10, Run: 048, E, 0, 0, 0, 0, 0, 600, 0, 2, 1, 2, 0
INVAR-10, Run: 049, E, 0, 0, 0, 0, 0, 600, 0, 2, 1, 2, 0
INVAR-10, Run: 050, E, 0, 0, 0, 0, 0, 600, 0, 0, 1, 0, 0
INVAR-10, Run: 051, E, 0, 0, 0, 0, 0, 600, 0, 2, 1, 2, 0
INVAR-10, Run: 052, E, 0, 0, 0, 0, 0, 600, 0, 0, 1, 0, 0
INVAR-10, Run: 053, E, 0, 0, 0, 0, 0, 600, 0, 0, 1, 0, 0
INVAR-10, Run: 054, E, 0, 0, 0, 0, 0, 600, 0, 0, 1, 0, 0
INVAR-10, Run: 055, E, 0, 0, 0, 0, 0, 600, 0, 0, 1, 0, 0
INVAR-10, Run: 056, E, 0, 0, 0, 0, 0, 600, 0, 0, 1, 0, 0
INVAR-10, Run: 057, E, 0, 0, 0, 0, 0, 600, 0, 0, 1, 0, 0
INVAR-10, Run: 058, E, 0, 0, 0, 0, 0, 600, 0, 2, 1, 2, 0
INVAR-10, Run: 059, E, 0, 0, 0, 0, 0, 600, 0, 0, 1, 0, 0
INVAR-10, Run: 060, E, 0, 0, 0, 0, 0, 600, 0, 0, 1, 0, 0
INVAR-10, Run: 061, E, 0, 0, 0, 0, 0, 600, 0, 0, 1, 0, 0
INVAR-10, Run: 062, E, 0, 0, 0, 0, 0, 600, 0, 0, 1, 0, 0
INVAR-10, Run: 063, E, 0, 0, 0, 0, 0, 600, 0, 0, 1, 0, 0
INVAR-10, Run: 064, E, 0, 0, 0, 0, 0, 600, 0, 2, 1, 2, 0
INVAR-10, Run: 065, E, 0, 0, 0, 0, 0, 600, 0, 2, 1, 2, 0
INVAR-10, Run: 066, E, 0, 0, 0, 0, 0, 600, 0, 0, 1, 0, 0
INVAR-10, Run: 067, E, 0, 0, 0, 0, 0, 600, 0, 0, 1, 0, 0
INVAR-10, Run: 068, E, 0, 0, 0, 0, 0, 600, 0, 0, 1, 0, 0
INVAR-10, Run: 069, E, 0, 0, 0, 0, 0, 600, 0, 0, 1, 0, 0
INVAR-10, Run: 070, E, 0, 0, 0, 0, 0, 600, 0, 0, 1, 0, 0
INVAR-10, Run: 071, E, 0, 0, 0, 0, 0, 600, 0, 2, 1, 2, 0
INVAR-10, Run: 072, E, 0, 0, 0, 0, 0, 600, 0, 2, 1, 2, 0
INVAR-10, Run: 073, E, 0, 0, 0, 0, 0, 600, 0, 2, 1, 2, 0
INVAR-10, Run: 074, E, 0, 0, 0, 0, 0, 600, 0, 0, 1, 0, 0
INVAR-10, Run: 075, E, 0, 0, 0, 0, 0, 600, 0, 0, 1, 0, 0
INVAR-10, Run: 076, E, 0, 0, 0, 0, 0, 600, 0, 2, 1, 2, 0
INVAR-10, Run: 077, E, 0, 0, 0, 0, 0, 600, 0, 0, 1, 0, 0
INVAR-10, Run: 078, E, 0, 0, 0, 0, 0, 600, 0, 2, 1, 2, 0
INVAR-10, Run: 079, E, 0, 0, 0, 0, 0, 600, 0, 2, 1, 2, 0
INVAR-10, Run: 080, E, 0, 0, 0, 0, 0, 600, 0, 0, 1, 0, 0
INVAR-10, Run: 081, E, 0, 0, 0, 0, 0, 600, 0, 0, 1, 0, 0
INVAR-10, Run: 082, E, 0, 0, 0, 0, 0, 600, 0, 0, 1, 0, 0
INVAR-10, Run: 083, E, 0, 0, 0, 0, 0, 600, 0, 2, 1, 2, 0
INVAR-10, Run: 084, E, 0, 0, 0, 0, 0, 600, 0, 0, 1, 0, 0
INVAR-10, Run: 085, E, 0, 0, 0, 0, 0, 600, 0, 0, 1, 0, 0
INVAR-10, Run: 086, E, 0, 0, 0, 0, 0, 600, 0, 2, 1, 2, 0
INVAR-10, Run: 087, E, 0, 0, 0, 0, 0, 600, 0, 2, 1, 2, 0
INVAR-10, Run: 088, E, 0, 0, 0, 0, 0, 600, 0, 2, 1, 2, 0
INVAR-10, Run: 089, E, 0, 0, 0, 0, 0, 600, 0, 0, 1, 0, 0
INVAR-10, Run: 090, E, 0, 0, 0, 0, 0, 600, 0, 2, 1, 2, 0
INVAR-10, Run: 091, E, 0, 0, 0, 0, 0, 600, 0, 0, 1, 0, 0
INVAR-10, Run: 092, E, 0, 0, 0, 0, 0, 600, 0, 2, 1, 2, 0
INVAR-10, Run: 093, E, 0, 0, 0, 0, 0, 600, 0, 2, 1, 2, 0
INVAR-10, Run: 094, E, 0, 0, 0, 0, 0, 600, 0, 0, 1, 0, 0
INVAR-10, Run: 095, E, 0, 0, 0, 0, 0, 600, 0, 0, 1, 0, 0
INVAR-10, Run: 096, E, 0, 0, 0, 0, 0, 600, 0, 0, 1, 0, 0
INVAR-10, Run: 097, E, 0, 0, 0, 0, 0, 600, 0, 0, 1, 0, 0
INVAR-10, Run: 098, E, 0, 0, 0, 0, 0, 600, 0, 2, 1, 2, 0
INVAR-10, Run: 099, E, 0, 0, 0, 0, 0, 600, 0, 0, 1, 0, 0
INVAR-10, Run: 100, E, 0, 0, 0, 0, 0, 600, 0, 2, 1, 2, 0
INVAR-2, Run: 001, E, 0, 0, 0, 0, 0, 168, 0, 0, 1, 0, 0
INVAR-2, Run: 002, E, 0, 0, 0, 0, 0, 168, 0, 0, 1, 0, 0
INVAR-2, Run: 003, E, 0, 0, 0, 0, 0, 168, 0, 0, 1, 0, 0
INVAR-2, Run: 004, E, 0, 0, 0, 0, 0, 168, 0, 0, 1, 0, 0
INVAR-2, Run: 005, E, 0, 0, 0, 0, 0, 168, 0, 0, 1, 0, 0
INVAR-2, Run: 006, E, 0, 0, 0, 0, 0, 168, 0, 2, 1, 2, 0
INVAR-2, Run: 007, E, 0, 0, 0, 0, 0, 168, 0, 0, 1, 0, 0
INVAR-2, Run: 008, E, 0, 0, 0, 0, 0, 168, 0, 0, 1, 0, 0
INVAR-2, Run: 009, E, 0, 0, 0, 0, 0, 168, 0, 0, 1, 0, 0
INVAR-2, Run: 010, E, 0, 0, 0, 0, 0, 168, 0, 2, 1, 2, 0
INVAR-2, Run: 011, E, 0, 0, 0, 0, 0, 168, 0, 0, 1, 0, 0
INVAR-2, Run: 012, E, 0, 0, 0, 0, 0, 168, 0, 2, 1, 2, 0
INVAR-2, Run: 013, E, 0, 0, 0, 0, 0, 168, 0, 0, 1, 0, 0
INVAR-2, Run: 014, E, 0, 0, 0, 0, 0, 168, 0, 2, 1, 2, 0
INVAR-2, Run: 015, E, 0, 0, 0, 0, 0, 168, 0, 0, 1, 0, 0
INVAR-2, Run: 016, E, 0, 0, 0, 0, 0, 168, 0, 0, 1, 0, 0
INVAR-2, Run: 017, E, 0, 0, 0, 0, 0, 168, 0, 0, 1, 0, 0
INVAR-2, Run: 018, E, 0, 0, 0, 0, 0, 168, 0, 0, 1, 0, 0
INVAR-2, Run: 019, E, 0, 0, 0, 0, 0, 168, 0, 2, 1, 2, 0
INVAR-2, Run: 020, E, 0, 0, 0, 0, 0, 168, 0, 0, 1, 0, 0
INVAR-2, Run: 021, E, 0, 0, 0, 0, 0, 168, 0, 0, 1, 0, 0
INVAR-2, Run: 022, E, 0, 0, 0, 0, 0, 168, 0, 0, 1, 0, 0
INVAR-2, Run: 023, E, 0, 0, 0, 0, 0, 168, 0, 0, 1, 0, 0
INVAR-2, Run: 024, E, 0, 0, 0, 0, 0, 168, 0, 0, 1, 0, 0
INVAR-2, Run: 025, E, 0, 0, 0, 0, 0, 168, 0, 0, 1, 0, 0
INVAR-2, Run: 026, E, 0, 0, 0, 0, 0, 168, 0, 2, 1, 2, 0
INVAR-2, Run: 027, E, 0, 0, 0, 0, 0, 168, 0, 0, 1, 0, 0
INVAR-2, Run: 028, E, 0, 0, 0, 0, 0, 168, 0, 2, 1, 2, 0
INVAR-2, Run: 029, E, 0, 0, 0, 0, 0, 168, 0, 2, 1, 2, 0
INVAR-2, Run: 030, E, 0, 0, 0, 0, 0, 168, 0, 2, 1, 2, 0
INVAR-2, Run: 031, E, 0, 0, 0, 0, 0, 168, 0, 0, 1, 0, 0
INVAR-2, Run: 032, E, 0, 0, 0, 0, 0, 168, 0, 0, 1, 0, 0
INVAR-2, Run: 033, E, 0, 0, 0, 0, 0, 168, 0, 0, 1, 0, 0
INVAR-2, Run: 034, E, 0, 0, 0, 0, 0, 168, 0, 0, 1, 0, 0
INVAR-2, Run: 035, E, 0, 0, 0, 0, 0, 168, 0, 0, 1, 0, 0
INVAR-2, Run: 036, E, 0, 0, 0, 0, 0, 168, 0, 2, 1, 2, 0
INVAR-2, Run: 037, E, 0, 0, 0, 0, 0, 168, 0, 0, 1, 0, 0
INVAR-2, Run: 038, E, 0, 0, 0, 0, 0, 168, 0, 0, 1, 0, 0
INVAR-2, Run: 039, E, 0, 0, 0, 0, 0, 168, 0, 2, 1, 2, 0
INVAR-2, Run: 040, E, 0, 0, 0, 0, 0, 168, 0, 0, 1, 0, 0
INVAR-2, Run: 041, E, 0, 0, 0, 0, 0, 168, 0, 0, 1, 0, 0
INVAR-2, Run: 042, E, 0, 0, 0, 0, 0, 168, 0, 2, 1, 2, 0
INVAR-2, Run: 043, E, 0, 0, 0, 0, 0, 168, 0, 2, 1, 2, 0
INVAR-2, Run: 044, E, 0, 0, 0, 0, 0, 168, 0, 2, 1, 2, 0
INVAR-2, Run: 045, E, 0, 0, 0, 0, 0, 168, 0, 2, 1, 2, 0
INVAR-2, Run: 046, E, 0, 0, 0, 0, 0, 168, 0, 2, 1, 2, 0
INVAR-2, Run: 047, E, 0, 0, 0, 0, 0, 168, 0, 0, 1, 0, 0
INVAR-2, Run: 048, E, 0, 0, 0, 0, 0, 168, 0, 0, 1, 0, 0
INVAR-2, Run: 049, E, 0, 0, 0, 0, 0, 168, 0, 0, 1, 0, 0
INVAR-2, Run: 050, E, 0, 0, 0, 0, 0, 168, 0, 2, 1, 2, 0
INVAR-2, Run: 051, E, 0, 0, 0, 0, 0, 168, 0, 2, 1, 2, 0
INVAR-2, Run: 052, E, 0, 0, 0, 0, 0, 168, 0, 2, 1, 2, 0
INVAR-2, Run: 053, E, 0, 0, 0, 0, 0, 168, 0, 2, 1, 2, 0
INVAR-2, Run: 054, E, 0, 0, 0, 0, 0, 168, 0, 0, 1, 0, 0
INVAR-2, Run: 055, E, 0, 0, 0, 0, 0, 168, 0, 2, 1, 2, 0
INVAR-2, Run: 056, E, 0, 0, 0, 0, 0, 168, 0, 0, 1, 0, 0
INVAR-2, Run: 057, E, 0, 0, 0, 0, 0, 168, 0, 0, 1, 0, 0
INVAR-2, Run: 058, E, 0, 0, 0, 0, 0, 168, 0, 0, 1, 0, 0
INVAR-2, Run: 059, E, 0, 0, 0, 0, 0, 168, 0, 0, 1, 0, 0
INVAR-2, Run: 060, E, 0, 0, 0, 0, 0, 168, 0, 0, 1, 0, 0
INVAR-2, Run: 061, E, 0, 0, 0, 0, 0, 168, 0, 0, 1, 0, 0
INVAR-2, Run: 062, E, 0, 0, 0, 0, 0, 168, 0, 2, 1, 2, 0
INVAR-2, Run: 063, E, 0, 0, 0, 0, 0, 168, 0, 2, 1, 2, 0
INVAR-2, Run: 064, E, 0, 0, 0, 0, 0, 168, 0, 0, 1, 0, 0
INVAR-2, Run: 065, E, 0, 0, 0, 0, 0, 168, 0, 2, 1, 2, 0
INVAR-2, Run: 066, E, 0, 0, 0, 0, 0, 168, 0, 0, 1, 0, 0
INVAR-2, Run: 067, E, 0, 0, 0, 0, 0, 168, 0, 0, 1, 0, 0
INVAR-2, Run: 068, E, 0, 0, 0, 0, 0, 168, 0, 2, 1, 2, 0
INVAR-2, Run: 069, E, 0, 0, 0, 0, 0, 168, 0, 0, 1, 0, 0
INVAR-2, Run: 070, E, 0, 0, 0, 0, 0, 168, 0, 0, 1, 0, 0
INVAR-2, Run: 071, E, 0, 0, 0, 0, 0, 168, 0, 0, 1, 0, 0
INVAR-2, Run: 072, E, 0, 0, 0, 0, 0, 168, 0, 0, 1, 0, 0
INVAR-2, Run: 073, E, 0, 0, 0, 0, 0, 168, 0, 0, 1, 0, 0
INVAR-2, Run: 074, E, 0, 0, 0, 0, 0, 168, 0, 2, 1, 2, 0
INVAR-2, Run: 075, E, 0, 0, 0, 0, 0, 168, 0, 0, 1, 0, 0
INVAR-2, Run: 076, E, 0, 0, 0, 0, 0, 168, 0, 0, 1, 0, 0
INVAR-2, Run: 077, E, 0, 0, 0, 0, 0, 168, 0, 0, 1, 0, 0
INVAR-2, Run: 078, E, 0, 0, 0, 0, 0, 168, 0, 0, 1, 0, 0
INVAR-2, Run: 079, E, 0, 0, 0, 0, 0, 168, 0, 2, 1, 2, 0
INVAR-2, Run: 080, E, 0, 0, 0, 0, 0, 168, 0, 0, 1, 0, 0
INVAR-2, Run: 081, E, 0, 0, 0, 0, 0, 168, 0, 0, 1, 0, 0
INVAR-2, Run: 082, E, 0, 0, 0, 0, 0, 168, 0, 0, 1, 0, 0
INVAR-2, Run: 083, E, 0, 0, 0, 0, 0, 168, 0, 0, 1, 0, 0
INVAR-2, Run: 084, E, 0, 0, 0, 0, 0, 168, 0, 2, 1, 2, 0
INVAR-2, Run: 085, E, 0, 0, 0, 0, 0, 168, 0, 0, 1, 0, 0
INVAR-2, Run: 086, E, 0, 0, 0, 0, 0, 168, 0, 2, 1, 2, 0
INVAR-2, Run: 087, E, 0, 0, 0, 0, 0, 168, 0, 0, 1, 0, 0
INVAR-2, Run: 088, E, 0, 0, 0, 0, 0, 168, 0, 2, 1, 2, 0
INVAR-2, Run: 089, E, 0, 0, 0, 0, 0, 168, 0, 0, 1, 0, 0
