Input Number, Run_Number, Result@ 100, H, X1, M, PO, CE, Y, D, CO, PE, A, B, NEW_REACTION, Reaction1, Reaction10, Reaction11, Reaction2, Reaction3, Reaction4, Reaction5, Reaction6, Reaction7, Reaction8, Reaction9
INVAR-1, Run: 013, P, 0, 0, 0, 0, 4, 4, 0, 0, 1, 54, 0, 10, 18, 13, 165, 9, 6, 2, 4, 18, 27, 17, 165
INVAR-1, Run: 014, P, 0, 0, 0, 0, 6, 6, 0, 0, 1, 54, 0, 6, 18, 15, 134, 9, 7, 1, 6, 18, 27, 21, 134
INVAR-1, Run: 015, P, 0, 0, 0, 0, 7, 7, 0, 0, 1, 54, 0, 4, 18, 4, 127, 9, 7, 1, 7, 18, 27, 11, 127
INVAR-1, Run: 016, P, 0, 0, 0, 0, 8, 8, 0, 0, 1, 54, 0, 2, 18, 10, 33, 9, 4, 4, 8, 18, 27, 18, 33
INVAR-1, Run: 017, P, 0, 0, 0, 0, 7, 7, 0, 0, 1, 54, 0, 4, 18, 13, 122, 9, 3, 5, 7, 18, 27, 20, 122
INVAR-1, Run: 018, P, 0, 0, 0, 0, 6, 6, 0, 0, 1, 54, 0, 6, 18, 18, 114, 9, 5, 3, 6, 18, 27, 24, 114
INVAR-1, Run: 019, P, 0, 0, 0, 0, 6, 6, 0, 0, 1, 54, 0, 6, 18, 12, 105, 9, 6, 2, 6, 18, 27, 18, 105
INVAR-1, Run: 020, P, 0, 0, 0, 0, 5, 5, 0, 0, 1, 54, 0, 8, 18, 12, 120, 9, 6, 2, 5, 18, 27, 17, 120
INVAR-1, Run: 021, P, 0, 0, 0, 0, 6, 6, 0, 0, 1, 54, 0, 6, 18, 6, 102, 9, 6, 2, 6, 18, 27, 12, 102
INVAR-1, Run: 022, P, 0, 0, 0, 0, 6, 6, 0, 0, 1, 54, 0, 6, 18, 5, 20, 9, 4, 4, 6, 18, 27, 11, 20
INVAR-1, Run: 023, P, 0, 0, 0, 0, 5, 5, 0, 0, 1, 54, 0, 8, 18, 19, 196, 9, 6, 2, 5, 18, 27, 24, 196
INVAR-1, Run: 024, P, 0, 0, 0, 0, 5, 5, 0, 0, 1, 54, 0, 8, 18, 7, 87, 9, 5, 3, 5, 18, 27, 12, 87
INVAR-1, Run: 025, P, 0, 0, 0, 0, 8, 8, 0, 0, 1, 54, 0, 2, 18, 23, 108, 9, 4, 4, 8, 18, 27, 31, 108
INVAR-1, Run: 026, P, 0, 0, 0, 0, 7, 7, 0, 0, 1, 54, 0, 4, 18, 10, 74, 9, 8, 0, 7, 18, 27, 17, 74
INVAR-1, Run: 027, P, 0, 0, 0, 0, 6, 6, 0, 0, 1, 54, 0, 6, 18, 21, 165, 9, 5, 3, 6, 18, 27, 27, 165
INVAR-1, Run: 028, P, 0, 0, 0, 0, 8, 8, 0, 0, 1, 54, 0, 2, 18, 14, 109, 9, 7, 1, 8, 18, 27, 22, 109
INVAR-1, Run: 029, P, 0, 0, 0, 0, 6, 6, 0, 0, 1, 54, 0, 6, 18, 21, 135, 9, 4, 4, 6, 18, 27, 27, 135
INVAR-1, Run: 030, P, 0, 0, 0, 0, 8, 8, 0, 0, 1, 54, 0, 2, 18, 19, 145, 9, 4, 4, 8, 18, 27, 27, 145
INVAR-1, Run: 031, P, 0, 0, 0, 0, 6, 6, 0, 0, 1, 54, 0, 6, 18, 12, 83, 9, 7, 1, 6, 18, 27, 18, 83
INVAR-1, Run: 032, P, 0, 0, 0, 0, 8, 8, 0, 0, 1, 54, 0, 2, 18, 12, 116, 9, 7, 1, 8, 18, 27, 20, 116
INVAR-1, Run: 033, P, 0, 0, 0, 0, 5, 5, 0, 0, 1, 54, 0, 8, 18, 15, 180, 9, 8, 0, 5, 18, 27, 20, 180
INVAR-1, Run: 034, P, 0, 0, 0, 0, 8, 8, 0, 0, 1, 54, 0, 2, 18, 16, 106, 9, 7, 1, 8, 18, 27, 24, 106
INVAR-1, Run: 035, P, 0, 0, 0, 0, 6, 6, 0, 0, 1, 54, 0, 6, 18, 16, 118, 9, 4, 4, 6, 18, 27, 22, 118
INVAR-1, Run: 036, P, 0, 0, 0, 0, 6, 6, 0, 0, 1, 54, 0, 6, 18, 13, 47, 9, 5, 3, 6, 18, 27, 19, 47
INVAR-1, Run: 037, P, 0, 0, 0, 0, 5, 5, 0, 0, 1, 54, 0, 8, 18, 11, 106, 9, 5, 3, 5, 18, 27, 16, 106
INVAR-1, Run: 038, P, 0, 0, 0, 0, 8, 8, 0, 0, 1, 54, 0, 2, 18, 16, 45, 9, 4, 4, 8, 18, 27, 24, 45
INVAR-1, Run: 039, P, 0, 0, 0, 0, 8, 8, 0, 0, 1, 54, 0, 2, 18, 16, 154, 9, 5, 3, 8, 18, 27, 24, 154
INVAR-1, Run: 040, P, 0, 0, 0, 0, 6, 6, 0, 0, 1, 54, 0, 6, 18, 19, 181, 9, 5, 3, 6, 18, 27, 25, 181
INVAR-1, Run: 041, P, 0, 0, 0, 0, 6, 6, 0, 0, 1, 54, 0, 6, 18, 16, 107, 9, 6, 2, 6, 18, 27, 22, 107
INVAR-1, Run: 042, P, 0, 0, 0, 0, 6, 6, 0, 0, 1, 54, 0, 6, 18, 15, 88, 9, 5, 3, 6, 18, 27, 21, 88
INVAR-1, Run: 043, P, 0, 0, 0, 0, 6, 6, 0, 0, 1, 54, 0, 6, 18, 15, 100, 9, 6, 2, 6, 18, 27, 21, 100
INVAR-1, Run: 044, P, 0, 0, 0, 0, 8, 8, 0, 0, 1, 54, 0, 2, 18, 11, 77, 9, 4, 4, 8, 18, 27, 19, 77
INVAR-1, Run: 045, P, 0, 0, 0, 0, 7, 7, 0, 0, 1, 54, 0, 4, 18, 5, 112, 9, 7, 1, 7, 18, 27, 12, 112
INVAR-1, Run: 046, P, 0, 0, 0, 0, 6, 6, 0, 0, 1, 54, 0, 6, 18, 11, 108, 9, 6, 2, 6, 18, 27, 17, 108
INVAR-1, Run: 047, P, 0, 0, 0, 0, 7, 7, 0, 0, 1, 54, 0, 4, 18, 7, 78, 9, 5, 3, 7, 18, 27, 14, 78
INVAR-1, Run: 048, P, 0, 0, 0, 0, 7, 7, 0, 0, 1, 54, 0, 4, 18, 4, 46, 9, 5, 3, 7, 18, 27, 11, 46
INVAR-1, Run: 049, P, 0, 0, 0, 0, 6, 6, 0, 0, 1, 54, 0, 6, 18, 9, 89, 9, 6, 2, 6, 18, 27, 15, 89
INVAR-1, Run: 050, P, 0, 0, 0, 0, 5, 5, 0, 0, 1, 54, 0, 8, 18, 11, 90, 9, 4, 4, 5, 18, 27, 16, 90
INVAR-1, Run: 051, P, 0, 0, 0, 0, 8, 8, 0, 0, 1, 54, 0, 2, 18, 11, 88, 9, 7, 1, 8, 18, 27, 19, 88
INVAR-1, Run: 052, P, 0, 0, 0, 0, 5, 5, 0, 0, 1, 54, 0, 8, 18, 14, 179, 9, 6, 2, 5, 18, 27, 19, 179
INVAR-1, Run: 053, P, 0, 0, 0, 0, 5, 5, 0, 0, 1, 54, 0, 8, 18, 5, 86, 9, 5, 3, 5, 18, 27, 10, 86
INVAR-1, Run: 054, P, 0, 0, 0, 0, 7, 7, 0, 0, 1, 54, 0, 4, 18, 24, 141, 9, 6, 2, 7, 18, 27, 31, 141
INVAR-1, Run: 055, P, 0, 0, 0, 0, 6, 6, 0, 0, 1, 54, 0, 6, 18, 12, 78, 9, 3, 5, 6, 18, 27, 18, 78
INVAR-1, Run: 056, P, 0, 0, 0, 0, 6, 6, 0, 0, 1, 54, 0, 6, 18, 19, 149, 9, 3, 5, 6, 18, 27, 25, 149
INVAR-1, Run: 057, P, 0, 0, 0, 0, 5, 5, 0, 0, 1, 54, 0, 8, 18, 16, 154, 9, 6, 2, 5, 18, 27, 21, 154
INVAR-1, Run: 058, P, 0, 0, 0, 0, 7, 7, 0, 0, 1, 54, 0, 4, 18, 21, 100, 9, 4, 4, 7, 18, 27, 28, 100
INVAR-1, Run: 059, P, 0, 0, 0, 0, 7, 7, 0, 0, 1, 54, 0, 4, 18, 8, 85, 9, 5, 3, 7, 18, 27, 15, 85
INVAR-1, Run: 060, P, 0, 0, 0, 0, 6, 6, 0, 0, 1, 54, 0, 6, 18, 5, 79, 9, 4, 4, 6, 18, 27, 11, 79
INVAR-1, Run: 061, P, 0, 0, 0, 0, 8, 8, 0, 0, 1, 54, 0, 2, 18, 23, 133, 9, 5, 3, 8, 18, 27, 31, 133
INVAR-1, Run: 062, P, 0, 0, 0, 0, 5, 5, 0, 0, 1, 54, 0, 8, 18, 8, 92, 9, 7, 1, 5, 18, 27, 13, 92
INVAR-1, Run: 063, P, 0, 0, 0, 0, 7, 7, 0, 0, 1, 54, 0, 4, 18, 5, 82, 9, 6, 2, 7, 18, 27, 12, 82
INVAR-1, Run: 064, P, 0, 0, 0, 0, 3, 3, 0, 0, 1, 54, 0, 12, 18, 6, 192, 9, 5, 3, 3, 18, 27, 9, 192
INVAR-1, Run: 065, P, 0, 0, 0, 0, 5, 5, 0, 0, 1, 54, 0, 8, 18, 2, 88, 9, 7, 1, 5, 18, 27, 7, 88
INVAR-1, Run: 066, P, 0, 0, 0, 0, 6, 6, 0, 0, 1, 54, 0, 6, 18, 15, 113, 9, 5, 3, 6, 18, 27, 21, 113
INVAR-1, Run: 067, P, 0, 0, 0, 0, 7, 7, 0, 0, 1, 54, 0, 4, 18, 15, 49, 9, 7, 1, 7, 18, 27, 22, 49
INVAR-1, Run: 068, P, 0, 0, 0, 0, 6, 6, 0, 0, 1, 54, 0, 6, 18, 7, 73, 9, 8, 0, 6, 18, 27, 13, 73
INVAR-1, Run: 069, P, 0, 0, 0, 0, 8, 8, 0, 0, 1, 54, 0, 2, 18, 20, 98, 9, 5, 3, 8, 18, 27, 28, 98
INVAR-1, Run: 070, P, 0, 0, 0, 0, 5, 5, 0, 0, 1, 54, 0, 8, 18, 12, 153, 9, 8, 0, 5, 18, 27, 17, 153
INVAR-1, Run: 071, P, 0, 0, 0, 0, 7, 7, 0, 0, 1, 54, 0, 4, 18, 13, 89, 9, 5, 3, 7, 18, 27, 20, 89
INVAR-1, Run: 072, P, 0, 0, 0, 0, 4, 4, 0, 0, 1, 54, 0, 10, 18, 9, 95, 9, 7, 1, 4, 18, 27, 13, 95
INVAR-1, Run: 073, P, 0, 0, 0, 0, 6, 6, 0, 0, 1, 54, 0, 6, 18, 23, 141, 9, 7, 1, 6, 18, 27, 29, 141
INVAR-1, Run: 074, P, 0, 0, 0, 0, 7, 7, 0, 0, 1, 54, 0, 4, 18, 6, 59, 9, 6, 2, 7, 18, 27, 13, 59
INVAR-1, Run: 075, P, 0, 0, 0, 0, 6, 6, 0, 0, 1, 54, 0, 6, 18, 10, 84, 9, 6, 2, 6, 18, 27, 16, 84
INVAR-1, Run: 076, P, 0, 0, 0, 0, 7, 7, 0, 0, 1, 54, 0, 4, 18, 19, 152, 9, 3, 5, 7, 18, 27, 26, 152
INVAR-1, Run: 077, P, 0, 0, 0, 0, 4, 4, 0, 0, 1, 54, 0, 10, 18, 16, 149, 9, 4, 4, 4, 18, 27, 20, 149
INVAR-1, Run: 078, P, 0, 0, 0, 0, 6, 6, 0, 0, 1, 54, 0, 6, 18, 14, 123, 9, 4, 4, 6, 18, 27, 20, 123
INVAR-1, Run: 079, P, 0, 0, 0, 0, 4, 4, 0, 0, 1, 54, 0, 10, 18, 11, 155, 9, 3, 5, 4, 18, 27, 15, 155
INVAR-1, Run: 080, P, 0, 0, 0, 0, 6, 6, 0, 0, 1, 54, 0, 6, 18, 12, 69, 9, 4, 4, 6, 18, 27, 18, 69
INVAR-1, Run: 081, P, 0, 0, 0, 0, 8, 8, 0, 0, 1, 54, 0, 2, 18, 10, 69, 9, 3, 5, 8, 18, 27, 18, 69
INVAR-1, Run: 082, P, 0, 0, 0, 0, 7, 7, 0, 0, 1, 54, 0, 4, 18, 12, 124, 9, 6, 2, 7, 18, 27, 19, 124
INVAR-1, Run: 083, P, 0, 0, 0, 0, 7, 7, 0, 0, 1, 54, 0, 4, 18, 5, 93, 9, 4, 4, 7, 18, 27, 12, 93
INVAR-1, Run: 084, P, 0, 0, 0, 0, 5, 5, 0, 0, 1, 54, 0, 8, 18, 16, 184, 9, 7, 1, 5, 18, 27, 21, 184
INVAR-1, Run: 085, P, 0, 0, 0, 0, 5, 5, 0, 0, 1, 54, 0, 8, 18, 24, 227, 9, 6, 2, 5, 18, 27, 29, 227
INVAR-1, Run: 086, P, 0, 0, 0, 0, 6, 6, 0, 0, 1, 54, 0, 6, 18, 11, 96, 9, 6, 2, 6, 18, 27, 17, 96
INVAR-1, Run: 087, P, 0, 0, 0, 0, 6, 6, 0, 0, 1, 54, 0, 6, 18, 14, 174, 9, 8, 0, 6, 18, 27, 20, 174
INVAR-1, Run: 088, P, 0, 0, 0, 0, 8, 8, 0, 0, 1, 54, 0, 2, 18, 13, 72, 9, 4, 4, 8, 18, 27, 21, 72
INVAR-1, Run: 089, P, 0, 0, 0, 0, 7, 7, 0, 0, 1, 54, 0, 4, 18, 27, 168, 9, 5, 3, 7, 18, 27, 34, 168
INVAR-1, Run: 090, P, 0, 0, 0, 0, 7, 7, 0, 0, 1, 54, 0, 4, 18, 12, 65, 9, 4, 4, 7, 18, 27, 19, 65
INVAR-1, Run: 091, P, 0, 0, 0, 0, 7, 7, 0, 0, 1, 54, 0, 4, 18, 17, 123, 9, 6, 2, 7, 18, 27, 24, 123
INVAR-1, Run: 092, P, 0, 0, 0, 0, 6, 6, 0, 0, 1, 54, 0, 6, 18, 8, 76, 9, 6, 2, 6, 18, 27, 14, 76
INVAR-1, Run: 093, P, 0, 0, 0, 0, 5, 5, 0, 0, 1, 54, 0, 8, 18, 15, 77, 9, 4, 4, 5, 18, 27, 20, 77
INVAR-1, Run: 094, P, 0, 0, 0, 0, 8, 8, 0, 0, 1, 54, 0, 2, 18, 15, 91, 9, 5, 3, 8, 18, 27, 23, 91
INVAR-1, Run: 095, P, 0, 0, 0, 0, 6, 6, 0, 0, 1, 54, 0, 6, 18, 13, 125, 9, 7, 1, 6, 18, 27, 19, 125
INVAR-1, Run: 096, P, 0, 0, 0, 0, 5, 5, 0, 0, 1, 54, 0, 8, 18, 13, 144, 9, 6, 2, 5, 18, 27, 18, 144
INVAR-1, Run: 097, P, 0, 0, 0, 0, 5, 5, 0, 0, 1, 54, 0, 8, 18, 14, 126, 9, 4, 4, 5, 18, 27, 19, 126
INVAR-1, Run: 098, P, 0, 0, 0, 0, 7, 7, 0, 0, 1, 54, 0, 4, 18, 8, 91, 9, 6, 2, 7, 18, 27, 15, 91
INVAR-1, Run: 099, P, 0, 0, 0, 0, 8, 8, 0, 0, 1, 54, 0, 2, 18, 11, 62, 9, 6, 2, 8, 18, 27, 19, 62
INVAR-1, Run: 100, P, 0, 0, 0, 0, 7, 7, 0, 0, 1, 54, 0, 4, 18, 17, 144, 9, 8, 0, 7, 18, 27, 24, 144
INVAR-10, Run: 001, P, 0, 0, 0, 0, 92, 92, 0, 0, 1, 600, 0, 16, 200, 953, 5739, 100, 64, 35, 92, 200, 300, 1045, 5739
INVAR-10, Run: 002, P, 0, 0, 0, 0, 92, 92, 0, 0, 1, 600, 0, 16, 200, 904, 5641, 100, 61, 38, 92, 200, 300, 996, 5641
INVAR-10, Run: 003, P, 0, 0, 0, 0, 92, 92, 0, 0, 1, 600, 0, 16, 200, 644, 5021, 100, 59, 40, 92, 200, 300, 736, 5021
INVAR-10, Run: 004, P, 0, 0, 0, 0, 90, 90, 0, 0, 1, 600, 0, 20, 200, 634, 4854, 100, 62, 37, 90, 200, 300, 724, 4854
INVAR-10, Run: 005, P, 0, 0, 0, 0, 90, 90, 0, 0, 1, 600, 0, 20, 200, 855, 6088, 100, 66, 33, 90, 200, 300, 945, 6088
INVAR-10, Run: 006, P, 0, 0, 0, 0, 88, 88, 0, 0, 1, 600, 0, 24, 200, 744, 4270, 100, 58, 41, 88, 200, 300, 832, 4270
INVAR-10, Run: 007, P, 0, 0, 0, 0, 91, 91, 0, 0, 1, 600, 0, 18, 200, 795, 5441, 100, 66, 33, 91, 200, 300, 886, 5441
INVAR-10, Run: 008, P, 0, 0, 0, 0, 87, 87, 0, 0, 1, 600, 0, 26, 200, 723, 5083, 100, 56, 43, 87, 200, 300, 810, 5083
INVAR-10, Run: 009, P, 0, 0, 0, 0, 89, 89, 0, 0, 1, 600, 0, 22, 200, 818, 4856, 100, 55, 44, 89, 200, 300, 907, 4856
INVAR-10, Run: 010, P, 0, 0, 0, 0, 88, 88, 0, 0, 1, 600, 0, 24, 200, 781, 4344, 100, 58, 41, 88, 200, 300, 869, 4344
INVAR-10, Run: 011, P, 0, 0, 0, 0, 90, 90, 0, 0, 1, 600, 0, 20, 200, 745, 5153, 100, 57, 42, 90, 200, 300, 835, 5153
INVAR-10, Run: 012, P, 0, 0, 0, 0, 93, 93, 0, 0, 1, 600, 0, 14, 200, 700, 4840, 100, 59, 40, 93, 200, 300, 793, 4840
INVAR-10, Run: 013, P, 0, 0, 0, 0, 89, 89, 0, 0, 1, 600, 0, 22, 200, 688, 5178, 100, 65, 34, 89, 200, 300, 777, 5178
INVAR-10, Run: 014, P, 0, 0, 0, 0, 91, 91, 0, 0, 1, 600, 0, 18, 200, 873, 5125, 100, 75, 24, 91, 200, 300, 964, 5125
INVAR-10, Run: 015, P, 0, 0, 0, 0, 88, 88, 0, 0, 1, 600, 0, 24, 200, 574, 4160, 100, 61, 38, 88, 200, 300, 662, 4160
INVAR-10, Run: 016, P, 0, 0, 0, 0, 88, 88, 0, 0, 1, 600, 0, 24, 200, 1206, 8523, 100, 69, 30, 88, 200, 300, 1294, 8523
INVAR-10, Run: 017, P, 0, 0, 0, 0, 90, 90, 0, 0, 1, 600, 0, 20, 200, 880, 5514, 100, 60, 39, 90, 200, 300, 970, 5514
INVAR-10, Run: 018, P, 0, 0, 0, 0, 91, 91, 0, 0, 1, 600, 0, 18, 200, 720, 5306, 100, 56, 43, 91, 200, 300, 811, 5306
INVAR-10, Run: 019, P, 0, 0, 0, 0, 91, 91, 0, 0, 1, 600, 0, 18, 200, 834, 6174, 100, 63, 36, 91, 200, 300, 925, 6174
INVAR-10, Run: 020, P, 0, 0, 0, 0, 85, 85, 0, 0, 1, 600, 0, 30, 200, 719, 4933, 100, 59, 40, 85, 200, 300, 804, 4933
INVAR-10, Run: 021, P, 0, 0, 0, 0, 89, 89, 0, 0, 1, 600, 0, 22, 200, 650, 4570, 100, 59, 40, 89, 200, 300, 739, 4570
INVAR-10, Run: 022, P, 0, 0, 0, 0, 92, 92, 0, 0, 1, 600, 0, 16, 200, 827, 6082, 100, 58, 41, 92, 200, 300, 919, 6082
INVAR-10, Run: 023, P, 0, 0, 0, 0, 91, 91, 0, 0, 1, 600, 0, 18, 200, 781, 4571, 100, 63, 36, 91, 200, 300, 872, 4571
INVAR-10, Run: 024, P, 0, 0, 0, 0, 92, 92, 0, 0, 1, 600, 0, 16, 200, 693, 5461, 100, 72, 27, 92, 200, 300, 785, 5461
INVAR-10, Run: 025, P, 0, 0, 0, 0, 90, 90, 0, 0, 1, 600, 0, 20, 200, 749, 5147, 100, 70, 29, 90, 200, 300, 839, 5147
INVAR-10, Run: 026, P, 0, 0, 0, 0, 89, 89, 0, 0, 1, 600, 0, 22, 200, 732, 4764, 100, 61, 38, 89, 200, 300, 821, 4764
INVAR-10, Run: 027, P, 0, 0, 0, 0, 91, 91, 0, 0, 1, 600, 0, 18, 200, 806, 5170, 100, 71, 28, 91, 200, 300, 897, 5170
INVAR-10, Run: 028, P, 0, 0, 0, 0, 93, 93, 0, 0, 1, 600, 0, 14, 200, 662, 3592, 100, 60, 39, 93, 200, 300, 755, 3592
INVAR-10, Run: 029, P, 0, 0, 0, 0, 91, 91, 0, 0, 1, 600, 0, 18, 200, 805, 5534, 100, 55, 44, 91, 200, 300, 896, 5534
INVAR-10, Run: 030, P, 0, 0, 0, 0, 89, 89, 0, 0, 1, 600, 0, 22, 200, 673, 4353, 100, 61, 38, 89, 200, 300, 762, 4353
INVAR-10, Run: 031, P, 0, 0, 0, 0, 91, 91, 0, 0, 1, 600, 0, 18, 200, 765, 4845, 100, 58, 41, 91, 200, 300, 856, 4845
INVAR-10, Run: 032, P, 0, 0, 0, 0, 91, 91, 0, 0, 1, 600, 0, 18, 200, 816, 3974, 100, 59, 40, 91, 200, 300, 907, 3974
INVAR-10, Run: 033, P, 0, 0, 0, 0, 91, 91, 0, 0, 1, 600, 0, 18, 200, 783, 5248, 100, 65, 34, 91, 200, 300, 874, 5248
INVAR-10, Run: 034, P, 0, 0, 0, 0, 93, 93, 0, 0, 1, 600, 0, 14, 200, 890, 3865, 100, 57, 42, 93, 200, 300, 983, 3865
INVAR-10, Run: 035, P, 0, 0, 0, 0, 91, 91, 0, 0, 1, 600, 0, 18, 200, 737, 5394, 100, 68, 31, 91, 200, 300, 828, 5394
INVAR-10, Run: 036, P, 0, 0, 0, 0, 87, 87, 0, 0, 1, 600, 0, 26, 200, 723, 4405, 100, 64, 35, 87, 200, 300, 810, 4405
INVAR-10, Run: 037, P, 0, 0, 0, 0, 87, 87, 0, 0, 1, 600, 0, 26, 200, 667, 5757, 100, 58, 41, 87, 200, 300, 754, 5757
INVAR-10, Run: 038, P, 0, 0, 0, 0, 91, 91, 0, 0, 1, 600, 0, 18, 200, 797, 4545, 100, 64, 35, 91, 200, 300, 888, 4545
INVAR-10, Run: 039, P, 0, 0, 0, 0, 88, 88, 0, 0, 1, 600, 0, 24, 200, 783, 4790, 100, 74, 25, 88, 200, 300, 871, 4790
INVAR-10, Run: 040, P, 0, 0, 0, 0, 92, 92, 0, 0, 1, 600, 0, 16, 200, 872, 5670, 100, 63, 36, 92, 200, 300, 964, 5670
INVAR-10, Run: 041, P, 0, 0, 0, 0, 90, 90, 0, 0, 1, 600, 0, 20, 200, 595, 4226, 100, 68, 31, 90, 200, 300, 685, 4226
INVAR-10, Run: 042, P, 0, 0, 0, 0, 90, 90, 0, 0, 1, 600, 0, 20, 200, 644, 4204, 100, 64, 35, 90, 200, 300, 734, 4204
INVAR-10, Run: 043, P, 0, 0, 0, 0, 91, 91, 0, 0, 1, 600, 0, 18, 200, 802, 5432, 100, 61, 38, 91, 200, 300, 893, 5432
INVAR-10, Run: 044, P, 0, 0, 0, 0, 89, 89, 0, 0, 1, 600, 0, 22, 200, 695, 5715, 100, 64, 35, 89, 200, 300, 784, 5715
INVAR-10, Run: 045, P, 0, 0, 0, 0, 87, 87, 0, 0, 1, 600, 0, 26, 200, 943, 5619, 100, 63, 36, 87, 200, 300, 1030, 5619
INVAR-10, Run: 046, P, 0, 0, 0, 0, 90, 90, 0, 0, 1, 600, 0, 20, 200, 663, 4515, 100, 48, 51, 90, 200, 300, 753, 4515
INVAR-10, Run: 047, P, 0, 0, 0, 0, 88, 88, 0, 0, 1, 600, 0, 24, 200, 756, 4085, 100, 55, 44, 88, 200, 300, 844, 4085
INVAR-10, Run: 048, P, 0, 0, 0, 0, 90, 90, 0, 0, 1, 600, 0, 20, 200, 769, 4962, 100, 65, 34, 90, 200, 300, 859, 4962
INVAR-10, Run: 049, P, 0, 0, 0, 0, 92, 92, 0, 0, 1, 600, 0, 16, 200, 764, 4857, 100, 63, 36, 92, 200, 300, 856, 4857
INVAR-10, Run: 050, P, 0, 0, 0, 0, 92, 92, 0, 0, 1, 600, 0, 16, 200, 881, 5401, 100, 68, 31, 92, 200, 300, 973, 5401
INVAR-10, Run: 051, P, 0, 0, 0, 0, 87, 87, 0, 0, 1, 600, 0, 26, 200, 822, 6341, 100, 66, 33, 87, 200, 300, 909, 6341
INVAR-10, Run: 052, P, 0, 0, 0, 0, 89, 89, 0, 0, 1, 600, 0, 22, 200, 664, 4012, 100, 54, 45, 89, 200, 300, 753, 4012
INVAR-10, Run: 053, P, 0, 0, 0, 0, 88, 88, 0, 0, 1, 600, 0, 24, 200, 680, 4551, 100, 66, 33, 88, 200, 300, 768, 4551
INVAR-10, Run: 054, P, 0, 0, 0, 0, 89, 89, 0, 0, 1, 600, 0, 22, 200, 764, 4275, 100, 60, 39, 89, 200, 300, 853, 4275
INVAR-10, Run: 055, P, 0, 0, 0, 0, 91, 91, 0, 0, 1, 600, 0, 18, 200, 849, 4086, 100, 65, 34, 91, 200, 300, 940, 4086
INVAR-10, Run: 056, P, 0, 0, 0, 0, 88, 88, 0, 0, 1, 600, 0, 24, 200, 747, 5290, 100, 57, 42, 88, 200, 300, 835, 5290
INVAR-10, Run: 057, P, 0, 0, 0, 0, 89, 89, 0, 0, 1, 600, 0, 22, 200, 707, 4905, 100, 56, 43, 89, 200, 300, 796, 4905
INVAR-10, Run: 058, P, 0, 0, 0, 0, 91, 91, 0, 0, 1, 600, 0, 18, 200, 836, 6115, 100, 60, 39, 91, 200, 300, 927, 6115
INVAR-10, Run: 059, P, 0, 0, 0, 0, 92, 92, 0, 0, 1, 600, 0, 16, 200, 746, 6178, 100, 63, 36, 92, 200, 300, 838, 6178
INVAR-10, Run: 060, P, 0, 0, 0, 0, 91, 91, 0, 0, 1, 600, 0, 18, 200, 744, 5185, 100, 62, 37, 91, 200, 300, 835, 5185
INVAR-10, Run: 061, P, 0, 0, 0, 0, 91, 91, 0, 0, 1, 600, 0, 18, 200, 937, 4545, 100, 63, 36, 91, 200, 300, 1028, 4545
INVAR-10, Run: 062, P, 0, 0, 0, 0, 91, 91, 0, 0, 1, 600, 0, 18, 200, 757, 5555, 100, 64, 35, 91, 200, 300, 848, 5555
