Input Number, Run_Number, Result@ 100, Y, X1, H, M, PO, CE, D, CO, PE, A, B, NEW_REACTION, Reaction1, Reaction10, Reaction11, Reaction2, Reaction3, Reaction4, Reaction5, Reaction6, Reaction7, Reaction8, Reaction9
INVAR-1, Run: 031, P, 0, 0, 0, 0, 0, 9, 0, 10, 1, 44, 0, 19, 18, 17, 96, 9, 6, 2, 9, 18, 27, 26, 106
INVAR-1, Run: 032, P, 0, 0, 0, 0, 0, 9, 0, 0, 1, 54, 0, 9, 18, 8, 102, 9, 5, 3, 9, 18, 27, 17, 102
INVAR-1, Run: 033, P, 0, 0, 0, 0, 0, 9, 0, 26, 1, 28, 0, 35, 18, 18, 108, 9, 6, 2, 9, 18, 27, 27, 134
INVAR-1, Run: 034, P, 0, 0, 0, 0, 0, 9, 0, 37, 1, 17, 0, 46, 18, 28, 131, 9, 5, 3, 9, 18, 27, 37, 168
INVAR-1, Run: 035, P, 0, 0, 0, 0, 0, 9, 0, 29, 1, 25, 0, 38, 18, 15, 82, 9, 6, 2, 9, 18, 27, 24, 111
INVAR-1, Run: 036, P, 0, 0, 0, 0, 0, 9, 0, 6, 1, 48, 0, 15, 18, 15, 89, 9, 4, 4, 9, 18, 27, 24, 95
INVAR-1, Run: 037, P, 0, 0, 0, 0, 0, 9, 0, 39, 1, 15, 0, 48, 18, 21, 99, 9, 5, 3, 9, 18, 27, 30, 138
INVAR-1, Run: 038, P, 0, 0, 0, 0, 0, 9, 0, 28, 1, 26, 0, 37, 18, 16, 121, 9, 4, 4, 9, 18, 27, 25, 149
INVAR-1, Run: 039, P, 0, 0, 0, 0, 0, 9, 0, 2, 1, 52, 0, 11, 18, 8, 41, 9, 6, 2, 9, 18, 27, 17, 43
INVAR-1, Run: 040, P, 0, 0, 0, 0, 0, 9, 0, 5, 1, 49, 0, 14, 18, 17, 134, 9, 3, 5, 9, 18, 27, 26, 139
INVAR-1, Run: 041, P, 0, 0, 0, 0, 0, 9, 0, 10, 1, 44, 0, 19, 18, 22, 101, 9, 2, 6, 9, 18, 27, 31, 111
INVAR-1, Run: 042, P, 0, 0, 0, 0, 0, 9, 0, 1, 1, 53, 0, 10, 18, 16, 66, 9, 6, 2, 9, 18, 27, 25, 67
INVAR-1, Run: 043, P, 0, 0, 0, 0, 0, 9, 0, 0, 1, 54, 0, 9, 18, 12, 45, 9, 4, 4, 9, 18, 27, 21, 45
INVAR-1, Run: 044, P, 0, 0, 0, 0, 0, 9, 0, 24, 1, 30, 0, 33, 18, 12, 57, 9, 7, 1, 9, 18, 27, 21, 81
INVAR-1, Run: 045, P, 0, 0, 0, 0, 0, 9, 0, 10, 1, 44, 0, 19, 18, 21, 112, 9, 5, 3, 9, 18, 27, 30, 122
INVAR-1, Run: 046, P, 0, 0, 0, 0, 0, 9, 0, 13, 1, 41, 0, 22, 18, 13, 82, 9, 6, 2, 9, 18, 27, 22, 95
INVAR-1, Run: 047, P, 0, 0, 0, 0, 0, 9, 0, 7, 1, 47, 0, 16, 18, 18, 104, 9, 5, 3, 9, 18, 27, 27, 111
INVAR-1, Run: 048, P, 0, 0, 0, 0, 0, 9, 0, 8, 1, 46, 0, 17, 18, 15, 65, 9, 5, 3, 9, 18, 27, 24, 73
INVAR-1, Run: 049, P, 0, 0, 0, 0, 0, 9, 0, 31, 1, 23, 0, 40, 18, 16, 51, 9, 4, 4, 9, 18, 27, 25, 82
INVAR-1, Run: 050, P, 0, 0, 0, 0, 0, 9, 0, 2, 1, 52, 0, 11, 18, 12, 74, 9, 6, 2, 9, 18, 27, 21, 76
INVAR-1, Run: 051, P, 0, 0, 0, 0, 0, 9, 0, 0, 1, 54, 0, 9, 18, 11, 51, 9, 7, 1, 9, 18, 27, 20, 51
INVAR-1, Run: 052, P, 0, 0, 0, 0, 0, 9, 0, 2, 1, 52, 0, 11, 18, 13, 69, 9, 6, 2, 9, 18, 27, 22, 71
INVAR-1, Run: 053, P, 0, 0, 0, 0, 0, 9, 0, 9, 1, 45, 0, 18, 18, 16, 98, 9, 5, 3, 9, 18, 27, 25, 107
INVAR-1, Run: 054, P, 0, 0, 0, 0, 0, 9, 0, 11, 1, 43, 0, 20, 18, 15, 86, 9, 6, 2, 9, 18, 27, 24, 97
INVAR-1, Run: 055, P, 0, 0, 0, 0, 0, 9, 0, 25, 1, 29, 0, 34, 18, 16, 66, 9, 4, 4, 9, 18, 27, 25, 91
INVAR-1, Run: 056, P, 0, 0, 0, 0, 0, 9, 0, 13, 1, 41, 0, 22, 18, 13, 109, 9, 4, 4, 9, 18, 27, 22, 122
INVAR-1, Run: 057, P, 0, 0, 0, 0, 0, 9, 0, 14, 1, 40, 0, 23, 18, 13, 109, 9, 6, 2, 9, 18, 27, 22, 123
INVAR-1, Run: 058, P, 0, 0, 0, 0, 0, 9, 0, 3, 1, 51, 0, 12, 18, 20, 58, 9, 5, 3, 9, 18, 27, 29, 61
INVAR-1, Run: 059, P, 0, 0, 0, 0, 0, 9, 0, 16, 1, 38, 0, 25, 18, 15, 99, 9, 5, 3, 9, 18, 27, 24, 115
INVAR-1, Run: 060, P, 0, 0, 0, 0, 0, 9, 0, 7, 1, 47, 0, 16, 18, 12, 95, 9, 5, 3, 9, 18, 27, 21, 102
INVAR-1, Run: 061, P, 0, 0, 0, 0, 0, 9, 0, 27, 1, 27, 0, 36, 18, 11, 53, 9, 3, 5, 9, 18, 27, 20, 80
INVAR-1, Run: 062, P, 0, 0, 0, 0, 0, 9, 0, 22, 1, 32, 0, 31, 18, 21, 94, 9, 5, 3, 9, 18, 27, 30, 116
INVAR-1, Run: 063, P, 0, 0, 0, 0, 0, 9, 0, 31, 1, 23, 0, 40, 18, 8, 52, 9, 6, 2, 9, 18, 27, 17, 83
INVAR-1, Run: 064, P, 0, 0, 0, 0, 0, 9, 0, 4, 1, 50, 0, 13, 18, 12, 79, 9, 4, 4, 9, 18, 27, 21, 83
INVAR-1, Run: 065, P, 0, 0, 0, 0, 0, 9, 0, 5, 1, 49, 0, 14, 18, 12, 61, 9, 6, 2, 9, 18, 27, 21, 66
INVAR-1, Run: 066, P, 0, 0, 0, 0, 0, 9, 0, 6, 1, 48, 0, 15, 18, 14, 59, 9, 6, 2, 9, 18, 27, 23, 65
INVAR-1, Run: 067, P, 0, 0, 0, 0, 0, 9, 0, 10, 1, 44, 0, 19, 18, 18, 103, 9, 6, 2, 9, 18, 27, 27, 113
INVAR-1, Run: 068, P, 0, 0, 0, 0, 0, 9, 0, 10, 1, 44, 0, 19, 18, 27, 125, 9, 5, 3, 9, 18, 27, 36, 135
INVAR-1, Run: 069, P, 0, 0, 0, 0, 0, 9, 0, 13, 1, 41, 0, 22, 18, 13, 80, 9, 5, 3, 9, 18, 27, 22, 93
INVAR-1, Run: 070, P, 0, 0, 0, 0, 0, 9, 0, 6, 1, 48, 0, 15, 18, 26, 107, 9, 5, 3, 9, 18, 27, 35, 113
INVAR-1, Run: 071, P, 0, 0, 0, 0, 0, 9, 0, 17, 1, 37, 0, 26, 18, 5, 96, 9, 8, 0, 9, 18, 27, 14, 113
INVAR-1, Run: 072, P, 0, 0, 0, 0, 0, 9, 0, 3, 1, 51, 0, 12, 18, 14, 141, 9, 7, 1, 9, 18, 27, 23, 144
INVAR-1, Run: 073, P, 0, 0, 0, 0, 0, 9, 0, 20, 1, 34, 0, 29, 18, 17, 114, 9, 5, 3, 9, 18, 27, 26, 134
INVAR-1, Run: 074, P, 0, 0, 0, 0, 0, 9, 0, 5, 1, 49, 0, 14, 18, 20, 147, 9, 1, 7, 9, 18, 27, 29, 152
INVAR-1, Run: 075, P, 0, 0, 0, 0, 0, 9, 0, 5, 1, 49, 0, 14, 18, 6, 104, 9, 7, 1, 9, 18, 27, 15, 109
INVAR-1, Run: 076, P, 0, 0, 0, 0, 0, 9, 0, 17, 1, 37, 0, 26, 18, 6, 81, 9, 5, 3, 9, 18, 27, 15, 98
INVAR-1, Run: 077, P, 0, 0, 0, 0, 0, 9, 0, 1, 1, 53, 0, 10, 18, 18, 59, 9, 3, 5, 9, 18, 27, 27, 60
INVAR-1, Run: 078, P, 0, 0, 0, 0, 0, 9, 0, 3, 1, 51, 0, 12, 18, 21, 76, 9, 3, 5, 9, 18, 27, 30, 79
INVAR-1, Run: 079, P, 0, 0, 0, 0, 0, 9, 0, 35, 1, 19, 0, 44, 18, 14, 65, 9, 7, 1, 9, 18, 27, 23, 100
INVAR-1, Run: 080, P, 0, 0, 0, 0, 0, 9, 0, 16, 1, 38, 0, 25, 18, 15, 94, 9, 6, 2, 9, 18, 27, 24, 110
INVAR-1, Run: 081, P, 0, 0, 0, 0, 0, 9, 0, 3, 1, 51, 0, 12, 18, 12, 60, 9, 6, 2, 9, 18, 27, 21, 63
INVAR-1, Run: 082, P, 0, 0, 0, 0, 0, 9, 0, 0, 1, 54, 0, 9, 18, 10, 38, 9, 5, 3, 9, 18, 27, 19, 38
INVAR-1, Run: 083, P, 0, 0, 0, 0, 0, 9, 0, 0, 1, 54, 0, 9, 18, 9, 74, 9, 6, 2, 9, 18, 27, 18, 74
INVAR-1, Run: 084, P, 0, 0, 0, 0, 0, 9, 0, 0, 1, 54, 0, 9, 18, 10, 53, 9, 6, 2, 9, 18, 27, 19, 53
INVAR-1, Run: 085, P, 0, 0, 0, 0, 0, 9, 0, 14, 1, 40, 0, 23, 18, 18, 119, 9, 4, 4, 9, 18, 27, 27, 133
INVAR-1, Run: 086, P, 0, 0, 0, 0, 0, 9, 0, 20, 1, 34, 0, 29, 18, 23, 143, 9, 5, 3, 9, 18, 27, 32, 163
INVAR-1, Run: 087, P, 0, 0, 0, 0, 0, 9, 0, 22, 1, 32, 0, 31, 18, 10, 78, 9, 7, 1, 9, 18, 27, 19, 100
INVAR-1, Run: 088, P, 0, 0, 0, 0, 0, 9, 0, 0, 1, 54, 0, 9, 18, 9, 58, 9, 5, 3, 9, 18, 27, 18, 58
INVAR-1, Run: 089, P, 0, 0, 0, 0, 0, 9, 0, 5, 1, 49, 0, 14, 18, 13, 45, 9, 5, 3, 9, 18, 27, 22, 50
INVAR-1, Run: 090, P, 0, 0, 0, 0, 0, 9, 0, 19, 1, 35, 0, 28, 18, 13, 69, 9, 6, 2, 9, 18, 27, 22, 88
INVAR-1, Run: 091, P, 0, 0, 0, 0, 0, 9, 0, 8, 1, 46, 0, 17, 18, 8, 73, 9, 7, 1, 9, 18, 27, 17, 81
INVAR-1, Run: 092, P, 0, 0, 0, 0, 0, 9, 0, 5, 1, 49, 0, 14, 18, 14, 61, 9, 5, 3, 9, 18, 27, 23, 66
INVAR-1, Run: 093, P, 0, 0, 0, 0, 0, 9, 0, 0, 1, 54, 0, 9, 18, 18, 69, 9, 4, 4, 9, 18, 27, 27, 69
INVAR-1, Run: 094, P, 0, 0, 0, 0, 0, 9, 0, 17, 1, 37, 0, 26, 18, 22, 133, 9, 5, 3, 9, 18, 27, 31, 150
INVAR-1, Run: 095, P, 0, 0, 0, 0, 0, 9, 0, 10, 1, 44, 0, 19, 18, 10, 69, 9, 8, 0, 9, 18, 27, 19, 79
INVAR-1, Run: 096, P, 0, 0, 0, 0, 0, 9, 0, 17, 1, 37, 0, 26, 18, 21, 97, 9, 5, 3, 9, 18, 27, 30, 114
INVAR-1, Run: 097, P, 0, 0, 0, 0, 0, 9, 0, 2, 1, 52, 0, 11, 18, 24, 87, 9, 2, 6, 9, 18, 27, 33, 89
INVAR-1, Run: 098, P, 0, 0, 0, 0, 0, 9, 0, 0, 1, 54, 0, 9, 18, 11, 67, 9, 7, 1, 9, 18, 27, 20, 67
INVAR-1, Run: 099, P, 0, 0, 0, 0, 0, 9, 0, 22, 1, 32, 0, 31, 18, 12, 46, 9, 6, 2, 9, 18, 27, 21, 68
INVAR-1, Run: 100, P, 0, 0, 0, 0, 0, 9, 0, 4, 1, 50, 0, 13, 18, 13, 75, 9, 4, 4, 9, 18, 27, 22, 79
INVAR-10, Run: 001, P, 0, 0, 0, 0, 0, 100, 0, 0, 1, 600, 0, 100, 200, 705, 4625, 100, 67, 32, 100, 200, 300, 805, 4625
INVAR-10, Run: 002, P, 0, 0, 0, 0, 0, 100, 0, 0, 1, 600, 0, 100, 200, 803, 4483, 100, 57, 42, 100, 200, 300, 903, 4483
INVAR-10, Run: 003, P, 0, 0, 0, 0, 0, 100, 0, 69, 1, 531, 0, 169, 200, 846, 4795, 100, 58, 41, 100, 200, 300, 946, 4864
INVAR-10, Run: 004, P, 0, 0, 0, 0, 0, 100, 0, 87, 1, 513, 0, 187, 200, 1124, 5918, 100, 53, 46, 100, 200, 300, 1224, 6005
INVAR-10, Run: 005, P, 0, 0, 0, 0, 0, 100, 0, 410, 1, 190, 0, 510, 200, 923, 4009, 100, 64, 35, 100, 200, 300, 1023, 4419
INVAR-10, Run: 006, P, 0, 0, 0, 0, 0, 100, 0, 220, 1, 380, 0, 320, 200, 822, 4600, 100, 64, 35, 100, 200, 300, 922, 4820
INVAR-10, Run: 007, P, 0, 0, 0, 0, 0, 100, 0, 0, 1, 600, 0, 100, 200, 820, 4673, 100, 60, 39, 100, 200, 300, 920, 4673
INVAR-10, Run: 008, P, 0, 0, 0, 0, 0, 100, 0, 0, 1, 600, 0, 100, 200, 965, 4804, 100, 59, 40, 100, 200, 300, 1065, 4804
INVAR-10, Run: 009, P, 0, 0, 0, 0, 0, 100, 0, 310, 1, 290, 0, 410, 200, 854, 4040, 100, 65, 34, 100, 200, 300, 954, 4350
INVAR-10, Run: 010, P, 0, 0, 0, 0, 0, 100, 0, 0, 1, 600, 0, 100, 200, 849, 5972, 100, 66, 33, 100, 200, 300, 949, 5972
INVAR-10, Run: 011, P, 0, 0, 0, 0, 0, 100, 0, 62, 1, 538, 0, 162, 200, 917, 5722, 100, 66, 33, 100, 200, 300, 1017, 5784
INVAR-10, Run: 012, P, 0, 0, 0, 0, 0, 100, 0, 348, 1, 252, 0, 448, 200, 954, 4818, 100, 52, 47, 100, 200, 300, 1054, 5166
INVAR-10, Run: 013, P, 0, 0, 0, 0, 0, 100, 0, 0, 1, 600, 0, 100, 200, 733, 4689, 100, 54, 45, 100, 200, 300, 833, 4689
INVAR-10, Run: 014, P, 0, 0, 0, 0, 0, 100, 0, 10, 1, 590, 0, 110, 200, 725, 4623, 100, 65, 34, 100, 200, 300, 825, 4633
INVAR-10, Run: 015, P, 0, 0, 0, 0, 0, 100, 0, 206, 1, 394, 0, 306, 200, 707, 4482, 100, 69, 30, 100, 200, 300, 807, 4688
INVAR-10, Run: 016, P, 0, 0, 0, 0, 0, 100, 0, 0, 1, 600, 0, 100, 200, 853, 5067, 100, 54, 45, 100, 200, 300, 953, 5067
INVAR-10, Run: 017, P, 0, 0, 0, 0, 0, 100, 0, 153, 1, 447, 0, 253, 200, 731, 4171, 100, 55, 44, 100, 200, 300, 831, 4324
INVAR-10, Run: 018, P, 0, 0, 0, 0, 0, 100, 0, 139, 1, 461, 0, 239, 200, 663, 4518, 100, 63, 36, 100, 200, 300, 763, 4657
INVAR-10, Run: 019, P, 0, 0, 0, 0, 0, 100, 0, 110, 1, 490, 0, 210, 200, 685, 4521, 100, 69, 30, 100, 200, 300, 785, 4631
INVAR-10, Run: 020, P, 0, 0, 0, 0, 0, 100, 0, 0, 1, 600, 0, 100, 200, 949, 4400, 100, 58, 41, 100, 200, 300, 1049, 4400
INVAR-10, Run: 021, P, 0, 0, 0, 0, 0, 100, 0, 242, 1, 358, 0, 342, 200, 605, 3923, 100, 67, 32, 100, 200, 300, 705, 4165
INVAR-10, Run: 022, P, 0, 0, 0, 0, 0, 100, 0, 293, 1, 307, 0, 393, 200, 854, 5929, 100, 57, 42, 100, 200, 300, 954, 6222
INVAR-10, Run: 023, P, 0, 0, 0, 0, 0, 100, 0, 390, 1, 210, 0, 490, 200, 679, 4342, 100, 66, 33, 100, 200, 300, 779, 4732
INVAR-10, Run: 024, P, 0, 0, 0, 0, 0, 100, 0, 0, 1, 600, 0, 100, 200, 750, 4224, 100, 66, 33, 100, 200, 300, 850, 4224
INVAR-10, Run: 025, P, 0, 0, 0, 0, 0, 100, 0, 27, 1, 573, 0, 127, 200, 781, 3912, 100, 60, 39, 100, 200, 300, 881, 3939
INVAR-10, Run: 026, P, 0, 0, 0, 0, 0, 100, 0, 60, 1, 540, 0, 160, 200, 675, 4518, 100, 57, 42, 100, 200, 300, 775, 4578
INVAR-10, Run: 027, P, 0, 0, 0, 0, 0, 100, 0, 0, 1, 600, 0, 100, 200, 969, 4866, 100, 61, 38, 100, 200, 300, 1069, 4866
INVAR-10, Run: 028, P, 0, 0, 0, 0, 0, 100, 0, 237, 1, 363, 0, 337, 200, 781, 4599, 100, 57, 42, 100, 200, 300, 881, 4836
INVAR-10, Run: 029, P, 0, 0, 0, 0, 0, 100, 0, 123, 1, 477, 0, 223, 200, 932, 5404, 100, 64, 35, 100, 200, 300, 1032, 5527
INVAR-10, Run: 030, P, 0, 0, 0, 0, 0, 100, 0, 0, 1, 600, 0, 100, 200, 752, 3200, 100, 62, 37, 100, 200, 300, 852, 3200
INVAR-10, Run: 031, P, 0, 0, 0, 0, 0, 100, 0, 0, 1, 600, 0, 100, 200, 872, 3722, 100, 60, 39, 100, 200, 300, 972, 3722
INVAR-10, Run: 032, P, 0, 0, 0, 0, 0, 100, 0, 9, 1, 591, 0, 109, 200, 904, 4469, 100, 52, 47, 100, 200, 300, 1004, 4478
INVAR-10, Run: 033, P, 0, 0, 0, 0, 0, 100, 0, 484, 1, 116, 0, 584, 200, 917, 3257, 100, 55, 44, 100, 200, 300, 1017, 3741
INVAR-10, Run: 034, P, 0, 0, 0, 0, 0, 100, 0, 41, 1, 559, 0, 141, 200, 1047, 5985, 100, 63, 36, 100, 200, 300, 1147, 6026
INVAR-10, Run: 035, P, 0, 0, 0, 0, 0, 100, 0, 298, 1, 302, 0, 398, 200, 734, 5297, 100, 68, 31, 100, 200, 300, 834, 5595
INVAR-10, Run: 036, P, 0, 0, 0, 0, 0, 100, 0, 0, 1, 600, 0, 100, 200, 1225, 5450, 100, 66, 33, 100, 200, 300, 1325, 5450
INVAR-10, Run: 037, P, 0, 0, 0, 0, 0, 100, 0, 0, 1, 600, 0, 100, 200, 715, 4551, 100, 77, 22, 100, 200, 300, 815, 4551
INVAR-10, Run: 038, P, 0, 0, 0, 0, 0, 100, 0, 0, 1, 600, 0, 100, 200, 981, 4787, 100, 61, 38, 100, 200, 300, 1081, 4787
INVAR-10, Run: 039, P, 0, 0, 0, 0, 0, 100, 0, 153, 1, 447, 0, 253, 200, 987, 5352, 100, 66, 33, 100, 200, 300, 1087, 5505
INVAR-10, Run: 040, P, 0, 0, 0, 0, 0, 100, 0, 30, 1, 570, 0, 130, 200, 732, 5074, 100, 61, 38, 100, 200, 300, 832, 5104
INVAR-10, Run: 041, P, 0, 0, 0, 0, 0, 100, 0, 114, 1, 486, 0, 214, 200, 888, 5463, 100, 71, 28, 100, 200, 300, 988, 5577
INVAR-10, Run: 042, P, 0, 0, 0, 0, 0, 100, 0, 54, 1, 546, 0, 154, 200, 773, 4379, 100, 64, 35, 100, 200, 300, 873, 4433
INVAR-10, Run: 043, P, 0, 0, 0, 0, 0, 100, 0, 87, 1, 513, 0, 187, 200, 749, 3755, 100, 67, 32, 100, 200, 300, 849, 3842
INVAR-10, Run: 044, P, 0, 0, 0, 0, 0, 100, 0, 206, 1, 394, 0, 306, 200, 716, 4455, 100, 68, 31, 100, 200, 300, 816, 4661
INVAR-10, Run: 045, P, 0, 0, 0, 0, 0, 100, 0, 0, 1, 600, 0, 100, 200, 881, 4274, 100, 54, 45, 100, 200, 300, 981, 4274
INVAR-10, Run: 046, P, 0, 0, 0, 0, 0, 100, 0, 0, 1, 600, 0, 100, 200, 700, 3587, 100, 58, 41, 100, 200, 300, 800, 3587
INVAR-10, Run: 047, P, 0, 0, 0, 0, 0, 100, 0, 126, 1, 474, 0, 226, 200, 772, 4415, 100, 64, 35, 100, 200, 300, 872, 4541
INVAR-10, Run: 048, P, 0, 0, 0, 0, 0, 100, 0, 0, 1, 600, 0, 100, 200, 852, 4689, 100, 65, 34, 100, 200, 300, 952, 4689
INVAR-10, Run: 049, P, 0, 0, 0, 0, 0, 100, 0, 12, 1, 588, 0, 112, 200, 781, 3638, 100, 64, 35, 100, 200, 300, 881, 3650
INVAR-10, Run: 050, P, 0, 0, 0, 0, 0, 100, 0, 159, 1, 441, 0, 259, 200, 725, 4492, 100, 61, 38, 100, 200, 300, 825, 4651
INVAR-10, Run: 051, P, 0, 0, 0, 0, 0, 100, 0, 0, 1, 600, 0, 100, 200, 1031, 5435, 100, 48, 51, 100, 200, 300, 1131, 5435
INVAR-10, Run: 052, P, 0, 0, 0, 0, 0, 100, 0, 0, 1, 600, 0, 100, 200, 963, 4866, 100, 56, 43, 100, 200, 300, 1063, 4866
INVAR-10, Run: 053, P, 0, 0, 0, 0, 0, 100, 0, 62, 1, 538, 0, 162, 200, 705, 4398, 100, 61, 38, 100, 200, 300, 805, 4460
INVAR-10, Run: 054, P, 0, 0, 0, 0, 0, 100, 0, 122, 1, 478, 0, 222, 200, 1018, 4438, 100, 63, 36, 100, 200, 300, 1118, 4560
INVAR-10, Run: 055, P, 0, 0, 0, 0, 0, 100, 0, 66, 1, 534, 0, 166, 200, 722, 4674, 100, 60, 39, 100, 200, 300, 822, 4740
INVAR-10, Run: 056, P, 0, 0, 0, 0, 0, 100, 0, 0, 1, 600, 0, 100, 200, 854, 4250, 100, 68, 31, 100, 200, 300, 954, 4250
INVAR-10, Run: 057, P, 0, 0, 0, 0, 0, 100, 0, 8, 1, 592, 0, 108, 200, 891, 4966, 100, 58, 41, 100, 200, 300, 991, 4974
INVAR-10, Run: 058, P, 0, 0, 0, 0, 0, 100, 0, 0, 1, 600, 0, 100, 200, 798, 4595, 100, 60, 39, 100, 200, 300, 898, 4595
INVAR-10, Run: 059, P, 0, 0, 0, 0, 0, 100, 0, 9, 1, 591, 0, 109, 200, 825, 5011, 100, 67, 32, 100, 200, 300, 925, 5020
INVAR-10, Run: 060, P, 0, 0, 0, 0, 0, 100, 0, 162, 1, 438, 0, 262, 200, 793, 4262, 100, 59, 40, 100, 200, 300, 893, 4424
INVAR-10, Run: 061, P, 0, 0, 0, 0, 0, 100, 0, 344, 1, 256, 0, 444, 200, 854, 4916, 100, 64, 35, 100, 200, 300, 954, 5260
INVAR-10, Run: 062, P, 0, 0, 0, 0, 0, 100, 0, 227, 1, 373, 0, 327, 200, 899, 3874, 100, 65, 34, 100, 200, 300, 999, 4101
