Input Number, Run_Number, Result@ 100, CO, X1, Y, H, M, PO, CE, D, PE, A, B
10, Run: 064, P, 277, 0, 439, 1, 0, 1, 0, 59, 0, 0, 1
10, Run: 065, P, 285, 0, 443, 1, 0, 1, 0, 60, 0, 0, 1
10, Run: 066, P, 285, 0, 443, 1, 0, 1, 0, 60, 0, 0, 1
10, Run: 067, P, 309, 0, 455, 1, 0, 1, 0, 63, 0, 0, 1
10, Run: 068, P, 0, 0, 229, 0, 0, 0, 57, 0, 1, 256, 0
10, Run: 069, P, 261, 0, 431, 1, 0, 1, 0, 57, 0, 0, 1
10, Run: 070, P, 0, 0, 220, 0, 0, 0, 60, 0, 1, 280, 0
10, Run: 071, P, 0, 0, 214, 0, 0, 0, 62, 0, 1, 296, 0
10, Run: 072, P, 0, 0, 217, 0, 0, 0, 61, 0, 1, 288, 0
10, Run: 073, P, 0, 0, 220, 0, 0, 0, 60, 0, 1, 280, 0
10, Run: 074, P, 0, 0, 214, 0, 0, 0, 62, 0, 1, 296, 0
10, Run: 075, P, 269, 0, 435, 1, 0, 1, 0, 58, 0, 0, 1
10, Run: 076, P, 0, 0, 214, 0, 0, 0, 62, 0, 1, 296, 0
10, Run: 077, P, 253, 0, 427, 1, 0, 1, 0, 56, 0, 0, 1
10, Run: 078, P, 0, 0, 223, 0, 0, 0, 59, 0, 1, 272, 0
10, Run: 079, P, 0, 0, 223, 0, 0, 0, 59, 0, 1, 272, 0
10, Run: 080, P, 0, 0, 217, 0, 0, 0, 61, 0, 1, 288, 0
10, Run: 081, P, 0, 0, 223, 0, 0, 0, 59, 0, 1, 272, 0
10, Run: 082, P, 309, 0, 455, 1, 0, 1, 0, 63, 0, 0, 1
10, Run: 083, P, 301, 0, 451, 1, 0, 1, 0, 62, 0, 0, 1
10, Run: 084, P, 0, 0, 205, 0, 0, 0, 65, 0, 1, 320, 0
10, Run: 085, P, 0, 0, 235, 0, 0, 0, 55, 0, 1, 240, 0
10, Run: 086, P, 309, 0, 455, 1, 0, 1, 0, 63, 0, 0, 1
10, Run: 087, P, 293, 0, 447, 1, 0, 1, 0, 61, 0, 0, 1
10, Run: 088, P, 309, 0, 455, 1, 0, 1, 0, 63, 0, 0, 1
10, Run: 089, P, 293, 0, 447, 1, 0, 1, 0, 61, 0, 0, 1
10, Run: 090, P, 285, 0, 443, 1, 0, 1, 0, 60, 0, 0, 1
10, Run: 091, P, 0, 0, 229, 0, 0, 0, 57, 0, 1, 256, 0
10, Run: 092, P, 293, 0, 447, 1, 0, 1, 0, 61, 0, 0, 1
10, Run: 093, P, 293, 0, 447, 1, 0, 1, 0, 61, 0, 0, 1
10, Run: 094, P, 0, 0, 214, 0, 0, 0, 62, 0, 1, 296, 0
10, Run: 095, P, 285, 0, 443, 1, 0, 1, 0, 60, 0, 0, 1
10, Run: 096, P, 301, 0, 451, 1, 0, 1, 0, 62, 0, 0, 1
10, Run: 097, P, 0, 0, 226, 0, 0, 0, 58, 0, 1, 264, 0
10, Run: 098, P, 285, 0, 443, 1, 0, 1, 0, 60, 0, 0, 1
10, Run: 099, P, 0, 0, 220, 0, 0, 0, 60, 0, 1, 280, 0
10, Run: 100, P, 261, 0, 431, 1, 0, 1, 0, 57, 0, 0, 1
2, Run: 001, P, 85, 0, 127, 1, 0, 1, 0, 17, 0, 0, 1
2, Run: 002, P, 0, 0, 55, 0, 0, 0, 19, 0, 1, 96, 0
2, Run: 003, P, 69, 0, 119, 1, 0, 1, 0, 15, 0, 0, 1
2, Run: 004, P, 0, 0, 58, 0, 0, 0, 18, 0, 1, 88, 0
2, Run: 005, P, 0, 0, 70, 0, 0, 0, 14, 0, 1, 56, 0
2, Run: 006, P, 0, 0, 52, 0, 0, 0, 20, 0, 1, 104, 0
2, Run: 007, P, 0, 0, 52, 0, 0, 0, 20, 0, 1, 104, 0
2, Run: 008, P, 0, 0, 64, 0, 0, 0, 16, 0, 1, 72, 0
2, Run: 009, P, 0, 0, 70, 0, 0, 0, 14, 0, 1, 56, 0
2, Run: 010, P, 93, 0, 131, 1, 0, 1, 0, 18, 0, 0, 1
2, Run: 011, P, 77, 0, 123, 1, 0, 1, 0, 16, 0, 0, 1
2, Run: 012, P, 0, 0, 55, 0, 0, 0, 19, 0, 1, 96, 0
2, Run: 013, P, 85, 0, 127, 1, 0, 1, 0, 17, 0, 0, 1
2, Run: 014, P, 77, 0, 123, 1, 0, 1, 0, 16, 0, 0, 1
2, Run: 015, P, 0, 0, 55, 0, 0, 0, 19, 0, 1, 96, 0
2, Run: 016, P, 85, 0, 127, 1, 0, 1, 0, 17, 0, 0, 1
2, Run: 017, P, 0, 0, 55, 0, 0, 0, 19, 0, 1, 96, 0
2, Run: 018, P, 0, 0, 55, 0, 0, 0, 19, 0, 1, 96, 0
2, Run: 019, P, 0, 0, 61, 0, 0, 0, 17, 0, 1, 80, 0
2, Run: 020, P, 0, 0, 52, 0, 0, 0, 20, 0, 1, 104, 0
2, Run: 021, P, 0, 0, 52, 0, 0, 0, 20, 0, 1, 104, 0
2, Run: 022, P, 85, 0, 127, 1, 0, 1, 0, 17, 0, 0, 1
2, Run: 023, P, 0, 0, 55, 0, 0, 0, 19, 0, 1, 96, 0
2, Run: 024, P, 0, 0, 55, 0, 0, 0, 19, 0, 1, 96, 0
2, Run: 025, P, 85, 0, 127, 1, 0, 1, 0, 17, 0, 0, 1
2, Run: 026, P, 0, 0, 55, 0, 0, 0, 19, 0, 1, 96, 0
2, Run: 027, P, 85, 0, 127, 1, 0, 1, 0, 17, 0, 0, 1
2, Run: 028, P, 85, 0, 127, 1, 0, 1, 0, 17, 0, 0, 1
2, Run: 029, P, 85, 0, 127, 1, 0, 1, 0, 17, 0, 0, 1
2, Run: 030, P, 109, 0, 139, 1, 0, 1, 0, 20, 0, 0, 1
2, Run: 031, P, 0, 0, 64, 0, 0, 0, 16, 0, 1, 72, 0
2, Run: 032, P, 117, 0, 143, 1, 0, 1, 0, 21, 0, 0, 1
2, Run: 033, P, 85, 0, 127, 1, 0, 1, 0, 17, 0, 0, 1
2, Run: 034, P, 85, 0, 127, 1, 0, 1, 0, 17, 0, 0, 1
2, Run: 035, P, 0, 0, 61, 0, 0, 0, 17, 0, 1, 80, 0
2, Run: 036, P, 0, 0, 58, 0, 0, 0, 18, 0, 1, 88, 0
2, Run: 037, P, 93, 0, 131, 1, 0, 1, 0, 18, 0, 0, 1
2, Run: 038, P, 85, 0, 127, 1, 0, 1, 0, 17, 0, 0, 1
2, Run: 039, P, 85, 0, 127, 1, 0, 1, 0, 17, 0, 0, 1
2, Run: 040, P, 85, 0, 127, 1, 0, 1, 0, 17, 0, 0, 1
2, Run: 041, P, 93, 0, 131, 1, 0, 1, 0, 18, 0, 0, 1
2, Run: 042, P, 0, 0, 61, 0, 0, 0, 17, 0, 1, 80, 0
2, Run: 043, P, 0, 0, 58, 0, 0, 0, 18, 0, 1, 88, 0
2, Run: 044, P, 77, 0, 123, 1, 0, 1, 0, 16, 0, 0, 1
2, Run: 045, P, 77, 0, 123, 1, 0, 1, 0, 16, 0, 0, 1
2, Run: 046, P, 101, 0, 135, 1, 0, 1, 0, 19, 0, 0, 1
2, Run: 047, P, 93, 0, 131, 1, 0, 1, 0, 18, 0, 0, 1
2, Run: 048, P, 85, 0, 127, 1, 0, 1, 0, 17, 0, 0, 1
2, Run: 049, P, 93, 0, 131, 1, 0, 1, 0, 18, 0, 0, 1
2, Run: 050, P, 69, 0, 119, 1, 0, 1, 0, 15, 0, 0, 1
2, Run: 051, P, 0, 0, 55, 0, 0, 0, 19, 0, 1, 96, 0
2, Run: 052, P, 0, 0, 58, 0, 0, 0, 18, 0, 1, 88, 0
2, Run: 053, P, 0, 0, 58, 0, 0, 0, 18, 0, 1, 88, 0
2, Run: 054, P, 85, 0, 127, 1, 0, 1, 0, 17, 0, 0, 1
2, Run: 055, P, 0, 0, 64, 0, 0, 0, 16, 0, 1, 72, 0
2, Run: 056, P, 93, 0, 131, 1, 0, 1, 0, 18, 0, 0, 1
2, Run: 057, P, 0, 0, 52, 0, 0, 0, 20, 0, 1, 104, 0
2, Run: 058, P, 101, 0, 135, 1, 0, 1, 0, 19, 0, 0, 1
2, Run: 059, P, 85, 0, 127, 1, 0, 1, 0, 17, 0, 0, 1
2, Run: 060, P, 0, 0, 55, 0, 0, 0, 19, 0, 1, 96, 0
2, Run: 061, P, 77, 0, 123, 1, 0, 1, 0, 16, 0, 0, 1
2, Run: 062, P, 0, 0, 55, 0, 0, 0, 19, 0, 1, 96, 0
2, Run: 063, P, 77, 0, 123, 1, 0, 1, 0, 16, 0, 0, 1
2, Run: 064, P, 85, 0, 127, 1, 0, 1, 0, 17, 0, 0, 1
2, Run: 065, P, 85, 0, 127, 1, 0, 1, 0, 17, 0, 0, 1
2, Run: 066, P, 93, 0, 131, 1, 0, 1, 0, 18, 0, 0, 1
2, Run: 067, P, 0, 0, 49, 0, 0, 0, 21, 0, 1, 112, 0
2, Run: 068, P, 77, 0, 123, 1, 0, 1, 0, 16, 0, 0, 1
2, Run: 069, P, 85, 0, 127, 1, 0, 1, 0, 17, 0, 0, 1
2, Run: 070, P, 93, 0, 131, 1, 0, 1, 0, 18, 0, 0, 1
2, Run: 071, P, 77, 0, 123, 1, 0, 1, 0, 16, 0, 0, 1
2, Run: 072, P, 101, 0, 135, 1, 0, 1, 0, 19, 0, 0, 1
2, Run: 073, P, 0, 0, 61, 0, 0, 0, 17, 0, 1, 80, 0
2, Run: 074, P, 0, 0, 58, 0, 0, 0, 18, 0, 1, 88, 0
2, Run: 075, P, 0, 0, 58, 0, 0, 0, 18, 0, 1, 88, 0
2, Run: 076, P, 101, 0, 135, 1, 0, 1, 0, 19, 0, 0, 1
2, Run: 077, P, 0, 0, 55, 0, 0, 0, 19, 0, 1, 96, 0
2, Run: 078, P, 109, 0, 139, 1, 0, 1, 0, 20, 0, 0, 1
2, Run: 079, P, 85, 0, 127, 1, 0, 1, 0, 17, 0, 0, 1
2, Run: 080, P, 0, 0, 58, 0, 0, 0, 18, 0, 1, 88, 0
2, Run: 081, P, 0, 0, 58, 0, 0, 0, 18, 0, 1, 88, 0
2, Run: 082, P, 0, 0, 49, 0, 0, 0, 21, 0, 1, 112, 0
2, Run: 083, P, 77, 0, 123, 1, 0, 1, 0, 16, 0, 0, 1
2, Run: 084, P, 0, 0, 61, 0, 0, 0, 17, 0, 1, 80, 0
2, Run: 085, P, 93, 0, 131, 1, 0, 1, 0, 18, 0, 0, 1
2, Run: 086, P, 93, 0, 131, 1, 0, 1, 0, 18, 0, 0, 1
2, Run: 087, P, 0, 0, 70, 0, 0, 0, 14, 0, 1, 56, 0
2, Run: 088, P, 101, 0, 135, 1, 0, 1, 0, 19, 0, 0, 1
2, Run: 089, P, 93, 0, 131, 1, 0, 1, 0, 18, 0, 0, 1
2, Run: 090, P, 93, 0, 131, 1, 0, 1, 0, 18, 0, 0, 1
2, Run: 091, P, 85, 0, 127, 1, 0, 1, 0, 17, 0, 0, 1
2, Run: 092, P, 101, 0, 135, 1, 0, 1, 0, 19, 0, 0, 1
2, Run: 093, P, 101, 0, 135, 1, 0, 1, 0, 19, 0, 0, 1
2, Run: 094, P, 101, 0, 135, 1, 0, 1, 0, 19, 0, 0, 1
2, Run: 095, P, 77, 0, 123, 1, 0, 1, 0, 16, 0, 0, 1
2, Run: 096, P, 93, 0, 131, 1, 0, 1, 0, 18, 0, 0, 1
2, Run: 097, P, 0, 0, 61, 0, 0, 0, 17, 0, 1, 80, 0
2, Run: 098, P, 93, 0, 131, 1, 0, 1, 0, 18, 0, 0, 1
2, Run: 099, P, 0, 0, 64, 0, 0, 0, 16, 0, 1, 72, 0
2, Run: 100, P, 69, 0, 119, 1, 0, 1, 0, 15, 0, 0, 1
3, Run: 001, P, 201, 0, 347, 1, 0, 1, 0, 45, 0, 0, 1
3, Run: 002, P, 249, 0, 371, 1, 0, 1, 0, 51, 0, 0, 1
3, Run: 003, P, 0, 0, 175, 0, 0, 0, 51, 0, 1, 244, 0
3, Run: 004, P, 217, 0, 355, 1, 0, 1, 0, 47, 0, 0, 1
3, Run: 005, P, 249, 0, 371, 1, 0, 1, 0, 51, 0, 0, 1
3, Run: 006, P, 233, 0, 363, 1, 0, 1, 0, 49, 0, 0, 1
3, Run: 007, P, 265, 0, 379, 1, 0, 1, 0, 53, 0, 0, 1
3, Run: 008, P, 225, 0, 359, 1, 0, 1, 0, 48, 0, 0, 1
3, Run: 009, P, 225, 0, 359, 1, 0, 1, 0, 48, 0, 0, 1
3, Run: 010, P, 265, 0, 379, 1, 0, 1, 0, 53, 0, 0, 1
3, Run: 011, P, 0, 0, 175, 0, 0, 0, 51, 0, 1, 244, 0
3, Run: 012, P, 241, 0, 367, 1, 0, 1, 0, 50, 0, 0, 1
3, Run: 013, P, 241, 0, 367, 1, 0, 1, 0, 50, 0, 0, 1
3, Run: 014, P, 225, 0, 359, 1, 0, 1, 0, 48, 0, 0, 1
3, Run: 015, P, 233, 0, 363, 1, 0, 1, 0, 49, 0, 0, 1
3, Run: 016, P, 217, 0, 355, 1, 0, 1, 0, 47, 0, 0, 1
3, Run: 017, P, 0, 0, 166, 0, 0, 0, 54, 0, 1, 268, 0
3, Run: 018, P, 0, 0, 178, 0, 0, 0, 50, 0, 1, 236, 0
3, Run: 019, P, 0, 0, 184, 0, 0, 0, 48, 0, 1, 220, 0
3, Run: 020, P, 241, 0, 367, 1, 0, 1, 0, 50, 0, 0, 1
3, Run: 021, P, 0, 0, 178, 0, 0, 0, 50, 0, 1, 236, 0
3, Run: 022, P, 241, 0, 367, 1, 0, 1, 0, 50, 0, 0, 1
3, Run: 023, P, 249, 0, 371, 1, 0, 1, 0, 51, 0, 0, 1
