Input Number, Run_Number, Result@ 1000, L1, U, L2, L3, L4, L5, Y, H, T1, T2, T3, T4, T5, T6, R, D, A, B, C, Reaction2, Reaction3, Reaction4, Reaction5, Reaction6, Reaction8, Reaction9, Reaction10, Reaction11, Reaction12, Reaction13, Reaction14, Reaction15, Reaction16, Reaction17, Reaction19, Reaction20, Reaction21, Reaction22, Reaction23, Reaction24, Reaction25, O1, O2, O3, O4
INVAR-1, Run: 084, P, 0, 6, 0, 0, 0, 0, 100, 0, 17, 13, 8, 2, 2, 3, 1, 5, 0, 10, 0, 124, 123, 122, 121, 120, 1, 1, 1, 1, 20, 37341, 26413, 18803, 13288, 9476, 10915, 7602, 5513, 3810, 2745, 6728, 6723, 9, 0, 1, 9
INVAR-1, Run: 085, P, 0, 6, 0, 0, 0, 0, 100, 0, 14, 9, 8, 5, 4, 4, 1, 6, 0, 10, 0, 125, 124, 124, 124, 124, 1, 0, 0, 0, 24, 37079, 26251, 18624, 13269, 9519, 10819, 7619, 5350, 3746, 2811, 6704, 6698, 9, 0, 1, 9
INVAR-1, Run: 086, P, 0, 6, 0, 0, 0, 0, 100, 0, 15, 11, 10, 5, 4, 1, 1, 4, 0, 0, 10, 128, 127, 124, 119, 116, 1, 3, 5, 3, 16, 37372, 26454, 18779, 13260, 9433, 10907, 7665, 5514, 3823, 2701, 6731, 6727, 8, 9, 0, 8
INVAR-1, Run: 087, P, 0, 6, 0, 0, 0, 0, 100, 0, 16, 4, 9, 8, 3, 2, 1, 8, 0, 10, 0, 112, 112, 112, 112, 112, 0, 0, 0, 0, 12, 37292, 26579, 18783, 13321, 9549, 10709, 7787, 5454, 3769, 2800, 6747, 6739, 10, 1, 2, 10
INVAR-1, Run: 088, P, 0, 6, 0, 0, 0, 0, 100, 0, 19, 9, 8, 4, 5, 2, 1, 3, 0, 10, 0, 132, 126, 122, 119, 116, 6, 4, 3, 3, 16, 37168, 26320, 18588, 13150, 9322, 10839, 7724, 5434, 3823, 2711, 6609, 6606, 9, 0, 1, 9
INVAR-1, Run: 089, P, 0, 6, 0, 0, 0, 0, 100, 0, 15, 13, 5, 6, 1, 4, 1, 6, 0, 10, 0, 122, 121, 121, 120, 118, 1, 0, 1, 2, 18, 37201, 26418, 18826, 13376, 9588, 10770, 7587, 5444, 3787, 2797, 6787, 6781, 9, 0, 1, 9
INVAR-1, Run: 090, P, 0, 6, 0, 0, 0, 0, 100, 0, 19, 14, 3, 7, 2, 2, 1, 3, 0, 10, 0, 123, 123, 123, 122, 120, 0, 0, 1, 2, 20, 37276, 26307, 18757, 13305, 9495, 10955, 7547, 5445, 3808, 2768, 6725, 6722, 9, 0, 1, 9
INVAR-1, Run: 091, P, 0, 6, 0, 0, 0, 0, 100, 0, 17, 11, 7, 5, 2, 3, 1, 5, 0, 10, 0, 116, 116, 116, 116, 116, 0, 0, 0, 0, 16, 37279, 26452, 18799, 13363, 9513, 10816, 7646, 5431, 3848, 2752, 6758, 6753, 9, 0, 1, 9
INVAR-1, Run: 092, P, 0, 6, 0, 0, 0, 0, 100, 0, 14, 8, 9, 6, 3, 5, 1, 5, 0, 10, 0, 118, 118, 117, 117, 117, 0, 1, 0, 0, 17, 37329, 26560, 18858, 13390, 9606, 10761, 7693, 5462, 3781, 2804, 6797, 6792, 9, 0, 1, 9
INVAR-1, Run: 093, P, 0, 6, 0, 0, 0, 0, 100, 0, 16, 9, 10, 6, 2, 1, 1, 6, 0, 10, 0, 125, 122, 121, 121, 120, 3, 1, 0, 1, 20, 37365, 26445, 18700, 13386, 9504, 10911, 7735, 5308, 3880, 2724, 6779, 6773, 9, 0, 1, 9
INVAR-1, Run: 094, P, 0, 6, 0, 0, 0, 0, 100, 0, 10, 11, 7, 6, 2, 4, 1, 10, 0, 10, 0, 134, 133, 133, 129, 126, 1, 0, 4, 3, 26, 36959, 26150, 18683, 13366, 9553, 10798, 7460, 5311, 3811, 2763, 6786, 6776, 9, 0, 1, 9
INVAR-1, Run: 095, P, 0, 6, 0, 0, 0, 0, 100, 0, 15, 9, 10, 3, 4, 3, 1, 6, 0, 10, 0, 121, 119, 118, 116, 112, 2, 1, 2, 4, 12, 37195, 26382, 18710, 13247, 9349, 10804, 7662, 5460, 3894, 2712, 6634, 6628, 9, 0, 1, 9
INVAR-1, Run: 096, P, 0, 6, 0, 0, 0, 0, 100, 0, 16, 16, 4, 4, 7, 1, 1, 2, 10, 0, 0, 143, 141, 140, 136, 135, 2, 1, 4, 1, 35, 37132, 26244, 18595, 13195, 9361, 10872, 7645, 5396, 3827, 2655, 6705, 6703, 11, 12, 13, 11
INVAR-1, Run: 097, P, 0, 6, 0, 0, 0, 0, 100, 0, 14, 11, 6, 7, 2, 3, 1, 7, 0, 10, 0, 134, 132, 132, 131, 131, 2, 0, 1, 0, 31, 37332, 26472, 18719, 13340, 9458, 10849, 7747, 5372, 3880, 2770, 6685, 6678, 9, 0, 1, 9
INVAR-1, Run: 098, P, 0, 6, 0, 0, 0, 0, 100, 0, 13, 11, 3, 9, 2, 0, 1, 12, 0, 10, 0, 113, 113, 113, 112, 112, 0, 0, 1, 0, 12, 37124, 26316, 18696, 13307, 9531, 10797, 7617, 5380, 3774, 2678, 6853, 6841, 9, 0, 1, 9
INVAR-1, Run: 099, P, 0, 6, 0, 0, 0, 0, 100, 0, 12, 16, 7, 4, 5, 0, 1, 6, 0, 0, 10, 119, 117, 112, 109, 106, 2, 5, 3, 3, 6, 36805, 26184, 18757, 13451, 9476, 10605, 7420, 5302, 3970, 2727, 6749, 6743, 8, 9, 0, 8
INVAR-1, Run: 100, P, 0, 6, 0, 0, 0, 0, 100, 0, 16, 8, 5, 4, 1, 1, 1, 15, 0, 10, 0, 131, 131, 130, 128, 128, 0, 1, 2, 0, 28, 37260, 26414, 18691, 13242, 9377, 10838, 7718, 5445, 3864, 2689, 6687, 6672, 9, 0, 1, 9
INVAR-2, Run: 001, P, 0, 6, 0, 0, 0, 0, 100, 0, 13, 14, 10, 4, 4, 2, 1, 3, 0, 100, 0, 194, 131, 108, 101, 101, 63, 23, 7, 0, 1, 36977, 26148, 18581, 13201, 9344, 10815, 7557, 5376, 3853, 2661, 6681, 6678, 91, 1, 11, 91
INVAR-2, Run: 002, P, 0, 6, 0, 0, 0, 0, 100, 0, 11, 15, 7, 7, 5, 2, 1, 3, 100, 0, 0, 194, 128, 104, 103, 102, 66, 24, 1, 1, 2, 36985, 26367, 18814, 13412, 9511, 10603, 7546, 5395, 3896, 2665, 6844, 6841, 98, 108, 118, 98
INVAR-2, Run: 003, P, 0, 6, 0, 0, 0, 0, 100, 0, 14, 6, 10, 3, 5, 3, 1, 9, 100, 0, 0, 542, 289, 186, 146, 122, 253, 103, 40, 24, 22, 35261, 25180, 17841, 12779, 9135, 10075, 7329, 5059, 3639, 2663, 6469, 6460, 328, 338, 348, 328
INVAR-2, Run: 004, P, 0, 6, 0, 0, 0, 0, 100, 0, 17, 10, 10, 3, 2, 2, 1, 6, 0, 100, 0, 1234, 567, 301, 183, 139, 667, 266, 118, 44, 39, 33054, 23395, 16666, 11816, 8390, 9649, 6719, 4847, 3424, 2424, 5964, 5958, 802, 712, 722, 802
INVAR-2, Run: 005, P, 0, 6, 0, 0, 0, 0, 100, 0, 17, 7, 6, 4, 5, 3, 1, 8, 0, 100, 0, 485, 279, 200, 166, 135, 206, 79, 34, 31, 35, 35863, 25120, 17822, 12664, 8992, 10736, 7292, 5154, 3667, 2567, 6422, 6414, 300, 210, 220, 300
INVAR-2, Run: 006, P, 0, 6, 0, 0, 0, 0, 100, 0, 9, 5, 7, 8, 7, 5, 1, 9, 0, 0, 100, 190, 122, 103, 100, 100, 68, 19, 3, 0, 0, 37053, 26338, 18705, 13295, 9528, 10710, 7626, 5402, 3760, 2725, 6798, 6789, 90, 100, 10, 90
INVAR-2, Run: 007, P, 0, 6, 0, 0, 0, 0, 100, 0, 17, 13, 5, 5, 2, 3, 1, 5, 100, 0, 0, 317, 204, 155, 131, 114, 113, 49, 24, 17, 14, 36447, 25660, 18167, 13025, 9278, 10774, 7488, 5137, 3745, 2692, 6583, 6578, 191, 201, 211, 191
INVAR-2, Run: 008, P, 0, 6, 0, 0, 0, 0, 100, 0, 13, 12, 6, 8, 3, 0, 1, 8, 0, 0, 100, 197, 125, 108, 102, 100, 72, 17, 6, 2, 0, 36864, 26222, 18587, 13284, 9440, 10630, 7629, 5295, 3841, 2686, 6754, 6746, 95, 105, 15, 95
INVAR-2, Run: 009, P, 0, 6, 0, 0, 0, 0, 100, 0, 15, 10, 9, 4, 2, 3, 1, 7, 100, 0, 0, 182, 116, 100, 100, 100, 66, 16, 0, 0, 0, 36954, 26192, 18791, 13367, 9521, 10752, 7392, 5420, 3844, 2629, 6889, 6882, 100, 110, 120, 100
INVAR-2, Run: 010, P, 0, 6, 0, 0, 0, 0, 100, 0, 12, 12, 10, 4, 4, 6, 1, 2, 0, 100, 0, 542, 315, 227, 168, 143, 227, 88, 59, 25, 43, 35430, 24937, 17701, 12466, 9001, 10481, 7226, 5231, 3461, 2504, 6491, 6489, 319, 229, 239, 319
INVAR-2, Run: 011, P, 0, 6, 0, 0, 0, 0, 100, 0, 13, 10, 12, 4, 3, 2, 1, 6, 100, 0, 0, 205, 134, 115, 105, 101, 71, 19, 10, 4, 1, 36906, 26144, 18415, 13182, 9356, 10752, 7717, 5229, 3823, 2604, 6750, 6744, 101, 111, 121, 101
INVAR-2, Run: 012, P, 0, 6, 0, 0, 0, 0, 100, 0, 14, 7, 6, 6, 6, 5, 1, 6, 0, 0, 100, 1450, 748, 440, 270, 190, 702, 308, 170, 80, 90, 31135, 21726, 15521, 10996, 7835, 9402, 6199, 4519, 3155, 2202, 5628, 5622, 1048, 1058, 968, 1048
INVAR-2, Run: 013, P, 0, 6, 0, 0, 0, 0, 100, 0, 15, 10, 7, 6, 4, 0, 1, 8, 0, 0, 100, 206, 128, 109, 100, 100, 78, 19, 9, 0, 0, 36806, 26342, 18762, 13276, 9486, 10454, 7573, 5480, 3786, 2714, 6772, 6764, 96, 106, 16, 96
INVAR-2, Run: 014, P, 0, 6, 0, 0, 0, 0, 100, 0, 16, 10, 8, 5, 3, 2, 1, 6, 0, 0, 100, 193, 124, 107, 103, 102, 69, 17, 4, 1, 2, 37154, 26327, 18848, 13332, 9400, 10817, 7471, 5511, 3929, 2683, 6715, 6709, 97, 107, 17, 97
INVAR-2, Run: 015, P, 0, 6, 0, 0, 0, 0, 100, 0, 13, 7, 8, 7, 1, 3, 1, 11, 0, 100, 0, 799, 488, 306, 220, 173, 311, 182, 86, 47, 73, 34220, 23824, 16901, 12069, 8617, 10389, 6915, 4825, 3451, 2485, 6129, 6118, 518, 428, 438, 518
INVAR-2, Run: 016, P, 0, 6, 0, 0, 0, 0, 100, 0, 16, 5, 7, 6, 5, 2, 1, 9, 100, 0, 0, 334, 203, 151, 121, 111, 131, 52, 30, 10, 11, 36115, 25642, 18249, 13069, 9276, 10468, 7386, 5174, 3788, 2694, 6580, 6571, 208, 218, 228, 208
INVAR-2, Run: 017, P, 0, 6, 0, 0, 0, 0, 100, 0, 16, 8, 8, 6, 2, 3, 1, 7, 0, 100, 0, 637, 370, 244, 171, 135, 267, 126, 73, 36, 35, 35020, 24627, 17390, 12380, 8827, 10385, 7229, 5004, 3551, 2609, 6215, 6208, 407, 317, 327, 407
INVAR-2, Run: 018, P, 0, 6, 0, 0, 0, 0, 100, 0, 12, 11, 9, 11, 0, 2, 1, 5, 0, 0, 100, 156, 109, 103, 100, 100, 47, 6, 3, 0, 0, 37086, 26320, 18760, 13334, 9509, 10755, 7551, 5415, 3825, 2793, 6714, 6709, 94, 104, 14, 94
INVAR-2, Run: 019, P, 0, 6, 0, 0, 0, 0, 100, 0, 17, 9, 8, 9, 3, 2, 1, 2, 0, 100, 0, 199, 115, 104, 100, 100, 84, 11, 4, 0, 0, 37102, 26257, 18768, 13352, 9541, 10836, 7481, 5407, 3808, 2733, 6806, 6804, 90, 0, 10, 90
INVAR-2, Run: 020, P, 0, 6, 0, 0, 0, 0, 100, 0, 6, 14, 8, 4, 7, 4, 1, 7, 100, 0, 0, 377, 225, 171, 135, 116, 152, 54, 36, 19, 16, 36426, 25573, 18173, 12904, 9186, 10839, 7392, 5265, 3711, 2647, 6535, 6528, 204, 214, 224, 204
INVAR-2, Run: 021, P, 0, 6, 0, 0, 0, 0, 100, 0, 15, 14, 7, 3, 2, 1, 1, 8, 0, 0, 100, 849, 485, 326, 226, 164, 364, 159, 100, 62, 64, 33949, 23764, 16852, 11894, 8565, 10171, 6905, 4955, 3327, 2419, 6145, 6137, 511, 521, 431, 511
INVAR-2, Run: 022, P, 0, 6, 0, 0, 0, 0, 100, 0, 11, 13, 7, 4, 6, 2, 1, 7, 0, 0, 100, 186, 122, 106, 100, 100, 64, 16, 6, 0, 0, 36943, 26340, 18821, 13331, 9552, 10590, 7512, 5486, 3773, 2782, 6768, 6761, 91, 101, 11, 91
INVAR-2, Run: 023, P, 0, 6, 0, 0, 0, 0, 100, 0, 12, 8, 7, 10, 1, 4, 1, 8, 0, 0, 100, 173, 118, 105, 101, 100, 55, 13, 4, 1, 0, 37013, 26220, 18683, 13370, 9527, 10785, 7530, 5303, 3842, 2784, 6739, 6731, 89, 99, 9, 89
INVAR-2, Run: 024, P, 0, 6, 0, 0, 0, 0, 100, 0, 14, 12, 11, 5, 1, 1, 1, 6, 100, 0, 0, 200, 135, 109, 102, 100, 65, 26, 7, 2, 0, 36850, 26168, 18535, 13137, 9381, 10670, 7622, 5393, 3755, 2676, 6704, 6698, 93, 103, 113, 93
INVAR-2, Run: 025, P, 0, 6, 0, 0, 0, 0, 100, 0, 14, 12, 10, 2, 4, 0, 1, 8, 0, 0, 100, 196, 127, 105, 101, 101, 69, 22, 4, 0, 1, 37187, 26382, 18618, 13209, 9460, 10793, 7754, 5407, 3745, 2752, 6708, 6700, 94, 104, 14, 94
INVAR-2, Run: 026, P, 0, 6, 0, 0, 0, 0, 100, 0, 14, 11, 9, 6, 1, 3, 1, 6, 100, 0, 0, 733, 386, 238, 167, 132, 347, 148, 71, 35, 32, 34685, 24628, 17492, 12478, 8831, 10046, 7127, 5008, 3646, 2493, 6335, 6329, 443, 453, 463, 443
INVAR-2, Run: 027, P, 0, 6, 0, 0, 0, 0, 100, 0, 16, 12, 7, 4, 3, 1, 1, 7, 0, 100, 0, 1215, 697, 439, 284, 193, 518, 258, 155, 91, 93, 32637, 22786, 16113, 11462, 8040, 9839, 6666, 4647, 3419, 2340, 5699, 5692, 768, 678, 688, 768
INVAR-2, Run: 028, P, 0, 6, 0, 0, 0, 0, 100, 0, 14, 8, 10, 2, 5, 5, 1, 6, 0, 0, 100, 169, 114, 103, 100, 100, 55, 11, 3, 0, 0, 37170, 26377, 18774, 13361, 9572, 10785, 7593, 5411, 3784, 2796, 6771, 6765, 92, 102, 12, 92
INVAR-2, Run: 029, P, 0, 6, 0, 0, 0, 0, 100, 0, 13, 8, 12, 7, 4, 0, 1, 6, 100, 0, 0, 507, 317, 208, 153, 121, 190, 109, 55, 32, 21, 35987, 25382, 17927, 12674, 9038, 10597, 7443, 5246, 3632, 2630, 6408, 6402, 313, 323, 333, 313
INVAR-2, Run: 030, P, 0, 6, 0, 0, 0, 0, 100, 0, 13, 11, 7, 9, 2, 1, 1, 7, 0, 100, 0, 180, 116, 100, 100, 100, 64, 16, 0, 0, 0, 37086, 26377, 18861, 13387, 9520, 10698, 7509, 5465, 3865, 2784, 6735, 6728, 90, 0, 10, 90
INVAR-2, Run: 031, P, 0, 6, 0, 0, 0, 0, 100, 0, 20, 8, 9, 1, 2, 2, 1, 8, 0, 0, 100, 337, 200, 155, 127, 111, 137, 45, 28, 16, 11, 36360, 25878, 18404, 13086, 9368, 10474, 7465, 5317, 3716, 2669, 6697, 6689, 196, 206, 116, 196
INVAR-2, Run: 032, P, 0, 6, 0, 0, 0, 0, 100, 0, 17, 9, 7, 4, 2, 1, 1, 10, 100, 0, 0, 180, 122, 106, 102, 100, 58, 16, 4, 2, 0, 37026, 26401, 18807, 13364, 9470, 10616, 7587, 5439, 3892, 2747, 6722, 6712, 93, 103, 113, 93
INVAR-2, Run: 033, P, 0, 6, 0, 0, 0, 0, 100, 0, 12, 9, 12, 5, 3, 3, 1, 6, 100, 0, 0, 178, 129, 106, 101, 100, 49, 23, 5, 1, 0, 37010, 26247, 18679, 13379, 9483, 10754, 7556, 5295, 3893, 2664, 6816, 6810, 91, 101, 111, 91
INVAR-2, Run: 034, P, 0, 6, 0, 0, 0, 0, 100, 0, 16, 11, 2, 9, 3, 3, 1, 6, 100, 0, 0, 170, 118, 103, 101, 101, 52, 15, 2, 0, 1, 37491, 26651, 18875, 13403, 9609, 10829, 7774, 5463, 3791, 2782, 6824, 6818, 92, 102, 112, 92
INVAR-2, Run: 035, P, 0, 6, 0, 0, 0, 0, 100, 0, 21, 8, 8, 5, 2, 1, 1, 5, 0, 0, 100, 201, 125, 106, 101, 100, 76, 19, 5, 1, 0, 37182, 26400, 18697, 13256, 9412, 10774, 7695, 5436, 3842, 2727, 6684, 6679, 92, 102, 12, 92
INVAR-2, Run: 036, P, 0, 6, 0, 0, 0, 0, 100, 0, 11, 9, 15, 3, 3, 4, 1, 5, 0, 0, 100, 194, 128, 104, 100, 100, 66, 24, 4, 0, 0, 36851, 26159, 18685, 13197, 9490, 10683, 7459, 5485, 3704, 2653, 6833, 6828, 99, 109, 19, 99
INVAR-2, Run: 037, P, 0, 6, 0, 0, 0, 0, 100, 0, 20, 10, 5, 3, 3, 4, 1, 5, 0, 0, 100, 181, 120, 101, 100, 100, 61, 19, 1, 0, 0, 36852, 26309, 18728, 13291, 9469, 10533, 7576, 5434, 3819, 2736, 6729, 6724, 94, 104, 14, 94
INVAR-2, Run: 038, P, 0, 6, 0, 0, 0, 0, 100, 0, 15, 8, 4, 8, 7, 1, 1, 7, 100, 0, 0, 1753, 868, 460, 258, 170, 885, 408, 202, 88, 70, 30297, 21154, 15111, 10664, 7648, 9135, 6039, 4439, 3009, 2154, 5493, 5486, 1124, 1134, 1144, 1124
INVAR-2, Run: 039, P, 0, 6, 0, 0, 0, 0, 100, 0, 13, 10, 8, 5, 7, 2, 1, 5, 100, 0, 0, 177, 121, 107, 102, 100, 56, 14, 5, 2, 0, 36906, 26227, 18675, 13381, 9580, 10669, 7544, 5289, 3794, 2702, 6876, 6871, 90, 100, 110, 90
INVAR-2, Run: 040, P, 0, 6, 0, 0, 0, 0, 100, 0, 18, 7, 8, 4, 5, 0, 1, 8, 100, 0, 0, 196, 125, 105, 101, 101, 71, 20, 4, 0, 1, 37170, 26478, 18847, 13342, 9515, 10685, 7623, 5501, 3822, 2815, 6700, 6692, 99, 109, 119, 99
INVAR-2, Run: 041, P, 0, 6, 0, 0, 0, 0, 100, 0, 16, 14, 6, 3, 5, 2, 1, 4, 0, 0, 100, 989, 537, 335, 221, 155, 452, 202, 114, 66, 55, 33585, 23591, 16717, 11888, 8439, 9980, 6868, 4826, 3444, 2421, 6016, 6012, 655, 665, 575, 655
INVAR-2, Run: 042, P, 0, 6, 0, 0, 0, 0, 100, 0, 12, 16, 5, 5, 4, 3, 1, 5, 0, 100, 0, 193, 127, 103, 100, 100, 66, 24, 3, 0, 0, 37136, 26299, 18657, 13159, 9310, 10821, 7637, 5493, 3845, 2712, 6595, 6590, 90, 0, 10, 90
INVAR-2, Run: 043, P, 0, 6, 0, 0, 0, 0, 100, 0, 16, 10, 6, 6, 3, 3, 1, 6, 100, 0, 0, 195, 121, 104, 102, 100, 74, 17, 2, 2, 0, 36903, 26199, 18702, 13260, 9449, 10694, 7491, 5436, 3808, 2656, 6790, 6784, 93, 103, 113, 93
INVAR-2, Run: 044, P, 0, 6, 0, 0, 0, 0, 100, 0, 12, 11, 6, 4, 5, 2, 1, 10, 100, 0, 0, 1052, 556, 337, 207, 153, 496, 219, 130, 54, 53, 33225, 23277, 16557, 11829, 8441, 9937, 6714, 4724, 3383, 2419, 6020, 6010, 686, 696, 706, 686
INVAR-2, Run: 045, P, 0, 6, 0, 0, 0, 0, 100, 0, 16, 11, 8, 7, 3, 1, 1, 4, 0, 0, 100, 382, 227, 157, 131, 115, 155, 70, 26, 16, 15, 36382, 25564, 18130, 12775, 9171, 10807, 7426, 5348, 3601, 2617, 6553, 6549, 205, 215, 125, 205
INVAR-2, Run: 046, P, 0, 6, 0, 0, 0, 0, 100, 0, 16, 8, 9, 4, 1, 3, 1, 9, 0, 0, 100, 516, 303, 203, 146, 118, 213, 100, 57, 28, 18, 35109, 24916, 17688, 12650, 8998, 10185, 7219, 5034, 3651, 2552, 6443, 6434, 324, 334, 244, 324
INVAR-2, Run: 047, P, 0, 6, 0, 0, 0, 0, 100, 0, 11, 5, 8, 6, 5, 7, 1, 8, 100, 0, 0, 185, 123, 103, 102, 100, 62, 20, 1, 2, 0, 37009, 26338, 18675, 13196, 9467, 10666, 7655, 5473, 3724, 2687, 6773, 6765, 93, 103, 113, 93
INVAR-2, Run: 048, P, 0, 6, 0, 0, 0, 0, 100, 0, 11, 9, 9, 5, 5, 2, 1, 9, 100, 0, 0, 178, 123, 108, 102, 101, 55, 15, 6, 1, 1, 37097, 26414, 18880, 13387, 9504, 10674, 7525, 5488, 3878, 2801, 6701, 6692, 92, 102, 112, 92
INVAR-2, Run: 049, P, 0, 6, 0, 0, 0, 0, 100, 0, 18, 6, 9, 4, 3, 2, 1, 8, 100, 0, 0, 202, 141, 111, 104, 100, 61, 30, 7, 4, 0, 36920, 26228, 18658, 13244, 9491, 10686, 7561, 5410, 3750, 2678, 6811, 6803, 104, 114, 124, 104
INVAR-2, Run: 050, P, 0, 6, 0, 0, 0, 0, 100, 0, 14, 11, 9, 2, 3, 1, 1, 10, 0, 0, 100, 189, 121, 105, 101, 100, 68, 16, 4, 1, 0, 37018, 26071, 18565, 13259, 9541, 10936, 7497, 5304, 3715, 2835, 6705, 6695, 89, 99, 9, 89
INVAR-2, Run: 051, P, 0, 6, 0, 0, 0, 0, 100, 0, 10, 13, 7, 5, 6, 3, 1, 6, 0, 100, 0, 179, 120, 106, 101, 101, 59, 14, 5, 0, 1, 37128, 26127, 18554, 13149, 9425, 10988, 7566, 5400, 3718, 2737, 6685, 6679, 93, 3, 13, 93
INVAR-2, Run: 052, P, 0, 6, 0, 0, 0, 0, 100, 0, 11, 10, 12, 4, 5, 3, 1, 5, 100, 0, 0, 189, 121, 104, 100, 100, 68, 17, 4, 0, 0, 37329, 26302, 18693, 13303, 9537, 11017, 7597, 5386, 3761, 2732, 6802, 6797, 88, 98, 108, 88
INVAR-2, Run: 053, P, 0, 6, 0, 0, 0, 0, 100, 0, 16, 9, 9, 5, 4, 2, 1, 5, 0, 0, 100, 734, 383, 244, 186, 149, 351, 139, 58, 37, 49, 34859, 24488, 17369, 12349, 8786, 10362, 7110, 5015, 3559, 2583, 6201, 6196, 465, 475, 385, 465
INVAR-2, Run: 054, P, 0, 6, 0, 0, 0, 0, 100, 0, 16, 11, 11, 2, 3, 1, 1, 6, 100, 0, 0, 335, 204, 155, 126, 109, 131, 49, 29, 17, 9, 36430, 25827, 18314, 12943, 9182, 10592, 7502, 5369, 3758, 2620, 6561, 6555, 198, 208, 218, 198
INVAR-2, Run: 055, P, 0, 6, 0, 0, 0, 0, 100, 0, 16, 13, 14, 1, 0, 1, 1, 5, 100, 0, 0, 1304, 655, 371, 233, 167, 649, 284, 138, 66, 67, 32598, 22848, 16210, 11500, 8210, 9737, 6624, 4709, 3290, 2373, 5836, 5831, 895, 905, 915, 895
INVAR-2, Run: 056, P, 0, 6, 0, 0, 0, 0, 100, 0, 11, 9, 13, 5, 2, 2, 1, 8, 0, 100, 0, 497, 297, 222, 167, 140, 200, 75, 55, 27, 40, 35652, 25090, 17710, 12578, 9021, 10553, 7367, 5127, 3555, 2651, 6368, 6360, 297, 207, 217, 297
INVAR-2, Run: 057, P, 0, 6, 0, 0, 0, 0, 100, 0, 17, 11, 6, 8, 1, 0, 1, 7, 0, 0, 100, 1392, 716, 400, 256, 167, 676, 316, 144, 89, 67, 31558, 22271, 15691, 11253, 8006, 9276, 6574, 4430, 3246, 2340, 5666, 5659, 943, 953, 863, 943
INVAR-2, Run: 058, P, 0, 6, 0, 0, 0, 0, 100, 0, 19, 10, 8, 3, 3, 3, 1, 4, 0, 0, 100, 178, 127, 106, 100, 100, 51, 21, 6, 0, 0, 37223, 26281, 18667, 13308, 9524, 10932, 7606, 5356, 3781, 2698, 6823, 6819, 95, 105, 15, 95
INVAR-2, Run: 059, P, 0, 6, 0, 0, 0, 0, 100, 0, 17, 13, 5, 3, 4, 3, 1, 5, 0, 0, 100, 199, 133, 114, 103, 102, 66, 19, 11, 1, 2, 36769, 26272, 18836, 13478, 9586, 10484, 7431, 5355, 3888, 2747, 6836, 6831, 93, 103, 13, 93
INVAR-2, Run: 060, P, 0, 6, 0, 0, 0, 0, 100, 0, 18, 7, 1, 3, 8, 5, 1, 8, 0, 0, 100, 172, 116, 106, 100, 100, 56, 10, 6, 0, 0, 37020, 26264, 18703, 13350, 9533, 10749, 7560, 5350, 3809, 2776, 6752, 6744, 93, 103, 13, 93
INVAR-2, Run: 061, P, 0, 6, 0, 0, 0, 0, 100, 0, 15, 9, 10, 4, 3, 4, 1, 5, 0, 100, 0, 212, 132, 111, 103, 100, 80, 21, 8, 3, 0, 37006, 26179, 18593, 13316, 9426, 10818, 7576, 5273, 3887, 2793, 6629, 6624, 90, 0, 10, 90
INVAR-2, Run: 062, P, 0, 6, 0, 0, 0, 0, 100, 0, 15, 10, 7, 2, 1, 6, 1, 9, 0, 0, 100, 383, 221, 154, 126, 108, 162, 67, 28, 18, 8, 36339, 25667, 18307, 13020, 9216, 10662, 7353, 5285, 3803, 2619, 6591, 6582, 205, 215, 125, 205
INVAR-2, Run: 063, P, 0, 6, 0, 0, 0, 0, 100, 0, 18, 9, 4, 6, 3, 1, 1, 9, 0, 0, 100, 364, 213, 160, 137, 122, 151, 53, 23, 15, 22, 36236, 25592, 18308, 12979, 9300, 10635, 7280, 5323, 3676, 2668, 6631, 6622, 202, 212, 122, 202
INVAR-2, Run: 064, P, 0, 6, 0, 0, 0, 0, 100, 0, 12, 12, 7, 4, 4, 2, 1, 9, 0, 100, 0, 194, 124, 103, 100, 100, 70, 21, 3, 0, 0, 37188, 26354, 18711, 13343, 9533, 10822, 7636, 5364, 3806, 2739, 6792, 6783, 91, 1, 11, 91
INVAR-2, Run: 065, P, 0, 6, 0, 0, 0, 0, 100, 0, 13, 3, 7, 8, 10, 2, 1, 7, 0, 100, 0, 194, 131, 106, 101, 100, 63, 25, 5, 1, 0, 37234, 26446, 18739, 13433, 9533, 10785, 7700, 5298, 3890, 2738, 6793, 6786, 91, 1, 11, 91
INVAR-2, Run: 066, P, 0, 6, 0, 0, 0, 0, 100, 0, 17, 8, 8, 3, 1, 2, 1, 11, 0, 100, 0, 367, 215, 160, 139, 119, 152, 55, 21, 20, 19, 35993, 25516, 18242, 13005, 9297, 10469, 7266, 5234, 3707, 2628, 6667, 6656, 208, 118, 128, 208
INVAR-2, Run: 067, P, 0, 6, 0, 0, 0, 0, 100, 0, 12, 14, 8, 6, 1, 2, 1, 7, 0, 100, 0, 354, 225, 166, 142, 122, 129, 59, 24, 20, 22, 36085, 25611, 18186, 12970, 9195, 10460, 7417, 5210, 3774, 2682, 6511, 6504, 202, 112, 122, 202
INVAR-2, Run: 068, P, 0, 6, 0, 0, 0, 0, 100, 0, 16, 11, 7, 2, 4, 4, 1, 6, 0, 100, 0, 196, 129, 106, 102, 100, 67, 23, 4, 2, 0, 37236, 26322, 18729, 13426, 9510, 10903, 7586, 5301, 3912, 2800, 6706, 6700, 90, 0, 10, 90
