Input Number, Run_Number, Result@ 1000, L1, U, L2, L3, L4, L5, Y, H, T1, T2, T3, T4, T5, T6, R, D, A, B, C, Reaction2, Reaction3, Reaction4, Reaction5, Reaction6, Reaction8, Reaction9, Reaction10, Reaction11, Reaction12, Reaction13, Reaction14, Reaction15, Reaction16, Reaction17, Reaction19, Reaction20, Reaction21, Reaction22, Reaction23, Reaction24, Reaction25, O1, O2, O3, O4
INVAR-3, Run: 052, P, 0, 6, 0, 0, 0, 0, 100, 0, 16, 8, 7, 5, 5, 1, 1, 8, 1000, 0, 0, 222, 107, 100, 100, 100, 115, 7, 0, 0, 0, 36907, 26301, 18726, 13345, 9452, 10598, 7568, 5376, 3888, 2789, 6662, 6654, 1971, 2071, 2171, 1971
INVAR-3, Run: 053, P, 0, 6, 0, 0, 0, 0, 100, 0, 17, 5, 9, 7, 5, 3, 1, 4, 0, 1000, 0, 690, 113, 100, 100, 100, 577, 13, 0, 0, 0, 35937, 25558, 18313, 13033, 9286, 10374, 7236, 5273, 3742, 2650, 6633, 6629, 12205, 11305, 11405, 12205
INVAR-3, Run: 054, P, 0, 6, 0, 0, 0, 0, 100, 0, 14, 12, 2, 4, 4, 3, 1, 11, 1000, 0, 0, 368, 108, 101, 100, 100, 260, 7, 1, 0, 0, 36819, 26020, 18541, 13230, 9439, 10787, 7477, 5307, 3787, 2713, 6723, 6712, 6259, 6359, 6459, 6259
INVAR-3, Run: 055, P, 0, 6, 0, 0, 0, 0, 100, 0, 18, 4, 10, 5, 4, 4, 1, 5, 0, 0, 1000, 831, 110, 100, 100, 100, 721, 10, 0, 0, 0, 35381, 25040, 17782, 12702, 9062, 10337, 7248, 5075, 3636, 2662, 6396, 6391, 19157, 19257, 18357, 19157
INVAR-3, Run: 056, P, 0, 6, 0, 0, 0, 0, 100, 0, 15, 14, 5, 5, 3, 1, 1, 7, 1000, 0, 0, 273, 108, 100, 100, 100, 165, 8, 0, 0, 0, 36812, 26119, 18475, 13187, 9383, 10679, 7639, 5283, 3801, 2655, 6727, 6720, 3027, 3127, 3227, 3027
INVAR-3, Run: 057, P, 0, 6, 0, 0, 0, 0, 100, 0, 18, 10, 9, 4, 4, 2, 1, 3, 1000, 0, 0, 344, 111, 102, 100, 100, 233, 9, 2, 0, 0, 36612, 26241, 18626, 13238, 9422, 10361, 7606, 5384, 3812, 2685, 6735, 6732, 5145, 5245, 5345, 5145
INVAR-3, Run: 058, P, 0, 6, 0, 0, 0, 0, 100, 0, 12, 11, 8, 3, 3, 2, 1, 11, 1000, 0, 0, 2425, 129, 101, 100, 100, 2296, 28, 1, 0, 0, 31640, 22386, 15946, 11442, 8223, 9243, 6432, 4501, 3216, 2327, 5894, 5883, 85704, 85804, 85904, 85704
INVAR-3, Run: 059, P, 0, 6, 0, 0, 0, 0, 100, 0, 16, 5, 9, 6, 5, 2, 1, 7, 0, 1000, 0, 912, 110, 100, 100, 100, 802, 10, 0, 0, 0, 35478, 25123, 17759, 12757, 9063, 10350, 7355, 4996, 3689, 2578, 6483, 6476, 24237, 23337, 23437, 24237
INVAR-3, Run: 060, P, 0, 6, 0, 0, 0, 0, 100, 0, 16, 12, 4, 5, 3, 4, 1, 6, 1000, 0, 0, 1951, 116, 100, 100, 100, 1835, 16, 0, 0, 0, 33030, 23432, 16728, 11873, 8486, 9586, 6700, 4850, 3384, 2420, 6062, 6056, 65002, 65102, 65202, 65002
INVAR-3, Run: 061, P, 0, 6, 0, 0, 0, 0, 100, 0, 12, 11, 7, 7, 6, 2, 1, 5, 0, 1000, 0, 839, 112, 100, 100, 100, 727, 12, 0, 0, 0, 35463, 25127, 17890, 12749, 9128, 10325, 7230, 5134, 3615, 2562, 6564, 6559, 22819, 21919, 22019, 22819
INVAR-3, Run: 062, P, 0, 6, 0, 0, 0, 0, 100, 0, 14, 10, 11, 5, 6, 2, 1, 2, 0, 1000, 0, 3754, 138, 101, 100, 100, 3616, 37, 1, 0, 0, 28807, 20397, 14408, 10282, 7317, 8400, 5978, 4121, 2959, 2104, 5211, 5209, 127372, 126472, 126572, 127372
INVAR-3, Run: 063, P, 0, 6, 0, 0, 0, 0, 100, 0, 12, 14, 8, 3, 5, 1, 1, 7, 0, 1000, 0, 990, 122, 100, 100, 100, 868, 22, 0, 0, 0, 35155, 24891, 17661, 12522, 8951, 10250, 7222, 5136, 3566, 2601, 6349, 6342, 21997, 21097, 21197, 21997
INVAR-3, Run: 064, P, 0, 6, 0, 0, 0, 0, 100, 0, 13, 15, 4, 8, 3, 1, 1, 6, 0, 1000, 0, 1079, 118, 101, 100, 100, 961, 17, 1, 0, 0, 35132, 24981, 17709, 12546, 8910, 10136, 7268, 5155, 3633, 2588, 6321, 6315, 23003, 22103, 22203, 23003
INVAR-3, Run: 065, P, 0, 6, 0, 0, 0, 0, 100, 0, 12, 8, 9, 7, 7, 2, 1, 5, 0, 0, 1000, 649, 115, 101, 100, 100, 534, 14, 1, 0, 0, 36125, 25514, 18226, 12990, 9312, 10603, 7279, 5229, 3671, 2635, 6675, 6670, 13957, 14057, 13157, 13957
INVAR-3, Run: 066, P, 0, 6, 0, 0, 0, 0, 100, 0, 10, 13, 10, 9, 4, 1, 1, 3, 0, 1000, 0, 2818, 141, 101, 100, 100, 2677, 40, 1, 0, 0, 30940, 21906, 15541, 11029, 7809, 9021, 6355, 4503, 3216, 2196, 5612, 5609, 93389, 92489, 92589, 93389
INVAR-3, Run: 067, P, 0, 6, 0, 0, 0, 0, 100, 0, 11, 15, 5, 6, 2, 3, 1, 8, 1000, 0, 0, 384, 108, 100, 100, 100, 276, 8, 0, 0, 0, 36647, 25939, 18485, 13132, 9352, 10693, 7449, 5347, 3778, 2658, 6691, 6683, 6141, 6241, 6341, 6141
INVAR-3, Run: 068, P, 0, 6, 0, 0, 0, 0, 100, 0, 15, 8, 7, 7, 7, 4, 1, 2, 1000, 0, 0, 298, 105, 100, 100, 100, 193, 5, 0, 0, 0, 36638, 26013, 18561, 13152, 9404, 10617, 7445, 5402, 3741, 2625, 6775, 6773, 4131, 4231, 4331, 4131
INVAR-3, Run: 069, P, 0, 6, 0, 0, 0, 0, 100, 0, 21, 7, 5, 7, 2, 2, 1, 6, 0, 0, 1000, 442, 114, 101, 100, 100, 328, 13, 1, 0, 0, 36543, 25976, 18431, 13053, 9311, 10560, 7540, 5371, 3740, 2660, 6649, 6643, 7178, 7278, 6378, 7178
INVAR-3, Run: 070, P, 0, 6, 0, 0, 0, 0, 100, 0, 12, 6, 9, 6, 4, 4, 1, 9, 1000, 0, 0, 330, 105, 100, 100, 100, 225, 5, 0, 0, 0, 36724, 26132, 18676, 13302, 9569, 10586, 7447, 5368, 3729, 2724, 6841, 6832, 5157, 5257, 5357, 5157
INVAR-3, Run: 071, P, 0, 6, 0, 0, 0, 0, 100, 0, 15, 11, 6, 4, 1, 5, 1, 8, 0, 0, 1000, 352, 104, 100, 100, 100, 248, 4, 0, 0, 0, 36845, 26098, 18562, 13263, 9364, 10736, 7530, 5295, 3898, 2671, 6688, 6680, 5107, 5207, 4307, 5107
INVAR-3, Run: 072, P, 0, 6, 0, 0, 0, 0, 100, 0, 13, 13, 3, 6, 4, 3, 1, 8, 0, 1000, 0, 240, 110, 100, 100, 100, 130, 10, 0, 0, 0, 37111, 26444, 18748, 13331, 9516, 10654, 7693, 5411, 3811, 2758, 6755, 6747, 1942, 1042, 1142, 1942
INVAR-3, Run: 073, P, 0, 6, 0, 0, 0, 0, 100, 0, 13, 10, 8, 9, 2, 3, 1, 5, 0, 0, 1000, 502, 117, 103, 100, 100, 385, 14, 3, 0, 0, 36350, 25770, 18271, 13120, 9389, 10570, 7491, 5142, 3729, 2645, 6741, 6736, 9450, 9550, 8650, 9450
INVAR-3, Run: 074, P, 0, 6, 0, 0, 0, 0, 100, 0, 11, 9, 11, 5, 7, 2, 1, 5, 1000, 0, 0, 381, 103, 100, 100, 100, 278, 3, 0, 0, 0, 36702, 26087, 18473, 13196, 9385, 10606, 7603, 5272, 3804, 2628, 6755, 6750, 6195, 6295, 6395, 6195
INVAR-3, Run: 075, P, 0, 6, 0, 0, 0, 0, 100, 0, 9, 17, 9, 4, 6, 3, 1, 2, 0, 1000, 0, 258, 106, 100, 100, 100, 152, 6, 0, 0, 0, 36781, 26254, 18664, 13268, 9463, 10510, 7581, 5392, 3799, 2666, 6794, 6792, 2989, 2089, 2189, 2989
INVAR-3, Run: 076, P, 0, 6, 0, 0, 0, 0, 100, 0, 13, 7, 7, 5, 4, 2, 1, 12, 0, 1000, 0, 735, 112, 101, 100, 100, 623, 11, 1, 0, 0, 35881, 25613, 18057, 12848, 9216, 10261, 7549, 5204, 3628, 2626, 6588, 6576, 18745, 17845, 17945, 18745
INVAR-3, Run: 077, P, 0, 6, 0, 0, 0, 0, 100, 0, 12, 9, 7, 5, 5, 2, 1, 10, 0, 0, 1000, 312, 106, 100, 100, 100, 206, 6, 0, 0, 0, 36673, 26008, 18590, 13320, 9566, 10656, 7411, 5265, 3749, 2764, 6800, 6790, 4119, 4219, 3319, 4119
INVAR-3, Run: 078, P, 0, 6, 0, 0, 0, 0, 100, 0, 21, 7, 4, 6, 4, 2, 1, 6, 0, 1000, 0, 524, 115, 100, 100, 100, 409, 15, 0, 0, 0, 36463, 26058, 18443, 13075, 9289, 10398, 7611, 5362, 3782, 2636, 6651, 6645, 9345, 8445, 8545, 9345
INVAR-3, Run: 079, P, 0, 6, 0, 0, 0, 0, 100, 0, 14, 7, 6, 4, 5, 6, 1, 8, 0, 0, 1000, 232, 103, 100, 100, 100, 129, 3, 0, 0, 0, 36838, 26266, 18629, 13192, 9449, 10565, 7631, 5433, 3738, 2757, 6686, 6678, 1952, 2052, 1152, 1952
INVAR-3, Run: 080, P, 0, 6, 0, 0, 0, 0, 100, 0, 16, 11, 6, 7, 1, 2, 1, 7, 0, 1000, 0, 894, 113, 100, 100, 100, 781, 13, 0, 0, 0, 35373, 25104, 17867, 12738, 9120, 10258, 7231, 5122, 3617, 2651, 6467, 6460, 18762, 17862, 17962, 18762
INVAR-3, Run: 081, P, 0, 6, 0, 0, 0, 0, 100, 0, 11, 11, 8, 7, 5, 1, 1, 7, 0, 1000, 0, 354, 107, 101, 100, 100, 247, 6, 1, 0, 0, 36723, 26014, 18407, 13157, 9472, 10698, 7599, 5243, 3680, 2687, 6784, 6777, 4012, 3112, 3212, 4012
INVAR-3, Run: 082, P, 0, 6, 0, 0, 0, 0, 100, 0, 10, 7, 11, 7, 1, 4, 1, 10, 1000, 0, 0, 1283, 115, 100, 100, 100, 1168, 15, 0, 0, 0, 34510, 24390, 17305, 12345, 8893, 10113, 7074, 4953, 3451, 2589, 6300, 6290, 35165, 35265, 35365, 35165
INVAR-3, Run: 083, P, 0, 6, 0, 0, 0, 0, 100, 0, 16, 10, 10, 5, 3, 1, 1, 5, 1000, 0, 0, 695, 121, 102, 100, 100, 574, 19, 2, 0, 0, 35782, 25416, 18035, 12900, 9228, 10356, 7371, 5130, 3669, 2649, 6578, 6573, 14815, 14915, 15015, 14815
INVAR-3, Run: 084, P, 0, 6, 0, 0, 0, 0, 100, 0, 14, 11, 6, 6, 3, 3, 1, 7, 0, 1000, 0, 607, 110, 101, 100, 100, 497, 9, 1, 0, 0, 36088, 25783, 18426, 13034, 9225, 10294, 7351, 5386, 3806, 2658, 6564, 6557, 10126, 9226, 9326, 10126
INVAR-3, Run: 085, P, 0, 6, 0, 0, 0, 0, 100, 0, 17, 5, 8, 10, 3, 2, 1, 5, 0, 1000, 0, 594, 103, 102, 100, 100, 491, 1, 2, 0, 0, 36064, 25662, 18298, 13031, 9279, 10397, 7356, 5257, 3749, 2629, 6648, 6643, 12650, 11750, 11850, 12650
INVAR-3, Run: 086, P, 0, 6, 0, 0, 0, 0, 100, 0, 9, 9, 7, 6, 4, 4, 1, 11, 0, 0, 1000, 1216, 129, 102, 100, 100, 1087, 27, 2, 0, 0, 34632, 24490, 17398, 12353, 8889, 10133, 7085, 5039, 3460, 2664, 6221, 6210, 30989, 31089, 30189, 30989
INVAR-3, Run: 087, P, 0, 6, 0, 0, 0, 0, 100, 0, 11, 10, 4, 6, 5, 5, 1, 9, 0, 0, 1000, 2251, 130, 102, 100, 100, 2121, 28, 2, 0, 0, 32041, 22805, 16317, 11580, 8259, 9226, 6484, 4731, 3316, 2327, 5927, 5918, 62916, 63016, 62116, 62916
INVAR-3, Run: 088, P, 0, 6, 0, 0, 0, 0, 100, 0, 18, 11, 6, 5, 1, 2, 1, 7, 0, 1000, 0, 341, 109, 101, 100, 100, 232, 8, 1, 0, 0, 36737, 26115, 18610, 13255, 9408, 10611, 7499, 5350, 3846, 2744, 6662, 6655, 4029, 3129, 3229, 4029
INVAR-3, Run: 089, P, 0, 6, 0, 0, 0, 0, 100, 0, 14, 9, 3, 9, 3, 7, 1, 5, 0, 0, 1000, 367, 108, 101, 100, 100, 259, 7, 1, 0, 0, 36806, 26100, 18528, 13220, 9376, 10697, 7569, 5299, 3841, 2654, 6715, 6710, 6274, 6374, 5474, 6274
INVAR-3, Run: 090, P, 0, 6, 0, 0, 0, 0, 100, 0, 11, 15, 5, 9, 3, 2, 1, 5, 0, 0, 1000, 262, 105, 100, 100, 100, 157, 5, 0, 0, 0, 36925, 26249, 18617, 13294, 9486, 10661, 7627, 5314, 3805, 2756, 6728, 6723, 2984, 3084, 2184, 2984
INVAR-3, Run: 091, P, 0, 6, 0, 0, 0, 0, 100, 0, 13, 8, 8, 6, 5, 4, 1, 6, 1000, 0, 0, 440, 105, 100, 100, 100, 335, 5, 0, 0, 0, 37036, 26043, 18396, 13060, 9244, 10985, 7639, 5330, 3811, 2584, 6656, 6650, 8461, 8561, 8661, 8461
INVAR-3, Run: 092, P, 0, 6, 0, 0, 0, 0, 100, 0, 15, 12, 6, 3, 5, 1, 1, 8, 0, 1000, 0, 675, 118, 101, 101, 100, 557, 17, 0, 1, 0, 35904, 25483, 18138, 12886, 9175, 10409, 7339, 5249, 3706, 2608, 6566, 6558, 14938, 14038, 14138, 14938
INVAR-3, Run: 093, P, 0, 6, 0, 0, 0, 0, 100, 0, 15, 8, 6, 4, 8, 1, 1, 8, 1000, 0, 0, 585, 109, 102, 100, 100, 476, 7, 2, 0, 0, 36183, 25591, 18296, 13062, 9380, 10584, 7289, 5230, 3674, 2702, 6677, 6669, 9240, 9340, 9440, 9240
INVAR-3, Run: 094, P, 0, 6, 0, 0, 0, 0, 100, 0, 15, 14, 4, 4, 5, 3, 1, 5, 1000, 0, 0, 331, 112, 101, 100, 100, 219, 11, 1, 0, 0, 36828, 26186, 18475, 13231, 9385, 10628, 7707, 5240, 3841, 2767, 6615, 6610, 4090, 4190, 4290, 4090
INVAR-3, Run: 095, P, 0, 6, 0, 0, 0, 0, 100, 0, 14, 9, 6, 8, 8, 0, 1, 5, 0, 1000, 0, 1600, 118, 101, 100, 100, 1482, 17, 1, 0, 0, 33473, 23884, 17039, 12125, 8629, 9580, 6839, 4906, 3488, 2483, 6146, 6141, 44850, 43950, 44050, 44850
INVAR-3, Run: 096, P, 0, 6, 0, 0, 0, 0, 100, 0, 5, 15, 9, 7, 3, 4, 1, 7, 0, 1000, 0, 363, 111, 103, 100, 100, 252, 8, 3, 0, 0, 36730, 26089, 18560, 13269, 9437, 10626, 7520, 5284, 3829, 2696, 6737, 6730, 4023, 3123, 3223, 4023
INVAR-3, Run: 097, P, 0, 6, 0, 0, 0, 0, 100, 0, 19, 7, 4, 6, 3, 8, 1, 3, 1000, 0, 0, 376, 107, 100, 100, 100, 269, 7, 0, 0, 0, 36626, 26072, 18485, 13119, 9226, 10547, 7583, 5360, 3890, 2653, 6565, 6562, 5077, 5177, 5277, 5077
INVAR-3, Run: 098, P, 0, 6, 0, 0, 0, 0, 100, 0, 9, 7, 6, 5, 6, 4, 1, 13, 1000, 0, 0, 449, 106, 102, 100, 100, 343, 4, 2, 0, 0, 36135, 25720, 18334, 13151, 9348, 10408, 7380, 5178, 3797, 2696, 6648, 6635, 8247, 8347, 8447, 8247
INVAR-3, Run: 099, P, 0, 6, 0, 0, 0, 0, 100, 0, 9, 12, 5, 6, 7, 2, 1, 9, 0, 1000, 0, 376, 108, 100, 100, 100, 268, 8, 0, 0, 0, 36604, 25981, 18357, 13077, 9313, 10611, 7619, 5274, 3757, 2685, 6626, 6617, 6150, 5250, 5350, 6150
INVAR-3, Run: 100, P, 0, 6, 0, 0, 0, 0, 100, 0, 15, 11, 8, 6, 1, 2, 1, 7, 0, 1000, 0, 613, 116, 101, 100, 100, 497, 15, 1, 0, 0, 36074, 25561, 18303, 13123, 9370, 10502, 7250, 5174, 3752, 2616, 6752, 6745, 9159, 8259, 8359, 9159
