Input Number, Run_Number, Result@ 100, Leaderan, Leaderap, LeaderX1, X1, ac, ad, Leaderac, af, ag, ACuAEX1, ACuAEab, A, ah, X1uABX1, SetX1X1, Leaderad, ak, al, ADuAFX1, ADuAFab, aj, SetABf, Leaderag, Leaderah, ao, ar, X1uABab, an, AGuAIX1, AGuAIab, Leaderai, AIuAJX1, AIuAJab, SetABX1, aq, AHuAKX1, AHuAKab, Leaderak, at, au, SetABab, SetX1ab, Y, ANuAOX1, ab, ANuAOab, Leaderao, ANuAPX1, ANuAPab, SetX1f, NEW_REACTION, Reaction1, Reaction10, Reaction11, Reaction12, Reaction13, Reaction14, Reaction15, Reaction16, Reaction17, Reaction18, Reaction19, Reaction2, Reaction20, Reaction21, Reaction22, Reaction23, Reaction24, Reaction25, Reaction26, Reaction27, Reaction28, Reaction29, Reaction3, Reaction30, Reaction31, Reaction32, Reaction33, Reaction34, Reaction35, Reaction36, Reaction37, Reaction38, Reaction39, Reaction4, Reaction40, Reaction41, Reaction42, Reaction43, Reaction44, Reaction45, Reaction46, Reaction47, Reaction48, Reaction49, Reaction5, Reaction50, Reaction51, Reaction52, Reaction53, Reaction54, Reaction55, Reaction56, Reaction57, Reaction58, Reaction59, Reaction6, Reaction60, Reaction61, Reaction62, Reaction63, Reaction64, Reaction65, Reaction66, Reaction67, Reaction68, Reaction69, Reaction7, Reaction70, Reaction71, Reaction72, Reaction73, Reaction74, Reaction75, Reaction76, Reaction77, Reaction78, Reaction79, Reaction8, Reaction80, Reaction81, Reaction82, Reaction83, Reaction84, Reaction85, Reaction86, Reaction87, Reaction88, Reaction89, Reaction9, Reaction90, Reaction91
INVAR-1, Run: 011, P, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 1, 16, 8, 1, 0, 9, 0, 0, 6, 0, 8, 1, 2, 1, 15, 2, 1, 10, 1, 14, 3, 1, 1, 0, 8, 1, 0, 4, 0, 6, 1, 1, 0, 0, 26, 0, 8, 0, 9, 1, 1, 16, 0, 1, 2, 13, 0, 4, 2, 1, 1, 1, 1, 1, 2, 0, 29, 0, 19, 2, 0, 0, 0, 0, 0, 0, 0, 14, 0, 0, 2, 0, 0, 7, 0, 0, 30, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-1, Run: 012, P, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 9, 0, 0, 1, 0, 0, 0, 55, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 8, 1, 0, 9, 0, 0, 4, 0, 6, 1, 3, 1, 14, 3, 1, 27, 6, 32, 8, 1, 1, 0, 8, 0, 1, 21, 10, 23, 12, 1, 0, 0, 11, 0, 4, 2, 4, 2, 0, 15, 3, 0, 1, 2, 0, 5, 1, 1, 1, 1, 0, 0, 0, 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-1, Run: 013, P, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 1, 16, 9, 0, 0, 6, 2, 1, 11, 3, 15, 5, 2, 1, 14, 4, 0, 15, 8, 20, 9, 1, 1, 0, 9, 0, 0, 8, 5, 9, 6, 1, 0, 0, 2, 0, 7, 4, 8, 5, 1, 16, 2, 0, 9, 1, 5, 12, 6, 1, 1, 1, 1, 1, 0, 0, 5, 0, 24, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 5, 0, 0, 20, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-1, Run: 014, P, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 1, 17, 8, 1, 0, 9, 0, 0, 6, 0, 8, 1, 1, 1, 18, 0, 0, 4, 1, 5, 2, 1, 1, 0, 8, 0, 1, 8, 2, 10, 4, 1, 0, 0, 8, 0, 5, 3, 6, 4, 1, 17, 1, 0, 10, 3, 4, 12, 5, 1, 1, 1, 1, 1, 2, 0, 10, 0, 28, 3, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 3, 0, 0, 7, 0, 0, 22, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-1, Run: 015, P, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 9, 0, 0, 1, 0, 0, 0, 55, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 8, 1, 0, 9, 0, 0, 10, 2, 12, 3, 0, 1, 15, 3, 0, 5, 0, 9, 1, 1, 1, 0, 9, 0, 0, 14, 6, 15, 7, 1, 0, 0, 28, 0, 12, 3, 12, 3, 0, 17, 1, 0, 20, 8, 5, 22, 6, 1, 1, 1, 0, 0, 0, 0, 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-1, Run: 016, P, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 1, 14, 9, 0, 0, 8, 1, 0, 41, 8, 43, 9, 4, 1, 14, 4, 0, 4, 1, 9, 2, 1, 1, 0, 9, 0, 0, 2, 0, 3, 1, 1, 0, 0, 4, 0, 18, 5, 19, 6, 1, 18, 0, 0, 3, 1, 3, 4, 4, 1, 1, 1, 1, 1, 4, 0, 9, 0, 24, 2, 0, 0, 0, 0, 0, 0, 0, 2, 1, 0, 3, 0, 0, 5, 0, 0, 29, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-1, Run: 017, P, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 9, 0, 0, 0, 1, 0, 0, 55, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 9, 0, 0, 8, 1, 0, 7, 0, 9, 1, 1, 1, 16, 2, 0, 0, 0, 3, 1, 1, 1, 0, 8, 1, 0, 59, 10, 61, 11, 1, 0, 0, 5, 0, 7, 1, 8, 1, 0, 18, 0, 0, 6, 0, 2, 7, 3, 1, 1, 1, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-1, Run: 018, P, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 9, 0, 0, 0, 0, 0, 1, 54, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 8, 1, 0, 8, 1, 0, 7, 1, 10, 2, 1, 1, 15, 3, 0, 4, 5, 8, 6, 1, 1, 0, 9, 0, 0, 8, 0, 9, 1, 1, 0, 0, 6, 0, 8, 6, 9, 7, 1, 14, 4, 0, 55, 1, 24, 59, 24, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-1, Run: 019, P, 0, 1, 0, 2, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 1, 16, 8, 0, 0, 8, 0, 0, 30, 7, 31, 8, 0, 1, 14, 2, 0, 9, 4, 12, 5, 1, 1, 0, 8, 0, 0, 25, 8, 26, 9, 1, 0, 0, 0, 0, 14, 1, 15, 2, 1, 16, 0, 0, 6, 0, 1, 7, 2, 1, 1, 1, 1, 1, 3, 0, 1, 0, 15, 2, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 2, 0, 0, 5, 0, 0, 32, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-1, Run: 020, P, 0, 0, 0, 0, 0, 3, 0, 1, 0, 0, 0, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 7, 0, 0, 1, 0, 0, 0, 45, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 8, 1, 0, 8, 1, 0, 1, 1, 4, 2, 2, 1, 15, 0, 0, 1, 0, 2, 1, 1, 1, 0, 6, 1, 0, 11, 0, 13, 1, 1, 0, 1, 44, 0, 7, 1, 8, 1, 0, 13, 2, 0, 21, 15, 6, 23, 6, 0, 0, 0, 0, 0, 0, 0, 47, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-1, Run: 021, P, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 1, 17, 9, 0, 0, 8, 1, 0, 35, 11, 37, 12, 0, 1, 17, 1, 0, 16, 4, 18, 5, 1, 1, 1, 9, 0, 0, 16, 2, 17, 3, 1, 0, 0, 4, 0, 2, 0, 3, 1, 1, 14, 4, 0, 14, 0, 1, 19, 2, 1, 1, 1, 1, 1, 7, 0, 6, 0, 31, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 2, 0, 0, 20, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-1, Run: 022, P, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 19, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 1, 16, 9, 0, 0, 9, 0, 0, 30, 6, 31, 7, 2, 1, 16, 1, 1, 24, 7, 27, 9, 1, 1, 0, 8, 1, 0, 25, 9, 27, 10, 1, 0, 0, 9, 0, 14, 1, 15, 2, 1, 16, 2, 0, 5, 3, 0, 8, 1, 1, 1, 1, 1, 1, 3, 0, 12, 0, 18, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 2, 0, 0, 18, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-1, Run: 023, P, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 1, 18, 8, 1, 0, 9, 0, 0, 2, 0, 4, 1, 0, 1, 16, 2, 0, 10, 2, 13, 3, 1, 1, 0, 8, 1, 0, 11, 0, 13, 1, 1, 0, 0, 3, 0, 17, 5, 18, 6, 1, 17, 1, 0, 15, 0, 2, 17, 3, 1, 1, 1, 1, 1, 3, 0, 4, 0, 29, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 6, 0, 0, 22, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-1, Run: 024, P, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 23, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 1, 18, 9, 0, 0, 7, 2, 0, 19, 3, 22, 4, 0, 1, 16, 2, 0, 1, 0, 4, 1, 1, 1, 0, 8, 1, 0, 2, 1, 4, 2, 1, 0, 0, 14, 0, 26, 10, 27, 11, 1, 16, 2, 0, 11, 9, 3, 14, 4, 1, 1, 1, 1, 1, 5, 0, 15, 0, 20, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 2, 0, 0, 12, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-1, Run: 025, P, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 1, 18, 9, 0, 0, 6, 3, 0, 24, 3, 28, 4, 0, 1, 17, 1, 0, 1, 1, 3, 2, 1, 1, 0, 9, 0, 0, 4, 1, 5, 2, 1, 0, 0, 9, 0, 2, 2, 3, 3, 1, 17, 1, 0, 25, 0, 5, 27, 6, 1, 1, 1, 1, 1, 4, 0, 10, 0, 28, 2, 0, 0, 0, 0, 0, 0, 0, 1, 1, 2, 3, 2, 0, 5, 0, 0, 25, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-1, Run: 026, P, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 9, 0, 0, 1, 0, 0, 0, 55, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 8, 1, 0, 8, 1, 0, 11, 3, 14, 4, 4, 1, 18, 0, 0, 17, 5, 18, 6, 1, 1, 1, 8, 1, 0, 14, 4, 16, 5, 1, 0, 0, 18, 0, 25, 4, 25, 4, 0, 18, 0, 0, 13, 4, 0, 14, 1, 1, 1, 1, 0, 0, 0, 0, 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-1, Run: 027, P, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 9, 1, 0, 0, 0, 0, 0, 54, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 8, 1, 0, 6, 3, 0, 2, 2, 7, 3, 2, 1, 17, 1, 0, 43, 13, 45, 14, 1, 1, 0, 9, 0, 0, 4, 1, 5, 1, 0, 0, 0, 18, 0, 0, 0, 0, 0, 0, 18, 0, 0, 1, 3, 0, 2, 1, 0, 0, 0, 0, 0, 0, 0, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
