Input Number, Run_Number, Result@ 100, an, Leaderag, LeaderX1, X1, ac, ad, Leaderac, af, ag, ACuAEX1, ACuAEab, A, ah, X1uABX1, SetX1X1, Leaderad, ak, al, ADuAFX1, ADuAFab, aj, SetABf, Leaderah, ao, ar, X1uABab, AGuAIX1, AGuAIab, Leaderai, AIuAJX1, AIuAJab, SetABX1, aq, AHuAKX1, AHuAKab, Leaderak, at, au, SetABab, SetX1ab, Leaderan, Y, ANuAOX1, ab, ANuAOab, Leaderao, ANuAPX1, ANuAPab, SetX1f, Leaderap, NEW_REACTION, Reaction1, Reaction10, Reaction11, Reaction12, Reaction13, Reaction14, Reaction15, Reaction16, Reaction17, Reaction18, Reaction19, Reaction2, Reaction20, Reaction21, Reaction22, Reaction23, Reaction24, Reaction25, Reaction26, Reaction27, Reaction28, Reaction29, Reaction3, Reaction30, Reaction31, Reaction32, Reaction33, Reaction34, Reaction35, Reaction36, Reaction37, Reaction38, Reaction39, Reaction4, Reaction40, Reaction41, Reaction42, Reaction43, Reaction44, Reaction45, Reaction46, Reaction47, Reaction48, Reaction49, Reaction5, Reaction50, Reaction51, Reaction52, Reaction53, Reaction54, Reaction55, Reaction56, Reaction57, Reaction58, Reaction59, Reaction6, Reaction60, Reaction61, Reaction62, Reaction63, Reaction64, Reaction65, Reaction66, Reaction67, Reaction68, Reaction69, Reaction7, Reaction70, Reaction71, Reaction72, Reaction73, Reaction74, Reaction75, Reaction76, Reaction77, Reaction78, Reaction79, Reaction8, Reaction80, Reaction81, Reaction82, Reaction83, Reaction84, Reaction85, Reaction86, Reaction87, Reaction88, Reaction89, Reaction9, Reaction90, Reaction91
INVAR-8, Run: 099, P, 0, 14, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 48, 25, 0, 0, 25, 0, 0, 3, 1, 4, 2, 2, 1, 48, 2, 0, 31, 9, 34, 10, 1, 1, 0, 25, 0, 0, 126, 40, 138, 52, 12, 0, 0, 9, 0, 49, 17, 50, 18, 1, 49, 1, 0, 18, 2, 6, 20, 7, 1, 1, 1, 1, 1, 0, 0, 12, 0, 77, 2, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 2, 0, 0, 0, 0, 0, 65, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-8, Run: 100, P, 0, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 25, 49, 24, 1, 0, 25, 0, 0, 3, 1, 5, 2, 1, 1, 48, 2, 0, 7, 1, 10, 2, 1, 1, 0, 25, 0, 0, 103, 22, 109, 28, 6, 0, 0, 4, 0, 9, 2, 10, 3, 1, 49, 1, 0, 2, 1, 0, 4, 1, 1, 1, 1, 1, 1, 0, 0, 6, 0, 79, 2, 0, 0, 0, 0, 0, 0, 0, 2, 1, 0, 4, 1, 1, 0, 0, 0, 70, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-9, Run: 001, P, 0, 33, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 50, 97, 48, 2, 0, 49, 1, 0, 14, 6, 18, 7, 2, 1, 100, 0, 0, 11, 4, 12, 5, 1, 1, 1, 50, 0, 0, 271, 54, 289, 72, 18, 0, 0, 2, 0, 46, 12, 47, 13, 1, 94, 6, 0, 34, 3, 4, 41, 5, 1, 1, 1, 1, 1, 0, 0, 6, 0, 138, 1, 0, 0, 0, 0, 0, 0, 0, 5, 5, 2, 7, 3, 1, 0, 0, 0, 162, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-9, Run: 002, P, 0, 40, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 50, 98, 47, 3, 0, 49, 1, 0, 2, 2, 7, 3, 2, 1, 99, 1, 0, 5, 1, 7, 2, 1, 1, 0, 50, 0, 0, 117, 29, 128, 40, 11, 0, 0, 3, 0, 15, 4, 16, 5, 1, 99, 1, 0, 12, 1, 4, 14, 5, 1, 1, 1, 1, 1, 0, 0, 6, 0, 145, 2, 0, 0, 0, 0, 0, 0, 0, 2, 12, 2, 15, 3, 1, 0, 0, 0, 154, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-9, Run: 003, P, 0, 48, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 50, 99, 48, 2, 0, 49, 1, 0, 1, 0, 5, 1, 1, 1, 98, 2, 0, 13, 3, 16, 4, 1, 1, 0, 50, 0, 0, 71, 13, 74, 16, 3, 0, 0, 11, 0, 4, 0, 5, 1, 1, 98, 1, 1, 11, 3, 0, 14, 2, 1, 1, 1, 1, 1, 0, 0, 13, 0, 145, 2, 0, 0, 0, 0, 0, 0, 0, 4, 2, 0, 5, 1, 1, 0, 0, 0, 154, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-9, Run: 004, P, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 1, 0, 100, 100, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 97, 49, 1, 0, 45, 4, 1, 5, 2, 12, 4, 3, 1, 99, 1, 0, 13, 6, 15, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 44, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 48, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-9, Run: 005, P, 0, 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 50, 98, 49, 1, 0, 47, 3, 0, 15, 3, 20, 4, 2, 1, 99, 1, 0, 8, 1, 10, 2, 1, 1, 0, 50, 0, 0, 272, 72, 294, 94, 22, 0, 0, 3, 0, 84, 28, 85, 29, 1, 93, 7, 0, 17, 1, 4, 25, 5, 1, 1, 1, 1, 1, 0, 0, 6, 0, 145, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 1, 1, 1, 0, 0, 0, 156, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-9, Run: 006, P, 0, 42, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 50, 97, 49, 1, 0, 50, 0, 0, 12, 4, 14, 5, 2, 1, 97, 2, 1, 7, 4, 11, 6, 1, 1, 1, 50, 0, 0, 107, 20, 116, 29, 9, 0, 0, 3, 0, 16, 4, 17, 5, 1, 96, 4, 0, 34, 1, 10, 39, 11, 1, 1, 1, 1, 1, 0, 0, 7, 0, 141, 2, 0, 0, 0, 0, 0, 0, 0, 3, 4, 2, 7, 3, 1, 0, 0, 0, 158, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-9, Run: 007, P, 0, 43, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 50, 98, 48, 2, 0, 48, 2, 0, 8, 1, 13, 2, 2, 1, 97, 3, 0, 4, 2, 8, 3, 1, 1, 0, 50, 0, 0, 134, 25, 142, 33, 8, 0, 0, 5, 0, 12, 2, 13, 3, 1, 99, 0, 1, 9, 2, 1, 11, 3, 1, 1, 1, 1, 1, 0, 0, 8, 0, 143, 1, 0, 0, 0, 0, 0, 0, 0, 3, 12, 2, 14, 3, 1, 0, 0, 0, 157, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-9, Run: 008, P, 0, 40, 0, 0, 3, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 301, 0, 0, 0, 0, 0, 0, 0, 1, 50, 96, 47, 2, 0, 47, 1, 0, 0, 0, 4, 1, 4, 1, 98, 2, 0, 9, 2, 12, 3, 1, 1, 0, 50, 0, 0, 184, 31, 195, 42, 11, 0, 0, 13, 0, 25, 6, 26, 7, 1, 99, 1, 0, 13, 5, 2, 15, 3, 1, 1, 1, 1, 1, 0, 0, 18, 0, 0, 0, 0, 157, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 142, 2, 0, 0, 0, 0, 16, 3, 19, 1, 4, 1
INVAR-9, Run: 009, P, 0, 46, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 50, 99, 48, 2, 0, 50, 0, 0, 10, 0, 13, 1, 1, 1, 92, 8, 0, 11, 4, 20, 5, 1, 1, 0, 50, 0, 0, 94, 18, 99, 23, 5, 0, 0, 0, 0, 7, 2, 8, 3, 1, 94, 6, 0, 23, 0, 2, 30, 3, 1, 1, 1, 1, 1, 0, 0, 2, 0, 156, 3, 0, 0, 0, 0, 0, 0, 0, 1, 6, 1, 10, 2, 1, 0, 0, 0, 142, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-9, Run: 010, P, 0, 0, 1, 0, 100, 100, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 96, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 67, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
INVAR-9, Run: 011, P, 0, 45, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 29, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 50, 94, 49, 1, 0, 49, 0, 1, 24, 2, 27, 4, 6, 1, 98, 2, 0, 4, 0, 7, 1, 1, 1, 0, 50, 0, 0, 83, 18, 89, 24, 6, 0, 0, 8, 0, 2, 1, 3, 2, 1, 97, 2, 1, 45, 2, 2, 49, 4, 1, 1, 1, 1, 1, 0, 0, 15, 0, 145, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 127, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-9, Run: 012, P, 0, 35, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 50, 97, 47, 3, 0, 47, 3, 0, 9, 5, 16, 6, 3, 1, 97, 3, 0, 2, 1, 6, 2, 1, 1, 0, 50, 0, 0, 179, 53, 195, 69, 16, 0, 0, 20, 0, 41, 11, 42, 12, 1, 97, 3, 0, 15, 3, 10, 19, 11, 1, 1, 1, 1, 1, 0, 0, 24, 0, 147, 0, 0, 0, 0, 0, 0, 0, 0, 4, 16, 7, 17, 8, 1, 0, 0, 0, 154, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-9, Run: 013, P, 0, 47, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 50, 97, 48, 2, 0, 47, 3, 0, 6, 1, 12, 2, 2, 1, 96, 4, 0, 6, 1, 11, 2, 1, 1, 1, 50, 0, 0, 101, 22, 105, 26, 4, 0, 0, 27, 0, 2, 0, 3, 1, 1, 96, 4, 0, 9, 13, 2, 14, 3, 1, 1, 1, 1, 1, 0, 0, 31, 0, 157, 3, 0, 0, 0, 0, 0, 0, 0, 15, 6, 1, 9, 1, 0, 0, 0, 0, 141, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-9, Run: 014, P, 0, 40, 0, 0, 0, 1, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 49, 96, 48, 2, 0, 49, 1, 0, 45, 10, 49, 11, 4, 1, 98, 1, 0, 3, 1, 5, 2, 1, 1, 0, 48, 1, 0, 113, 36, 124, 46, 10, 1, 0, 3, 0, 16, 3, 17, 4, 1, 96, 3, 0, 1, 1, 1, 5, 2, 1, 1, 1, 1, 1, 0, 0, 8, 0, 152, 1, 1, 0, 0, 0, 0, 0, 0, 2, 8, 4, 11, 6, 1, 0, 0, 0, 144, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-9, Run: 015, P, 0, 41, 0, 3, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 292, 0, 0, 0, 0, 0, 0, 0, 1, 48, 95, 48, 1, 0, 47, 1, 0, 3, 0, 6, 1, 2, 1, 92, 5, 0, 5, 2, 11, 3, 1, 1, 0, 48, 0, 0, 110, 34, 118, 42, 8, 1, 0, 1, 0, 14, 2, 15, 3, 1, 96, 1, 0, 16, 1, 6, 18, 7, 1, 1, 1, 1, 1, 0, 0, 4, 0, 0, 0, 0, 146, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 146, 0, 0, 0, 0, 0, 18, 4, 19, 1, 5, 1
INVAR-9, Run: 016, P, 0, 42, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 50, 99, 49, 1, 0, 45, 5, 0, 20, 5, 27, 6, 1, 1, 97, 3, 0, 10, 3, 14, 4, 1, 1, 0, 50, 0, 0, 174, 32, 183, 41, 9, 0, 0, 6, 0, 19, 2, 20, 3, 1, 93, 3, 0, 0, 3, 1, 4, 2, 1, 1, 1, 1, 1, 0, 0, 8, 0, 137, 1, 0, 0, 0, 0, 0, 0, 0, 4, 14, 1, 16, 2, 1, 0, 0, 0, 151, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-9, Run: 017, P, 0, 49, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 50, 95, 47, 3, 0, 48, 1, 1, 1, 3, 7, 5, 5, 1, 92, 7, 1, 12, 6, 21, 8, 1, 1, 0, 50, 0, 0, 44, 5, 46, 7, 2, 0, 0, 2, 0, 1, 1, 2, 2, 1, 96, 3, 1, 2, 3, 1, 7, 3, 1, 1, 1, 1, 1, 0, 0, 8, 0, 149, 2, 0, 0, 0, 0, 0, 0, 0, 4, 6, 1, 9, 2, 1, 0, 0, 0, 150, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-9, Run: 018, P, 0, 47, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 50, 97, 48, 1, 1, 50, 0, 0, 4, 0, 7, 2, 3, 1, 94, 5, 1, 19, 3, 26, 5, 1, 1, 0, 50, 0, 0, 31, 6, 35, 10, 4, 0, 0, 8, 0, 2, 0, 3, 1, 1, 97, 3, 0, 30, 7, 7, 34, 8, 1, 1, 1, 1, 1, 0, 0, 12, 0, 162, 2, 0, 0, 0, 0, 0, 0, 0, 8, 3, 0, 5, 0, 0, 0, 0, 0, 137, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-9, Run: 019, P, 0, 44, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 6, 0, 0, 1, 300, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 50, 98, 48, 2, 0, 50, 0, 0, 27, 14, 30, 15, 2, 1, 97, 3, 0, 13, 5, 17, 6, 1, 1, 0, 50, 0, 0, 72, 19, 79, 26, 7, 0, 0, 5, 0, 7, 2, 8, 3, 1, 99, 1, 0, 40, 0, 12, 42, 12, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-9, Run: 020, P, 0, 47, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 50, 96, 50, 0, 0, 50, 0, 0, 10, 3, 11, 4, 4, 1, 96, 3, 1, 10, 3, 15, 5, 1, 1, 0, 50, 0, 0, 74, 23, 78, 27, 4, 0, 0, 6, 0, 6, 0, 7, 1, 1, 97, 3, 0, 14, 0, 5, 18, 6, 1, 1, 1, 1, 1, 0, 0, 11, 0, 155, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 3, 1, 1, 0, 0, 0, 145, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-9, Run: 021, P, 0, 47, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 3, 0, 0, 1, 300, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 50, 98, 49, 1, 0, 50, 0, 0, 11, 9, 13, 10, 2, 1, 97, 3, 0, 18, 6, 22, 7, 1, 1, 0, 50, 0, 0, 59, 10, 63, 14, 4, 0, 0, 1, 0, 1, 1, 2, 2, 1, 94, 6, 0, 38, 2, 9, 44, 9, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-9, Run: 022, P, 0, 39, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 0, 0, 1, 301, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 50, 95, 49, 1, 0, 49, 1, 0, 0, 0, 3, 1, 5, 1, 95, 5, 0, 45, 12, 51, 13, 1, 1, 0, 50, 0, 0, 188, 42, 200, 54, 12, 0, 0, 13, 0, 14, 6, 15, 7, 1, 96, 3, 1, 12, 1, 5, 17, 7, 1, 1, 0, 0, 0, 0, 0, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-9, Run: 023, P, 0, 42, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 50, 97, 49, 1, 0, 49, 1, 0, 4, 2, 7, 3, 3, 1, 97, 3, 0, 1, 1, 5, 2, 1, 1, 0, 50, 0, 0, 120, 29, 129, 38, 9, 0, 0, 0, 0, 12, 3, 13, 4, 1, 98, 2, 0, 6, 0, 1, 9, 2, 1, 1, 1, 1, 1, 0, 0, 4, 0, 136, 0, 0, 0, 0, 0, 0, 0, 0, 1, 4, 0, 5, 1, 1, 0, 0, 0, 165, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-9, Run: 024, P, 0, 48, 0, 2, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 49, 97, 49, 0, 0, 48, 1, 0, 0, 0, 2, 1, 1, 1, 93, 5, 0, 14, 10, 20, 11, 1, 1, 0, 49, 0, 0, 29, 5, 31, 7, 2, 0, 0, 1, 0, 0, 0, 1, 1, 1, 98, 0, 0, 5, 0, 0, 6, 1, 1, 1, 1, 1, 1, 0, 0, 3, 0, 156, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 2, 1, 1, 0, 0, 0, 138, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-9, Run: 025, P, 0, 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 50, 96, 48, 2, 0, 50, 0, 0, 2, 1, 5, 2, 4, 1, 98, 1, 1, 21, 2, 24, 4, 1, 1, 0, 50, 0, 0, 292, 69, 314, 91, 22, 0, 0, 7, 0, 63, 6, 64, 7, 1, 97, 3, 0, 22, 3, 4, 26, 5, 1, 1, 1, 1, 1, 0, 0, 12, 0, 135, 2, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 3, 1, 1, 0, 0, 0, 164, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-9, Run: 026, P, 0, 0, 0, 0, 100, 100, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 76, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 77, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
INVAR-9, Run: 027, P, 0, 39, 0, 0, 0, 2, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 49, 95, 49, 0, 1, 46, 4, 0, 21, 0, 27, 2, 5, 1, 95, 3, 0, 0, 0, 4, 1, 1, 1, 0, 49, 0, 0, 143, 30, 154, 41, 11, 0, 0, 20, 0, 13, 4, 14, 5, 1, 93, 5, 0, 8, 7, 0, 14, 1, 1, 1, 1, 1, 1, 0, 0, 26, 0, 137, 3, 0, 0, 0, 0, 0, 0, 0, 8, 2, 2, 6, 3, 1, 0, 0, 0, 155, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
