Input Number, Run_Number, Result@ 1000, A, B, H, C, T5, L4, L1, L5, Y, T1, T2, T3, T4, T6, R, U, L2, D, L3, O1, O2, O3, O4, Reaction New, Reaction10, Reaction11, Reaction12, Reaction13, Reaction14, Reaction15, Reaction16, Reaction17, Reaction19, Reaction2, Reaction20, Reaction21, Reaction22, Reaction23, Reaction24, Reaction25, Reaction3, Reaction4, Reaction5, Reaction6, Reaction8, Reaction9
INVAR-1, Run: 024, P, 0, 10, 0, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 1, 6, 0, 0, 0, 11, 2, 3, 61, 50, 359, 241, 2397, 5228, 5144, 5073, 5009, 4899, 84, 4422, 71, 64, 60, 71, 4828, 4828, 3630, 3097, 2738, 2497, 792, 533
INVAR-1, Run: 025, P, 0, 10, 0, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 1, 6, 0, 0, 0, 10, 1, 2, 60, 50, 465, 345, 2231, 2256, 2194, 2152, 2100, 2012, 62, 4967, 42, 52, 38, 30, 1982, 1982, 3812, 3141, 2676, 2331, 1155, 671
INVAR-1, Run: 026, P, 0, 10, 0, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 1, 6, 0, 0, 0, 9, 0, 1, 59, 50, 311, 185, 1721, 2147, 2093, 2050, 2008, 1919, 54, 3618, 43, 42, 39, 22, 1897, 1897, 2806, 2317, 2006, 1821, 812, 489
INVAR-1, Run: 027, P, 0, 10, 0, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 1, 6, 0, 0, 0, 9, 0, 1, 59, 50, 434, 268, 2013, 3237, 3148, 3079, 3035, 2931, 89, 4632, 69, 44, 54, 55, 2876, 2876, 3515, 2815, 2381, 2113, 1117, 700
INVAR-1, Run: 028, P, 0, 10, 0, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 1, 6, 0, 0, 0, 9, 0, 1, 59, 50, 372, 270, 1893, 3735, 3668, 3608, 3552, 3448, 67, 4003, 60, 56, 54, 46, 3402, 3402, 3160, 2635, 2263, 1993, 843, 525
INVAR-1, Run: 029, P, 10, 0, 0, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 1, 6, 0, 0, 0, 7, 8, 9, 57, 50, 283, 196, 2354, 5650, 5553, 5479, 5400, 5274, 97, 3958, 74, 79, 76, 59, 5215, 5215, 3351, 2933, 2650, 2454, 607, 418
INVAR-1, Run: 030, P, 0, 10, 0, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 1, 6, 0, 0, 0, 9, 0, 1, 59, 50, 409, 325, 2365, 3188, 3133, 3074, 3030, 2934, 55, 4420, 59, 44, 46, 50, 2884, 2884, 3684, 3199, 2790, 2465, 736, 485
INVAR-1, Run: 031, P, 0, 10, 0, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 1, 6, 0, 0, 0, 9, 0, 1, 59, 50, 469, 268, 1332, 2366, 2316, 2270, 2223, 2117, 50, 4001, 46, 47, 56, 36, 2081, 2081, 2862, 2169, 1700, 1432, 1139, 693
INVAR-1, Run: 032, P, 0, 10, 0, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 1, 6, 0, 0, 0, 9, 0, 1, 59, 50, 447, 327, 2223, 3508, 3434, 3360, 3298, 3203, 74, 4729, 74, 62, 45, 47, 3156, 3156, 3720, 3097, 2650, 2323, 1009, 623
INVAR-1, Run: 033, P, 0, 10, 0, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 1, 6, 0, 0, 0, 9, 0, 1, 59, 50, 311, 177, 1563, 2916, 2853, 2808, 2753, 2649, 63, 3243, 45, 55, 54, 33, 2616, 2616, 2572, 2151, 1840, 1663, 671, 421
INVAR-1, Run: 034, P, 0, 10, 0, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 1, 6, 0, 0, 0, 9, 0, 1, 59, 50, 466, 333, 2167, 2992, 2916, 2862, 2805, 2714, 76, 4655, 54, 57, 41, 30, 2684, 2684, 3716, 3066, 2600, 2267, 939, 650
INVAR-1, Run: 035, P, 0, 0, 0, 10, 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 1, 6, 0, 0, 0, 10, 11, 2, 60, 50, 438, 347, 2311, 2603, 2555, 2510, 2464, 2378, 48, 4612, 45, 46, 36, 52, 2326, 2326, 3773, 3196, 2758, 2411, 839, 577
INVAR-1, Run: 036, P, 0, 10, 0, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 1, 6, 0, 0, 0, 9, 0, 1, 59, 50, 404, 353, 2177, 3378, 3303, 3229, 3172, 3086, 75, 4608, 74, 57, 36, 45, 3041, 3041, 3678, 3034, 2630, 2277, 930, 644
INVAR-1, Run: 037, P, 0, 10, 0, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 1, 6, 0, 0, 0, 9, 0, 1, 59, 50, 410, 270, 1939, 3890, 3813, 3758, 3708, 3599, 77, 4312, 55, 50, 59, 61, 3538, 3538, 3336, 2719, 2309, 2039, 976, 617
INVAR-1, Run: 038, P, 0, 10, 0, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 1, 6, 0, 0, 0, 9, 0, 1, 59, 50, 547, 421, 2761, 3132, 3067, 3019, 2962, 2875, 65, 5734, 48, 57, 37, 47, 2828, 2828, 4637, 3829, 3282, 2861, 1097, 808
INVAR-1, Run: 039, P, 0, 10, 0, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 1, 6, 0, 0, 0, 9, 0, 1, 59, 50, 388, 267, 1855, 3219, 3149, 3082, 3022, 2920, 70, 4414, 67, 60, 52, 45, 2875, 2875, 3291, 2610, 2222, 1955, 1123, 681
INVAR-1, Run: 040, P, 0, 10, 0, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 1, 6, 0, 0, 0, 9, 0, 1, 59, 50, 455, 325, 2248, 4344, 4266, 4194, 4129, 4006, 78, 4563, 72, 65, 73, 64, 3942, 3942, 3704, 3128, 2673, 2348, 859, 576
INVAR-1, Run: 041, P, 0, 0, 0, 10, 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 1, 6, 0, 0, 0, 11, 12, 3, 61, 50, 517, 356, 1912, 2939, 2863, 2789, 2720, 2607, 76, 4866, 74, 69, 63, 42, 2565, 2565, 3668, 2885, 2368, 2012, 1198, 783
INVAR-1, Run: 042, P, 0, 10, 0, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 1, 6, 0, 0, 0, 9, 0, 1, 59, 50, 365, 299, 2032, 2870, 2799, 2748, 2711, 2615, 71, 4389, 51, 37, 46, 36, 2579, 2579, 3387, 2796, 2431, 2132, 1002, 591
INVAR-1, Run: 043, P, 10, 0, 0, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 1, 6, 0, 0, 0, 1, 2, 3, 51, 50, 441, 350, 2428, 3816, 3762, 3703, 3644, 3542, 54, 4738, 59, 59, 52, 52, 3490, 3490, 3928, 3319, 2878, 2528, 810, 609
INVAR-1, Run: 044, P, 0, 10, 0, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 1, 6, 0, 0, 0, 9, 0, 1, 59, 50, 330, 247, 1966, 4302, 4227, 4160, 4100, 3991, 75, 3920, 67, 60, 59, 62, 3929, 3929, 3122, 2643, 2313, 2066, 798, 479
INVAR-1, Run: 045, P, 0, 0, 0, 10, 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 1, 6, 0, 0, 0, 10, 11, 2, 60, 50, 387, 266, 1896, 3083, 3013, 2954, 2914, 2827, 70, 4067, 59, 40, 37, 42, 2785, 2785, 3210, 2649, 2262, 1996, 857, 561
INVAR-1, Run: 046, P, 0, 10, 0, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 1, 6, 0, 0, 0, 9, 0, 1, 59, 50, 361, 217, 1497, 2926, 2857, 2814, 2775, 2685, 69, 3792, 43, 39, 40, 38, 2647, 2647, 2755, 2175, 1814, 1597, 1037, 580
INVAR-1, Run: 047, P, 0, 10, 0, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 1, 6, 0, 0, 0, 9, 0, 1, 59, 50, 402, 297, 2210, 3033, 2965, 2916, 2862, 2772, 68, 4435, 49, 54, 40, 42, 2730, 2730, 3628, 3009, 2607, 2310, 807, 619
INVAR-1, Run: 048, P, 0, 10, 0, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 1, 6, 0, 0, 0, 9, 0, 1, 59, 50, 412, 358, 2510, 4193, 4113, 4045, 3979, 3864, 80, 5075, 68, 66, 65, 49, 3815, 3815, 4063, 3380, 2968, 2610, 1012, 683
INVAR-1, Run: 049, P, 0, 10, 0, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 1, 6, 0, 0, 0, 9, 0, 1, 59, 50, 426, 311, 2348, 3853, 3757, 3695, 3633, 3532, 96, 4676, 62, 62, 51, 42, 3490, 3490, 3796, 3185, 2759, 2448, 880, 611
INVAR-1, Run: 050, P, 0, 10, 0, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 1, 6, 0, 0, 0, 9, 0, 1, 59, 50, 535, 407, 2334, 2855, 2774, 2710, 2641, 2552, 81, 5406, 64, 69, 39, 42, 2510, 2510, 4231, 3376, 2841, 2434, 1175, 855
INVAR-1, Run: 051, P, 0, 10, 0, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 1, 6, 0, 0, 0, 9, 0, 1, 59, 50, 419, 305, 2012, 2976, 2908, 2858, 2800, 2706, 68, 4498, 50, 58, 44, 48, 2658, 2658, 3512, 2836, 2417, 2112, 986, 676
INVAR-1, Run: 052, P, 0, 10, 0, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 1, 6, 0, 0, 0, 9, 0, 1, 59, 50, 345, 216, 1618, 2632, 2553, 2489, 2449, 2368, 79, 3686, 64, 40, 31, 25, 2343, 2343, 2801, 2279, 1934, 1718, 885, 522
INVAR-1, Run: 053, P, 0, 10, 0, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 1, 6, 0, 0, 0, 9, 0, 1, 59, 50, 390, 283, 1932, 2773, 2697, 2643, 2592, 2502, 76, 4259, 54, 51, 40, 41, 2461, 2461, 3266, 2705, 2315, 2032, 993, 561
INVAR-1, Run: 054, P, 10, 0, 0, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 1, 6, 0, 0, 0, 0, 1, 2, 50, 50, 431, 324, 2101, 3519, 3460, 3402, 3344, 3245, 59, 4583, 58, 58, 49, 47, 3198, 3198, 3631, 2956, 2525, 2201, 952, 675
INVAR-1, Run: 055, P, 0, 10, 0, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 1, 6, 0, 0, 0, 9, 0, 1, 59, 50, 412, 288, 2196, 4480, 4383, 4305, 4229, 4120, 97, 4496, 78, 76, 59, 58, 4062, 4062, 3582, 2996, 2584, 2296, 914, 586
INVAR-1, Run: 056, P, 0, 10, 0, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 1, 6, 0, 0, 0, 9, 0, 1, 59, 50, 532, 349, 1712, 3432, 3370, 3310, 3226, 3113, 62, 4598, 60, 84, 63, 42, 3071, 3071, 3439, 2693, 2161, 1812, 1159, 746
INVAR-1, Run: 057, P, 10, 0, 0, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 1, 6, 0, 0, 0, 0, 1, 2, 50, 50, 428, 302, 2478, 4413, 4354, 4298, 4233, 4127, 59, 4743, 56, 65, 56, 63, 4064, 4064, 3896, 3308, 2880, 2578, 847, 588
INVAR-1, Run: 058, P, 0, 0, 0, 10, 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 1, 6, 0, 0, 0, 8, 9, 0, 58, 50, 548, 379, 1867, 2550, 2479, 2404, 2348, 2247, 71, 4899, 75, 56, 51, 50, 2197, 2197, 3676, 2894, 2346, 1967, 1223, 782
INVAR-1, Run: 059, P, 0, 10, 0, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 1, 6, 0, 0, 0, 9, 0, 1, 59, 50, 351, 274, 2163, 2983, 2940, 2899, 2860, 2766, 43, 4073, 41, 39, 44, 35, 2731, 2731, 3378, 2888, 2537, 2263, 695, 490
INVAR-1, Run: 060, P, 0, 10, 0, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 1, 6, 0, 0, 0, 9, 0, 1, 59, 50, 406, 256, 1640, 2913, 2842, 2787, 2733, 2636, 71, 4377, 55, 54, 47, 40, 2596, 2596, 3107, 2402, 1996, 1740, 1270, 705
INVAR-1, Run: 061, P, 0, 10, 0, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 1, 6, 0, 0, 0, 9, 0, 1, 59, 50, 352, 237, 1833, 3462, 3392, 3339, 3268, 3160, 70, 3796, 53, 71, 58, 43, 3117, 3117, 3028, 2522, 2170, 1933, 768, 506
INVAR-1, Run: 062, P, 0, 10, 0, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 1, 6, 0, 0, 0, 9, 0, 1, 59, 50, 591, 401, 2529, 3761, 3691, 3617, 3553, 3436, 70, 5761, 74, 64, 67, 48, 3388, 3388, 4490, 3621, 3030, 2629, 1271, 869
INVAR-1, Run: 063, P, 0, 0, 0, 10, 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 1, 6, 0, 0, 0, 8, 9, 0, 58, 50, 401, 278, 1820, 2956, 2888, 2839, 2784, 2686, 68, 4251, 49, 55, 48, 54, 2632, 2632, 3268, 2599, 2198, 1920, 983, 669
INVAR-1, Run: 064, P, 0, 10, 0, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 1, 6, 0, 0, 0, 9, 0, 1, 59, 50, 336, 245, 2027, 3445, 3382, 3327, 3258, 3172, 63, 3781, 55, 69, 36, 41, 3131, 3131, 3113, 2708, 2372, 2127, 668, 405
INVAR-1, Run: 065, P, 0, 10, 0, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 1, 6, 0, 0, 0, 9, 0, 1, 59, 50, 394, 237, 1763, 2580, 2519, 2474, 2427, 2335, 61, 3908, 45, 47, 42, 42, 2293, 2293, 3058, 2494, 2100, 1863, 850, 564
INVAR-1, Run: 066, P, 0, 0, 0, 10, 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 1, 6, 0, 0, 0, 10, 11, 2, 60, 50, 525, 362, 1670, 1910, 1845, 1786, 1722, 1633, 65, 4778, 59, 64, 39, 33, 1600, 1600, 3454, 2657, 2132, 1770, 1324, 797
INVAR-1, Run: 067, P, 0, 10, 0, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 1, 6, 0, 0, 0, 9, 0, 1, 59, 50, 337, 243, 2057, 4907, 4798, 4720, 4652, 4542, 109, 4170, 78, 68, 60, 77, 4465, 4465, 3279, 2737, 2400, 2157, 891, 542
INVAR-1, Run: 068, P, 0, 10, 0, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 1, 6, 0, 0, 0, 9, 0, 1, 59, 50, 544, 382, 2837, 3540, 3486, 3422, 3356, 3253, 54, 5531, 64, 66, 53, 45, 3208, 3208, 4585, 3863, 3319, 2937, 946, 722
INVAR-1, Run: 069, P, 0, 10, 0, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 1, 6, 0, 0, 0, 9, 0, 1, 59, 50, 489, 337, 2187, 2680, 2595, 2529, 2469, 2368, 85, 4932, 66, 60, 51, 39, 2329, 2329, 3824, 3113, 2624, 2287, 1108, 711
INVAR-1, Run: 070, P, 0, 10, 0, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 1, 6, 0, 0, 0, 9, 0, 1, 59, 50, 482, 286, 1722, 1904, 1856, 1804, 1764, 1685, 48, 4458, 52, 40, 29, 28, 1657, 1657, 3265, 2590, 2108, 1822, 1193, 675
INVAR-1, Run: 071, P, 0, 10, 0, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 1, 6, 0, 0, 0, 9, 0, 1, 59, 50, 491, 330, 1342, 2147, 2079, 2023, 1973, 1881, 68, 4643, 56, 50, 42, 47, 1834, 1834, 3106, 2263, 1772, 1442, 1537, 843
INVAR-1, Run: 072, P, 0, 10, 0, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 1, 6, 0, 0, 0, 9, 0, 1, 59, 50, 441, 301, 1681, 3012, 2933, 2863, 2792, 2694, 79, 4433, 70, 71, 48, 50, 2644, 2644, 3242, 2523, 2082, 1781, 1191, 719
INVAR-1, Run: 073, P, 0, 0, 0, 10, 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 1, 6, 0, 0, 0, 15, 16, 7, 65, 50, 569, 392, 2052, 3306, 3201, 3113, 3048, 2950, 105, 5471, 88, 65, 48, 46, 2904, 2904, 4001, 3113, 2544, 2152, 1470, 888
INVAR-1, Run: 074, P, 0, 10, 0, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 1, 6, 0, 0, 0, 9, 0, 1, 59, 50, 264, 171, 1506, 4156, 4072, 4008, 3942, 3846, 84, 3275, 64, 66, 46, 43, 3803, 3803, 2492, 2041, 1777, 1606, 783, 451
INVAR-1, Run: 075, P, 0, 10, 0, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 1, 6, 0, 0, 0, 9, 0, 1, 59, 50, 436, 376, 2455, 2939, 2871, 2807, 2756, 2650, 68, 5116, 64, 51, 56, 44, 2606, 2606, 4075, 3367, 2931, 2555, 1041, 708
INVAR-1, Run: 076, P, 0, 10, 0, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 1, 6, 0, 0, 0, 9, 0, 1, 59, 50, 338, 258, 2200, 4847, 4758, 4698, 4653, 4524, 89, 4028, 60, 45, 79, 60, 4464, 4464, 3367, 2896, 2558, 2300, 661, 471
INVAR-1, Run: 077, P, 0, 10, 0, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 1, 6, 0, 0, 0, 10, 1, 2, 60, 50, 482, 333, 1595, 2312, 2248, 2188, 2128, 2022, 64, 4612, 60, 60, 56, 29, 1993, 1993, 3328, 2510, 2028, 1695, 1284, 818
INVAR-1, Run: 078, P, 0, 10, 0, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 1, 6, 0, 0, 0, 9, 0, 1, 59, 50, 408, 320, 2628, 4339, 4269, 4211, 4137, 4038, 70, 4952, 58, 74, 49, 58, 3980, 3980, 4037, 3456, 3048, 2728, 915, 581
INVAR-1, Run: 079, P, 0, 10, 0, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 1, 6, 0, 0, 0, 10, 1, 2, 60, 50, 366, 254, 2049, 4446, 4376, 4303, 4218, 4118, 70, 4342, 73, 85, 50, 60, 4058, 4058, 3334, 2769, 2403, 2149, 1008, 565
INVAR-1, Run: 080, P, 0, 10, 0, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 1, 6, 0, 0, 0, 9, 0, 1, 59, 50, 390, 254, 1650, 2290, 2237, 2174, 2128, 2027, 53, 4132, 63, 46, 51, 42, 1985, 1985, 3062, 2394, 2004, 1750, 1070, 668
INVAR-1, Run: 081, P, 0, 10, 0, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 1, 6, 0, 0, 0, 9, 0, 1, 59, 50, 315, 200, 2177, 4918, 4835, 4771, 4698, 4576, 83, 3848, 64, 73, 72, 56, 4520, 4520, 3229, 2792, 2477, 2277, 619, 437
