Input Number, Run_Number, Result@ 100, A, CO, D, X1, H, M, PO, CE, Y, PE, B, NEW_REACTION, Reaction1, Reaction10, Reaction11, Reaction2, Reaction3, Reaction4, Reaction5, Reaction6, Reaction7, Reaction8, Reaction9
INVAR-10, Run: 061, F, 44, 0, 0, 0, 0, 0, 0, 378, 656, 1, 0, 278, 200, 2155, 768, 100, 63, 36, 100, 200, 300, 2533, 1046
INVAR-10, Run: 062, F, 10, 0, 0, 0, 0, 0, 0, 395, 690, 1, 0, 295, 200, 2016, 786, 100, 59, 40, 100, 200, 300, 2411, 1081
INVAR-10, Run: 063, F, 12, 0, 0, 0, 0, 0, 0, 394, 688, 1, 0, 294, 200, 2735, 937, 100, 52, 47, 100, 200, 300, 3129, 1231
INVAR-10, Run: 064, F, 56, 0, 0, 0, 0, 0, 0, 372, 644, 1, 0, 272, 200, 2033, 903, 100, 63, 36, 100, 200, 300, 2405, 1175
INVAR-10, Run: 065, F, 12, 0, 0, 0, 0, 0, 0, 394, 688, 1, 0, 294, 200, 2097, 832, 100, 64, 35, 100, 200, 300, 2491, 1126
INVAR-10, Run: 066, F, 14, 0, 0, 0, 0, 0, 0, 393, 686, 1, 0, 293, 200, 2628, 985, 100, 62, 37, 100, 200, 300, 3021, 1278
INVAR-10, Run: 067, F, 26, 0, 0, 0, 0, 0, 0, 387, 674, 1, 0, 287, 200, 2244, 815, 100, 58, 41, 100, 200, 300, 2631, 1102
INVAR-10, Run: 068, F, 16, 0, 0, 0, 0, 0, 0, 392, 684, 1, 0, 292, 200, 2411, 852, 100, 66, 33, 100, 200, 300, 2803, 1144
INVAR-10, Run: 069, F, 44, 0, 0, 0, 0, 0, 0, 378, 656, 1, 0, 278, 200, 2345, 757, 100, 68, 31, 100, 200, 300, 2723, 1035
INVAR-10, Run: 070, F, 34, 0, 0, 0, 0, 0, 0, 383, 666, 1, 0, 283, 200, 2199, 758, 100, 56, 43, 100, 200, 300, 2582, 1041
INVAR-10, Run: 071, F, 12, 0, 0, 0, 0, 0, 0, 394, 688, 1, 0, 294, 200, 2125, 737, 100, 56, 43, 100, 200, 300, 2519, 1031
INVAR-10, Run: 072, F, 10, 0, 0, 0, 0, 0, 0, 395, 690, 1, 0, 295, 200, 2286, 877, 100, 54, 45, 100, 200, 300, 2681, 1172
INVAR-10, Run: 073, F, 86, 0, 0, 0, 0, 0, 0, 357, 614, 1, 0, 257, 200, 2604, 930, 100, 61, 38, 100, 200, 300, 2961, 1187
INVAR-10, Run: 074, F, 38, 0, 0, 0, 0, 0, 0, 381, 662, 1, 0, 281, 200, 2557, 933, 100, 61, 38, 100, 200, 300, 2938, 1214
INVAR-10, Run: 075, F, 10, 0, 0, 0, 0, 0, 0, 395, 690, 1, 0, 295, 200, 2451, 912, 100, 65, 34, 100, 200, 300, 2846, 1207
INVAR-10, Run: 076, F, 10, 0, 0, 0, 0, 0, 0, 395, 690, 1, 0, 295, 200, 2469, 776, 100, 58, 41, 100, 200, 300, 2864, 1071
INVAR-10, Run: 077, F, 6, 0, 0, 0, 0, 0, 0, 397, 694, 1, 0, 297, 200, 2350, 835, 100, 56, 43, 100, 200, 300, 2747, 1132
INVAR-10, Run: 078, F, 62, 0, 0, 0, 0, 0, 0, 369, 638, 1, 0, 269, 200, 2955, 897, 100, 65, 34, 100, 200, 300, 3324, 1166
INVAR-10, Run: 079, F, 96, 0, 0, 0, 0, 0, 0, 352, 604, 1, 0, 252, 200, 2450, 858, 100, 50, 49, 100, 200, 300, 2802, 1110
INVAR-10, Run: 080, F, 52, 0, 0, 0, 0, 0, 0, 374, 648, 1, 0, 274, 200, 1853, 770, 100, 62, 37, 100, 200, 300, 2227, 1044
INVAR-10, Run: 081, F, 2, 0, 0, 0, 0, 0, 0, 399, 698, 1, 0, 299, 200, 1991, 673, 100, 58, 41, 100, 200, 300, 2390, 972
INVAR-10, Run: 082, F, 84, 0, 0, 0, 0, 0, 0, 358, 616, 1, 0, 258, 200, 2185, 765, 100, 61, 38, 100, 200, 300, 2543, 1023
INVAR-10, Run: 083, F, 62, 0, 0, 0, 0, 0, 0, 369, 638, 1, 0, 269, 200, 2025, 782, 100, 67, 32, 100, 200, 300, 2394, 1051
INVAR-10, Run: 084, F, 2, 0, 0, 0, 0, 0, 0, 399, 698, 1, 0, 299, 200, 2591, 767, 100, 52, 47, 100, 200, 300, 2990, 1066
INVAR-10, Run: 085, F, 10, 0, 0, 0, 0, 0, 0, 395, 690, 1, 0, 295, 200, 2495, 891, 100, 69, 30, 100, 200, 300, 2890, 1186
INVAR-10, Run: 086, F, 72, 0, 0, 0, 0, 0, 0, 364, 628, 1, 0, 264, 200, 2201, 747, 100, 60, 39, 100, 200, 300, 2565, 1011
INVAR-10, Run: 087, F, 2, 0, 0, 0, 0, 0, 0, 399, 698, 1, 0, 299, 200, 2294, 759, 100, 66, 33, 100, 200, 300, 2693, 1058
INVAR-10, Run: 088, F, 14, 0, 0, 0, 0, 0, 0, 393, 686, 1, 0, 293, 200, 1734, 703, 100, 71, 28, 100, 200, 300, 2127, 996
INVAR-10, Run: 089, F, 26, 0, 0, 0, 0, 0, 0, 387, 674, 1, 0, 287, 200, 1527, 715, 100, 53, 46, 100, 200, 300, 1914, 1002
INVAR-10, Run: 090, F, 4, 0, 0, 0, 0, 0, 0, 398, 696, 1, 0, 298, 200, 2202, 869, 100, 62, 37, 100, 200, 300, 2600, 1167
INVAR-10, Run: 091, F, 10, 0, 0, 0, 0, 0, 0, 395, 690, 1, 0, 295, 200, 2074, 839, 100, 67, 32, 100, 200, 300, 2469, 1134
INVAR-10, Run: 092, F, 30, 0, 0, 0, 0, 0, 0, 385, 670, 1, 0, 285, 200, 2065, 776, 100, 63, 36, 100, 200, 300, 2450, 1061
INVAR-10, Run: 093, F, 14, 0, 0, 0, 0, 0, 0, 393, 686, 1, 0, 293, 200, 2907, 895, 100, 58, 41, 100, 200, 300, 3300, 1188
INVAR-10, Run: 094, F, 6, 0, 0, 0, 0, 0, 0, 397, 694, 1, 0, 297, 200, 2692, 810, 100, 64, 35, 100, 200, 300, 3089, 1107
INVAR-10, Run: 095, F, 34, 0, 0, 0, 0, 0, 0, 383, 666, 1, 0, 283, 200, 2077, 734, 100, 63, 36, 100, 200, 300, 2460, 1017
INVAR-10, Run: 096, F, 38, 0, 0, 0, 0, 0, 0, 381, 662, 1, 0, 281, 200, 2604, 765, 100, 55, 44, 100, 200, 300, 2985, 1046
INVAR-10, Run: 097, F, 20, 0, 0, 0, 0, 0, 0, 390, 680, 1, 0, 290, 200, 1869, 809, 100, 70, 29, 100, 200, 300, 2259, 1099
INVAR-10, Run: 098, F, 14, 0, 0, 0, 0, 0, 0, 393, 686, 1, 0, 293, 200, 2906, 993, 100, 61, 38, 100, 200, 300, 3299, 1286
INVAR-10, Run: 099, F, 36, 0, 0, 0, 0, 0, 0, 382, 664, 1, 0, 282, 200, 2071, 876, 100, 58, 41, 100, 200, 300, 2453, 1158
INVAR-10, Run: 100, F, 6, 0, 0, 0, 0, 0, 0, 397, 694, 1, 0, 297, 200, 2646, 855, 100, 56, 43, 100, 200, 300, 3043, 1152
INVAR-2, Run: 001, F, 4, 0, 0, 0, 0, 0, 0, 110, 192, 1, 0, 82, 56, 423, 142, 28, 17, 10, 28, 56, 84, 533, 224
INVAR-2, Run: 002, F, 14, 0, 0, 0, 0, 0, 0, 105, 182, 1, 0, 77, 56, 390, 133, 28, 19, 8, 28, 56, 84, 495, 210
INVAR-2, Run: 003, F, 32, 0, 0, 0, 0, 0, 0, 96, 164, 1, 0, 68, 56, 194, 97, 28, 21, 6, 28, 56, 84, 290, 165
INVAR-2, Run: 004, F, 16, 0, 0, 0, 0, 0, 0, 104, 180, 1, 0, 76, 56, 240, 88, 28, 20, 7, 28, 56, 84, 344, 164
INVAR-2, Run: 005, F, 14, 0, 0, 0, 0, 0, 0, 105, 182, 1, 0, 77, 56, 417, 108, 28, 18, 9, 28, 56, 84, 522, 185
INVAR-2, Run: 006, F, 34, 0, 0, 0, 0, 0, 0, 95, 162, 1, 0, 67, 56, 247, 111, 28, 20, 7, 28, 56, 84, 342, 178
INVAR-2, Run: 007, F, 20, 0, 0, 0, 0, 0, 0, 102, 176, 1, 0, 74, 56, 461, 133, 28, 16, 11, 28, 56, 84, 563, 207
INVAR-2, Run: 008, F, 4, 0, 0, 0, 0, 0, 0, 110, 192, 1, 0, 82, 56, 422, 145, 28, 15, 12, 28, 56, 84, 532, 227
INVAR-2, Run: 009, F, 10, 0, 0, 0, 0, 0, 0, 107, 186, 1, 0, 79, 56, 325, 122, 28, 20, 7, 28, 56, 84, 432, 201
INVAR-2, Run: 010, F, 10, 0, 0, 0, 0, 0, 0, 107, 186, 1, 0, 79, 56, 556, 147, 28, 18, 9, 28, 56, 84, 663, 226
INVAR-2, Run: 011, F, 12, 0, 0, 0, 0, 0, 0, 106, 184, 1, 0, 78, 56, 206, 78, 28, 19, 8, 28, 56, 84, 312, 156
INVAR-2, Run: 012, F, 36, 0, 0, 0, 0, 0, 0, 94, 160, 1, 0, 66, 56, 252, 104, 28, 14, 13, 28, 56, 84, 346, 170
INVAR-2, Run: 013, F, 4, 0, 0, 0, 0, 0, 0, 110, 192, 1, 0, 82, 56, 345, 132, 28, 16, 11, 28, 56, 84, 455, 214
INVAR-2, Run: 014, F, 10, 0, 0, 0, 0, 0, 0, 107, 186, 1, 0, 79, 56, 266, 100, 28, 18, 9, 28, 56, 84, 373, 179
INVAR-2, Run: 015, F, 38, 0, 0, 0, 0, 0, 0, 93, 158, 1, 0, 65, 56, 374, 100, 28, 16, 11, 28, 56, 84, 467, 165
INVAR-2, Run: 016, F, 26, 0, 0, 0, 0, 0, 0, 99, 170, 1, 0, 71, 56, 283, 137, 28, 19, 8, 28, 56, 84, 382, 208
INVAR-2, Run: 017, F, 32, 0, 0, 0, 0, 0, 0, 96, 164, 1, 0, 68, 56, 300, 102, 28, 17, 10, 28, 56, 84, 396, 170
INVAR-2, Run: 018, F, 56, 0, 0, 0, 0, 0, 0, 84, 140, 1, 0, 56, 56, 291, 138, 28, 17, 10, 28, 56, 84, 375, 194
INVAR-2, Run: 019, F, 8, 0, 0, 0, 0, 0, 0, 108, 188, 1, 0, 80, 56, 306, 120, 28, 22, 5, 28, 56, 84, 414, 200
INVAR-2, Run: 020, F, 10, 0, 0, 0, 0, 0, 0, 107, 186, 1, 0, 79, 56, 332, 121, 28, 13, 14, 28, 56, 84, 439, 200
INVAR-2, Run: 021, F, 54, 0, 0, 0, 0, 0, 0, 85, 142, 1, 0, 57, 56, 157, 80, 28, 19, 8, 28, 56, 84, 242, 137
INVAR-2, Run: 022, F, 34, 0, 0, 0, 0, 0, 0, 95, 162, 1, 0, 67, 56, 323, 146, 28, 16, 11, 28, 56, 84, 418, 213
INVAR-2, Run: 023, F, 4, 0, 0, 0, 0, 0, 0, 110, 192, 1, 0, 82, 56, 402, 161, 28, 14, 13, 28, 56, 84, 512, 243
INVAR-2, Run: 024, F, 26, 0, 0, 0, 0, 0, 0, 99, 170, 1, 0, 71, 56, 258, 101, 28, 16, 11, 28, 56, 84, 357, 172
INVAR-2, Run: 025, F, 22, 0, 0, 0, 0, 0, 0, 101, 174, 1, 0, 73, 56, 299, 106, 28, 22, 5, 28, 56, 84, 400, 179
INVAR-2, Run: 026, F, 18, 0, 0, 0, 0, 0, 0, 103, 178, 1, 0, 75, 56, 182, 68, 28, 21, 6, 28, 56, 84, 285, 143
INVAR-2, Run: 027, F, 16, 0, 0, 0, 0, 0, 0, 104, 180, 1, 0, 76, 56, 327, 152, 28, 20, 7, 28, 56, 84, 431, 228
INVAR-2, Run: 028, F, 40, 0, 0, 0, 0, 0, 0, 92, 156, 1, 0, 64, 56, 261, 110, 28, 19, 8, 28, 56, 84, 353, 174
INVAR-2, Run: 029, F, 2, 0, 0, 0, 0, 0, 0, 111, 194, 1, 0, 83, 56, 219, 86, 28, 18, 9, 28, 56, 84, 330, 169
INVAR-2, Run: 030, F, 48, 0, 0, 0, 0, 0, 0, 88, 148, 1, 0, 60, 56, 391, 186, 28, 15, 12, 28, 56, 84, 479, 246
INVAR-2, Run: 031, F, 12, 0, 0, 0, 0, 0, 0, 106, 184, 1, 0, 78, 56, 264, 124, 28, 18, 9, 28, 56, 84, 370, 202
INVAR-2, Run: 032, F, 34, 0, 0, 0, 0, 0, 0, 95, 162, 1, 0, 67, 56, 322, 148, 28, 19, 8, 28, 56, 84, 417, 215
INVAR-2, Run: 033, F, 8, 0, 0, 0, 0, 0, 0, 108, 188, 1, 0, 80, 56, 406, 175, 28, 20, 7, 28, 56, 84, 514, 255
INVAR-2, Run: 034, F, 44, 0, 0, 0, 0, 0, 0, 90, 152, 1, 0, 62, 56, 174, 98, 28, 14, 13, 28, 56, 84, 264, 160
INVAR-2, Run: 035, F, 16, 0, 0, 0, 0, 0, 0, 104, 180, 1, 0, 76, 56, 282, 108, 28, 18, 9, 28, 56, 84, 386, 184
INVAR-2, Run: 036, F, 4, 0, 0, 0, 0, 0, 0, 110, 192, 1, 0, 82, 56, 225, 129, 28, 17, 10, 28, 56, 84, 335, 211
INVAR-2, Run: 037, F, 4, 0, 0, 0, 0, 0, 0, 110, 192, 1, 0, 82, 56, 347, 132, 28, 17, 10, 28, 56, 84, 457, 214
INVAR-2, Run: 038, F, 44, 0, 0, 0, 0, 0, 0, 90, 152, 1, 0, 62, 56, 344, 127, 28, 12, 15, 28, 56, 84, 434, 189
INVAR-2, Run: 039, F, 4, 0, 0, 0, 0, 0, 0, 110, 192, 1, 0, 82, 56, 168, 84, 28, 21, 6, 28, 56, 84, 278, 166
INVAR-2, Run: 040, F, 46, 0, 0, 0, 0, 0, 0, 89, 150, 1, 0, 61, 56, 269, 143, 28, 11, 16, 28, 56, 84, 358, 204
INVAR-2, Run: 041, F, 10, 0, 0, 0, 0, 0, 0, 107, 186, 1, 0, 79, 56, 284, 89, 28, 16, 11, 28, 56, 84, 391, 168
INVAR-2, Run: 042, F, 2, 0, 0, 0, 0, 0, 0, 111, 194, 1, 0, 83, 56, 309, 125, 28, 9, 18, 28, 56, 84, 420, 208
INVAR-2, Run: 043, F, 10, 0, 0, 0, 0, 0, 0, 107, 186, 1, 0, 79, 56, 496, 158, 28, 20, 7, 28, 56, 84, 603, 237
INVAR-2, Run: 044, F, 6, 0, 0, 0, 0, 0, 0, 109, 190, 1, 0, 81, 56, 223, 90, 28, 19, 8, 28, 56, 84, 332, 171
INVAR-2, Run: 045, F, 4, 0, 0, 0, 0, 0, 0, 110, 192, 1, 0, 82, 56, 209, 121, 28, 15, 12, 28, 56, 84, 319, 203
INVAR-2, Run: 046, F, 16, 0, 0, 0, 0, 0, 0, 104, 180, 1, 0, 76, 56, 333, 97, 28, 16, 11, 28, 56, 84, 437, 173
INVAR-2, Run: 047, F, 30, 0, 0, 0, 0, 0, 0, 97, 166, 1, 0, 69, 56, 323, 165, 28, 20, 7, 28, 56, 84, 420, 234
INVAR-2, Run: 048, F, 8, 0, 0, 0, 0, 0, 0, 108, 188, 1, 0, 80, 56, 325, 105, 28, 19, 8, 28, 56, 84, 433, 185
INVAR-2, Run: 049, F, 18, 0, 0, 0, 0, 0, 0, 103, 178, 1, 0, 75, 56, 261, 83, 28, 18, 9, 28, 56, 84, 364, 158
INVAR-2, Run: 050, F, 22, 0, 0, 0, 0, 0, 0, 101, 174, 1, 0, 73, 56, 301, 140, 28, 16, 11, 28, 56, 84, 402, 213
INVAR-2, Run: 051, F, 0, 0, 0, 0, 0, 0, 0, 112, 196, 1, 0, 84, 56, 292, 121, 28, 19, 8, 28, 56, 84, 404, 205
INVAR-2, Run: 052, F, 2, 0, 0, 0, 0, 0, 0, 111, 194, 1, 0, 83, 56, 223, 93, 28, 20, 7, 28, 56, 84, 334, 176
INVAR-2, Run: 053, F, 26, 0, 0, 0, 0, 0, 0, 99, 170, 1, 0, 71, 56, 256, 104, 28, 20, 7, 28, 56, 84, 355, 175
INVAR-2, Run: 054, F, 34, 0, 0, 0, 0, 0, 0, 95, 162, 1, 0, 67, 56, 439, 168, 28, 16, 11, 28, 56, 84, 534, 235
INVAR-2, Run: 055, F, 36, 0, 0, 0, 0, 0, 0, 94, 160, 1, 0, 66, 56, 299, 119, 28, 17, 10, 28, 56, 84, 393, 185
INVAR-2, Run: 056, F, 42, 0, 0, 0, 0, 0, 0, 91, 154, 1, 0, 63, 56, 273, 121, 28, 12, 15, 28, 56, 84, 364, 184
INVAR-2, Run: 057, F, 2, 0, 0, 0, 0, 0, 0, 111, 194, 1, 0, 83, 56, 339, 105, 28, 15, 12, 28, 56, 84, 450, 188
INVAR-2, Run: 058, F, 30, 0, 0, 0, 0, 0, 0, 97, 166, 1, 0, 69, 56, 365, 153, 28, 18, 9, 28, 56, 84, 462, 222
INVAR-2, Run: 059, F, 12, 0, 0, 0, 0, 0, 0, 106, 184, 1, 0, 78, 56, 351, 113, 28, 16, 11, 28, 56, 84, 457, 191
INVAR-2, Run: 060, F, 20, 0, 0, 0, 0, 0, 0, 102, 176, 1, 0, 74, 56, 199, 110, 28, 15, 12, 28, 56, 84, 301, 184
INVAR-2, Run: 061, F, 4, 0, 0, 0, 0, 0, 0, 110, 192, 1, 0, 82, 56, 348, 117, 28, 18, 9, 28, 56, 84, 458, 199
INVAR-2, Run: 062, F, 28, 0, 0, 0, 0, 0, 0, 98, 168, 1, 0, 70, 56, 164, 67, 28, 16, 11, 28, 56, 84, 262, 137
INVAR-2, Run: 063, F, 32, 0, 0, 0, 0, 0, 0, 96, 164, 1, 0, 68, 56, 415, 141, 28, 19, 8, 28, 56, 84, 511, 209
INVAR-2, Run: 064, F, 12, 0, 0, 0, 0, 0, 0, 106, 184, 1, 0, 78, 56, 219, 74, 28, 18, 9, 28, 56, 84, 325, 152
INVAR-2, Run: 065, F, 38, 0, 0, 0, 0, 0, 0, 93, 158, 1, 0, 65, 56, 228, 87, 28, 15, 12, 28, 56, 84, 321, 152
INVAR-2, Run: 066, F, 32, 0, 0, 0, 0, 0, 0, 96, 164, 1, 0, 68, 56, 207, 90, 28, 17, 10, 28, 56, 84, 303, 158
INVAR-2, Run: 067, F, 10, 0, 0, 0, 0, 0, 0, 107, 186, 1, 0, 79, 56, 339, 119, 28, 16, 11, 28, 56, 84, 446, 198
INVAR-2, Run: 068, F, 18, 0, 0, 0, 0, 0, 0, 103, 178, 1, 0, 75, 56, 299, 122, 28, 21, 6, 28, 56, 84, 402, 197
INVAR-2, Run: 069, F, 10, 0, 0, 0, 0, 0, 0, 107, 186, 1, 0, 79, 56, 251, 94, 28, 18, 9, 28, 56, 84, 358, 173
INVAR-2, Run: 070, F, 10, 0, 0, 0, 0, 0, 0, 107, 186, 1, 0, 79, 56, 170, 77, 28, 21, 6, 28, 56, 84, 277, 156
INVAR-2, Run: 071, F, 6, 0, 0, 0, 0, 0, 0, 109, 190, 1, 0, 81, 56, 256, 100, 28, 22, 5, 28, 56, 84, 365, 181
INVAR-2, Run: 072, F, 10, 0, 0, 0, 0, 0, 0, 107, 186, 1, 0, 79, 56, 397, 104, 28, 17, 10, 28, 56, 84, 504, 183
INVAR-2, Run: 073, F, 22, 0, 0, 0, 0, 0, 0, 101, 174, 1, 0, 73, 56, 375, 166, 28, 16, 11, 28, 56, 84, 476, 239
INVAR-2, Run: 074, F, 8, 0, 0, 0, 0, 0, 0, 108, 188, 1, 0, 80, 56, 337, 134, 28, 18, 9, 28, 56, 84, 445, 214
INVAR-2, Run: 075, F, 10, 0, 0, 0, 0, 0, 0, 107, 186, 1, 0, 79, 56, 246, 110, 28, 18, 9, 28, 56, 84, 353, 189
INVAR-2, Run: 076, F, 6, 0, 0, 0, 0, 0, 0, 109, 190, 1, 0, 81, 56, 444, 126, 28, 18, 9, 28, 56, 84, 553, 207
INVAR-2, Run: 077, F, 10, 0, 0, 0, 0, 0, 0, 107, 186, 1, 0, 79, 56, 340, 121, 28, 20, 7, 28, 56, 84, 447, 200
INVAR-2, Run: 078, F, 54, 0, 0, 0, 0, 0, 0, 85, 142, 1, 0, 57, 56, 362, 107, 28, 12, 15, 28, 56, 84, 447, 164
INVAR-2, Run: 079, F, 34, 0, 0, 0, 0, 0, 0, 95, 162, 1, 0, 67, 56, 285, 120, 28, 16, 11, 28, 56, 84, 380, 187
INVAR-2, Run: 080, F, 62, 0, 0, 0, 0, 0, 0, 81, 134, 1, 0, 53, 56, 175, 83, 28, 15, 12, 28, 56, 84, 256, 136
INVAR-2, Run: 081, F, 24, 0, 0, 0, 0, 0, 0, 100, 172, 1, 0, 72, 56, 443, 145, 28, 19, 8, 28, 56, 84, 543, 217
INVAR-2, Run: 082, F, 8, 0, 0, 0, 0, 0, 0, 108, 188, 1, 0, 80, 56, 296, 148, 28, 21, 6, 28, 56, 84, 404, 228
INVAR-2, Run: 083, F, 2, 0, 0, 0, 0, 0, 0, 111, 194, 1, 0, 83, 56, 135, 60, 28, 25, 2, 28, 56, 84, 246, 143
INVAR-2, Run: 084, F, 40, 0, 0, 0, 0, 0, 0, 92, 156, 1, 0, 64, 56, 254, 94, 28, 15, 12, 28, 56, 84, 346, 158
INVAR-2, Run: 085, F, 6, 0, 0, 0, 0, 0, 0, 109, 190, 1, 0, 81, 56, 351, 90, 28, 12, 15, 28, 56, 84, 460, 171
INVAR-2, Run: 086, F, 26, 0, 0, 0, 0, 0, 0, 99, 170, 1, 0, 71, 56, 420, 162, 28, 17, 10, 28, 56, 84, 519, 233
INVAR-2, Run: 087, F, 30, 0, 0, 0, 0, 0, 0, 97, 166, 1, 0, 69, 56, 290, 124, 28, 14, 13, 28, 56, 84, 387, 193
INVAR-2, Run: 088, F, 4, 0, 0, 0, 0, 0, 0, 110, 192, 1, 0, 82, 56, 250, 115, 28, 18, 9, 28, 56, 84, 360, 197
INVAR-2, Run: 089, F, 40, 0, 0, 0, 0, 0, 0, 92, 156, 1, 0, 64, 56, 239, 83, 28, 21, 6, 28, 56, 84, 331, 147
INVAR-2, Run: 090, F, 40, 0, 0, 0, 0, 0, 0, 92, 156, 1, 0, 64, 56, 233, 100, 28, 21, 6, 28, 56, 84, 325, 164
INVAR-2, Run: 091, F, 28, 0, 0, 0, 0, 0, 0, 98, 168, 1, 0, 70, 56, 368, 148, 28, 15, 12, 28, 56, 84, 466, 218
INVAR-2, Run: 092, F, 28, 0, 0, 0, 0, 0, 0, 98, 168, 1, 0, 70, 56, 417, 122, 28, 19, 8, 28, 56, 84, 515, 192
INVAR-2, Run: 093, F, 34, 0, 0, 0, 0, 0, 0, 95, 162, 1, 0, 67, 56, 210, 63, 28, 16, 11, 28, 56, 84, 305, 130
INVAR-2, Run: 094, F, 36, 0, 0, 0, 0, 0, 0, 94, 160, 1, 0, 66, 56, 215, 123, 28, 16, 11, 28, 56, 84, 309, 189
INVAR-2, Run: 095, F, 28, 0, 0, 0, 0, 0, 0, 98, 168, 1, 0, 70, 56, 411, 110, 28, 16, 11, 28, 56, 84, 509, 180
INVAR-2, Run: 096, F, 4, 0, 0, 0, 0, 0, 0, 110, 192, 1, 0, 82, 56, 218, 102, 28, 15, 12, 28, 56, 84, 328, 184
INVAR-2, Run: 097, F, 10, 0, 0, 0, 0, 0, 0, 107, 186, 1, 0, 79, 56, 350, 108, 28, 17, 10, 28, 56, 84, 457, 187
INVAR-2, Run: 098, F, 12, 0, 0, 0, 0, 0, 0, 106, 184, 1, 0, 78, 56, 305, 131, 28, 17, 10, 28, 56, 84, 411, 209
INVAR-2, Run: 099, F, 22, 0, 0, 0, 0, 0, 0, 101, 174, 1, 0, 73, 56, 304, 120, 28, 17, 10, 28, 56, 84, 405, 193
INVAR-2, Run: 100, F, 10, 0, 0, 0, 0, 0, 0, 107, 186, 1, 0, 79, 56, 404, 145, 28, 19, 8, 28, 56, 84, 511, 224
INVAR-3, Run: 001, F, 6, 0, 0, 0, 0, 0, 0, 325, 568, 1, 0, 243, 164, 1345, 454, 82, 54, 27, 82, 164, 246, 1670, 697
INVAR-3, Run: 002, F, 22, 0, 0, 0, 0, 0, 0, 317, 552, 1, 0, 235, 164, 1455, 578, 82, 60, 21, 82, 164, 246, 1772, 813
INVAR-3, Run: 003, F, 26, 0, 0, 0, 0, 0, 0, 315, 548, 1, 0, 233, 164, 1528, 580, 82, 43, 38, 82, 164, 246, 1843, 813
INVAR-3, Run: 004, F, 60, 0, 0, 0, 0, 0, 0, 298, 514, 1, 0, 216, 164, 2186, 629, 82, 42, 39, 82, 164, 246, 2484, 845
INVAR-3, Run: 005, F, 16, 0, 0, 0, 0, 0, 0, 320, 558, 1, 0, 238, 164, 1558, 660, 82, 53, 28, 82, 164, 246, 1878, 898
INVAR-3, Run: 006, F, 16, 0, 0, 0, 0, 0, 0, 320, 558, 1, 0, 238, 164, 2052, 745, 82, 43, 38, 82, 164, 246, 2372, 983
INVAR-3, Run: 007, F, 46, 0, 0, 0, 0, 0, 0, 305, 528, 1, 0, 223, 164, 1817, 588, 82, 52, 29, 82, 164, 246, 2122, 811
INVAR-3, Run: 008, F, 10, 0, 0, 0, 0, 0, 0, 323, 564, 1, 0, 241, 164, 1742, 677, 82, 45, 36, 82, 164, 246, 2065, 918
INVAR-3, Run: 009, F, 28, 0, 0, 0, 0, 0, 0, 314, 546, 1, 0, 232, 164, 1831, 664, 82, 46, 35, 82, 164, 246, 2145, 896
INVAR-3, Run: 010, F, 6, 0, 0, 0, 0, 0, 0, 325, 568, 1, 0, 243, 164, 1744, 519, 82, 56, 25, 82, 164, 246, 2069, 762
INVAR-3, Run: 011, F, 50, 0, 0, 0, 0, 0, 0, 303, 524, 1, 0, 221, 164, 1531, 614, 82, 62, 19, 82, 164, 246, 1834, 835
INVAR-3, Run: 012, F, 6, 0, 0, 0, 0, 0, 0, 325, 568, 1, 0, 243, 164, 1828, 674, 82, 58, 23, 82, 164, 246, 2153, 917
INVAR-3, Run: 013, F, 12, 0, 0, 0, 0, 0, 0, 322, 562, 1, 0, 240, 164, 2108, 560, 82, 50, 31, 82, 164, 246, 2430, 800
INVAR-3, Run: 014, F, 4, 0, 0, 0, 0, 0, 0, 326, 570, 1, 0, 244, 164, 1613, 500, 82, 53, 28, 82, 164, 246, 1939, 744
INVAR-3, Run: 015, F, 92, 0, 0, 0, 0, 0, 0, 282, 482, 1, 0, 200, 164, 1382, 517, 82, 52, 29, 82, 164, 246, 1664, 717
INVAR-3, Run: 016, F, 54, 0, 0, 0, 0, 0, 0, 301, 520, 1, 0, 219, 164, 2239, 689, 82, 51, 30, 82, 164, 246, 2540, 908
INVAR-3, Run: 017, F, 34, 0, 0, 0, 0, 0, 0, 311, 540, 1, 0, 229, 164, 1600, 594, 82, 51, 30, 82, 164, 246, 1911, 823
INVAR-3, Run: 018, F, 6, 0, 0, 0, 0, 0, 0, 325, 568, 1, 0, 243, 164, 1733, 448, 82, 60, 21, 82, 164, 246, 2058, 691
INVAR-3, Run: 019, F, 40, 0, 0, 0, 0, 0, 0, 308, 534, 1, 0, 226, 164, 1303, 617, 82, 59, 22, 82, 164, 246, 1611, 843
INVAR-3, Run: 020, F, 4, 0, 0, 0, 0, 0, 0, 326, 570, 1, 0, 244, 164, 2176, 692, 82, 53, 28, 82, 164, 246, 2502, 936
INVAR-3, Run: 021, F, 52, 0, 0, 0, 0, 0, 0, 302, 522, 1, 0, 220, 164, 1654, 658, 82, 48, 33, 82, 164, 246, 1956, 878
INVAR-3, Run: 022, F, 42, 0, 0, 0, 0, 0, 0, 307, 532, 1, 0, 225, 164, 1357, 606, 82, 51, 30, 82, 164, 246, 1664, 831
INVAR-3, Run: 023, F, 14, 0, 0, 0, 0, 0, 0, 321, 560, 1, 0, 239, 164, 1515, 418, 82, 62, 19, 82, 164, 246, 1836, 657
