Input Number, Run_Number, Result@ 100, predator_g494, predator_mrna495, predator_g532_Q2b_H2, predator_mrna533, predator_A, predator_g555, predator_mrna556, predator_ccdB, predator_Q1a, predator_H1, predator_H2, predator_Q2b, predator_Q2b_H2, prey_g594, prey_mrna595, prey_H1_Q1b, prey_g594_H1_Q1b, prey_ccdB, prey_g616, prey_mrna617, prey_Q1b, prey_Q2a, prey_H2, prey_H1, H1, H2, predator_g532, Reaction1, Reaction10, Reaction11, Reaction12, Reaction13, Reaction14, Reaction15, Reaction16, Reaction17, Reaction18, Reaction19, Reaction2, Reaction20, Reaction21, Reaction22, Reaction23, Reaction24, Reaction25, Reaction26, Reaction27, Reaction28, Reaction29, Reaction3, Reaction30, Reaction31, Reaction32, Reaction33, Reaction34, Reaction35, Reaction36, Reaction37, Reaction38, Reaction39, Reaction4, Reaction40, Reaction41, Reaction42, Reaction43, Reaction44, Reaction45, Reaction46, Reaction47, Reaction5, Reaction6, Reaction7, Reaction8, Reaction9
INVAR-1, Run: 011, F, 1, 1, 0, 0, 0, 1, 2, 3, 0, 1, 0, 1, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 107, 0, 3, 2, 2, 109, 107, 118, 113, 72, 30, 106, 29, 2, 46, 35, 59, 74, 25, 25, 28, 102, 113, 99, 98, 116, 116, 108, 109, 113, 77, 73, 25, 111, 26, 37, 26, 36, 25, 25, 36, 36, 130, 71, 3, 1, 0
INVAR-1, Run: 012, F, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 2, 0, 1, 0, 2, 0, 1, 1, 1, 0, 0, 1, 1, 1, 0, 0, 109, 0, 6, 7, 7, 95, 95, 109, 105, 88, 31, 108, 30, 4, 35, 37, 51, 73, 27, 27, 36, 109, 122, 90, 89, 103, 102, 108, 107, 98, 60, 72, 57, 119, 56, 33, 50, 38, 53, 52, 38, 38, 128, 77, 6, 1, 0
INVAR-1, Run: 013, F, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 2, 1, 0, 0, 110, 0, 5, 4, 4, 97, 97, 99, 96, 49, 8, 110, 7, 3, 32, 24, 37, 89, 17, 16, 24, 113, 85, 98, 98, 94, 94, 80, 80, 112, 70, 49, 15, 84, 15, 24, 14, 42, 17, 16, 25, 25, 97, 60, 5, 1, 0
INVAR-1, Run: 014, F, 1, 0, 0, 0, 0, 1, 3, 4, 0, 0, 1, 0, 0, 1, 2, 0, 0, 5, 1, 0, 0, 0, 0, 0, 0, 0, 0, 91, 0, 10, 13, 13, 124, 121, 130, 124, 47, 30, 91, 29, 2, 23, 41, 38, 74, 25, 25, 24, 96, 107, 86, 81, 113, 113, 115, 116, 105, 73, 83, 35, 106, 36, 40, 25, 32, 24, 24, 43, 43, 91, 53, 10, 1, 0
INVAR-1, Run: 015, F, 1, 2, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 1, 5, 0, 0, 6, 1, 1, 0, 0, 0, 1, 1, 2, 0, 102, 0, 2, 0, 0, 88, 88, 89, 89, 60, 9, 100, 8, 0, 31, 29, 45, 86, 27, 27, 21, 102, 102, 107, 101, 106, 105, 103, 104, 90, 62, 62, 38, 100, 39, 30, 28, 28, 29, 28, 32, 30, 107, 61, 2, 1, 0
INVAR-1, Run: 016, F, 1, 0, 0, 0, 0, 1, 5, 6, 0, 0, 0, 0, 0, 1, 1, 0, 0, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 105, 0, 8, 9, 9, 103, 98, 123, 111, 42, 62, 105, 61, 6, 22, 43, 40, 84, 18, 18, 26, 109, 111, 108, 106, 97, 97, 103, 104, 95, 53, 73, 19, 110, 20, 29, 21, 42, 20, 20, 44, 44, 93, 53, 8, 1, 0
INVAR-1, Run: 017, F, 1, 0, 0, 0, 0, 1, 1, 4, 0, 0, 2, 0, 1, 1, 1, 0, 0, 2, 1, 1, 0, 0, 0, 0, 0, 1, 0, 98, 0, 5, 6, 6, 102, 101, 103, 98, 70, 22, 98, 20, 1, 39, 30, 50, 88, 15, 15, 22, 109, 94, 118, 116, 87, 86, 69, 70, 84, 52, 65, 18, 92, 19, 30, 32, 32, 31, 31, 35, 34, 110, 60, 5, 1, 0
INVAR-1, Run: 018, F, 1, 2, 0, 0, 0, 1, 1, 1, 0, 0, 0, 2, 0, 1, 1, 0, 0, 0, 1, 2, 1, 0, 0, 0, 0, 0, 0, 103, 0, 13, 13, 13, 87, 86, 90, 85, 86, 21, 101, 20, 4, 44, 16, 30, 70, 18, 18, 26, 95, 91, 84, 84, 108, 106, 88, 88, 94, 73, 35, 28, 88, 29, 18, 43, 21, 42, 42, 17, 17, 99, 69, 13, 1, 0
INVAR-1, Run: 019, F, 1, 3, 0, 0, 0, 1, 2, 0, 1, 1, 0, 2, 0, 1, 2, 0, 0, 0, 1, 2, 1, 0, 0, 0, 1, 1, 0, 96, 0, 22, 13, 13, 118, 116, 115, 108, 48, 43, 93, 42, 7, 24, 32, 56, 95, 13, 13, 11, 104, 111, 104, 104, 106, 104, 124, 124, 120, 77, 74, 27, 108, 28, 40, 23, 43, 23, 22, 34, 33, 107, 50, 22, 1, 0
INVAR-1, Run: 020, F, 1, 1, 0, 0, 0, 1, 2, 1, 2, 1, 1, 0, 0, 0, 0, 0, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 103, 0, 30, 36, 36, 98, 96, 118, 93, 69, 16, 102, 15, 24, 38, 31, 27, 89, 14, 13, 9, 98, 108, 81, 80, 111, 111, 106, 105, 85, 48, 63, 11, 107, 11, 30, 30, 37, 30, 30, 33, 33, 92, 63, 30, 1, 0
INVAR-1, Run: 021, F, 1, 0, 0, 0, 0, 1, 0, 0, 2, 1, 0, 1, 0, 1, 2, 0, 0, 1, 1, 1, 0, 0, 0, 1, 0, 0, 0, 93, 0, 21, 21, 21, 94, 94, 95, 90, 68, 18, 93, 17, 5, 39, 16, 39, 98, 15, 15, 8, 104, 113, 117, 116, 82, 81, 78, 79, 80, 48, 35, 23, 111, 24, 18, 28, 32, 28, 28, 17, 17, 104, 63, 21, 1, 0
INVAR-1, Run: 022, F, 1, 0, 0, 0, 0, 1, 1, 1, 0, 2, 0, 2, 1, 1, 2, 0, 0, 1, 1, 2, 0, 1, 2, 1, 1, 0, 0, 95, 0, 4, 4, 4, 108, 107, 127, 122, 53, 26, 95, 24, 4, 26, 34, 31, 71, 25, 25, 17, 86, 98, 114, 113, 99, 97, 88, 89, 90, 51, 63, 38, 94, 39, 25, 24, 38, 25, 24, 36, 36, 90, 59, 4, 1, 0
INVAR-1, Run: 023, F, 1, 1, 0, 0, 0, 1, 5, 1, 1, 0, 2, 2, 0, 1, 3, 0, 0, 1, 1, 2, 1, 0, 0, 0, 0, 0, 0, 99, 0, 33, 41, 41, 105, 100, 90, 75, 40, 28, 98, 27, 14, 21, 15, 29, 84, 24, 24, 11, 92, 91, 82, 81, 81, 79, 84, 84, 82, 54, 41, 19, 88, 20, 23, 20, 28, 19, 19, 18, 18, 85, 55, 33, 1, 0
INVAR-1, Run: 024, F, 1, 1, 0, 0, 0, 1, 0, 3, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 2, 1, 1, 0, 0, 0, 0, 0, 103, 0, 71, 88, 88, 94, 94, 107, 72, 58, 6, 102, 5, 32, 33, 17, 25, 85, 29, 29, 46, 131, 98, 133, 133, 102, 100, 124, 124, 124, 49, 33, 50, 97, 51, 14, 26, 74, 25, 25, 19, 19, 93, 68, 71, 1, 0
INVAR-1, Run: 025, F, 1, 2, 0, 0, 0, 1, 0, 2, 2, 1, 0, 4, 2, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 112, 0, 9, 9, 9, 91, 91, 94, 84, 77, 33, 110, 30, 8, 40, 32, 32, 87, 11, 11, 11, 97, 111, 91, 91, 106, 106, 75, 76, 93, 54, 63, 18, 104, 19, 28, 37, 39, 36, 36, 35, 35, 101, 67, 9, 1, 0
INVAR-1, Run: 026, F, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 2, 1, 1, 0, 2, 0, 1, 1, 1, 0, 0, 0, 1, 0, 0, 0, 102, 0, 0, 0, 0, 116, 115, 104, 104, 51, 22, 102, 20, 0, 29, 27, 47, 79, 25, 25, 24, 103, 106, 118, 117, 112, 111, 151, 150, 115, 63, 65, 31, 102, 30, 36, 20, 52, 22, 22, 29, 29, 89, 42, 0, 1, 0
INVAR-1, Run: 027, F, 1, 2, 0, 0, 0, 1, 3, 2, 1, 1, 0, 3, 1, 1, 1, 0, 0, 0, 1, 0, 0, 2, 0, 1, 1, 0, 0, 114, 0, 7, 5, 5, 88, 85, 60, 56, 91, 35, 112, 33, 2, 45, 26, 35, 53, 30, 30, 26, 78, 131, 108, 108, 96, 96, 92, 93, 85, 41, 51, 58, 126, 59, 23, 44, 42, 45, 44, 28, 28, 125, 89, 7, 1, 0
INVAR-1, Run: 028, F, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 0, 0, 1, 1, 3, 4, 3, 0, 0, 5, 0, 97, 0, 20, 29, 29, 77, 77, 83, 68, 43, 12, 96, 10, 15, 20, 28, 38, 82, 11, 11, 17, 98, 92, 98, 98, 109, 108, 107, 105, 112, 70, 77, 17, 89, 18, 38, 24, 38, 23, 23, 36, 31, 86, 48, 20, 1, 0
INVAR-1, Run: 029, F, 1, 1, 0, 0, 0, 1, 1, 1, 0, 0, 0, 1, 0, 1, 2, 1, 0, 2, 1, 1, 1, 0, 0, 1, 0, 1, 0, 104, 0, 19, 22, 22, 103, 102, 114, 101, 66, 41, 103, 40, 12, 32, 23, 30, 92, 13, 13, 16, 106, 100, 110, 108, 87, 86, 66, 65, 68, 47, 38, 11, 98, 11, 13, 33, 21, 34, 34, 25, 24, 106, 76, 19, 1, 0
INVAR-1, Run: 030, F, 1, 2, 0, 0, 0, 1, 4, 5, 1, 0, 0, 1, 0, 1, 0, 1, 0, 0, 1, 2, 2, 1, 0, 0, 0, 0, 0, 105, 0, 10, 10, 10, 117, 113, 107, 101, 38, 10, 103, 9, 1, 21, 32, 31, 93, 21, 21, 13, 106, 97, 117, 117, 95, 93, 116, 114, 126, 83, 71, 19, 95, 19, 38, 17, 42, 17, 17, 33, 33, 74, 42, 10, 1, 0
INVAR-1, Run: 031, F, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 1, 3, 1, 0, 0, 0, 1, 0, 0, 88, 0, 13, 13, 13, 99, 99, 98, 92, 44, 17, 87, 16, 6, 22, 28, 30, 86, 3, 3, 2, 88, 64, 75, 75, 101, 98, 106, 105, 107, 63, 53, 6, 62, 6, 24, 21, 44, 22, 21, 29, 29, 72, 42, 13, 1, 0
INVAR-1, Run: 032, F, 1, 1, 0, 0, 0, 1, 2, 1, 0, 0, 0, 0, 0, 1, 3, 0, 0, 1, 1, 1, 0, 1, 0, 2, 0, 0, 0, 101, 0, 12, 11, 11, 128, 126, 127, 123, 84, 22, 100, 21, 3, 40, 41, 47, 97, 15, 15, 23, 117, 112, 117, 116, 99, 98, 83, 84, 104, 72, 66, 23, 111, 24, 24, 43, 31, 44, 44, 42, 42, 125, 78, 12, 1, 0
INVAR-1, Run: 033, F, 1, 1, 0, 0, 0, 1, 1, 1, 0, 0, 2, 1, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 113, 0, 16, 16, 16, 121, 120, 157, 145, 50, 24, 112, 23, 11, 22, 41, 64, 62, 21, 21, 30, 92, 111, 80, 80, 110, 109, 97, 98, 110, 72, 69, 15, 109, 16, 25, 28, 38, 28, 27, 44, 44, 110, 46, 16, 1, 0
INVAR-1, Run: 034, F, 1, 2, 0, 0, 0, 1, 0, 0, 1, 1, 2, 2, 0, 0, 0, 1, 1, 3, 1, 2, 2, 1, 0, 0, 0, 0, 0, 96, 0, 35, 33, 33, 87, 87, 71, 53, 70, 42, 94, 41, 18, 33, 41, 32, 65, 32, 31, 24, 89, 118, 100, 97, 134, 132, 145, 142, 144, 95, 86, 50, 115, 49, 42, 35, 48, 36, 36, 44, 44, 116, 83, 35, 1, 0
INVAR-1, Run: 035, F, 1, 0, 0, 0, 0, 1, 0, 1, 0, 2, 0, 2, 0, 1, 0, 0, 0, 0, 1, 3, 1, 1, 0, 0, 4, 1, 0, 106, 0, 10, 12, 12, 96, 96, 103, 99, 101, 10, 106, 9, 3, 43, 31, 46, 99, 9, 9, 0, 99, 101, 82, 82, 103, 100, 86, 86, 109, 76, 72, 22, 98, 23, 39, 53, 32, 56, 52, 33, 32, 125, 79, 10, 1, 0
INVAR-1, Run: 036, F, 1, 1, 0, 0, 0, 1, 2, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 1, 1, 4, 0, 0, 0, 0, 0, 0, 93, 0, 20, 19, 19, 88, 86, 80, 76, 61, 25, 92, 24, 4, 39, 28, 36, 84, 13, 13, 15, 98, 103, 97, 97, 92, 91, 90, 87, 73, 46, 45, 17, 101, 18, 16, 23, 27, 22, 22, 29, 29, 101, 65, 20, 1, 0
INVAR-1, Run: 037, F, 1, 1, 0, 0, 0, 1, 1, 1, 0, 0, 2, 1, 1, 1, 1, 0, 0, 0, 1, 0, 2, 0, 1, 0, 0, 1, 0, 99, 0, 27, 18, 18, 97, 96, 91, 84, 68, 10, 98, 8, 6, 34, 12, 36, 83, 14, 14, 12, 94, 97, 100, 100, 98, 98, 90, 89, 68, 45, 37, 19, 94, 20, 19, 35, 23, 34, 34, 17, 16, 110, 74, 27, 1, 0
INVAR-1, Run: 038, F, 1, 0, 0, 0, 0, 1, 4, 2, 1, 0, 0, 0, 0, 1, 2, 1, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 105, 0, 15, 18, 18, 95, 91, 95, 84, 83, 26, 105, 25, 9, 33, 26, 36, 78, 19, 19, 12, 88, 105, 84, 83, 95, 94, 77, 77, 89, 62, 60, 26, 104, 26, 33, 50, 27, 50, 50, 27, 27, 97, 60, 15, 1, 0
INVAR-1, Run: 039, F, 1, 3, 0, 0, 0, 1, 0, 1, 1, 0, 1, 1, 0, 1, 2, 1, 0, 2, 1, 2, 0, 0, 0, 0, 1, 0, 0, 103, 0, 13, 14, 14, 106, 106, 113, 111, 87, 16, 100, 15, 1, 48, 27, 39, 65, 18, 18, 27, 90, 103, 112, 110, 108, 106, 78, 78, 95, 59, 72, 28, 101, 28, 43, 38, 36, 39, 38, 29, 29, 105, 65, 13, 1, 0
INVAR-1, Run: 040, F, 1, 3, 0, 0, 0, 1, 2, 1, 1, 0, 0, 3, 0, 1, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 86, 0, 15, 8, 8, 114, 112, 96, 92, 46, 10, 83, 9, 3, 25, 21, 26, 103, 12, 12, 8, 111, 95, 115, 115, 106, 105, 84, 84, 94, 56, 48, 16, 91, 17, 26, 22, 38, 21, 21, 22, 22, 86, 59, 15, 1, 0
INVAR-1, Run: 041, F, 1, 2, 0, 0, 0, 1, 0, 0, 1, 1, 0, 8, 1, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 97, 0, 15, 28, 28, 88, 88, 58, 58, 54, 32, 95, 30, 0, 29, 35, 33, 84, 13, 13, 12, 95, 101, 96, 96, 106, 106, 81, 82, 113, 66, 81, 11, 91, 12, 44, 24, 47, 24, 23, 37, 37, 109, 75, 15, 1, 0
INVAR-1, Run: 042, F, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 75, 0, 6, 2, 2, 113, 113, 157, 155, 24, 13, 75, 12, 1, 16, 30, 35, 103, 2, 2, 0, 103, 64, 102, 102, 86, 85, 96, 97, 95, 56, 52, 7, 62, 8, 21, 9, 39, 8, 8, 31, 31, 64, 29, 6, 1, 0
INVAR-1, Run: 043, F, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 3, 1, 1, 0, 0, 0, 1, 1, 0, 0, 89, 0, 17, 21, 21, 104, 104, 97, 92, 57, 16, 89, 15, 5, 28, 24, 38, 81, 25, 25, 26, 107, 91, 125, 122, 105, 104, 106, 106, 94, 48, 43, 36, 90, 36, 18, 27, 46, 29, 28, 25, 25, 95, 57, 17, 1, 0
INVAR-1, Run: 044, F, 1, 0, 0, 0, 0, 1, 0, 0, 2, 0, 0, 1, 0, 1, 0, 0, 0, 3, 1, 1, 1, 0, 0, 1, 1, 0, 0, 106, 0, 4, 1, 1, 95, 95, 88, 88, 59, 30, 106, 29, 0, 32, 28, 36, 99, 14, 14, 18, 117, 109, 111, 108, 97, 96, 110, 110, 97, 60, 57, 28, 107, 29, 28, 26, 37, 27, 26, 29, 29, 96, 58, 4, 1, 0
INVAR-1, Run: 045, F, 1, 2, 0, 0, 0, 1, 1, 0, 1, 0, 1, 2, 1, 1, 2, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 106, 0, 28, 17, 17, 96, 95, 103, 96, 40, 24, 104, 22, 7, 16, 23, 43, 56, 31, 31, 42, 96, 109, 89, 89, 92, 92, 88, 89, 78, 48, 56, 22, 105, 23, 30, 25, 30, 24, 24, 26, 26, 97, 53, 28, 1, 0
INVAR-1, Run: 046, F, 1, 3, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 2, 1, 3, 1, 0, 1, 0, 0, 0, 0, 109, 0, 26, 18, 18, 98, 98, 99, 90, 93, 43, 106, 42, 9, 45, 26, 36, 63, 40, 39, 37, 100, 115, 85, 83, 107, 104, 97, 96, 115, 65, 54, 35, 113, 35, 26, 48, 50, 48, 48, 27, 27, 111, 75, 26, 1, 0
INVAR-1, Run: 047, F, 1, 1, 0, 0, 0, 1, 1, 1, 0, 0, 0, 1, 1, 0, 0, 1, 1, 0, 1, 1, 1, 0, 1, 2, 0, 0, 0, 99, 0, 6, 8, 8, 111, 110, 104, 97, 83, 49, 98, 47, 6, 47, 24, 37, 74, 22, 21, 23, 97, 120, 83, 83, 87, 86, 85, 83, 74, 53, 52, 35, 117, 34, 25, 33, 21, 36, 36, 26, 26, 116, 79, 6, 1, 0
INVAR-1, Run: 048, F, 1, 1, 0, 0, 0, 1, 3, 1, 0, 0, 0, 0, 0, 0, 2, 1, 1, 3, 1, 0, 3, 0, 0, 0, 0, 1, 0, 97, 0, 26, 26, 26, 99, 96, 110, 95, 75, 9, 96, 8, 14, 38, 29, 44, 65, 38, 37, 41, 104, 101, 116, 113, 118, 118, 93, 89, 95, 58, 54, 51, 100, 50, 23, 36, 37, 37, 37, 31, 30, 114, 70, 26, 1, 0
INVAR-1, Run: 049, F, 1, 1, 0, 0, 0, 1, 2, 4, 1, 0, 0, 2, 1, 1, 0, 0, 0, 0, 1, 2, 1, 1, 0, 0, 1, 0, 0, 101, 0, 6, 4, 4, 88, 86, 119, 111, 63, 27, 100, 25, 4, 29, 41, 47, 64, 34, 34, 29, 93, 111, 101, 101, 98, 96, 113, 113, 125, 81, 82, 38, 107, 39, 39, 34, 43, 34, 33, 43, 43, 103, 55, 6, 1, 0
INVAR-1, Run: 050, F, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 0, 0, 1, 2, 4, 0, 0, 1, 0, 0, 0, 121, 0, 24, 35, 35, 96, 96, 95, 86, 98, 12, 121, 11, 9, 48, 27, 40, 92, 18, 18, 12, 102, 132, 110, 110, 101, 99, 104, 99, 106, 50, 54, 28, 131, 27, 26, 48, 56, 50, 50, 28, 28, 126, 86, 24, 1, 0
INVAR-1, Run: 051, F, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 2, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 99, 0, 10, 8, 8, 93, 93, 80, 73, 53, 39, 99, 38, 6, 29, 31, 28, 73, 24, 24, 20, 93, 93, 96, 96, 124, 124, 112, 113, 98, 66, 78, 27, 92, 28, 44, 25, 32, 24, 24, 34, 34, 89, 61, 10, 1, 0
INVAR-1, Run: 052, F, 1, 0, 0, 0, 0, 1, 1, 3, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 1, 1, 0, 1, 3, 0, 0, 2, 0, 92, 0, 33, 34, 34, 97, 96, 113, 103, 47, 21, 92, 20, 7, 25, 26, 37, 84, 12, 12, 14, 98, 88, 93, 92, 86, 85, 91, 92, 91, 52, 69, 23, 87, 24, 36, 23, 38, 22, 22, 30, 28, 82, 45, 33, 1, 0
INVAR-1, Run: 053, F, 1, 2, 0, 0, 0, 1, 2, 1, 0, 0, 0, 2, 1, 1, 1, 0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 107, 0, 9, 8, 8, 91, 89, 99, 97, 84, 20, 105, 18, 1, 39, 28, 44, 64, 13, 13, 11, 74, 110, 73, 73, 99, 98, 99, 100, 98, 70, 68, 33, 106, 34, 38, 45, 28, 45, 45, 30, 30, 125, 81, 9, 1, 0
INVAR-1, Run: 054, F, 1, 3, 0, 0, 0, 1, 0, 1, 2, 0, 0, 1, 2, 1, 2, 2, 0, 1, 1, 1, 3, 1, 0, 1, 2, 0, 0, 101, 0, 20, 20, 20, 92, 92, 106, 99, 65, 39, 98, 36, 6, 31, 26, 31, 80, 23, 23, 21, 99, 97, 105, 104, 113, 112, 145, 141, 133, 86, 58, 35, 93, 34, 29, 30, 46, 34, 32, 29, 29, 88, 55, 20, 1, 0
