Input Number, Run_Number, Result@ 1000, A, B, H, C, T4, T6, Y, L4, L1, L5, T1, T2, T3, T5, R, U, L2, D, L3
3, Run: 007, F, 0, 0, 0, 1000, 1, 0, 104, 0, 0, 0, 1, 0, 1, 0, 1, 6, 0, 47, 0
3, Run: 008, F, 1000, 0, 0, 0, 0, 2, 103, 0, 0, 0, 0, 1, 1, 0, 1, 6, 0, 46, 0
3, Run: 009, F, 1000, 0, 0, 0, 0, 2, 106, 0, 0, 0, 2, 0, 0, 0, 1, 6, 0, 46, 0
3, Run: 010, F, 0, 0, 0, 1000, 3, 0, 104, 0, 0, 0, 0, 0, 1, 1, 1, 6, 0, 45, 0
3, Run: 011, F, 1000, 0, 0, 0, 2, 0, 102, 0, 0, 0, 0, 0, 0, 0, 1, 6, 0, 48, 0
3, Run: 012, F, 1000, 0, 0, 0, 0, 0, 103, 0, 0, 0, 0, 0, 1, 0, 1, 6, 0, 49, 0
3, Run: 013, F, 1000, 0, 0, 0, 1, 1, 103, 0, 0, 0, 0, 1, 0, 1, 1, 6, 0, 46, 0
3, Run: 014, F, 0, 1000, 0, 0, 0, 0, 104, 0, 0, 0, 0, 0, 2, 1, 1, 6, 0, 47, 0
3, Run: 015, F, 0, 1000, 0, 0, 0, 0, 102, 0, 0, 0, 1, 0, 0, 0, 1, 6, 0, 49, 0
3, Run: 016, F, 0, 0, 0, 1000, 1, 0, 103, 0, 0, 0, 0, 0, 0, 1, 1, 6, 0, 48, 0
3, Run: 017, F, 1000, 0, 0, 0, 2, 0, 103, 0, 0, 0, 1, 0, 1, 0, 1, 6, 0, 46, 0
3, Run: 018, F, 0, 1000, 0, 0, 2, 1, 106, 0, 0, 0, 1, 0, 1, 0, 1, 6, 0, 45, 0
3, Run: 019, F, 1000, 0, 0, 0, 0, 1, 105, 0, 0, 0, 1, 0, 0, 1, 1, 6, 0, 47, 0
3, Run: 020, F, 0, 1000, 0, 0, 0, 1, 101, 0, 0, 0, 0, 1, 0, 1, 1, 6, 0, 47, 0
3, Run: 021, F, 0, 0, 0, 1000, 1, 0, 104, 0, 0, 0, 0, 0, 1, 0, 1, 6, 0, 48, 0
3, Run: 022, F, 0, 0, 0, 1000, 0, 1, 106, 0, 0, 0, 0, 0, 1, 0, 1, 6, 0, 48, 0
3, Run: 023, F, 0, 1000, 0, 0, 0, 1, 105, 0, 0, 0, 0, 0, 0, 0, 1, 6, 0, 49, 0
3, Run: 024, F, 0, 0, 0, 1000, 0, 1, 102, 0, 0, 0, 0, 1, 0, 0, 1, 6, 0, 48, 0
3, Run: 025, F, 0, 0, 0, 1000, 0, 0, 102, 0, 0, 0, 1, 0, 1, 0, 1, 6, 0, 48, 0
3, Run: 026, F, 1000, 0, 0, 0, 0, 0, 106, 0, 0, 0, 0, 1, 0, 1, 1, 6, 0, 48, 0
3, Run: 027, F, 0, 0, 0, 1000, 0, 1, 108, 0, 0, 0, 1, 1, 1, 0, 1, 6, 0, 46, 0
3, Run: 028, F, 0, 1000, 0, 0, 0, 1, 105, 0, 0, 0, 0, 1, 0, 1, 1, 6, 0, 47, 0
3, Run: 029, F, 1000, 0, 0, 0, 0, 0, 105, 0, 0, 0, 0, 1, 1, 1, 1, 6, 0, 47, 0
3, Run: 030, F, 0, 1000, 0, 0, 1, 0, 103, 0, 0, 0, 0, 0, 0, 1, 1, 6, 0, 48, 0
3, Run: 031, F, 0, 1000, 0, 0, 1, 0, 104, 0, 0, 0, 0, 1, 0, 0, 1, 6, 0, 48, 0
3, Run: 032, F, 0, 0, 0, 1000, 0, 1, 105, 0, 0, 0, 0, 1, 0, 2, 1, 6, 0, 46, 0
3, Run: 033, F, 0, 0, 0, 1000, 1, 1, 103, 0, 0, 0, 0, 0, 1, 1, 1, 6, 0, 46, 0
3, Run: 034, F, 0, 0, 0, 1000, 0, 0, 108, 0, 0, 0, 0, 0, 0, 1, 1, 6, 0, 49, 0
3, Run: 035, F, 1000, 0, 0, 0, 0, 0, 105, 0, 0, 0, 1, 2, 0, 0, 1, 6, 0, 47, 0
3, Run: 036, F, 1000, 0, 0, 0, 0, 1, 101, 0, 0, 0, 0, 1, 0, 0, 1, 6, 0, 48, 0
3, Run: 037, F, 0, 1000, 0, 0, 1, 0, 105, 0, 0, 0, 0, 0, 0, 0, 1, 6, 0, 49, 0
3, Run: 038, F, 0, 1000, 0, 0, 0, 0, 103, 0, 0, 0, 0, 0, 0, 1, 1, 6, 0, 49, 0
3, Run: 039, F, 0, 0, 0, 1000, 1, 0, 105, 0, 0, 0, 0, 0, 0, 2, 1, 6, 0, 47, 0
3, Run: 040, F, 1000, 0, 0, 0, 0, 0, 102, 0, 0, 0, 1, 0, 0, 0, 1, 6, 0, 49, 0
3, Run: 041, F, 0, 0, 0, 1000, 0, 0, 103, 0, 0, 0, 0, 1, 0, 0, 1, 6, 0, 49, 0
3, Run: 042, F, 1000, 0, 0, 0, 0, 0, 101, 0, 0, 0, 0, 1, 2, 1, 1, 6, 0, 46, 0
3, Run: 043, F, 0, 1000, 0, 0, 2, 1, 105, 0, 0, 0, 0, 0, 0, 1, 1, 6, 0, 46, 0
3, Run: 044, F, 1000, 0, 0, 0, 0, 0, 107, 0, 0, 0, 0, 0, 0, 0, 1, 6, 0, 50, 0
3, Run: 045, F, 0, 1000, 0, 0, 0, 1, 106, 0, 0, 0, 1, 2, 0, 0, 1, 6, 0, 46, 0
3, Run: 046, F, 0, 1000, 0, 0, 0, 1, 105, 0, 0, 0, 0, 2, 0, 0, 1, 6, 0, 47, 0
3, Run: 047, F, 1000, 0, 0, 0, 0, 0, 105, 0, 0, 0, 0, 0, 0, 0, 1, 6, 0, 50, 0
3, Run: 048, F, 0, 0, 0, 1000, 0, 0, 106, 0, 0, 0, 0, 0, 0, 1, 1, 6, 0, 49, 0
3, Run: 049, F, 0, 1000, 0, 0, 0, 0, 103, 0, 0, 0, 1, 0, 1, 1, 1, 6, 0, 47, 0
3, Run: 050, F, 0, 1000, 0, 0, 0, 2, 103, 0, 0, 0, 0, 0, 0, 0, 1, 6, 0, 48, 0
3, Run: 051, F, 1000, 0, 0, 0, 0, 1, 107, 0, 0, 0, 0, 0, 0, 0, 1, 6, 0, 49, 0
3, Run: 052, F, 1000, 0, 0, 0, 0, 1, 101, 0, 0, 0, 0, 0, 1, 2, 1, 6, 0, 46, 0
3, Run: 053, F, 0, 0, 0, 1000, 0, 0, 105, 0, 0, 0, 0, 0, 0, 0, 1, 6, 0, 50, 0
3, Run: 054, F, 0, 1000, 0, 0, 0, 0, 105, 0, 0, 0, 0, 0, 0, 0, 1, 6, 0, 50, 0
3, Run: 055, F, 0, 1000, 0, 0, 0, 0, 102, 0, 0, 0, 1, 0, 0, 0, 1, 6, 0, 49, 0
3, Run: 056, F, 0, 1000, 0, 0, 0, 1, 106, 0, 0, 0, 0, 1, 1, 1, 1, 6, 0, 46, 0
3, Run: 057, F, 0, 1000, 0, 0, 0, 0, 105, 0, 0, 0, 1, 1, 0, 0, 1, 6, 0, 48, 0
3, Run: 058, F, 1000, 0, 0, 0, 1, 0, 103, 0, 0, 0, 0, 0, 0, 0, 1, 6, 0, 49, 0
3, Run: 059, F, 1000, 0, 0, 0, 0, 3, 107, 0, 0, 0, 1, 0, 1, 0, 1, 6, 0, 45, 0
3, Run: 060, F, 0, 1000, 0, 0, 1, 1, 104, 0, 0, 0, 1, 0, 1, 0, 1, 6, 0, 46, 0
3, Run: 061, F, 1000, 0, 0, 0, 1, 0, 104, 0, 0, 0, 0, 0, 2, 0, 1, 6, 0, 47, 0
3, Run: 062, F, 0, 1000, 0, 0, 2, 0, 103, 0, 0, 0, 1, 1, 1, 0, 1, 6, 0, 45, 0
3, Run: 063, F, 1000, 0, 0, 0, 0, 1, 105, 0, 0, 0, 0, 1, 0, 0, 1, 6, 0, 48, 0
3, Run: 064, F, 0, 0, 0, 1000, 0, 0, 104, 0, 0, 0, 0, 0, 2, 1, 1, 6, 0, 47, 0
3, Run: 065, F, 1000, 0, 0, 0, 1, 0, 105, 0, 0, 0, 0, 1, 1, 1, 1, 6, 0, 46, 0
3, Run: 066, F, 0, 0, 0, 1000, 0, 1, 105, 0, 0, 0, 0, 1, 0, 1, 1, 6, 0, 47, 0
3, Run: 067, F, 0, 1000, 0, 0, 0, 0, 103, 0, 0, 0, 1, 1, 0, 0, 1, 6, 0, 48, 0
3, Run: 068, F, 1000, 0, 0, 0, 1, 0, 105, 0, 0, 0, 0, 0, 3, 0, 1, 6, 0, 46, 0
3, Run: 069, F, 1000, 0, 0, 0, 0, 1, 106, 0, 0, 0, 0, 0, 0, 0, 1, 6, 0, 49, 0
3, Run: 070, F, 1000, 0, 0, 0, 2, 2, 105, 0, 0, 0, 1, 0, 0, 0, 1, 6, 0, 45, 0
3, Run: 071, F, 0, 1000, 0, 0, 2, 1, 104, 0, 0, 0, 0, 0, 1, 0, 1, 6, 0, 46, 0
3, Run: 072, F, 1000, 0, 0, 0, 0, 0, 104, 0, 0, 0, 0, 0, 1, 1, 1, 6, 0, 48, 0
3, Run: 073, F, 0, 1000, 0, 0, 0, 0, 103, 0, 0, 0, 0, 0, 0, 0, 1, 6, 0, 50, 0
3, Run: 074, F, 0, 1000, 0, 0, 0, 0, 105, 0, 0, 0, 0, 0, 1, 1, 1, 6, 0, 48, 0
3, Run: 075, F, 1000, 0, 0, 0, 2, 1, 105, 0, 0, 0, 1, 1, 0, 1, 1, 6, 0, 44, 0
3, Run: 076, F, 1000, 0, 0, 0, 0, 0, 102, 0, 0, 0, 0, 1, 0, 1, 1, 6, 0, 48, 0
3, Run: 077, F, 0, 0, 0, 1000, 2, 0, 104, 0, 0, 0, 1, 2, 0, 0, 1, 6, 0, 45, 0
3, Run: 078, F, 0, 1000, 0, 0, 1, 0, 104, 0, 0, 0, 0, 1, 1, 1, 1, 6, 0, 46, 0
3, Run: 079, F, 0, 0, 0, 1000, 2, 1, 103, 0, 0, 0, 1, 0, 0, 1, 1, 6, 0, 45, 0
3, Run: 080, F, 0, 1000, 0, 0, 1, 0, 106, 0, 0, 0, 0, 0, 2, 0, 1, 6, 0, 47, 0
3, Run: 081, F, 0, 0, 0, 1000, 0, 0, 106, 0, 0, 0, 0, 0, 0, 0, 1, 6, 0, 50, 0
3, Run: 082, F, 0, 1000, 0, 0, 0, 2, 107, 0, 0, 0, 0, 0, 0, 0, 1, 6, 0, 48, 0
3, Run: 083, F, 0, 0, 0, 1000, 0, 0, 104, 0, 0, 0, 1, 0, 0, 0, 1, 6, 0, 49, 0
3, Run: 084, F, 0, 1000, 0, 0, 0, 1, 105, 0, 0, 0, 0, 0, 1, 0, 1, 6, 0, 48, 0
3, Run: 085, F, 1000, 0, 0, 0, 1, 0, 103, 0, 0, 0, 1, 0, 2, 1, 1, 6, 0, 45, 0
3, Run: 086, F, 0, 0, 0, 1000, 1, 1, 107, 0, 0, 0, 1, 0, 0, 2, 1, 6, 0, 45, 0
3, Run: 087, F, 0, 0, 0, 1000, 0, 0, 103, 0, 0, 0, 1, 0, 2, 1, 1, 6, 0, 46, 0
3, Run: 088, F, 0, 0, 0, 1000, 0, 0, 106, 0, 0, 0, 0, 4, 0, 0, 1, 6, 0, 46, 0
3, Run: 089, F, 0, 1000, 0, 0, 0, 1, 104, 0, 0, 0, 1, 0, 0, 0, 1, 6, 0, 48, 0
3, Run: 090, F, 1000, 0, 0, 0, 0, 0, 102, 0, 0, 0, 2, 0, 0, 0, 1, 6, 0, 48, 0
3, Run: 091, F, 0, 1000, 0, 0, 0, 0, 103, 0, 0, 0, 0, 2, 0, 0, 1, 6, 0, 48, 0
3, Run: 092, F, 0, 1000, 0, 0, 1, 1, 104, 0, 0, 0, 0, 0, 1, 0, 1, 6, 0, 47, 0
3, Run: 093, F, 1000, 0, 0, 0, 0, 0, 105, 0, 0, 0, 1, 0, 0, 0, 1, 6, 0, 49, 0
3, Run: 094, F, 1000, 0, 0, 0, 0, 0, 102, 0, 0, 0, 0, 0, 0, 0, 1, 6, 0, 50, 0
3, Run: 095, F, 0, 1000, 0, 0, 0, 0, 103, 0, 0, 0, 1, 0, 0, 0, 1, 6, 0, 49, 0
3, Run: 096, F, 0, 0, 0, 1000, 0, 0, 104, 0, 0, 0, 0, 0, 1, 0, 1, 6, 0, 49, 0
3, Run: 097, F, 1000, 0, 0, 0, 1, 0, 103, 0, 0, 0, 0, 1, 2, 0, 1, 6, 0, 46, 0
3, Run: 098, F, 1000, 0, 0, 0, 1, 0, 105, 0, 0, 0, 0, 0, 1, 0, 1, 6, 0, 48, 0
3, Run: 099, F, 0, 0, 0, 1000, 0, 1, 104, 0, 0, 0, 1, 0, 0, 0, 1, 6, 0, 48, 0
3, Run: 100, F, 0, 1000, 0, 0, 0, 0, 103, 0, 0, 0, 0, 0, 0, 0, 1, 6, 0, 50, 0
