Input Number, Run_Number, Result@ 100, X1, A, B, C, PO, D, Y, PE, CE, CO, E, F, Reaction1, Reaction10, Reaction11, Reaction12, Reaction13, Reaction2, Reaction3, Reaction4, Reaction5, Reaction6, Reaction7, Reaction8, Reaction9
INVAR-1, Run: 073, P, 0, 0, 0, 0, 0, 4, 52, 1, 2, 0, 8, 0, 18, 50, 8, 6, 0, 9, 6, 2, 8, 9, 18, 24, 12
INVAR-1, Run: 074, P, 0, 0, 0, 0, 0, 17, 39, 1, 2, 0, 8, 0, 18, 37, 7, 5, 0, 9, 5, 3, 8, 9, 18, 98, 49
INVAR-1, Run: 075, P, 0, 0, 0, 0, 0, 17, 37, 1, 0, 0, 9, 0, 18, 37, 5, 5, 0, 9, 4, 4, 9, 9, 18, 32, 16
INVAR-1, Run: 076, P, 0, 0, 0, 0, 0, 15, 41, 1, 2, 0, 8, 0, 18, 39, 14, 12, 0, 9, 6, 2, 8, 9, 18, 34, 17
INVAR-1, Run: 077, P, 0, 0, 0, 0, 0, 8, 46, 1, 0, 0, 9, 0, 18, 46, 0, 0, 0, 9, 4, 4, 9, 9, 18, 26, 13
INVAR-1, Run: 078, P, 0, 0, 0, 0, 0, 26, 28, 1, 0, 0, 9, 0, 18, 28, 8, 8, 0, 9, 5, 3, 9, 9, 18, 82, 41
INVAR-1, Run: 079, P, 0, 0, 0, 0, 0, 26, 28, 1, 0, 0, 9, 0, 18, 28, 7, 7, 0, 9, 3, 5, 9, 9, 18, 80, 40
INVAR-1, Run: 080, P, 0, 0, 0, 0, 0, 1, 53, 1, 0, 0, 9, 0, 18, 53, 6, 6, 0, 9, 6, 2, 9, 9, 18, 48, 24
INVAR-1, Run: 081, P, 0, 0, 0, 0, 0, 18, 36, 1, 0, 0, 9, 0, 18, 36, 7, 7, 0, 9, 6, 2, 9, 9, 18, 58, 29
INVAR-1, Run: 082, P, 0, 0, 0, 0, 0, 22, 34, 1, 2, 0, 8, 0, 18, 32, 6, 4, 0, 9, 5, 3, 8, 9, 18, 86, 43
INVAR-1, Run: 083, P, 0, 0, 0, 0, 0, 24, 32, 1, 2, 0, 8, 0, 18, 30, 7, 5, 0, 9, 3, 5, 8, 9, 18, 34, 17
INVAR-1, Run: 084, P, 0, 0, 0, 0, 0, 1, 55, 1, 2, 0, 8, 0, 18, 53, 7, 5, 0, 9, 7, 1, 8, 9, 18, 38, 19
INVAR-1, Run: 085, P, 0, 0, 0, 0, 0, 9, 47, 1, 2, 0, 8, 0, 18, 45, 6, 4, 0, 9, 7, 1, 8, 9, 18, 50, 25
INVAR-1, Run: 086, P, 0, 0, 0, 0, 0, 2, 52, 1, 0, 0, 9, 0, 18, 52, 2, 2, 0, 9, 6, 2, 9, 9, 18, 38, 19
INVAR-1, Run: 087, P, 0, 0, 0, 0, 0, 14, 42, 1, 2, 0, 8, 0, 18, 40, 6, 4, 0, 9, 5, 3, 8, 9, 18, 92, 46
INVAR-1, Run: 088, P, 0, 0, 0, 0, 0, 30, 26, 1, 2, 0, 8, 0, 18, 24, 8, 6, 0, 9, 5, 3, 8, 9, 18, 70, 35
INVAR-1, Run: 089, P, 0, 0, 0, 0, 0, 25, 31, 1, 2, 0, 8, 0, 18, 29, 8, 6, 0, 9, 6, 2, 8, 9, 18, 16, 8
INVAR-1, Run: 090, P, 0, 0, 0, 0, 0, 2, 52, 1, 0, 0, 9, 0, 18, 52, 5, 5, 0, 9, 7, 1, 9, 9, 18, 32, 16
INVAR-1, Run: 091, P, 0, 0, 0, 0, 0, 31, 23, 1, 0, 0, 9, 0, 18, 23, 2, 2, 0, 9, 5, 3, 9, 9, 18, 162, 81
INVAR-1, Run: 092, P, 0, 0, 0, 0, 0, 2, 54, 1, 2, 0, 8, 0, 18, 52, 6, 4, 0, 9, 5, 3, 8, 9, 18, 30, 15
INVAR-1, Run: 093, P, 0, 0, 0, 0, 0, 12, 44, 1, 2, 0, 8, 0, 18, 42, 16, 14, 0, 9, 6, 2, 8, 9, 18, 26, 13
INVAR-1, Run: 094, P, 0, 0, 0, 0, 0, 23, 31, 1, 0, 0, 9, 0, 18, 31, 6, 6, 0, 9, 4, 4, 9, 9, 18, 54, 27
INVAR-1, Run: 095, P, 0, 0, 0, 0, 0, 9, 45, 1, 0, 0, 9, 0, 18, 45, 7, 7, 0, 9, 4, 4, 9, 9, 18, 58, 29
INVAR-1, Run: 096, P, 0, 0, 0, 0, 0, 2, 52, 1, 0, 0, 9, 0, 18, 52, 9, 9, 0, 9, 6, 2, 9, 9, 18, 28, 14
INVAR-1, Run: 097, P, 0, 0, 0, 0, 0, 1, 53, 1, 0, 0, 9, 0, 18, 53, 6, 6, 0, 9, 7, 1, 9, 9, 18, 34, 17
INVAR-1, Run: 098, P, 0, 0, 0, 0, 0, 33, 21, 1, 0, 0, 9, 0, 18, 21, 5, 5, 0, 9, 4, 4, 9, 9, 18, 288, 144
INVAR-1, Run: 099, P, 0, 0, 0, 0, 0, 17, 37, 1, 0, 0, 9, 0, 18, 37, 1, 1, 0, 9, 5, 3, 9, 9, 18, 64, 32
INVAR-1, Run: 100, P, 0, 0, 0, 0, 0, 16, 38, 1, 0, 0, 9, 0, 18, 38, 6, 6, 0, 9, 7, 1, 9, 9, 18, 24, 12
INVAR-10, Run: 001, P, 0, 0, 0, 0, 0, 26, 574, 1, 0, 0, 100, 0, 200, 574, 83, 83, 0, 100, 62, 37, 100, 100, 200, 710, 355
INVAR-10, Run: 002, P, 0, 0, 0, 0, 0, 43, 557, 1, 0, 0, 100, 0, 200, 557, 56, 56, 0, 100, 65, 34, 100, 100, 200, 704, 352
INVAR-10, Run: 003, P, 0, 0, 0, 0, 0, 3, 597, 1, 0, 0, 100, 0, 200, 597, 66, 66, 0, 100, 57, 42, 100, 100, 200, 720, 360
INVAR-10, Run: 004, P, 0, 0, 0, 0, 0, 11, 589, 1, 0, 0, 100, 0, 200, 589, 65, 65, 0, 100, 67, 32, 100, 100, 200, 636, 318
INVAR-10, Run: 005, P, 0, 0, 0, 0, 0, 6, 594, 1, 0, 0, 100, 0, 200, 594, 70, 70, 0, 100, 57, 42, 100, 100, 200, 610, 305
INVAR-10, Run: 006, P, 0, 0, 0, 0, 0, 32, 568, 1, 0, 0, 100, 0, 200, 568, 68, 68, 0, 100, 57, 42, 100, 100, 200, 550, 275
INVAR-10, Run: 007, P, 0, 0, 0, 0, 0, 12, 588, 1, 0, 0, 100, 0, 200, 588, 50, 50, 0, 100, 60, 39, 100, 100, 200, 544, 272
INVAR-10, Run: 008, P, 0, 0, 0, 0, 0, 45, 557, 1, 2, 0, 99, 0, 200, 555, 82, 80, 0, 100, 59, 40, 99, 100, 200, 548, 274
INVAR-10, Run: 009, P, 0, 0, 0, 0, 0, 50, 550, 1, 0, 0, 100, 0, 200, 550, 57, 57, 0, 100, 64, 35, 100, 100, 200, 612, 306
INVAR-10, Run: 010, P, 0, 0, 0, 0, 0, 89, 513, 1, 2, 0, 99, 0, 200, 511, 74, 72, 0, 100, 63, 36, 99, 100, 200, 730, 365
INVAR-10, Run: 011, P, 0, 0, 0, 0, 0, 1, 599, 1, 0, 0, 100, 0, 200, 599, 64, 64, 0, 100, 61, 38, 100, 100, 200, 516, 258
INVAR-10, Run: 012, P, 0, 0, 0, 0, 0, 26, 574, 1, 0, 0, 100, 0, 200, 574, 72, 72, 0, 100, 69, 30, 100, 100, 200, 564, 282
INVAR-10, Run: 013, P, 0, 0, 0, 0, 0, 16, 586, 1, 2, 0, 99, 0, 200, 584, 70, 68, 0, 100, 64, 35, 99, 100, 200, 482, 241
INVAR-10, Run: 014, P, 0, 0, 0, 0, 0, 14, 586, 1, 0, 0, 100, 0, 200, 586, 59, 59, 0, 100, 66, 33, 100, 100, 200, 558, 279
INVAR-10, Run: 015, P, 0, 0, 0, 0, 0, 6, 596, 1, 2, 0, 99, 0, 200, 594, 61, 59, 0, 100, 65, 34, 99, 100, 200, 562, 281
INVAR-10, Run: 016, P, 0, 0, 0, 0, 0, 71, 531, 1, 2, 0, 99, 0, 200, 529, 56, 54, 0, 100, 68, 31, 99, 100, 200, 624, 312
INVAR-10, Run: 017, P, 0, 0, 0, 0, 0, 66, 536, 1, 2, 0, 99, 0, 200, 534, 91, 89, 0, 100, 55, 44, 99, 100, 200, 594, 297
INVAR-10, Run: 018, P, 0, 0, 0, 0, 0, 2, 598, 1, 0, 0, 100, 0, 200, 598, 59, 59, 0, 100, 61, 38, 100, 100, 200, 510, 255
INVAR-10, Run: 019, P, 0, 0, 0, 0, 0, 50, 552, 1, 2, 0, 99, 0, 200, 550, 59, 57, 0, 100, 63, 36, 99, 100, 200, 536, 268
INVAR-10, Run: 020, P, 0, 0, 0, 0, 0, 48, 552, 1, 0, 0, 100, 0, 200, 552, 84, 84, 0, 100, 63, 36, 100, 100, 200, 678, 339
INVAR-10, Run: 021, P, 0, 0, 0, 0, 0, 14, 586, 1, 0, 0, 100, 0, 200, 586, 82, 82, 0, 100, 65, 34, 100, 100, 200, 600, 300
INVAR-10, Run: 022, P, 0, 0, 0, 0, 0, 55, 545, 1, 0, 0, 100, 0, 200, 545, 76, 76, 0, 100, 65, 34, 100, 100, 200, 470, 235
INVAR-10, Run: 023, P, 0, 0, 0, 0, 0, 39, 563, 1, 2, 0, 99, 0, 200, 561, 58, 56, 0, 100, 65, 34, 99, 100, 200, 530, 265
INVAR-10, Run: 024, P, 0, 0, 0, 0, 0, 30, 570, 1, 0, 0, 100, 0, 200, 570, 70, 70, 0, 100, 62, 37, 100, 100, 200, 578, 289
INVAR-10, Run: 025, P, 0, 0, 0, 0, 0, 43, 559, 1, 2, 0, 99, 0, 200, 557, 52, 50, 0, 100, 62, 37, 99, 100, 200, 530, 265
INVAR-10, Run: 026, P, 0, 0, 0, 0, 0, 27, 573, 1, 0, 0, 100, 0, 200, 573, 52, 52, 0, 100, 65, 34, 100, 100, 200, 488, 244
INVAR-10, Run: 027, P, 0, 0, 0, 0, 0, 17, 583, 1, 0, 0, 100, 0, 200, 583, 84, 84, 0, 100, 65, 34, 100, 100, 200, 488, 244
INVAR-10, Run: 028, P, 0, 0, 0, 0, 0, 14, 588, 1, 2, 0, 99, 0, 200, 586, 72, 70, 0, 100, 62, 37, 99, 100, 200, 610, 305
INVAR-10, Run: 029, P, 0, 0, 0, 0, 0, 13, 587, 1, 0, 0, 100, 0, 200, 587, 63, 63, 0, 100, 70, 29, 100, 100, 200, 542, 271
INVAR-10, Run: 030, P, 0, 0, 0, 0, 0, 14, 586, 1, 0, 0, 100, 0, 200, 586, 62, 62, 0, 100, 64, 35, 100, 100, 200, 450, 225
INVAR-10, Run: 031, P, 0, 0, 0, 0, 0, 33, 569, 1, 2, 0, 99, 0, 200, 567, 62, 60, 0, 100, 75, 24, 99, 100, 200, 546, 273
INVAR-10, Run: 032, P, 0, 0, 0, 0, 0, 9, 591, 1, 0, 0, 100, 0, 200, 591, 65, 65, 0, 100, 62, 37, 100, 100, 200, 516, 258
INVAR-10, Run: 033, P, 0, 0, 0, 0, 0, 21, 579, 1, 0, 0, 100, 0, 200, 579, 56, 56, 0, 100, 68, 31, 100, 100, 200, 644, 322
INVAR-10, Run: 034, P, 0, 0, 0, 0, 0, 20, 582, 1, 2, 0, 99, 0, 200, 580, 71, 69, 0, 100, 61, 38, 99, 100, 200, 426, 213
INVAR-10, Run: 035, P, 0, 0, 0, 0, 0, 18, 582, 1, 0, 0, 100, 0, 200, 582, 76, 76, 0, 100, 69, 30, 100, 100, 200, 506, 253
INVAR-10, Run: 036, P, 0, 0, 0, 0, 0, 5, 595, 1, 0, 0, 100, 0, 200, 595, 65, 65, 0, 100, 59, 40, 100, 100, 200, 614, 307
INVAR-10, Run: 037, P, 0, 0, 0, 0, 0, 64, 536, 1, 0, 0, 100, 0, 200, 536, 65, 65, 0, 100, 66, 33, 100, 100, 200, 894, 447
INVAR-10, Run: 038, P, 0, 0, 0, 0, 0, 40, 560, 1, 0, 0, 100, 0, 200, 560, 58, 58, 0, 100, 61, 38, 100, 100, 200, 758, 379
INVAR-10, Run: 039, P, 0, 0, 0, 0, 0, 27, 575, 1, 2, 0, 99, 0, 200, 573, 76, 74, 0, 100, 61, 38, 99, 100, 200, 914, 457
INVAR-10, Run: 040, P, 0, 0, 0, 0, 0, 47, 555, 1, 2, 0, 99, 0, 200, 553, 58, 56, 0, 100, 62, 37, 99, 100, 200, 602, 301
INVAR-10, Run: 041, P, 0, 0, 0, 0, 0, 38, 564, 1, 2, 0, 99, 0, 200, 562, 92, 90, 0, 100, 52, 47, 99, 100, 200, 574, 287
INVAR-10, Run: 042, P, 0, 0, 0, 0, 0, 38, 564, 1, 2, 0, 99, 0, 200, 562, 69, 67, 0, 100, 65, 34, 99, 100, 200, 540, 270
INVAR-10, Run: 043, P, 0, 0, 0, 0, 0, 36, 564, 1, 0, 0, 100, 0, 200, 564, 73, 73, 0, 100, 63, 36, 100, 100, 200, 632, 316
INVAR-10, Run: 044, P, 0, 0, 0, 0, 0, 56, 548, 1, 4, 0, 98, 0, 200, 544, 62, 58, 0, 100, 55, 44, 98, 100, 200, 644, 322
INVAR-10, Run: 045, P, 0, 0, 0, 0, 0, 3, 597, 1, 0, 0, 100, 0, 200, 597, 66, 66, 0, 100, 61, 38, 100, 100, 200, 560, 280
INVAR-10, Run: 046, P, 0, 0, 0, 0, 0, 10, 590, 1, 0, 0, 100, 0, 200, 590, 55, 55, 0, 100, 66, 33, 100, 100, 200, 410, 205
INVAR-10, Run: 047, P, 0, 0, 0, 0, 0, 24, 576, 1, 0, 0, 100, 0, 200, 576, 72, 72, 0, 100, 62, 37, 100, 100, 200, 514, 257
INVAR-10, Run: 048, P, 0, 0, 0, 0, 0, 6, 594, 1, 0, 0, 100, 0, 200, 594, 69, 69, 0, 100, 48, 51, 100, 100, 200, 520, 260
INVAR-10, Run: 049, P, 0, 0, 0, 0, 0, 26, 576, 1, 2, 0, 99, 0, 200, 574, 89, 87, 0, 100, 57, 42, 99, 100, 200, 714, 357
INVAR-10, Run: 050, P, 0, 0, 0, 0, 0, 0, 600, 1, 0, 0, 100, 0, 200, 600, 57, 57, 0, 100, 69, 30, 100, 100, 200, 492, 246
INVAR-10, Run: 051, P, 0, 0, 0, 0, 0, 7, 595, 1, 2, 0, 99, 0, 200, 593, 73, 71, 0, 100, 67, 32, 99, 100, 200, 496, 248
INVAR-10, Run: 052, P, 0, 0, 0, 0, 0, 22, 580, 1, 2, 0, 99, 0, 200, 578, 87, 85, 0, 100, 59, 40, 99, 100, 200, 688, 344
