Input Number, Run_Number, Result@ 100, F, Y, CE, X1, A, B, C, PO, D, CO, PE, E, NEW_REACTION, Reaction1, Reaction10, Reaction11, Reaction12, Reaction13, Reaction2, Reaction3, Reaction4, Reaction5, Reaction6, Reaction7, Reaction8, Reaction9
INVAR-1, Run: 077, F, 0, 0, 0, 0, 0, 0, 0, 0, 54, 2, 1, 10, 2, 18, 94, 2, 4, 92, 9, 5, 3, 10, 8, 18, 242, 120
INVAR-1, Run: 078, F, 0, 0, 0, 0, 0, 0, 0, 0, 54, 10, 1, 14, 10, 18, 120, 10, 20, 110, 9, 7, 1, 14, 4, 18, 92, 41
INVAR-1, Run: 079, F, 0, 0, 2, 0, 0, 0, 0, 0, 56, 4, 1, 11, 6, 18, 120, 13, 17, 116, 9, 8, 0, 11, 6, 18, 32, 13
INVAR-1, Run: 080, F, 0, 0, 2, 0, 0, 0, 0, 0, 56, 2, 1, 10, 4, 18, 121, 4, 6, 119, 9, 6, 2, 10, 7, 18, 16, 6
INVAR-1, Run: 081, F, 0, 0, 2, 0, 0, 0, 0, 0, 56, 0, 1, 9, 2, 18, 48, 9, 9, 48, 9, 6, 2, 9, 8, 18, 62, 30
INVAR-1, Run: 082, F, 1, 0, 1, 0, 0, 0, 0, 0, 56, 4, 1, 11, 5, 18, 99, 7, 11, 95, 9, 5, 3, 11, 6, 18, 46, 20
INVAR-1, Run: 083, F, 0, 0, 0, 0, 0, 0, 0, 0, 54, 6, 1, 12, 6, 18, 219, 5, 11, 213, 9, 5, 3, 12, 6, 18, 30, 12
INVAR-1, Run: 084, F, 0, 0, 0, 0, 0, 0, 0, 0, 54, 4, 1, 11, 4, 18, 95, 7, 11, 91, 9, 6, 2, 11, 7, 18, 56, 26
INVAR-1, Run: 085, F, 0, 0, 0, 0, 0, 0, 0, 0, 54, 4, 1, 11, 4, 18, 117, 7, 11, 113, 9, 6, 2, 11, 7, 18, 64, 30
INVAR-1, Run: 086, F, 0, 0, 0, 0, 0, 0, 0, 0, 54, 6, 1, 12, 6, 18, 148, 19, 25, 142, 9, 4, 4, 12, 6, 18, 32, 13
INVAR-1, Run: 087, F, 1, 0, 1, 0, 0, 0, 0, 0, 56, 4, 1, 11, 5, 18, 129, 9, 13, 125, 9, 7, 1, 11, 6, 18, 76, 35
INVAR-1, Run: 088, F, 0, 0, 2, 0, 0, 0, 0, 0, 56, 4, 1, 11, 6, 18, 144, 2, 6, 140, 9, 4, 4, 11, 6, 18, 30, 12
INVAR-1, Run: 089, F, 0, 0, 0, 0, 0, 0, 0, 0, 54, 6, 1, 12, 6, 18, 134, 4, 10, 128, 9, 6, 2, 12, 6, 18, 26, 10
INVAR-1, Run: 090, F, 0, 0, 0, 0, 0, 0, 0, 0, 54, 8, 1, 13, 8, 18, 189, 8, 16, 181, 9, 5, 3, 13, 5, 18, 50, 21
INVAR-1, Run: 091, F, 0, 0, 0, 0, 0, 0, 0, 0, 54, 6, 1, 12, 6, 18, 227, 4, 10, 221, 9, 7, 1, 12, 6, 18, 24, 9
INVAR-1, Run: 092, F, 0, 0, 2, 0, 0, 0, 0, 0, 56, 4, 1, 11, 6, 18, 150, 11, 15, 146, 9, 7, 1, 11, 6, 18, 42, 18
INVAR-1, Run: 093, F, 0, 0, 2, 0, 0, 0, 0, 0, 56, 2, 1, 10, 4, 18, 75, 6, 8, 73, 9, 6, 2, 10, 7, 18, 88, 42
INVAR-1, Run: 094, F, 0, 0, 2, 0, 0, 0, 0, 0, 56, 4, 1, 11, 6, 18, 94, 6, 10, 90, 9, 7, 1, 11, 6, 18, 24, 9
INVAR-1, Run: 095, F, 0, 0, 2, 0, 0, 0, 0, 0, 56, 2, 1, 10, 4, 18, 74, 8, 10, 72, 9, 5, 3, 10, 7, 18, 168, 82
INVAR-1, Run: 096, F, 1, 0, 1, 0, 0, 0, 0, 0, 56, 4, 1, 11, 5, 18, 136, 4, 8, 132, 9, 6, 2, 11, 6, 18, 20, 7
INVAR-1, Run: 097, F, 0, 0, 0, 0, 0, 0, 0, 0, 54, 10, 1, 14, 10, 18, 120, 3, 13, 110, 9, 7, 1, 14, 4, 18, 30, 10
INVAR-1, Run: 098, F, 0, 0, 0, 0, 0, 0, 0, 0, 54, 8, 1, 13, 8, 18, 149, 7, 15, 141, 9, 7, 1, 13, 5, 18, 32, 12
INVAR-1, Run: 099, F, 0, 0, 0, 0, 0, 0, 0, 0, 54, 2, 1, 10, 2, 18, 101, 2, 4, 99, 9, 6, 2, 10, 8, 18, 20, 9
INVAR-1, Run: 100, F, 0, 0, 0, 0, 0, 0, 0, 0, 54, 6, 1, 12, 6, 18, 107, 7, 13, 101, 9, 7, 1, 12, 6, 18, 24, 9
INVAR-10, Run: 001, F, 0, 0, 0, 0, 0, 0, 0, 0, 600, 36, 1, 118, 36, 200, 4698, 72, 108, 4662, 100, 54, 45, 118, 82, 200, 2722, 1343
INVAR-10, Run: 002, F, 0, 0, 0, 0, 0, 0, 0, 0, 600, 28, 1, 114, 28, 200, 4414, 62, 90, 4386, 100, 58, 41, 114, 86, 200, 3042, 1507
INVAR-10, Run: 003, F, 0, 0, 0, 0, 0, 0, 0, 0, 600, 36, 1, 118, 36, 200, 4273, 53, 89, 4237, 100, 64, 35, 118, 82, 200, 1998, 981
INVAR-10, Run: 004, F, 0, 0, 0, 0, 0, 0, 0, 0, 600, 30, 1, 115, 30, 200, 4420, 74, 104, 4390, 100, 62, 37, 115, 85, 200, 1798, 884
INVAR-10, Run: 005, F, 0, 0, 0, 0, 0, 0, 0, 0, 600, 30, 1, 115, 30, 200, 5650, 66, 96, 5620, 100, 66, 33, 115, 85, 200, 2182, 1076
INVAR-10, Run: 006, F, 0, 0, 2, 0, 0, 0, 0, 0, 602, 28, 1, 114, 30, 200, 5074, 70, 98, 5046, 100, 53, 46, 114, 85, 200, 2198, 1084
INVAR-10, Run: 007, F, 0, 0, 0, 0, 0, 0, 0, 0, 600, 22, 1, 111, 22, 200, 5728, 64, 86, 5706, 100, 71, 28, 111, 89, 200, 2998, 1488
INVAR-10, Run: 008, F, 0, 0, 0, 0, 0, 0, 0, 0, 600, 32, 1, 116, 32, 200, 4801, 66, 98, 4769, 100, 57, 42, 116, 84, 200, 2676, 1322
INVAR-10, Run: 009, F, 0, 0, 0, 0, 0, 0, 0, 0, 600, 28, 1, 114, 28, 200, 4076, 72, 100, 4048, 100, 63, 36, 114, 86, 200, 1806, 889
INVAR-10, Run: 010, F, 0, 0, 2, 0, 0, 0, 0, 0, 602, 28, 1, 114, 30, 200, 4415, 48, 76, 4387, 100, 68, 31, 114, 85, 200, 1910, 940
INVAR-10, Run: 011, F, 0, 0, 0, 0, 0, 0, 0, 0, 600, 42, 1, 121, 42, 200, 6588, 65, 107, 6546, 100, 66, 33, 121, 79, 200, 2134, 1046
INVAR-10, Run: 012, F, 0, 0, 2, 0, 0, 0, 0, 0, 602, 40, 1, 120, 42, 200, 5143, 51, 91, 5103, 100, 65, 34, 120, 79, 200, 1992, 975
INVAR-10, Run: 013, F, 0, 0, 0, 0, 0, 0, 0, 0, 600, 38, 1, 119, 38, 200, 5205, 73, 111, 5167, 100, 60, 39, 119, 81, 200, 2216, 1089
INVAR-10, Run: 014, F, 0, 0, 0, 0, 0, 0, 0, 0, 600, 26, 1, 113, 26, 200, 3775, 62, 88, 3749, 100, 63, 36, 113, 87, 200, 2650, 1312
INVAR-10, Run: 015, F, 0, 0, 2, 0, 0, 0, 0, 0, 602, 30, 1, 115, 32, 200, 4995, 67, 97, 4965, 100, 61, 38, 115, 84, 200, 2382, 1175
INVAR-10, Run: 016, F, 0, 0, 0, 0, 0, 0, 0, 0, 600, 32, 1, 116, 32, 200, 5044, 65, 97, 5012, 100, 61, 38, 116, 84, 200, 2044, 1006
INVAR-10, Run: 017, F, 0, 0, 0, 0, 0, 0, 0, 0, 600, 36, 1, 118, 36, 200, 5586, 78, 114, 5550, 100, 57, 42, 118, 82, 200, 1718, 841
INVAR-10, Run: 018, F, 0, 0, 0, 0, 0, 0, 0, 0, 600, 32, 1, 116, 32, 200, 5321, 64, 96, 5289, 100, 56, 43, 116, 84, 200, 2248, 1108
INVAR-10, Run: 019, F, 0, 0, 2, 0, 0, 0, 0, 0, 602, 38, 1, 119, 40, 200, 5557, 76, 114, 5519, 100, 69, 30, 119, 80, 200, 2956, 1458
INVAR-10, Run: 020, F, 0, 0, 0, 0, 0, 0, 0, 0, 600, 36, 1, 118, 36, 200, 5877, 66, 102, 5841, 100, 63, 36, 118, 82, 200, 2198, 1081
INVAR-10, Run: 021, F, 0, 0, 0, 0, 0, 0, 0, 0, 600, 28, 1, 114, 28, 200, 5475, 64, 92, 5447, 100, 62, 37, 114, 86, 200, 3138, 1555
INVAR-10, Run: 022, F, 0, 0, 2, 0, 0, 0, 0, 0, 602, 18, 1, 109, 20, 200, 3205, 77, 95, 3187, 100, 62, 37, 109, 90, 200, 2406, 1193
INVAR-10, Run: 023, F, 0, 0, 2, 0, 0, 0, 0, 0, 602, 32, 1, 116, 34, 200, 5899, 76, 108, 5867, 100, 66, 33, 116, 83, 200, 3048, 1507
INVAR-10, Run: 024, F, 0, 0, 0, 0, 0, 0, 0, 0, 600, 32, 1, 116, 32, 200, 4646, 64, 96, 4614, 100, 64, 35, 116, 84, 200, 2266, 1117
INVAR-10, Run: 025, F, 0, 0, 2, 0, 0, 0, 0, 0, 602, 36, 1, 118, 38, 200, 5688, 77, 113, 5652, 100, 69, 30, 118, 81, 200, 1774, 868
INVAR-10, Run: 026, F, 0, 0, 0, 0, 0, 0, 0, 0, 600, 34, 1, 117, 34, 200, 6032, 75, 109, 5998, 100, 57, 42, 117, 83, 200, 1870, 918
INVAR-10, Run: 027, F, 0, 0, 0, 0, 0, 0, 0, 0, 600, 36, 1, 118, 36, 200, 5936, 47, 83, 5900, 100, 62, 37, 118, 82, 200, 1862, 913
INVAR-10, Run: 028, F, 0, 0, 0, 0, 0, 0, 0, 0, 600, 34, 1, 117, 34, 200, 5515, 66, 100, 5481, 100, 51, 48, 117, 83, 200, 2660, 1313
INVAR-10, Run: 029, F, 0, 0, 0, 0, 0, 0, 0, 0, 600, 40, 1, 120, 40, 200, 5326, 62, 102, 5286, 100, 65, 34, 120, 80, 200, 2038, 999
INVAR-10, Run: 030, F, 0, 0, 0, 0, 0, 0, 0, 0, 600, 24, 1, 112, 24, 200, 3986, 79, 103, 3962, 100, 56, 43, 112, 88, 200, 4712, 2344
INVAR-10, Run: 031, F, 0, 0, 0, 0, 0, 0, 0, 0, 600, 38, 1, 119, 38, 200, 5016, 70, 108, 4978, 100, 68, 31, 119, 81, 200, 2038, 1000
INVAR-10, Run: 032, F, 0, 0, 2, 0, 0, 0, 0, 0, 602, 30, 1, 115, 32, 200, 5207, 70, 100, 5177, 100, 65, 34, 115, 84, 200, 2364, 1166
INVAR-10, Run: 033, F, 0, 0, 0, 0, 0, 0, 0, 0, 600, 46, 1, 123, 46, 200, 5275, 69, 115, 5229, 100, 63, 36, 123, 77, 200, 1834, 894
INVAR-10, Run: 034, F, 1, 0, 1, 0, 0, 0, 0, 0, 602, 32, 1, 116, 33, 200, 4888, 72, 104, 4856, 100, 62, 37, 116, 83, 200, 2936, 1451
INVAR-10, Run: 035, F, 0, 0, 2, 0, 0, 0, 0, 0, 602, 30, 1, 115, 32, 200, 4631, 65, 95, 4601, 100, 66, 33, 115, 84, 200, 2824, 1396
INVAR-10, Run: 036, F, 0, 0, 0, 0, 0, 0, 0, 0, 600, 34, 1, 117, 34, 200, 4446, 62, 96, 4412, 100, 71, 28, 117, 83, 200, 1750, 858
INVAR-10, Run: 037, F, 0, 0, 2, 0, 0, 0, 0, 0, 602, 28, 1, 114, 30, 200, 5720, 74, 102, 5692, 100, 59, 40, 114, 85, 200, 2236, 1103
INVAR-10, Run: 038, F, 0, 0, 0, 0, 0, 0, 0, 0, 600, 32, 1, 116, 32, 200, 4762, 58, 90, 4730, 100, 60, 39, 116, 84, 200, 2136, 1052
INVAR-10, Run: 039, F, 0, 0, 2, 0, 0, 0, 0, 0, 602, 38, 1, 119, 40, 200, 5962, 76, 114, 5924, 100, 57, 42, 119, 80, 200, 2590, 1275
INVAR-10, Run: 040, F, 0, 0, 2, 0, 0, 0, 0, 0, 602, 32, 1, 116, 34, 200, 5037, 71, 103, 5005, 100, 73, 26, 116, 83, 200, 2648, 1307
INVAR-10, Run: 041, F, 0, 0, 2, 0, 0, 0, 0, 0, 602, 30, 1, 115, 32, 200, 5865, 90, 120, 5835, 100, 61, 38, 115, 84, 200, 3036, 1502
INVAR-10, Run: 042, F, 0, 0, 0, 0, 0, 0, 0, 0, 600, 40, 1, 120, 40, 200, 6584, 47, 87, 6544, 100, 71, 28, 120, 80, 200, 2808, 1384
INVAR-10, Run: 043, F, 0, 0, 0, 0, 0, 0, 0, 0, 600, 28, 1, 114, 28, 200, 6094, 73, 101, 6066, 100, 45, 54, 114, 86, 200, 2186, 1079
INVAR-10, Run: 044, F, 0, 0, 2, 0, 0, 0, 0, 0, 602, 40, 1, 120, 42, 200, 5358, 88, 128, 5318, 100, 63, 36, 120, 79, 200, 2486, 1222
INVAR-10, Run: 045, F, 0, 0, 2, 0, 0, 0, 0, 0, 602, 36, 1, 118, 38, 200, 5749, 63, 99, 5713, 100, 73, 26, 118, 81, 200, 1988, 975
