Input Number, Run_Number, Result@ 100, F, Y, CE, X1, A, B, C, PO, D, CO, PE, E, NEW_REACTION, Reaction1, Reaction10, Reaction11, Reaction12, Reaction13, Reaction2, Reaction3, Reaction4, Reaction5, Reaction6, Reaction7, Reaction8, Reaction9
INVAR-2, Run: 092, F, 0, 0, 2, 0, 0, 0, 0, 0, 170, 14, 1, 35, 16, 56, 810, 27, 41, 796, 28, 16, 11, 35, 20, 56, 556, 270
INVAR-2, Run: 093, F, 0, 0, 0, 0, 0, 0, 0, 0, 168, 12, 1, 34, 12, 56, 642, 25, 37, 630, 28, 18, 9, 34, 22, 56, 336, 162
INVAR-2, Run: 094, F, 0, 0, 2, 0, 0, 0, 0, 0, 170, 14, 1, 35, 16, 56, 702, 16, 30, 688, 28, 17, 10, 35, 20, 56, 388, 186
INVAR-2, Run: 095, F, 0, 0, 2, 0, 0, 0, 0, 0, 170, 16, 1, 36, 18, 56, 907, 28, 44, 891, 28, 16, 11, 36, 19, 56, 284, 133
INVAR-2, Run: 096, F, 0, 0, 0, 0, 0, 0, 0, 0, 168, 18, 1, 37, 18, 56, 783, 26, 44, 765, 28, 19, 8, 37, 19, 56, 296, 139
INVAR-2, Run: 097, F, 0, 0, 0, 0, 0, 0, 0, 0, 168, 24, 1, 40, 24, 56, 660, 14, 38, 636, 28, 20, 7, 40, 16, 56, 290, 133
INVAR-2, Run: 098, F, 0, 0, 2, 0, 0, 0, 0, 0, 170, 14, 1, 35, 16, 56, 888, 23, 37, 874, 28, 20, 7, 35, 20, 56, 184, 84
INVAR-2, Run: 099, F, 0, 0, 0, 0, 0, 0, 0, 0, 168, 20, 1, 38, 20, 56, 1072, 13, 33, 1052, 28, 20, 7, 38, 18, 56, 256, 118
INVAR-2, Run: 100, F, 0, 0, 2, 0, 0, 0, 0, 0, 170, 14, 1, 35, 16, 56, 846, 24, 38, 832, 28, 21, 6, 35, 20, 56, 398, 191
INVAR-3, Run: 001, F, 0, 0, 0, 0, 0, 0, 0, 0, 492, 42, 1, 103, 42, 164, 5204, 70, 112, 5162, 82, 59, 22, 103, 61, 164, 1180, 569
INVAR-3, Run: 002, F, 0, 0, 2, 0, 0, 0, 0, 0, 494, 26, 1, 95, 28, 164, 3448, 82, 108, 3422, 82, 53, 28, 95, 68, 164, 2528, 1250
INVAR-3, Run: 003, F, 0, 0, 2, 0, 0, 0, 0, 0, 494, 26, 1, 95, 28, 164, 3492, 56, 82, 3466, 82, 57, 24, 95, 68, 164, 2574, 1273
INVAR-3, Run: 004, F, 0, 0, 0, 0, 0, 0, 0, 0, 492, 26, 1, 95, 26, 164, 3302, 52, 78, 3276, 82, 52, 29, 95, 69, 164, 1866, 920
INVAR-3, Run: 005, F, 0, 0, 0, 0, 0, 0, 0, 0, 492, 24, 1, 94, 24, 164, 3605, 65, 89, 3581, 82, 42, 39, 94, 70, 164, 1836, 906
INVAR-3, Run: 006, F, 1, 0, 1, 0, 0, 0, 0, 0, 494, 28, 1, 96, 29, 164, 2451, 71, 99, 2423, 82, 51, 30, 96, 67, 164, 1544, 757
INVAR-3, Run: 007, F, 0, 0, 2, 0, 0, 0, 0, 0, 494, 22, 1, 93, 24, 164, 3065, 55, 77, 3043, 82, 53, 28, 93, 70, 164, 1812, 894
INVAR-3, Run: 008, F, 1, 0, 3, 0, 0, 0, 0, 0, 496, 34, 1, 99, 37, 164, 2948, 42, 76, 2914, 82, 48, 33, 99, 63, 164, 1252, 607
INVAR-3, Run: 009, F, 0, 0, 0, 0, 0, 0, 0, 0, 492, 30, 1, 97, 30, 164, 3186, 47, 77, 3156, 82, 57, 24, 97, 67, 164, 1928, 949
INVAR-3, Run: 010, F, 0, 0, 2, 0, 0, 0, 0, 0, 494, 26, 1, 95, 28, 164, 2727, 44, 70, 2701, 82, 56, 25, 95, 68, 164, 1904, 938
INVAR-3, Run: 011, F, 0, 0, 0, 0, 0, 0, 0, 0, 492, 34, 1, 99, 34, 164, 3928, 80, 114, 3894, 82, 53, 28, 99, 65, 164, 1422, 694
INVAR-3, Run: 012, F, 1, 0, 1, 0, 0, 0, 0, 0, 494, 26, 1, 95, 27, 164, 3438, 51, 77, 3412, 82, 42, 39, 95, 68, 164, 1690, 831
INVAR-3, Run: 013, F, 0, 0, 0, 0, 0, 0, 0, 0, 492, 20, 1, 92, 20, 164, 3506, 50, 70, 3486, 82, 57, 24, 92, 72, 164, 1582, 781
INVAR-3, Run: 014, F, 1, 0, 1, 0, 0, 0, 0, 0, 494, 22, 1, 93, 23, 164, 3186, 78, 100, 3164, 82, 53, 28, 93, 70, 164, 1978, 977
INVAR-3, Run: 015, F, 0, 0, 0, 0, 0, 0, 0, 0, 492, 26, 1, 95, 26, 164, 4173, 50, 76, 4147, 82, 56, 25, 95, 69, 164, 1720, 847
INVAR-3, Run: 016, F, 0, 0, 0, 0, 0, 0, 0, 0, 492, 30, 1, 97, 30, 164, 2726, 52, 82, 2696, 82, 54, 27, 97, 67, 164, 1238, 604
INVAR-3, Run: 017, F, 0, 0, 2, 0, 0, 0, 0, 0, 494, 24, 1, 94, 26, 164, 3203, 64, 88, 3179, 82, 56, 25, 94, 69, 164, 1784, 879
INVAR-3, Run: 018, F, 0, 0, 0, 0, 0, 0, 0, 0, 492, 38, 1, 101, 38, 164, 4070, 55, 93, 4032, 82, 54, 27, 101, 63, 164, 1662, 812
INVAR-3, Run: 019, F, 1, 0, 1, 0, 0, 0, 0, 0, 494, 20, 1, 92, 21, 164, 2763, 50, 70, 2743, 82, 46, 35, 92, 71, 164, 2472, 1225
INVAR-3, Run: 020, F, 0, 0, 0, 0, 0, 0, 0, 0, 492, 28, 1, 96, 28, 164, 3700, 54, 82, 3672, 82, 47, 34, 96, 68, 164, 1768, 870
INVAR-3, Run: 021, F, 0, 0, 2, 0, 0, 0, 0, 0, 494, 28, 1, 96, 30, 164, 4202, 48, 76, 4174, 82, 52, 29, 96, 67, 164, 1932, 951
INVAR-3, Run: 022, F, 0, 0, 0, 0, 0, 0, 0, 0, 492, 22, 1, 93, 22, 164, 2691, 47, 69, 2669, 82, 48, 33, 93, 71, 164, 1762, 870
INVAR-3, Run: 023, F, 0, 0, 2, 0, 0, 0, 0, 0, 494, 30, 1, 97, 32, 164, 4218, 51, 81, 4188, 82, 55, 26, 97, 66, 164, 1658, 813
INVAR-3, Run: 024, F, 0, 0, 2, 0, 0, 0, 0, 0, 494, 32, 1, 98, 34, 164, 3699, 53, 85, 3667, 82, 56, 25, 98, 65, 164, 1272, 619
INVAR-3, Run: 025, F, 0, 0, 2, 0, 0, 0, 0, 0, 494, 36, 1, 100, 38, 164, 3043, 52, 88, 3007, 82, 60, 21, 100, 63, 164, 1480, 721
INVAR-3, Run: 026, F, 0, 0, 0, 0, 0, 0, 0, 0, 492, 28, 1, 96, 28, 164, 3766, 56, 84, 3738, 82, 57, 24, 96, 68, 164, 1412, 692
INVAR-3, Run: 027, F, 0, 0, 0, 0, 0, 0, 0, 0, 492, 34, 1, 99, 34, 164, 4701, 43, 77, 4667, 82, 49, 32, 99, 65, 164, 1576, 771
INVAR-3, Run: 028, F, 0, 0, 0, 0, 0, 0, 0, 0, 492, 30, 1, 97, 30, 164, 2669, 56, 86, 2639, 82, 54, 27, 97, 67, 164, 1514, 742
INVAR-3, Run: 029, F, 0, 0, 2, 0, 0, 0, 0, 0, 494, 34, 1, 99, 36, 164, 3134, 69, 103, 3100, 82, 50, 31, 99, 64, 164, 1470, 717
INVAR-3, Run: 030, F, 0, 0, 0, 0, 0, 0, 0, 0, 492, 24, 1, 94, 24, 164, 3531, 53, 77, 3507, 82, 47, 34, 94, 70, 164, 2342, 1159
INVAR-3, Run: 031, F, 0, 0, 0, 0, 0, 0, 0, 0, 492, 36, 1, 100, 36, 164, 3849, 58, 94, 3813, 82, 54, 27, 100, 64, 164, 1508, 736
INVAR-3, Run: 032, F, 0, 0, 0, 0, 0, 0, 0, 0, 492, 26, 1, 95, 26, 164, 4056, 73, 99, 4030, 82, 47, 34, 95, 69, 164, 1264, 619
INVAR-3, Run: 033, F, 0, 0, 2, 0, 0, 0, 0, 0, 494, 36, 1, 100, 38, 164, 4146, 68, 104, 4110, 82, 50, 31, 100, 63, 164, 2758, 1360
INVAR-3, Run: 034, F, 0, 0, 2, 0, 0, 0, 0, 0, 494, 34, 1, 99, 36, 164, 3774, 63, 97, 3740, 82, 44, 37, 99, 64, 164, 1428, 696
INVAR-3, Run: 035, F, 0, 0, 0, 0, 0, 0, 0, 0, 492, 34, 1, 99, 34, 164, 3807, 61, 95, 3773, 82, 50, 31, 99, 65, 164, 2018, 992
INVAR-3, Run: 036, F, 0, 0, 2, 0, 0, 0, 0, 0, 494, 26, 1, 95, 28, 164, 3090, 53, 79, 3064, 82, 51, 30, 95, 68, 164, 2374, 1173
INVAR-3, Run: 037, F, 0, 0, 2, 0, 0, 0, 0, 0, 494, 28, 1, 96, 30, 164, 3978, 72, 100, 3950, 82, 55, 26, 96, 67, 164, 2220, 1095
INVAR-3, Run: 038, F, 0, 0, 0, 0, 0, 0, 0, 0, 492, 28, 1, 96, 28, 164, 4024, 53, 81, 3996, 82, 47, 34, 96, 68, 164, 1608, 790
INVAR-3, Run: 039, F, 0, 0, 2, 0, 0, 0, 0, 0, 494, 26, 1, 95, 28, 164, 3319, 69, 95, 3293, 82, 59, 22, 95, 68, 164, 1972, 972
INVAR-3, Run: 040, F, 0, 0, 2, 0, 0, 0, 0, 0, 494, 22, 1, 93, 24, 164, 4085, 49, 71, 4063, 82, 53, 28, 93, 70, 164, 2240, 1108
INVAR-3, Run: 041, F, 0, 0, 2, 0, 0, 0, 0, 0, 494, 22, 1, 93, 24, 164, 3126, 59, 81, 3104, 82, 59, 22, 93, 70, 164, 1884, 930
INVAR-3, Run: 042, F, 0, 0, 0, 0, 0, 0, 0, 0, 492, 26, 1, 95, 26, 164, 2920, 50, 76, 2894, 82, 53, 28, 95, 69, 164, 1326, 650
INVAR-3, Run: 043, F, 0, 0, 0, 0, 0, 0, 0, 0, 492, 28, 1, 96, 28, 164, 3080, 50, 78, 3052, 82, 46, 35, 96, 68, 164, 1096, 534
INVAR-3, Run: 044, F, 0, 0, 0, 0, 0, 0, 0, 0, 492, 32, 1, 98, 32, 164, 4497, 46, 78, 4465, 82, 52, 29, 98, 66, 164, 2520, 1244
INVAR-3, Run: 045, F, 0, 0, 0, 0, 0, 0, 0, 0, 492, 28, 1, 96, 28, 164, 3555, 59, 87, 3527, 82, 53, 28, 96, 68, 164, 1810, 891
INVAR-3, Run: 046, F, 1, 0, 1, 0, 0, 0, 0, 0, 494, 22, 1, 93, 23, 164, 3493, 69, 91, 3471, 82, 42, 39, 93, 70, 164, 1958, 967
INVAR-3, Run: 047, F, 0, 0, 4, 0, 0, 0, 0, 0, 496, 20, 1, 92, 24, 164, 3695, 69, 89, 3675, 82, 56, 25, 92, 70, 164, 2234, 1105
INVAR-3, Run: 048, F, 0, 0, 0, 0, 0, 0, 0, 0, 492, 28, 1, 96, 28, 164, 2696, 43, 71, 2668, 82, 53, 28, 96, 68, 164, 2592, 1282
INVAR-3, Run: 049, F, 0, 0, 0, 0, 0, 0, 0, 0, 492, 28, 1, 96, 28, 164, 3577, 56, 84, 3549, 82, 48, 33, 96, 68, 164, 2702, 1337
INVAR-3, Run: 050, F, 0, 0, 2, 0, 0, 0, 0, 0, 494, 30, 1, 97, 32, 164, 3078, 49, 79, 3048, 82, 57, 24, 97, 66, 164, 1698, 833
INVAR-3, Run: 051, F, 0, 0, 0, 0, 0, 0, 0, 0, 492, 30, 1, 97, 30, 164, 3614, 62, 92, 3584, 82, 56, 25, 97, 67, 164, 2360, 1165
INVAR-3, Run: 052, F, 0, 0, 0, 0, 0, 0, 0, 0, 492, 28, 1, 96, 28, 164, 3673, 58, 86, 3645, 82, 57, 24, 96, 68, 164, 1820, 896
INVAR-3, Run: 053, F, 0, 0, 0, 0, 0, 0, 0, 0, 492, 30, 1, 97, 30, 164, 3848, 55, 85, 3818, 82, 48, 33, 97, 67, 164, 2058, 1014
INVAR-3, Run: 054, F, 0, 0, 0, 0, 0, 0, 0, 0, 492, 26, 1, 95, 26, 164, 4610, 70, 96, 4584, 82, 55, 26, 95, 69, 164, 1676, 825
INVAR-3, Run: 055, F, 0, 0, 2, 0, 0, 0, 0, 0, 494, 28, 1, 96, 30, 164, 3077, 70, 98, 3049, 82, 44, 37, 96, 67, 164, 2094, 1032
INVAR-3, Run: 056, F, 0, 0, 0, 0, 0, 0, 0, 0, 492, 26, 1, 95, 26, 164, 3943, 57, 83, 3917, 82, 55, 26, 95, 69, 164, 1634, 804
INVAR-3, Run: 057, F, 0, 0, 0, 0, 0, 0, 0, 0, 492, 30, 1, 97, 30, 164, 3461, 48, 78, 3431, 82, 48, 33, 97, 67, 164, 1244, 607
INVAR-3, Run: 058, F, 0, 0, 2, 0, 0, 0, 0, 0, 494, 20, 1, 92, 22, 164, 3151, 56, 76, 3131, 82, 54, 27, 92, 71, 164, 1744, 861
INVAR-3, Run: 059, F, 0, 0, 0, 0, 0, 0, 0, 0, 492, 30, 1, 97, 30, 164, 4130, 43, 73, 4100, 82, 51, 30, 97, 67, 164, 1108, 539
INVAR-3, Run: 060, F, 0, 0, 0, 0, 0, 0, 0, 0, 492, 30, 1, 97, 30, 164, 4094, 29, 59, 4064, 82, 53, 28, 97, 67, 164, 2094, 1032
INVAR-3, Run: 061, F, 0, 0, 2, 0, 0, 0, 0, 0, 494, 32, 1, 98, 34, 164, 5304, 57, 89, 5272, 82, 59, 22, 98, 65, 164, 2092, 1029
INVAR-3, Run: 062, F, 0, 0, 0, 0, 0, 0, 0, 0, 492, 30, 1, 97, 30, 164, 4483, 49, 79, 4453, 82, 52, 29, 97, 67, 164, 1178, 574
INVAR-3, Run: 063, F, 0, 0, 0, 0, 0, 0, 0, 0, 492, 26, 1, 95, 26, 164, 3653, 57, 83, 3627, 82, 46, 35, 95, 69, 164, 1980, 977
INVAR-3, Run: 064, F, 0, 0, 2, 0, 0, 0, 0, 0, 494, 18, 1, 91, 20, 164, 3466, 57, 75, 3448, 82, 48, 33, 91, 72, 164, 1872, 926
INVAR-3, Run: 065, F, 0, 0, 0, 0, 0, 0, 0, 0, 492, 28, 1, 96, 28, 164, 3210, 60, 88, 3182, 82, 45, 36, 96, 68, 164, 1234, 603
INVAR-3, Run: 066, F, 0, 0, 0, 0, 0, 0, 0, 0, 492, 30, 1, 97, 30, 164, 3193, 60, 90, 3163, 82, 49, 32, 97, 67, 164, 2124, 1047
INVAR-3, Run: 067, F, 0, 0, 0, 0, 0, 0, 0, 0, 492, 26, 1, 95, 26, 164, 4299, 54, 80, 4273, 82, 48, 33, 95, 69, 164, 1412, 693
INVAR-3, Run: 068, F, 1, 0, 1, 0, 0, 0, 0, 0, 494, 26, 1, 95, 27, 164, 3296, 58, 84, 3270, 82, 54, 27, 95, 68, 164, 3078, 1525
INVAR-3, Run: 069, F, 0, 0, 2, 0, 0, 0, 0, 0, 494, 30, 1, 97, 32, 164, 3192, 66, 96, 3162, 82, 58, 23, 97, 66, 164, 1880, 924
INVAR-3, Run: 070, F, 0, 0, 0, 0, 0, 0, 0, 0, 492, 34, 1, 99, 34, 164, 3423, 51, 85, 3389, 82, 44, 37, 99, 65, 164, 1560, 763
INVAR-3, Run: 071, F, 0, 0, 2, 0, 0, 0, 0, 0, 494, 28, 1, 96, 30, 164, 3113, 54, 82, 3085, 82, 50, 31, 96, 67, 164, 2864, 1417
INVAR-3, Run: 072, F, 0, 0, 0, 0, 0, 0, 0, 0, 492, 26, 1, 95, 26, 164, 3522, 67, 93, 3496, 82, 49, 32, 95, 69, 164, 2326, 1150
INVAR-3, Run: 073, F, 0, 0, 2, 0, 0, 0, 0, 0, 494, 22, 1, 93, 24, 164, 4102, 50, 72, 4080, 82, 57, 24, 93, 70, 164, 2098, 1037
INVAR-3, Run: 074, F, 0, 0, 0, 0, 0, 0, 0, 0, 492, 30, 1, 97, 30, 164, 4316, 61, 91, 4286, 82, 45, 36, 97, 67, 164, 1858, 914
INVAR-3, Run: 075, F, 0, 0, 0, 0, 0, 0, 0, 0, 492, 28, 1, 96, 28, 164, 4111, 62, 90, 4083, 82, 60, 21, 96, 68, 164, 1468, 720
INVAR-3, Run: 076, F, 0, 0, 2, 0, 0, 0, 0, 0, 494, 24, 1, 94, 26, 164, 3682, 49, 73, 3658, 82, 56, 25, 94, 69, 164, 1888, 931
INVAR-3, Run: 077, F, 0, 0, 0, 0, 0, 0, 0, 0, 492, 28, 1, 96, 28, 164, 4155, 62, 90, 4127, 82, 53, 28, 96, 68, 164, 1568, 770
INVAR-3, Run: 078, F, 0, 0, 2, 0, 0, 0, 0, 0, 494, 32, 1, 98, 34, 164, 4287, 52, 84, 4255, 82, 66, 15, 98, 65, 164, 1938, 952
INVAR-3, Run: 079, F, 0, 0, 0, 0, 0, 0, 0, 0, 492, 38, 1, 101, 38, 164, 3694, 67, 105, 3656, 82, 50, 31, 101, 63, 164, 1820, 891
INVAR-3, Run: 080, F, 0, 0, 0, 0, 0, 0, 0, 0, 492, 30, 1, 97, 30, 164, 3757, 75, 105, 3727, 82, 48, 33, 97, 67, 164, 1240, 605
INVAR-3, Run: 081, F, 0, 0, 0, 0, 0, 0, 0, 0, 492, 22, 1, 93, 22, 164, 3828, 55, 77, 3806, 82, 57, 24, 93, 71, 164, 2030, 1004
INVAR-3, Run: 082, F, 0, 0, 2, 0, 0, 0, 0, 0, 494, 38, 1, 101, 40, 164, 3253, 51, 89, 3215, 82, 52, 29, 101, 62, 164, 1706, 833
INVAR-3, Run: 083, F, 0, 0, 0, 0, 0, 0, 0, 0, 492, 22, 1, 93, 22, 164, 3198, 68, 90, 3176, 82, 50, 31, 93, 71, 164, 2708, 1343
INVAR-3, Run: 084, F, 0, 0, 2, 0, 0, 0, 0, 0, 494, 26, 1, 95, 28, 164, 3947, 63, 89, 3921, 82, 46, 35, 95, 68, 164, 1602, 787
INVAR-3, Run: 085, F, 0, 0, 0, 0, 0, 0, 0, 0, 492, 26, 1, 95, 26, 164, 3363, 59, 85, 3337, 82, 49, 32, 95, 69, 164, 2072, 1023
INVAR-3, Run: 086, F, 0, 0, 0, 0, 0, 0, 0, 0, 492, 30, 1, 97, 30, 164, 4992, 61, 91, 4962, 82, 48, 33, 97, 67, 164, 1756, 863
INVAR-3, Run: 087, F, 0, 0, 0, 0, 0, 0, 0, 0, 492, 28, 1, 96, 28, 164, 3558, 63, 91, 3530, 82, 46, 35, 96, 68, 164, 1648, 810
INVAR-3, Run: 088, F, 0, 0, 2, 0, 0, 0, 0, 0, 494, 30, 1, 97, 32, 164, 3844, 48, 78, 3814, 82, 56, 25, 97, 66, 164, 1912, 940
INVAR-3, Run: 089, F, 0, 0, 0, 0, 0, 0, 0, 0, 492, 22, 1, 93, 22, 164, 3323, 68, 90, 3301, 82, 46, 35, 93, 71, 164, 1540, 759
INVAR-3, Run: 090, F, 0, 0, 2, 0, 0, 0, 0, 0, 494, 30, 1, 97, 32, 164, 4684, 56, 86, 4654, 82, 52, 29, 97, 66, 164, 1496, 732
INVAR-3, Run: 091, F, 0, 0, 0, 0, 0, 0, 0, 0, 492, 32, 1, 98, 32, 164, 2626, 77, 109, 2594, 82, 61, 20, 98, 66, 164, 1668, 818
INVAR-3, Run: 092, F, 0, 0, 2, 0, 0, 0, 0, 0, 494, 26, 1, 95, 28, 164, 3933, 70, 96, 3907, 82, 48, 33, 95, 68, 164, 1928, 950
INVAR-3, Run: 093, F, 0, 0, 0, 0, 0, 0, 0, 0, 492, 34, 1, 99, 34, 164, 4806, 62, 96, 4772, 82, 51, 30, 99, 65, 164, 1624, 795
INVAR-3, Run: 094, F, 0, 0, 0, 0, 0, 0, 0, 0, 492, 36, 1, 100, 36, 164, 3872, 67, 103, 3836, 82, 47, 34, 100, 64, 164, 1222, 593
INVAR-3, Run: 095, F, 0, 0, 0, 0, 0, 0, 0, 0, 492, 40, 1, 102, 40, 164, 4727, 49, 89, 4687, 82, 52, 29, 102, 62, 164, 1390, 675
INVAR-3, Run: 096, F, 0, 0, 2, 0, 0, 0, 0, 0, 494, 22, 1, 93, 24, 164, 2786, 64, 86, 2764, 82, 54, 27, 93, 70, 164, 1430, 703
INVAR-3, Run: 097, F, 0, 0, 0, 0, 0, 0, 0, 0, 492, 26, 1, 95, 26, 164, 3920, 80, 106, 3894, 82, 36, 45, 95, 69, 164, 1842, 908
INVAR-3, Run: 098, F, 0, 0, 0, 0, 0, 0, 0, 0, 492, 36, 1, 100, 36, 164, 4099, 58, 94, 4063, 82, 54, 27, 100, 64, 164, 1324, 644
INVAR-3, Run: 099, F, 0, 0, 0, 0, 0, 0, 0, 0, 492, 24, 1, 94, 24, 164, 3497, 68, 92, 3473, 82, 48, 33, 94, 70, 164, 2484, 1230
INVAR-3, Run: 100, F, 0, 0, 0, 0, 0, 0, 0, 0, 492, 28, 1, 96, 28, 164, 3598, 44, 72, 3570, 82, 56, 25, 96, 68, 164, 1918, 945
INVAR-4, Run: 001, F, 0, 117, 0, 0, 0, 0, 0, 1, 0, 136, 0, 29, 19, 39, 545, 25, 44, 409, 19, 14, 5, 29, 10, 39, 253, 117
INVAR-4, Run: 002, F, 0, 117, 0, 0, 0, 0, 0, 1, 0, 130, 0, 26, 13, 39, 647, 18, 31, 517, 19, 12, 7, 26, 13, 39, 269, 128
INVAR-4, Run: 003, F, 0, 117, 0, 0, 0, 0, 0, 1, 0, 130, 0, 26, 13, 39, 497, 9, 22, 367, 19, 15, 4, 26, 13, 39, 133, 60
INVAR-4, Run: 004, F, 0, 117, 0, 0, 0, 0, 0, 1, 0, 124, 0, 23, 7, 39, 444, 9, 16, 320, 19, 12, 7, 23, 16, 39, 299, 146
INVAR-4, Run: 005, F, 0, 117, 0, 0, 0, 0, 0, 1, 0, 128, 0, 25, 11, 39, 564, 11, 22, 436, 19, 14, 5, 25, 14, 39, 93, 41
INVAR-4, Run: 006, F, 0, 117, 0, 0, 0, 0, 0, 1, 0, 130, 0, 26, 13, 39, 592, 18, 31, 462, 19, 15, 4, 26, 13, 39, 163, 75
INVAR-4, Run: 007, F, 0, 117, 0, 0, 0, 0, 0, 1, 0, 128, 0, 25, 11, 39, 447, 13, 24, 319, 19, 15, 4, 25, 14, 39, 89, 39
INVAR-4, Run: 008, F, 0, 117, 0, 0, 0, 0, 0, 1, 0, 128, 0, 25, 11, 39, 535, 14, 25, 407, 19, 12, 7, 25, 14, 39, 85, 37
INVAR-4, Run: 009, F, 0, 117, 0, 0, 0, 0, 0, 1, 0, 128, 0, 25, 11, 39, 477, 11, 22, 349, 19, 15, 4, 25, 14, 39, 155, 72
INVAR-4, Run: 010, F, 0, 117, 0, 0, 0, 0, 0, 1, 0, 124, 0, 23, 7, 39, 378, 9, 16, 254, 19, 12, 7, 23, 16, 39, 253, 123
INVAR-4, Run: 011, F, 0, 117, 0, 0, 0, 0, 0, 1, 0, 122, 0, 22, 5, 39, 454, 11, 16, 332, 19, 12, 7, 22, 17, 39, 165, 80
INVAR-4, Run: 012, F, 0, 117, 0, 0, 0, 0, 0, 1, 0, 130, 0, 26, 13, 39, 598, 8, 21, 468, 19, 13, 6, 26, 13, 39, 85, 36
INVAR-4, Run: 013, F, 0, 117, 0, 0, 0, 0, 0, 1, 0, 130, 0, 26, 13, 39, 631, 19, 32, 501, 19, 16, 3, 26, 13, 39, 87, 37
INVAR-4, Run: 014, F, 0, 117, 0, 0, 0, 0, 0, 1, 0, 126, 0, 24, 9, 39, 458, 17, 26, 332, 19, 7, 12, 24, 15, 39, 177, 84
INVAR-4, Run: 015, F, 0, 117, 0, 0, 0, 0, 0, 1, 0, 136, 0, 29, 19, 39, 718, 11, 30, 582, 19, 15, 4, 29, 10, 39, 143, 62
INVAR-4, Run: 016, F, 0, 117, 0, 0, 0, 0, 0, 1, 0, 126, 0, 24, 9, 39, 428, 20, 29, 302, 19, 16, 3, 24, 15, 39, 87, 39
INVAR-4, Run: 017, F, 0, 117, 0, 0, 0, 0, 0, 1, 0, 126, 0, 24, 9, 39, 542, 8, 17, 416, 19, 13, 6, 24, 15, 39, 209, 100
INVAR-4, Run: 018, F, 0, 117, 0, 0, 0, 0, 0, 1, 0, 128, 0, 25, 11, 39, 434, 17, 28, 306, 19, 8, 11, 25, 14, 39, 227, 108
INVAR-4, Run: 019, F, 0, 117, 0, 0, 0, 0, 0, 1, 0, 126, 0, 24, 9, 39, 507, 18, 27, 381, 19, 12, 7, 24, 15, 39, 179, 85
INVAR-4, Run: 020, F, 0, 117, 0, 0, 0, 0, 0, 1, 0, 130, 0, 26, 13, 39, 608, 16, 29, 478, 19, 14, 5, 26, 13, 39, 165, 76
INVAR-4, Run: 021, F, 0, 117, 0, 0, 0, 0, 0, 1, 0, 132, 0, 27, 15, 39, 567, 18, 33, 435, 19, 15, 4, 27, 12, 39, 101, 43
INVAR-4, Run: 022, F, 0, 117, 0, 0, 0, 0, 0, 1, 0, 128, 0, 25, 11, 39, 580, 13, 24, 452, 19, 12, 7, 25, 14, 39, 137, 63
INVAR-4, Run: 023, F, 0, 117, 0, 0, 0, 0, 0, 1, 0, 132, 0, 27, 15, 39, 529, 12, 27, 397, 19, 12, 7, 27, 12, 39, 65, 25
INVAR-4, Run: 024, F, 0, 117, 0, 0, 0, 0, 0, 1, 0, 128, 0, 25, 11, 39, 369, 17, 28, 241, 19, 13, 6, 25, 14, 39, 99, 44
INVAR-4, Run: 025, F, 0, 117, 0, 0, 0, 0, 0, 1, 0, 130, 0, 26, 13, 39, 706, 16, 29, 576, 19, 15, 4, 26, 13, 39, 197, 92
INVAR-4, Run: 026, F, 0, 117, 0, 0, 0, 0, 0, 1, 0, 126, 0, 24, 9, 39, 524, 19, 28, 398, 19, 12, 7, 24, 15, 39, 115, 53
INVAR-4, Run: 027, F, 0, 117, 0, 0, 0, 0, 0, 1, 0, 132, 0, 27, 15, 39, 641, 29, 44, 509, 19, 10, 9, 27, 12, 39, 377, 181
INVAR-4, Run: 028, F, 0, 117, 0, 0, 0, 0, 0, 1, 0, 130, 0, 26, 13, 39, 596, 10, 23, 466, 19, 16, 3, 26, 13, 39, 37, 12
INVAR-4, Run: 029, F, 0, 117, 0, 0, 0, 0, 0, 1, 0, 126, 0, 24, 9, 39, 422, 12, 21, 296, 19, 15, 4, 24, 15, 39, 275, 133
INVAR-4, Run: 030, F, 0, 117, 0, 0, 0, 0, 0, 1, 0, 124, 0, 23, 7, 39, 302, 14, 21, 178, 19, 9, 10, 23, 16, 39, 107, 50
INVAR-4, Run: 031, F, 0, 117, 0, 0, 0, 0, 0, 1, 0, 126, 0, 24, 9, 39, 629, 18, 27, 503, 19, 13, 6, 24, 15, 39, 251, 121
INVAR-4, Run: 032, F, 0, 117, 0, 0, 0, 0, 0, 1, 0, 128, 0, 25, 11, 39, 578, 13, 24, 450, 19, 12, 7, 25, 14, 39, 121, 55
INVAR-4, Run: 033, F, 0, 117, 0, 0, 0, 0, 0, 1, 0, 126, 0, 24, 9, 39, 697, 20, 29, 571, 19, 12, 7, 24, 15, 39, 157, 74
INVAR-4, Run: 034, F, 0, 117, 0, 0, 0, 0, 0, 1, 0, 130, 0, 26, 13, 39, 699, 23, 36, 569, 19, 10, 9, 26, 13, 39, 197, 92
INVAR-4, Run: 035, F, 0, 117, 0, 0, 0, 0, 0, 1, 0, 132, 0, 27, 15, 39, 939, 11, 26, 807, 19, 9, 10, 27, 12, 39, 259, 122
INVAR-4, Run: 036, F, 0, 117, 0, 0, 0, 0, 0, 1, 0, 124, 0, 23, 7, 39, 465, 19, 26, 341, 19, 10, 9, 23, 16, 39, 111, 52
