Input Number, Run_Number, Result@ 1000, A, B, H, C, L4, L1, L5, U, Y, T1, T2, T3, T4, T5, T6, R, L2, D, L3
INVAR-1, Run: 043, F, 0, 0, 0, 10, 0, 98, 2, 0, 0, 50, 0, 0, 0, 0, 0, 1, 0, 0, 0
INVAR-1, Run: 044, F, 0, 10, 0, 0, 0, 98, 2, 0, 0, 50, 0, 0, 0, 0, 0, 1, 0, 0, 0
INVAR-1, Run: 045, F, 0, 0, 0, 10, 0, 95, 1, 0, 0, 50, 0, 0, 0, 0, 0, 1, 2, 0, 2
INVAR-1, Run: 046, F, 0, 10, 0, 0, 0, 99, 1, 0, 0, 50, 0, 0, 0, 0, 0, 1, 0, 0, 0
INVAR-1, Run: 047, F, 0, 10, 0, 0, 4, 85, 3, 0, 0, 50, 0, 0, 0, 0, 0, 1, 7, 0, 1
INVAR-1, Run: 048, F, 0, 10, 0, 0, 0, 98, 2, 0, 0, 50, 0, 0, 0, 0, 0, 1, 0, 0, 0
INVAR-1, Run: 049, F, 0, 10, 0, 0, 0, 95, 5, 0, 0, 50, 0, 0, 0, 0, 0, 1, 0, 0, 0
INVAR-1, Run: 050, F, 0, 10, 0, 0, 0, 0, 0, 1, 100, 0, 1, 0, 0, 0, 1, 1, 0, 48, 0
INVAR-1, Run: 051, F, 0, 10, 0, 0, 0, 96, 0, 0, 0, 50, 0, 0, 0, 0, 0, 1, 4, 0, 0
INVAR-1, Run: 052, F, 0, 10, 0, 0, 0, 91, 9, 0, 0, 50, 0, 0, 0, 0, 0, 1, 0, 0, 0
INVAR-1, Run: 053, F, 0, 10, 0, 0, 0, 100, 0, 0, 0, 50, 0, 0, 0, 0, 0, 1, 0, 0, 0
INVAR-1, Run: 054, F, 0, 0, 0, 10, 0, 99, 1, 0, 0, 50, 0, 0, 0, 0, 0, 1, 0, 0, 0
INVAR-1, Run: 055, F, 0, 10, 0, 0, 3, 62, 2, 0, 0, 50, 0, 0, 0, 0, 0, 1, 22, 0, 11
INVAR-1, Run: 056, F, 0, 10, 0, 0, 0, 96, 0, 0, 0, 50, 0, 0, 0, 0, 0, 1, 3, 0, 1
INVAR-1, Run: 057, F, 0, 10, 0, 0, 0, 98, 0, 0, 0, 50, 0, 0, 0, 0, 0, 1, 1, 0, 1
INVAR-1, Run: 058, F, 0, 10, 0, 0, 0, 98, 2, 0, 0, 50, 0, 0, 0, 0, 0, 1, 0, 0, 0
INVAR-1, Run: 059, F, 0, 10, 0, 0, 0, 83, 0, 0, 0, 50, 0, 0, 0, 0, 0, 1, 14, 0, 3
INVAR-1, Run: 060, F, 10, 0, 0, 0, 0, 93, 1, 0, 0, 50, 0, 0, 0, 0, 0, 1, 2, 0, 4
INVAR-1, Run: 061, P, 10, 0, 0, 0, 0, 0, 0, 6, 100, 0, 0, 2, 2, 0, 0, 1, 0, 46, 0
INVAR-1, Run: 062, F, 0, 10, 0, 0, 0, 98, 2, 0, 0, 50, 0, 0, 0, 0, 0, 1, 0, 0, 0
INVAR-1, Run: 063, F, 0, 10, 0, 0, 0, 97, 3, 0, 0, 50, 0, 0, 0, 0, 0, 1, 0, 0, 0
INVAR-1, Run: 064, F, 0, 10, 0, 0, 0, 97, 3, 0, 0, 50, 0, 0, 0, 0, 0, 1, 0, 0, 0
INVAR-1, Run: 065, F, 0, 10, 0, 0, 0, 100, 0, 0, 0, 50, 0, 0, 0, 0, 0, 1, 0, 0, 0
INVAR-1, Run: 066, F, 0, 10, 0, 0, 0, 99, 1, 0, 0, 50, 0, 0, 0, 0, 0, 1, 0, 0, 0
INVAR-1, Run: 067, F, 0, 10, 0, 0, 0, 0, 0, 1, 100, 1, 0, 1, 1, 0, 0, 1, 0, 47, 0
INVAR-1, Run: 068, F, 0, 10, 0, 0, 0, 100, 0, 0, 0, 50, 0, 0, 0, 0, 0, 1, 0, 0, 0
INVAR-1, Run: 069, P, 10, 0, 0, 0, 0, 0, 0, 6, 100, 2, 0, 0, 0, 0, 1, 1, 0, 47, 0
INVAR-1, Run: 070, F, 0, 10, 0, 0, 0, 99, 1, 0, 0, 50, 0, 0, 0, 0, 0, 1, 0, 0, 0
INVAR-1, Run: 071, F, 0, 0, 0, 10, 0, 96, 1, 0, 0, 50, 0, 0, 0, 0, 0, 1, 3, 0, 0
INVAR-1, Run: 072, F, 0, 10, 0, 0, 0, 99, 1, 0, 0, 50, 0, 0, 0, 0, 0, 1, 0, 0, 0
INVAR-1, Run: 073, F, 0, 10, 0, 0, 0, 99, 1, 0, 0, 50, 0, 0, 0, 0, 0, 1, 0, 0, 0
INVAR-1, Run: 074, F, 0, 10, 0, 0, 0, 99, 1, 0, 0, 50, 0, 0, 0, 0, 0, 1, 0, 0, 0
INVAR-1, Run: 075, F, 0, 0, 0, 10, 0, 99, 1, 0, 0, 50, 0, 0, 0, 0, 0, 1, 0, 0, 0
INVAR-1, Run: 076, F, 0, 0, 0, 10, 0, 100, 0, 0, 0, 50, 0, 0, 0, 0, 0, 1, 0, 0, 0
INVAR-1, Run: 077, F, 0, 10, 0, 0, 0, 98, 1, 0, 0, 50, 0, 0, 0, 0, 0, 1, 1, 0, 0
INVAR-1, Run: 078, F, 0, 10, 0, 0, 0, 99, 1, 0, 0, 50, 0, 0, 0, 0, 0, 1, 0, 0, 0
INVAR-1, Run: 079, F, 0, 10, 0, 0, 0, 93, 7, 0, 0, 50, 0, 0, 0, 0, 0, 1, 0, 0, 0
INVAR-1, Run: 080, F, 0, 10, 0, 0, 0, 99, 1, 0, 0, 50, 0, 0, 0, 0, 0, 1, 0, 0, 0
INVAR-1, Run: 081, F, 0, 10, 0, 0, 0, 100, 0, 0, 0, 50, 0, 0, 0, 0, 0, 1, 0, 0, 0
INVAR-1, Run: 082, F, 0, 10, 0, 0, 0, 98, 2, 0, 0, 50, 0, 0, 0, 0, 0, 1, 0, 0, 0
INVAR-1, Run: 083, F, 0, 0, 0, 10, 0, 98, 1, 0, 0, 50, 0, 0, 0, 0, 0, 1, 1, 0, 0
INVAR-1, Run: 084, F, 0, 10, 0, 0, 0, 98, 2, 0, 0, 50, 0, 0, 0, 0, 0, 1, 0, 0, 0
INVAR-1, Run: 085, F, 0, 0, 0, 10, 1, 94, 0, 0, 0, 50, 0, 0, 0, 0, 0, 1, 4, 0, 1
INVAR-1, Run: 086, F, 0, 10, 0, 0, 3, 68, 0, 0, 1, 33, 8, 6, 1, 1, 1, 1, 15, 0, 13
INVAR-1, Run: 087, F, 0, 0, 0, 10, 0, 94, 6, 0, 0, 50, 0, 0, 0, 0, 0, 1, 0, 0, 0
INVAR-1, Run: 088, F, 0, 10, 0, 0, 0, 99, 0, 0, 0, 50, 0, 0, 0, 0, 0, 1, 1, 0, 0
INVAR-1, Run: 089, P, 10, 0, 0, 0, 0, 0, 0, 6, 100, 1, 2, 0, 0, 1, 0, 1, 0, 46, 0
INVAR-1, Run: 090, F, 0, 10, 0, 0, 0, 99, 1, 0, 0, 50, 0, 0, 0, 0, 0, 1, 0, 0, 0
INVAR-1, Run: 091, F, 0, 10, 0, 0, 0, 100, 0, 0, 0, 50, 0, 0, 0, 0, 0, 1, 0, 0, 0
INVAR-1, Run: 092, F, 0, 10, 0, 0, 1, 96, 2, 0, 0, 50, 0, 0, 0, 0, 0, 1, 1, 0, 0
INVAR-1, Run: 093, F, 0, 10, 0, 0, 0, 99, 1, 0, 0, 50, 0, 0, 0, 0, 0, 1, 0, 0, 0
INVAR-1, Run: 094, F, 0, 10, 0, 0, 0, 98, 2, 0, 0, 50, 0, 0, 0, 0, 0, 1, 0, 0, 0
INVAR-1, Run: 095, F, 0, 10, 0, 0, 0, 94, 6, 0, 0, 50, 0, 0, 0, 0, 0, 1, 0, 0, 0
INVAR-1, Run: 096, F, 0, 10, 0, 0, 0, 85, 15, 0, 0, 50, 0, 0, 0, 0, 0, 1, 0, 0, 0
INVAR-1, Run: 097, F, 0, 10, 0, 0, 0, 93, 0, 0, 0, 50, 0, 0, 0, 0, 0, 1, 7, 0, 0
INVAR-1, Run: 098, F, 0, 10, 0, 0, 0, 98, 2, 0, 0, 50, 0, 0, 0, 0, 0, 1, 0, 0, 0
INVAR-1, Run: 099, F, 0, 10, 0, 0, 0, 96, 4, 0, 0, 50, 0, 0, 0, 0, 0, 1, 0, 0, 0
INVAR-1, Run: 100, F, 0, 10, 0, 0, 0, 98, 2, 0, 0, 50, 0, 0, 0, 0, 0, 1, 0, 0, 0
INVAR-2, Run: 001, F, 0, 0, 0, 100, 0, 0, 0, 1, 100, 0, 0, 0, 0, 0, 2, 1, 0, 48, 0
INVAR-2, Run: 002, F, 0, 0, 0, 100, 0, 0, 0, 1, 100, 0, 1, 0, 1, 1, 1, 1, 0, 46, 0
INVAR-2, Run: 003, F, 0, 100, 0, 0, 0, 0, 0, 1, 100, 1, 2, 0, 0, 0, 2, 1, 0, 45, 0
INVAR-2, Run: 004, F, 100, 0, 0, 0, 2, 63, 1, 0, 0, 50, 0, 0, 0, 0, 0, 1, 22, 0, 12
INVAR-2, Run: 005, F, 0, 100, 0, 0, 0, 97, 0, 0, 0, 50, 0, 0, 0, 0, 0, 1, 3, 0, 0
INVAR-2, Run: 006, F, 0, 100, 0, 0, 0, 0, 0, 1, 100, 0, 0, 1, 2, 0, 0, 1, 0, 47, 0
INVAR-2, Run: 007, F, 100, 0, 0, 0, 0, 0, 0, 1, 100, 0, 0, 0, 3, 0, 0, 1, 0, 47, 0
INVAR-2, Run: 008, F, 100, 0, 0, 0, 0, 88, 0, 0, 0, 50, 0, 0, 0, 0, 0, 1, 9, 0, 3
INVAR-2, Run: 009, F, 0, 0, 0, 100, 0, 97, 1, 0, 0, 50, 0, 0, 0, 0, 0, 1, 2, 0, 0
INVAR-2, Run: 010, F, 0, 0, 0, 100, 0, 95, 1, 0, 0, 50, 0, 0, 0, 0, 0, 1, 3, 0, 1
INVAR-2, Run: 011, F, 100, 0, 0, 0, 0, 100, 0, 0, 0, 50, 0, 0, 0, 0, 0, 1, 0, 0, 0
INVAR-2, Run: 012, F, 100, 0, 0, 0, 0, 100, 0, 0, 0, 50, 0, 0, 0, 0, 0, 1, 0, 0, 0
INVAR-2, Run: 013, F, 0, 0, 0, 100, 0, 100, 0, 0, 0, 50, 0, 0, 0, 0, 0, 1, 0, 0, 0
INVAR-2, Run: 014, F, 100, 0, 0, 0, 0, 0, 0, 1, 100, 1, 0, 1, 0, 0, 0, 1, 0, 48, 0
INVAR-2, Run: 015, F, 0, 0, 0, 100, 0, 0, 0, 1, 100, 0, 2, 0, 0, 0, 0, 1, 0, 48, 0
INVAR-2, Run: 016, F, 0, 100, 0, 0, 1, 86, 2, 0, 0, 50, 0, 0, 0, 0, 0, 1, 9, 0, 2
INVAR-2, Run: 017, F, 100, 0, 0, 0, 0, 99, 1, 0, 0, 50, 0, 0, 0, 0, 0, 1, 0, 0, 0
INVAR-2, Run: 018, F, 100, 0, 0, 0, 0, 100, 0, 0, 0, 50, 0, 0, 0, 0, 0, 1, 0, 0, 0
INVAR-2, Run: 019, F, 100, 0, 0, 0, 1, 96, 0, 0, 0, 50, 0, 0, 0, 0, 0, 1, 3, 0, 0
INVAR-2, Run: 020, F, 0, 100, 0, 0, 0, 100, 0, 0, 0, 50, 0, 0, 0, 0, 0, 1, 0, 0, 0
INVAR-2, Run: 021, F, 100, 0, 0, 0, 0, 75, 0, 0, 0, 50, 0, 0, 0, 0, 0, 1, 17, 0, 8
INVAR-2, Run: 022, F, 0, 100, 0, 0, 0, 97, 0, 0, 0, 50, 0, 0, 0, 0, 0, 1, 2, 0, 1
INVAR-2, Run: 023, F, 0, 100, 0, 0, 0, 91, 1, 0, 0, 50, 0, 0, 0, 0, 0, 1, 6, 0, 2
INVAR-2, Run: 024, F, 100, 0, 0, 0, 0, 93, 0, 0, 0, 50, 0, 0, 0, 0, 0, 1, 5, 0, 2
INVAR-2, Run: 025, F, 0, 100, 0, 0, 0, 99, 1, 0, 0, 50, 0, 0, 0, 0, 0, 1, 0, 0, 0
INVAR-2, Run: 026, F, 0, 0, 0, 100, 0, 0, 0, 1, 100, 1, 0, 2, 0, 0, 1, 1, 0, 46, 0
INVAR-2, Run: 027, F, 100, 0, 0, 0, 0, 100, 0, 0, 0, 50, 0, 0, 0, 0, 0, 1, 0, 0, 0
INVAR-2, Run: 028, F, 0, 100, 0, 0, 0, 0, 0, 1, 100, 1, 1, 0, 0, 0, 1, 1, 0, 47, 0
INVAR-2, Run: 029, F, 0, 0, 0, 100, 0, 93, 1, 0, 0, 50, 0, 0, 0, 0, 0, 1, 4, 0, 2
INVAR-2, Run: 030, F, 0, 100, 0, 0, 0, 98, 1, 0, 0, 50, 0, 0, 0, 0, 0, 1, 1, 0, 0
INVAR-2, Run: 031, F, 0, 100, 0, 0, 0, 89, 0, 0, 0, 50, 0, 0, 0, 0, 0, 1, 9, 0, 2
INVAR-2, Run: 032, F, 0, 100, 0, 0, 1, 96, 1, 0, 0, 50, 0, 0, 0, 0, 0, 1, 0, 0, 2
INVAR-2, Run: 033, F, 0, 0, 0, 100, 2, 77, 2, 0, 2, 16, 9, 6, 4, 4, 4, 1, 8, 7, 9
INVAR-2, Run: 034, F, 100, 0, 0, 0, 1, 92, 2, 0, 1, 25, 20, 1, 3, 0, 1, 1, 1, 0, 3
INVAR-2, Run: 035, F, 0, 100, 0, 0, 0, 100, 0, 0, 0, 50, 0, 0, 0, 0, 0, 1, 0, 0, 0
INVAR-2, Run: 036, F, 0, 100, 0, 0, 0, 0, 0, 1, 100, 0, 1, 2, 0, 0, 0, 1, 0, 47, 0
INVAR-2, Run: 037, F, 100, 0, 0, 0, 0, 79, 0, 0, 0, 50, 0, 0, 0, 0, 0, 1, 17, 0, 4
INVAR-2, Run: 038, F, 0, 100, 0, 0, 0, 0, 0, 1, 100, 1, 0, 0, 1, 1, 0, 1, 0, 47, 0
INVAR-2, Run: 039, F, 0, 100, 0, 0, 0, 100, 0, 0, 0, 50, 0, 0, 0, 0, 0, 1, 0, 0, 0
INVAR-2, Run: 040, F, 0, 0, 0, 100, 0, 99, 1, 0, 0, 50, 0, 0, 0, 0, 0, 1, 0, 0, 0
INVAR-2, Run: 041, F, 0, 0, 0, 100, 3, 73, 3, 0, 0, 50, 0, 0, 0, 0, 0, 1, 18, 0, 3
INVAR-2, Run: 042, F, 100, 0, 0, 0, 4, 69, 2, 0, 2, 18, 8, 9, 6, 4, 3, 1, 15, 2, 8
INVAR-2, Run: 043, F, 0, 100, 0, 0, 4, 68, 1, 0, 1, 29, 11, 4, 1, 2, 2, 1, 22, 1, 4
INVAR-2, Run: 044, F, 100, 0, 0, 0, 0, 94, 0, 0, 0, 50, 0, 0, 0, 0, 0, 1, 5, 0, 1
INVAR-2, Run: 045, F, 100, 0, 0, 0, 0, 100, 0, 0, 0, 50, 0, 0, 0, 0, 0, 1, 0, 0, 0
INVAR-2, Run: 046, F, 0, 0, 0, 100, 0, 100, 0, 0, 0, 50, 0, 0, 0, 0, 0, 1, 0, 0, 0
INVAR-2, Run: 047, F, 0, 100, 0, 0, 0, 92, 0, 0, 0, 50, 0, 0, 0, 0, 0, 1, 8, 0, 0
INVAR-2, Run: 048, F, 0, 100, 0, 0, 0, 90, 0, 0, 0, 50, 0, 0, 0, 0, 0, 1, 8, 0, 2
INVAR-2, Run: 049, F, 100, 0, 0, 0, 0, 100, 0, 0, 0, 50, 0, 0, 0, 0, 0, 1, 0, 0, 0
INVAR-2, Run: 050, F, 0, 0, 0, 100, 2, 94, 1, 0, 1, 29, 9, 6, 2, 1, 2, 1, 2, 1, 0
INVAR-2, Run: 051, F, 100, 0, 0, 0, 0, 0, 0, 1, 100, 1, 0, 0, 0, 1, 0, 1, 0, 48, 0
INVAR-2, Run: 052, F, 0, 0, 0, 100, 0, 0, 0, 1, 100, 1, 0, 1, 0, 0, 0, 1, 0, 48, 0
INVAR-2, Run: 053, F, 100, 0, 0, 0, 0, 95, 2, 0, 0, 50, 0, 0, 0, 0, 0, 1, 3, 0, 0
INVAR-2, Run: 054, F, 100, 0, 0, 0, 3, 69, 3, 0, 1, 28, 9, 8, 4, 0, 0, 1, 16, 1, 8
INVAR-2, Run: 055, F, 100, 0, 0, 0, 0, 100, 0, 0, 0, 50, 0, 0, 0, 0, 0, 1, 0, 0, 0
INVAR-2, Run: 056, F, 0, 0, 0, 100, 0, 95, 0, 0, 0, 50, 0, 0, 0, 0, 0, 1, 5, 0, 0
INVAR-2, Run: 057, F, 100, 0, 0, 0, 0, 90, 0, 0, 0, 50, 0, 0, 0, 0, 0, 1, 9, 0, 1
INVAR-2, Run: 058, F, 0, 100, 0, 0, 0, 0, 0, 1, 100, 0, 1, 0, 0, 0, 0, 1, 0, 49, 0
INVAR-2, Run: 059, F, 0, 100, 0, 0, 2, 66, 1, 0, 0, 50, 0, 0, 0, 0, 0, 1, 25, 0, 6
INVAR-2, Run: 060, F, 0, 100, 0, 0, 1, 93, 3, 0, 0, 50, 0, 0, 0, 0, 0, 1, 2, 0, 1
INVAR-2, Run: 061, F, 0, 0, 0, 100, 1, 85, 1, 0, 0, 50, 0, 0, 0, 0, 0, 1, 10, 0, 3
INVAR-2, Run: 062, F, 0, 0, 0, 100, 0, 0, 0, 1, 100, 2, 0, 0, 1, 0, 1, 1, 0, 46, 0
INVAR-2, Run: 063, F, 0, 100, 0, 0, 0, 100, 0, 0, 0, 50, 0, 0, 0, 0, 0, 1, 0, 0, 0
INVAR-2, Run: 064, F, 0, 0, 0, 100, 0, 99, 0, 0, 0, 50, 0, 0, 0, 0, 0, 1, 1, 0, 0
INVAR-2, Run: 065, F, 0, 0, 0, 100, 0, 97, 0, 0, 0, 50, 0, 0, 0, 0, 0, 1, 3, 0, 0
INVAR-2, Run: 066, F, 0, 100, 0, 0, 0, 0, 0, 1, 100, 0, 1, 0, 1, 0, 1, 1, 0, 47, 0
INVAR-2, Run: 067, F, 0, 0, 0, 100, 2, 82, 0, 0, 0, 50, 0, 0, 0, 0, 0, 1, 7, 0, 9
INVAR-2, Run: 068, F, 100, 0, 0, 0, 0, 96, 0, 0, 0, 50, 0, 0, 0, 0, 0, 1, 4, 0, 0
INVAR-2, Run: 069, F, 0, 0, 0, 100, 0, 0, 0, 1, 100, 0, 0, 0, 0, 0, 0, 1, 0, 50, 0
INVAR-2, Run: 070, F, 0, 100, 0, 0, 0, 100, 0, 0, 0, 50, 0, 0, 0, 0, 0, 1, 0, 0, 0
INVAR-2, Run: 071, F, 0, 0, 0, 100, 1, 89, 1, 0, 0, 50, 0, 0, 0, 0, 0, 1, 9, 0, 0
INVAR-2, Run: 072, F, 100, 0, 0, 0, 0, 97, 0, 0, 0, 50, 0, 0, 0, 0, 0, 1, 2, 0, 1
INVAR-2, Run: 073, F, 0, 100, 0, 0, 0, 100, 0, 0, 0, 50, 0, 0, 0, 0, 0, 1, 0, 0, 0
INVAR-2, Run: 074, F, 100, 0, 0, 0, 0, 0, 0, 1, 100, 0, 0, 0, 1, 0, 0, 1, 0, 49, 0
INVAR-2, Run: 075, F, 0, 0, 0, 100, 0, 98, 1, 0, 0, 50, 0, 0, 0, 0, 0, 1, 1, 0, 0
INVAR-2, Run: 076, F, 0, 100, 0, 0, 0, 90, 1, 0, 0, 50, 0, 0, 0, 0, 0, 1, 6, 0, 3
INVAR-2, Run: 077, F, 0, 0, 0, 100, 0, 0, 0, 1, 100, 1, 0, 0, 2, 1, 1, 1, 0, 45, 0
INVAR-2, Run: 078, F, 0, 100, 0, 0, 1, 90, 0, 0, 0, 50, 0, 0, 0, 0, 0, 1, 5, 0, 4
INVAR-2, Run: 079, F, 0, 0, 0, 100, 0, 99, 1, 0, 0, 50, 0, 0, 0, 0, 0, 1, 0, 0, 0
INVAR-2, Run: 080, F, 0, 0, 0, 100, 0, 99, 0, 0, 0, 50, 0, 0, 0, 0, 0, 1, 1, 0, 0
INVAR-2, Run: 081, F, 0, 0, 0, 100, 0, 93, 2, 0, 0, 50, 0, 0, 0, 0, 0, 1, 5, 0, 0
INVAR-2, Run: 082, F, 0, 100, 0, 0, 1, 97, 0, 0, 0, 50, 0, 0, 0, 0, 0, 1, 2, 0, 0
INVAR-2, Run: 083, F, 100, 0, 0, 0, 0, 100, 0, 0, 0, 50, 0, 0, 0, 0, 0, 1, 0, 0, 0
INVAR-2, Run: 084, F, 100, 0, 0, 0, 10, 42, 4, 0, 2, 19, 16, 3, 5, 2, 2, 1, 31, 3, 11
INVAR-2, Run: 085, F, 0, 100, 0, 0, 4, 66, 2, 0, 1, 26, 15, 3, 4, 1, 0, 1, 19, 1, 8
INVAR-2, Run: 086, F, 100, 0, 0, 0, 0, 100, 0, 0, 0, 50, 0, 0, 0, 0, 0, 1, 0, 0, 0
INVAR-2, Run: 087, F, 0, 0, 0, 100, 0, 0, 0, 1, 100, 2, 0, 0, 1, 1, 0, 1, 0, 46, 0
INVAR-2, Run: 088, F, 0, 0, 0, 100, 0, 0, 0, 1, 100, 0, 1, 0, 1, 0, 0, 1, 0, 48, 0
INVAR-2, Run: 089, F, 0, 100, 0, 0, 2, 79, 1, 0, 1, 28, 13, 6, 1, 1, 0, 1, 10, 1, 7
INVAR-2, Run: 090, F, 0, 0, 0, 100, 0, 100, 0, 0, 0, 50, 0, 0, 0, 0, 0, 1, 0, 0, 0
INVAR-2, Run: 091, F, 0, 100, 0, 0, 0, 100, 0, 0, 0, 50, 0, 0, 0, 0, 0, 1, 0, 0, 0
INVAR-2, Run: 092, F, 0, 0, 0, 100, 0, 97, 0, 0, 0, 50, 0, 0, 0, 0, 0, 1, 3, 0, 0
