Input Number, Run_Number, Result@ 100, F, X1, A, B, C, PO, D, CO, Y, PE, CE, E, NEW_REACTION, Reaction1, Reaction10, Reaction11, Reaction12, Reaction13, Reaction2, Reaction3, Reaction4, Reaction5, Reaction6, Reaction7, Reaction8, Reaction9
INVAR-1, Run: 021, F, 59, 0, 0, 0, 0, 0, 0, 0, 2, 1, 2, 8, 113, 18, 66, 12, 10, 66, 9, 4, 4, 8, 36, 18, 1320, 687
INVAR-1, Run: 022, F, 50, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 9, 104, 18, 214, 6, 6, 214, 9, 6, 2, 9, 36, 18, 624, 339
INVAR-1, Run: 023, F, 33, 0, 0, 0, 0, 0, 0, 0, 2, 1, 2, 8, 87, 18, 92, 7, 5, 92, 9, 5, 3, 8, 36, 18, 1056, 555
INVAR-1, Run: 024, F, 53, 0, 0, 0, 0, 0, 0, 0, 2, 1, 2, 8, 107, 18, 114, 8, 6, 114, 9, 4, 4, 8, 36, 18, 802, 428
INVAR-1, Run: 025, F, 31, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 9, 85, 18, 64, 12, 12, 64, 9, 4, 4, 9, 36, 18, 624, 339
INVAR-1, Run: 026, F, 58, 0, 0, 0, 0, 0, 0, 0, 2, 1, 2, 8, 112, 18, 47, 6, 4, 47, 9, 4, 4, 8, 36, 18, 760, 407
INVAR-1, Run: 027, F, 44, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 9, 98, 18, 140, 6, 6, 140, 9, 6, 2, 9, 36, 18, 724, 389
INVAR-1, Run: 028, F, 58, 0, 0, 0, 0, 0, 0, 0, 2, 1, 2, 8, 112, 18, 79, 10, 8, 79, 9, 7, 1, 8, 36, 18, 872, 463
INVAR-1, Run: 029, F, 25, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 9, 79, 18, 136, 3, 3, 136, 9, 5, 3, 9, 36, 18, 840, 447
INVAR-1, Run: 030, F, 52, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 9, 106, 18, 97, 7, 7, 97, 9, 6, 2, 9, 36, 18, 650, 352
INVAR-1, Run: 031, F, 57, 0, 0, 0, 0, 0, 0, 0, 2, 1, 2, 8, 111, 18, 42, 4, 2, 42, 9, 8, 0, 8, 36, 18, 596, 325
INVAR-1, Run: 032, F, 54, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 9, 108, 18, 115, 5, 5, 115, 9, 7, 1, 9, 36, 18, 770, 412
INVAR-1, Run: 033, F, 44, 0, 0, 0, 0, 0, 0, 0, 2, 1, 2, 8, 98, 18, 140, 5, 3, 140, 9, 6, 2, 8, 36, 18, 840, 447
INVAR-1, Run: 034, F, 62, 0, 0, 0, 0, 0, 0, 0, 4, 1, 4, 7, 116, 18, 31, 6, 2, 31, 9, 3, 5, 7, 36, 18, 826, 440
INVAR-1, Run: 035, F, 39, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 9, 93, 18, 63, 3, 3, 63, 9, 5, 3, 9, 36, 18, 756, 405
INVAR-1, Run: 036, F, 45, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 9, 99, 18, 88, 13, 13, 88, 9, 4, 4, 9, 36, 18, 490, 272
INVAR-1, Run: 037, F, 44, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 9, 98, 18, 69, 7, 7, 69, 9, 7, 1, 9, 36, 18, 910, 482
INVAR-1, Run: 038, F, 54, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 9, 108, 18, 74, 7, 7, 74, 9, 4, 4, 9, 36, 18, 578, 316
INVAR-1, Run: 039, F, 29, 0, 0, 0, 0, 0, 0, 0, 2, 1, 2, 8, 83, 18, 43, 8, 6, 43, 9, 3, 5, 8, 36, 18, 638, 346
INVAR-1, Run: 040, F, 40, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 9, 94, 18, 103, 8, 8, 103, 9, 8, 0, 9, 36, 18, 946, 500
INVAR-1, Run: 041, F, 42, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 9, 96, 18, 92, 5, 5, 92, 9, 5, 3, 9, 36, 18, 832, 443
INVAR-1, Run: 042, F, 45, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 9, 99, 18, 86, 7, 7, 86, 9, 6, 2, 9, 36, 18, 904, 479
INVAR-1, Run: 043, F, 46, 0, 0, 0, 0, 0, 0, 0, 2, 1, 2, 8, 100, 18, 98, 8, 6, 98, 9, 7, 1, 8, 36, 18, 588, 321
INVAR-1, Run: 044, F, 41, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 9, 95, 18, 130, 4, 4, 130, 9, 5, 3, 9, 36, 18, 1118, 586
INVAR-1, Run: 045, F, 42, 0, 0, 0, 0, 0, 0, 0, 2, 1, 2, 8, 96, 18, 67, 3, 1, 67, 9, 7, 1, 8, 36, 18, 1194, 624
INVAR-1, Run: 046, F, 36, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 9, 90, 18, 135, 8, 8, 135, 9, 5, 3, 9, 36, 18, 984, 519
INVAR-1, Run: 047, F, 49, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 9, 103, 18, 84, 3, 3, 84, 9, 8, 0, 9, 36, 18, 608, 331
INVAR-1, Run: 048, F, 42, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 9, 96, 18, 162, 4, 4, 162, 9, 4, 4, 9, 36, 18, 1018, 536
INVAR-1, Run: 049, F, 57, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 9, 111, 18, 65, 5, 5, 65, 9, 6, 2, 9, 36, 18, 786, 420
INVAR-1, Run: 050, F, 39, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 9, 93, 18, 59, 8, 8, 59, 9, 5, 3, 9, 36, 18, 774, 414
INVAR-1, Run: 051, F, 47, 0, 0, 0, 0, 0, 0, 0, 2, 1, 2, 8, 101, 18, 90, 9, 7, 90, 9, 4, 4, 8, 36, 18, 758, 406
INVAR-1, Run: 052, F, 28, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 9, 82, 18, 105, 16, 16, 105, 9, 6, 2, 9, 36, 18, 1094, 574
INVAR-1, Run: 053, F, 74, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 9, 128, 18, 96, 8, 8, 96, 9, 5, 3, 9, 36, 18, 600, 327
INVAR-1, Run: 054, F, 52, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 9, 106, 18, 92, 8, 8, 92, 9, 7, 1, 9, 36, 18, 630, 342
INVAR-1, Run: 055, F, 13, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 9, 67, 18, 71, 5, 5, 71, 9, 7, 1, 9, 36, 18, 1024, 539
INVAR-1, Run: 056, F, 48, 0, 0, 0, 0, 0, 0, 0, 2, 1, 2, 8, 102, 18, 125, 17, 15, 125, 9, 6, 2, 8, 36, 18, 804, 429
INVAR-1, Run: 057, F, 30, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 9, 84, 18, 150, 7, 7, 150, 9, 6, 2, 9, 36, 18, 840, 447
INVAR-1, Run: 058, F, 48, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 9, 102, 18, 99, 8, 8, 99, 9, 2, 6, 9, 36, 18, 946, 500
INVAR-1, Run: 059, F, 31, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 9, 85, 18, 98, 2, 2, 98, 9, 5, 3, 9, 36, 18, 974, 514
INVAR-1, Run: 060, F, 42, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 9, 96, 18, 84, 2, 2, 84, 9, 6, 2, 9, 36, 18, 596, 325
INVAR-1, Run: 061, F, 40, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 9, 94, 18, 144, 3, 3, 144, 9, 6, 2, 9, 36, 18, 636, 345
INVAR-1, Run: 062, F, 43, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 9, 97, 18, 61, 4, 4, 61, 9, 3, 5, 9, 36, 18, 996, 525
INVAR-1, Run: 063, F, 52, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 9, 106, 18, 91, 5, 5, 91, 9, 7, 1, 9, 36, 18, 546, 300
INVAR-1, Run: 064, F, 34, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 9, 88, 18, 113, 2, 2, 113, 9, 5, 3, 9, 36, 18, 1290, 672
INVAR-1, Run: 065, F, 44, 0, 0, 0, 0, 0, 0, 0, 2, 1, 2, 8, 98, 18, 100, 8, 6, 100, 9, 4, 4, 8, 36, 18, 854, 454
INVAR-1, Run: 066, F, 56, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 9, 110, 18, 69, 0, 0, 69, 9, 8, 0, 9, 36, 18, 522, 288
INVAR-1, Run: 067, F, 44, 0, 0, 0, 0, 0, 0, 0, 2, 1, 2, 8, 98, 18, 49, 9, 7, 49, 9, 4, 4, 8, 36, 18, 760, 407
INVAR-1, Run: 068, F, 43, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 9, 97, 18, 47, 5, 5, 47, 9, 4, 4, 9, 36, 18, 920, 487
INVAR-1, Run: 069, F, 45, 0, 0, 0, 0, 0, 0, 0, 2, 1, 2, 8, 99, 18, 52, 5, 3, 52, 9, 5, 3, 8, 36, 18, 1104, 579
INVAR-1, Run: 070, F, 51, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 9, 105, 18, 121, 4, 4, 121, 9, 7, 1, 9, 36, 18, 540, 297
INVAR-1, Run: 071, F, 57, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 9, 111, 18, 57, 5, 5, 57, 9, 4, 4, 9, 36, 18, 878, 466
INVAR-1, Run: 072, F, 52, 0, 0, 0, 0, 0, 0, 0, 2, 1, 2, 8, 106, 18, 106, 11, 9, 106, 9, 3, 5, 8, 36, 18, 760, 407
INVAR-1, Run: 073, F, 47, 0, 0, 0, 0, 0, 0, 0, 2, 1, 2, 8, 101, 18, 155, 13, 11, 155, 9, 5, 3, 8, 36, 18, 932, 493
INVAR-1, Run: 074, F, 37, 0, 0, 0, 0, 0, 0, 0, 2, 1, 2, 8, 91, 18, 139, 10, 8, 139, 9, 6, 2, 8, 36, 18, 984, 519
INVAR-1, Run: 075, F, 37, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 9, 91, 18, 158, 3, 3, 158, 9, 3, 5, 9, 36, 18, 1000, 527
INVAR-1, Run: 076, F, 39, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 9, 93, 18, 63, 4, 4, 63, 9, 7, 1, 9, 36, 18, 814, 434
INVAR-1, Run: 077, F, 43, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 9, 97, 18, 96, 5, 5, 96, 9, 4, 4, 9, 36, 18, 596, 325
INVAR-1, Run: 078, F, 71, 0, 0, 0, 0, 0, 0, 0, 2, 1, 2, 8, 125, 18, 49, 5, 3, 49, 9, 7, 1, 8, 36, 18, 836, 445
INVAR-1, Run: 079, F, 52, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 9, 106, 18, 97, 5, 5, 97, 9, 6, 2, 9, 36, 18, 822, 438
INVAR-1, Run: 080, F, 57, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 9, 111, 18, 115, 6, 6, 115, 9, 5, 3, 9, 36, 18, 944, 499
INVAR-1, Run: 081, F, 65, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 9, 119, 18, 95, 1, 1, 95, 9, 7, 1, 9, 36, 18, 782, 418
INVAR-1, Run: 082, F, 28, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 9, 82, 18, 60, 1, 1, 60, 9, 4, 4, 9, 36, 18, 1060, 557
INVAR-1, Run: 083, F, 49, 0, 0, 0, 0, 0, 0, 0, 2, 1, 2, 8, 103, 18, 145, 8, 6, 145, 9, 4, 4, 8, 36, 18, 712, 383
INVAR-1, Run: 084, F, 45, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 9, 99, 18, 145, 5, 5, 145, 9, 7, 1, 9, 36, 18, 788, 421
INVAR-1, Run: 085, F, 53, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 9, 107, 18, 63, 1, 1, 63, 9, 7, 1, 9, 36, 18, 674, 364
INVAR-1, Run: 086, F, 50, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 9, 104, 18, 63, 3, 3, 63, 9, 7, 1, 9, 36, 18, 998, 526
INVAR-1, Run: 087, F, 54, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 9, 108, 18, 124, 2, 2, 124, 9, 7, 1, 9, 36, 18, 758, 406
INVAR-1, Run: 088, F, 51, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 9, 105, 18, 82, 9, 9, 82, 9, 6, 2, 9, 36, 18, 570, 312
INVAR-1, Run: 089, F, 37, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 9, 91, 18, 123, 2, 2, 123, 9, 7, 1, 9, 36, 18, 682, 368
INVAR-1, Run: 090, F, 40, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 9, 94, 18, 55, 6, 6, 55, 9, 6, 2, 9, 36, 18, 844, 449
INVAR-1, Run: 091, F, 53, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 9, 107, 18, 77, 5, 5, 77, 9, 3, 5, 9, 36, 18, 736, 395
INVAR-1, Run: 092, F, 66, 0, 0, 0, 0, 0, 0, 0, 2, 1, 2, 8, 120, 18, 201, 6, 4, 201, 9, 4, 4, 8, 36, 18, 718, 386
INVAR-1, Run: 093, F, 42, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 9, 96, 18, 104, 4, 4, 104, 9, 5, 3, 9, 36, 18, 914, 484
INVAR-1, Run: 094, F, 62, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 9, 116, 18, 104, 11, 11, 104, 9, 6, 2, 9, 36, 18, 946, 500
INVAR-1, Run: 095, F, 52, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 9, 106, 18, 104, 4, 4, 104, 9, 8, 0, 9, 36, 18, 760, 407
INVAR-1, Run: 096, F, 25, 0, 0, 0, 0, 0, 0, 0, 2, 1, 2, 8, 79, 18, 72, 5, 3, 72, 9, 4, 4, 8, 36, 18, 1228, 641
INVAR-1, Run: 097, F, 52, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 9, 106, 18, 86, 4, 4, 86, 9, 5, 3, 9, 36, 18, 746, 400
INVAR-1, Run: 098, F, 45, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 9, 99, 18, 101, 11, 11, 101, 9, 5, 3, 9, 36, 18, 762, 408
INVAR-1, Run: 099, F, 40, 0, 0, 0, 0, 0, 0, 0, 2, 1, 2, 8, 94, 18, 51, 7, 5, 51, 9, 5, 3, 8, 36, 18, 736, 395
INVAR-1, Run: 100, F, 65, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 9, 119, 18, 109, 6, 6, 109, 9, 6, 2, 9, 36, 18, 662, 358
INVAR-10, Run: 001, F, 0, 0, 0, 0, 0, 0, 484, 0, 0, 1, 0, 100, 116, 200, 6141, 65, 65, 6141, 100, 67, 32, 100, 158, 200, 40948, 20532
INVAR-10, Run: 002, F, 0, 0, 0, 2, 0, 0, 500, 0, 0, 1, 0, 100, 100, 200, 4464, 68, 68, 4464, 100, 65, 34, 100, 149, 200, 34216, 17158
INVAR-10, Run: 003, F, 1, 0, 0, 0, 0, 0, 490, 0, 0, 1, 0, 100, 111, 200, 4417, 74, 74, 4417, 100, 62, 37, 100, 155, 200, 41270, 20690
INVAR-10, Run: 004, F, 0, 0, 0, 2, 0, 0, 480, 0, 0, 1, 0, 100, 120, 200, 5650, 75, 75, 5650, 100, 64, 35, 100, 159, 200, 41964, 21042
INVAR-10, Run: 005, F, 1, 0, 0, 0, 0, 0, 490, 0, 2, 1, 2, 99, 111, 200, 4794, 63, 61, 4794, 100, 61, 38, 99, 155, 200, 33060, 16585
INVAR-10, Run: 006, F, 1, 0, 0, 0, 0, 0, 486, 0, 0, 1, 0, 100, 115, 200, 4875, 68, 68, 4875, 100, 58, 41, 100, 157, 200, 33760, 16937
INVAR-10, Run: 007, F, 1, 0, 0, 1, 0, 0, 511, 0, 0, 1, 0, 100, 90, 200, 5312, 51, 51, 5312, 100, 63, 36, 100, 144, 200, 34125, 17107
INVAR-10, Run: 008, F, 1, 0, 0, 0, 0, 0, 478, 0, 2, 1, 2, 99, 123, 200, 3836, 73, 71, 3836, 100, 56, 43, 99, 161, 200, 42240, 21181
INVAR-10, Run: 009, F, 1, 0, 0, 0, 0, 0, 512, 0, 2, 1, 2, 99, 89, 200, 4346, 58, 56, 4346, 100, 68, 31, 99, 144, 200, 36474, 18281
INVAR-10, Run: 010, F, 1, 0, 0, 0, 0, 0, 494, 0, 0, 1, 0, 100, 107, 200, 4480, 76, 76, 4480, 100, 50, 49, 100, 153, 200, 34582, 17344
INVAR-10, Run: 011, F, 1, 0, 0, 0, 0, 0, 480, 0, 0, 1, 0, 100, 121, 200, 4937, 85, 85, 4937, 100, 58, 41, 100, 160, 200, 36688, 18404
INVAR-10, Run: 012, F, 1, 0, 0, 0, 0, 0, 502, 0, 2, 1, 2, 99, 99, 200, 4605, 75, 73, 4605, 100, 62, 37, 99, 149, 200, 31806, 15952
INVAR-10, Run: 013, F, 0, 0, 0, 0, 0, 0, 502, 0, 2, 1, 2, 99, 98, 200, 5208, 80, 78, 5208, 100, 69, 30, 99, 149, 200, 32502, 16300
INVAR-10, Run: 014, F, 1, 0, 0, 0, 0, 0, 514, 0, 0, 1, 0, 100, 87, 200, 4330, 88, 88, 4330, 100, 61, 38, 100, 143, 200, 30378, 15232
INVAR-10, Run: 015, F, 1, 0, 0, 0, 0, 0, 478, 0, 0, 1, 0, 100, 123, 200, 4625, 61, 61, 4625, 100, 58, 41, 100, 161, 200, 36246, 18184
INVAR-10, Run: 016, F, 0, 0, 0, 2, 0, 0, 492, 0, 2, 1, 2, 99, 108, 200, 5530, 73, 71, 5530, 100, 67, 32, 99, 153, 200, 31150, 15629
INVAR-10, Run: 017, F, 1, 0, 0, 0, 0, 0, 516, 0, 0, 1, 0, 100, 85, 200, 4190, 55, 55, 4190, 100, 58, 41, 100, 142, 200, 28722, 14403
INVAR-10, Run: 018, F, 1, 0, 0, 0, 0, 0, 498, 0, 0, 1, 0, 100, 103, 200, 4700, 46, 46, 4700, 100, 58, 41, 100, 151, 200, 38252, 19177
INVAR-10, Run: 019, F, 0, 0, 0, 0, 0, 0, 508, 0, 0, 1, 0, 100, 92, 200, 4461, 65, 65, 4461, 100, 62, 37, 100, 146, 200, 34590, 17341
INVAR-10, Run: 020, F, 0, 0, 0, 0, 0, 0, 508, 0, 0, 1, 0, 100, 92, 200, 4013, 77, 77, 4013, 100, 58, 41, 100, 146, 200, 32952, 16522
INVAR-10, Run: 021, F, 0, 0, 0, 0, 0, 0, 490, 0, 0, 1, 0, 100, 110, 200, 5106, 72, 72, 5106, 100, 51, 48, 100, 155, 200, 44238, 22174
INVAR-10, Run: 022, F, 1, 0, 0, 0, 0, 0, 496, 0, 0, 1, 0, 100, 105, 200, 4540, 66, 66, 4540, 100, 53, 46, 100, 152, 200, 36442, 18273
INVAR-10, Run: 023, F, 1, 0, 0, 0, 0, 0, 492, 0, 2, 1, 2, 99, 109, 200, 5237, 73, 71, 5237, 100, 54, 45, 99, 154, 200, 34526, 17317
INVAR-10, Run: 024, F, 0, 0, 0, 0, 0, 0, 520, 0, 0, 1, 0, 100, 80, 200, 6139, 67, 67, 6139, 100, 63, 36, 100, 140, 200, 29852, 14966
INVAR-10, Run: 025, F, 0, 0, 0, 0, 0, 0, 500, 0, 0, 1, 0, 100, 100, 200, 4695, 64, 64, 4695, 100, 54, 45, 100, 150, 200, 31850, 15975
INVAR-10, Run: 026, F, 0, 0, 0, 0, 0, 0, 504, 0, 0, 1, 0, 100, 96, 200, 5114, 57, 57, 5114, 100, 67, 32, 100, 148, 200, 37386, 18741
INVAR-10, Run: 027, F, 1, 0, 0, 0, 0, 0, 508, 0, 0, 1, 0, 100, 93, 200, 5031, 62, 62, 5031, 100, 62, 37, 100, 146, 200, 26798, 13445
INVAR-10, Run: 028, F, 1, 0, 0, 0, 0, 0, 506, 0, 2, 1, 2, 99, 95, 200, 4600, 61, 59, 4600, 100, 62, 37, 99, 147, 200, 36094, 18094
INVAR-10, Run: 029, F, 1, 0, 0, 0, 0, 0, 510, 0, 0, 1, 0, 100, 91, 200, 5396, 60, 60, 5396, 100, 66, 33, 100, 145, 200, 32502, 16296
INVAR-10, Run: 030, F, 1, 0, 0, 0, 0, 0, 498, 0, 0, 1, 0, 100, 103, 200, 5679, 50, 50, 5679, 100, 68, 31, 100, 151, 200, 33432, 16767
INVAR-10, Run: 031, F, 0, 0, 0, 2, 0, 0, 510, 0, 0, 1, 0, 100, 90, 200, 5545, 66, 66, 5545, 100, 57, 42, 100, 144, 200, 33282, 16686
INVAR-10, Run: 032, F, 0, 0, 0, 0, 0, 0, 500, 0, 0, 1, 0, 100, 100, 200, 5607, 69, 69, 5607, 100, 60, 39, 100, 150, 200, 33990, 17045
INVAR-10, Run: 033, F, 0, 0, 0, 0, 0, 0, 502, 0, 0, 1, 0, 100, 98, 200, 4611, 79, 79, 4611, 100, 56, 43, 100, 149, 200, 31964, 16031
INVAR-10, Run: 034, F, 1, 0, 0, 0, 0, 0, 496, 0, 2, 1, 2, 99, 105, 200, 3156, 75, 73, 3156, 100, 67, 32, 99, 152, 200, 28778, 14441
INVAR-10, Run: 035, F, 1, 0, 0, 0, 0, 0, 496, 0, 0, 1, 0, 100, 105, 200, 7046, 64, 64, 7046, 100, 62, 37, 100, 152, 200, 32056, 16080
INVAR-10, Run: 036, F, 1, 0, 0, 0, 0, 0, 496, 0, 0, 1, 0, 100, 105, 200, 5895, 73, 73, 5895, 100, 72, 27, 100, 152, 200, 35648, 17876
INVAR-10, Run: 037, F, 1, 0, 0, 0, 0, 0, 502, 0, 0, 1, 0, 100, 99, 200, 4392, 66, 66, 4392, 100, 69, 30, 100, 149, 200, 31960, 16029
INVAR-10, Run: 038, F, 0, 0, 0, 0, 0, 0, 516, 0, 0, 1, 0, 100, 84, 200, 4646, 69, 69, 4646, 100, 65, 34, 100, 142, 200, 34424, 17254
INVAR-10, Run: 039, F, 0, 0, 0, 3, 0, 0, 513, 0, 0, 1, 0, 100, 87, 200, 4719, 64, 64, 4719, 100, 60, 39, 100, 142, 200, 34245, 17166
INVAR-10, Run: 040, F, 1, 0, 0, 2, 0, 0, 502, 0, 0, 1, 0, 100, 99, 200, 5774, 61, 61, 5774, 100, 64, 35, 100, 148, 200, 37082, 18590
INVAR-10, Run: 041, F, 1, 0, 0, 1, 0, 0, 493, 0, 0, 1, 0, 100, 108, 200, 5391, 64, 64, 5391, 100, 66, 33, 100, 153, 200, 38745, 19426
INVAR-10, Run: 042, F, 0, 0, 0, 3, 0, 0, 483, 0, 0, 1, 0, 100, 117, 200, 5337, 81, 81, 5337, 100, 60, 39, 100, 157, 200, 43627, 21872
INVAR-10, Run: 043, F, 0, 0, 0, 0, 0, 0, 484, 0, 0, 1, 0, 100, 116, 200, 4989, 68, 68, 4989, 100, 61, 38, 100, 158, 200, 35364, 17740
INVAR-10, Run: 044, F, 0, 0, 0, 0, 0, 0, 500, 0, 0, 1, 0, 100, 100, 200, 4829, 65, 65, 4829, 100, 57, 42, 100, 150, 200, 32672, 16386
INVAR-10, Run: 045, F, 0, 0, 0, 2, 0, 0, 502, 0, 0, 1, 0, 100, 98, 200, 4905, 66, 66, 4905, 100, 59, 40, 100, 148, 200, 41938, 21018
