Input Number, Run_Number, Result@ 100, PO, E, F, X1, A, B, C, D, CO, Y, PE, CE, NEW_REACTION, Reaction1, Reaction10, Reaction11, Reaction12, Reaction13, Reaction2, Reaction3, Reaction4, Reaction5, Reaction6, Reaction7, Reaction8, Reaction9
INVAR-4, Run: 100, F, 0, 26, 0, 0, 1, 0, 0, 14, 96, 96, 0, 0, 7, 39, 306, 17, 17, 210, 16, 10, 6, 19, 23, 39, 349, 178
INVAR-5, Run: 001, F, 0, 35, 0, 0, 0, 0, 0, 150, 0, 1, 1, 1, 9, 53, 389, 12, 11, 389, 22, 12, 9, 26, 31, 53, 589, 299
INVAR-5, Run: 002, F, 0, 39, 0, 0, 0, 0, 0, 146, 0, 1, 1, 1, 13, 53, 507, 22, 21, 507, 20, 13, 6, 26, 33, 53, 583, 298
INVAR-5, Run: 003, F, 0, 29, 0, 0, 0, 0, 0, 154, 0, 5, 1, 5, 5, 53, 362, 22, 17, 362, 24, 17, 6, 24, 29, 53, 575, 290
INVAR-5, Run: 004, F, 0, 39, 0, 0, 0, 0, 0, 146, 0, 1, 1, 1, 13, 53, 422, 15, 14, 422, 20, 14, 5, 26, 33, 53, 853, 433
INVAR-5, Run: 005, F, 0, 35, 0, 0, 1, 0, 0, 40, 110, 110, 0, 0, 9, 53, 403, 25, 25, 293, 22, 17, 5, 26, 31, 53, 555, 282
INVAR-5, Run: 006, F, 0, 41, 0, 0, 0, 0, 0, 144, 0, 1, 1, 1, 15, 53, 279, 11, 10, 279, 19, 13, 5, 26, 34, 53, 529, 272
INVAR-5, Run: 007, F, 0, 31, 0, 0, 0, 0, 0, 154, 0, 1, 1, 1, 5, 53, 509, 26, 25, 509, 24, 15, 8, 26, 29, 53, 1295, 650
INVAR-5, Run: 008, F, 0, 35, 0, 0, 1, 0, 0, 100, 50, 50, 0, 0, 9, 53, 526, 15, 15, 476, 22, 16, 6, 26, 31, 53, 1139, 574
INVAR-5, Run: 009, F, 0, 33, 2, 0, 1, 0, 0, 0, 154, 154, 0, 0, 7, 53, 563, 21, 21, 409, 23, 14, 9, 26, 29, 53, 717, 361
INVAR-5, Run: 010, F, 0, 39, 0, 0, 1, 0, 0, 9, 137, 137, 0, 0, 13, 53, 546, 17, 17, 409, 20, 13, 7, 26, 33, 53, 567, 290
INVAR-5, Run: 011, F, 0, 35, 0, 0, 0, 0, 0, 150, 0, 1, 1, 1, 9, 53, 381, 16, 15, 381, 22, 14, 7, 26, 31, 53, 1099, 554
INVAR-5, Run: 012, F, 0, 35, 0, 0, 0, 0, 0, 150, 0, 1, 1, 1, 9, 53, 513, 26, 25, 513, 22, 13, 8, 26, 31, 53, 893, 451
INVAR-5, Run: 013, F, 0, 33, 0, 0, 0, 0, 0, 152, 0, 1, 1, 1, 7, 53, 429, 13, 12, 429, 23, 13, 9, 26, 30, 53, 1219, 613
INVAR-5, Run: 014, F, 0, 35, 0, 0, 0, 0, 0, 150, 0, 1, 1, 1, 9, 53, 547, 25, 24, 547, 22, 13, 8, 26, 31, 53, 853, 431
INVAR-5, Run: 015, F, 0, 37, 0, 0, 1, 0, 0, 52, 96, 96, 0, 0, 11, 53, 593, 10, 10, 497, 21, 16, 5, 26, 32, 53, 605, 308
INVAR-5, Run: 016, F, 0, 35, 0, 0, 1, 0, 0, 18, 132, 132, 0, 0, 9, 53, 759, 13, 13, 627, 22, 15, 7, 26, 31, 53, 823, 416
INVAR-5, Run: 017, F, 0, 39, 0, 0, 1, 0, 0, 24, 122, 122, 0, 0, 13, 53, 296, 17, 17, 174, 20, 5, 15, 26, 33, 53, 649, 331
INVAR-5, Run: 018, F, 0, 34, 0, 0, 0, 0, 0, 150, 0, 3, 1, 3, 9, 53, 483, 14, 11, 483, 22, 13, 8, 25, 31, 53, 723, 366
INVAR-5, Run: 019, F, 0, 39, 0, 0, 1, 0, 0, 12, 134, 134, 0, 0, 13, 53, 434, 18, 18, 300, 20, 9, 11, 26, 33, 53, 555, 284
INVAR-5, Run: 020, F, 0, 35, 0, 0, 0, 0, 0, 150, 0, 1, 1, 1, 9, 53, 331, 16, 15, 331, 22, 14, 7, 26, 31, 53, 663, 336
INVAR-5, Run: 021, F, 0, 35, 0, 0, 0, 0, 0, 150, 0, 1, 1, 1, 9, 53, 313, 16, 15, 313, 22, 14, 7, 26, 31, 53, 377, 193
INVAR-5, Run: 022, F, 0, 30, 0, 0, 0, 0, 0, 154, 0, 3, 1, 3, 5, 53, 429, 24, 21, 429, 24, 15, 8, 25, 29, 53, 619, 312
INVAR-5, Run: 023, F, 0, 31, 0, 0, 0, 0, 0, 154, 0, 1, 1, 1, 5, 53, 466, 16, 15, 466, 24, 19, 4, 26, 29, 53, 2091, 1048
INVAR-5, Run: 024, F, 0, 33, 0, 0, 1, 0, 0, 13, 139, 139, 0, 0, 7, 53, 461, 18, 18, 322, 23, 13, 10, 26, 30, 53, 685, 346
INVAR-5, Run: 025, F, 0, 33, 0, 0, 0, 0, 0, 152, 0, 1, 1, 1, 7, 53, 388, 24, 23, 388, 23, 14, 8, 26, 30, 53, 423, 215
INVAR-5, Run: 026, F, 0, 33, 0, 0, 1, 0, 0, 140, 12, 12, 0, 0, 7, 53, 272, 24, 24, 260, 23, 14, 9, 26, 30, 53, 1123, 565
INVAR-5, Run: 027, F, 0, 35, 0, 0, 1, 0, 0, 66, 84, 84, 0, 0, 9, 53, 204, 16, 16, 120, 22, 12, 10, 26, 31, 53, 411, 210
INVAR-5, Run: 028, F, 0, 33, 0, 0, 0, 0, 0, 152, 0, 1, 1, 1, 7, 53, 405, 26, 25, 405, 23, 11, 11, 26, 30, 53, 1169, 588
INVAR-5, Run: 029, F, 0, 33, 0, 0, 0, 0, 0, 152, 0, 1, 1, 1, 7, 53, 400, 19, 18, 400, 23, 17, 5, 26, 30, 53, 383, 195
INVAR-5, Run: 030, F, 0, 33, 0, 0, 0, 0, 0, 152, 0, 1, 1, 1, 7, 53, 289, 18, 17, 289, 23, 11, 11, 26, 30, 53, 625, 316
INVAR-5, Run: 031, F, 0, 41, 0, 0, 1, 0, 0, 4, 140, 140, 0, 0, 15, 53, 505, 22, 22, 365, 19, 12, 7, 26, 34, 53, 617, 316
INVAR-5, Run: 032, F, 0, 33, 0, 0, 1, 0, 0, 98, 54, 54, 0, 0, 7, 53, 358, 23, 23, 304, 23, 11, 12, 26, 30, 53, 605, 306
INVAR-5, Run: 033, F, 0, 37, 0, 0, 1, 0, 0, 53, 95, 95, 0, 0, 11, 53, 424, 12, 12, 329, 21, 15, 6, 26, 32, 53, 409, 210
INVAR-5, Run: 034, F, 0, 33, 0, 0, 1, 0, 0, 60, 92, 92, 0, 0, 7, 53, 367, 19, 19, 275, 23, 17, 6, 26, 30, 53, 715, 361
INVAR-5, Run: 035, F, 0, 39, 0, 0, 1, 0, 0, 20, 126, 126, 0, 0, 13, 53, 451, 14, 14, 325, 20, 16, 4, 26, 33, 53, 605, 309
INVAR-5, Run: 036, F, 0, 39, 0, 0, 1, 0, 0, 9, 137, 137, 0, 0, 13, 53, 381, 23, 23, 244, 20, 12, 8, 26, 33, 53, 555, 284
INVAR-5, Run: 037, F, 0, 35, 0, 0, 0, 0, 0, 150, 0, 1, 1, 1, 9, 53, 395, 24, 23, 395, 22, 10, 11, 26, 31, 53, 1467, 738
INVAR-5, Run: 038, F, 0, 35, 0, 0, 1, 0, 0, 63, 87, 87, 0, 0, 9, 53, 414, 23, 23, 327, 22, 12, 10, 26, 31, 53, 773, 391
INVAR-5, Run: 039, F, 0, 35, 0, 0, 0, 0, 0, 150, 0, 1, 1, 1, 9, 53, 330, 9, 8, 330, 22, 13, 8, 26, 31, 53, 771, 390
INVAR-5, Run: 040, F, 0, 33, 0, 0, 1, 0, 0, 31, 121, 121, 0, 0, 7, 53, 801, 19, 19, 680, 23, 11, 12, 26, 30, 53, 781, 394
INVAR-5, Run: 041, F, 0, 33, 0, 0, 0, 0, 0, 152, 0, 1, 1, 1, 7, 53, 518, 14, 13, 518, 23, 14, 8, 26, 30, 53, 699, 353
INVAR-5, Run: 042, F, 0, 35, 0, 0, 1, 0, 0, 45, 105, 105, 0, 0, 9, 53, 818, 20, 20, 713, 22, 11, 11, 26, 31, 53, 845, 427
INVAR-5, Run: 043, F, 0, 32, 0, 0, 0, 0, 0, 152, 0, 3, 1, 3, 7, 53, 386, 21, 18, 386, 23, 9, 13, 25, 30, 53, 719, 363
INVAR-5, Run: 044, F, 0, 35, 0, 0, 0, 0, 0, 150, 0, 1, 1, 1, 9, 53, 680, 20, 19, 680, 22, 15, 6, 26, 31, 53, 635, 322
INVAR-5, Run: 045, F, 0, 43, 0, 0, 1, 0, 0, 56, 86, 86, 0, 0, 17, 53, 636, 13, 13, 550, 18, 13, 5, 26, 35, 53, 565, 291
INVAR-5, Run: 046, F, 0, 39, 0, 0, 0, 0, 0, 146, 0, 1, 1, 1, 13, 53, 392, 12, 11, 392, 20, 12, 7, 26, 33, 53, 1263, 638
INVAR-5, Run: 047, F, 0, 39, 0, 0, 1, 0, 0, 24, 122, 122, 0, 0, 13, 53, 506, 15, 15, 384, 20, 14, 6, 26, 33, 53, 725, 369
INVAR-5, Run: 048, F, 0, 37, 2, 0, 1, 0, 0, 0, 150, 150, 0, 0, 11, 53, 563, 22, 22, 413, 21, 16, 5, 26, 31, 53, 771, 390
INVAR-5, Run: 049, F, 0, 31, 0, 0, 1, 0, 0, 46, 108, 108, 0, 0, 5, 53, 706, 8, 8, 598, 24, 19, 5, 26, 29, 53, 687, 346
INVAR-5, Run: 050, F, 0, 39, 0, 0, 1, 0, 0, 55, 91, 91, 0, 0, 13, 53, 493, 13, 13, 402, 20, 10, 10, 26, 33, 53, 863, 438
INVAR-5, Run: 051, F, 0, 38, 0, 0, 0, 0, 0, 146, 0, 3, 1, 3, 13, 53, 361, 22, 19, 361, 20, 13, 6, 25, 33, 53, 377, 195
INVAR-5, Run: 052, F, 0, 35, 0, 0, 0, 0, 0, 150, 0, 1, 1, 1, 9, 53, 468, 13, 12, 468, 22, 15, 6, 26, 31, 53, 419, 214
INVAR-5, Run: 053, F, 0, 35, 0, 0, 0, 0, 0, 150, 0, 1, 1, 1, 9, 53, 352, 15, 14, 352, 22, 17, 4, 26, 31, 53, 1409, 709
INVAR-5, Run: 054, F, 0, 37, 0, 0, 0, 0, 0, 148, 0, 1, 1, 1, 11, 53, 283, 15, 14, 283, 21, 11, 9, 26, 32, 53, 975, 493
INVAR-5, Run: 055, F, 0, 35, 0, 0, 1, 0, 0, 124, 26, 26, 0, 0, 9, 53, 385, 14, 14, 359, 22, 13, 9, 26, 31, 53, 613, 311
INVAR-5, Run: 056, F, 0, 35, 0, 0, 1, 0, 0, 20, 130, 130, 0, 0, 9, 53, 649, 15, 15, 519, 22, 12, 10, 26, 31, 53, 769, 389
INVAR-5, Run: 057, F, 0, 37, 0, 0, 1, 0, 0, 12, 136, 136, 0, 0, 11, 53, 441, 11, 11, 305, 21, 14, 7, 26, 32, 53, 647, 329
INVAR-5, Run: 058, F, 0, 35, 0, 0, 0, 0, 0, 150, 0, 1, 1, 1, 9, 53, 327, 12, 11, 327, 22, 13, 8, 26, 31, 53, 931, 470
INVAR-5, Run: 059, F, 0, 35, 0, 0, 1, 0, 0, 113, 37, 37, 0, 0, 9, 53, 470, 14, 14, 433, 22, 13, 9, 26, 31, 53, 1173, 591
INVAR-5, Run: 060, F, 0, 33, 0, 0, 1, 0, 0, 69, 83, 83, 0, 0, 7, 53, 504, 18, 18, 421, 23, 12, 11, 26, 30, 53, 559, 283
INVAR-5, Run: 061, F, 0, 35, 0, 0, 1, 0, 0, 36, 114, 114, 0, 0, 9, 53, 440, 27, 27, 326, 22, 14, 8, 26, 31, 53, 433, 221
INVAR-5, Run: 062, F, 0, 33, 0, 0, 1, 0, 0, 29, 123, 123, 0, 0, 7, 53, 616, 13, 13, 493, 23, 13, 10, 26, 30, 53, 583, 295
INVAR-5, Run: 063, F, 0, 37, 0, 0, 1, 0, 0, 75, 73, 73, 0, 0, 11, 53, 431, 11, 11, 358, 21, 11, 10, 26, 32, 53, 1615, 813
INVAR-5, Run: 064, F, 0, 37, 2, 0, 1, 0, 0, 0, 150, 150, 0, 0, 11, 53, 397, 17, 17, 247, 21, 12, 9, 26, 31, 53, 481, 245
INVAR-5, Run: 065, F, 0, 37, 0, 0, 0, 0, 0, 148, 0, 1, 1, 1, 11, 53, 335, 11, 10, 335, 21, 17, 3, 26, 32, 53, 635, 323
INVAR-5, Run: 066, F, 0, 33, 0, 0, 0, 0, 0, 152, 0, 1, 1, 1, 7, 53, 561, 21, 20, 561, 23, 16, 6, 26, 30, 53, 403, 205
INVAR-5, Run: 067, F, 0, 37, 0, 0, 1, 0, 0, 17, 131, 131, 0, 0, 11, 53, 431, 15, 15, 300, 21, 15, 6, 26, 32, 53, 463, 237
INVAR-5, Run: 068, F, 0, 41, 0, 0, 1, 0, 0, 34, 110, 110, 0, 0, 15, 53, 290, 11, 11, 180, 19, 16, 3, 26, 34, 53, 303, 159
INVAR-5, Run: 069, F, 0, 31, 0, 0, 1, 0, 0, 9, 145, 145, 0, 0, 5, 53, 345, 17, 17, 200, 24, 18, 6, 26, 29, 53, 545, 275
INVAR-5, Run: 070, F, 0, 35, 0, 0, 1, 0, 0, 130, 20, 20, 0, 0, 9, 53, 514, 22, 22, 494, 22, 14, 8, 26, 31, 53, 783, 396
INVAR-5, Run: 071, F, 0, 37, 0, 0, 0, 0, 0, 148, 0, 1, 1, 1, 11, 53, 497, 17, 16, 497, 21, 12, 8, 26, 32, 53, 597, 304
INVAR-5, Run: 072, F, 0, 39, 0, 0, 1, 0, 0, 19, 127, 127, 0, 0, 13, 53, 347, 17, 17, 220, 20, 9, 11, 26, 33, 53, 577, 295
INVAR-5, Run: 073, F, 0, 33, 0, 0, 1, 0, 0, 85, 67, 67, 0, 0, 7, 53, 609, 18, 18, 542, 23, 14, 9, 26, 30, 53, 869, 438
INVAR-5, Run: 074, F, 0, 35, 0, 0, 1, 0, 0, 70, 80, 80, 0, 0, 9, 53, 495, 32, 32, 415, 22, 11, 11, 26, 31, 53, 515, 262
INVAR-5, Run: 075, F, 0, 33, 0, 0, 1, 0, 0, 3, 149, 149, 0, 0, 7, 53, 601, 15, 15, 452, 23, 19, 4, 26, 30, 53, 503, 255
INVAR-5, Run: 076, F, 0, 35, 0, 0, 0, 0, 0, 150, 0, 1, 1, 1, 9, 53, 593, 13, 12, 593, 22, 15, 6, 26, 31, 53, 559, 284
INVAR-5, Run: 077, F, 0, 39, 0, 0, 1, 0, 0, 97, 49, 49, 0, 0, 13, 53, 368, 17, 17, 319, 20, 12, 8, 26, 33, 53, 989, 501
INVAR-5, Run: 078, F, 0, 35, 0, 0, 0, 0, 0, 150, 0, 1, 1, 1, 9, 53, 453, 16, 15, 453, 22, 16, 5, 26, 31, 53, 635, 322
INVAR-5, Run: 079, F, 0, 35, 0, 0, 0, 0, 0, 150, 0, 1, 1, 1, 9, 53, 516, 12, 11, 516, 22, 12, 9, 26, 31, 53, 1963, 986
INVAR-5, Run: 080, F, 0, 35, 0, 0, 1, 0, 0, 17, 133, 133, 0, 0, 9, 53, 545, 18, 18, 412, 22, 12, 10, 26, 31, 53, 763, 386
INVAR-5, Run: 081, F, 0, 39, 0, 0, 0, 0, 0, 146, 0, 1, 1, 1, 13, 53, 343, 9, 8, 343, 20, 16, 3, 26, 33, 53, 915, 464
INVAR-5, Run: 082, F, 0, 37, 0, 0, 1, 0, 0, 49, 99, 99, 0, 0, 11, 53, 429, 24, 24, 330, 21, 13, 8, 26, 32, 53, 721, 366
INVAR-5, Run: 083, F, 0, 43, 0, 0, 1, 0, 0, 33, 109, 109, 0, 0, 17, 53, 413, 11, 11, 304, 18, 14, 4, 26, 35, 53, 539, 278
INVAR-5, Run: 084, F, 0, 43, 0, 0, 0, 0, 0, 142, 0, 1, 1, 1, 17, 53, 486, 29, 28, 486, 18, 8, 9, 26, 35, 53, 981, 499
INVAR-5, Run: 085, F, 0, 37, 0, 0, 1, 0, 0, 23, 125, 125, 0, 0, 11, 53, 565, 8, 8, 440, 21, 14, 7, 26, 32, 53, 699, 355
INVAR-5, Run: 086, F, 0, 33, 0, 0, 0, 0, 0, 152, 0, 1, 1, 1, 7, 53, 595, 16, 15, 595, 23, 18, 4, 26, 30, 53, 703, 355
INVAR-5, Run: 087, F, 0, 35, 0, 0, 0, 0, 0, 150, 0, 1, 1, 1, 9, 53, 335, 18, 17, 335, 22, 14, 7, 26, 31, 53, 405, 207
INVAR-5, Run: 088, F, 0, 35, 0, 0, 1, 0, 0, 3, 147, 147, 0, 0, 9, 53, 396, 12, 12, 249, 22, 16, 6, 26, 31, 53, 315, 162
INVAR-5, Run: 089, F, 0, 35, 0, 0, 1, 0, 0, 9, 141, 141, 0, 0, 9, 53, 439, 9, 9, 298, 22, 15, 7, 26, 31, 53, 397, 203
INVAR-5, Run: 090, F, 0, 33, 0, 0, 1, 0, 0, 77, 75, 75, 0, 0, 7, 53, 376, 14, 14, 301, 23, 13, 10, 26, 30, 53, 505, 256
INVAR-5, Run: 091, F, 0, 33, 0, 0, 0, 0, 0, 152, 0, 1, 1, 1, 7, 53, 352, 15, 14, 352, 23, 13, 9, 26, 30, 53, 697, 352
INVAR-5, Run: 092, F, 0, 35, 0, 0, 0, 0, 0, 150, 0, 1, 1, 1, 9, 53, 527, 27, 26, 527, 22, 14, 7, 26, 31, 53, 607, 308
INVAR-5, Run: 093, F, 0, 33, 0, 0, 0, 0, 0, 152, 0, 1, 1, 1, 7, 53, 463, 15, 14, 463, 23, 15, 7, 26, 30, 53, 899, 453
INVAR-5, Run: 094, F, 0, 35, 0, 0, 0, 0, 0, 150, 0, 1, 1, 1, 9, 53, 367, 10, 9, 367, 22, 14, 7, 26, 31, 53, 893, 451
INVAR-5, Run: 095, F, 0, 33, 0, 0, 0, 0, 0, 152, 0, 1, 1, 1, 7, 53, 378, 18, 17, 378, 23, 13, 9, 26, 30, 53, 1135, 571
INVAR-5, Run: 096, F, 0, 35, 0, 0, 0, 0, 0, 150, 0, 1, 1, 1, 9, 53, 334, 13, 12, 334, 22, 11, 10, 26, 31, 53, 1627, 818
INVAR-5, Run: 097, F, 0, 39, 0, 0, 0, 0, 0, 146, 0, 1, 1, 1, 13, 53, 595, 26, 25, 595, 20, 12, 7, 26, 33, 53, 1131, 572
INVAR-5, Run: 098, F, 0, 33, 0, 0, 1, 0, 0, 140, 12, 12, 0, 0, 7, 53, 608, 19, 19, 596, 23, 12, 11, 26, 30, 53, 971, 489
INVAR-5, Run: 099, F, 0, 33, 0, 0, 1, 0, 0, 112, 40, 40, 0, 0, 7, 53, 368, 21, 21, 328, 23, 19, 4, 26, 30, 53, 525, 266
INVAR-5, Run: 100, F, 0, 35, 0, 0, 1, 0, 0, 77, 73, 73, 0, 0, 9, 53, 596, 26, 26, 523, 22, 15, 7, 26, 31, 53, 1211, 610
INVAR-6, Run: 001, F, 0, 102, 2, 0, 1, 0, 0, 1, 511, 511, 0, 0, 15, 175, 4161, 57, 57, 3650, 80, 49, 31, 87, 94, 175, 4733, 2373
INVAR-6, Run: 002, F, 0, 110, 0, 0, 0, 0, 0, 502, 0, 1, 1, 1, 23, 175, 2878, 67, 66, 2878, 76, 54, 21, 87, 99, 175, 6459, 3241
INVAR-6, Run: 003, F, 0, 98, 0, 0, 0, 0, 0, 514, 0, 1, 1, 1, 11, 175, 3608, 40, 39, 3608, 82, 52, 29, 87, 93, 175, 5257, 2634
INVAR-6, Run: 004, F, 0, 108, 0, 0, 1, 0, 0, 473, 31, 31, 0, 0, 21, 175, 3338, 51, 51, 3307, 77, 42, 35, 87, 98, 175, 6045, 3033
INVAR-6, Run: 005, F, 0, 104, 0, 0, 1, 0, 0, 346, 162, 162, 0, 0, 17, 175, 2850, 44, 44, 2688, 79, 50, 29, 87, 96, 175, 3631, 1824
INVAR-6, Run: 006, F, 0, 102, 0, 0, 0, 0, 0, 510, 0, 1, 1, 1, 15, 175, 3391, 53, 52, 3391, 80, 46, 33, 87, 95, 175, 2833, 1424
INVAR-6, Run: 007, F, 0, 104, 0, 0, 0, 0, 0, 508, 0, 1, 1, 1, 17, 175, 3032, 59, 58, 3032, 79, 47, 31, 87, 96, 175, 4029, 2023
INVAR-6, Run: 008, F, 0, 110, 0, 0, 1, 0, 0, 361, 141, 141, 0, 0, 23, 175, 3138, 58, 58, 2997, 76, 53, 23, 87, 99, 175, 4133, 2078
INVAR-6, Run: 009, F, 0, 104, 0, 0, 1, 0, 0, 338, 170, 170, 0, 0, 17, 175, 3203, 56, 56, 3033, 79, 54, 25, 87, 96, 175, 5327, 2672
INVAR-6, Run: 010, F, 0, 118, 0, 0, 1, 0, 0, 400, 94, 94, 0, 0, 31, 175, 2562, 54, 54, 2468, 72, 47, 25, 87, 103, 175, 4721, 2376
INVAR-6, Run: 011, F, 0, 104, 0, 0, 0, 0, 0, 508, 0, 1, 1, 1, 17, 175, 3119, 51, 50, 3119, 79, 51, 27, 87, 96, 175, 3771, 1894
INVAR-6, Run: 012, F, 0, 102, 0, 0, 1, 0, 0, 71, 439, 439, 0, 0, 15, 175, 3291, 53, 53, 2852, 80, 46, 34, 87, 95, 175, 3619, 1817
INVAR-6, Run: 013, F, 0, 106, 0, 0, 1, 0, 0, 160, 346, 346, 0, 0, 19, 175, 3443, 55, 55, 3097, 78, 51, 27, 87, 97, 175, 5221, 2620
INVAR-6, Run: 014, F, 0, 108, 0, 0, 0, 0, 0, 504, 0, 1, 1, 1, 21, 175, 2926, 64, 63, 2926, 77, 46, 30, 87, 98, 175, 4281, 2151
INVAR-6, Run: 015, F, 0, 98, 0, 0, 0, 0, 0, 514, 0, 1, 1, 1, 11, 175, 4334, 56, 55, 4334, 82, 51, 30, 87, 93, 175, 3311, 1661
INVAR-6, Run: 016, F, 0, 108, 0, 0, 1, 0, 0, 334, 170, 170, 0, 0, 21, 175, 3524, 57, 57, 3354, 77, 47, 30, 87, 98, 175, 7177, 3599
INVAR-6, Run: 017, F, 0, 108, 2, 0, 1, 0, 0, 0, 506, 506, 0, 0, 21, 175, 3707, 50, 50, 3201, 77, 49, 28, 87, 97, 175, 2941, 1480
INVAR-6, Run: 018, F, 0, 108, 0, 0, 1, 0, 0, 188, 316, 316, 0, 0, 21, 175, 4158, 36, 36, 3842, 77, 53, 24, 87, 98, 175, 4527, 2274
INVAR-6, Run: 019, F, 0, 100, 0, 0, 0, 0, 0, 512, 0, 1, 1, 1, 13, 175, 2514, 64, 63, 2514, 81, 46, 34, 87, 94, 175, 3827, 1920
INVAR-6, Run: 020, F, 0, 104, 0, 0, 0, 0, 0, 508, 0, 1, 1, 1, 17, 175, 3076, 41, 40, 3076, 79, 55, 23, 87, 96, 175, 6987, 3502
INVAR-6, Run: 021, F, 0, 100, 0, 0, 0, 0, 0, 512, 0, 1, 1, 1, 13, 175, 2680, 50, 49, 2680, 81, 49, 31, 87, 94, 175, 4293, 2153
INVAR-6, Run: 022, F, 0, 102, 0, 0, 1, 0, 0, 348, 162, 162, 0, 0, 15, 175, 2930, 64, 64, 2768, 80, 48, 32, 87, 95, 175, 5033, 2524
INVAR-6, Run: 023, F, 0, 102, 0, 0, 1, 0, 0, 332, 178, 178, 0, 0, 15, 175, 3121, 39, 39, 2943, 80, 54, 26, 87, 95, 175, 6567, 3291
INVAR-6, Run: 024, F, 0, 100, 0, 0, 0, 0, 0, 512, 0, 1, 1, 1, 13, 175, 3703, 58, 57, 3703, 81, 43, 37, 87, 94, 175, 5153, 2583
INVAR-6, Run: 025, F, 0, 104, 0, 0, 1, 0, 0, 346, 162, 162, 0, 0, 17, 175, 2594, 56, 56, 2432, 79, 52, 27, 87, 96, 175, 2335, 1176
INVAR-6, Run: 026, F, 0, 102, 0, 0, 0, 0, 0, 510, 0, 1, 1, 1, 15, 175, 3168, 59, 58, 3168, 80, 51, 28, 87, 95, 175, 4461, 2238
INVAR-6, Run: 027, F, 0, 108, 0, 0, 1, 0, 0, 94, 410, 410, 0, 0, 21, 175, 3692, 62, 62, 3282, 77, 46, 31, 87, 98, 175, 3357, 1689
INVAR-6, Run: 028, F, 0, 106, 0, 0, 0, 0, 0, 506, 0, 1, 1, 1, 19, 175, 2937, 52, 51, 2937, 78, 47, 30, 87, 97, 175, 3345, 1682
INVAR-6, Run: 029, F, 0, 104, 0, 0, 0, 0, 0, 508, 0, 1, 1, 1, 17, 175, 3032, 66, 65, 3032, 79, 43, 35, 87, 96, 175, 3981, 1999
INVAR-6, Run: 030, F, 0, 100, 0, 0, 1, 0, 0, 364, 148, 148, 0, 0, 13, 175, 3912, 66, 66, 3764, 81, 52, 29, 87, 94, 175, 4285, 2149
INVAR-6, Run: 031, F, 0, 100, 0, 0, 0, 0, 0, 512, 0, 1, 1, 1, 13, 175, 2974, 41, 40, 2974, 81, 47, 33, 87, 94, 175, 3805, 1909
INVAR-6, Run: 032, F, 0, 106, 0, 0, 0, 0, 0, 506, 0, 1, 1, 1, 19, 175, 3162, 51, 50, 3162, 78, 44, 33, 87, 97, 175, 5271, 2645
INVAR-6, Run: 033, F, 0, 102, 0, 0, 1, 0, 0, 99, 411, 411, 0, 0, 15, 175, 3765, 69, 69, 3354, 80, 50, 30, 87, 95, 175, 5619, 2817
INVAR-6, Run: 034, F, 0, 104, 0, 0, 0, 0, 0, 508, 0, 1, 1, 1, 17, 175, 3627, 71, 70, 3627, 79, 47, 31, 87, 96, 175, 4443, 2230
INVAR-6, Run: 035, F, 0, 102, 0, 0, 1, 0, 0, 9, 501, 501, 0, 0, 15, 175, 3640, 34, 34, 3139, 80, 48, 32, 87, 95, 175, 4313, 2164
INVAR-6, Run: 036, F, 0, 104, 0, 0, 0, 0, 0, 508, 0, 1, 1, 1, 17, 175, 2936, 60, 59, 2936, 79, 46, 32, 87, 96, 175, 3735, 1876
INVAR-6, Run: 037, F, 0, 102, 0, 0, 0, 0, 0, 510, 0, 1, 1, 1, 15, 175, 3509, 65, 64, 3509, 80, 39, 40, 87, 95, 175, 3899, 1957
INVAR-6, Run: 038, F, 0, 102, 0, 0, 0, 0, 0, 510, 0, 1, 1, 1, 15, 175, 3516, 33, 32, 3516, 80, 54, 25, 87, 95, 175, 4597, 2306
INVAR-6, Run: 039, F, 0, 110, 0, 0, 0, 0, 0, 502, 0, 1, 1, 1, 23, 175, 3614, 37, 36, 3614, 76, 48, 27, 87, 99, 175, 5295, 2659
INVAR-6, Run: 040, F, 0, 108, 0, 0, 1, 0, 0, 348, 156, 156, 0, 0, 21, 175, 2065, 55, 55, 1909, 77, 52, 25, 87, 98, 175, 3857, 1939
INVAR-6, Run: 041, F, 0, 104, 0, 0, 1, 0, 0, 412, 96, 96, 0, 0, 17, 175, 3416, 68, 68, 3320, 79, 46, 33, 87, 96, 175, 4423, 2220
INVAR-6, Run: 042, F, 0, 104, 0, 0, 1, 0, 0, 318, 190, 190, 0, 0, 17, 175, 2977, 38, 38, 2787, 79, 56, 23, 87, 96, 175, 5615, 2816
INVAR-6, Run: 043, F, 0, 100, 0, 0, 0, 0, 0, 512, 0, 1, 1, 1, 13, 175, 2601, 58, 57, 2601, 81, 46, 34, 87, 94, 175, 3299, 1656
INVAR-6, Run: 044, F, 0, 106, 0, 0, 1, 0, 0, 0, 506, 506, 0, 0, 19, 175, 3780, 48, 48, 3274, 78, 52, 26, 87, 97, 175, 3195, 1607
INVAR-6, Run: 045, F, 0, 104, 0, 0, 0, 0, 0, 508, 0, 1, 1, 1, 17, 175, 2355, 56, 55, 2355, 79, 45, 33, 87, 96, 175, 3991, 2004
