Input Number, Run_Number, Result@ 100, PO, E, F, X1, A, B, C, D, CO, Y, PE, CE, NEW_REACTION, Reaction1, Reaction10, Reaction11, Reaction12, Reaction13, Reaction2, Reaction3, Reaction4, Reaction5, Reaction6, Reaction7, Reaction8, Reaction9
INVAR-2, Run: 042, F, 0, 35, 0, 0, 0, 0, 0, 160, 0, 2, 1, 2, 8, 56, 469, 30, 28, 469, 24, 14, 9, 27, 32, 56, 638, 323
INVAR-2, Run: 043, F, 0, 40, 0, 0, 0, 0, 0, 54, 102, 102, 0, 0, 12, 56, 420, 11, 11, 318, 22, 15, 7, 28, 34, 56, 754, 383
INVAR-2, Run: 044, F, 0, 33, 0, 0, 0, 0, 0, 162, 0, 2, 1, 2, 6, 56, 660, 19, 17, 660, 25, 15, 9, 27, 31, 56, 1090, 548
INVAR-2, Run: 045, F, 0, 34, 0, 0, 0, 0, 0, 71, 91, 91, 0, 0, 6, 56, 805, 28, 28, 714, 25, 14, 11, 28, 31, 56, 1188, 597
INVAR-2, Run: 046, F, 0, 38, 0, 0, 0, 0, 0, 0, 158, 158, 0, 0, 10, 56, 496, 16, 16, 338, 23, 15, 8, 28, 33, 56, 620, 315
INVAR-2, Run: 047, F, 0, 40, 0, 0, 0, 0, 0, 113, 43, 43, 0, 0, 12, 56, 324, 25, 25, 281, 22, 14, 8, 28, 34, 56, 488, 250
INVAR-2, Run: 048, F, 0, 38, 0, 0, 0, 0, 0, 158, 0, 0, 1, 0, 10, 56, 663, 12, 12, 663, 23, 14, 8, 28, 33, 56, 1354, 682
INVAR-2, Run: 049, F, 0, 40, 0, 0, 0, 0, 0, 156, 0, 0, 1, 0, 12, 56, 461, 21, 21, 461, 22, 15, 6, 28, 34, 56, 1220, 616
INVAR-2, Run: 050, F, 0, 38, 0, 0, 0, 0, 0, 158, 0, 0, 1, 0, 10, 56, 616, 20, 20, 616, 23, 16, 6, 28, 33, 56, 458, 234
INVAR-2, Run: 051, F, 0, 34, 0, 0, 0, 0, 0, 90, 72, 72, 0, 0, 6, 56, 435, 12, 12, 363, 25, 17, 8, 28, 31, 56, 600, 303
INVAR-2, Run: 052, F, 0, 38, 0, 0, 0, 0, 0, 40, 118, 118, 0, 0, 10, 56, 560, 17, 17, 442, 23, 16, 7, 28, 33, 56, 628, 319
INVAR-2, Run: 053, F, 0, 40, 0, 0, 0, 0, 0, 156, 0, 0, 1, 0, 12, 56, 404, 16, 16, 404, 22, 16, 5, 28, 34, 56, 1908, 960
INVAR-2, Run: 054, F, 0, 34, 0, 0, 0, 0, 0, 162, 0, 0, 1, 0, 6, 56, 653, 24, 24, 653, 25, 12, 12, 28, 31, 56, 1050, 528
INVAR-2, Run: 055, F, 0, 44, 0, 0, 0, 0, 0, 49, 103, 103, 0, 0, 16, 56, 614, 20, 20, 511, 20, 16, 4, 28, 36, 56, 822, 419
INVAR-2, Run: 056, F, 0, 38, 0, 0, 0, 0, 0, 158, 0, 0, 1, 0, 10, 56, 356, 29, 29, 356, 23, 13, 9, 28, 33, 56, 2112, 1061
INVAR-2, Run: 057, F, 0, 36, 0, 0, 0, 0, 0, 112, 48, 48, 0, 0, 8, 56, 462, 18, 18, 414, 24, 12, 12, 28, 32, 56, 838, 423
INVAR-2, Run: 058, F, 0, 38, 0, 0, 0, 0, 0, 158, 0, 0, 1, 0, 10, 56, 652, 24, 24, 652, 23, 16, 6, 28, 33, 56, 610, 310
INVAR-2, Run: 059, F, 0, 38, 0, 0, 0, 0, 0, 158, 0, 0, 1, 0, 10, 56, 443, 24, 24, 443, 23, 15, 7, 28, 33, 56, 1368, 689
INVAR-2, Run: 060, F, 0, 40, 0, 0, 0, 0, 0, 9, 147, 147, 0, 0, 12, 56, 597, 18, 18, 450, 22, 14, 8, 28, 34, 56, 352, 182
INVAR-2, Run: 061, F, 0, 38, 0, 0, 0, 0, 0, 15, 143, 143, 0, 0, 10, 56, 651, 16, 16, 508, 23, 13, 10, 28, 33, 56, 638, 324
INVAR-2, Run: 062, F, 0, 40, 0, 0, 0, 0, 0, 52, 104, 104, 0, 0, 12, 56, 612, 14, 14, 508, 22, 13, 9, 28, 34, 56, 538, 275
INVAR-2, Run: 063, F, 0, 38, 0, 0, 0, 0, 0, 44, 114, 114, 0, 0, 10, 56, 545, 30, 30, 431, 23, 16, 7, 28, 33, 56, 778, 394
INVAR-2, Run: 064, F, 0, 38, 0, 0, 0, 0, 0, 134, 24, 24, 0, 0, 10, 56, 436, 22, 22, 412, 23, 12, 11, 28, 33, 56, 520, 265
INVAR-2, Run: 065, F, 0, 40, 0, 0, 0, 0, 0, 146, 10, 10, 0, 0, 12, 56, 636, 15, 15, 626, 22, 13, 9, 28, 34, 56, 598, 305
INVAR-2, Run: 066, F, 0, 34, 0, 0, 0, 0, 0, 162, 0, 0, 1, 0, 6, 56, 588, 16, 16, 588, 25, 16, 8, 28, 31, 56, 1084, 545
INVAR-2, Run: 067, F, 0, 40, 0, 0, 0, 0, 0, 118, 38, 38, 0, 0, 12, 56, 722, 21, 21, 684, 22, 12, 10, 28, 34, 56, 1770, 891
INVAR-2, Run: 068, F, 0, 42, 0, 0, 0, 0, 0, 94, 60, 60, 0, 0, 14, 56, 532, 16, 16, 472, 21, 15, 6, 28, 35, 56, 498, 256
INVAR-2, Run: 069, F, 0, 40, 0, 0, 0, 0, 0, 113, 43, 43, 0, 0, 12, 56, 482, 26, 26, 439, 22, 16, 6, 28, 34, 56, 706, 359
INVAR-2, Run: 070, F, 0, 38, 0, 0, 0, 0, 0, 158, 0, 0, 1, 0, 10, 56, 459, 24, 24, 459, 23, 16, 6, 28, 33, 56, 836, 423
INVAR-2, Run: 071, F, 0, 38, 0, 0, 0, 0, 0, 82, 76, 76, 0, 0, 10, 56, 548, 10, 10, 472, 23, 17, 6, 28, 33, 56, 520, 265
INVAR-2, Run: 072, F, 0, 36, 0, 0, 0, 0, 0, 69, 91, 91, 0, 0, 8, 56, 532, 12, 12, 441, 24, 16, 8, 28, 32, 56, 672, 340
INVAR-2, Run: 073, F, 0, 34, 0, 0, 0, 0, 0, 138, 24, 24, 0, 0, 6, 56, 526, 14, 14, 502, 25, 19, 6, 28, 31, 56, 804, 405
INVAR-2, Run: 074, F, 0, 38, 0, 0, 0, 0, 0, 158, 0, 0, 1, 0, 10, 56, 497, 28, 28, 497, 23, 17, 5, 28, 33, 56, 1150, 580
INVAR-2, Run: 075, F, 0, 40, 0, 0, 0, 0, 0, 48, 108, 108, 0, 0, 12, 56, 607, 8, 8, 499, 22, 15, 7, 28, 34, 56, 1204, 608
INVAR-2, Run: 076, F, 0, 36, 0, 0, 0, 0, 0, 75, 85, 85, 0, 0, 8, 56, 499, 24, 24, 414, 24, 16, 8, 28, 32, 56, 660, 334
INVAR-2, Run: 077, F, 0, 38, 0, 0, 0, 0, 0, 158, 0, 0, 1, 0, 10, 56, 737, 22, 22, 737, 23, 12, 10, 28, 33, 56, 1130, 570
INVAR-2, Run: 078, F, 0, 42, 0, 0, 0, 0, 0, 33, 121, 121, 0, 0, 14, 56, 462, 14, 14, 341, 21, 13, 8, 28, 35, 56, 724, 369
INVAR-2, Run: 079, F, 0, 40, 0, 0, 0, 0, 0, 22, 134, 134, 0, 0, 12, 56, 547, 25, 25, 413, 22, 14, 8, 28, 34, 56, 566, 289
INVAR-2, Run: 080, F, 0, 44, 0, 0, 0, 0, 0, 91, 61, 61, 0, 0, 16, 56, 469, 16, 16, 408, 20, 14, 6, 28, 36, 56, 850, 433
INVAR-2, Run: 081, F, 0, 40, 0, 0, 0, 0, 0, 156, 0, 0, 1, 0, 12, 56, 562, 18, 18, 562, 22, 12, 9, 28, 34, 56, 464, 238
INVAR-2, Run: 082, F, 0, 36, 0, 0, 0, 0, 0, 160, 0, 0, 1, 0, 8, 56, 385, 24, 24, 385, 24, 17, 6, 28, 32, 56, 974, 491
INVAR-2, Run: 083, F, 0, 36, 0, 0, 0, 0, 0, 57, 103, 103, 0, 0, 8, 56, 636, 15, 15, 533, 24, 18, 6, 28, 32, 56, 840, 424
INVAR-2, Run: 084, F, 0, 39, 0, 0, 0, 0, 0, 156, 0, 2, 1, 2, 12, 56, 630, 32, 30, 630, 22, 17, 4, 27, 34, 56, 1738, 875
INVAR-2, Run: 085, F, 0, 40, 0, 0, 0, 0, 0, 124, 32, 32, 0, 0, 12, 56, 658, 17, 17, 626, 22, 17, 5, 28, 34, 56, 580, 296
INVAR-2, Run: 086, F, 0, 38, 0, 0, 0, 0, 0, 0, 158, 158, 0, 0, 10, 56, 441, 17, 17, 283, 23, 12, 11, 28, 33, 56, 294, 152
INVAR-2, Run: 087, F, 0, 36, 0, 0, 0, 0, 0, 160, 0, 0, 1, 0, 8, 56, 771, 10, 10, 771, 24, 16, 7, 28, 32, 56, 764, 386
INVAR-2, Run: 088, F, 0, 32, 0, 0, 0, 0, 0, 164, 0, 0, 1, 0, 4, 56, 603, 19, 19, 603, 26, 18, 7, 28, 30, 56, 904, 454
INVAR-2, Run: 089, F, 0, 34, 0, 0, 0, 0, 0, 162, 0, 0, 1, 0, 6, 56, 367, 22, 22, 367, 25, 14, 10, 28, 31, 56, 598, 302
INVAR-2, Run: 090, F, 0, 36, 0, 0, 0, 0, 0, 160, 0, 0, 1, 0, 8, 56, 320, 9, 9, 320, 24, 18, 5, 28, 32, 56, 532, 270
INVAR-2, Run: 091, F, 0, 40, 0, 0, 0, 0, 0, 5, 151, 151, 0, 0, 12, 56, 306, 12, 12, 155, 22, 14, 8, 28, 34, 56, 502, 257
INVAR-2, Run: 092, F, 0, 40, 0, 0, 0, 0, 0, 42, 114, 114, 0, 0, 12, 56, 442, 18, 18, 328, 22, 17, 5, 28, 34, 56, 460, 236
INVAR-2, Run: 093, F, 0, 33, 0, 0, 0, 0, 0, 162, 0, 2, 1, 2, 6, 56, 422, 17, 15, 422, 25, 20, 4, 27, 31, 56, 1176, 591
INVAR-2, Run: 094, F, 0, 38, 0, 0, 0, 0, 0, 70, 88, 88, 0, 0, 10, 56, 489, 25, 25, 401, 23, 17, 6, 28, 33, 56, 692, 351
INVAR-2, Run: 095, F, 0, 34, 0, 0, 0, 0, 0, 57, 105, 105, 0, 0, 6, 56, 435, 18, 18, 330, 25, 16, 9, 28, 31, 56, 766, 386
INVAR-2, Run: 096, F, 0, 40, 0, 0, 0, 0, 0, 51, 105, 105, 0, 0, 12, 56, 360, 20, 20, 255, 22, 12, 10, 28, 34, 56, 626, 319
INVAR-2, Run: 097, F, 0, 36, 0, 0, 0, 0, 0, 160, 0, 0, 1, 0, 8, 56, 356, 14, 14, 356, 24, 13, 10, 28, 32, 56, 1566, 787
INVAR-2, Run: 098, F, 0, 40, 0, 0, 0, 0, 0, 156, 0, 0, 1, 0, 12, 56, 399, 18, 18, 399, 22, 8, 13, 28, 34, 56, 424, 218
INVAR-2, Run: 099, F, 0, 39, 0, 0, 0, 0, 0, 156, 0, 2, 1, 2, 12, 56, 777, 27, 25, 777, 22, 14, 7, 27, 34, 56, 1336, 674
INVAR-2, Run: 100, F, 0, 38, 0, 0, 0, 0, 0, 24, 134, 134, 0, 0, 10, 56, 485, 19, 19, 351, 23, 13, 10, 28, 33, 56, 796, 403
INVAR-3, Run: 001, F, 0, 96, 0, 0, 0, 0, 0, 478, 0, 0, 1, 0, 14, 164, 2638, 62, 62, 2638, 75, 40, 34, 82, 89, 164, 3798, 1906
INVAR-3, Run: 002, F, 0, 94, 0, 0, 0, 0, 0, 480, 0, 0, 1, 0, 12, 164, 3591, 45, 45, 3591, 76, 50, 25, 82, 88, 164, 2998, 1505
INVAR-3, Run: 003, F, 0, 106, 0, 0, 0, 0, 0, 468, 0, 0, 1, 0, 24, 164, 3616, 46, 46, 3616, 70, 44, 25, 82, 94, 164, 4202, 2113
INVAR-3, Run: 004, F, 0, 100, 0, 0, 0, 0, 0, 474, 0, 0, 1, 0, 18, 164, 2533, 53, 53, 2533, 73, 45, 27, 82, 91, 164, 3834, 1926
INVAR-3, Run: 005, F, 0, 97, 0, 0, 0, 0, 0, 476, 0, 2, 1, 2, 16, 164, 3443, 60, 58, 3443, 74, 48, 25, 81, 90, 164, 5416, 2716
INVAR-3, Run: 006, F, 0, 92, 0, 0, 0, 0, 0, 482, 0, 0, 1, 0, 10, 164, 3617, 38, 38, 3617, 77, 46, 30, 82, 87, 164, 6958, 3484
