Input Number, Run_Number, Result@ 100, CE, X1, H, M, PO, Y, D, CO, PE, A, B, NEW_REACTION, Reaction1, Reaction10, Reaction11, Reaction2, Reaction3, Reaction4, Reaction5, Reaction6, Reaction7, Reaction8, Reaction9
INVAR-1, Run: 061, P, 0, 0, 1, 0, 1, 67, 7, 64, 0, 0, 1, 3, 21, 12, 76, 10, 6, 4, 10, 21, 31, 15, 140
INVAR-1, Run: 062, P, 0, 0, 1, 0, 1, 99, 3, 88, 0, 0, 1, 11, 29, 6, 313, 14, 11, 3, 14, 29, 43, 17, 401
INVAR-1, Run: 063, P, 0, 0, 1, 0, 1, 67, 7, 64, 0, 0, 1, 3, 21, 17, 207, 10, 10, 0, 10, 21, 31, 20, 271
INVAR-1, Run: 064, P, 0, 0, 1, 0, 1, 67, 7, 64, 0, 0, 1, 3, 21, 20, 216, 10, 7, 3, 10, 21, 31, 23, 280
INVAR-1, Run: 065, P, 7, 0, 0, 0, 0, 11, 0, 0, 1, 66, 0, 4, 22, 26, 211, 11, 8, 2, 11, 22, 33, 37, 211
INVAR-1, Run: 066, P, 4, 0, 0, 0, 0, 14, 0, 0, 1, 84, 0, 10, 28, 8, 148, 14, 5, 8, 14, 28, 42, 22, 148
INVAR-1, Run: 067, P, 4, 0, 0, 0, 0, 14, 0, 0, 1, 84, 0, 10, 28, 10, 258, 14, 7, 6, 14, 28, 42, 24, 258
INVAR-1, Run: 068, P, 7, 0, 0, 0, 0, 11, 0, 0, 1, 66, 0, 4, 22, 16, 210, 11, 7, 3, 11, 22, 33, 27, 210
INVAR-1, Run: 069, P, 0, 0, 1, 0, 1, 83, 5, 76, 0, 0, 1, 7, 25, 11, 137, 12, 7, 5, 12, 25, 37, 18, 213
INVAR-1, Run: 070, P, 4, 0, 0, 0, 0, 14, 0, 0, 1, 84, 0, 10, 28, 15, 289, 14, 8, 5, 14, 28, 42, 29, 289
INVAR-1, Run: 071, P, 0, 0, 1, 0, 1, 59, 8, 58, 0, 0, 1, 1, 19, 13, 147, 9, 8, 1, 9, 19, 28, 14, 205
INVAR-1, Run: 072, P, 4, 0, 0, 0, 0, 14, 0, 0, 1, 84, 0, 10, 28, 13, 346, 14, 9, 4, 14, 28, 42, 27, 346
INVAR-1, Run: 073, P, 7, 0, 0, 0, 0, 11, 0, 0, 1, 66, 0, 4, 22, 11, 211, 11, 7, 3, 11, 22, 33, 22, 211
INVAR-1, Run: 074, P, 6, 0, 0, 0, 0, 12, 0, 0, 1, 72, 0, 6, 24, 5, 261, 12, 8, 3, 12, 24, 36, 17, 261
INVAR-1, Run: 075, P, 0, 0, 1, 0, 1, 67, 7, 64, 0, 0, 1, 3, 21, 23, 140, 10, 4, 6, 10, 21, 31, 26, 204
INVAR-1, Run: 076, P, 7, 0, 0, 0, 0, 11, 0, 0, 1, 66, 0, 4, 22, 12, 150, 11, 9, 1, 11, 22, 33, 23, 150
INVAR-1, Run: 077, P, 3, 0, 0, 0, 0, 15, 0, 0, 1, 90, 0, 12, 30, 12, 423, 15, 8, 6, 15, 30, 45, 27, 423
INVAR-1, Run: 078, P, 6, 0, 0, 0, 0, 12, 0, 0, 1, 72, 0, 6, 24, 19, 301, 12, 4, 7, 12, 24, 36, 31, 301
INVAR-1, Run: 079, P, 5, 0, 0, 0, 0, 13, 0, 0, 1, 78, 0, 8, 26, 11, 223, 13, 7, 5, 13, 26, 39, 24, 223
INVAR-1, Run: 080, P, 0, 0, 1, 0, 1, 67, 7, 64, 0, 0, 1, 3, 21, 12, 97, 10, 7, 3, 10, 21, 31, 15, 161
INVAR-1, Run: 081, P, 6, 0, 0, 0, 0, 12, 0, 0, 1, 72, 0, 6, 24, 13, 127, 12, 7, 4, 12, 24, 36, 25, 127
INVAR-1, Run: 082, P, 0, 0, 1, 0, 1, 75, 6, 70, 0, 0, 1, 5, 23, 7, 199, 11, 9, 2, 11, 23, 34, 12, 269
INVAR-1, Run: 083, P, 7, 0, 0, 0, 0, 11, 0, 0, 1, 66, 0, 4, 22, 7, 212, 11, 7, 3, 11, 22, 33, 18, 212
INVAR-1, Run: 084, P, 0, 0, 1, 0, 1, 67, 7, 64, 0, 0, 1, 3, 21, 14, 135, 10, 7, 3, 10, 21, 31, 17, 199
INVAR-1, Run: 085, P, 0, 0, 1, 0, 1, 67, 7, 64, 0, 0, 1, 3, 21, 27, 274, 10, 6, 4, 10, 21, 31, 30, 338
INVAR-1, Run: 086, P, 0, 0, 1, 0, 1, 91, 4, 82, 0, 0, 1, 9, 27, 22, 255, 13, 8, 5, 13, 27, 40, 31, 337
INVAR-1, Run: 087, P, 0, 0, 1, 0, 1, 75, 6, 70, 0, 0, 1, 5, 23, 16, 221, 11, 8, 3, 11, 23, 34, 21, 291
INVAR-1, Run: 088, P, 7, 0, 0, 0, 0, 11, 0, 0, 1, 66, 0, 4, 22, 14, 205, 11, 10, 0, 11, 22, 33, 25, 205
INVAR-1, Run: 089, P, 0, 0, 1, 0, 1, 75, 6, 70, 0, 0, 1, 5, 23, 20, 291, 11, 8, 3, 11, 23, 34, 25, 361
INVAR-1, Run: 090, P, 6, 0, 0, 0, 0, 12, 0, 0, 1, 72, 0, 6, 24, 6, 148, 12, 9, 2, 12, 24, 36, 18, 148
INVAR-1, Run: 091, P, 0, 0, 1, 0, 1, 59, 8, 58, 0, 0, 1, 1, 19, 29, 234, 9, 6, 3, 9, 19, 28, 30, 292
INVAR-1, Run: 092, P, 0, 0, 1, 0, 1, 59, 8, 58, 0, 0, 1, 1, 19, 9, 48, 9, 8, 1, 9, 19, 28, 10, 106
INVAR-1, Run: 093, P, 4, 0, 0, 0, 0, 14, 0, 0, 1, 84, 0, 10, 28, 14, 323, 14, 8, 5, 14, 28, 42, 28, 323
INVAR-1, Run: 094, P, 6, 0, 0, 0, 0, 12, 0, 0, 1, 72, 0, 6, 24, 14, 208, 12, 6, 5, 12, 24, 36, 26, 208
INVAR-1, Run: 095, P, 8, 0, 0, 0, 0, 10, 0, 0, 1, 60, 0, 2, 20, 10, 139, 10, 5, 4, 10, 20, 30, 20, 139
INVAR-1, Run: 096, P, 0, 0, 1, 0, 1, 91, 4, 82, 0, 0, 1, 9, 27, 11, 228, 13, 12, 1, 13, 27, 40, 20, 310
INVAR-1, Run: 097, P, 6, 0, 0, 0, 0, 12, 0, 0, 1, 72, 0, 6, 24, 14, 283, 12, 10, 1, 12, 24, 36, 26, 283
INVAR-1, Run: 098, P, 7, 0, 0, 0, 0, 11, 0, 0, 1, 66, 0, 4, 22, 13, 244, 11, 7, 3, 11, 22, 33, 24, 244
INVAR-1, Run: 099, P, 0, 0, 1, 0, 1, 59, 8, 58, 0, 0, 1, 1, 19, 22, 190, 9, 8, 1, 9, 19, 28, 23, 248
INVAR-1, Run: 100, P, 4, 0, 0, 0, 0, 14, 0, 0, 1, 84, 0, 10, 28, 22, 494, 14, 9, 4, 14, 28, 42, 36, 494
INVAR-10, Run: 001, P, 46, 0, 0, 0, 0, 154, 0, 0, 1, 924, 0, 108, 308, 672, 16099, 154, 106, 47, 154, 308, 462, 826, 16099
INVAR-10, Run: 002, P, 0, 0, 1, 0, 1, 1029, 46, 922, 0, 0, 1, 107, 307, 726, 15883, 153, 98, 55, 153, 307, 460, 833, 16805
INVAR-10, Run: 003, P, 0, 0, 1, 0, 1, 1141, 32, 1006, 0, 0, 1, 135, 335, 836, 20853, 167, 108, 59, 167, 335, 502, 971, 21859
INVAR-10, Run: 004, P, 0, 0, 1, 0, 1, 1189, 26, 1042, 0, 0, 1, 147, 347, 877, 29284, 173, 114, 59, 173, 347, 520, 1024, 30326
INVAR-10, Run: 005, P, 0, 0, 1, 0, 1, 1213, 23, 1060, 0, 0, 1, 153, 353, 859, 27782, 176, 99, 77, 176, 353, 529, 1012, 28842
INVAR-10, Run: 006, P, 0, 0, 1, 0, 1, 1197, 25, 1048, 0, 0, 1, 149, 349, 772, 21243, 174, 105, 69, 174, 349, 523, 921, 22291
INVAR-10, Run: 007, P, 37, 0, 0, 0, 0, 163, 0, 0, 1, 978, 0, 126, 326, 789, 19373, 163, 92, 70, 163, 326, 489, 952, 19373
INVAR-10, Run: 008, P, 19, 0, 0, 0, 0, 181, 0, 0, 1, 1086, 0, 162, 362, 649, 25309, 181, 118, 62, 181, 362, 543, 830, 25309
INVAR-10, Run: 009, P, 0, 0, 1, 0, 1, 973, 53, 880, 0, 0, 1, 93, 293, 571, 14086, 146, 101, 45, 146, 293, 439, 664, 14966
INVAR-10, Run: 010, P, 52, 0, 0, 0, 0, 148, 0, 0, 1, 888, 0, 96, 296, 600, 13616, 148, 92, 55, 148, 296, 444, 748, 13616
INVAR-10, Run: 011, P, 48, 0, 0, 0, 0, 152, 0, 0, 1, 912, 0, 104, 304, 648, 14890, 152, 95, 56, 152, 304, 456, 800, 14890
INVAR-10, Run: 012, P, 51, 0, 0, 0, 0, 149, 0, 0, 1, 894, 0, 98, 298, 613, 13776, 149, 97, 51, 149, 298, 447, 762, 13776
INVAR-10, Run: 013, P, 40, 0, 0, 0, 0, 160, 0, 0, 1, 960, 0, 120, 320, 727, 16537, 160, 101, 58, 160, 320, 480, 887, 16537
INVAR-10, Run: 014, P, 0, 0, 1, 0, 1, 1213, 23, 1060, 0, 0, 1, 153, 353, 811, 28961, 176, 100, 76, 176, 353, 529, 964, 30021
INVAR-10, Run: 015, P, 50, 0, 0, 0, 0, 150, 0, 0, 1, 900, 0, 100, 300, 500, 11874, 150, 98, 51, 150, 300, 450, 650, 11874
INVAR-10, Run: 016, P, 59, 0, 0, 0, 0, 141, 0, 0, 1, 846, 0, 82, 282, 507, 11374, 141, 88, 52, 141, 282, 423, 648, 11374
INVAR-10, Run: 017, P, 40, 0, 0, 0, 0, 160, 0, 0, 1, 960, 0, 120, 320, 839, 23024, 160, 104, 55, 160, 320, 480, 999, 23024
INVAR-10, Run: 018, P, 0, 0, 1, 0, 1, 1077, 40, 958, 0, 0, 1, 119, 319, 716, 18282, 159, 106, 53, 159, 319, 478, 835, 19240
INVAR-10, Run: 019, P, 0, 0, 1, 0, 1, 973, 53, 880, 0, 0, 1, 93, 293, 634, 11643, 146, 98, 48, 146, 293, 439, 727, 12523
INVAR-10, Run: 020, P, 44, 0, 0, 0, 0, 156, 0, 0, 1, 936, 0, 112, 312, 734, 16588, 156, 110, 45, 156, 312, 468, 890, 16588
INVAR-10, Run: 021, P, 35, 0, 0, 0, 0, 165, 0, 0, 1, 990, 0, 130, 330, 833, 24680, 165, 96, 68, 165, 330, 495, 998, 24680
INVAR-10, Run: 022, P, 54, 0, 0, 0, 0, 146, 0, 0, 1, 876, 0, 92, 292, 519, 10441, 146, 95, 50, 146, 292, 438, 665, 10441
INVAR-10, Run: 023, P, 53, 0, 0, 0, 0, 147, 0, 0, 1, 882, 0, 94, 294, 758, 14710, 147, 88, 58, 147, 294, 441, 905, 14710
INVAR-10, Run: 024, P, 0, 0, 1, 0, 1, 1085, 39, 964, 0, 0, 1, 121, 321, 904, 23297, 160, 105, 55, 160, 321, 481, 1025, 24261
INVAR-10, Run: 025, P, 19, 0, 0, 0, 0, 181, 0, 0, 1, 1086, 0, 162, 362, 839, 31272, 181, 119, 61, 181, 362, 543, 1020, 31272
INVAR-10, Run: 026, P, 0, 0, 1, 0, 1, 1125, 34, 994, 0, 0, 1, 131, 331, 906, 24723, 165, 110, 55, 165, 331, 496, 1037, 25717
INVAR-10, Run: 027, P, 0, 0, 1, 0, 1, 1101, 37, 976, 0, 0, 1, 125, 325, 723, 20985, 162, 123, 39, 162, 325, 487, 848, 21961
INVAR-10, Run: 028, P, 0, 0, 1, 0, 1, 1005, 49, 904, 0, 0, 1, 101, 301, 658, 13633, 150, 92, 58, 150, 301, 451, 759, 14537
INVAR-10, Run: 029, P, 47, 0, 0, 0, 0, 153, 0, 0, 1, 918, 0, 106, 306, 562, 11567, 153, 100, 52, 153, 306, 459, 715, 11567
INVAR-10, Run: 030, P, 19, 0, 0, 0, 0, 181, 0, 0, 1, 1086, 0, 162, 362, 775, 26049, 181, 108, 72, 181, 362, 543, 956, 26049
INVAR-10, Run: 031, P, 34, 0, 0, 0, 0, 166, 0, 0, 1, 996, 0, 132, 332, 711, 17605, 166, 84, 81, 166, 332, 498, 877, 17605
INVAR-10, Run: 032, P, 32, 0, 0, 0, 0, 168, 0, 0, 1, 1008, 0, 136, 336, 766, 21688, 168, 101, 66, 168, 336, 504, 934, 21688
INVAR-10, Run: 033, P, 17, 0, 0, 0, 0, 183, 0, 0, 1, 1098, 0, 166, 366, 903, 32273, 183, 114, 68, 183, 366, 549, 1086, 32273
INVAR-10, Run: 034, P, 31, 0, 0, 0, 0, 169, 0, 0, 1, 1014, 0, 138, 338, 676, 21106, 169, 108, 60, 169, 338, 507, 845, 21106
INVAR-10, Run: 035, P, 53, 0, 0, 0, 0, 147, 0, 0, 1, 882, 0, 94, 294, 526, 10957, 147, 85, 61, 147, 294, 441, 673, 10957
INVAR-10, Run: 036, P, 58, 0, 0, 0, 0, 142, 0, 0, 1, 852, 0, 84, 284, 531, 10887, 142, 80, 61, 142, 284, 426, 673, 10887
INVAR-10, Run: 037, P, 54, 0, 0, 0, 0, 146, 0, 0, 1, 876, 0, 92, 292, 583, 12264, 146, 92, 53, 146, 292, 438, 729, 12264
INVAR-10, Run: 038, P, 0, 0, 1, 0, 1, 1061, 42, 946, 0, 0, 1, 115, 315, 708, 18585, 157, 104, 53, 157, 315, 472, 823, 19531
INVAR-10, Run: 039, P, 36, 0, 0, 0, 0, 164, 0, 0, 1, 984, 0, 128, 328, 988, 23610, 164, 104, 59, 164, 328, 492, 1152, 23610
INVAR-10, Run: 040, P, 33, 0, 0, 0, 0, 167, 0, 0, 1, 1002, 0, 134, 334, 732, 19348, 167, 108, 58, 167, 334, 501, 899, 19348
INVAR-10, Run: 041, P, 0, 0, 1, 0, 1, 1093, 38, 970, 0, 0, 1, 123, 323, 879, 19548, 161, 101, 60, 161, 323, 484, 1002, 20518
INVAR-10, Run: 042, P, 0, 0, 1, 0, 1, 1157, 30, 1018, 0, 0, 1, 139, 339, 966, 22957, 169, 114, 55, 169, 339, 508, 1105, 23975
INVAR-10, Run: 043, P, 0, 0, 1, 0, 1, 1109, 36, 982, 0, 0, 1, 127, 327, 1010, 24377, 163, 101, 62, 163, 327, 490, 1137, 25359
INVAR-10, Run: 044, P, 31, 0, 0, 0, 0, 169, 0, 0, 1, 1014, 0, 138, 338, 772, 24850, 169, 119, 49, 169, 338, 507, 941, 24850
INVAR-10, Run: 045, P, 22, 0, 0, 0, 0, 178, 0, 0, 1, 1068, 0, 156, 356, 873, 33518, 178, 117, 60, 178, 356, 534, 1051, 33518
INVAR-10, Run: 046, P, 0, 0, 1, 0, 1, 1053, 43, 940, 0, 0, 1, 113, 313, 734, 16814, 156, 97, 59, 156, 313, 469, 847, 17754
INVAR-10, Run: 047, P, 0, 0, 1, 0, 1, 925, 59, 844, 0, 0, 1, 81, 281, 507, 10212, 140, 96, 44, 140, 281, 421, 588, 11056
INVAR-10, Run: 048, P, 12, 0, 0, 0, 0, 188, 0, 0, 1, 1128, 0, 176, 376, 863, 32148, 188, 113, 74, 188, 376, 564, 1051, 32148
INVAR-10, Run: 049, P, 40, 0, 0, 0, 0, 160, 0, 0, 1, 960, 0, 120, 320, 740, 19444, 160, 87, 72, 160, 320, 480, 900, 19444
INVAR-10, Run: 050, P, 0, 0, 1, 0, 1, 965, 54, 874, 0, 0, 1, 91, 291, 847, 16118, 145, 87, 58, 145, 291, 436, 938, 16992
INVAR-10, Run: 051, P, 29, 0, 0, 0, 0, 171, 0, 0, 1, 1026, 0, 142, 342, 865, 21264, 171, 95, 75, 171, 342, 513, 1036, 21264
INVAR-10, Run: 052, P, 60, 0, 0, 0, 0, 140, 0, 0, 1, 840, 0, 80, 280, 465, 10160, 140, 85, 54, 140, 280, 420, 605, 10160
INVAR-10, Run: 053, P, 0, 0, 1, 0, 1, 1045, 44, 934, 0, 0, 1, 111, 311, 738, 17228, 155, 115, 40, 155, 311, 466, 849, 18162
INVAR-10, Run: 054, P, 28, 0, 0, 0, 0, 172, 0, 0, 1, 1032, 0, 144, 344, 544, 18480, 172, 107, 64, 172, 344, 516, 716, 18480
INVAR-10, Run: 055, P, 52, 0, 0, 0, 0, 148, 0, 0, 1, 888, 0, 96, 296, 546, 13739, 148, 94, 53, 148, 296, 444, 694, 13739
INVAR-10, Run: 056, P, 30, 0, 0, 0, 0, 170, 0, 0, 1, 1020, 0, 140, 340, 679, 21988, 170, 109, 60, 170, 340, 510, 849, 21988
INVAR-10, Run: 057, P, 44, 0, 0, 0, 0, 156, 0, 0, 1, 936, 0, 112, 312, 636, 16220, 156, 95, 60, 156, 312, 468, 792, 16220
INVAR-10, Run: 058, P, 11, 0, 0, 0, 0, 189, 0, 0, 1, 1134, 0, 178, 378, 901, 32392, 189, 116, 72, 189, 378, 567, 1090, 32392
INVAR-10, Run: 059, P, 0, 0, 1, 0, 1, 1013, 48, 910, 0, 0, 1, 103, 303, 642, 15068, 151, 97, 54, 151, 303, 454, 745, 15978
INVAR-10, Run: 060, P, 0, 0, 1, 0, 1, 1165, 29, 1024, 0, 0, 1, 141, 341, 698, 22346, 170, 105, 65, 170, 341, 511, 839, 23370
INVAR-10, Run: 061, P, 22, 0, 0, 0, 0, 178, 0, 0, 1, 1068, 0, 156, 356, 999, 26959, 178, 112, 65, 178, 356, 534, 1177, 26959
