Input Number, Run_Number, Result@ 100, X1, X2, U, Reaction1, Reaction2, Reaction3
INVAR-1, Run: 084, E, 38, 0, 0, 16, 14, 2
INVAR-1, Run: 085, E, 38, 0, 0, 17, 14, 3
INVAR-1, Run: 086, E, 38, 0, 0, 17, 14, 3
INVAR-1, Run: 087, E, 38, 0, 0, 16, 14, 2
INVAR-1, Run: 088, E, 38, 0, 0, 16, 14, 2
INVAR-1, Run: 089, E, 38, 0, 0, 15, 14, 1
INVAR-1, Run: 090, E, 38, 0, 0, 17, 14, 3
INVAR-1, Run: 091, E, 38, 0, 0, 18, 14, 4
INVAR-1, Run: 092, E, 38, 0, 0, 15, 14, 1
INVAR-1, Run: 093, E, 38, 0, 0, 15, 14, 1
INVAR-1, Run: 094, E, 38, 0, 0, 14, 14, 0
INVAR-1, Run: 095, E, 38, 0, 0, 15, 14, 1
INVAR-1, Run: 096, E, 38, 0, 0, 15, 14, 1
INVAR-1, Run: 097, E, 38, 0, 0, 15, 14, 1
INVAR-1, Run: 098, E, 38, 0, 0, 18, 14, 4
INVAR-1, Run: 099, E, 38, 0, 0, 14, 14, 0
INVAR-1, Run: 100, E, 38, 0, 0, 15, 14, 1
INVAR-10, Run: 001, E, 12, 0, 0, 7, 5, 2
INVAR-10, Run: 002, E, 12, 0, 0, 5, 5, 0
INVAR-10, Run: 003, E, 12, 0, 0, 7, 5, 2
INVAR-10, Run: 004, E, 12, 0, 0, 5, 5, 0
INVAR-10, Run: 005, E, 12, 0, 0, 6, 5, 1
INVAR-10, Run: 006, E, 12, 0, 0, 5, 5, 0
INVAR-10, Run: 007, E, 12, 0, 0, 6, 5, 1
INVAR-10, Run: 008, E, 12, 0, 0, 7, 5, 2
INVAR-10, Run: 009, E, 12, 0, 0, 5, 5, 0
INVAR-10, Run: 010, E, 12, 0, 0, 5, 5, 0
INVAR-10, Run: 011, E, 12, 0, 0, 6, 5, 1
INVAR-10, Run: 012, E, 12, 0, 0, 8, 5, 3
INVAR-10, Run: 013, E, 12, 0, 0, 6, 5, 1
INVAR-10, Run: 014, E, 12, 0, 0, 5, 5, 0
INVAR-10, Run: 015, E, 12, 0, 0, 6, 5, 1
INVAR-10, Run: 016, E, 12, 0, 0, 5, 5, 0
INVAR-10, Run: 017, E, 12, 0, 0, 6, 5, 1
INVAR-10, Run: 018, E, 12, 0, 0, 5, 5, 0
INVAR-10, Run: 019, E, 12, 0, 0, 5, 5, 0
INVAR-10, Run: 020, E, 12, 0, 0, 5, 5, 0
INVAR-10, Run: 021, E, 12, 0, 0, 5, 5, 0
INVAR-10, Run: 022, E, 12, 0, 0, 5, 5, 0
INVAR-10, Run: 023, E, 12, 0, 0, 6, 5, 1
INVAR-10, Run: 024, E, 12, 0, 0, 5, 5, 0
INVAR-10, Run: 025, E, 12, 0, 0, 6, 5, 1
INVAR-10, Run: 026, E, 12, 0, 0, 6, 5, 1
INVAR-10, Run: 027, E, 12, 0, 0, 5, 5, 0
INVAR-10, Run: 028, E, 12, 0, 0, 7, 5, 2
INVAR-10, Run: 029, E, 12, 0, 0, 6, 5, 1
INVAR-10, Run: 030, E, 12, 0, 0, 8, 5, 3
INVAR-10, Run: 031, E, 12, 0, 0, 6, 5, 1
INVAR-10, Run: 032, E, 12, 0, 0, 5, 5, 0
INVAR-10, Run: 033, E, 12, 0, 0, 5, 5, 0
INVAR-10, Run: 034, E, 12, 0, 0, 5, 5, 0
INVAR-10, Run: 035, E, 12, 0, 0, 9, 5, 4
INVAR-10, Run: 036, E, 12, 0, 0, 5, 5, 0
INVAR-10, Run: 037, E, 12, 0, 0, 5, 5, 0
INVAR-10, Run: 038, E, 12, 0, 0, 6, 5, 1
INVAR-10, Run: 039, E, 12, 0, 0, 5, 5, 0
INVAR-10, Run: 040, E, 12, 0, 0, 7, 5, 2
INVAR-10, Run: 041, E, 12, 0, 0, 6, 5, 1
INVAR-10, Run: 042, E, 12, 0, 0, 8, 5, 3
INVAR-10, Run: 043, E, 12, 0, 0, 5, 5, 0
INVAR-10, Run: 044, E, 12, 0, 0, 5, 5, 0
INVAR-10, Run: 045, E, 12, 0, 0, 5, 5, 0
INVAR-10, Run: 046, E, 12, 0, 0, 6, 5, 1
INVAR-10, Run: 047, E, 12, 0, 0, 5, 5, 0
INVAR-10, Run: 048, E, 12, 0, 0, 9, 5, 4
INVAR-10, Run: 049, E, 12, 0, 0, 5, 5, 0
INVAR-10, Run: 050, E, 12, 0, 0, 7, 5, 2
INVAR-10, Run: 051, E, 12, 0, 0, 5, 5, 0
INVAR-10, Run: 052, E, 12, 0, 0, 5, 5, 0
INVAR-10, Run: 053, E, 12, 0, 0, 6, 5, 1
INVAR-10, Run: 054, E, 12, 0, 0, 6, 5, 1
INVAR-10, Run: 055, E, 12, 0, 0, 5, 5, 0
INVAR-10, Run: 056, E, 12, 0, 0, 5, 5, 0
INVAR-10, Run: 057, E, 12, 0, 0, 5, 5, 0
INVAR-10, Run: 058, E, 12, 0, 0, 6, 5, 1
INVAR-10, Run: 059, E, 12, 0, 0, 5, 5, 0
INVAR-10, Run: 060, E, 12, 0, 0, 8, 5, 3
INVAR-10, Run: 061, E, 12, 0, 0, 6, 5, 1
INVAR-10, Run: 062, E, 12, 0, 0, 5, 5, 0
INVAR-10, Run: 063, E, 12, 0, 0, 5, 5, 0
INVAR-10, Run: 064, E, 12, 0, 0, 5, 5, 0
INVAR-10, Run: 065, E, 12, 0, 0, 6, 5, 1
INVAR-10, Run: 066, E, 12, 0, 0, 5, 5, 0
INVAR-10, Run: 067, E, 12, 0, 0, 5, 5, 0
INVAR-10, Run: 068, E, 12, 0, 0, 5, 5, 0
INVAR-10, Run: 069, E, 12, 0, 0, 5, 5, 0
INVAR-10, Run: 070, E, 12, 0, 0, 5, 5, 0
INVAR-10, Run: 071, E, 12, 0, 0, 5, 5, 0
INVAR-10, Run: 072, E, 12, 0, 0, 6, 5, 1
INVAR-10, Run: 073, E, 12, 0, 0, 5, 5, 0
INVAR-10, Run: 074, E, 12, 0, 0, 6, 5, 1
INVAR-10, Run: 075, E, 12, 0, 0, 6, 5, 1
INVAR-10, Run: 076, E, 12, 0, 0, 6, 5, 1
INVAR-10, Run: 077, E, 12, 0, 0, 5, 5, 0
INVAR-10, Run: 078, E, 12, 0, 0, 8, 5, 3
INVAR-10, Run: 079, E, 12, 0, 0, 5, 5, 0
INVAR-10, Run: 080, E, 12, 0, 0, 5, 5, 0
INVAR-10, Run: 081, E, 12, 0, 0, 8, 5, 3
INVAR-10, Run: 082, E, 12, 0, 0, 5, 5, 0
INVAR-10, Run: 083, E, 12, 0, 0, 6, 5, 1
INVAR-10, Run: 084, E, 12, 0, 0, 5, 5, 0
INVAR-10, Run: 085, E, 12, 0, 0, 5, 5, 0
INVAR-10, Run: 086, E, 12, 0, 0, 6, 5, 1
INVAR-10, Run: 087, E, 12, 0, 0, 6, 5, 1
INVAR-10, Run: 088, E, 12, 0, 0, 6, 5, 1
INVAR-10, Run: 089, E, 12, 0, 0, 6, 5, 1
INVAR-10, Run: 090, E, 12, 0, 0, 5, 5, 0
INVAR-10, Run: 091, E, 12, 0, 0, 5, 5, 0
INVAR-10, Run: 092, E, 12, 0, 0, 5, 5, 0
INVAR-10, Run: 093, E, 12, 0, 0, 6, 5, 1
INVAR-10, Run: 094, E, 12, 0, 0, 5, 5, 0
INVAR-10, Run: 095, E, 12, 0, 0, 5, 5, 0
INVAR-10, Run: 096, E, 12, 0, 0, 5, 5, 0
INVAR-10, Run: 097, E, 12, 0, 0, 6, 5, 1
INVAR-10, Run: 098, E, 12, 0, 0, 5, 5, 0
INVAR-10, Run: 099, E, 12, 0, 0, 6, 5, 1
INVAR-10, Run: 100, E, 12, 0, 0, 5, 5, 0
INVAR-11, Run: 001, E, 13, 0, 0, 0, 0, 0
INVAR-11, Run: 002, E, 13, 0, 0, 0, 0, 0
INVAR-11, Run: 003, E, 13, 0, 0, 0, 0, 0
INVAR-11, Run: 004, E, 13, 0, 0, 0, 0, 0
INVAR-11, Run: 005, E, 13, 0, 0, 0, 0, 0
INVAR-11, Run: 006, E, 13, 0, 0, 0, 0, 0
INVAR-11, Run: 007, E, 13, 0, 0, 0, 0, 0
INVAR-11, Run: 008, E, 13, 0, 0, 0, 0, 0
INVAR-11, Run: 009, E, 13, 0, 0, 0, 0, 0
INVAR-11, Run: 010, E, 13, 0, 0, 0, 0, 0
INVAR-11, Run: 011, E, 13, 0, 0, 0, 0, 0
INVAR-11, Run: 012, E, 13, 0, 0, 0, 0, 0
INVAR-11, Run: 013, E, 13, 0, 0, 0, 0, 0
INVAR-11, Run: 014, E, 13, 0, 0, 0, 0, 0
INVAR-11, Run: 015, E, 13, 0, 0, 0, 0, 0
INVAR-11, Run: 016, E, 13, 0, 0, 0, 0, 0
INVAR-11, Run: 017, E, 13, 0, 0, 0, 0, 0
INVAR-11, Run: 018, E, 13, 0, 0, 0, 0, 0
INVAR-11, Run: 019, E, 13, 0, 0, 0, 0, 0
INVAR-11, Run: 020, E, 13, 0, 0, 0, 0, 0
INVAR-11, Run: 021, E, 13, 0, 0, 0, 0, 0
INVAR-11, Run: 022, E, 13, 0, 0, 0, 0, 0
INVAR-11, Run: 023, E, 13, 0, 0, 0, 0, 0
INVAR-11, Run: 024, E, 13, 0, 0, 0, 0, 0
INVAR-11, Run: 025, E, 13, 0, 0, 0, 0, 0
INVAR-11, Run: 026, E, 13, 0, 0, 0, 0, 0
INVAR-11, Run: 027, E, 13, 0, 0, 0, 0, 0
INVAR-11, Run: 028, E, 13, 0, 0, 0, 0, 0
INVAR-11, Run: 029, E, 13, 0, 0, 0, 0, 0
INVAR-11, Run: 030, E, 13, 0, 0, 0, 0, 0
INVAR-11, Run: 031, E, 13, 0, 0, 0, 0, 0
INVAR-11, Run: 032, E, 13, 0, 0, 0, 0, 0
INVAR-11, Run: 033, E, 13, 0, 0, 0, 0, 0
INVAR-11, Run: 034, E, 13, 0, 0, 0, 0, 0
INVAR-11, Run: 035, E, 13, 0, 0, 0, 0, 0
INVAR-11, Run: 036, E, 13, 0, 0, 0, 0, 0
INVAR-11, Run: 037, E, 13, 0, 0, 0, 0, 0
INVAR-11, Run: 038, E, 13, 0, 0, 0, 0, 0
INVAR-11, Run: 039, E, 13, 0, 0, 0, 0, 0
INVAR-11, Run: 040, E, 13, 0, 0, 0, 0, 0
INVAR-11, Run: 041, E, 13, 0, 0, 0, 0, 0
INVAR-11, Run: 042, E, 13, 0, 0, 0, 0, 0
INVAR-11, Run: 043, E, 13, 0, 0, 0, 0, 0
INVAR-11, Run: 044, E, 13, 0, 0, 0, 0, 0
INVAR-11, Run: 045, E, 13, 0, 0, 0, 0, 0
INVAR-11, Run: 046, E, 13, 0, 0, 0, 0, 0
INVAR-11, Run: 047, E, 13, 0, 0, 0, 0, 0
INVAR-11, Run: 048, E, 13, 0, 0, 0, 0, 0
INVAR-11, Run: 049, E, 13, 0, 0, 0, 0, 0
INVAR-11, Run: 050, E, 13, 0, 0, 0, 0, 0
INVAR-11, Run: 051, E, 13, 0, 0, 0, 0, 0
INVAR-11, Run: 052, E, 13, 0, 0, 0, 0, 0
INVAR-11, Run: 053, E, 13, 0, 0, 0, 0, 0
INVAR-11, Run: 054, E, 13, 0, 0, 0, 0, 0
INVAR-11, Run: 055, E, 13, 0, 0, 0, 0, 0
INVAR-11, Run: 056, E, 13, 0, 0, 0, 0, 0
INVAR-11, Run: 057, E, 13, 0, 0, 0, 0, 0
INVAR-11, Run: 058, E, 13, 0, 0, 0, 0, 0
INVAR-11, Run: 059, E, 13, 0, 0, 0, 0, 0
INVAR-11, Run: 060, E, 13, 0, 0, 0, 0, 0
INVAR-11, Run: 061, E, 13, 0, 0, 0, 0, 0
INVAR-11, Run: 062, E, 13, 0, 0, 0, 0, 0
INVAR-11, Run: 063, E, 13, 0, 0, 0, 0, 0
INVAR-11, Run: 064, E, 13, 0, 0, 0, 0, 0
INVAR-11, Run: 065, E, 13, 0, 0, 0, 0, 0
INVAR-11, Run: 066, E, 13, 0, 0, 0, 0, 0
INVAR-11, Run: 067, E, 13, 0, 0, 0, 0, 0
INVAR-11, Run: 068, E, 13, 0, 0, 0, 0, 0
INVAR-11, Run: 069, E, 13, 0, 0, 0, 0, 0
INVAR-11, Run: 070, E, 13, 0, 0, 0, 0, 0
INVAR-11, Run: 071, E, 13, 0, 0, 0, 0, 0
INVAR-11, Run: 072, E, 13, 0, 0, 0, 0, 0
INVAR-11, Run: 073, E, 13, 0, 0, 0, 0, 0
INVAR-11, Run: 074, E, 13, 0, 0, 0, 0, 0
INVAR-11, Run: 075, E, 13, 0, 0, 0, 0, 0
INVAR-11, Run: 076, E, 13, 0, 0, 0, 0, 0
INVAR-11, Run: 077, E, 13, 0, 0, 0, 0, 0
INVAR-11, Run: 078, E, 13, 0, 0, 0, 0, 0
INVAR-11, Run: 079, E, 13, 0, 0, 0, 0, 0
INVAR-11, Run: 080, E, 13, 0, 0, 0, 0, 0
INVAR-11, Run: 081, E, 13, 0, 0, 0, 0, 0
INVAR-11, Run: 082, E, 13, 0, 0, 0, 0, 0
INVAR-11, Run: 083, E, 13, 0, 0, 0, 0, 0
INVAR-11, Run: 084, E, 13, 0, 0, 0, 0, 0
INVAR-11, Run: 085, E, 13, 0, 0, 0, 0, 0
INVAR-11, Run: 086, E, 13, 0, 0, 0, 0, 0
INVAR-11, Run: 087, E, 13, 0, 0, 0, 0, 0
INVAR-11, Run: 088, E, 13, 0, 0, 0, 0, 0
INVAR-11, Run: 089, E, 13, 0, 0, 0, 0, 0
INVAR-11, Run: 090, E, 13, 0, 0, 0, 0, 0
INVAR-11, Run: 091, E, 13, 0, 0, 0, 0, 0
INVAR-11, Run: 092, E, 13, 0, 0, 0, 0, 0
INVAR-11, Run: 093, E, 13, 0, 0, 0, 0, 0
INVAR-11, Run: 094, E, 13, 0, 0, 0, 0, 0
INVAR-11, Run: 095, E, 13, 0, 0, 0, 0, 0
INVAR-11, Run: 096, E, 13, 0, 0, 0, 0, 0
INVAR-11, Run: 097, E, 13, 0, 0, 0, 0, 0
INVAR-11, Run: 098, E, 13, 0, 0, 0, 0, 0
INVAR-11, Run: 099, E, 13, 0, 0, 0, 0, 0
INVAR-11, Run: 100, E, 13, 0, 0, 0, 0, 0
INVAR-12, Run: 001, E, 7, 0, 0, 0, 0, 0
INVAR-12, Run: 002, E, 7, 0, 0, 0, 0, 0
INVAR-12, Run: 003, E, 7, 0, 0, 0, 0, 0
INVAR-12, Run: 004, E, 7, 0, 0, 0, 0, 0
INVAR-12, Run: 005, E, 7, 0, 0, 0, 0, 0
INVAR-12, Run: 006, E, 7, 0, 0, 0, 0, 0
INVAR-12, Run: 007, E, 7, 0, 0, 0, 0, 0
INVAR-12, Run: 008, E, 7, 0, 0, 0, 0, 0
INVAR-12, Run: 009, E, 7, 0, 0, 0, 0, 0
INVAR-12, Run: 010, E, 7, 0, 0, 0, 0, 0
INVAR-12, Run: 011, E, 7, 0, 0, 0, 0, 0
INVAR-12, Run: 012, E, 7, 0, 0, 0, 0, 0
INVAR-12, Run: 013, E, 7, 0, 0, 0, 0, 0
INVAR-12, Run: 014, E, 7, 0, 0, 0, 0, 0
INVAR-12, Run: 015, E, 7, 0, 0, 0, 0, 0
INVAR-12, Run: 016, E, 7, 0, 0, 0, 0, 0
INVAR-12, Run: 017, E, 7, 0, 0, 0, 0, 0
INVAR-12, Run: 018, E, 7, 0, 0, 0, 0, 0
INVAR-12, Run: 019, E, 7, 0, 0, 0, 0, 0
INVAR-12, Run: 020, E, 7, 0, 0, 0, 0, 0
INVAR-12, Run: 021, E, 7, 0, 0, 0, 0, 0
INVAR-12, Run: 022, E, 7, 0, 0, 0, 0, 0
INVAR-12, Run: 023, E, 7, 0, 0, 0, 0, 0
INVAR-12, Run: 024, E, 7, 0, 0, 0, 0, 0
INVAR-12, Run: 025, E, 7, 0, 0, 0, 0, 0
INVAR-12, Run: 026, E, 7, 0, 0, 0, 0, 0
INVAR-12, Run: 027, E, 7, 0, 0, 0, 0, 0
INVAR-12, Run: 028, E, 7, 0, 0, 0, 0, 0
INVAR-12, Run: 029, E, 7, 0, 0, 0, 0, 0
INVAR-12, Run: 030, E, 7, 0, 0, 0, 0, 0
INVAR-12, Run: 031, E, 7, 0, 0, 0, 0, 0
INVAR-12, Run: 032, E, 7, 0, 0, 0, 0, 0
INVAR-12, Run: 033, E, 7, 0, 0, 0, 0, 0
INVAR-12, Run: 034, E, 7, 0, 0, 0, 0, 0
INVAR-12, Run: 035, E, 7, 0, 0, 0, 0, 0
INVAR-12, Run: 036, E, 7, 0, 0, 0, 0, 0
INVAR-12, Run: 037, E, 7, 0, 0, 0, 0, 0
INVAR-12, Run: 038, E, 7, 0, 0, 0, 0, 0
INVAR-12, Run: 039, E, 7, 0, 0, 0, 0, 0
INVAR-12, Run: 040, E, 7, 0, 0, 0, 0, 0
INVAR-12, Run: 041, E, 7, 0, 0, 0, 0, 0
INVAR-12, Run: 042, E, 7, 0, 0, 0, 0, 0
INVAR-12, Run: 043, E, 7, 0, 0, 0, 0, 0
INVAR-12, Run: 044, E, 7, 0, 0, 0, 0, 0
INVAR-12, Run: 045, E, 7, 0, 0, 0, 0, 0
INVAR-12, Run: 046, E, 7, 0, 0, 0, 0, 0
INVAR-12, Run: 047, E, 7, 0, 0, 0, 0, 0
INVAR-12, Run: 048, E, 7, 0, 0, 0, 0, 0
INVAR-12, Run: 049, E, 7, 0, 0, 0, 0, 0
INVAR-12, Run: 050, E, 7, 0, 0, 0, 0, 0
INVAR-12, Run: 051, E, 7, 0, 0, 0, 0, 0
INVAR-12, Run: 052, E, 7, 0, 0, 0, 0, 0
INVAR-12, Run: 053, E, 7, 0, 0, 0, 0, 0
INVAR-12, Run: 054, E, 7, 0, 0, 0, 0, 0
INVAR-12, Run: 055, E, 7, 0, 0, 0, 0, 0
INVAR-12, Run: 056, E, 7, 0, 0, 0, 0, 0
INVAR-12, Run: 057, E, 7, 0, 0, 0, 0, 0
INVAR-12, Run: 058, E, 7, 0, 0, 0, 0, 0
INVAR-12, Run: 059, E, 7, 0, 0, 0, 0, 0
INVAR-12, Run: 060, E, 7, 0, 0, 0, 0, 0
INVAR-12, Run: 061, E, 7, 0, 0, 0, 0, 0
INVAR-12, Run: 062, E, 7, 0, 0, 0, 0, 0
INVAR-12, Run: 063, E, 7, 0, 0, 0, 0, 0
INVAR-12, Run: 064, E, 7, 0, 0, 0, 0, 0
INVAR-12, Run: 065, E, 7, 0, 0, 0, 0, 0
INVAR-12, Run: 066, E, 7, 0, 0, 0, 0, 0
INVAR-12, Run: 067, E, 7, 0, 0, 0, 0, 0
INVAR-12, Run: 068, E, 7, 0, 0, 0, 0, 0
INVAR-12, Run: 069, E, 7, 0, 0, 0, 0, 0
INVAR-12, Run: 070, E, 7, 0, 0, 0, 0, 0
INVAR-12, Run: 071, E, 7, 0, 0, 0, 0, 0
INVAR-12, Run: 072, E, 7, 0, 0, 0, 0, 0
INVAR-12, Run: 073, E, 7, 0, 0, 0, 0, 0
INVAR-12, Run: 074, E, 7, 0, 0, 0, 0, 0
INVAR-12, Run: 075, E, 7, 0, 0, 0, 0, 0
INVAR-12, Run: 076, E, 7, 0, 0, 0, 0, 0
INVAR-12, Run: 077, E, 7, 0, 0, 0, 0, 0
INVAR-12, Run: 078, E, 7, 0, 0, 0, 0, 0
INVAR-12, Run: 079, E, 7, 0, 0, 0, 0, 0
INVAR-12, Run: 080, E, 7, 0, 0, 0, 0, 0
INVAR-12, Run: 081, E, 7, 0, 0, 0, 0, 0
INVAR-12, Run: 082, E, 7, 0, 0, 0, 0, 0
INVAR-12, Run: 083, E, 7, 0, 0, 0, 0, 0
INVAR-12, Run: 084, E, 7, 0, 0, 0, 0, 0
INVAR-12, Run: 085, E, 7, 0, 0, 0, 0, 0
INVAR-12, Run: 086, E, 7, 0, 0, 0, 0, 0
INVAR-12, Run: 087, E, 7, 0, 0, 0, 0, 0
INVAR-12, Run: 088, E, 7, 0, 0, 0, 0, 0
INVAR-12, Run: 089, E, 7, 0, 0, 0, 0, 0
INVAR-12, Run: 090, E, 7, 0, 0, 0, 0, 0
INVAR-12, Run: 091, E, 7, 0, 0, 0, 0, 0
INVAR-12, Run: 092, E, 7, 0, 0, 0, 0, 0
INVAR-12, Run: 093, E, 7, 0, 0, 0, 0, 0
INVAR-12, Run: 094, E, 7, 0, 0, 0, 0, 0
INVAR-12, Run: 095, E, 7, 0, 0, 0, 0, 0
INVAR-12, Run: 096, E, 7, 0, 0, 0, 0, 0
INVAR-12, Run: 097, E, 7, 0, 0, 0, 0, 0
INVAR-12, Run: 098, E, 7, 0, 0, 0, 0, 0
INVAR-12, Run: 099, E, 7, 0, 0, 0, 0, 0
INVAR-12, Run: 100, E, 7, 0, 0, 0, 0, 0
INVAR-13, Run: 001, E, 1, 0, 0, 0, 0, 0
INVAR-13, Run: 002, E, 1, 0, 0, 0, 0, 0
INVAR-13, Run: 003, E, 1, 0, 0, 0, 0, 0
INVAR-13, Run: 004, E, 1, 0, 0, 0, 0, 0
INVAR-13, Run: 005, E, 1, 0, 0, 0, 0, 0
INVAR-13, Run: 006, E, 1, 0, 0, 0, 0, 0
INVAR-13, Run: 007, E, 1, 0, 0, 0, 0, 0
INVAR-13, Run: 008, E, 1, 0, 0, 0, 0, 0
INVAR-13, Run: 009, E, 1, 0, 0, 0, 0, 0
INVAR-13, Run: 010, E, 1, 0, 0, 0, 0, 0
INVAR-13, Run: 011, E, 1, 0, 0, 0, 0, 0
INVAR-13, Run: 012, E, 1, 0, 0, 0, 0, 0
INVAR-13, Run: 013, E, 1, 0, 0, 0, 0, 0
INVAR-13, Run: 014, E, 1, 0, 0, 0, 0, 0
INVAR-13, Run: 015, E, 1, 0, 0, 0, 0, 0
INVAR-13, Run: 016, E, 1, 0, 0, 0, 0, 0
INVAR-13, Run: 017, E, 1, 0, 0, 0, 0, 0
INVAR-13, Run: 018, E, 1, 0, 0, 0, 0, 0
INVAR-13, Run: 019, E, 1, 0, 0, 0, 0, 0
INVAR-13, Run: 020, E, 1, 0, 0, 0, 0, 0
INVAR-13, Run: 021, E, 1, 0, 0, 0, 0, 0
