Input Number, Run_Number, Result@ 1000, A, B, H, C, L4, L1, L5, U, Y, T1, T2, T3, T4, T5, T6, R, L2, D, L3, O1, O2, O3, O4, Reaction10, Reaction11, Reaction12, Reaction13, Reaction14, Reaction15, Reaction16, Reaction17, Reaction19, Reaction2, Reaction20, Reaction21, Reaction22, Reaction23, Reaction24, Reaction25, Reaction3, Reaction4, Reaction5, Reaction6, Reaction8, Reaction9
INVAR-1, Run: 092, P, 0, 10, 0, 0, 0, 0, 0, 1, 100, 1, 0, 1, 0, 0, 1, 1, 0, 47, 0, 9, 0, 1, 9, 24, 5, 1, 49609, 49079, 48620, 48086, 47583, 530, 276, 458, 534, 503, 507, 47075, 47028, 180, 130, 106, 101, 96, 50
INVAR-1, Run: 093, P, 0, 10, 0, 0, 0, 97, 3, 0, 0, 50, 0, 0, 0, 0, 0, 1, 0, 0, 0, 9, 0, 1, 9, 8, 6, 1, 15, 0, 0, 0, 0, 15, 88, 0, 0, 0, 0, 0, 0, 54, 18, 10, 1, 34, 36
INVAR-1, Run: 094, P, 0, 10, 0, 0, 0, 88, 12, 0, 0, 50, 0, 0, 0, 0, 0, 1, 0, 0, 0, 9, 0, 1, 9, 19, 6, 23, 97, 79, 66, 61, 55, 18, 97, 13, 5, 6, 5, 50, 50, 84, 60, 41, 23, 13, 24
INVAR-1, Run: 095, P, 10, 0, 0, 0, 0, 0, 0, 6, 100, 0, 1, 0, 1, 0, 0, 1, 0, 48, 0, 0, 1, 2, 0, 0, 0, 0, 49583, 49063, 48603, 48094, 47617, 519, 100, 460, 508, 477, 474, 47143, 47095, 100, 100, 100, 100, 0, 0
INVAR-1, Run: 096, P, 0, 10, 0, 0, 0, 83, 17, 0, 0, 50, 0, 0, 0, 0, 0, 1, 0, 0, 0, 9, 0, 1, 9, 22, 6, 15, 78, 62, 54, 49, 46, 16, 94, 8, 5, 3, 3, 43, 43, 77, 60, 38, 15, 17, 17
INVAR-1, Run: 097, P, 0, 10, 0, 0, 0, 100, 0, 0, 0, 50, 0, 0, 0, 0, 0, 1, 0, 0, 0, 9, 0, 1, 9, 20, 6, 6, 43, 11, 2, 0, 0, 32, 124, 9, 2, 0, 0, 0, 0, 77, 32, 12, 6, 47, 45
INVAR-1, Run: 098, P, 0, 10, 0, 0, 2, 95, 0, 0, 0, 50, 0, 0, 0, 0, 0, 1, 2, 0, 1, 9, 0, 1, 9, 34, 6, 2, 53, 27, 15, 3, 1, 26, 378, 12, 12, 2, 0, 1, 1, 124, 44, 8, 2, 252, 79
INVAR-1, Run: 099, P, 0, 10, 0, 0, 0, 92, 0, 0, 0, 50, 0, 0, 0, 0, 0, 1, 7, 0, 1, 15, 6, 7, 15, 11, 6, 0, 0, 0, 0, 0, 0, 0, 267, 0, 0, 0, 0, 0, 0, 60, 17, 6, 0, 200, 42
INVAR-1, Run: 100, P, 0, 10, 0, 0, 0, 95, 0, 0, 0, 50, 0, 0, 0, 0, 0, 1, 4, 0, 1, 9, 0, 1, 9, 15, 6, 4, 41, 16, 6, 1, 0, 25, 188, 10, 5, 1, 0, 0, 0, 70, 25, 10, 4, 114, 44
INVAR-2, Run: 001, P, 0, 0, 0, 100, 0, 98, 0, 0, 0, 50, 0, 0, 0, 0, 0, 1, 2, 0, 0, 91, 101, 11, 91, 14, 6, 0, 0, 0, 0, 0, 0, 0, 923, 0, 0, 0, 0, 0, 0, 112, 20, 6, 0, 809, 92
INVAR-2, Run: 002, P, 0, 100, 0, 0, 1, 96, 1, 0, 0, 50, 0, 0, 0, 0, 0, 1, 1, 0, 1, 91, 1, 11, 91, 44, 6, 1, 2, 0, 0, 0, 0, 2, 1422, 0, 0, 0, 0, 0, 0, 252, 53, 8, 1, 1169, 198
INVAR-2, Run: 003, P, 0, 0, 0, 100, 0, 95, 1, 0, 0, 50, 0, 0, 0, 0, 0, 1, 4, 0, 0, 202, 212, 122, 202, 28, 6, 0, 0, 0, 0, 0, 0, 0, 1563, 0, 0, 0, 0, 0, 0, 194, 35, 7, 0, 1365, 159
INVAR-2, Run: 004, P, 100, 0, 0, 0, 0, 100, 0, 0, 0, 50, 0, 0, 0, 0, 0, 1, 0, 0, 0, 91, 101, 111, 91, 16, 6, 0, 0, 0, 0, 0, 0, 0, 962, 0, 0, 0, 0, 0, 0, 148, 22, 6, 0, 814, 126
INVAR-2, Run: 005, P, 0, 0, 0, 100, 2, 81, 2, 0, 0, 50, 0, 0, 0, 0, 0, 1, 11, 0, 4, 93, 103, 13, 93, 23, 6, 0, 0, 0, 0, 0, 0, 0, 1138, 0, 0, 0, 0, 0, 0, 193, 33, 8, 0, 934, 156
INVAR-2, Run: 006, P, 0, 0, 0, 100, 0, 0, 0, 1, 100, 0, 0, 2, 1, 0, 0, 1, 0, 47, 0, 90, 100, 10, 90, 15, 5, 0, 49526, 49018, 48522, 48027, 47553, 508, 945, 494, 494, 474, 456, 47097, 47050, 226, 120, 105, 100, 719, 106
INVAR-2, Run: 007, P, 100, 0, 0, 0, 0, 99, 1, 0, 0, 50, 0, 0, 0, 0, 0, 1, 0, 0, 0, 324, 334, 344, 324, 24, 6, 0, 0, 0, 0, 0, 0, 0, 1861, 0, 0, 0, 0, 0, 0, 163, 31, 7, 0, 1698, 132
INVAR-2, Run: 008, P, 0, 0, 0, 100, 1, 93, 0, 0, 0, 50, 0, 0, 0, 0, 0, 1, 3, 0, 3, 194, 204, 114, 194, 39, 6, 2, 14, 3, 0, 0, 0, 11, 1575, 3, 0, 0, 0, 0, 0, 210, 48, 8, 2, 1362, 159
INVAR-2, Run: 009, P, 100, 0, 0, 0, 5, 78, 0, 0, 0, 50, 0, 0, 0, 0, 0, 1, 14, 0, 3, 199, 209, 219, 199, 29, 6, 1, 2, 0, 0, 0, 0, 2, 1685, 0, 0, 0, 0, 0, 0, 216, 41, 7, 1, 1455, 172
INVAR-2, Run: 010, P, 0, 100, 0, 0, 0, 87, 0, 0, 0, 50, 0, 0, 0, 0, 0, 1, 8, 0, 5, 96, 6, 16, 96, 22, 6, 0, 0, 0, 0, 0, 0, 0, 1138, 0, 0, 0, 0, 0, 0, 158, 28, 6, 0, 972, 125
INVAR-2, Run: 011, P, 0, 100, 0, 0, 0, 0, 0, 1, 100, 0, 0, 0, 1, 1, 0, 1, 0, 48, 0, 90, 0, 10, 90, 28, 5, 3, 49536, 48991, 48466, 47985, 47474, 545, 1276, 525, 480, 510, 493, 46981, 46933, 272, 136, 108, 103, 1004, 136
INVAR-2, Run: 012, P, 0, 100, 0, 0, 0, 0, 0, 1, 100, 0, 2, 0, 0, 1, 1, 1, 0, 46, 0, 90, 0, 10, 90, 35, 5, 0, 49584, 49012, 48523, 47994, 47483, 570, 1124, 489, 529, 510, 481, 47001, 46955, 274, 140, 105, 100, 850, 134
INVAR-2, Run: 013, P, 0, 100, 0, 0, 0, 99, 1, 0, 0, 50, 0, 0, 0, 0, 0, 1, 0, 0, 0, 91, 1, 11, 91, 34, 6, 2, 18, 5, 2, 0, 0, 13, 1160, 3, 2, 0, 0, 0, 0, 209, 43, 9, 2, 951, 166
INVAR-2, Run: 014, P, 0, 100, 0, 0, 0, 0, 0, 1, 100, 1, 0, 0, 0, 0, 0, 1, 0, 49, 0, 91, 1, 11, 91, 30, 5, 0, 49193, 48693, 48189, 47723, 47246, 500, 1206, 504, 466, 477, 448, 46798, 46749, 272, 135, 105, 100, 934, 137
INVAR-2, Run: 015, P, 0, 0, 0, 100, 0, 95, 1, 0, 0, 50, 0, 0, 0, 0, 0, 1, 3, 0, 1, 189, 199, 109, 189, 31, 6, 0, 0, 0, 0, 0, 0, 0, 1676, 0, 0, 0, 0, 0, 0, 223, 38, 7, 0, 1450, 184
INVAR-2, Run: 016, P, 0, 100, 0, 0, 0, 99, 1, 0, 0, 50, 0, 0, 0, 0, 0, 1, 0, 0, 0, 91, 1, 11, 91, 13, 6, 0, 0, 0, 0, 0, 0, 0, 953, 0, 0, 0, 0, 0, 0, 151, 20, 7, 0, 802, 131
INVAR-2, Run: 017, P, 0, 100, 0, 0, 0, 100, 0, 0, 0, 50, 0, 0, 0, 0, 0, 1, 0, 0, 0, 201, 111, 121, 201, 14, 6, 1, 3, 0, 0, 0, 0, 3, 1507, 0, 0, 0, 0, 0, 0, 155, 21, 7, 1, 1352, 134
INVAR-2, Run: 018, P, 0, 0, 0, 100, 0, 100, 0, 0, 0, 50, 0, 0, 0, 0, 0, 1, 0, 0, 0, 95, 105, 15, 95, 19, 6, 0, 0, 0, 0, 0, 0, 0, 1008, 0, 0, 0, 0, 0, 0, 123, 25, 6, 0, 885, 98
INVAR-2, Run: 019, P, 100, 0, 0, 0, 0, 93, 0, 0, 0, 50, 0, 0, 0, 0, 0, 1, 6, 0, 1, 100, 110, 120, 100, 16, 6, 0, 0, 0, 0, 0, 0, 0, 1221, 0, 0, 0, 0, 0, 0, 168, 22, 6, 0, 1047, 145
INVAR-2, Run: 020, P, 100, 0, 0, 0, 0, 81, 1, 0, 0, 50, 0, 0, 0, 0, 0, 1, 11, 0, 7, 93, 103, 113, 93, 29, 6, 0, 0, 0, 0, 0, 0, 0, 1113, 0, 0, 0, 0, 0, 0, 184, 36, 7, 0, 918, 141
INVAR-2, Run: 021, P, 100, 0, 0, 0, 0, 99, 0, 0, 0, 50, 0, 0, 0, 0, 0, 1, 1, 0, 0, 2040, 2050, 2060, 2040, 29, 6, 0, 0, 0, 0, 0, 0, 0, 3925, 0, 0, 0, 0, 0, 0, 256, 35, 6, 0, 3668, 221
INVAR-2, Run: 022, P, 0, 0, 0, 100, 0, 94, 0, 0, 0, 50, 0, 0, 0, 0, 0, 1, 5, 0, 1, 91, 101, 11, 91, 15, 6, 0, 0, 0, 0, 0, 0, 0, 1114, 0, 0, 0, 0, 0, 0, 156, 21, 6, 0, 953, 134
INVAR-2, Run: 023, P, 0, 0, 0, 100, 2, 74, 3, 0, 0, 50, 0, 0, 0, 0, 0, 1, 15, 0, 6, 93, 103, 13, 93, 24, 6, 2, 9, 0, 0, 0, 0, 9, 1351, 0, 0, 0, 0, 0, 0, 211, 37, 11, 2, 1125, 168
INVAR-2, Run: 024, P, 100, 0, 0, 0, 0, 0, 0, 1, 100, 1, 0, 1, 2, 0, 1, 1, 0, 45, 0, 101, 111, 121, 101, 22, 5, 1, 49220, 48726, 48262, 47776, 47289, 494, 1449, 463, 484, 487, 456, 46832, 46787, 307, 128, 106, 101, 1142, 179
INVAR-2, Run: 025, P, 100, 0, 0, 0, 0, 87, 0, 0, 0, 50, 0, 0, 0, 0, 0, 1, 12, 0, 1, 94, 104, 114, 94, 41, 6, 1, 3, 1, 0, 0, 0, 2, 1248, 1, 0, 0, 0, 0, 0, 197, 48, 7, 1, 1039, 148
INVAR-2, Run: 026, P, 0, 100, 0, 0, 0, 98, 1, 0, 0, 50, 0, 0, 0, 0, 0, 1, 1, 0, 0, 200, 110, 120, 200, 21, 6, 0, 0, 0, 0, 0, 0, 0, 1513, 0, 0, 0, 0, 0, 0, 186, 28, 7, 0, 1326, 158
INVAR-2, Run: 027, P, 0, 0, 0, 100, 0, 0, 0, 1, 100, 0, 0, 0, 2, 0, 0, 1, 0, 48, 0, 91, 101, 11, 91, 18, 5, 1, 48915, 48445, 47975, 47500, 47007, 470, 1283, 470, 473, 493, 501, 46506, 46458, 257, 124, 106, 101, 1026, 133
INVAR-2, Run: 028, P, 0, 0, 0, 100, 0, 0, 0, 1, 100, 0, 1, 0, 0, 0, 0, 1, 0, 49, 0, 93, 103, 13, 93, 25, 5, 0, 49465, 48978, 48425, 47925, 47407, 486, 1225, 553, 500, 518, 443, 46964, 46915, 251, 130, 105, 100, 974, 121
INVAR-2, Run: 029, P, 0, 0, 0, 100, 0, 0, 0, 1, 100, 0, 0, 0, 2, 1, 1, 1, 0, 46, 0, 205, 215, 125, 205, 34, 5, 1, 49316, 48810, 48276, 47764, 47283, 506, 1770, 534, 510, 480, 517, 46765, 46719, 333, 140, 106, 101, 1437, 193
INVAR-2, Run: 030, P, 0, 0, 0, 100, 0, 0, 0, 1, 100, 2, 0, 0, 1, 1, 0, 1, 0, 46, 0, 90, 100, 10, 90, 19, 5, 1, 49494, 48932, 48449, 47938, 47488, 562, 1260, 483, 510, 449, 496, 46992, 46946, 248, 125, 106, 101, 1012, 123
INVAR-2, Run: 031, P, 100, 0, 0, 0, 0, 100, 0, 0, 0, 50, 0, 0, 0, 0, 0, 1, 0, 0, 0, 208, 218, 228, 208, 19, 6, 0, 0, 0, 0, 0, 0, 0, 1406, 0, 0, 0, 0, 0, 0, 136, 25, 6, 0, 1270, 111
INVAR-2, Run: 032, P, 100, 0, 0, 0, 0, 94, 1, 0, 0, 50, 0, 0, 0, 0, 0, 1, 5, 0, 0, 312, 322, 332, 312, 27, 6, 0, 0, 0, 0, 0, 0, 0, 1734, 0, 0, 0, 0, 0, 0, 190, 34, 7, 0, 1539, 156
INVAR-2, Run: 033, P, 100, 0, 0, 0, 0, 0, 0, 1, 100, 0, 1, 0, 0, 0, 0, 1, 0, 49, 0, 87, 97, 107, 87, 20, 5, 2, 49155, 48664, 48154, 47637, 47165, 490, 1191, 510, 517, 472, 479, 46686, 46637, 269, 127, 107, 102, 922, 142
INVAR-2, Run: 034, P, 0, 100, 0, 0, 0, 99, 0, 0, 0, 50, 0, 0, 0, 0, 0, 1, 0, 0, 1, 90, 0, 10, 90, 21, 6, 0, 0, 0, 0, 0, 0, 0, 1184, 0, 0, 0, 0, 0, 0, 176, 27, 6, 0, 1008, 148
INVAR-2, Run: 035, P, 0, 100, 0, 0, 0, 83, 5, 0, 0, 50, 0, 0, 0, 0, 0, 1, 7, 0, 5, 90, 0, 10, 90, 22, 6, 0, 0, 0, 0, 0, 0, 0, 1055, 0, 0, 0, 0, 0, 0, 165, 33, 11, 0, 883, 127
INVAR-2, Run: 036, P, 0, 100, 0, 0, 0, 97, 1, 0, 0, 50, 0, 0, 0, 0, 0, 1, 2, 0, 0, 90, 0, 10, 90, 31, 6, 0, 0, 0, 0, 0, 0, 0, 1542, 0, 0, 0, 0, 0, 0, 250, 38, 7, 0, 1290, 212
INVAR-2, Run: 037, P, 0, 100, 0, 0, 0, 100, 0, 0, 0, 50, 0, 0, 0, 0, 0, 1, 0, 0, 0, 312, 222, 232, 312, 33, 6, 1, 7, 0, 0, 0, 0, 7, 1979, 0, 0, 0, 0, 0, 0, 223, 40, 7, 1, 1756, 183
INVAR-2, Run: 038, P, 100, 0, 0, 0, 0, 0, 0, 1, 100, 0, 0, 0, 1, 0, 1, 1, 0, 48, 0, 95, 105, 115, 95, 33, 5, 1, 49211, 48714, 48253, 47752, 47251, 497, 1556, 461, 500, 501, 476, 46774, 46726, 302, 139, 106, 101, 1254, 163
INVAR-2, Run: 039, P, 0, 100, 0, 0, 0, 100, 0, 0, 0, 50, 0, 0, 0, 0, 0, 1, 0, 0, 0, 92, 2, 12, 92, 39, 6, 2, 30, 8, 1, 0, 0, 22, 1233, 7, 1, 0, 0, 0, 0, 188, 47, 8, 2, 1045, 141
INVAR-2, Run: 040, P, 100, 0, 0, 0, 0, 100, 0, 0, 0, 50, 0, 0, 0, 0, 0, 1, 0, 0, 0, 95, 105, 115, 95, 14, 6, 0, 0, 0, 0, 0, 0, 0, 1011, 0, 0, 0, 0, 0, 0, 143, 20, 6, 0, 868, 123
INVAR-2, Run: 041, P, 100, 0, 0, 0, 0, 100, 0, 0, 0, 50, 0, 0, 0, 0, 0, 1, 0, 0, 0, 335, 345, 355, 335, 22, 6, 0, 0, 0, 0, 0, 0, 0, 1603, 0, 0, 0, 0, 0, 0, 164, 28, 6, 0, 1439, 136
INVAR-2, Run: 042, P, 0, 100, 0, 0, 2, 89, 0, 0, 0, 50, 0, 0, 0, 0, 0, 1, 9, 0, 0, 193, 103, 113, 193, 21, 6, 0, 0, 0, 0, 0, 0, 0, 1513, 0, 0, 0, 0, 0, 0, 169, 29, 6, 0, 1335, 140
INVAR-2, Run: 043, P, 0, 100, 0, 0, 0, 0, 0, 1, 100, 0, 1, 0, 0, 2, 2, 1, 0, 45, 0, 99, 9, 19, 99, 29, 5, 2, 49316, 48801, 48317, 47828, 47324, 514, 1410, 484, 489, 502, 442, 46880, 46835, 340, 136, 107, 102, 1070, 204
INVAR-2, Run: 044, P, 0, 100, 0, 0, 2, 84, 1, 0, 0, 50, 0, 0, 0, 0, 0, 1, 10, 0, 3, 92, 2, 12, 92, 21, 6, 4, 76, 42, 21, 9, 4, 34, 1035, 21, 12, 5, 1, 3, 3, 129, 34, 11, 4, 896, 92
INVAR-2, Run: 045, P, 0, 100, 0, 0, 0, 95, 0, 0, 0, 50, 0, 0, 0, 0, 0, 1, 5, 0, 0, 927, 837, 847, 927, 26, 6, 1, 5, 0, 0, 0, 0, 5, 2692, 0, 0, 0, 0, 0, 0, 219, 33, 7, 1, 2468, 186
INVAR-2, Run: 046, P, 0, 0, 0, 100, 0, 96, 1, 0, 0, 50, 0, 0, 0, 0, 0, 1, 3, 0, 0, 93, 103, 13, 93, 26, 6, 2, 22, 3, 1, 0, 0, 19, 1132, 2, 1, 0, 0, 0, 0, 181, 35, 9, 2, 948, 146
INVAR-2, Run: 047, P, 0, 0, 0, 100, 0, 78, 0, 0, 0, 50, 0, 0, 0, 0, 0, 1, 15, 0, 7, 195, 205, 115, 195, 48, 6, 0, 0, 0, 0, 0, 0, 0, 1905, 0, 0, 0, 0, 0, 0, 277, 54, 6, 0, 1613, 216
INVAR-2, Run: 048, P, 100, 0, 0, 0, 0, 100, 0, 0, 0, 50, 0, 0, 0, 0, 0, 1, 0, 0, 0, 91, 101, 111, 91, 18, 6, 2, 25, 4, 0, 0, 0, 21, 1010, 4, 0, 0, 0, 0, 0, 155, 26, 8, 2, 855, 129
INVAR-2, Run: 049, P, 0, 100, 0, 0, 2, 73, 3, 0, 0, 50, 0, 0, 0, 0, 0, 1, 11, 0, 11, 200, 110, 120, 200, 45, 6, 1, 1, 0, 0, 0, 0, 1, 1802, 0, 0, 0, 0, 0, 0, 240, 57, 10, 1, 1551, 172
INVAR-2, Run: 050, P, 100, 0, 0, 0, 0, 97, 0, 0, 0, 50, 0, 0, 0, 0, 0, 1, 3, 0, 0, 89, 99, 109, 89, 16, 6, 1, 14, 2, 1, 0, 0, 12, 1013, 1, 1, 0, 0, 0, 0, 130, 23, 7, 1, 880, 107
INVAR-2, Run: 051, P, 0, 0, 0, 100, 0, 98, 0, 0, 0, 50, 0, 0, 0, 0, 0, 1, 2, 0, 0, 94, 104, 14, 94, 17, 6, 0, 0, 0, 0, 0, 0, 0, 950, 0, 0, 0, 0, 0, 0, 133, 23, 6, 0, 815, 110
INVAR-2, Run: 052, P, 0, 0, 0, 100, 0, 97, 1, 0, 0, 50, 0, 0, 0, 0, 0, 1, 1, 0, 1, 92, 102, 12, 92, 24, 6, 1, 1, 0, 0, 0, 0, 1, 1090, 0, 0, 0, 0, 0, 0, 193, 32, 8, 1, 896, 160
INVAR-2, Run: 053, P, 0, 0, 0, 100, 1, 88, 0, 0, 0, 50, 0, 0, 0, 0, 0, 1, 7, 0, 4, 93, 103, 13, 93, 21, 6, 1, 5, 1, 0, 0, 0, 4, 1063, 1, 0, 0, 0, 0, 0, 156, 29, 7, 1, 900, 123
INVAR-2, Run: 054, P, 0, 0, 0, 100, 0, 99, 1, 0, 0, 50, 0, 0, 0, 0, 0, 1, 0, 0, 0, 195, 205, 115, 195, 33, 6, 1, 0, 0, 0, 0, 0, 0, 1762, 0, 0, 0, 0, 0, 0, 222, 41, 8, 1, 1540, 181
INVAR-2, Run: 055, P, 0, 100, 0, 0, 1, 96, 1, 0, 0, 50, 0, 0, 0, 0, 0, 1, 1, 0, 1, 92, 2, 12, 92, 10, 6, 0, 0, 0, 0, 0, 0, 0, 871, 0, 0, 0, 0, 0, 0, 115, 18, 7, 0, 755, 96
INVAR-2, Run: 056, P, 0, 0, 0, 100, 1, 62, 4, 0, 0, 50, 0, 0, 0, 0, 0, 1, 23, 0, 10, 209, 219, 129, 209, 23, 6, 0, 0, 0, 0, 0, 0, 0, 1553, 0, 0, 0, 0, 0, 0, 191, 34, 10, 0, 1339, 147
INVAR-2, Run: 057, P, 100, 0, 0, 0, 3, 74, 2, 0, 0, 50, 0, 0, 0, 0, 0, 1, 17, 0, 4, 443, 453, 463, 443, 20, 6, 0, 0, 0, 0, 0, 0, 0, 1920, 0, 0, 0, 0, 0, 0, 163, 31, 8, 0, 1740, 128
INVAR-2, Run: 058, P, 100, 0, 0, 0, 0, 100, 0, 0, 0, 50, 0, 0, 0, 0, 0, 1, 0, 0, 0, 411, 421, 431, 411, 24, 6, 0, 0, 0, 0, 0, 0, 0, 2317, 0, 0, 0, 0, 0, 0, 231, 30, 6, 0, 2086, 201
INVAR-2, Run: 059, P, 0, 100, 0, 0, 0, 100, 0, 0, 0, 50, 0, 0, 0, 0, 0, 1, 0, 0, 0, 90, 0, 10, 90, 31, 6, 0, 0, 0, 0, 0, 0, 0, 1052, 0, 0, 0, 0, 0, 0, 166, 37, 6, 0, 886, 129
INVAR-2, Run: 060, P, 0, 100, 0, 0, 1, 72, 4, 0, 0, 50, 0, 0, 0, 0, 0, 1, 15, 0, 8, 551, 461, 471, 551, 27, 6, 0, 0, 0, 0, 0, 0, 0, 2380, 0, 0, 0, 0, 0, 0, 211, 38, 10, 0, 2154, 165
INVAR-2, Run: 061, P, 100, 0, 0, 0, 1, 61, 1, 0, 2, 15, 11, 6, 3, 4, 3, 1, 26, 8, 9, 207, 217, 227, 207, 37, 6, 2, 33162, 22064, 14686, 9774, 6588, 11087, 1837, 7372, 4909, 3182, 2226, 4359, 4351, 266, 49, 11, 4, 1545, 208
INVAR-2, Run: 062, P, 0, 0, 0, 100, 0, 0, 0, 1, 100, 0, 0, 0, 0, 1, 1, 1, 0, 48, 0, 98, 108, 18, 98, 22, 5, 1, 49209, 48725, 48234, 47744, 47267, 484, 1243, 491, 490, 476, 475, 46791, 46743, 240, 128, 106, 101, 1003, 112
INVAR-2, Run: 063, P, 0, 0, 0, 100, 0, 100, 0, 0, 0, 50, 0, 0, 0, 0, 0, 1, 0, 0, 0, 966, 976, 886, 966, 24, 6, 2, 3, 0, 0, 0, 0, 3, 2781, 0, 0, 0, 0, 0, 0, 210, 32, 8, 2, 2571, 178
INVAR-2, Run: 064, P, 0, 100, 0, 0, 0, 0, 0, 1, 100, 1, 0, 0, 0, 0, 2, 1, 0, 47, 0, 94, 4, 14, 94, 33, 5, 0, 49255, 48773, 48304, 47819, 47337, 482, 1209, 469, 485, 482, 483, 46852, 46805, 293, 138, 105, 100, 916, 155
INVAR-2, Run: 065, P, 0, 0, 0, 100, 1, 96, 2, 0, 0, 50, 0, 0, 0, 0, 0, 1, 1, 0, 0, 95, 105, 15, 95, 30, 6, 0, 0, 0, 0, 0, 0, 0, 1445, 0, 0, 0, 0, 0, 0, 227, 39, 8, 0, 1217, 188
INVAR-2, Run: 066, P, 0, 0, 0, 100, 2, 77, 1, 0, 1, 24, 12, 7, 1, 3, 0, 1, 15, 3, 4, 93, 103, 13, 93, 28, 6, 1, 24804, 12413, 6250, 3124, 1578, 12379, 1022, 6156, 3125, 1543, 770, 808, 805, 177, 39, 9, 2, 830, 134
INVAR-2, Run: 067, P, 100, 0, 0, 0, 0, 82, 1, 0, 1, 21, 15, 8, 3, 1, 1, 1, 8, 1, 8, 94, 104, 114, 94, 21, 6, 2, 25013, 12586, 6275, 3176, 1592, 12412, 1224, 6303, 3096, 1583, 799, 792, 791, 192, 31, 10, 3, 1024, 153
INVAR-2, Run: 068, P, 0, 100, 0, 0, 1, 65, 1, 0, 1, 28, 11, 8, 3, 0, 0, 1, 22, 0, 10, 93, 3, 13, 93, 29, 6, 0, 24924, 12482, 6250, 3055, 1537, 12431, 1390, 6224, 3192, 1518, 782, 755, 755, 169, 38, 8, 1, 1199, 121
INVAR-2, Run: 069, P, 100, 0, 0, 0, 0, 96, 2, 0, 0, 50, 0, 0, 0, 0, 0, 1, 2, 0, 0, 95, 105, 115, 95, 35, 6, 1, 21, 2, 0, 0, 0, 19, 1247, 2, 0, 0, 0, 0, 0, 203, 44, 9, 1, 1042, 159
INVAR-2, Run: 070, P, 0, 100, 0, 0, 0, 89, 0, 0, 0, 50, 0, 0, 0, 0, 0, 1, 7, 0, 4, 91, 1, 11, 91, 24, 6, 0, 0, 0, 0, 0, 0, 0, 1098, 0, 0, 0, 0, 0, 0, 157, 30, 6, 0, 934, 123
INVAR-2, Run: 071, P, 0, 0, 0, 100, 0, 0, 0, 1, 100, 0, 0, 0, 0, 0, 0, 1, 0, 50, 0, 97, 107, 17, 97, 16, 5, 1, 49097, 48587, 48084, 47592, 47116, 510, 1147, 503, 492, 476, 465, 46651, 46601, 251, 122, 106, 101, 896, 129
INVAR-2, Run: 072, P, 0, 0, 0, 100, 0, 86, 0, 0, 0, 50, 0, 0, 0, 0, 0, 1, 8, 0, 6, 203, 213, 123, 203, 30, 6, 0, 0, 0, 0, 0, 0, 0, 1819, 0, 0, 0, 0, 0, 0, 233, 36, 6, 0, 1578, 191
INVAR-2, Run: 073, P, 0, 100, 0, 0, 0, 0, 0, 1, 100, 0, 0, 0, 1, 1, 0, 1, 0, 48, 0, 306, 216, 226, 306, 18, 5, 1, 49327, 48785, 48301, 47793, 47295, 542, 2067, 484, 507, 497, 465, 46830, 46782, 289, 124, 106, 101, 1778, 165
INVAR-2, Run: 074, P, 0, 100, 0, 0, 0, 0, 0, 1, 100, 1, 2, 1, 0, 0, 0, 1, 0, 46, 0, 835, 745, 755, 835, 26, 5, 0, 49284, 48775, 48257, 47740, 47271, 507, 2975, 517, 517, 469, 495, 46776, 46730, 320, 131, 105, 100, 2655, 189
INVAR-2, Run: 075, P, 0, 100, 0, 0, 0, 97, 2, 0, 0, 50, 0, 0, 0, 0, 0, 1, 1, 0, 0, 197, 107, 117, 197, 35, 6, 0, 0, 0, 0, 0, 0, 0, 1923, 0, 0, 0, 0, 0, 0, 266, 43, 8, 0, 1656, 223
INVAR-2, Run: 076, P, 0, 100, 0, 0, 0, 90, 4, 0, 0, 50, 0, 0, 0, 0, 0, 1, 2, 0, 4, 936, 846, 856, 936, 36, 6, 2, 24, 5, 0, 0, 0, 19, 2869, 5, 0, 0, 0, 0, 0, 260, 48, 12, 2, 2607, 208
INVAR-2, Run: 077, P, 0, 100, 0, 0, 2, 88, 0, 0, 0, 50, 0, 0, 0, 0, 0, 1, 10, 0, 0, 91, 1, 11, 91, 24, 6, 0, 0, 0, 0, 0, 0, 0, 1273, 0, 0, 0, 0, 0, 0, 198, 32, 6, 0, 1065, 166
INVAR-2, Run: 078, P, 100, 0, 0, 0, 3, 71, 1, 0, 0, 50, 0, 0, 0, 0, 0, 1, 16, 0, 9, 101, 111, 121, 101, 24, 6, 2, 7, 0, 0, 0, 0, 7, 1239, 0, 0, 0, 0, 0, 0, 189, 36, 9, 2, 1034, 144
INVAR-2, Run: 079, P, 0, 100, 0, 0, 0, 93, 0, 0, 0, 50, 0, 0, 0, 0, 0, 1, 7, 0, 0, 90, 0, 10, 90, 31, 6, 0, 0, 0, 0, 0, 0, 0, 1338, 0, 0, 0, 0, 0, 0, 197, 37, 6, 0, 1134, 160
INVAR-2, Run: 080, P, 0, 100, 0, 0, 2, 78, 3, 0, 1, 24, 13, 7, 2, 2, 0, 1, 12, 2, 4, 320, 230, 240, 320, 47, 6, 1, 24899, 12468, 6215, 3149, 1579, 12418, 2385, 6246, 3064, 1568, 791, 788, 786, 315, 60, 11, 2, 2058, 251
