Input Number, Run_Number, Result@ 100, X, Y, Z, NEW_REACTION, Reaction1
INVAR-40, Run: 020, P, 181, 0, 129, 110, 129
INVAR-40, Run: 021, P, 170, 0, 129, 99, 129
INVAR-40, Run: 022, P, 172, 0, 129, 101, 129
INVAR-40, Run: 023, P, 160, 0, 129, 89, 129
INVAR-40, Run: 024, P, 150, 0, 129, 79, 129
INVAR-40, Run: 025, P, 164, 0, 129, 93, 129
INVAR-40, Run: 026, P, 168, 0, 129, 97, 129
INVAR-40, Run: 027, P, 175, 0, 129, 104, 129
INVAR-40, Run: 028, P, 173, 0, 129, 102, 129
INVAR-40, Run: 029, P, 187, 0, 129, 116, 129
INVAR-40, Run: 030, P, 164, 0, 129, 93, 129
INVAR-40, Run: 031, P, 178, 0, 129, 107, 129
INVAR-40, Run: 032, P, 188, 0, 129, 117, 129
INVAR-40, Run: 033, P, 176, 0, 129, 105, 129
INVAR-40, Run: 034, P, 189, 0, 129, 118, 129
INVAR-40, Run: 035, P, 174, 0, 129, 103, 129
INVAR-40, Run: 036, P, 162, 0, 129, 91, 129
INVAR-40, Run: 037, P, 163, 0, 129, 92, 129
INVAR-40, Run: 038, P, 160, 0, 129, 89, 129
INVAR-40, Run: 039, P, 169, 0, 129, 98, 129
INVAR-40, Run: 040, P, 164, 0, 129, 93, 129
INVAR-40, Run: 041, P, 158, 0, 129, 87, 129
INVAR-40, Run: 042, P, 186, 0, 129, 115, 129
INVAR-40, Run: 043, P, 168, 0, 129, 97, 129
INVAR-40, Run: 044, P, 156, 0, 129, 85, 129
INVAR-40, Run: 045, P, 173, 0, 129, 102, 129
INVAR-40, Run: 046, P, 180, 0, 129, 109, 129
INVAR-40, Run: 047, P, 176, 0, 129, 105, 129
INVAR-40, Run: 048, P, 165, 0, 129, 94, 129
INVAR-40, Run: 049, P, 157, 0, 129, 86, 129
INVAR-40, Run: 050, P, 169, 0, 129, 98, 129
INVAR-40, Run: 051, P, 160, 0, 129, 89, 129
INVAR-40, Run: 052, P, 164, 0, 129, 93, 129
INVAR-40, Run: 053, P, 159, 0, 129, 88, 129
INVAR-40, Run: 054, P, 165, 0, 129, 94, 129
INVAR-40, Run: 055, P, 172, 0, 129, 101, 129
INVAR-40, Run: 056, P, 163, 0, 129, 92, 129
INVAR-40, Run: 057, P, 164, 0, 129, 93, 129
INVAR-40, Run: 058, P, 166, 0, 129, 95, 129
INVAR-40, Run: 059, P, 172, 0, 129, 101, 129
INVAR-40, Run: 060, P, 167, 0, 129, 96, 129
INVAR-40, Run: 061, P, 164, 0, 129, 93, 129
INVAR-40, Run: 062, P, 195, 0, 129, 124, 129
INVAR-40, Run: 063, P, 159, 0, 129, 88, 129
INVAR-40, Run: 064, P, 174, 0, 129, 103, 129
INVAR-40, Run: 065, P, 170, 0, 129, 99, 129
INVAR-40, Run: 066, P, 166, 0, 129, 95, 129
INVAR-40, Run: 067, P, 180, 0, 129, 109, 129
INVAR-40, Run: 068, P, 166, 0, 129, 95, 129
INVAR-40, Run: 069, P, 160, 0, 129, 89, 129
INVAR-40, Run: 070, P, 173, 0, 129, 102, 129
INVAR-40, Run: 071, P, 165, 0, 129, 94, 129
INVAR-40, Run: 072, P, 196, 0, 129, 125, 129
INVAR-40, Run: 073, P, 152, 0, 129, 81, 129
INVAR-40, Run: 074, P, 201, 0, 129, 130, 129
INVAR-40, Run: 075, P, 170, 0, 129, 99, 129
INVAR-40, Run: 076, P, 159, 0, 129, 88, 129
INVAR-40, Run: 077, P, 162, 0, 129, 91, 129
INVAR-40, Run: 078, P, 178, 0, 129, 107, 129
INVAR-40, Run: 079, P, 167, 0, 129, 96, 129
INVAR-40, Run: 080, P, 142, 0, 129, 71, 129
INVAR-40, Run: 081, P, 179, 0, 129, 108, 129
INVAR-40, Run: 082, P, 178, 0, 129, 107, 129
INVAR-40, Run: 083, P, 171, 0, 129, 100, 129
INVAR-40, Run: 084, P, 170, 0, 129, 99, 129
INVAR-40, Run: 085, P, 159, 0, 129, 88, 129
INVAR-40, Run: 086, P, 169, 0, 129, 98, 129
INVAR-40, Run: 087, P, 184, 0, 129, 113, 129
INVAR-40, Run: 088, P, 161, 0, 129, 90, 129
INVAR-40, Run: 089, P, 173, 0, 129, 102, 129
INVAR-40, Run: 090, P, 166, 0, 129, 95, 129
INVAR-40, Run: 091, P, 165, 0, 129, 94, 129
INVAR-40, Run: 092, P, 180, 0, 129, 109, 129
INVAR-40, Run: 093, P, 164, 0, 129, 93, 129
INVAR-40, Run: 094, P, 184, 0, 129, 113, 129
INVAR-40, Run: 095, P, 164, 0, 129, 93, 129
INVAR-40, Run: 096, P, 158, 0, 129, 87, 129
INVAR-40, Run: 097, P, 174, 0, 129, 103, 129
INVAR-40, Run: 098, P, 180, 0, 129, 109, 129
INVAR-40, Run: 099, P, 159, 0, 129, 88, 129
INVAR-40, Run: 100, P, 195, 0, 129, 124, 129
INVAR-41, Run: 001, P, 157, 0, 0, 107, 0
INVAR-41, Run: 002, P, 148, 0, 0, 98, 0
INVAR-41, Run: 003, P, 143, 0, 0, 93, 0
INVAR-41, Run: 004, P, 141, 0, 0, 91, 0
INVAR-41, Run: 005, P, 141, 0, 0, 91, 0
INVAR-41, Run: 006, P, 157, 0, 0, 107, 0
INVAR-41, Run: 007, P, 141, 0, 0, 91, 0
INVAR-41, Run: 008, P, 146, 0, 0, 96, 0
INVAR-41, Run: 009, P, 156, 0, 0, 106, 0
INVAR-41, Run: 010, P, 149, 0, 0, 99, 0
INVAR-41, Run: 011, P, 166, 0, 0, 116, 0
INVAR-41, Run: 012, P, 144, 0, 0, 94, 0
INVAR-41, Run: 013, P, 140, 0, 0, 90, 0
INVAR-41, Run: 014, P, 160, 0, 0, 110, 0
INVAR-41, Run: 015, P, 134, 0, 0, 84, 0
INVAR-41, Run: 016, P, 140, 0, 0, 90, 0
INVAR-41, Run: 017, P, 153, 0, 0, 103, 0
INVAR-41, Run: 018, P, 148, 0, 0, 98, 0
INVAR-41, Run: 019, P, 157, 0, 0, 107, 0
INVAR-41, Run: 020, P, 140, 0, 0, 90, 0
INVAR-41, Run: 021, P, 150, 0, 0, 100, 0
INVAR-41, Run: 022, P, 163, 0, 0, 113, 0
INVAR-41, Run: 023, P, 151, 0, 0, 101, 0
INVAR-41, Run: 024, P, 157, 0, 0, 107, 0
INVAR-41, Run: 025, P, 161, 0, 0, 111, 0
INVAR-41, Run: 026, P, 166, 0, 0, 116, 0
INVAR-41, Run: 027, P, 155, 0, 0, 105, 0
INVAR-41, Run: 028, P, 157, 0, 0, 107, 0
INVAR-41, Run: 029, P, 142, 0, 0, 92, 0
INVAR-41, Run: 030, P, 141, 0, 0, 91, 0
INVAR-41, Run: 031, P, 151, 0, 0, 101, 0
INVAR-41, Run: 032, P, 143, 0, 0, 93, 0
INVAR-41, Run: 033, P, 152, 0, 0, 102, 0
INVAR-41, Run: 034, P, 184, 0, 0, 134, 0
INVAR-41, Run: 035, P, 160, 0, 0, 110, 0
INVAR-41, Run: 036, P, 154, 0, 0, 104, 0
INVAR-41, Run: 037, P, 150, 0, 0, 100, 0
INVAR-41, Run: 038, P, 159, 0, 0, 109, 0
INVAR-41, Run: 039, P, 159, 0, 0, 109, 0
INVAR-41, Run: 040, P, 171, 0, 0, 121, 0
INVAR-41, Run: 041, P, 155, 0, 0, 105, 0
INVAR-41, Run: 042, P, 155, 0, 0, 105, 0
INVAR-41, Run: 043, P, 137, 0, 0, 87, 0
INVAR-41, Run: 044, P, 165, 0, 0, 115, 0
INVAR-41, Run: 045, P, 146, 0, 0, 96, 0
INVAR-41, Run: 046, P, 145, 0, 0, 95, 0
INVAR-41, Run: 047, P, 149, 0, 0, 99, 0
INVAR-41, Run: 048, P, 151, 0, 0, 101, 0
INVAR-41, Run: 049, P, 168, 0, 0, 118, 0
INVAR-41, Run: 050, P, 153, 0, 0, 103, 0
INVAR-41, Run: 051, P, 158, 0, 0, 108, 0
INVAR-41, Run: 052, P, 145, 0, 0, 95, 0
INVAR-41, Run: 053, P, 158, 0, 0, 108, 0
INVAR-41, Run: 054, P, 144, 0, 0, 94, 0
INVAR-41, Run: 055, P, 148, 0, 0, 98, 0
INVAR-41, Run: 056, P, 176, 0, 0, 126, 0
INVAR-41, Run: 057, P, 135, 0, 0, 85, 0
INVAR-41, Run: 058, P, 153, 0, 0, 103, 0
INVAR-41, Run: 059, P, 141, 0, 0, 91, 0
INVAR-41, Run: 060, P, 159, 0, 0, 109, 0
INVAR-41, Run: 061, P, 160, 0, 0, 110, 0
INVAR-41, Run: 062, P, 155, 0, 0, 105, 0
INVAR-41, Run: 063, P, 159, 0, 0, 109, 0
INVAR-41, Run: 064, P, 142, 0, 0, 92, 0
INVAR-41, Run: 065, P, 150, 0, 0, 100, 0
INVAR-41, Run: 066, P, 129, 0, 0, 79, 0
INVAR-41, Run: 067, P, 153, 0, 0, 103, 0
INVAR-41, Run: 068, P, 151, 0, 0, 101, 0
INVAR-41, Run: 069, P, 145, 0, 0, 95, 0
INVAR-41, Run: 070, P, 155, 0, 0, 105, 0
INVAR-41, Run: 071, P, 162, 0, 0, 112, 0
INVAR-41, Run: 072, P, 161, 0, 0, 111, 0
INVAR-41, Run: 073, P, 158, 0, 0, 108, 0
INVAR-41, Run: 074, P, 151, 0, 0, 101, 0
INVAR-41, Run: 075, P, 149, 0, 0, 99, 0
INVAR-41, Run: 076, P, 141, 0, 0, 91, 0
INVAR-41, Run: 077, P, 151, 0, 0, 101, 0
INVAR-41, Run: 078, P, 160, 0, 0, 110, 0
INVAR-41, Run: 079, P, 158, 0, 0, 108, 0
INVAR-41, Run: 080, P, 147, 0, 0, 97, 0
INVAR-41, Run: 081, P, 144, 0, 0, 94, 0
INVAR-41, Run: 082, P, 149, 0, 0, 99, 0
INVAR-41, Run: 083, P, 156, 0, 0, 106, 0
INVAR-41, Run: 084, P, 158, 0, 0, 108, 0
INVAR-41, Run: 085, P, 150, 0, 0, 100, 0
INVAR-41, Run: 086, P, 169, 0, 0, 119, 0
INVAR-41, Run: 087, P, 164, 0, 0, 114, 0
INVAR-41, Run: 088, P, 153, 0, 0, 103, 0
INVAR-41, Run: 089, P, 147, 0, 0, 97, 0
INVAR-41, Run: 090, P, 150, 0, 0, 100, 0
INVAR-41, Run: 091, P, 161, 0, 0, 111, 0
INVAR-41, Run: 092, P, 155, 0, 0, 105, 0
INVAR-41, Run: 093, P, 155, 0, 0, 105, 0
INVAR-41, Run: 094, P, 158, 0, 0, 108, 0
INVAR-41, Run: 095, P, 179, 0, 0, 129, 0
INVAR-41, Run: 096, P, 162, 0, 0, 112, 0
INVAR-41, Run: 097, P, 149, 0, 0, 99, 0
INVAR-41, Run: 098, P, 157, 0, 0, 107, 0
INVAR-41, Run: 099, P, 133, 0, 0, 83, 0
INVAR-41, Run: 100, P, 149, 0, 0, 99, 0
INVAR-42, Run: 001, P, 188, 0, 0, 88, 0
INVAR-42, Run: 002, P, 192, 0, 0, 92, 0
INVAR-42, Run: 003, P, 197, 0, 0, 97, 0
INVAR-42, Run: 004, P, 208, 0, 0, 108, 0
INVAR-42, Run: 005, P, 196, 0, 0, 96, 0
INVAR-42, Run: 006, P, 196, 0, 0, 96, 0
INVAR-42, Run: 007, P, 213, 0, 0, 113, 0
INVAR-42, Run: 008, P, 212, 0, 0, 112, 0
INVAR-42, Run: 009, P, 200, 0, 0, 100, 0
INVAR-42, Run: 010, P, 196, 0, 0, 96, 0
INVAR-42, Run: 011, P, 184, 0, 0, 84, 0
INVAR-42, Run: 012, P, 214, 0, 0, 114, 0
INVAR-42, Run: 013, P, 189, 0, 0, 89, 0
INVAR-42, Run: 014, P, 173, 0, 0, 73, 0
INVAR-42, Run: 015, P, 217, 0, 0, 117, 0
INVAR-42, Run: 016, P, 206, 0, 0, 106, 0
INVAR-42, Run: 017, P, 200, 0, 0, 100, 0
INVAR-42, Run: 018, P, 218, 0, 0, 118, 0
INVAR-42, Run: 019, P, 211, 0, 0, 111, 0
INVAR-42, Run: 020, P, 196, 0, 0, 96, 0
INVAR-42, Run: 021, P, 201, 0, 0, 101, 0
INVAR-42, Run: 022, P, 190, 0, 0, 90, 0
INVAR-42, Run: 023, P, 189, 0, 0, 89, 0
INVAR-42, Run: 024, P, 208, 0, 0, 108, 0
INVAR-42, Run: 025, P, 193, 0, 0, 93, 0
INVAR-42, Run: 026, P, 203, 0, 0, 103, 0
INVAR-42, Run: 027, P, 212, 0, 0, 112, 0
INVAR-42, Run: 028, P, 204, 0, 0, 104, 0
INVAR-42, Run: 029, P, 206, 0, 0, 106, 0
INVAR-42, Run: 030, P, 199, 0, 0, 99, 0
INVAR-42, Run: 031, P, 201, 0, 0, 101, 0
INVAR-42, Run: 032, P, 218, 0, 0, 118, 0
INVAR-42, Run: 033, P, 199, 0, 0, 99, 0
INVAR-42, Run: 034, P, 202, 0, 0, 102, 0
INVAR-42, Run: 035, P, 214, 0, 0, 114, 0
INVAR-42, Run: 036, P, 212, 0, 0, 112, 0
INVAR-42, Run: 037, P, 215, 0, 0, 115, 0
INVAR-42, Run: 038, P, 204, 0, 0, 104, 0
INVAR-42, Run: 039, P, 201, 0, 0, 101, 0
INVAR-42, Run: 040, P, 191, 0, 0, 91, 0
INVAR-42, Run: 041, P, 197, 0, 0, 97, 0
INVAR-42, Run: 042, P, 186, 0, 0, 86, 0
INVAR-42, Run: 043, P, 192, 0, 0, 92, 0
INVAR-42, Run: 044, P, 188, 0, 0, 88, 0
INVAR-42, Run: 045, P, 191, 0, 0, 91, 0
INVAR-42, Run: 046, P, 198, 0, 0, 98, 0
INVAR-42, Run: 047, P, 200, 0, 0, 100, 0
INVAR-42, Run: 048, P, 193, 0, 0, 93, 0
INVAR-42, Run: 049, P, 214, 0, 0, 114, 0
INVAR-42, Run: 050, P, 204, 0, 0, 104, 0
INVAR-42, Run: 051, P, 211, 0, 0, 111, 0
INVAR-42, Run: 052, P, 195, 0, 0, 95, 0
INVAR-42, Run: 053, P, 174, 0, 0, 74, 0
INVAR-42, Run: 054, P, 191, 0, 0, 91, 0
INVAR-42, Run: 055, P, 205, 0, 0, 105, 0
INVAR-42, Run: 056, P, 194, 0, 0, 94, 0
INVAR-42, Run: 057, P, 211, 0, 0, 111, 0
INVAR-42, Run: 058, P, 199, 0, 0, 99, 0
INVAR-42, Run: 059, P, 203, 0, 0, 103, 0
INVAR-42, Run: 060, P, 192, 0, 0, 92, 0
INVAR-42, Run: 061, P, 222, 0, 0, 122, 0
INVAR-42, Run: 062, P, 199, 0, 0, 99, 0
INVAR-42, Run: 063, P, 195, 0, 0, 95, 0
INVAR-42, Run: 064, P, 188, 0, 0, 88, 0
INVAR-42, Run: 065, P, 184, 0, 0, 84, 0
INVAR-42, Run: 066, P, 198, 0, 0, 98, 0
INVAR-42, Run: 067, P, 199, 0, 0, 99, 0
INVAR-42, Run: 068, P, 200, 0, 0, 100, 0
INVAR-42, Run: 069, P, 190, 0, 0, 90, 0
INVAR-42, Run: 070, P, 199, 0, 0, 99, 0
INVAR-42, Run: 071, P, 195, 0, 0, 95, 0
INVAR-42, Run: 072, P, 194, 0, 0, 94, 0
INVAR-42, Run: 073, P, 182, 0, 0, 82, 0
INVAR-42, Run: 074, P, 204, 0, 0, 104, 0
INVAR-42, Run: 075, P, 196, 0, 0, 96, 0
INVAR-42, Run: 076, P, 186, 0, 0, 86, 0
INVAR-42, Run: 077, P, 197, 0, 0, 97, 0
INVAR-42, Run: 078, P, 203, 0, 0, 103, 0
INVAR-42, Run: 079, P, 195, 0, 0, 95, 0
INVAR-42, Run: 080, P, 196, 0, 0, 96, 0
INVAR-42, Run: 081, P, 195, 0, 0, 95, 0
INVAR-42, Run: 082, P, 193, 0, 0, 93, 0
INVAR-42, Run: 083, P, 214, 0, 0, 114, 0
INVAR-42, Run: 084, P, 184, 0, 0, 84, 0
INVAR-42, Run: 085, P, 201, 0, 0, 101, 0
INVAR-42, Run: 086, P, 188, 0, 0, 88, 0
INVAR-42, Run: 087, P, 201, 0, 0, 101, 0
INVAR-42, Run: 088, P, 197, 0, 0, 97, 0
INVAR-42, Run: 089, P, 205, 0, 0, 105, 0
INVAR-42, Run: 090, P, 199, 0, 0, 99, 0
INVAR-42, Run: 091, P, 200, 0, 0, 100, 0
INVAR-42, Run: 092, P, 216, 0, 0, 116, 0
INVAR-42, Run: 093, P, 206, 0, 0, 106, 0
INVAR-42, Run: 094, P, 188, 0, 0, 88, 0
INVAR-42, Run: 095, P, 200, 0, 0, 100, 0
INVAR-42, Run: 096, P, 193, 0, 0, 93, 0
INVAR-42, Run: 097, P, 216, 0, 0, 116, 0
INVAR-42, Run: 098, P, 207, 0, 0, 107, 0
INVAR-42, Run: 099, P, 199, 0, 0, 99, 0
INVAR-42, Run: 100, P, 207, 0, 0, 107, 0
INVAR-43, Run: 001, P, 302, 0, 0, 102, 0
INVAR-43, Run: 002, P, 295, 0, 0, 95, 0
INVAR-43, Run: 003, P, 308, 0, 0, 108, 0
INVAR-43, Run: 004, P, 295, 0, 0, 95, 0
INVAR-43, Run: 005, P, 304, 0, 0, 104, 0
INVAR-43, Run: 006, P, 302, 0, 0, 102, 0
INVAR-43, Run: 007, P, 284, 0, 0, 84, 0
INVAR-43, Run: 008, P, 306, 0, 0, 106, 0
INVAR-43, Run: 009, P, 287, 0, 0, 87, 0
INVAR-43, Run: 010, P, 304, 0, 0, 104, 0
INVAR-43, Run: 011, P, 314, 0, 0, 114, 0
INVAR-43, Run: 012, P, 306, 0, 0, 106, 0
INVAR-43, Run: 013, P, 315, 0, 0, 115, 0
INVAR-43, Run: 014, P, 294, 0, 0, 94, 0
INVAR-43, Run: 015, P, 298, 0, 0, 98, 0
INVAR-43, Run: 016, P, 305, 0, 0, 105, 0
INVAR-43, Run: 017, P, 314, 0, 0, 114, 0
INVAR-43, Run: 018, P, 309, 0, 0, 109, 0
INVAR-43, Run: 019, P, 293, 0, 0, 93, 0
INVAR-43, Run: 020, P, 293, 0, 0, 93, 0
INVAR-43, Run: 021, P, 292, 0, 0, 92, 0
INVAR-43, Run: 022, P, 316, 0, 0, 116, 0
INVAR-43, Run: 023, P, 301, 0, 0, 101, 0
INVAR-43, Run: 024, P, 302, 0, 0, 102, 0
INVAR-43, Run: 025, P, 294, 0, 0, 94, 0
INVAR-43, Run: 026, P, 297, 0, 0, 97, 0
INVAR-43, Run: 027, P, 296, 0, 0, 96, 0
INVAR-43, Run: 028, P, 299, 0, 0, 99, 0
INVAR-43, Run: 029, P, 299, 0, 0, 99, 0
INVAR-43, Run: 030, P, 306, 0, 0, 106, 0
INVAR-43, Run: 031, P, 306, 0, 0, 106, 0
INVAR-43, Run: 032, P, 315, 0, 0, 115, 0
INVAR-43, Run: 033, P, 303, 0, 0, 103, 0
INVAR-43, Run: 034, P, 293, 0, 0, 93, 0
INVAR-43, Run: 035, P, 306, 0, 0, 106, 0
INVAR-43, Run: 036, P, 311, 0, 0, 111, 0
INVAR-43, Run: 037, P, 309, 0, 0, 109, 0
INVAR-43, Run: 038, P, 303, 0, 0, 103, 0
INVAR-43, Run: 039, P, 314, 0, 0, 114, 0
INVAR-43, Run: 040, P, 316, 0, 0, 116, 0
INVAR-43, Run: 041, P, 291, 0, 0, 91, 0
INVAR-43, Run: 042, P, 321, 0, 0, 121, 0
INVAR-43, Run: 043, P, 294, 0, 0, 94, 0
INVAR-43, Run: 044, P, 284, 0, 0, 84, 0
INVAR-43, Run: 045, P, 306, 0, 0, 106, 0
INVAR-43, Run: 046, P, 296, 0, 0, 96, 0
INVAR-43, Run: 047, P, 298, 0, 0, 98, 0
INVAR-43, Run: 048, P, 289, 0, 0, 89, 0
INVAR-43, Run: 049, P, 307, 0, 0, 107, 0
INVAR-43, Run: 050, P, 307, 0, 0, 107, 0
INVAR-43, Run: 051, P, 306, 0, 0, 106, 0
INVAR-43, Run: 052, P, 295, 0, 0, 95, 0
INVAR-43, Run: 053, P, 306, 0, 0, 106, 0
INVAR-43, Run: 054, P, 304, 0, 0, 104, 0
INVAR-43, Run: 055, P, 310, 0, 0, 110, 0
INVAR-43, Run: 056, P, 313, 0, 0, 113, 0
INVAR-43, Run: 057, P, 292, 0, 0, 92, 0
INVAR-43, Run: 058, P, 294, 0, 0, 94, 0
INVAR-43, Run: 059, P, 311, 0, 0, 111, 0
INVAR-43, Run: 060, P, 298, 0, 0, 98, 0
INVAR-43, Run: 061, P, 299, 0, 0, 99, 0
INVAR-43, Run: 062, P, 303, 0, 0, 103, 0
INVAR-43, Run: 063, P, 287, 0, 0, 87, 0
INVAR-43, Run: 064, P, 296, 0, 0, 96, 0
INVAR-43, Run: 065, P, 309, 0, 0, 109, 0
INVAR-43, Run: 066, P, 311, 0, 0, 111, 0
INVAR-43, Run: 067, P, 308, 0, 0, 108, 0
INVAR-43, Run: 068, P, 313, 0, 0, 113, 0
INVAR-43, Run: 069, P, 301, 0, 0, 101, 0
INVAR-43, Run: 070, P, 324, 0, 0, 124, 0
INVAR-43, Run: 071, P, 302, 0, 0, 102, 0
INVAR-43, Run: 072, P, 302, 0, 0, 102, 0
INVAR-43, Run: 073, P, 307, 0, 0, 107, 0
INVAR-43, Run: 074, P, 305, 0, 0, 105, 0
INVAR-43, Run: 075, P, 304, 0, 0, 104, 0
INVAR-43, Run: 076, P, 316, 0, 0, 116, 0
INVAR-43, Run: 077, P, 291, 0, 0, 91, 0
INVAR-43, Run: 078, P, 290, 0, 0, 90, 0
INVAR-43, Run: 079, P, 290, 0, 0, 90, 0
INVAR-43, Run: 080, P, 314, 0, 0, 114, 0
INVAR-43, Run: 081, P, 315, 0, 0, 115, 0
INVAR-43, Run: 082, P, 294, 0, 0, 94, 0
INVAR-43, Run: 083, P, 303, 0, 0, 103, 0
INVAR-43, Run: 084, P, 302, 0, 0, 102, 0
INVAR-43, Run: 085, P, 297, 0, 0, 97, 0
INVAR-43, Run: 086, P, 312, 0, 0, 112, 0
INVAR-43, Run: 087, P, 309, 0, 0, 109, 0
INVAR-43, Run: 088, P, 296, 0, 0, 96, 0
INVAR-43, Run: 089, P, 291, 0, 0, 91, 0
INVAR-43, Run: 090, P, 305, 0, 0, 105, 0
INVAR-43, Run: 091, P, 288, 0, 0, 88, 0
INVAR-43, Run: 092, P, 298, 0, 0, 98, 0
INVAR-43, Run: 093, P, 310, 0, 0, 110, 0
INVAR-43, Run: 094, P, 308, 0, 0, 108, 0
INVAR-43, Run: 095, P, 305, 0, 0, 105, 0
INVAR-43, Run: 096, P, 302, 0, 0, 102, 0
INVAR-43, Run: 097, P, 302, 0, 0, 102, 0
INVAR-43, Run: 098, P, 296, 0, 0, 96, 0
INVAR-43, Run: 099, P, 294, 0, 0, 94, 0
INVAR-43, Run: 100, P, 280, 0, 0, 80, 0
INVAR-44, Run: 001, P, 117, 0, 50, 117, 50
INVAR-44, Run: 002, P, 107, 0, 50, 107, 50
INVAR-44, Run: 003, P, 92, 0, 50, 92, 50
INVAR-44, Run: 004, P, 100, 0, 50, 100, 50
INVAR-44, Run: 005, P, 102, 0, 50, 102, 50
INVAR-44, Run: 006, P, 91, 0, 50, 91, 50
INVAR-44, Run: 007, P, 100, 0, 50, 100, 50
INVAR-44, Run: 008, P, 89, 0, 50, 89, 50
INVAR-44, Run: 009, P, 100, 0, 50, 100, 50
INVAR-44, Run: 010, P, 107, 0, 50, 107, 50
INVAR-44, Run: 011, P, 101, 0, 50, 101, 50
INVAR-44, Run: 012, P, 110, 0, 50, 110, 50
INVAR-44, Run: 013, P, 86, 0, 50, 86, 50
INVAR-44, Run: 014, P, 105, 0, 50, 105, 50
INVAR-44, Run: 015, P, 103, 0, 50, 103, 50
INVAR-44, Run: 016, P, 104, 0, 50, 104, 50
INVAR-44, Run: 017, P, 79, 0, 50, 79, 50
INVAR-44, Run: 018, P, 95, 0, 50, 95, 50
INVAR-44, Run: 019, P, 108, 0, 50, 108, 50
INVAR-44, Run: 020, P, 102, 0, 50, 102, 50
INVAR-44, Run: 021, P, 104, 0, 50, 104, 50
INVAR-44, Run: 022, P, 120, 0, 50, 120, 50
INVAR-44, Run: 023, P, 111, 0, 50, 111, 50
INVAR-44, Run: 024, P, 96, 0, 50, 96, 50
INVAR-44, Run: 025, P, 94, 0, 50, 94, 50
INVAR-44, Run: 026, P, 115, 0, 50, 115, 50
INVAR-44, Run: 027, P, 103, 0, 50, 103, 50
INVAR-44, Run: 028, P, 97, 0, 50, 97, 50
INVAR-44, Run: 029, P, 108, 0, 50, 108, 50
INVAR-44, Run: 030, P, 102, 0, 50, 102, 50
INVAR-44, Run: 031, P, 91, 0, 50, 91, 50
INVAR-44, Run: 032, P, 88, 0, 50, 88, 50
INVAR-44, Run: 033, P, 101, 0, 50, 101, 50
INVAR-44, Run: 034, P, 99, 0, 50, 99, 50
INVAR-44, Run: 035, P, 131, 0, 50, 131, 50
INVAR-44, Run: 036, P, 90, 0, 50, 90, 50
INVAR-44, Run: 037, P, 89, 0, 50, 89, 50
INVAR-44, Run: 038, P, 95, 0, 50, 95, 50
INVAR-44, Run: 039, P, 101, 0, 50, 101, 50
INVAR-44, Run: 040, P, 85, 0, 50, 85, 50
INVAR-44, Run: 041, P, 93, 0, 50, 93, 50
INVAR-44, Run: 042, P, 98, 0, 50, 98, 50
INVAR-44, Run: 043, P, 102, 0, 50, 102, 50
INVAR-44, Run: 044, P, 102, 0, 50, 102, 50
INVAR-44, Run: 045, P, 109, 0, 50, 109, 50
INVAR-44, Run: 046, P, 90, 0, 50, 90, 50
INVAR-44, Run: 047, P, 91, 0, 50, 91, 50
INVAR-44, Run: 048, P, 93, 0, 50, 93, 50
INVAR-44, Run: 049, P, 81, 0, 50, 81, 50
INVAR-44, Run: 050, P, 89, 0, 50, 89, 50
INVAR-44, Run: 051, P, 103, 0, 50, 103, 50
INVAR-44, Run: 052, P, 107, 0, 50, 107, 50
INVAR-44, Run: 053, P, 107, 0, 50, 107, 50
INVAR-44, Run: 054, P, 99, 0, 50, 99, 50
INVAR-44, Run: 055, P, 101, 0, 50, 101, 50
INVAR-44, Run: 056, P, 88, 0, 50, 88, 50
INVAR-44, Run: 057, P, 117, 0, 50, 117, 50
INVAR-44, Run: 058, P, 114, 0, 50, 114, 50
INVAR-44, Run: 059, P, 98, 0, 50, 98, 50
INVAR-44, Run: 060, P, 104, 0, 50, 104, 50
INVAR-44, Run: 061, P, 100, 0, 50, 100, 50
INVAR-44, Run: 062, P, 115, 0, 50, 115, 50
INVAR-44, Run: 063, P, 108, 0, 50, 108, 50
INVAR-44, Run: 064, P, 89, 0, 50, 89, 50
INVAR-44, Run: 065, P, 106, 0, 50, 106, 50
INVAR-44, Run: 066, P, 100, 0, 50, 100, 50
INVAR-44, Run: 067, P, 86, 0, 50, 86, 50
INVAR-44, Run: 068, P, 95, 0, 50, 95, 50
INVAR-44, Run: 069, P, 101, 0, 50, 101, 50
INVAR-44, Run: 070, P, 97, 0, 50, 97, 50
INVAR-44, Run: 071, P, 101, 0, 50, 101, 50
INVAR-44, Run: 072, P, 96, 0, 50, 96, 50
INVAR-44, Run: 073, P, 93, 0, 50, 93, 50
INVAR-44, Run: 074, P, 88, 0, 50, 88, 50
INVAR-44, Run: 075, P, 115, 0, 50, 115, 50
INVAR-44, Run: 076, P, 84, 0, 50, 84, 50
INVAR-44, Run: 077, P, 120, 0, 50, 120, 50
INVAR-44, Run: 078, P, 108, 0, 50, 108, 50
INVAR-44, Run: 079, P, 111, 0, 50, 111, 50
INVAR-44, Run: 080, P, 105, 0, 50, 105, 50
INVAR-44, Run: 081, P, 106, 0, 50, 106, 50
INVAR-44, Run: 082, P, 104, 0, 50, 104, 50
INVAR-44, Run: 083, P, 88, 0, 50, 88, 50
INVAR-44, Run: 084, P, 97, 0, 50, 97, 50
