Input Number, Run_Number, Result@ 100, X, Y, Z, NEW_REACTION, Reaction1
INVAR-2, Run: 033, P, 78, 0, 68, 86, 68
INVAR-2, Run: 034, P, 85, 0, 68, 93, 68
INVAR-2, Run: 035, P, 94, 0, 68, 102, 68
INVAR-2, Run: 036, P, 105, 0, 68, 113, 68
INVAR-2, Run: 037, P, 87, 0, 68, 95, 68
INVAR-2, Run: 038, P, 85, 0, 68, 93, 68
INVAR-2, Run: 039, P, 89, 0, 68, 97, 68
INVAR-2, Run: 040, P, 96, 0, 68, 104, 68
INVAR-2, Run: 041, P, 81, 0, 68, 89, 68
INVAR-2, Run: 042, P, 99, 0, 68, 107, 68
INVAR-2, Run: 043, P, 78, 0, 68, 86, 68
INVAR-2, Run: 044, P, 104, 0, 68, 112, 68
INVAR-2, Run: 045, P, 90, 0, 68, 98, 68
INVAR-2, Run: 046, P, 99, 0, 68, 107, 68
INVAR-2, Run: 047, P, 84, 0, 68, 92, 68
INVAR-2, Run: 048, P, 87, 0, 68, 95, 68
INVAR-2, Run: 049, P, 101, 0, 68, 109, 68
INVAR-2, Run: 050, P, 97, 0, 68, 105, 68
INVAR-2, Run: 051, P, 92, 0, 68, 100, 68
INVAR-2, Run: 052, P, 83, 0, 68, 91, 68
INVAR-2, Run: 053, P, 83, 0, 68, 91, 68
INVAR-2, Run: 054, P, 105, 0, 68, 113, 68
INVAR-2, Run: 055, P, 98, 0, 68, 106, 68
INVAR-2, Run: 056, P, 90, 0, 68, 98, 68
INVAR-2, Run: 057, P, 91, 0, 68, 99, 68
INVAR-2, Run: 058, P, 90, 0, 68, 98, 68
INVAR-2, Run: 059, P, 85, 0, 68, 93, 68
INVAR-2, Run: 060, P, 86, 0, 68, 94, 68
INVAR-2, Run: 061, P, 91, 0, 68, 99, 68
INVAR-2, Run: 062, P, 97, 0, 68, 105, 68
INVAR-2, Run: 063, P, 89, 0, 68, 97, 68
INVAR-2, Run: 064, P, 94, 0, 68, 102, 68
INVAR-2, Run: 065, P, 113, 0, 68, 121, 68
INVAR-2, Run: 066, P, 92, 0, 68, 100, 68
INVAR-2, Run: 067, P, 89, 0, 68, 97, 68
INVAR-2, Run: 068, P, 90, 0, 68, 98, 68
INVAR-2, Run: 069, P, 90, 0, 68, 98, 68
INVAR-2, Run: 070, P, 98, 0, 68, 106, 68
INVAR-2, Run: 071, P, 93, 0, 68, 101, 68
INVAR-2, Run: 072, P, 84, 0, 68, 92, 68
INVAR-2, Run: 073, P, 126, 0, 68, 134, 68
INVAR-2, Run: 074, P, 80, 0, 68, 88, 68
INVAR-2, Run: 075, P, 89, 0, 68, 97, 68
INVAR-2, Run: 076, P, 102, 0, 68, 110, 68
INVAR-2, Run: 077, P, 88, 0, 68, 96, 68
INVAR-2, Run: 078, P, 108, 0, 68, 116, 68
INVAR-2, Run: 079, P, 86, 0, 68, 94, 68
INVAR-2, Run: 080, P, 88, 0, 68, 96, 68
INVAR-2, Run: 081, P, 92, 0, 68, 100, 68
INVAR-2, Run: 082, P, 89, 0, 68, 97, 68
INVAR-2, Run: 083, P, 100, 0, 68, 108, 68
INVAR-2, Run: 084, P, 83, 0, 68, 91, 68
INVAR-2, Run: 085, P, 93, 0, 68, 101, 68
INVAR-2, Run: 086, P, 96, 0, 68, 104, 68
INVAR-2, Run: 087, P, 74, 0, 68, 82, 68
INVAR-2, Run: 088, P, 118, 0, 68, 126, 68
INVAR-2, Run: 089, P, 100, 0, 68, 108, 68
INVAR-2, Run: 090, P, 83, 0, 68, 91, 68
INVAR-2, Run: 091, P, 106, 0, 68, 114, 68
INVAR-2, Run: 092, P, 94, 0, 68, 102, 68
INVAR-2, Run: 093, P, 90, 0, 68, 98, 68
INVAR-2, Run: 094, P, 83, 0, 68, 91, 68
INVAR-2, Run: 095, P, 98, 0, 68, 106, 68
INVAR-2, Run: 096, P, 108, 0, 68, 116, 68
INVAR-2, Run: 097, P, 61, 0, 68, 69, 68
INVAR-2, Run: 098, P, 97, 0, 68, 105, 68
INVAR-2, Run: 099, P, 101, 0, 68, 109, 68
INVAR-2, Run: 100, P, 89, 0, 68, 97, 68
INVAR-20, Run: 001, P, 186, 0, 0, 95, 0
INVAR-20, Run: 002, P, 187, 0, 0, 96, 0
INVAR-20, Run: 003, P, 182, 0, 0, 91, 0
INVAR-20, Run: 004, P, 199, 0, 0, 108, 0
INVAR-20, Run: 005, P, 206, 0, 0, 115, 0
INVAR-20, Run: 006, P, 180, 0, 0, 89, 0
INVAR-20, Run: 007, P, 199, 0, 0, 108, 0
INVAR-20, Run: 008, P, 203, 0, 0, 112, 0
INVAR-20, Run: 009, P, 186, 0, 0, 95, 0
INVAR-20, Run: 010, P, 195, 0, 0, 104, 0
INVAR-20, Run: 011, P, 175, 0, 0, 84, 0
INVAR-20, Run: 012, P, 180, 0, 0, 89, 0
INVAR-20, Run: 013, P, 193, 0, 0, 102, 0
INVAR-20, Run: 014, P, 181, 0, 0, 90, 0
INVAR-20, Run: 015, P, 211, 0, 0, 120, 0
INVAR-20, Run: 016, P, 193, 0, 0, 102, 0
INVAR-20, Run: 017, P, 187, 0, 0, 96, 0
INVAR-20, Run: 018, P, 208, 0, 0, 117, 0
INVAR-20, Run: 019, P, 191, 0, 0, 100, 0
INVAR-20, Run: 020, P, 194, 0, 0, 103, 0
INVAR-20, Run: 021, P, 194, 0, 0, 103, 0
INVAR-20, Run: 022, P, 189, 0, 0, 98, 0
INVAR-20, Run: 023, P, 200, 0, 0, 109, 0
INVAR-20, Run: 024, P, 217, 0, 0, 126, 0
INVAR-20, Run: 025, P, 198, 0, 0, 107, 0
INVAR-20, Run: 026, P, 187, 0, 0, 96, 0
INVAR-20, Run: 027, P, 191, 0, 0, 100, 0
INVAR-20, Run: 028, P, 203, 0, 0, 112, 0
INVAR-20, Run: 029, P, 184, 0, 0, 93, 0
INVAR-20, Run: 030, P, 176, 0, 0, 85, 0
INVAR-20, Run: 031, P, 193, 0, 0, 102, 0
INVAR-20, Run: 032, P, 184, 0, 0, 93, 0
INVAR-20, Run: 033, P, 183, 0, 0, 92, 0
INVAR-20, Run: 034, P, 182, 0, 0, 91, 0
INVAR-20, Run: 035, P, 181, 0, 0, 90, 0
INVAR-20, Run: 036, P, 197, 0, 0, 106, 0
INVAR-20, Run: 037, P, 211, 0, 0, 120, 0
INVAR-20, Run: 038, P, 188, 0, 0, 97, 0
INVAR-20, Run: 039, P, 187, 0, 0, 96, 0
INVAR-20, Run: 040, P, 169, 0, 0, 78, 0
INVAR-20, Run: 041, P, 181, 0, 0, 90, 0
INVAR-20, Run: 042, P, 193, 0, 0, 102, 0
INVAR-20, Run: 043, P, 198, 0, 0, 107, 0
INVAR-20, Run: 044, P, 196, 0, 0, 105, 0
INVAR-20, Run: 045, P, 178, 0, 0, 87, 0
INVAR-20, Run: 046, P, 202, 0, 0, 111, 0
INVAR-20, Run: 047, P, 186, 0, 0, 95, 0
INVAR-20, Run: 048, P, 184, 0, 0, 93, 0
INVAR-20, Run: 049, P, 178, 0, 0, 87, 0
INVAR-20, Run: 050, P, 204, 0, 0, 113, 0
INVAR-20, Run: 051, P, 195, 0, 0, 104, 0
INVAR-20, Run: 052, P, 184, 0, 0, 93, 0
INVAR-20, Run: 053, P, 195, 0, 0, 104, 0
INVAR-20, Run: 054, P, 194, 0, 0, 103, 0
INVAR-20, Run: 055, P, 194, 0, 0, 103, 0
INVAR-20, Run: 056, P, 179, 0, 0, 88, 0
INVAR-20, Run: 057, P, 175, 0, 0, 84, 0
INVAR-20, Run: 058, P, 174, 0, 0, 83, 0
INVAR-20, Run: 059, P, 176, 0, 0, 85, 0
INVAR-20, Run: 060, P, 183, 0, 0, 92, 0
INVAR-20, Run: 061, P, 196, 0, 0, 105, 0
INVAR-20, Run: 062, P, 180, 0, 0, 89, 0
INVAR-20, Run: 063, P, 189, 0, 0, 98, 0
INVAR-20, Run: 064, P, 210, 0, 0, 119, 0
INVAR-20, Run: 065, P, 179, 0, 0, 88, 0
INVAR-20, Run: 066, P, 169, 0, 0, 78, 0
INVAR-20, Run: 067, P, 193, 0, 0, 102, 0
INVAR-20, Run: 068, P, 179, 0, 0, 88, 0
INVAR-20, Run: 069, P, 180, 0, 0, 89, 0
INVAR-20, Run: 070, P, 196, 0, 0, 105, 0
INVAR-20, Run: 071, P, 189, 0, 0, 98, 0
INVAR-20, Run: 072, P, 183, 0, 0, 92, 0
INVAR-20, Run: 073, P, 182, 0, 0, 91, 0
INVAR-20, Run: 074, P, 179, 0, 0, 88, 0
INVAR-20, Run: 075, P, 181, 0, 0, 90, 0
INVAR-20, Run: 076, P, 214, 0, 0, 123, 0
INVAR-20, Run: 077, P, 195, 0, 0, 104, 0
INVAR-20, Run: 078, P, 176, 0, 0, 85, 0
INVAR-20, Run: 079, P, 181, 0, 0, 90, 0
INVAR-20, Run: 080, P, 197, 0, 0, 106, 0
INVAR-20, Run: 081, P, 202, 0, 0, 111, 0
INVAR-20, Run: 082, P, 206, 0, 0, 115, 0
INVAR-20, Run: 083, P, 187, 0, 0, 96, 0
INVAR-20, Run: 084, P, 174, 0, 0, 83, 0
INVAR-20, Run: 085, P, 180, 0, 0, 89, 0
INVAR-20, Run: 086, P, 201, 0, 0, 110, 0
INVAR-20, Run: 087, P, 185, 0, 0, 94, 0
INVAR-20, Run: 088, P, 178, 0, 0, 87, 0
INVAR-20, Run: 089, P, 212, 0, 0, 121, 0
INVAR-20, Run: 090, P, 182, 0, 0, 91, 0
INVAR-20, Run: 091, P, 201, 0, 0, 110, 0
INVAR-20, Run: 092, P, 200, 0, 0, 109, 0
INVAR-20, Run: 093, P, 193, 0, 0, 102, 0
INVAR-20, Run: 094, P, 174, 0, 0, 83, 0
INVAR-20, Run: 095, P, 181, 0, 0, 90, 0
INVAR-20, Run: 096, P, 187, 0, 0, 96, 0
INVAR-20, Run: 097, P, 220, 0, 0, 129, 0
INVAR-20, Run: 098, P, 183, 0, 0, 92, 0
INVAR-20, Run: 099, P, 176, 0, 0, 85, 0
INVAR-20, Run: 100, P, 186, 0, 0, 95, 0
INVAR-21, Run: 001, P, 231, 0, 0, 98, 0
INVAR-21, Run: 002, P, 234, 0, 0, 101, 0
INVAR-21, Run: 003, P, 237, 0, 0, 104, 0
INVAR-21, Run: 004, P, 221, 0, 0, 88, 0
INVAR-21, Run: 005, P, 234, 0, 0, 101, 0
INVAR-21, Run: 006, P, 226, 0, 0, 93, 0
INVAR-21, Run: 007, P, 239, 0, 0, 106, 0
INVAR-21, Run: 008, P, 219, 0, 0, 86, 0
INVAR-21, Run: 009, P, 215, 0, 0, 82, 0
INVAR-21, Run: 010, P, 220, 0, 0, 87, 0
INVAR-21, Run: 011, P, 234, 0, 0, 101, 0
INVAR-21, Run: 012, P, 219, 0, 0, 86, 0
INVAR-21, Run: 013, P, 230, 0, 0, 97, 0
INVAR-21, Run: 014, P, 225, 0, 0, 92, 0
INVAR-21, Run: 015, P, 216, 0, 0, 83, 0
INVAR-21, Run: 016, P, 233, 0, 0, 100, 0
INVAR-21, Run: 017, P, 223, 0, 0, 90, 0
INVAR-21, Run: 018, P, 225, 0, 0, 92, 0
INVAR-21, Run: 019, P, 229, 0, 0, 96, 0
INVAR-21, Run: 020, P, 220, 0, 0, 87, 0
INVAR-21, Run: 021, P, 230, 0, 0, 97, 0
INVAR-21, Run: 022, P, 215, 0, 0, 82, 0
INVAR-21, Run: 023, P, 252, 0, 0, 119, 0
INVAR-21, Run: 024, P, 237, 0, 0, 104, 0
INVAR-21, Run: 025, P, 241, 0, 0, 108, 0
INVAR-21, Run: 026, P, 240, 0, 0, 107, 0
INVAR-21, Run: 027, P, 231, 0, 0, 98, 0
INVAR-21, Run: 028, P, 241, 0, 0, 108, 0
INVAR-21, Run: 029, P, 252, 0, 0, 119, 0
INVAR-21, Run: 030, P, 218, 0, 0, 85, 0
INVAR-21, Run: 031, P, 228, 0, 0, 95, 0
INVAR-21, Run: 032, P, 237, 0, 0, 104, 0
INVAR-21, Run: 033, P, 235, 0, 0, 102, 0
INVAR-21, Run: 034, P, 224, 0, 0, 91, 0
INVAR-21, Run: 035, P, 222, 0, 0, 89, 0
INVAR-21, Run: 036, P, 234, 0, 0, 101, 0
INVAR-21, Run: 037, P, 215, 0, 0, 82, 0
INVAR-21, Run: 038, P, 228, 0, 0, 95, 0
INVAR-21, Run: 039, P, 239, 0, 0, 106, 0
INVAR-21, Run: 040, P, 228, 0, 0, 95, 0
INVAR-21, Run: 041, P, 221, 0, 0, 88, 0
INVAR-21, Run: 042, P, 237, 0, 0, 104, 0
INVAR-21, Run: 043, P, 238, 0, 0, 105, 0
INVAR-21, Run: 044, P, 245, 0, 0, 112, 0
INVAR-21, Run: 045, P, 234, 0, 0, 101, 0
INVAR-21, Run: 046, P, 234, 0, 0, 101, 0
INVAR-21, Run: 047, P, 246, 0, 0, 113, 0
INVAR-21, Run: 048, P, 218, 0, 0, 85, 0
INVAR-21, Run: 049, P, 249, 0, 0, 116, 0
INVAR-21, Run: 050, P, 232, 0, 0, 99, 0
INVAR-21, Run: 051, P, 243, 0, 0, 110, 0
INVAR-21, Run: 052, P, 226, 0, 0, 93, 0
INVAR-21, Run: 053, P, 225, 0, 0, 92, 0
INVAR-21, Run: 054, P, 211, 0, 0, 78, 0
INVAR-21, Run: 055, P, 229, 0, 0, 96, 0
INVAR-21, Run: 056, P, 233, 0, 0, 100, 0
INVAR-21, Run: 057, P, 252, 0, 0, 119, 0
INVAR-21, Run: 058, P, 224, 0, 0, 91, 0
INVAR-21, Run: 059, P, 225, 0, 0, 92, 0
INVAR-21, Run: 060, P, 253, 0, 0, 120, 0
INVAR-21, Run: 061, P, 229, 0, 0, 96, 0
INVAR-21, Run: 062, P, 240, 0, 0, 107, 0
INVAR-21, Run: 063, P, 237, 0, 0, 104, 0
INVAR-21, Run: 064, P, 233, 0, 0, 100, 0
INVAR-21, Run: 065, P, 225, 0, 0, 92, 0
INVAR-21, Run: 066, P, 237, 0, 0, 104, 0
INVAR-21, Run: 067, P, 229, 0, 0, 96, 0
INVAR-21, Run: 068, P, 245, 0, 0, 112, 0
INVAR-21, Run: 069, P, 239, 0, 0, 106, 0
INVAR-21, Run: 070, P, 243, 0, 0, 110, 0
INVAR-21, Run: 071, P, 227, 0, 0, 94, 0
INVAR-21, Run: 072, P, 236, 0, 0, 103, 0
INVAR-21, Run: 073, P, 228, 0, 0, 95, 0
INVAR-21, Run: 074, P, 236, 0, 0, 103, 0
INVAR-21, Run: 075, P, 240, 0, 0, 107, 0
INVAR-21, Run: 076, P, 228, 0, 0, 95, 0
INVAR-21, Run: 077, P, 224, 0, 0, 91, 0
INVAR-21, Run: 078, P, 233, 0, 0, 100, 0
INVAR-21, Run: 079, P, 235, 0, 0, 102, 0
INVAR-21, Run: 080, P, 225, 0, 0, 92, 0
INVAR-21, Run: 081, P, 246, 0, 0, 113, 0
INVAR-21, Run: 082, P, 222, 0, 0, 89, 0
INVAR-21, Run: 083, P, 227, 0, 0, 94, 0
INVAR-21, Run: 084, P, 230, 0, 0, 97, 0
INVAR-21, Run: 085, P, 240, 0, 0, 107, 0
INVAR-21, Run: 086, P, 234, 0, 0, 101, 0
INVAR-21, Run: 087, P, 240, 0, 0, 107, 0
INVAR-21, Run: 088, P, 222, 0, 0, 89, 0
INVAR-21, Run: 089, P, 236, 0, 0, 103, 0
INVAR-21, Run: 090, P, 234, 0, 0, 101, 0
INVAR-21, Run: 091, P, 249, 0, 0, 116, 0
INVAR-21, Run: 092, P, 241, 0, 0, 108, 0
INVAR-21, Run: 093, P, 229, 0, 0, 96, 0
INVAR-21, Run: 094, P, 227, 0, 0, 94, 0
INVAR-21, Run: 095, P, 234, 0, 0, 101, 0
INVAR-21, Run: 096, P, 238, 0, 0, 105, 0
INVAR-21, Run: 097, P, 237, 0, 0, 104, 0
INVAR-21, Run: 098, P, 239, 0, 0, 106, 0
INVAR-21, Run: 099, P, 231, 0, 0, 98, 0
INVAR-21, Run: 100, P, 235, 0, 0, 102, 0
INVAR-22, Run: 001, P, 77, 0, 50, 106, 50
INVAR-22, Run: 002, P, 78, 0, 50, 107, 50
INVAR-22, Run: 003, P, 73, 0, 50, 102, 50
INVAR-22, Run: 004, P, 63, 0, 50, 92, 50
INVAR-22, Run: 005, P, 72, 0, 50, 101, 50
INVAR-22, Run: 006, P, 84, 0, 50, 113, 50
INVAR-22, Run: 007, P, 65, 0, 50, 94, 50
INVAR-22, Run: 008, P, 67, 0, 50, 96, 50
INVAR-22, Run: 009, P, 56, 0, 50, 85, 50
INVAR-22, Run: 010, P, 72, 0, 50, 101, 50
INVAR-22, Run: 011, P, 85, 0, 50, 114, 50
INVAR-22, Run: 012, P, 76, 0, 50, 105, 50
INVAR-22, Run: 013, P, 72, 0, 50, 101, 50
INVAR-22, Run: 014, P, 86, 0, 50, 115, 50
INVAR-22, Run: 015, P, 82, 0, 50, 111, 50
INVAR-22, Run: 016, P, 59, 0, 50, 88, 50
INVAR-22, Run: 017, P, 45, 0, 50, 74, 50
INVAR-22, Run: 018, P, 73, 0, 50, 102, 50
INVAR-22, Run: 019, P, 74, 0, 50, 103, 50
INVAR-22, Run: 020, P, 93, 0, 50, 122, 50
INVAR-22, Run: 021, P, 76, 0, 50, 105, 50
INVAR-22, Run: 022, P, 64, 0, 50, 93, 50
INVAR-22, Run: 023, P, 61, 0, 50, 90, 50
INVAR-22, Run: 024, P, 74, 0, 50, 103, 50
INVAR-22, Run: 025, P, 50, 0, 50, 79, 50
INVAR-22, Run: 026, P, 62, 0, 50, 91, 50
INVAR-22, Run: 027, P, 79, 0, 50, 108, 50
INVAR-22, Run: 028, P, 97, 0, 50, 126, 50
INVAR-22, Run: 029, P, 73, 0, 50, 102, 50
INVAR-22, Run: 030, P, 69, 0, 50, 98, 50
INVAR-22, Run: 031, P, 82, 0, 50, 111, 50
INVAR-22, Run: 032, P, 92, 0, 50, 121, 50
INVAR-22, Run: 033, P, 71, 0, 50, 100, 50
INVAR-22, Run: 034, P, 73, 0, 50, 102, 50
INVAR-22, Run: 035, P, 66, 0, 50, 95, 50
INVAR-22, Run: 036, P, 76, 0, 50, 105, 50
INVAR-22, Run: 037, P, 80, 0, 50, 109, 50
INVAR-22, Run: 038, P, 92, 0, 50, 121, 50
INVAR-22, Run: 039, P, 69, 0, 50, 98, 50
INVAR-22, Run: 040, P, 71, 0, 50, 100, 50
INVAR-22, Run: 041, P, 73, 0, 50, 102, 50
INVAR-22, Run: 042, P, 78, 0, 50, 107, 50
INVAR-22, Run: 043, P, 72, 0, 50, 101, 50
INVAR-22, Run: 044, P, 75, 0, 50, 104, 50
INVAR-22, Run: 045, P, 66, 0, 50, 95, 50
INVAR-22, Run: 046, P, 66, 0, 50, 95, 50
INVAR-22, Run: 047, P, 67, 0, 50, 96, 50
INVAR-22, Run: 048, P, 73, 0, 50, 102, 50
INVAR-22, Run: 049, P, 65, 0, 50, 94, 50
INVAR-22, Run: 050, P, 86, 0, 50, 115, 50
INVAR-22, Run: 051, P, 53, 0, 50, 82, 50
INVAR-22, Run: 052, P, 66, 0, 50, 95, 50
INVAR-22, Run: 053, P, 83, 0, 50, 112, 50
INVAR-22, Run: 054, P, 67, 0, 50, 96, 50
INVAR-22, Run: 055, P, 72, 0, 50, 101, 50
INVAR-22, Run: 056, P, 45, 0, 50, 74, 50
INVAR-22, Run: 057, P, 67, 0, 50, 96, 50
INVAR-22, Run: 058, P, 88, 0, 50, 117, 50
INVAR-22, Run: 059, P, 58, 0, 50, 87, 50
INVAR-22, Run: 060, P, 61, 0, 50, 90, 50
INVAR-22, Run: 061, P, 63, 0, 50, 92, 50
INVAR-22, Run: 062, P, 62, 0, 50, 91, 50
INVAR-22, Run: 063, P, 70, 0, 50, 99, 50
INVAR-22, Run: 064, P, 77, 0, 50, 106, 50
INVAR-22, Run: 065, P, 78, 0, 50, 107, 50
INVAR-22, Run: 066, P, 63, 0, 50, 92, 50
INVAR-22, Run: 067, P, 81, 0, 50, 110, 50
INVAR-22, Run: 068, P, 66, 0, 50, 95, 50
INVAR-22, Run: 069, P, 63, 0, 50, 92, 50
INVAR-22, Run: 070, P, 62, 0, 50, 91, 50
INVAR-22, Run: 071, P, 73, 0, 50, 102, 50
INVAR-22, Run: 072, P, 50, 0, 50, 79, 50
INVAR-22, Run: 073, P, 81, 0, 50, 110, 50
INVAR-22, Run: 074, P, 90, 0, 50, 119, 50
INVAR-22, Run: 075, P, 66, 0, 50, 95, 50
INVAR-22, Run: 076, P, 66, 0, 50, 95, 50
INVAR-22, Run: 077, P, 66, 0, 50, 95, 50
INVAR-22, Run: 078, P, 88, 0, 50, 117, 50
INVAR-22, Run: 079, P, 72, 0, 50, 101, 50
INVAR-22, Run: 080, P, 55, 0, 50, 84, 50
INVAR-22, Run: 081, P, 59, 0, 50, 88, 50
INVAR-22, Run: 082, P, 62, 0, 50, 91, 50
INVAR-22, Run: 083, P, 72, 0, 50, 101, 50
INVAR-22, Run: 084, P, 54, 0, 50, 83, 50
INVAR-22, Run: 085, P, 90, 0, 50, 119, 50
INVAR-22, Run: 086, P, 65, 0, 50, 94, 50
INVAR-22, Run: 087, P, 70, 0, 50, 99, 50
INVAR-22, Run: 088, P, 76, 0, 50, 105, 50
INVAR-22, Run: 089, P, 67, 0, 50, 96, 50
INVAR-22, Run: 090, P, 67, 0, 50, 96, 50
INVAR-22, Run: 091, P, 70, 0, 50, 99, 50
INVAR-22, Run: 092, P, 74, 0, 50, 103, 50
INVAR-22, Run: 093, P, 66, 0, 50, 95, 50
INVAR-22, Run: 094, P, 81, 0, 50, 110, 50
INVAR-22, Run: 095, P, 73, 0, 50, 102, 50
INVAR-22, Run: 096, P, 67, 0, 50, 96, 50
INVAR-22, Run: 097, P, 66, 0, 50, 95, 50
INVAR-22, Run: 098, P, 58, 0, 50, 87, 50
INVAR-22, Run: 099, P, 43, 0, 50, 72, 50
INVAR-22, Run: 100, P, 51, 0, 50, 80, 50
INVAR-23, Run: 001, P, 66, 0, 100, 109, 100
INVAR-23, Run: 002, P, 61, 0, 100, 104, 100
INVAR-23, Run: 003, P, 48, 0, 100, 91, 100
INVAR-23, Run: 004, P, 51, 0, 100, 94, 100
INVAR-23, Run: 005, P, 36, 0, 100, 79, 100
INVAR-23, Run: 006, P, 70, 0, 100, 113, 100
INVAR-23, Run: 007, P, 39, 0, 100, 82, 100
INVAR-23, Run: 008, P, 68, 0, 100, 111, 100
INVAR-23, Run: 009, P, 46, 0, 100, 89, 100
INVAR-23, Run: 010, P, 66, 0, 100, 109, 100
INVAR-23, Run: 011, P, 47, 0, 100, 90, 100
INVAR-23, Run: 012, P, 62, 0, 100, 105, 100
INVAR-23, Run: 013, P, 64, 0, 100, 107, 100
INVAR-23, Run: 014, P, 45, 0, 100, 88, 100
INVAR-23, Run: 015, P, 55, 0, 100, 98, 100
INVAR-23, Run: 016, P, 61, 0, 100, 104, 100
INVAR-23, Run: 017, P, 47, 0, 100, 90, 100
INVAR-23, Run: 018, P, 27, 0, 100, 70, 100
INVAR-23, Run: 019, P, 55, 0, 100, 98, 100
INVAR-23, Run: 020, P, 56, 0, 100, 99, 100
INVAR-23, Run: 021, P, 69, 0, 100, 112, 100
INVAR-23, Run: 022, P, 42, 0, 100, 85, 100
INVAR-23, Run: 023, P, 63, 0, 100, 106, 100
INVAR-23, Run: 024, P, 56, 0, 100, 99, 100
INVAR-23, Run: 025, P, 58, 0, 100, 101, 100
INVAR-23, Run: 026, P, 60, 0, 100, 103, 100
INVAR-23, Run: 027, P, 56, 0, 100, 99, 100
INVAR-23, Run: 028, P, 33, 0, 100, 76, 100
INVAR-23, Run: 029, P, 61, 0, 100, 104, 100
INVAR-23, Run: 030, P, 52, 0, 100, 95, 100
INVAR-23, Run: 031, P, 67, 0, 100, 110, 100
INVAR-23, Run: 032, P, 58, 0, 100, 101, 100
INVAR-23, Run: 033, P, 47, 0, 100, 90, 100
INVAR-23, Run: 034, P, 68, 0, 100, 111, 100
INVAR-23, Run: 035, P, 44, 0, 100, 87, 100
INVAR-23, Run: 036, P, 53, 0, 100, 96, 100
INVAR-23, Run: 037, P, 70, 0, 100, 113, 100
INVAR-23, Run: 038, P, 44, 0, 100, 87, 100
INVAR-23, Run: 039, P, 53, 0, 100, 96, 100
INVAR-23, Run: 040, P, 75, 0, 100, 118, 100
INVAR-23, Run: 041, P, 59, 0, 100, 102, 100
INVAR-23, Run: 042, P, 47, 0, 100, 90, 100
INVAR-23, Run: 043, P, 44, 0, 100, 87, 100
INVAR-23, Run: 044, P, 45, 0, 100, 88, 100
INVAR-23, Run: 045, P, 42, 0, 100, 85, 100
INVAR-23, Run: 046, P, 63, 0, 100, 106, 100
INVAR-23, Run: 047, P, 66, 0, 100, 109, 100
INVAR-23, Run: 048, P, 44, 0, 100, 87, 100
INVAR-23, Run: 049, P, 77, 0, 100, 120, 100
INVAR-23, Run: 050, P, 71, 0, 100, 114, 100
INVAR-23, Run: 051, P, 51, 0, 100, 94, 100
INVAR-23, Run: 052, P, 56, 0, 100, 99, 100
INVAR-23, Run: 053, P, 66, 0, 100, 109, 100
INVAR-23, Run: 054, P, 43, 0, 100, 86, 100
INVAR-23, Run: 055, P, 49, 0, 100, 92, 100
INVAR-23, Run: 056, P, 53, 0, 100, 96, 100
INVAR-23, Run: 057, P, 48, 0, 100, 91, 100
INVAR-23, Run: 058, P, 47, 0, 100, 90, 100
INVAR-23, Run: 059, P, 46, 0, 100, 89, 100
INVAR-23, Run: 060, P, 49, 0, 100, 92, 100
INVAR-23, Run: 061, P, 47, 0, 100, 90, 100
INVAR-23, Run: 062, P, 54, 0, 100, 97, 100
INVAR-23, Run: 063, P, 54, 0, 100, 97, 100
INVAR-23, Run: 064, P, 53, 0, 100, 96, 100
INVAR-23, Run: 065, P, 57, 0, 100, 100, 100
INVAR-23, Run: 066, P, 59, 0, 100, 102, 100
INVAR-23, Run: 067, P, 56, 0, 100, 99, 100
INVAR-23, Run: 068, P, 62, 0, 100, 105, 100
INVAR-23, Run: 069, P, 61, 0, 100, 104, 100
INVAR-23, Run: 070, P, 69, 0, 100, 112, 100
INVAR-23, Run: 071, P, 75, 0, 100, 118, 100
INVAR-23, Run: 072, P, 63, 0, 100, 106, 100
INVAR-23, Run: 073, P, 41, 0, 100, 84, 100
INVAR-23, Run: 074, P, 54, 0, 100, 97, 100
INVAR-23, Run: 075, P, 40, 0, 100, 83, 100
INVAR-23, Run: 076, P, 50, 0, 100, 93, 100
INVAR-23, Run: 077, P, 62, 0, 100, 105, 100
INVAR-23, Run: 078, P, 69, 0, 100, 112, 100
INVAR-23, Run: 079, P, 60, 0, 100, 103, 100
INVAR-23, Run: 080, P, 68, 0, 100, 111, 100
INVAR-23, Run: 081, P, 66, 0, 100, 109, 100
INVAR-23, Run: 082, P, 49, 0, 100, 92, 100
INVAR-23, Run: 083, P, 65, 0, 100, 108, 100
INVAR-23, Run: 084, P, 62, 0, 100, 105, 100
INVAR-23, Run: 085, P, 66, 0, 100, 109, 100
INVAR-23, Run: 086, P, 60, 0, 100, 103, 100
INVAR-23, Run: 087, P, 50, 0, 100, 93, 100
INVAR-23, Run: 088, P, 51, 0, 100, 94, 100
INVAR-23, Run: 089, P, 48, 0, 100, 91, 100
INVAR-23, Run: 090, P, 55, 0, 100, 98, 100
INVAR-23, Run: 091, P, 52, 0, 100, 95, 100
INVAR-23, Run: 092, P, 59, 0, 100, 102, 100
INVAR-23, Run: 093, P, 72, 0, 100, 115, 100
INVAR-23, Run: 094, P, 59, 0, 100, 102, 100
INVAR-23, Run: 095, P, 53, 0, 100, 96, 100
INVAR-23, Run: 096, P, 71, 0, 100, 114, 100
INVAR-23, Run: 097, P, 52, 0, 100, 95, 100
