Input Number, Run_Number, Result@ 1000, A, B, H, C, T1, L4, T4, L1, L5, Y, T2, T3, T5, T6, R, U, L2, D, L3
1, Run: 051, P, 0, 10, 0, 0, 0, 0, 1, 0, 0, 110, 0, 1, 0, 1, 1, 6, 0, 47, 0
1, Run: 052, P, 0, 10, 0, 0, 0, 0, 1, 0, 0, 106, 0, 0, 0, 0, 1, 6, 0, 49, 0
1, Run: 053, P, 0, 10, 0, 0, 1, 0, 0, 0, 0, 109, 0, 2, 0, 0, 1, 6, 0, 47, 0
1, Run: 054, P, 0, 10, 0, 0, 2, 0, 0, 0, 0, 106, 1, 0, 0, 1, 1, 6, 0, 46, 0
1, Run: 055, P, 0, 10, 0, 0, 2, 0, 1, 0, 0, 109, 0, 1, 0, 1, 1, 6, 0, 45, 0
1, Run: 056, P, 0, 10, 0, 0, 0, 0, 1, 0, 0, 109, 0, 0, 0, 0, 1, 6, 0, 49, 0
1, Run: 057, P, 0, 10, 0, 0, 2, 0, 0, 0, 0, 107, 0, 0, 0, 0, 1, 6, 0, 48, 0
1, Run: 058, P, 0, 10, 0, 0, 1, 0, 0, 0, 0, 108, 1, 0, 0, 0, 1, 6, 0, 48, 0
1, Run: 059, P, 0, 10, 0, 0, 0, 0, 0, 0, 0, 107, 0, 1, 2, 2, 1, 6, 0, 45, 0
1, Run: 060, P, 0, 10, 0, 0, 0, 0, 0, 0, 0, 112, 0, 2, 2, 0, 1, 6, 0, 46, 0
1, Run: 061, P, 0, 10, 0, 0, 1, 0, 1, 0, 0, 107, 1, 0, 0, 0, 1, 6, 0, 47, 0
1, Run: 062, P, 0, 10, 0, 0, 0, 0, 0, 0, 0, 108, 2, 0, 1, 1, 1, 6, 0, 46, 0
1, Run: 063, P, 0, 10, 0, 0, 1, 0, 0, 0, 0, 108, 0, 0, 0, 1, 1, 6, 0, 48, 0
1, Run: 064, P, 0, 10, 0, 0, 0, 0, 1, 0, 0, 104, 0, 0, 0, 1, 1, 6, 0, 48, 0
1, Run: 065, P, 0, 10, 0, 0, 0, 0, 0, 0, 0, 107, 0, 0, 1, 0, 1, 6, 0, 49, 0
1, Run: 066, P, 0, 10, 0, 0, 1, 0, 0, 0, 0, 109, 0, 1, 0, 2, 1, 6, 0, 46, 0
1, Run: 067, P, 0, 10, 0, 0, 2, 0, 0, 0, 0, 107, 0, 0, 0, 0, 1, 6, 0, 48, 0
1, Run: 068, P, 0, 10, 0, 0, 0, 0, 1, 0, 0, 109, 1, 0, 0, 0, 1, 6, 0, 48, 0
1, Run: 069, P, 0, 10, 0, 0, 1, 0, 0, 0, 0, 108, 0, 0, 1, 1, 1, 6, 0, 47, 0
1, Run: 070, P, 0, 10, 0, 0, 0, 0, 0, 0, 0, 109, 0, 1, 1, 0, 1, 6, 0, 48, 0
1, Run: 071, P, 10, 0, 0, 0, 0, 0, 0, 0, 0, 100, 0, 3, 1, 0, 1, 6, 0, 46, 0
1, Run: 072, P, 0, 10, 0, 0, 0, 0, 0, 0, 0, 107, 1, 1, 0, 0, 1, 6, 0, 48, 0
1, Run: 073, P, 0, 10, 0, 0, 1, 0, 0, 0, 0, 108, 1, 1, 0, 0, 1, 6, 0, 47, 0
1, Run: 074, P, 0, 10, 0, 0, 0, 0, 0, 0, 0, 109, 1, 0, 0, 1, 1, 6, 0, 48, 0
1, Run: 075, P, 0, 10, 0, 0, 0, 0, 1, 0, 0, 109, 0, 0, 1, 0, 1, 6, 0, 48, 0
1, Run: 076, P, 0, 10, 0, 0, 1, 0, 1, 0, 0, 109, 0, 1, 1, 0, 1, 6, 0, 46, 0
1, Run: 077, P, 0, 10, 0, 0, 0, 0, 0, 0, 0, 103, 1, 2, 1, 0, 1, 6, 0, 46, 0
1, Run: 078, P, 0, 10, 0, 0, 0, 0, 1, 0, 0, 109, 1, 0, 0, 0, 1, 6, 0, 48, 0
1, Run: 079, P, 0, 0, 0, 10, 0, 0, 0, 0, 0, 110, 0, 1, 2, 0, 1, 6, 0, 47, 0
1, Run: 080, P, 0, 10, 0, 0, 0, 0, 0, 0, 0, 108, 0, 0, 0, 2, 1, 6, 0, 48, 0
1, Run: 081, P, 0, 10, 0, 0, 1, 0, 0, 0, 0, 108, 0, 0, 0, 1, 1, 6, 0, 48, 0
1, Run: 082, P, 0, 10, 0, 0, 1, 0, 0, 0, 0, 106, 1, 0, 0, 0, 1, 6, 0, 48, 0
1, Run: 083, P, 10, 0, 0, 0, 0, 0, 0, 0, 0, 107, 1, 1, 1, 0, 1, 6, 0, 47, 0
1, Run: 084, P, 0, 10, 0, 0, 0, 0, 0, 0, 0, 109, 1, 1, 1, 1, 1, 6, 0, 46, 0
1, Run: 085, P, 0, 10, 0, 0, 0, 0, 0, 0, 0, 107, 1, 0, 0, 0, 1, 6, 0, 49, 0
1, Run: 086, P, 0, 10, 0, 0, 1, 0, 0, 0, 0, 109, 0, 2, 1, 0, 1, 6, 0, 46, 0
1, Run: 087, P, 0, 10, 0, 0, 1, 0, 0, 0, 0, 108, 0, 0, 0, 0, 1, 6, 0, 49, 0
1, Run: 088, P, 0, 10, 0, 0, 1, 0, 1, 0, 0, 107, 0, 1, 1, 0, 1, 6, 0, 46, 0
1, Run: 089, P, 0, 10, 0, 0, 0, 0, 0, 0, 0, 109, 0, 0, 0, 1, 1, 6, 0, 49, 0
1, Run: 090, P, 0, 10, 0, 0, 0, 0, 0, 0, 0, 109, 0, 0, 0, 1, 1, 6, 0, 49, 0
1, Run: 091, P, 0, 10, 0, 0, 0, 0, 0, 0, 0, 107, 1, 1, 0, 0, 1, 6, 0, 48, 0
1, Run: 092, P, 10, 0, 0, 0, 0, 0, 0, 0, 0, 100, 1, 0, 0, 0, 1, 6, 0, 49, 0
1, Run: 093, P, 0, 10, 0, 0, 0, 0, 0, 0, 0, 107, 1, 1, 0, 0, 1, 6, 0, 48, 0
1, Run: 094, P, 0, 10, 0, 0, 1, 0, 0, 0, 0, 109, 1, 0, 0, 0, 1, 6, 0, 48, 0
1, Run: 095, P, 0, 0, 0, 10, 0, 0, 0, 0, 0, 109, 0, 0, 0, 1, 1, 6, 0, 49, 0
1, Run: 096, P, 0, 0, 0, 10, 0, 0, 1, 0, 0, 109, 0, 0, 2, 1, 1, 6, 0, 46, 0
1, Run: 097, P, 0, 10, 0, 0, 0, 0, 1, 0, 0, 107, 0, 0, 0, 0, 1, 6, 0, 49, 0
1, Run: 098, P, 0, 10, 0, 0, 1, 0, 0, 0, 0, 108, 0, 0, 0, 0, 1, 6, 0, 49, 0
1, Run: 099, P, 0, 0, 0, 10, 0, 0, 0, 0, 0, 108, 2, 0, 1, 0, 1, 6, 0, 47, 0
1, Run: 100, P, 0, 10, 0, 0, 1, 0, 0, 0, 0, 108, 0, 0, 1, 0, 1, 6, 0, 48, 0
2, Run: 001, P, 100, 0, 0, 0, 0, 0, 1, 0, 0, 182, 1, 0, 0, 0, 1, 6, 0, 48, 0
2, Run: 002, P, 100, 0, 0, 0, 0, 0, 0, 0, 0, 182, 0, 0, 0, 0, 1, 6, 0, 50, 0
2, Run: 003, P, 0, 100, 0, 0, 0, 0, 0, 0, 0, 222, 0, 0, 0, 0, 1, 6, 0, 50, 0
2, Run: 004, P, 100, 0, 0, 0, 0, 0, 0, 0, 0, 244, 0, 0, 1, 0, 1, 6, 0, 49, 0
2, Run: 005, P, 0, 100, 0, 0, 0, 0, 0, 0, 0, 221, 0, 0, 0, 0, 1, 6, 0, 50, 0
2, Run: 006, P, 0, 100, 0, 0, 0, 0, 0, 0, 0, 224, 0, 0, 0, 0, 1, 6, 0, 50, 0
2, Run: 007, P, 0, 0, 0, 100, 1, 0, 0, 0, 0, 179, 0, 0, 0, 1, 1, 6, 0, 48, 0
2, Run: 008, P, 0, 0, 0, 100, 0, 0, 0, 0, 0, 176, 0, 0, 0, 0, 1, 6, 0, 50, 0
2, Run: 009, P, 0, 100, 0, 0, 0, 0, 0, 0, 0, 182, 2, 0, 1, 0, 1, 6, 0, 47, 0
2, Run: 010, P, 100, 0, 0, 0, 0, 0, 0, 0, 0, 180, 1, 0, 1, 0, 1, 6, 0, 48, 0
2, Run: 011, P, 0, 0, 0, 100, 0, 0, 0, 0, 0, 176, 0, 0, 0, 1, 1, 6, 0, 49, 0
2, Run: 012, P, 100, 0, 0, 0, 0, 0, 0, 0, 0, 218, 2, 0, 0, 0, 1, 6, 0, 48, 0
2, Run: 013, P, 0, 0, 0, 100, 0, 0, 0, 0, 0, 180, 2, 0, 0, 0, 1, 6, 0, 48, 0
2, Run: 014, P, 0, 0, 0, 100, 0, 0, 0, 0, 0, 177, 0, 0, 2, 0, 1, 6, 0, 48, 0
2, Run: 015, P, 0, 100, 0, 0, 2, 0, 1, 0, 0, 221, 0, 0, 0, 0, 1, 6, 0, 47, 0
2, Run: 016, P, 0, 100, 0, 0, 0, 0, 1, 0, 0, 171, 0, 0, 1, 1, 1, 6, 0, 47, 0
2, Run: 017, P, 0, 100, 0, 0, 0, 0, 0, 0, 0, 173, 0, 0, 0, 0, 1, 6, 0, 50, 0
2, Run: 018, P, 0, 100, 0, 0, 0, 0, 0, 0, 0, 178, 2, 0, 0, 0, 1, 6, 0, 48, 0
2, Run: 019, P, 100, 0, 0, 0, 0, 0, 0, 0, 0, 214, 0, 0, 0, 0, 1, 6, 0, 50, 0
2, Run: 020, P, 100, 0, 0, 0, 1, 0, 0, 0, 0, 179, 0, 0, 0, 1, 1, 6, 0, 48, 0
2, Run: 021, P, 0, 100, 0, 0, 0, 0, 0, 0, 0, 179, 0, 0, 0, 0, 1, 6, 0, 50, 0
2, Run: 022, P, 0, 0, 0, 100, 1, 0, 0, 0, 0, 171, 0, 1, 1, 0, 1, 6, 0, 47, 0
2, Run: 023, P, 0, 0, 0, 100, 1, 0, 0, 0, 0, 181, 0, 0, 0, 2, 1, 6, 0, 47, 0
2, Run: 024, P, 0, 100, 0, 0, 0, 0, 0, 0, 0, 224, 0, 0, 0, 1, 1, 6, 0, 49, 0
2, Run: 025, P, 0, 0, 0, 100, 0, 0, 0, 0, 0, 180, 0, 0, 0, 0, 1, 6, 0, 50, 0
2, Run: 026, P, 0, 100, 0, 0, 0, 0, 0, 0, 0, 213, 0, 0, 1, 0, 1, 6, 0, 49, 0
2, Run: 027, P, 0, 0, 0, 100, 0, 0, 1, 0, 0, 179, 0, 0, 1, 0, 1, 6, 0, 48, 0
2, Run: 028, P, 0, 100, 0, 0, 0, 0, 0, 0, 0, 249, 0, 0, 0, 0, 1, 6, 0, 50, 0
2, Run: 029, P, 0, 0, 0, 100, 0, 0, 0, 0, 0, 268, 0, 0, 0, 0, 1, 6, 0, 50, 0
2, Run: 030, P, 0, 100, 0, 0, 0, 0, 0, 0, 0, 185, 0, 0, 1, 0, 1, 6, 0, 49, 0
2, Run: 031, P, 0, 100, 0, 0, 0, 0, 0, 0, 0, 221, 0, 0, 0, 0, 1, 6, 0, 50, 0
2, Run: 032, P, 0, 0, 0, 100, 1, 0, 0, 0, 0, 178, 1, 1, 0, 2, 1, 6, 0, 45, 0
2, Run: 033, P, 0, 0, 0, 100, 1, 0, 0, 0, 0, 177, 0, 0, 0, 0, 1, 6, 0, 49, 0
2, Run: 034, P, 0, 0, 0, 100, 0, 0, 0, 0, 0, 175, 0, 0, 0, 0, 1, 6, 0, 50, 0
2, Run: 035, P, 100, 0, 0, 0, 0, 0, 0, 0, 0, 181, 0, 1, 0, 0, 1, 6, 0, 49, 0
2, Run: 036, P, 0, 0, 0, 100, 0, 0, 0, 0, 0, 218, 0, 0, 0, 1, 1, 6, 0, 49, 0
2, Run: 037, P, 0, 0, 0, 100, 0, 0, 0, 0, 0, 174, 0, 2, 0, 0, 1, 6, 0, 48, 0
2, Run: 038, P, 0, 0, 0, 100, 0, 0, 0, 0, 0, 179, 0, 0, 0, 0, 1, 6, 0, 50, 0
2, Run: 039, P, 0, 0, 0, 100, 0, 0, 0, 0, 0, 179, 0, 0, 0, 0, 1, 6, 0, 50, 0
2, Run: 040, P, 0, 100, 0, 0, 0, 0, 0, 0, 0, 257, 1, 0, 0, 1, 1, 6, 0, 48, 0
2, Run: 041, P, 100, 0, 0, 0, 0, 0, 2, 0, 0, 176, 1, 1, 0, 0, 1, 6, 0, 46, 0
2, Run: 042, P, 0, 0, 0, 100, 0, 0, 0, 0, 0, 225, 1, 0, 0, 0, 1, 6, 0, 49, 0
2, Run: 043, P, 0, 100, 0, 0, 0, 0, 0, 0, 0, 173, 0, 0, 0, 1, 1, 6, 0, 49, 0
2, Run: 044, P, 0, 0, 0, 100, 0, 0, 1, 0, 0, 180, 1, 0, 0, 0, 1, 6, 0, 48, 0
2, Run: 045, P, 0, 100, 0, 0, 0, 0, 1, 0, 0, 214, 0, 0, 0, 0, 1, 6, 0, 49, 0
2, Run: 046, P, 0, 0, 0, 100, 0, 0, 0, 0, 0, 230, 0, 0, 0, 0, 1, 6, 0, 50, 0
2, Run: 047, P, 0, 0, 0, 100, 2, 0, 0, 0, 0, 216, 0, 1, 0, 0, 1, 6, 0, 47, 0
2, Run: 048, P, 0, 0, 0, 100, 0, 0, 1, 0, 0, 178, 1, 0, 0, 0, 1, 6, 0, 48, 0
2, Run: 049, P, 0, 100, 0, 0, 0, 0, 0, 0, 0, 249, 0, 0, 0, 0, 1, 6, 0, 50, 0
2, Run: 050, P, 100, 0, 0, 0, 0, 0, 0, 0, 0, 173, 0, 0, 0, 0, 1, 6, 0, 50, 0
2, Run: 051, P, 100, 0, 0, 0, 0, 0, 0, 0, 0, 179, 0, 0, 0, 0, 1, 6, 0, 50, 0
2, Run: 052, P, 100, 0, 0, 0, 0, 0, 0, 0, 0, 177, 1, 0, 2, 2, 1, 6, 0, 45, 0
2, Run: 053, P, 0, 100, 0, 0, 0, 0, 0, 0, 0, 247, 0, 1, 0, 0, 1, 6, 0, 49, 0
2, Run: 054, P, 0, 100, 0, 0, 0, 0, 0, 0, 0, 173, 1, 1, 0, 0, 1, 6, 0, 48, 0
2, Run: 055, P, 0, 0, 0, 100, 0, 0, 0, 0, 0, 179, 0, 2, 0, 0, 1, 6, 0, 48, 0
2, Run: 056, P, 0, 0, 0, 100, 1, 0, 1, 0, 0, 225, 0, 0, 0, 0, 1, 6, 0, 48, 0
2, Run: 057, P, 100, 0, 0, 0, 0, 0, 1, 0, 0, 226, 0, 1, 0, 0, 1, 6, 0, 48, 0
2, Run: 058, P, 100, 0, 0, 0, 0, 0, 1, 0, 0, 181, 0, 0, 0, 0, 1, 6, 0, 49, 0
2, Run: 059, P, 0, 0, 0, 100, 0, 0, 0, 0, 0, 180, 0, 2, 0, 0, 1, 6, 0, 48, 0
2, Run: 060, P, 100, 0, 0, 0, 0, 0, 0, 0, 0, 282, 0, 0, 0, 0, 1, 6, 0, 50, 0
2, Run: 061, P, 100, 0, 0, 0, 1, 0, 0, 0, 0, 180, 0, 0, 0, 1, 1, 6, 0, 48, 0
2, Run: 062, P, 100, 0, 0, 0, 0, 0, 0, 0, 0, 260, 0, 0, 0, 0, 1, 6, 0, 50, 0
2, Run: 063, P, 0, 0, 0, 100, 1, 0, 0, 0, 0, 181, 0, 0, 0, 0, 1, 6, 0, 49, 0
2, Run: 064, P, 0, 100, 0, 0, 0, 0, 0, 0, 0, 225, 0, 0, 0, 0, 1, 6, 0, 50, 0
2, Run: 065, P, 0, 100, 0, 0, 0, 0, 0, 0, 0, 170, 1, 0, 0, 0, 1, 6, 0, 49, 0
2, Run: 066, P, 0, 0, 0, 100, 0, 0, 1, 0, 0, 181, 0, 0, 1, 0, 1, 6, 0, 48, 0
2, Run: 067, P, 0, 100, 0, 0, 0, 0, 0, 0, 0, 184, 2, 0, 0, 0, 1, 6, 0, 48, 0
2, Run: 068, P, 0, 0, 0, 100, 1, 0, 0, 0, 0, 174, 2, 0, 0, 1, 1, 6, 0, 46, 0
2, Run: 069, P, 100, 0, 0, 0, 1, 0, 0, 0, 0, 172, 0, 0, 0, 0, 1, 6, 0, 49, 0
2, Run: 070, P, 0, 100, 0, 0, 0, 0, 0, 0, 0, 175, 0, 1, 0, 0, 1, 6, 0, 49, 0
2, Run: 071, P, 0, 100, 0, 0, 0, 0, 0, 0, 0, 180, 0, 0, 0, 0, 1, 6, 0, 50, 0
2, Run: 072, P, 0, 100, 0, 0, 0, 0, 2, 0, 0, 291, 0, 1, 0, 0, 1, 6, 0, 47, 0
2, Run: 073, P, 100, 0, 0, 0, 0, 0, 0, 0, 0, 175, 0, 0, 0, 0, 1, 6, 0, 50, 0
2, Run: 074, P, 0, 100, 0, 0, 0, 0, 0, 0, 0, 253, 1, 0, 0, 0, 1, 6, 0, 49, 0
2, Run: 075, P, 0, 0, 0, 100, 2, 0, 0, 0, 0, 180, 0, 1, 0, 0, 1, 6, 0, 47, 0
2, Run: 076, P, 0, 0, 0, 100, 0, 0, 0, 0, 0, 179, 0, 0, 1, 2, 1, 6, 0, 47, 0
2, Run: 077, P, 0, 0, 0, 100, 0, 0, 0, 0, 0, 179, 1, 0, 0, 1, 1, 6, 0, 48, 0
2, Run: 078, P, 0, 100, 0, 0, 0, 0, 0, 0, 0, 230, 0, 0, 0, 0, 1, 6, 0, 50, 0
2, Run: 079, P, 0, 0, 0, 100, 0, 0, 1, 0, 0, 247, 0, 1, 0, 0, 1, 6, 0, 48, 0
2, Run: 080, P, 100, 0, 0, 0, 1, 0, 1, 0, 0, 177, 0, 2, 1, 0, 1, 6, 0, 45, 0
2, Run: 081, P, 0, 0, 0, 100, 2, 0, 0, 0, 0, 178, 0, 0, 0, 0, 1, 6, 0, 48, 0
2, Run: 082, P, 0, 0, 0, 100, 0, 0, 0, 0, 0, 180, 0, 1, 1, 0, 1, 6, 0, 48, 0
2, Run: 083, P, 0, 0, 0, 100, 0, 0, 1, 0, 0, 178, 1, 0, 0, 0, 1, 6, 0, 48, 0
2, Run: 084, P, 0, 0, 0, 100, 1, 0, 2, 0, 0, 180, 0, 0, 1, 0, 1, 6, 0, 46, 0
2, Run: 085, P, 100, 0, 0, 0, 1, 0, 0, 0, 0, 228, 0, 0, 1, 0, 1, 6, 0, 48, 0
2, Run: 086, P, 100, 0, 0, 0, 1, 0, 0, 0, 0, 220, 2, 0, 0, 0, 1, 6, 0, 47, 0
2, Run: 087, P, 0, 100, 0, 0, 0, 0, 0, 0, 0, 260, 0, 0, 0, 0, 1, 6, 0, 50, 0
2, Run: 088, P, 0, 100, 0, 0, 1, 0, 0, 0, 0, 181, 0, 1, 0, 0, 1, 6, 0, 48, 0
2, Run: 089, P, 100, 0, 0, 0, 1, 0, 0, 0, 0, 243, 0, 0, 0, 0, 1, 6, 0, 49, 0
2, Run: 090, P, 0, 0, 0, 100, 1, 0, 0, 0, 0, 180, 0, 0, 1, 0, 1, 6, 0, 48, 0
2, Run: 091, P, 0, 0, 0, 100, 0, 0, 0, 0, 0, 182, 0, 0, 1, 0, 1, 6, 0, 49, 0
2, Run: 092, P, 0, 0, 0, 100, 1, 0, 0, 0, 0, 179, 0, 0, 0, 0, 1, 6, 0, 49, 0
2, Run: 093, P, 100, 0, 0, 0, 1, 0, 0, 0, 0, 290, 0, 0, 0, 0, 1, 6, 0, 49, 0
2, Run: 094, P, 0, 0, 0, 100, 0, 0, 0, 0, 0, 213, 0, 0, 0, 0, 1, 6, 0, 50, 0
2, Run: 095, P, 0, 100, 0, 0, 0, 0, 0, 0, 0, 179, 0, 0, 0, 0, 1, 6, 0, 50, 0
2, Run: 096, P, 100, 0, 0, 0, 0, 0, 0, 0, 0, 177, 0, 0, 1, 0, 1, 6, 0, 49, 0
2, Run: 097, P, 0, 0, 0, 100, 0, 0, 0, 0, 0, 178, 0, 0, 0, 0, 1, 6, 0, 50, 0
2, Run: 098, P, 0, 100, 0, 0, 0, 0, 0, 0, 0, 208, 0, 1, 0, 0, 1, 6, 0, 49, 0
2, Run: 099, P, 0, 0, 0, 100, 0, 0, 0, 0, 0, 178, 0, 0, 0, 1, 1, 6, 0, 49, 0
2, Run: 100, P, 100, 0, 0, 0, 1, 0, 0, 0, 0, 266, 0, 1, 0, 0, 1, 6, 0, 48, 0
3, Run: 001, P, 0, 0, 0, 1000, 0, 0, 0, 0, 0, 472, 0, 0, 0, 0, 1, 6, 0, 50, 0
3, Run: 002, P, 0, 1000, 0, 0, 0, 0, 0, 0, 0, 454, 0, 1, 0, 1, 1, 6, 0, 48, 0
3, Run: 003, P, 0, 0, 0, 1000, 0, 0, 0, 0, 0, 372, 0, 0, 1, 0, 1, 6, 0, 49, 0
3, Run: 004, P, 0, 1000, 0, 0, 0, 0, 0, 0, 0, 409, 0, 1, 1, 0, 1, 6, 0, 48, 0
3, Run: 005, P, 1000, 0, 0, 0, 0, 0, 0, 0, 0, 379, 0, 0, 0, 0, 1, 6, 0, 50, 0
3, Run: 006, P, 0, 1000, 0, 0, 0, 0, 0, 0, 0, 358, 0, 0, 0, 0, 1, 6, 0, 50, 0
