Input Number, Run_Number, Result@ 100, X1, H, M, PO, CE, Y, D, CO, PE, A, B, Reaction1, Reaction10, Reaction11, Reaction2, Reaction3, Reaction4, Reaction5, Reaction6, Reaction7, Reaction8, Reaction9, NEW_REACTION
INVAR-1, Run: 034, F, 0, 0, 0, 0, 7, 7, 0, 0, 1, 54, 0, 18, 4, 64, 8, 6, 1, 9, 18, 27, 13, 64, 2
INVAR-1, Run: 035, F, 0, 0, 0, 0, 3, 3, 0, 0, 1, 54, 0, 18, 5, 56, 6, 3, 2, 9, 18, 27, 14, 56, 6
INVAR-1, Run: 036, F, 0, 0, 0, 0, 3, 3, 0, 0, 1, 54, 0, 18, 4, 34, 6, 3, 2, 9, 18, 27, 13, 34, 6
INVAR-1, Run: 037, F, 0, 0, 0, 0, 3, 3, 0, 0, 1, 54, 0, 18, 5, 58, 6, 2, 3, 9, 18, 27, 14, 58, 6
INVAR-1, Run: 038, F, 0, 0, 0, 0, 5, 5, 0, 0, 1, 54, 0, 18, 1, 19, 7, 3, 3, 9, 18, 27, 10, 19, 4
INVAR-1, Run: 039, F, 0, 0, 0, 0, 3, 3, 0, 0, 1, 54, 0, 18, 2, 20, 6, 2, 3, 9, 18, 27, 11, 20, 6
INVAR-1, Run: 040, F, 0, 0, 0, 0, 5, 5, 0, 0, 1, 54, 0, 18, 6, 73, 7, 4, 2, 9, 18, 27, 15, 73, 4
INVAR-1, Run: 041, F, 0, 0, 0, 0, 5, 5, 0, 0, 1, 54, 0, 18, 4, 33, 7, 2, 4, 9, 18, 27, 13, 33, 4
INVAR-1, Run: 042, F, 0, 0, 0, 0, 5, 5, 0, 0, 1, 54, 0, 18, 5, 69, 7, 2, 4, 9, 18, 27, 14, 69, 4
INVAR-1, Run: 043, F, 0, 0, 0, 0, 3, 3, 0, 0, 1, 54, 0, 18, 9, 77, 6, 3, 2, 9, 18, 27, 18, 77, 6
INVAR-1, Run: 044, F, 0, 0, 0, 0, 5, 5, 0, 0, 1, 54, 0, 18, 8, 116, 7, 4, 2, 9, 18, 27, 17, 116, 4
INVAR-1, Run: 045, F, 0, 0, 0, 1, 0, 54, 4, 54, 0, 0, 0, 18, 2, 81, 6, 4, 2, 9, 18, 27, 7, 135, 5
INVAR-1, Run: 046, F, 0, 0, 0, 0, 3, 3, 0, 0, 1, 54, 0, 18, 3, 68, 6, 3, 2, 9, 18, 27, 12, 68, 6
INVAR-1, Run: 047, F, 0, 0, 0, 0, 7, 7, 0, 0, 1, 54, 0, 18, 5, 70, 8, 6, 1, 9, 18, 27, 14, 70, 2
INVAR-1, Run: 048, F, 0, 0, 0, 0, 5, 5, 0, 0, 1, 54, 0, 18, 6, 47, 7, 4, 2, 9, 18, 27, 15, 47, 4
INVAR-1, Run: 049, F, 0, 0, 0, 0, 3, 3, 0, 0, 1, 54, 0, 18, 3, 29, 6, 5, 0, 9, 18, 27, 12, 29, 6
INVAR-1, Run: 050, F, 0, 0, 0, 0, 5, 5, 0, 0, 1, 54, 0, 18, 2, 33, 7, 4, 2, 9, 18, 27, 11, 33, 4
INVAR-1, Run: 051, F, 0, 0, 0, 0, 3, 3, 0, 0, 1, 54, 0, 18, 4, 45, 6, 5, 0, 9, 18, 27, 13, 45, 6
INVAR-1, Run: 052, F, 0, 0, 0, 1, 0, 54, 4, 54, 0, 0, 0, 18, 5, 52, 6, 3, 3, 9, 18, 27, 10, 106, 5
INVAR-1, Run: 053, F, 0, 0, 0, 0, 5, 5, 0, 0, 1, 54, 0, 18, 0, 68, 7, 3, 3, 9, 18, 27, 9, 68, 4
INVAR-1, Run: 054, F, 0, 0, 0, 0, 3, 3, 0, 0, 1, 54, 0, 18, 8, 39, 6, 4, 1, 9, 18, 27, 17, 39, 6
INVAR-1, Run: 055, F, 0, 0, 0, 1, 0, 54, 6, 54, 0, 0, 0, 18, 8, 51, 7, 4, 3, 9, 18, 27, 11, 105, 3
INVAR-1, Run: 056, F, 0, 0, 0, 0, 3, 3, 0, 0, 1, 54, 0, 18, 4, 27, 6, 5, 0, 9, 18, 27, 13, 27, 6
INVAR-1, Run: 057, F, 0, 0, 0, 0, 5, 5, 0, 0, 1, 54, 0, 18, 4, 36, 7, 4, 2, 9, 18, 27, 13, 36, 4
INVAR-1, Run: 058, F, 0, 0, 0, 0, 7, 7, 0, 0, 1, 54, 0, 18, 11, 38, 8, 5, 2, 9, 18, 27, 20, 38, 2
INVAR-1, Run: 059, F, 0, 0, 0, 0, 5, 5, 0, 0, 1, 54, 0, 18, 4, 103, 7, 3, 3, 9, 18, 27, 13, 103, 4
INVAR-1, Run: 060, F, 0, 0, 0, 0, 5, 5, 0, 0, 1, 54, 0, 18, 4, 31, 7, 4, 2, 9, 18, 27, 13, 31, 4
INVAR-1, Run: 061, F, 0, 0, 0, 0, 5, 5, 0, 0, 1, 54, 0, 18, 9, 138, 7, 3, 3, 9, 18, 27, 18, 138, 4
INVAR-1, Run: 062, F, 0, 0, 0, 0, 5, 5, 0, 0, 1, 54, 0, 18, 6, 25, 7, 2, 4, 9, 18, 27, 15, 25, 4
INVAR-1, Run: 063, F, 0, 0, 0, 0, 3, 3, 0, 0, 1, 54, 0, 18, 7, 62, 6, 5, 0, 9, 18, 27, 16, 62, 6
INVAR-1, Run: 064, F, 0, 0, 0, 0, 3, 3, 0, 0, 1, 54, 0, 18, 3, 19, 6, 2, 3, 9, 18, 27, 12, 19, 6
INVAR-1, Run: 065, F, 0, 0, 0, 0, 5, 5, 0, 0, 1, 54, 0, 18, 6, 56, 7, 4, 2, 9, 18, 27, 15, 56, 4
INVAR-1, Run: 066, F, 0, 0, 0, 0, 5, 5, 0, 0, 1, 54, 0, 18, 5, 92, 7, 4, 2, 9, 18, 27, 14, 92, 4
INVAR-1, Run: 067, F, 0, 0, 0, 0, 1, 1, 0, 0, 1, 54, 0, 18, 7, 45, 5, 3, 1, 9, 18, 27, 16, 45, 8
INVAR-1, Run: 068, F, 0, 0, 0, 1, 0, 54, 6, 54, 0, 0, 0, 18, 5, 38, 7, 3, 4, 9, 18, 27, 8, 92, 3
INVAR-1, Run: 069, F, 0, 0, 0, 1, 0, 54, 6, 54, 0, 0, 0, 18, 5, 30, 7, 5, 2, 9, 18, 27, 8, 84, 3
INVAR-1, Run: 070, F, 0, 0, 0, 0, 3, 3, 0, 0, 1, 54, 0, 18, 3, 59, 6, 3, 2, 9, 18, 27, 12, 59, 6
INVAR-1, Run: 071, F, 0, 0, 0, 0, 5, 5, 0, 0, 1, 54, 0, 18, 9, 50, 7, 1, 5, 9, 18, 27, 18, 50, 4
INVAR-1, Run: 072, F, 0, 0, 0, 0, 0, 6, 5, 6, 0, 48, 0, 18, 5, 21, 7, 6, 1, 9, 18, 27, 9, 27, 4
INVAR-1, Run: 073, F, 0, 0, 0, 0, 3, 3, 0, 0, 1, 54, 0, 18, 2, 46, 6, 4, 1, 9, 18, 27, 11, 46, 6
INVAR-1, Run: 074, F, 0, 0, 0, 0, 7, 7, 0, 0, 1, 54, 0, 18, 5, 77, 8, 6, 1, 9, 18, 27, 14, 77, 2
INVAR-1, Run: 075, F, 0, 0, 0, 0, 5, 5, 0, 0, 1, 54, 0, 18, 8, 28, 7, 3, 3, 9, 18, 27, 17, 28, 4
INVAR-1, Run: 076, F, 0, 0, 0, 0, 7, 7, 0, 0, 1, 54, 0, 18, 4, 39, 8, 6, 1, 9, 18, 27, 13, 39, 2
INVAR-1, Run: 077, F, 0, 0, 0, 0, 5, 5, 0, 0, 1, 54, 0, 18, 3, 14, 7, 1, 5, 9, 18, 27, 12, 14, 4
INVAR-1, Run: 078, F, 0, 0, 0, 0, 5, 5, 0, 0, 1, 54, 0, 18, 4, 36, 7, 5, 1, 9, 18, 27, 13, 36, 4
INVAR-1, Run: 079, F, 0, 0, 0, 0, 5, 5, 0, 0, 1, 54, 0, 18, 1, 37, 7, 4, 2, 9, 18, 27, 10, 37, 4
INVAR-1, Run: 080, F, 0, 0, 0, 0, 5, 5, 0, 0, 1, 54, 0, 18, 4, 30, 7, 4, 2, 9, 18, 27, 13, 30, 4
INVAR-1, Run: 081, F, 0, 0, 0, 0, 3, 3, 0, 0, 1, 54, 0, 18, 8, 52, 6, 4, 1, 9, 18, 27, 17, 52, 6
INVAR-1, Run: 082, F, 0, 0, 0, 0, 5, 5, 0, 0, 1, 54, 0, 18, 2, 41, 7, 5, 1, 9, 18, 27, 11, 41, 4
INVAR-1, Run: 083, F, 0, 0, 0, 0, 3, 3, 0, 0, 1, 54, 0, 18, 6, 67, 6, 1, 4, 9, 18, 27, 15, 67, 6
INVAR-1, Run: 084, F, 0, 0, 0, 0, 5, 5, 0, 0, 1, 54, 0, 18, 8, 44, 7, 5, 1, 9, 18, 27, 17, 44, 4
INVAR-1, Run: 085, F, 0, 0, 0, 0, 5, 5, 0, 0, 1, 54, 0, 18, 5, 77, 7, 5, 1, 9, 18, 27, 14, 77, 4
INVAR-1, Run: 086, F, 0, 0, 0, 1, 0, 54, 4, 54, 0, 0, 0, 18, 1, 97, 6, 5, 1, 9, 18, 27, 6, 151, 5
INVAR-1, Run: 087, F, 0, 0, 0, 1, 0, 54, 4, 54, 0, 0, 0, 18, 1, 35, 6, 5, 1, 9, 18, 27, 6, 89, 5
INVAR-1, Run: 088, F, 0, 0, 0, 0, 7, 7, 0, 0, 1, 54, 0, 18, 4, 51, 8, 6, 1, 9, 18, 27, 13, 51, 2
INVAR-1, Run: 089, F, 0, 0, 0, 0, 5, 5, 0, 0, 1, 54, 0, 18, 6, 78, 7, 5, 1, 9, 18, 27, 15, 78, 4
INVAR-1, Run: 090, F, 0, 0, 0, 0, 5, 5, 0, 0, 1, 54, 0, 18, 6, 78, 7, 3, 3, 9, 18, 27, 15, 78, 4
INVAR-1, Run: 091, F, 0, 0, 0, 1, 0, 54, 6, 54, 0, 0, 0, 18, 9, 73, 7, 6, 1, 9, 18, 27, 12, 127, 3
INVAR-1, Run: 092, F, 0, 0, 0, 0, 3, 3, 0, 0, 1, 54, 0, 18, 3, 52, 6, 2, 3, 9, 18, 27, 12, 52, 6
INVAR-1, Run: 093, F, 0, 0, 0, 0, 3, 3, 0, 0, 1, 54, 0, 18, 4, 45, 6, 4, 1, 9, 18, 27, 13, 45, 6
INVAR-1, Run: 094, F, 0, 0, 0, 1, 0, 54, 4, 54, 0, 0, 0, 18, 3, 27, 6, 5, 1, 9, 18, 27, 8, 81, 5
INVAR-1, Run: 095, F, 0, 0, 0, 0, 3, 3, 0, 0, 1, 54, 0, 18, 2, 44, 6, 5, 0, 9, 18, 27, 11, 44, 6
INVAR-1, Run: 096, F, 0, 0, 0, 0, 3, 3, 0, 0, 1, 54, 0, 18, 4, 32, 6, 0, 5, 9, 18, 27, 13, 32, 6
INVAR-1, Run: 097, F, 0, 0, 0, 0, 5, 5, 0, 0, 1, 54, 0, 18, 1, 58, 7, 5, 1, 9, 18, 27, 10, 58, 4
INVAR-1, Run: 098, F, 0, 0, 0, 0, 5, 5, 0, 0, 1, 54, 0, 18, 5, 59, 7, 5, 1, 9, 18, 27, 14, 59, 4
INVAR-1, Run: 099, F, 0, 0, 0, 0, 5, 5, 0, 0, 1, 54, 0, 18, 5, 53, 7, 4, 2, 9, 18, 27, 14, 53, 4
INVAR-1, Run: 100, F, 0, 0, 0, 1, 0, 54, 6, 54, 0, 0, 0, 18, 2, 58, 7, 6, 1, 9, 18, 27, 5, 112, 3
INVAR-10, Run: 001, F, 0, 0, 0, 0, 14, 14, 0, 0, 1, 600, 0, 200, 87, 1398, 57, 31, 25, 100, 200, 300, 187, 1398, 86
INVAR-10, Run: 002, F, 0, 0, 0, 0, 12, 12, 0, 0, 1, 600, 0, 200, 90, 1586, 56, 30, 25, 100, 200, 300, 190, 1586, 88
INVAR-10, Run: 003, F, 0, 0, 0, 0, 12, 12, 0, 0, 1, 600, 0, 200, 88, 1689, 56, 39, 16, 100, 200, 300, 188, 1689, 88
INVAR-10, Run: 004, F, 0, 0, 0, 0, 18, 18, 0, 0, 1, 600, 0, 200, 88, 1802, 59, 38, 20, 100, 200, 300, 188, 1802, 82
INVAR-10, Run: 005, F, 0, 0, 0, 0, 16, 16, 0, 0, 1, 600, 0, 200, 92, 1580, 58, 35, 22, 100, 200, 300, 192, 1580, 84
INVAR-10, Run: 006, F, 0, 0, 0, 0, 16, 16, 0, 0, 1, 600, 0, 200, 85, 2239, 58, 31, 26, 100, 200, 300, 185, 2239, 84
INVAR-10, Run: 007, F, 0, 0, 0, 0, 18, 18, 0, 0, 1, 600, 0, 200, 69, 1857, 59, 34, 24, 100, 200, 300, 169, 1857, 82
INVAR-10, Run: 008, F, 0, 0, 0, 0, 20, 20, 0, 0, 1, 600, 0, 200, 79, 2321, 60, 36, 23, 100, 200, 300, 179, 2321, 80
INVAR-10, Run: 009, F, 0, 0, 0, 0, 14, 14, 0, 0, 1, 600, 0, 200, 96, 1734, 57, 35, 21, 100, 200, 300, 196, 1734, 86
INVAR-10, Run: 010, F, 0, 0, 0, 0, 16, 16, 0, 0, 1, 600, 0, 200, 87, 1464, 58, 32, 25, 100, 200, 300, 187, 1464, 84
INVAR-10, Run: 011, F, 0, 0, 0, 0, 24, 24, 0, 0, 1, 600, 0, 200, 87, 1987, 62, 37, 24, 100, 200, 300, 187, 1987, 76
INVAR-10, Run: 012, F, 0, 0, 0, 0, 20, 20, 0, 0, 1, 600, 0, 200, 77, 1458, 60, 31, 28, 100, 200, 300, 177, 1458, 80
INVAR-10, Run: 013, F, 0, 0, 0, 0, 18, 18, 0, 0, 1, 600, 0, 200, 91, 1879, 59, 39, 19, 100, 200, 300, 191, 1879, 82
INVAR-10, Run: 014, F, 0, 0, 0, 0, 16, 16, 0, 0, 1, 600, 0, 200, 108, 1361, 58, 32, 25, 100, 200, 300, 208, 1361, 84
INVAR-10, Run: 015, F, 0, 0, 0, 0, 18, 18, 0, 0, 1, 600, 0, 200, 106, 1802, 59, 33, 25, 100, 200, 300, 206, 1802, 82
INVAR-10, Run: 016, F, 0, 0, 0, 0, 16, 16, 0, 0, 1, 600, 0, 200, 77, 1180, 58, 38, 19, 100, 200, 300, 177, 1180, 84
INVAR-10, Run: 017, F, 0, 0, 0, 1, 0, 600, 9, 600, 0, 0, 0, 200, 71, 1932, 54, 33, 21, 100, 200, 300, 162, 2532, 91
INVAR-10, Run: 018, F, 0, 0, 0, 0, 14, 14, 0, 0, 1, 600, 0, 200, 73, 1824, 57, 34, 22, 100, 200, 300, 173, 1824, 86
INVAR-10, Run: 019, F, 0, 0, 0, 0, 12, 12, 0, 0, 1, 600, 0, 200, 91, 1428, 56, 38, 17, 100, 200, 300, 191, 1428, 88
INVAR-10, Run: 020, F, 0, 0, 0, 0, 16, 16, 0, 0, 1, 600, 0, 200, 86, 1488, 58, 29, 28, 100, 200, 300, 186, 1488, 84
INVAR-10, Run: 021, F, 0, 0, 0, 0, 16, 16, 0, 0, 1, 600, 0, 200, 65, 1952, 58, 38, 19, 100, 200, 300, 165, 1952, 84
INVAR-10, Run: 022, F, 0, 0, 0, 0, 16, 16, 0, 0, 1, 600, 0, 200, 75, 2347, 58, 40, 17, 100, 200, 300, 175, 2347, 84
INVAR-10, Run: 023, F, 0, 0, 0, 0, 24, 24, 0, 0, 1, 600, 0, 200, 79, 1678, 62, 36, 25, 100, 200, 300, 179, 1678, 76
INVAR-10, Run: 024, F, 0, 0, 0, 0, 14, 14, 0, 0, 1, 600, 0, 200, 80, 1605, 57, 26, 30, 100, 200, 300, 180, 1605, 86
INVAR-10, Run: 025, F, 0, 0, 0, 0, 12, 12, 0, 0, 1, 600, 0, 200, 92, 1146, 56, 34, 21, 100, 200, 300, 192, 1146, 88
INVAR-10, Run: 026, F, 0, 0, 0, 0, 16, 16, 0, 0, 1, 600, 0, 200, 85, 1383, 58, 35, 22, 100, 200, 300, 185, 1383, 84
INVAR-10, Run: 027, F, 0, 0, 0, 0, 16, 16, 0, 0, 1, 600, 0, 200, 83, 2298, 58, 46, 11, 100, 200, 300, 183, 2298, 84
INVAR-10, Run: 028, F, 0, 0, 0, 0, 16, 16, 0, 0, 1, 600, 0, 200, 95, 2423, 58, 39, 18, 100, 200, 300, 195, 2423, 84
INVAR-10, Run: 029, F, 0, 0, 0, 0, 18, 18, 0, 0, 1, 600, 0, 200, 73, 1222, 59, 39, 19, 100, 200, 300, 173, 1222, 82
INVAR-10, Run: 030, F, 0, 0, 0, 0, 12, 12, 0, 0, 1, 600, 0, 200, 77, 1672, 56, 30, 25, 100, 200, 300, 177, 1672, 88
INVAR-10, Run: 031, F, 0, 0, 0, 0, 14, 14, 0, 0, 1, 600, 0, 200, 69, 1432, 57, 34, 22, 100, 200, 300, 169, 1432, 86
INVAR-10, Run: 032, F, 0, 0, 0, 0, 14, 14, 0, 0, 1, 600, 0, 200, 87, 2181, 57, 35, 21, 100, 200, 300, 187, 2181, 86
INVAR-10, Run: 033, F, 0, 0, 0, 1, 0, 600, 15, 600, 0, 0, 0, 200, 91, 1627, 57, 37, 20, 100, 200, 300, 176, 2227, 85
INVAR-10, Run: 034, F, 0, 0, 0, 0, 8, 8, 0, 0, 1, 600, 0, 200, 83, 1315, 54, 28, 25, 100, 200, 300, 183, 1315, 92
INVAR-10, Run: 035, F, 0, 0, 0, 0, 18, 18, 0, 0, 1, 600, 0, 200, 66, 2045, 59, 36, 22, 100, 200, 300, 166, 2045, 82
INVAR-10, Run: 036, F, 0, 0, 0, 0, 18, 18, 0, 0, 1, 600, 0, 200, 71, 1908, 59, 40, 18, 100, 200, 300, 171, 1908, 82
INVAR-10, Run: 037, F, 0, 0, 0, 0, 20, 20, 0, 0, 1, 600, 0, 200, 91, 1908, 60, 29, 30, 100, 200, 300, 191, 1908, 80
INVAR-10, Run: 038, F, 0, 0, 0, 0, 18, 18, 0, 0, 1, 600, 0, 200, 99, 2374, 59, 35, 23, 100, 200, 300, 199, 2374, 82
INVAR-10, Run: 039, F, 0, 0, 0, 0, 16, 16, 0, 0, 1, 600, 0, 200, 68, 1701, 58, 36, 21, 100, 200, 300, 168, 1701, 84
INVAR-10, Run: 040, F, 0, 0, 0, 0, 14, 14, 0, 0, 1, 600, 0, 200, 74, 2036, 57, 32, 24, 100, 200, 300, 174, 2036, 86
INVAR-10, Run: 041, F, 0, 0, 0, 0, 12, 12, 0, 0, 1, 600, 0, 200, 80, 1469, 56, 37, 18, 100, 200, 300, 180, 1469, 88
INVAR-10, Run: 042, F, 0, 0, 0, 0, 22, 22, 0, 0, 1, 600, 0, 200, 68, 2556, 61, 37, 23, 100, 200, 300, 168, 2556, 78
INVAR-10, Run: 043, F, 0, 0, 0, 0, 16, 16, 0, 0, 1, 600, 0, 200, 60, 1402, 58, 34, 23, 100, 200, 300, 160, 1402, 84
INVAR-10, Run: 044, F, 0, 0, 0, 0, 18, 18, 0, 0, 1, 600, 0, 200, 95, 2159, 59, 38, 20, 100, 200, 300, 195, 2159, 82
INVAR-10, Run: 045, F, 0, 0, 0, 0, 18, 18, 0, 0, 1, 600, 0, 200, 87, 2086, 59, 37, 21, 100, 200, 300, 187, 2086, 82
INVAR-10, Run: 046, F, 0, 0, 0, 0, 16, 16, 0, 0, 1, 600, 0, 200, 72, 1660, 58, 34, 23, 100, 200, 300, 172, 1660, 84
INVAR-10, Run: 047, F, 0, 0, 0, 0, 18, 18, 0, 0, 1, 600, 0, 200, 92, 2373, 59, 34, 24, 100, 200, 300, 192, 2373, 82
INVAR-10, Run: 048, F, 0, 0, 0, 0, 16, 16, 0, 0, 1, 600, 0, 200, 72, 2344, 58, 31, 26, 100, 200, 300, 172, 2344, 84
INVAR-10, Run: 049, F, 0, 0, 0, 0, 16, 16, 0, 0, 1, 600, 0, 200, 95, 1128, 58, 32, 25, 100, 200, 300, 195, 1128, 84
INVAR-10, Run: 050, F, 0, 0, 0, 0, 14, 14, 0, 0, 1, 600, 0, 200, 75, 2297, 57, 34, 22, 100, 200, 300, 175, 2297, 86
INVAR-10, Run: 051, F, 0, 0, 0, 0, 12, 12, 0, 0, 1, 600, 0, 200, 100, 1346, 56, 34, 21, 100, 200, 300, 200, 1346, 88
INVAR-10, Run: 052, F, 0, 0, 0, 0, 20, 20, 0, 0, 1, 600, 0, 200, 92, 2159, 60, 35, 24, 100, 200, 300, 192, 2159, 80
INVAR-10, Run: 053, F, 0, 0, 0, 0, 16, 16, 0, 0, 1, 600, 0, 200, 74, 2090, 58, 33, 24, 100, 200, 300, 174, 2090, 84
INVAR-10, Run: 054, F, 0, 0, 0, 0, 14, 14, 0, 0, 1, 600, 0, 200, 67, 1949, 57, 29, 27, 100, 200, 300, 167, 1949, 86
INVAR-10, Run: 055, F, 0, 0, 0, 0, 12, 12, 0, 0, 1, 600, 0, 200, 77, 2625, 56, 34, 21, 100, 200, 300, 177, 2625, 88
INVAR-10, Run: 056, F, 0, 0, 0, 0, 12, 12, 0, 0, 1, 600, 0, 200, 78, 1568, 56, 28, 27, 100, 200, 300, 178, 1568, 88
INVAR-10, Run: 057, F, 0, 0, 0, 0, 14, 14, 0, 0, 1, 600, 0, 200, 89, 2355, 57, 30, 26, 100, 200, 300, 189, 2355, 86
INVAR-10, Run: 058, F, 0, 0, 0, 0, 14, 14, 0, 0, 1, 600, 0, 200, 94, 2346, 57, 33, 23, 100, 200, 300, 194, 2346, 86
INVAR-10, Run: 059, F, 0, 0, 0, 0, 6, 6, 0, 0, 1, 600, 0, 200, 62, 2169, 53, 33, 19, 100, 200, 300, 162, 2169, 94
INVAR-10, Run: 060, F, 0, 0, 0, 0, 16, 16, 0, 0, 1, 600, 0, 200, 76, 1551, 58, 38, 19, 100, 200, 300, 176, 1551, 84
INVAR-10, Run: 061, F, 0, 0, 0, 0, 14, 14, 0, 0, 1, 600, 0, 200, 84, 1557, 57, 38, 18, 100, 200, 300, 184, 1557, 86
INVAR-10, Run: 062, F, 0, 0, 0, 0, 22, 22, 0, 0, 1, 600, 0, 200, 105, 2291, 61, 41, 19, 100, 200, 300, 205, 2291, 78
